Store Number,Power Outage Risk Evaluation,Phoen Gen Proj Status,Generator Qualification,Projected Install Complete Date,Actual Install Complete Date
2548,,,Does Not Currently Qualify,,
2549,,,Does Not Currently Qualify,,
2550,,,Approved,,
2551,,,Does Not Currently Qualify,,
2553,,,Does Not Currently Qualify,,
2554,,,Does Not Currently Qualify,,
2555,,,Does Not Currently Qualify,,
2556,,,Does Not Currently Qualify,,
2557,,,Approved,,
2558,,,Does Not Currently Qualify,,
2559,,,Does Not Currently Qualify,,
2560,,,Approved,,
2561,,,Does Not Currently Qualify,,
2562,,,Does Not Currently Qualify,,
2563,,,Approved,,
2564,,,Does Not Currently Qualify,,
2565,,,Does Not Currently Qualify,,
2566,,,Does Not Currently Qualify,,
2567,,,Does Not Currently Qualify,,
2568,,,Does Not Currently Qualify,,
2571,,,Does Not Currently Qualify,,
2572,,,Approved,,
2574,,,Does Not Currently Qualify,,
2575,,,Does Not Currently Qualify,,
2576,,,Does Not Currently Qualify,,
2577,,,Does Not Currently Qualify,,
2579,,,Approved,,
2580,,,Approved,,
2581,,,Approved,,
2582,,,Does Not Currently Qualify,,
2583,,,Does Not Currently Qualify,,
2584,,,Approved,,
2585,,,Does Not Currently Qualify,,
2586,,,Does Not Currently Qualify,,
2587,,Complete,Completed,7/30/2019,7/30/2019
2588,,,Approved,,
2590,,,Does Not Currently Qualify,,
2591,,Complete,Completed,12/16/2016,12/16/2016
2592,,,Approved,,
2593,,,Does Not Currently Qualify,,
2594,,,Does Not Currently Qualify,,
2595,,,Does Not Currently Qualify,,
2596,,,Does Not Currently Qualify,,
2597,,,Approved,,
2598,,,Does Not Currently Qualify,,
2599,,,Approved,,
2600,,,Does Not Currently Qualify,,
2603,,,Approved,,
2604,,,Does Not Currently Qualify,,
2605,,,Approved,,
2607,,,Does Not Currently Qualify,,
2608,,,Does Not Currently Qualify,,
2609,,,Does Not Currently Qualify,,
2610,,,Approved,,
2611,,,Approved,,
2612,,,Does Not Currently Qualify,,
2613,,,Does Not Currently Qualify,,
2614,,,Approved,,
2615,,,Does Not Currently Qualify,,
2616,,,Does Not Currently Qualify,,
2617,,,Does Not Currently Qualify,,
2618,,,Does Not Currently Qualify,,
2619,,,Approved,,
2620,,,Does Not Currently Qualify,,
2621,,,Approved,,
2626,,,Does Not Currently Qualify,,
2627,,,Approved,,
2628,,,Does Not Currently Qualify,,
2629,,,Approved,,
2630,,Complete,Completed,10/25/2022,10/25/2022
2631,,,Approved,,
2632,,,Approved,,
2633,,,Does Not Currently Qualify,,
2634,,,Does Not Currently Qualify,,
2636,,,Does Not Currently Qualify,,
2637,,,Does Not Currently Qualify,,
2638,,,Approved,,
2639,,,Approved,,
2640,,,Does Not Currently Qualify,,
2641,,,Does Not Currently Qualify,,
2642,,Complete,Completed,1/1/2014,1/1/2014
2643,,,Does Not Currently Qualify,,
2644,,,Approved,,
1511,,Scheduled,Already Approved,11/17/2023,
2646,,,Does Not Currently Qualify,,
2647,,,Does Not Currently Qualify,,
2648,,,Does Not Currently Qualify,,
2649,,,Approved,,
2650,,,Does Not Currently Qualify,,
2651,,,Approved,,
2652,,,Approved,,
2653,,,Does Not Currently Qualify,,
2654,,,Does Not Currently Qualify,,
2656,,,Approved,,
2658,,,Does Not Currently Qualify,,
2659,,,Does Not Currently Qualify,,
2660,,,Does Not Currently Qualify,,
2662,,,Does Not Currently Qualify,,
2663,,,Approved,,
2664,,,Approved,,
2665,,Complete,Completed,4/27/2023,4/27/2023
2666,,,Does Not Currently Qualify,,
2667,,Complete,Completed,2/1/2022,2/1/2022
2668,,,Does Not Currently Qualify,,
2671,,,Does Not Currently Qualify,,
2672,,,Does Not Currently Qualify,,
2674,,,Does Not Currently Qualify,,
2678,,,Does Not Currently Qualify,,
2679,,,Does Not Currently Qualify,,
2681,,,Does Not Currently Qualify,,
2682,,,Does Not Currently Qualify,,
2683,,,Does Not Currently Qualify,,
2684,,Pending,Already Approved,,
2686,,,Does Not Currently Qualify,,
2687,,,Approved,,
2688,,,Approved,,
2689,,,Approved,,
2690,,,Does Not Currently Qualify,,
2691,,,Does Not Currently Qualify,,
2692,,,Does Not Currently Qualify,,
2693,,,Does Not Currently Qualify,,
2694,,,Does Not Currently Qualify,,
2695,,Complete,Completed,4/4/2018,4/4/2018
2696,,,Does Not Currently Qualify,,
2697,,,Approved,,
2699,,,Approved,,
2700,,,Approved,,
2702,,,Does Not Currently Qualify,,
6397,,Scheduled,Already Approved,11/17/2023,
2704,,On Hold,Already Approved,,
2705,,,Does Not Currently Qualify,,
4487,,Scheduled,Already Approved,11/16/2023,
2708,,,Approved,,
2710,,,Approved,,
2711,,,Does Not Currently Qualify,,
2712,,,Does Not Currently Qualify,,
2713,,,Does Not Currently Qualify,,
2714,,,Does Not Currently Qualify,,
2715,,,Does Not Currently Qualify,,
2716,,,Approved,,
2717,,,Does Not Currently Qualify,,
2718,,,Approved,,
2719,,,Does Not Currently Qualify,,
2720,,,Approved,,
2721,,Complete,Completed,1/1/2015,1/1/2015
2722,,,Approved,,
2723,,,Approved,,
2724,,Complete,Completed,7/27/2020,7/27/2020
2725,,,Does Not Currently Qualify,,
2726,,,Approved,,
2727,,Complete,Completed,2/24/2017,2/24/2017
2728,,,Does Not Currently Qualify,,
2729,,,Does Not Currently Qualify,,
2730,,Complete,Completed,3/1/2011,3/1/2011
2731,,,Does Not Currently Qualify,,
2732,,,Does Not Currently Qualify,,
2733,,,Does Not Currently Qualify,,
2734,,,Approved,,
2735,,,Does Not Currently Qualify,,
1135,,Scheduled,Already Approved,11/14/2023,
2740,,,Approved,,
2741,,,Does Not Currently Qualify,,
2742,,,Does Not Currently Qualify,,
2743,,,Approved,,
2744,,,Approved,,
2745,,,Approved,,
2747,,,Does Not Currently Qualify,,
2748,,Complete,Completed,5/4/2023,5/4/2023
2749,,,Approved,,
2751,,,Does Not Currently Qualify,,
2752,,Complete,Completed,6/1/2011,6/1/2011
2753,,,Approved,,
2754,,Pending,Already Approved,,
2755,,,Does Not Currently Qualify,,
2756,,,Does Not Currently Qualify,,
2757,,,Does Not Currently Qualify,,
2758,,,Approved,,
2760,,Complete,Completed,4/21/2022,4/21/2022
2761,,,Does Not Currently Qualify,,
2762,,,Does Not Currently Qualify,,
2763,,Complete,Completed,8/30/2022,8/30/2022
2764,,,Does Not Currently Qualify,,
2765,,Complete,Completed,3/31/2022,3/31/2022
2766,,,Does Not Currently Qualify,,
2767,,,Approved,,
2768,,,Does Not Currently Qualify,,
2769,,,Approved,,
2771,,,Does Not Currently Qualify,,
2772,,Complete,Completed,3/1/2011,3/1/2011
2773,,,Approved,,
2774,,,Does Not Currently Qualify,,
2777,,,Does Not Currently Qualify,,
2778,,,Does Not Currently Qualify,,
2780,,,Does Not Currently Qualify,,
2781,,,Does Not Currently Qualify,,
2782,,,Approved,,
2783,,,Approved,,
2784,,,Does Not Currently Qualify,,
2785,,,Approved,,
2786,,,Does Not Currently Qualify,,
2787,,,Does Not Currently Qualify,,
2788,,,Does Not Currently Qualify,,
2789,,Complete,Completed,6/7/2018,6/7/2018
2790,,,Does Not Currently Qualify,,
2791,,,Approved,,
2792,,Pending,Already Approved,,
2793,,,Does Not Currently Qualify,,
2794,,,Approved,,
3640,,Scheduled,Already Approved,11/10/2023,
5449,,Scheduled,Already Approved,11/10/2023,
2797,,,Does Not Currently Qualify,,
2801,,,Does Not Currently Qualify,,
2803,,,Approved,,
2804,,,Does Not Currently Qualify,,
2805,,,Does Not Currently Qualify,,
2806,,,Does Not Currently Qualify,,
2703,,Scheduled,Already Approved,11/9/2023,
1767,,Scheduled,Already Approved,11/7/2023,
2809,,,Does Not Currently Qualify,,
2810,,,Does Not Currently Qualify,,
2811,,,Does Not Currently Qualify,,
2812,,,Does Not Currently Qualify,,
2813,,,Does Not Currently Qualify,,
2814,,Complete,Completed,7/27/2016,7/27/2016
2815,,,Does Not Currently Qualify,,
2816,,,Does Not Currently Qualify,,
2817,,,Does Not Currently Qualify,,
2818,,,Does Not Currently Qualify,,
2819,,,Does Not Currently Qualify,,
2820,,,Does Not Currently Qualify,,
2821,,,Approved,,
1066,,Scheduled,Already Approved,11/2/2023,
2823,,,Approved,,
2825,,,Does Not Currently Qualify,,
2826,,,Does Not Currently Qualify,,
2827,,Complete,Completed,12/1/2012,12/1/2012
2828,,,Approved,,
2830,,,Does Not Currently Qualify,,
2831,,,Does Not Currently Qualify,,
2832,,,Does Not Currently Qualify,,
2833,,,Does Not Currently Qualify,,
2834,,,Does Not Currently Qualify,,
2835,,,Does Not Currently Qualify,,
2836,,,Does Not Currently Qualify,,
2838,,,Does Not Currently Qualify,,
2839,,,Does Not Currently Qualify,,
2840,,,Does Not Currently Qualify,,
2841,,,Approved,,
2842,,,Does Not Currently Qualify,,
2843,,Complete,Completed,3/29/2018,3/29/2018
2844,,,Approved,,
2845,,,Does Not Currently Qualify,,
2846,,,Does Not Currently Qualify,,
2847,,Pending,Already Approved,,
2849,,,Approved,,
2850,,,Approved,,
2852,,,Approved,,
2853,,,Does Not Currently Qualify,,
2854,,,Approved,,
2855,,,Does Not Currently Qualify,,
2856,,,Approved,,
2857,,,Does Not Currently Qualify,,
2858,,,Does Not Currently Qualify,,
2859,,,Does Not Currently Qualify,,
2860,,,Does Not Currently Qualify,,
2861,,,Does Not Currently Qualify,,
2862,,,Does Not Currently Qualify,,
2864,,,Approved,,
2865,,,Does Not Currently Qualify,,
2866,,,Does Not Currently Qualify,,
2867,,,Does Not Currently Qualify,,
2869,,,Does Not Currently Qualify,,
2870,,,Does Not Currently Qualify,,
2871,,,Approved,,
642,,Scheduled,Already Approved,10/31/2023,
2873,,,Does Not Currently Qualify,,
2874,,,Approved,,
2875,,Complete,Completed,10/28/2022,10/28/2022
2876,,,Does Not Currently Qualify,,
2877,,,Approved,,
2878,,,Approved,,
2880,,,Does Not Currently Qualify,,
5898,,Scheduled,Already Approved,10/27/2023,
2882,,,Does Not Currently Qualify,,
2883,,Complete,Completed,2/18/2022,2/18/2022
2884,,,Does Not Currently Qualify,,
2885,,,Does Not Currently Qualify,,
2886,,,Approved,,
2887,,,Does Not Currently Qualify,,
2888,,,Does Not Currently Qualify,,
2889,,,Does Not Currently Qualify,,
2890,,,Approved,,
2891,,Complete,Completed,2/26/2021,2/26/2021
2892,,,Does Not Currently Qualify,,
2893,,,Does Not Currently Qualify,,
2894,,,Does Not Currently Qualify,,
2897,,,Does Not Currently Qualify,,
2898,,,Does Not Currently Qualify,,
2899,,,Does Not Currently Qualify,,
2900,,,Approved,,
2901,,,Does Not Currently Qualify,,
2902,,,Does Not Currently Qualify,,
2903,,,Does Not Currently Qualify,,
2904,,,Approved,,
2905,,,Does Not Currently Qualify,,
2906,,,Does Not Currently Qualify,,
2907,,,Does Not Currently Qualify,,
2908,,Complete,Completed,5/27/2022,5/27/2022
2909,,,Does Not Currently Qualify,,
2910,,,Does Not Currently Qualify,,
2911,,,Approved,,
2912,,,Approved,,
437,,Scheduled,Already Approved,10/20/2023,
2914,,,Approved,,
2915,,,Does Not Currently Qualify,,
2916,,,Does Not Currently Qualify,,
2917,,,Does Not Currently Qualify,,
2918,,,Does Not Currently Qualify,,
2919,,,Approved,,
2920,,Complete,Completed,5/1/2012,5/1/2012
2921,,,Does Not Currently Qualify,,
2922,,,Does Not Currently Qualify,,
2923,,,Does Not Currently Qualify,,
2924,,,Does Not Currently Qualify,,
2925,,,Approved,,
2926,,,Does Not Currently Qualify,,
2927,,,Does Not Currently Qualify,,
2928,,,Does Not Currently Qualify,,
2929,,,Does Not Currently Qualify,,
2930,,Complete,Completed,6/28/2019,6/28/2019
2931,,,Does Not Currently Qualify,,
2932,,,Approved,,
2933,,,Approved,,
2934,,,Does Not Currently Qualify,,
2935,,,Does Not Currently Qualify,,
2937,,,Approved,,
2938,,,Does Not Currently Qualify,,
2939,,,Does Not Currently Qualify,,
2940,,,Does Not Currently Qualify,,
2941,,,Does Not Currently Qualify,,
2944,,On Hold,Already Approved,3/15/2024,
2945,,On Hold,Already Approved,,
2946,,Complete,Completed,7/13/2018,7/13/2018
2947,,,Does Not Currently Qualify,,
2948,,,Does Not Currently Qualify,,
2950,,,Does Not Currently Qualify,,
2951,,,Does Not Currently Qualify,,
2952,,,Does Not Currently Qualify,,
2953,,,Approved,,
2954,,,Does Not Currently Qualify,,
2955,,,Does Not Currently Qualify,,
2956,,,Approved,,
2957,,,Does Not Currently Qualify,,
2958,,,Does Not Currently Qualify,,
2959,,,Does Not Currently Qualify,,
2962,,Complete,Completed,7/23/2021,7/23/2021
2963,,Complete,Completed,9/19/2018,9/19/2018
2964,,,Approved,,
2965,,,Does Not Currently Qualify,,
2966,,,Does Not Currently Qualify,,
2967,,,Does Not Currently Qualify,,
2968,,,Does Not Currently Qualify,,
2973,,,Does Not Currently Qualify,,
2974,,,Approved,,
2975,,,Does Not Currently Qualify,,
2976,,,Approved,,
2977,,,Does Not Currently Qualify,,
2978,,,Does Not Currently Qualify,,
2979,,,Approved,,
2980,,Complete,Completed,9/15/2021,9/15/2021
2981,,,Approved,,
2984,,,Approved,,
2985,,,Approved,,
2986,,,Does Not Currently Qualify,,
2987,,Complete,Completed,4/2/2021,4/2/2021
2988,,,Approved,,
2989,,,Does Not Currently Qualify,,
2990,,,Approved,,
5653,,Scheduled,Already Approved,10/12/2023,
2992,,,Does Not Currently Qualify,,
2993,,Complete,Completed,11/24/2021,11/24/2021
399,,Scheduled,Already Approved,10/11/2023,
2995,,Complete,Completed,2/12/2020,2/12/2020
2996,,,Does Not Currently Qualify,,
2998,,,Does Not Currently Qualify,,
3004,,,Approved,,
3011,,Complete,Completed,3/31/2021,3/31/2021
3013,,,Approved,,
3014,,,Approved,,
3015,,,Approved,,
3017,,,Does Not Currently Qualify,,
3018,,,Does Not Currently Qualify,,
3019,,,Does Not Currently Qualify,,
3022,,,Does Not Currently Qualify,,
3023,,,Does Not Currently Qualify,,
3026,,,Does Not Currently Qualify,,
3035,,,Does Not Currently Qualify,,
3042,,On Hold,Already Approved,,
3043,,,Approved,,
3044,,,Does Not Currently Qualify,,
3046,,,Does Not Currently Qualify,,
3047,,,Does Not Currently Qualify,,
3049,,,Approved,,
3050,,,Does Not Currently Qualify,,
3053,,,Approved,,
3055,,,Does Not Currently Qualify,,
3056,,,Approved,,
3057,,Scheduled,Already Approved,10/4/2023,
3058,,,Does Not Currently Qualify,,
3059,,,Does Not Currently Qualify,,
3060,,,Approved,,
3061,,,Does Not Currently Qualify,,
3062,,,Does Not Currently Qualify,,
524,,Scheduled,Already Approved,9/29/2023,
3067,,,Does Not Currently Qualify,,
3069,,,Does Not Currently Qualify,,
3070,,,Approved,,
3071,,,Does Not Currently Qualify,,
3072,,,Does Not Currently Qualify,,
3074,,,Does Not Currently Qualify,,
3075,,On Hold,Already Approved,,
3077,,On Hold,Already Approved,3/1/2024,
3078,,,Does Not Currently Qualify,,
3081,,,Approved,,
3082,,,Does Not Currently Qualify,,
3083,,,Does Not Currently Qualify,,
3084,,,Does Not Currently Qualify,,
3087,,,Does Not Currently Qualify,,
3088,,,Does Not Currently Qualify,,
3090,,,Does Not Currently Qualify,,
3093,,,Does Not Currently Qualify,,
3094,,,Does Not Currently Qualify,,
3098,,,Approved,,
3099,,,Does Not Currently Qualify,,
3101,,,Does Not Currently Qualify,,
3102,,,Does Not Currently Qualify,,
3103,,,Does Not Currently Qualify,,
3104,,Complete,Completed,11/20/2020,11/20/2020
3106,,,Approved,,
3107,,,Does Not Currently Qualify,,
3110,,,Does Not Currently Qualify,,
3111,,,Does Not Currently Qualify,,
3112,,,Does Not Currently Qualify,,
3114,,,Approved,,
3118,,,Does Not Currently Qualify,,
3119,,,Does Not Currently Qualify,,
3123,,,Does Not Currently Qualify,,
3126,,,Does Not Currently Qualify,,
3127,,,Approved,,
3128,,,Does Not Currently Qualify,,
3131,,,Does Not Currently Qualify,,
3132,,,Does Not Currently Qualify,,
3133,,,Approved,,
3135,,,Does Not Currently Qualify,,
3136,,,Approved,,
3137,,,Approved,,
3138,,,Does Not Currently Qualify,,
3139,,,Does Not Currently Qualify,,
3140,,,Approved,,
3141,,,Does Not Currently Qualify,,
3143,,,Does Not Currently Qualify,,
3144,,,Does Not Currently Qualify,,
3145,,,Does Not Currently Qualify,,
3146,,,Does Not Currently Qualify,,
3147,,,Approved,,
3150,,,Does Not Currently Qualify,,
3151,,Pending,Already Approved,,
3152,,,Does Not Currently Qualify,,
3153,,,Does Not Currently Qualify,,
3154,,,Approved,,
3155,,,Approved,,
3156,,On Hold,Already Approved,2/2/2024,
3157,,,Does Not Currently Qualify,,
3159,,,Does Not Currently Qualify,,
3161,,On Hold,Already Approved,,
3162,,On Hold,Already Approved,4/23/2024,
3163,,Complete,Completed,6/11/2021,6/11/2021
3164,,,Does Not Currently Qualify,,
1083,,Scheduled,Already Approved,9/29/2023,
3168,,,Does Not Currently Qualify,,
3169,,,Does Not Currently Qualify,,
3170,,,Approved,,
3172,,,Approved,,
3173,,,Does Not Currently Qualify,,
3175,,,Does Not Currently Qualify,,
3176,,,Approved,,
3177,,,Does Not Currently Qualify,,
3178,,,Does Not Currently Qualify,,
3179,,,Approved,,
3180,,,Does Not Currently Qualify,,
3182,,,Approved,,
3183,,Complete,Completed,10/20/2022,10/20/2022
3184,,,Does Not Currently Qualify,,
3185,,,Does Not Currently Qualify,,
3188,,,Approved,,
3191,,,Approved,,
3192,,,Approved,,
3197,,Complete,Completed,9/1/2022,9/1/2022
3198,,,Approved,,
3199,,,Does Not Currently Qualify,,
3200,,,Does Not Currently Qualify,,
3201,,,Does Not Currently Qualify,,
3202,,,Does Not Currently Qualify,,
3204,,,Approved,,
3205,,,Does Not Currently Qualify,,
3206,,,Does Not Currently Qualify,,
3207,,Complete,Completed,10/17/2019,10/17/2019
3208,,,Does Not Currently Qualify,,
3209,,,Does Not Currently Qualify,,
3210,,,Does Not Currently Qualify,,
3212,,,Does Not Currently Qualify,,
3213,,,Approved,,
3214,,,Does Not Currently Qualify,,
3215,,,Does Not Currently Qualify,,
1222,,Scheduled,Already Approved,9/29/2023,
3217,,,Does Not Currently Qualify,,
3218,,,Approved,,
1224,,Scheduled,Already Approved,9/29/2023,
3220,,,Does Not Currently Qualify,,
3221,,,Approved,,
3222,,,Does Not Currently Qualify,,
3223,,,Does Not Currently Qualify,,
3224,,Complete,Completed,2/10/2022,2/10/2022
3225,,Complete,Completed,12/22/2020,12/22/2020
3226,,Complete,Completed,8/16/2019,8/16/2019
3227,,,Does Not Currently Qualify,,
3228,,,Does Not Currently Qualify,,
3229,,,Does Not Currently Qualify,,
3230,,Complete,Completed,8/23/2019,8/23/2019
3231,,,Does Not Currently Qualify,,
3232,,,Does Not Currently Qualify,,
3233,,,Does Not Currently Qualify,,
3234,,,Does Not Currently Qualify,,
3235,,Complete,Completed,7/16/2018,7/16/2018
3236,,,Approved,,
3237,,,Does Not Currently Qualify,,
3238,,,Does Not Currently Qualify,,
3239,,,Does Not Currently Qualify,,
3241,,,Approved,,
3243,,,Does Not Currently Qualify,,
3245,,,Does Not Currently Qualify,,
3247,,,Does Not Currently Qualify,,
3248,,,Approved,,
3250,,,Does Not Currently Qualify,,
3251,,,Does Not Currently Qualify,,
3252,,,Does Not Currently Qualify,,
3253,,,Does Not Currently Qualify,,
3254,,,Approved,,
3255,,,Does Not Currently Qualify,,
3258,,,Does Not Currently Qualify,,
3259,,,Does Not Currently Qualify,,
3260,,,Approved,,
3261,,,Does Not Currently Qualify,,
3262,,,Does Not Currently Qualify,,
3265,,,Does Not Currently Qualify,,
3266,,,Does Not Currently Qualify,,
3267,,,Approved,,
3268,,,Does Not Currently Qualify,,
3269,,,Approved,,
3270,,,Approved,,
3271,,,Does Not Currently Qualify,,
3273,,,Does Not Currently Qualify,,
3274,,,Does Not Currently Qualify,,
3275,,,Approved,,
3276,,,Does Not Currently Qualify,,
3277,,,Does Not Currently Qualify,,
3278,,,Does Not Currently Qualify,,
3279,,,Approved,,
3280,,,Does Not Currently Qualify,,
3281,,,Approved,,
3282,,,Approved,,
3283,,,Does Not Currently Qualify,,
3284,,Complete,Completed,5/7/2021,5/7/2021
3285,,Complete,Completed,10/28/2021,10/28/2021
3286,,,Does Not Currently Qualify,,
3287,,,Does Not Currently Qualify,,
3288,,,Approved,,
3289,,,Does Not Currently Qualify,,
3290,,,Does Not Currently Qualify,,
3291,,,Does Not Currently Qualify,,
3292,,,Does Not Currently Qualify,,
3293,,,Approved,,
3294,,,Approved,,
3295,,,Does Not Currently Qualify,,
1280,,Scheduled,Already Approved,9/29/2023,
3297,,Complete,Completed,10/13/2020,10/13/2020
3298,,Complete,Completed,8/10/2020,8/10/2020
3299,,,Does Not Currently Qualify,,
3300,,,Does Not Currently Qualify,,
3301,,,Does Not Currently Qualify,,
3302,,Complete,Completed,3/2/2022,3/2/2022
3303,,,Does Not Currently Qualify,,
3304,,,Does Not Currently Qualify,,
3305,,,Does Not Currently Qualify,,
1605,,Scheduled,Already Approved,9/29/2023,
3308,,Complete,Completed,10/1/2014,10/1/2014
3309,,,Approved,,
3310,,Complete,Completed,8/17/2017,8/17/2017
3311,,,Does Not Currently Qualify,,
3313,,Complete,Completed,6/1/2015,6/1/2015
3314,,,Does Not Currently Qualify,,
3315,,,Does Not Currently Qualify,,
3317,,,Does Not Currently Qualify,,
3319,,,Does Not Currently Qualify,,
3320,,Complete,Completed,9/17/2021,9/17/2021
3322,,,Does Not Currently Qualify,,
3324,,,Approved,,
3327,,,Approved,,
3328,,,Approved,,
3329,,,Does Not Currently Qualify,,
2114,,Scheduled,Already Approved,9/29/2023,
3331,,Complete,Completed,6/27/2019,6/27/2019
3332,,,Does Not Currently Qualify,,
3334,,,Does Not Currently Qualify,,
3336,,,Does Not Currently Qualify,,
3337,,,Does Not Currently Qualify,,
3338,,,Does Not Currently Qualify,,
3339,,,Approved,,
3340,,,Approved,,
3341,,,Approved,,
3342,,,Does Not Currently Qualify,,
3344,,,Does Not Currently Qualify,,
2533,,Scheduled,Already Approved,9/29/2023,
3348,,Complete,Completed,4/6/2018,4/6/2018
3349,,Complete,Completed,11/9/2017,11/9/2017
3350,,,Does Not Currently Qualify,,
3351,,,Does Not Currently Qualify,,
3352,,,Approved,,
3354,,,Does Not Currently Qualify,,
3355,,,Approved,,
3356,,,Does Not Currently Qualify,,
3357,,,Does Not Currently Qualify,,
3359,,,Approved,,
3360,,,Does Not Currently Qualify,,
3362,,,Does Not Currently Qualify,,
3363,,,Does Not Currently Qualify,,
3364,,,Does Not Currently Qualify,,
3366,,,Approved,,
3367,,,Does Not Currently Qualify,,
3370,,Complete,Completed,9/7/2017,9/7/2017
3371,,,Approved,,
3372,,Complete,Completed,5/17/2018,5/17/2018
3377,,,Approved,,
3379,,,Does Not Currently Qualify,,
3380,,,Does Not Currently Qualify,,
3381,,Complete,Completed,6/3/2022,6/3/2022
3382,,,Does Not Currently Qualify,,
3383,,,Does Not Currently Qualify,,
3384,,,Does Not Currently Qualify,,
3385,,,Does Not Currently Qualify,,
3386,,,Approved,,
3387,,Complete,Completed,10/8/2017,10/8/2017
3388,,,Approved,,
3389,,,Does Not Currently Qualify,,
3390,,Complete,Completed,6/29/2020,6/29/2020
3391,,,Approved,,
3392,,,Does Not Currently Qualify,,
3394,,,Does Not Currently Qualify,,
3395,,,Does Not Currently Qualify,,
3397,,,Does Not Currently Qualify,,
3400,,,Does Not Currently Qualify,,
3401,,,Does Not Currently Qualify,,
3402,,,Approved,,
3403,,,Does Not Currently Qualify,,
3404,,,Approved,,
3406,,Complete,Completed,1/21/2022,1/21/2022
3407,,,Does Not Currently Qualify,,
3408,,,Does Not Currently Qualify,,
3409,,,Approved,,
3411,,,Does Not Currently Qualify,,
3412,,,Does Not Currently Qualify,,
3414,,Complete,Completed,6/16/2023,6/16/2023
3415,,,Does Not Currently Qualify,,
3417,,Complete,Completed,6/5/2018,6/5/2018
3418,,,Does Not Currently Qualify,,
3419,,,Does Not Currently Qualify,,
3420,,,Does Not Currently Qualify,,
3422,,On Hold,Already Approved,,
3423,,,Does Not Currently Qualify,,
3424,,,Does Not Currently Qualify,,
3425,,Complete,Completed,2/18/2022,2/18/2022
3427,,,Does Not Currently Qualify,,
3428,,,Approved,,
3429,,,Approved,,
3430,,,Approved,,
3431,,,Approved,,
3432,,Complete,Completed,10/13/2021,10/13/2021
3433,,,Does Not Currently Qualify,,
3434,,,Approved,,
3435,,,Does Not Currently Qualify,,
3436,,,Does Not Currently Qualify,,
3439,,Scheduled,Already Approved,9/29/2023,
3442,,,Does Not Currently Qualify,,
3443,,,Does Not Currently Qualify,,
3445,,,Does Not Currently Qualify,,
3447,,,Does Not Currently Qualify,,
3449,,,Does Not Currently Qualify,,
3450,,,Approved,,
3452,,On Hold,Already Approved,,
3453,,,Does Not Currently Qualify,,
3454,,,Approved,,
3455,,,Does Not Currently Qualify,,
3456,,,Does Not Currently Qualify,,
3457,,,Approved,,
3458,,,Approved,,
3459,,,Approved,,
3460,,,Does Not Currently Qualify,,
3461,,,Does Not Currently Qualify,,
3462,,,Does Not Currently Qualify,,
3785,,Scheduled,Already Approved,9/29/2023,
3464,,,Approved,,
3465,,,Does Not Currently Qualify,,
3469,,,Approved,,
3471,,,Does Not Currently Qualify,,
3472,,,Does Not Currently Qualify,,
3473,,,Does Not Currently Qualify,,
3474,,Complete,Completed,8/23/2017,8/23/2017
3475,,,Does Not Currently Qualify,,
3476,,,Does Not Currently Qualify,,
3477,,,Does Not Currently Qualify,,
3478,,,Does Not Currently Qualify,,
3479,,,Does Not Currently Qualify,,
3480,,,Approved,,
3481,,,Does Not Currently Qualify,,
3482,,,Does Not Currently Qualify,,
4350,,Scheduled,Already Approved,9/29/2023,
3484,,,Does Not Currently Qualify,,
3485,,,Does Not Currently Qualify,,
3486,,,Approved,,
3487,,,Approved,,
3488,,,Approved,,
3489,,,Does Not Currently Qualify,,
3490,,,Does Not Currently Qualify,,
3491,,,Does Not Currently Qualify,,
3492,,,Does Not Currently Qualify,,
3493,,,Does Not Currently Qualify,,
3494,,,Does Not Currently Qualify,,
3495,,,Approved,,
3497,,,Does Not Currently Qualify,,
3498,,,Approved,,
3499,,,Does Not Currently Qualify,,
3500,,Complete,Completed,11/18/2021,11/18/2021
3501,,,Does Not Currently Qualify,,
3502,,,Approved,,
3503,,,Does Not Currently Qualify,,
3504,,,Does Not Currently Qualify,,
3505,,,Does Not Currently Qualify,,
3508,,,Approved,,
3509,,On Hold,Already Approved,,
3510,,Complete,Completed,10/15/2019,10/15/2019
3511,,,Approved,,
3512,,,Does Not Currently Qualify,,
3513,,,Approved,,
3514,,,Approved,,
3515,,,Approved,,
3516,,,Does Not Currently Qualify,,
3517,,,Does Not Currently Qualify,,
3518,,Complete,Completed,1/27/2022,1/27/2022
3520,,,Does Not Currently Qualify,,
3521,,,Approved,,
3522,,,Does Not Currently Qualify,,
3523,,,Approved,,
3524,,,Does Not Currently Qualify,,
3525,,,Does Not Currently Qualify,,
3526,,Complete,Completed,4/6/2018,4/6/2018
3527,,Complete,Completed,6/22/2016,6/22/2016
3528,,,Does Not Currently Qualify,,
3529,,,Does Not Currently Qualify,,
3530,,,Approved,,
3531,,,Approved,,
3533,,Complete,Completed,6/1/2015,6/1/2015
3534,,,Does Not Currently Qualify,,
3535,,,Does Not Currently Qualify,,
3537,,,Approved,,
3538,,Complete,Completed,7/21/2017,7/21/2017
3541,,,Approved,,
3542,,,Approved,,
3543,,,Approved,,
3545,,,Approved,,
3546,,,Does Not Currently Qualify,,
3547,,,Does Not Currently Qualify,,
3548,,,Does Not Currently Qualify,,
3549,,,Does Not Currently Qualify,,
3560,,,Does Not Currently Qualify,,
3561,,,Approved,,
3562,,,Does Not Currently Qualify,,
