Market,Store,SC BI LY Ship,SC BI LY Sold,SC BI TY Ship
514,3525,8,7,7
514,3794,5,3,3
514,5041,8,6,6
515,2487,3,2,2
515,2826,5,4,3
515,2998,3,3,2
515,3026,2,1,1
515,3131,4,4,3
515,3132,4,3,2
515,3133,6,4,5
515,4762,4,3,3
515,5600,1,1,1
515,5663,5,4,3
515,5689,4,4,3
515,5691,6,5,5
515,8958,2,2,1
516,377,5,5,5
516,2870,1,1,1
516,2887,2,1,1
516,3442,2,1,1
516,3638,2,2,1
516,5367,1,1,1
516,5383,4,3,2
516,5923,3,3,2
516,7098,2,2,2
516,7137,4,4,3
516,7162,5,4,3
516,7209,4,4,3
516,7218,2,2,1
516,7329,5,4,5
526,3661,13,8,7
526,4105,6,5,5
526,4366,7,5,5
526,4415,18,11,11
526,5108,8,6,6
526,5726,4,3,2
526,5782,4,3,2
526,5960,12,8,7
526,5962,8,5,5
526,6587,12,7,6
526,6813,10,7,7
526,7229,7,5,5
528,2835,1,1,1
528,3449,3,2,2
528,3450,2,2,1
528,4056,2,1,1
528,5224,1,1,1
528,5226,1,1,1
528,5290,2,2,1
528,5490,2,1,1
528,5715,4,3,3
528,6098,1,1,1
528,6159,1,1,1
528,6459,2,2,1
528,6786,1,1,1
528,6850,2,1,1
528,7220,2,1,1
528,7311,1,1,1
533,2393,3,3,2
533,2394,3,3,2
533,2875,4,3,2
533,2876,3,2,1
533,2877,3,2,1
533,2878,2,2,1
533,2984,6,6,5
533,3202,4,3,2
533,3275,3,2,2
533,3327,2,2,1
533,3615,3,3,2
533,3637,6,4,3
533,5286,3,2,2
533,5314,3,3,2
533,5323,4,4,5
533,5805,3,2,2
533,5863,3,2,2
533,7308,2,2,1
534,2685,0,0,1
534,2686,2,2,1
534,2741,3,3,2
534,2742,2,1,1
534,3164,0,0,1
534,3479,3,3,2
534,3654,4,3,3
534,4375,2,2,1
534,4376,2,2,1
534,4686,4,3,2
534,5738,5,4,3
534,5837,3,2,2
534,6953,4,4,5
537,2744,6,4,3
537,2745,5,4,5
537,3168,4,3,3
537,3723,6,4,5
537,4128,7,6,6
537,4516,2,2,1
537,4579,7,5,5
537,5737,3,2,2
537,5789,5,5,5
537,5790,4,3,2
537,6960,6,5,5
537,7242,6,6,5
537,7317,10,9,9
538,2839,2,2,1
538,3062,4,3,3
538,3111,2,2,1
538,3238,4,4,3
538,4057,3,2,2
538,4470,4,3,2
538,4478,4,3,3
538,5692,2,2,2
538,5693,3,2,2
538,5791,5,4,3
538,6971,5,4,5
538,7072,4,4,3
538,7127,6,6,6
541,3727,4,4,3
541,3736,5,5,5
541,4048,5,4,3
541,4659,2,1,1
541,5125,2,2,1
541,5310,3,3,2
541,5327,4,3,2
541,5328,3,3,2
541,5773,4,2,2
541,7233,3,3,2
541,7241,4,3,3
541,7262,2,2,1
542,2919,4,3,2
542,2940,6,5,5
542,3743,3,3,2
542,3745,4,4,3
542,3746,3,3,2
542,3752,4,3,3
542,4114,3,3,2
542,4193,2,2,1
542,4367,5,3,3
542,4371,7,5,5
542,4373,4,4,3
542,4577,3,2,1
542,4605,3,2,1
542,4674,4,3,2
542,5204,3,3,2
542,5700,4,2,1
543,3042,4,4,3
543,3703,2,2,1
543,4586,7,6,6
543,5081,7,6,6
543,5102,5,3,2
543,5464,3,2,1
543,5722,4,3,3
543,5774,5,4,5
543,5776,3,3,3
543,5832,4,3,3
543,6165,4,3,3
543,6166,3,3,2
543,6323,7,6,6
543,6577,3,3,3
543,6588,4,4,3
543,6849,2,3,2
543,7099,3,3,2
544,3184,3,2,1
544,3424,2,2,1
544,3990,4,4,5
544,4189,3,3,3
544,4504,1,1,1
544,4580,2,2,1
544,4672,5,4,3
544,4673,2,2,1
544,4691,3,3,3
544,4756,4,3,3
544,5062,2,2,1
544,5100,3,2,2
544,5248,4,4,5
544,5256,4,4,5
544,5459,3,3,2
545,4210,5,4,3
545,4357,5,5,5
545,4582,3,3,2
545,4648,4,3,2
545,4657,2,2,1
545,5098,3,3,2
545,5623,1,1,1
545,5653,1,1,1
545,5740,5,5,4
545,5744,4,4,3
545,5769,6,6,5
545,5771,4,4,3
545,6531,5,4,5
545,8861,0,0,1
546,840,5,4,5
546,920,4,3,3
546,2773,9,8,8
546,2801,3,3,3
546,2858,4,4,5
546,4421,5,4,5
546,4426,6,5,5
546,4517,3,3,2
546,4527,2,2,1
546,5198,2,2,1
546,5903,6,5,5
546,5907,5,4,3
546,6732,4,4,3
548,2391,4,4,3
548,3013,4,3,3
548,3161,3,2,2
548,3414,2,2,1
548,4141,2,2,2
548,4434,2,2,1
548,4667,2,2,1
548,5221,2,2,2
548,5654,2,2,1
548,5670,2,2,1
548,5831,3,3,2
548,5876,2,2,1
548,6207,5,5,5
549,525,2,2,1
549,2944,4,3,2
549,3606,4,3,2
549,3629,3,3,3
549,3862,3,3,2
549,4561,1,1,1
549,5005,3,3,2
549,5816,2,2,1
549,5817,3,3,2
549,5818,2,2,1
549,5819,2,2,2
549,5820,2,2,1
549,6398,4,4,5
550,2590,2,2,1
550,3050,2,2,1
550,3098,1,1,1
550,3144,3,3,2
550,3145,2,2,1
550,3146,1,1,1
550,3178,4,3,3
550,4178,2,2,1
550,4757,3,3,2
550,5627,3,3,2
550,5678,1,1,1
550,5993,2,2,1
550,5994,1,1,1
551,3084,6,5,5
551,3099,3,3,2
551,3101,4,4,3
551,4134,3,2,2
551,4169,5,5,5
551,5008,4,3,3
551,5601,3,2,1
551,5603,1,1,1
551,5637,2,2,1
551,5638,4,3,2
551,5640,4,3,2
551,5661,5,4,5
551,5684,19,15,14
552,2468,2,2,1
552,3090,1,1,1
552,4127,2,2,1
552,4759,3,2,1
552,5007,2,2,1
552,5606,4,3,3
552,5608,3,3,2
552,5609,5,4,5
552,5683,5,4,5
552,5979,3,3,2
552,5980,1,1,1
552,5981,3,2,2
552,5982,3,2,2
553,1511,9,9,10
553,1590,9,8,9
553,1996,3,3,2
553,3163,9,9,9
553,3235,7,6,5
553,3311,9,9,9
553,3397,12,11,11
553,4303,12,13,14
554,3069,1,1,1
554,3070,1,1,1
554,3071,1,1,1
554,3072,2,2,1
554,3074,1,1,1
554,3619,4,2,1
554,3635,5,4,5
554,4528,3,3,3
554,4692,4,4,3
554,5143,3,3,2
554,5188,4,4,3
554,5267,2,2,1
554,5815,2,2,1
554,7601,0,0,2
557,3094,1,1,1
557,3988,2,2,1
557,4100,1,1,1
557,4180,3,3,2
557,4494,4,4,3
557,4700,2,2,1
557,4706,3,3,2
557,5109,3,3,2
557,5110,2,2,1
557,5205,2,3,2
557,5206,3,2,2
557,7043,2,2,1
557,7168,2,1,1
558,1807,3,3,2
558,1869,0,0,1
558,2040,1,1,1
558,2871,5,5,5
558,3422,1,1,1
558,4456,4,4,5
558,5944,1,0,1
559,3617,2,2,1
559,3817,3,2,2
559,4159,3,3,2
559,4565,3,3,3
559,5255,3,2,2
559,5265,4,4,3
559,5741,2,2,2
559,5760,2,2,1
559,5846,2,2,1
559,5875,3,2,2
559,5988,2,2,1
559,6149,2,2,1
559,6548,1,1,1
561,2397,3,3,2
561,2433,2,2,1
561,2975,7,5,5
561,2976,5,4,5
561,2977,3,2,2
561,3015,6,5,5
561,3204,2,1,1
561,3530,2,2,1
561,3870,2,2,1
561,4046,2,2,1
561,5021,4,3,3
561,5824,5,3,3
561,7224,2,2,2
561,7232,4,3,2
561,7240,3,3,2
562,3452,1,1,1
562,3509,1,1,1
562,3542,1,1,1
562,3579,2,2,1
562,4465,1,1,1
562,4466,1,1,1
562,4468,2,1,1
562,4618,1,1,1
562,5094,2,2,1
562,5353,3,2,2
562,6583,3,2,2
562,6590,5,4,5
562,7309,2,1,1
562,7357,2,1,1
562,7361,1,1,1
566,2488,5,5,5
566,3185,3,3,2
566,4188,5,4,5
566,4469,4,4,3
566,4589,8,6,5
566,4591,4,3,3
566,5059,4,3,3
566,5107,4,3,2
566,5119,1,1,1
566,5148,2,2,2
566,5182,3,2,2
566,5716,3,2,2
566,5925,3,2,1
566,7342,4,4,3
569,413,2,2,1
569,456,4,3,3
569,595,6,5,5
569,1000,2,2,1
569,1041,4,3,3
569,1296,4,3,3
569,2763,4,3,2
569,2765,3,2,1
569,4112,4,3,2
569,5808,4,3,2
570,2451,3,2,1
570,3317,4,3,2
570,3385,4,4,3
570,3512,3,2,1
570,3517,4,3,2
570,4464,5,4,3
570,4676,6,5,5
570,5675,3,2,1
570,5702,5,3,2
570,7349,4,3,2
570,7362,3,3,2
577,3159,8,5,5
577,3520,2,2,2
577,3795,1,1,1
577,5752,5,3,2
580,492,7,6,6
580,566,4,4,5
580,870,6,5,5
580,1002,8,7,7
580,1026,7,6,6
580,1162,5,4,3
580,1371,8,6,6
580,1783,5,4,5
580,2563,3,3,3
580,4216,6,5,5
581,1645,12,11,12
581,1826,9,8,9
581,1877,0,0,1
581,1882,7,6,7
581,2536,0,0,1
581,5215,7,6,7
581,5394,10,9,9
581,5859,7,6,6
581,5956,8,8,8
582,1572,17,16,17
582,1768,5,5,5
582,1827,2,1,1
582,2511,6,5,5
582,3208,6,5,5
582,4068,7,6,6
582,4438,10,10,10
582,4689,3,2,2
582,4696,2,2,2
582,5167,8,8,8
582,5270,6,6,5
583,259,9,9,9
583,789,15,13,14
583,1055,6,6,6
583,1800,8,7,7
583,3224,6,5,7
583,3225,10,9,7
583,5823,5,4,5
583,5987,9,9,9
583,8930,2,2,1
585,2223,9,6,5
585,2293,4,2,1
585,2752,8,5,5
585,3533,6,4,5
585,3824,9,5,5
585,4734,5,3,2
585,5957,5,4,3
801,1854,0,0,1
