STORE,D31 Footage Cat 2702,GM Footage Cat 2400,Mesh Traited,Clear Traited,,
3562,16,0,Yes,Yes,,
3563,8,0,No,Yes,,
3564,16,32,No,Yes,,
3566,24,16,No,Yes,,
3567,24,40,Yes,Yes,,
3568,16,16,No,Yes,,
3569,20,32,Yes,Yes,,
3570,12,8,No,No,,
3571,28,12,No,No,,
3572,8,32,Yes,Yes,,
3573,0,16,No,No,,
3580,16,20,No,No,,
3581,16,24,No,No,,
3582,8,16,Yes,Yes,,
3583,12,20,No,No,,
3584,16,24,Yes,Yes,,
3585,24,12,No,Yes,,
3587,24,16,No,No,,
3588,40,24,Yes,No,,
3589,24,28,No,No,,
3590,24,32,No,No,,
3591,8,16,Yes,Yes,,
3595,16,20,Yes,Yes,,
3596,24,24,No,No,,
3597,8,24,No,No,,
3598,12,12,No,No,,
3601,24,12,Yes,No,,
3602,24,12,Yes,No,,
3607,8,12,No,No,,
3608,32,8,No,Yes,,
3609,16,0,Yes,Yes,,
3610,24,32,Yes,No,,
3611,28,16,Yes,Yes,,
3612,16,20,Yes,No,,
3616,0,24,Yes,Yes,,
3620,36,12,No,Yes,,
3621,24,8,Yes,Yes,,
3623,24,12,No,No,,
3624,24,12,No,No,,
3625,20,16,Yes,Yes,,
3626,20,8,No,Yes,,
3627,24,20,No,No,,
3630,24,20,No,No,,
3631,8,16,No,Yes,,
3632,12,12,No,No,,
3633,12,12,No,No,,
3634,28,12,No,Yes,,
3639,24,16,No,No,,
3640,12,32,Yes,Yes,,
3641,24,20,No,No,,
3643,12,8,No,No,,
3644,0,16,No,No,,
3645,12,8,Yes,Yes,,
3648,24,0,No,No,,
3650,12,12,No,No,,
3652,16,12,No,No,,
3656,12,0,Yes,Yes,,
3658,20,8,No,No,,
3659,12,8,No,Yes,,
3660,24,12,No,Yes,,
3693,8,0,No,No,,
3700,28,8,No,No,,
3701,16,12,No,No,,
3702,24,12,Yes,Yes,,
3705,24,8,No,No,,
3708,16,24,No,No,,
3709,32,16,Yes,Yes,,
3710,12,12,Yes,Yes,,
3712,20,12,No,No,,
3716,16,0,No,No,,
3717,24,24,Yes,No,,
3720,20,20,Yes,Yes,,
3722,40,8,Yes,No,,
3725,40,12,No,No,,
3726,20,32,No,No,,
3728,16,16,Yes,Yes,,
3729,20,24,Yes,No,,
3730,16,16,No,Yes,,
3731,24,16,Yes,No,,
3732,24,16,No,No,,
3733,24,8,No,No,,
3734,8,8,No,No,,
3738,24,8,No,Yes,,
3739,12,8,No,No,,
3741,24,40,Yes,Yes,,
3742,16,12,No,No,,
3747,12,12,No,No,,
3748,24,8,No,No,,
3749,24,16,Yes,Yes,,
3750,32,8,Yes,No,,
3751,24,16,Yes,Yes,,
3754,20,12,No,No,,
3757,12,20,No,No,,
3758,8,8,No,No,,
3760,12,12,No,No,,
3761,12,12,No,No,,
3762,24,0,No,No,,
3763,20,28,Yes,No,,
3764,8,20,Yes,No,,
3765,28,0,No,No,,
3768,12,12,No,No,,
3770,4,0,No,No,,
3771,20,16,Yes,No,,
3772,8,12,No,No,,
3773,16,12,Yes,No,,
3774,16,28,No,No,,
3775,24,12,Yes,Yes,,
3777,12,16,Yes,Yes,,
3778,12,8,No,No,,
3780,8,8,No,Yes,,
3781,24,8,Yes,No,,
3782,16,0,Yes,Yes,,
3783,36,16,No,No,,
3784,24,16,No,No,,
3785,12,0,No,No,,
3786,24,8,No,No,,
3789,8,16,Yes,Yes,,
3790,20,20,No,No,,
3791,16,16,No,No,,
3792,16,12,Yes,No,,
3794,24,16,No,No,,
3795,12,24,Yes,No,,
3796,20,24,Yes,No,,
3799,24,16,No,Yes,,
3801,16,24,No,No,,
3802,16,0,Yes,No,,
3803,16,16,No,No,,
3804,20,16,Yes,Yes,,
3805,16,8,No,No,,
3806,16,12,No,No,,
3807,12,12,No,No,,
3809,8,12,No,No,,
3810,20,8,No,No,,
3812,16,8,No,Yes,,
3823,24,8,No,No,,
3824,20,20,No,No,,
3825,20,12,No,No,,
3826,4,12,Yes,Yes,,
3827,24,12,Yes,No,,
3828,16,8,Yes,Yes,,
3829,20,0,No,Yes,,
3830,16,12,No,No,,
3831,24,28,Yes,Yes,,
3833,12,16,Yes,Yes,,
3835,24,4,No,No,,
3837,40,8,No,No,,
3838,16,24,No,Yes,,
3840,28,8,No,No,,
3842,24,12,No,No,,
3843,12,12,No,No,,
3847,32,0,No,No,,
3848,16,8,No,No,,
3850,8,24,No,No,,
3851,20,20,No,No,,
3852,0,12,No,Yes,,
3853,20,12,No,No,,
3857,24,8,No,No,,
3858,20,8,No,No,,
3860,16,24,No,Yes,,
3861,24,12,No,Yes,,
3864,20,12,No,No,,
3867,16,8,No,No,,
3868,20,12,Yes,Yes,,
3869,8,0,No,No,,
3872,12,24,Yes,No,,
3874,20,8,No,Yes,,
3875,8,8,No,No,,
3876,24,16,No,No,,
3877,24,24,Yes,No,,
3883,8,8,No,No,,
3884,8,8,No,Yes,,
3886,20,8,Yes,Yes,,
3887,16,12,No,No,,
3888,24,16,Yes,Yes,,
3889,12,16,No,Yes,,
3891,32,8,Yes,Yes,,
3893,24,36,No,No,,
3894,32,8,No,Yes,,
3896,20,12,No,Yes,,
3897,16,28,No,No,,
3912,12,12,No,No,,
3947,0,12,No,No,,
4049,24,24,Yes,No,,
4055,24,24,No,Yes,,
4063,20,8,No,No,,
4064,20,20,No,No,,
4065,20,20,Yes,Yes,,
4068,24,20,No,No,,
4101,24,12,No,No,,
4102,12,12,No,No,,
4103,16,12,No,Yes,,
4108,16,12,No,Yes,,
4111,24,16,No,No,,
4112,24,20,Yes,Yes,,
4115,24,16,No,Yes,,
4118,24,20,Yes,No,,
4129,12,12,No,No,,
4130,16,20,Yes,Yes,,
4131,24,24,Yes,No,,
4132,16,16,Yes,No,,
4137,16,20,No,Yes,,
4144,12,20,No,Yes,,
4153,12,8,No,No,,
4156,24,12,No,No,,
4161,12,8,No,No,,
4162,12,8,No,Yes,,
4163,24,12,Yes,No,,
4164,12,16,No,No,,
4165,24,24,Yes,Yes,,
4166,16,16,No,No,,
4168,24,8,No,No,,
4171,8,8,No,No,,
4176,16,12,No,Yes,,
4183,12,16,No,No,,
4185,24,12,No,No,,
4187,20,20,No,No,,
4191,8,12,No,No,,
4194,16,24,No,No,,
4195,16,16,No,No,,
4200,16,24,Yes,No,,
4201,36,20,No,No,,
4202,20,12,No,No,,
4203,16,20,No,No,,
4208,12,12,No,No,,
4215,20,12,No,No,,
4216,20,12,No,No,,
4219,8,16,Yes,Yes,,
4221,8,16,No,No,,
4223,16,8,No,Yes,,
4224,20,8,No,No,,
4226,24,8,No,No,,
4230,16,0,No,No,,
4231,24,8,Yes,No,,
4232,12,0,No,Yes,,
4235,20,8,No,No,,
4237,16,12,Yes,No,,
4238,24,16,No,No,,
4239,12,20,Yes,No,,
4240,16,8,Yes,Yes,,
4241,24,8,No,No,,
4243,20,12,No,Yes,,
4244,12,12,No,No,,
4246,8,0,No,No,,
4247,12,12,No,No,,
4249,8,8,No,No,,
4250,16,20,No,No,,
4252,8,8,Yes,No,,
4253,24,12,No,No,,
4255,16,16,No,No,,
4256,24,12,No,Yes,,
4257,16,16,No,No,,
4258,16,16,No,No,,
4259,4,0,No,No,,
4260,24,8,No,No,,
4262,32,8,No,No,,
4272,28,8,No,No,,
4273,20,12,No,No,,
4274,16,8,No,No,,
4276,8,16,Yes,Yes,,
4277,20,16,No,Yes,,
4278,8,12,No,No,,
4279,24,8,No,No,,
4281,4,8,No,No,,
4283,12,12,Yes,Yes,,
4284,24,8,No,Yes,,
4285,16,36,Yes,No,,
4286,24,12,No,No,,
4288,16,24,Yes,Yes,,
4295,16,8,Yes,Yes,,
4298,24,8,Yes,Yes,,
4299,12,4,Yes,Yes,,
4303,24,24,Yes,No,,
4309,12,12,No,No,,
4317,8,8,No,No,,
4318,32,8,No,Yes,,
4321,40,0,No,No,,
4322,12,0,No,No,,
4323,24,12,Yes,No,,
4325,12,12,No,No,,
4330,40,12,Yes,Yes,,
4332,20,16,Yes,Yes,,
4333,20,12,No,Yes,,
4334,16,20,No,No,,
4335,12,4,No,No,,
4336,24,20,No,Yes,,
4337,36,16,No,Yes,,
4340,20,28,No,Yes,,
4341,4,8,Yes,Yes,,
4348,16,12,No,No,,
4350,12,12,No,No,,
4352,16,16,No,No,,
4355,0,4,No,Yes,,
4356,24,16,Yes,Yes,,
4358,20,24,Yes,Yes,,
4359,16,24,No,No,,
4365,28,12,No,No,,
4368,8,24,No,Yes,,
4370,16,24,Yes,No,,
4372,4,8,No,No,,
4374,12,12,No,No,,
4377,4,0,No,No,,
4378,12,16,No,No,,
4381,36,16,No,No,,
4383,16,16,Yes,Yes,,
4384,16,8,No,No,,
4387,12,16,Yes,No,,
4389,16,8,No,No,,
4392,20,24,No,No,,
4393,8,16,No,No,,
4394,24,12,Yes,No,,
4395,8,12,No,No,,
4399,16,20,No,No,,
4403,20,20,No,Yes,,
4404,12,16,No,No,,
4405,24,16,No,No,,
4407,24,20,Yes,Yes,,
4409,16,12,No,No,,
4410,16,8,No,No,,
4412,16,0,No,No,,
4414,0,8,No,No,,
4416,0,12,Yes,Yes,,
4417,16,36,Yes,No,,
4420,20,8,No,No,,
4423,16,20,No,No,,
4424,20,24,Yes,No,,
4427,16,12,Yes,No,,
4428,16,12,No,No,,
4430,32,16,No,No,,
4435,12,28,Yes,No,,
4436,12,12,No,No,,
4438,24,12,No,No,,
4439,8,12,No,No,,
4440,16,20,No,No,,
4444,28,36,Yes,Yes,,
4446,12,20,Yes,Yes,,
4450,28,24,No,No,,
4451,16,12,No,Yes,,
4456,24,32,No,Yes,,
4457,12,12,No,Yes,,
4458,12,8,No,No,,
4459,24,16,No,No,,
4460,8,16,Yes,Yes,,
4461,4,12,No,No,,
4471,4,0,No,No,,
4472,12,20,No,No,,
4474,24,20,No,No,,
4475,24,8,Yes,No,,
4476,16,16,No,No,,
4477,12,4,No,No,,
4479,16,8,Yes,Yes,,
4482,12,8,No,No,,
4483,24,0,No,No,,
4484,16,24,No,No,,
4487,16,16,No,No,,
4488,8,12,No,No,,
4497,24,24,Yes,Yes,,
4499,24,12,No,No,,
4501,12,8,No,No,,
4503,12,28,No,Yes,,
4506,20,28,No,Yes,,
4508,24,24,No,No,,
4509,16,4,No,No,,
4511,20,12,No,No,,
4512,20,16,Yes,Yes,,
4514,8,16,No,No,,
4520,24,12,Yes,No,,
4521,4,24,Yes,No,,
4526,16,12,Yes,Yes,,
4529,16,8,No,Yes,,
4531,24,8,No,No,,
4533,16,12,No,Yes,,
4538,24,16,Yes,Yes,,
4540,24,12,No,No,,
4553,12,24,Yes,No,,
4554,8,0,Yes,Yes,,
4556,8,0,Yes,Yes,,
4557,12,8,No,Yes,,
4558,20,16,Yes,No,,
4564,16,8,No,No,,
4567,24,16,No,Yes,,
4568,12,12,No,Yes,,
4569,8,12,No,No,,
4570,12,12,No,No,,
4574,28,12,Yes,No,,
4581,16,0,No,No,,
4583,16,8,No,No,,
4588,12,36,Yes,No,,
4590,16,12,No,Yes,,
4593,24,20,No,No,,
4594,16,8,No,No,,
4597,20,20,No,Yes,,
4599,8,28,No,No,,
4600,12,8,No,No,,
4601,16,20,No,No,,
4606,16,8,No,No,,
4609,20,0,Yes,Yes,,
4611,16,16,No,No,,
4612,8,16,No,No,,
4615,16,12,No,Yes,,
4616,12,12,No,Yes,,
4623,16,24,No,No,,
4627,16,24,No,Yes,,
4631,24,28,Yes,Yes,,
4635,16,16,No,Yes,,
4636,8,8,No,No,,
4637,16,16,No,No,,
4638,8,20,No,Yes,,
4639,16,12,No,No,,
4641,12,12,No,Yes,,
4643,16,12,No,No,,
4644,16,16,No,No,,
4653,28,28,No,No,,
4660,28,12,No,No,,
4664,12,24,No,No,,
4677,24,8,No,No,,
4678,12,12,No,No,,
4679,12,12,Yes,No,,
4681,16,16,No,Yes,,
4682,8,20,No,No,,
4683,12,20,Yes,Yes,,
4687,16,8,No,Yes,,
4689,16,0,No,No,,
4690,12,16,No,No,,
4695,8,12,No,No,,
4696,8,8,No,No,,
4697,12,16,No,No,,
4699,24,8,Yes,Yes,,
4734,12,8,No,No,,
4849,24,12,No,No,,
4865,20,24,No,No,,
5003,8,0,No,Yes,,
5012,8,28,No,No,,
5022,20,28,Yes,Yes,,
5023,16,8,No,Yes,,
5025,12,32,No,No,,
5027,20,8,No,No,,
5028,16,16,Yes,No,,
5029,8,36,Yes,No,,
5030,20,16,Yes,Yes,,
5031,16,8,Yes,Yes,,
5032,16,28,No,No,,
5033,4,16,No,No,,
5034,16,36,No,No,,
5035,28,24,Yes,No,,
5036,24,20,No,No,,
5037,16,16,No,Yes,,
5038,24,8,No,Yes,,
5039,16,36,Yes,No,,
5040,16,12,No,No,,
5041,24,32,No,No,,
5044,12,8,No,No,,
5045,16,12,Yes,Yes,,
5046,16,24,Yes,Yes,,
5047,20,16,No,No,,
5048,20,8,No,No,,
5049,20,4,No,Yes,,
5051,16,12,No,No,,
5054,16,16,Yes,Yes,,
5055,24,24,No,No,,
5056,20,16,No,No,,
5057,24,8,No,Yes,,
5058,8,20,No,No,,
5060,36,8,No,No,,
5063,28,24,No,Yes,,
5064,20,24,No,No,,
5065,24,16,No,No,,
5066,24,20,No,No,,
5070,36,24,Yes,No,,
5071,12,12,Yes,Yes,,
5072,20,28,Yes,No,,
5073,20,16,No,Yes,,
5075,12,24,No,No,,
5076,8,24,No,No,,
5077,16,8,No,No,,
5078,32,16,No,No,,
5079,24,16,Yes,Yes,,
5080,28,20,No,No,,
5082,28,16,No,No,,
5083,16,12,No,No,,
5085,16,8,No,Yes,,
5087,12,24,No,No,,
5088,40,8,No,No,,
5089,20,0,No,No,,
5090,24,12,No,Yes,,
5091,12,8,Yes,Yes,,
5092,24,8,No,No,,
5095,16,16,No,No,,
5096,24,24,No,No,,
5097,20,32,No,No,,
5099,24,4,No,No,,
5101,24,20,No,No,,
5103,20,12,Yes,Yes,,
5104,20,32,Yes,Yes,,
5105,12,16,No,No,,
5111,16,8,Yes,No,,
5113,24,16,Yes,Yes,,
5115,8,12,Yes,No,,
5116,20,12,Yes,Yes,,
5117,16,20,Yes,No,,
5118,24,4,No,No,,
5123,20,20,No,No,,
5124,20,24,No,Yes,,
5126,12,12,Yes,No,,
5127,8,20,No,Yes,,
5129,28,12,Yes,Yes,,
5130,16,16,No,Yes,,
5131,20,8,No,Yes,,
5133,16,24,No,No,,
5134,12,28,Yes,No,,
5136,12,28,No,No,,
5137,24,12,No,No,,
5139,12,16,No,No,,
5140,16,8,Yes,No,,
5141,16,20,No,No,,
5142,12,16,Yes,No,,
5144,20,24,Yes,Yes,,
5145,12,32,Yes,Yes,,
5146,24,24,Yes,Yes,,
5147,16,24,Yes,Yes,,
5150,8,4,Yes,No,,
5151,20,16,Yes,No,,
5152,12,8,No,No,,
5154,16,20,Yes,No,,
5155,16,32,No,No,,
5156,16,36,No,No,,
5157,8,12,No,No,,
5159,24,16,No,No,,
5160,16,24,Yes,No,,
5162,12,16,No,No,,
5165,16,20,Yes,Yes,,
5166,16,20,No,No,,
5167,16,36,Yes,No,,
5168,4,12,No,No,,
5170,20,8,No,No,,
5172,8,12,No,No,,
5173,16,12,No,No,,
5174,16,20,Yes,No,,
5175,20,12,No,No,,
5178,16,12,No,No,,
5184,16,36,No,No,,
5185,24,28,Yes,No,,
5186,16,12,Yes,Yes,,
5189,16,20,Yes,No,,
5190,12,32,No,Yes,,
5191,16,16,Yes,Yes,,
5192,24,20,No,No,,
5193,16,16,Yes,No,,
5195,20,12,No,No,,
5196,16,40,Yes,Yes,,
5197,12,8,No,No,,
5199,12,20,No,No,,
5200,20,12,No,No,,
5201,16,8,Yes,Yes,,
5202,16,12,Yes,No,,
5203,24,12,No,Yes,,
5210,24,12,No,No,,
5211,24,16,No,No,,
5214,24,0,Yes,Yes,,
5215,20,40,No,No,,
5216,16,20,Yes,Yes,,
5218,16,32,Yes,Yes,,
5219,8,0,No,No,,
5220,4,16,Yes,Yes,,
5227,20,8,No,Yes,,
5228,20,16,Yes,Yes,,
5229,20,12,Yes,No,,
5231,8,20,No,No,,
5232,16,24,No,No,,
5233,20,28,Yes,No,,
5234,8,28,Yes,No,,
5235,24,16,Yes,No,,
5236,12,12,No,No,,
5239,16,16,No,No,,
5240,16,16,No,No,,
5241,12,16,No,Yes,,
5242,16,16,No,No,,
5244,24,16,Yes,Yes,,
5245,20,16,Yes,Yes,,
5246,16,8,No,Yes,,
5247,36,20,No,No,,
5250,16,12,Yes,Yes,,
5251,36,28,Yes,Yes,,
5252,16,16,No,No,,
5253,16,8,No,No,,
5254,20,12,No,No,,
5260,28,12,No,No,,
5261,28,20,No,No,,
5262,12,16,Yes,Yes,,
5263,8,24,Yes,No,,
5264,16,12,No,No,,
5266,16,20,Yes,No,,
5270,8,12,No,No,,
5272,20,12,No,No,,
5273,12,0,No,Yes,,
5274,12,12,No,No,,
5275,16,8,No,Yes,,
5276,16,24,No,No,,
5278,20,40,Yes,Yes,,
5280,32,24,No,No,,
5281,20,8,Yes,No,,
5282,20,20,No,No,,
5285,24,16,No,Yes,,
5287,12,24,Yes,Yes,,
5288,16,24,Yes,Yes,,
5292,16,24,Yes,No,,
5293,12,0,No,No,,
5294,24,12,No,No,,
5295,16,16,Yes,No,,
5296,24,24,No,No,,
5298,8,28,Yes,No,,
5299,32,32,Yes,No,,
5300,20,8,Yes,No,,
5301,8,24,Yes,Yes,,
5303,12,12,No,No,,
5305,20,12,Yes,No,,
5307,28,8,No,No,,
5309,16,0,No,No,,
5311,28,8,No,No,,
5312,20,32,Yes,No,,
5313,16,20,No,No,,
5316,20,8,Yes,No,,
5317,20,24,Yes,Yes,,
5319,24,20,No,Yes,,
5320,24,16,Yes,No,,
5325,16,24,Yes,Yes,,
5326,16,20,No,Yes,,
5329,12,12,No,Yes,,
5330,20,28,No,Yes,,
5331,12,16,Yes,Yes,,
5334,12,16,Yes,Yes,,
5335,24,16,No,No,,
5337,16,24,No,No,,
5338,32,8,Yes,No,,
5339,8,16,No,Yes,,
5340,8,12,Yes,No,,
5341,20,12,No,Yes,,
5342,20,28,Yes,No,,
5343,16,24,Yes,Yes,,
5344,16,16,Yes,Yes,,
5345,8,0,No,No,,
5346,24,8,Yes,Yes,,
5347,16,12,No,No,,
5348,36,20,Yes,Yes,,
5350,8,20,Yes,No,,
5352,20,12,No,No,,
5355,12,8,No,No,,
5356,16,12,No,No,,
5358,12,16,No,No,,
5359,16,8,No,No,,
5360,8,8,No,No,,
5361,28,28,Yes,No,,
5363,20,8,Yes,Yes,,
5368,20,24,No,No,,
5369,16,20,No,Yes,,
5370,16,20,No,No,,
5373,20,12,No,No,,
5374,16,12,No,No,,
5376,12,16,No,No,,
5379,12,8,No,No,,
5381,24,12,No,No,,
5382,12,12,No,No,,
5384,24,32,No,No,,
5385,16,16,No,No,,
5386,16,8,No,No,,
5387,12,12,No,No,,
5388,24,28,Yes,Yes,,
5389,16,16,No,Yes,,
5390,40,8,Yes,Yes,,
5391,20,24,No,No,,
5392,16,12,No,No,,
5394,20,12,No,No,,
5396,12,16,No,No,,
5397,16,24,No,No,,
5398,20,32,Yes,Yes,,
5399,20,20,No,No,,
5402,24,8,Yes,Yes,,
5403,16,24,No,No,,
5404,20,32,Yes,No,,
5409,20,8,No,Yes,,
5410,24,8,Yes,Yes,,
5411,20,16,No,No,,
5414,20,12,No,Yes,,
5416,12,20,Yes,Yes,,
5417,20,40,Yes,No,,
5418,16,32,Yes,No,,
5419,12,12,Yes,Yes,,
5420,20,12,Yes,Yes,,
5422,12,16,Yes,Yes,,
5424,16,20,No,No,,
5425,12,8,Yes,No,,
5426,12,12,No,Yes,,
5428,16,20,No,Yes,,
5429,16,12,No,Yes,,
5430,24,12,No,No,,
5432,12,8,No,No,,
5433,12,8,No,No,,
5434,16,8,Yes,Yes,,
5435,16,32,Yes,No,,
5436,16,16,No,Yes,,
5438,16,16,No,No,,
5439,16,12,No,Yes,,
5440,16,12,No,No,,
5441,20,12,No,No,,
5442,8,24,No,No,,
5443,20,16,Yes,No,,
5444,16,8,No,No,,
5445,16,20,No,Yes,,
5446,12,16,No,No,,
5447,16,16,Yes,Yes,,
5448,16,16,No,No,,
5449,16,12,Yes,Yes,,
5450,12,32,No,No,,
5455,20,16,No,No,,
5458,16,20,No,No,,
5460,16,16,No,Yes,,
5461,24,12,No,No,,
5462,16,12,No,No,,
5463,20,8,No,No,,
5466,16,28,Yes,Yes,,
5469,16,12,No,No,,
5470,8,20,No,No,,
5471,32,12,No,Yes,,
5472,12,20,No,No,,
5476,16,24,No,No,,
5477,8,24,No,No,,
5479,24,8,No,No,,
5480,12,16,No,No,,
5481,16,36,No,Yes,,
5482,24,12,Yes,Yes,,
5483,12,12,No,No,,
5485,36,12,Yes,Yes,,
5486,16,8,Yes,Yes,,
5487,12,20,No,No,,
5488,20,12,Yes,No,,
5489,8,16,Yes,Yes,,
5491,32,20,No,No,,
5492,8,0,No,No,,
5494,12,12,No,No,,
5495,12,16,No,No,,
5497,20,16,No,No,,
5498,12,0,No,No,,
5499,20,12,Yes,No,,
5612,24,28,Yes,Yes,,
5616,4,8,No,Yes,,
5617,20,8,No,Yes,,
5625,40,24,No,No,,
5626,12,16,No,Yes,,
5628,12,24,No,No,,
5629,8,16,Yes,No,,
5632,8,16,No,No,,
5641,12,8,No,No,,
5644,12,12,No,No,,
5649,16,16,No,No,,
5667,16,12,No,No,,
5668,16,12,No,No,,
5669,8,28,No,No,,
5671,8,12,No,No,,
5672,24,8,No,No,,
5673,16,8,No,No,,
5676,8,16,No,No,,
5686,24,12,No,No,,
5701,16,28,No,No,,
5703,16,20,Yes,Yes,,
5705,8,12,No,No,,
5706,16,20,Yes,Yes,,
5707,24,16,Yes,No,,
5709,8,20,Yes,No,,
5710,8,0,Yes,No,,
5713,16,12,Yes,No,,
5717,16,16,No,Yes,,
5727,12,12,No,No,,
5728,20,12,No,No,,
5731,12,12,No,No,,
5732,20,28,No,Yes,,
5735,12,12,No,No,,
5743,24,16,No,Yes,,
5745,12,20,No,No,,
5747,16,12,No,No,,
5748,12,8,No,No,,
5751,8,12,No,No,,
5752,8,12,No,No,,
5753,4,12,No,No,,
5761,12,12,No,Yes,,
5763,8,16,No,No,,
5764,16,20,No,No,,
5766,0,4,No,Yes,,
5768,0,8,Yes,Yes,,
5772,16,12,No,No,,
5777,16,16,No,No,,
5779,16,16,No,No,,
5781,12,12,Yes,Yes,,
5786,12,12,No,No,,
5787,20,16,Yes,Yes,,
5793,12,0,No,No,,
5795,24,24,No,No,,
5797,16,16,Yes,Yes,,
5799,12,12,No,No,,
5802,24,0,No,No,,
5803,12,0,No,No,,
5806,20,12,No,No,,
5807,16,8,No,No,,
5808,24,16,Yes,Yes,,
5809,20,16,Yes,No,,
5810,16,24,Yes,Yes,,
5812,4,8,No,No,,
5814,36,16,No,No,,
5823,16,8,Yes,No,,
5835,12,8,No,No,,
5839,12,20,No,No,,
5841,40,12,No,No,,
5842,16,32,Yes,Yes,,
5843,16,24,No,No,,
5844,8,28,No,Yes,,
5845,16,12,No,Yes,,
5847,16,16,No,No,,
5848,28,12,No,No,,
5851,8,16,No,No,,
5853,16,24,No,No,,
5854,12,12,No,No,,
5857,16,12,No,No,,
5858,16,12,No,No,,
5859,16,16,No,No,,
5861,16,4,No,No,,
5864,12,16,No,No,,
5866,16,8,Yes,Yes,,
5867,16,0,No,No,,
5869,0,8,No,Yes,,
5871,0,12,Yes,Yes,,
5872,8,0,No,No,,
5874,4,4,No,No,,
5879,12,28,No,No,,
5880,12,4,No,No,,
5881,12,8,No,Yes,,
5882,4,12,Yes,Yes,,
5883,28,24,No,No,,
5884,0,12,Yes,No,,
5886,12,12,No,No,,
5888,8,12,No,No,,
5889,8,12,Yes,Yes,,
5890,0,16,No,No,,
5891,12,0,Yes,Yes,,
5893,12,8,No,No,,
5894,8,8,No,No,,
5898,8,20,Yes,Yes,,
5899,4,12,No,No,,
5911,4,8,Yes,Yes,,
5912,4,8,Yes,Yes,,
5922,16,12,No,Yes,,
5927,20,24,Yes,No,,
5929,8,12,No,No,,
5930,16,0,No,No,,
5932,8,16,No,No,,
5935,16,16,No,No,,
5936,8,8,No,No,,
5938,8,12,No,Yes,,
5939,8,16,No,Yes,,
5941,4,8,No,No,,
5944,8,16,No,No,,
5947,8,20,Yes,No,,
5954,12,8,No,Yes,,
5956,20,16,Yes,Yes,,
5957,12,16,No,No,,
5959,12,12,Yes,Yes,,
5964,16,16,No,No,,
5965,12,36,Yes,Yes,,
5968,12,16,Yes,No,,
5969,16,8,Yes,No,,
5976,12,16,No,No,,
5977,16,24,No,No,,
5987,32,8,No,No,,
5992,16,12,No,No,,
5996,20,12,No,No,,
6173,12,8,No,No,,
6190,24,20,Yes,Yes,,
6286,24,32,Yes,No,,
6300,28,12,No,Yes,,
6370,16,12,No,No,,
6392,16,0,No,No,,
6394,24,20,No,No,,
6395,16,28,No,No,,
6397,8,12,No,No,,
6467,24,24,No,No,,
6469,24,24,No,Yes,,
6476,16,8,No,No,,
6477,20,24,Yes,Yes,,
6480,16,16,Yes,No,,
6576,16,12,No,No,,
6579,20,24,Yes,No,,
6789,24,12,No,No,,
6807,24,24,Yes,Yes,,
6878,24,12,No,No,,
6879,24,12,Yes,Yes,,
6887,16,12,No,No,,
6898,24,8,Yes,Yes,,
6929,24,24,No,No,,
6931,24,24,No,No,,
6932,12,12,Yes,No,,
6951,8,8,No,No,,
6952,12,8,No,No,,
6958,24,24,No,No,,
6963,20,8,No,No,,
6964,24,24,Yes,Yes,,
6978,16,24,Yes,Yes,,
6998,24,24,Yes,Yes,,
7009,16,12,No,No,,
7020,40,28,No,No,,
7032,28,16,Yes,Yes,,
7087,32,16,No,No,,
7129,0,8,No,No,,
7156,24,20,No,No,,
7178,20,12,No,Yes,,
7179,16,12,No,No,,
7181,24,12,No,Yes,,
7185,24,8,No,No,,
7188,12,12,No,Yes,,
7194,8,12,No,Yes,,
7199,24,32,No,No,,
7238,4,8,No,No,,
7243,4,8,No,No,,
7245,4,0,No,Yes,,
7246,8,8,No,No,,
7247,4,8,No,No,,
7249,4,8,No,No,,
7280,24,16,No,No,,
7281,24,20,No,Yes,,
7290,24,8,Yes,No,,
7294,24,20,No,No,,
7301,24,24,Yes,No,,
7324,24,12,No,No,,
7326,24,24,No,No,,
7623,24,0,No,No,,
8331,24,8,No,No,,
8930,12,0,No,No,,
