Region,Store # ,First Carrier Assigned,Fulfillment Type,Week with Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
22,2141,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,76.60%,90.10%,17.3,71.10%,69.40%,77.90%,87.90%
22,2650,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,19,89.20%,87.80%,11.4,85.20%,87.50%,93.80%,91.10%
22,5103,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,34,82.90%,90.70%,18.2,85.20%,73.00%,86.40%,87.60%
22,5130,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,1,72.90%,80.60%,10,71.30%,70.90%,70.30%,88.20%
22,5495,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,31,85.40%,94.90%,10.5,83.80%,86.10%,84.80%,86.70%
22,5891,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,46.50%,67.60%,23.7,22.70%,45.50%,58.40%,49.70%
22,5881,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,17,74.30%,91.60%,13.4,68.30%,73.80%,78.00%,77.30%
22,2641,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,7,90.60%,85.60%,13.4,90.60%,84.70%,92.80%,94.50%
22,2040,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,88.00%,87.20%,16.1,88.70%,84.30%,84.70%,94.20%
17,2286,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,30,90.70%,92.40%,10.4,90.00%,91.10%,89.70%,91.90%
17,3420,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,30,90.20%,97.40%,11.8,92.60%,89.40%,90.90%,87.90%
17,2368,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,27,88.80%,92.20%,12.6,84.30%,89.50%,91.90%,89.90%
17,5447,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,87.40%,98.20%,13.6,90.90%,78.10%,89.90%,89.90%
17,5867,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,83.90%,99.40%,11,86.30%,83.00%,84.30%,82.00%
17,2581,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,86.00%,87.20%,16.7,92.10%,60.80%,94.50%,94.90%
22,2535,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,44,81.00%,63.20%,20.4,82.90%,68.20%,85.40%,88.30%
22,2945,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,84.40%,84.40%,16.9,78.70%,75.90%,94.70%,88.60%
22,5795,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,84.10%,75.90%,11.7,81.70%,75.70%,85.80%,92.90%
22,2871,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,4,87.40%,84.30%,13.8,91.70%,77.80%,91.50%,88.30%
22,4456,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,18,90.30%,87.20%,11.1,93.90%,82.90%,93.20%,92.50%
75,1968,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,88.40%,90.80%,14,89.20%,91.80%,87.30%,85.20%
75,1875,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,31,79.60%,72.50%,15.6,78.20%,69.40%,85.50%,83.50%
75,2279,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,86.10%,80.70%,15,75.80%,85.60%,94.00%,88.60%
75,2435,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,35,88.50%,87.40%,13.8,90.70%,83.60%,91.90%,88.30%
75,2194,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202311,2,86.00%,98.40%,12.4,90.00%,83.20%,84.80%,86.30%
75,3035,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,79.90%,95.30%,13.1,86.40%,77.80%,77.80%,77.50%
75,5968,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,72.20%,95.40%,11.7,69.20%,73.30%,74.40%,71.90%
75,1860,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,67.90%,83.40%,13,79.60%,64.70%,67.70%,59.40%
75,2041,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,35,81.20%,79.10%,11,82.60%,72.40%,87.90%,82.60%
75,5436,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,35,75.30%,73.20%,22.3,85.40%,76.20%,68.10%,75.10%
75,5450,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,49,86.60%,85.80%,12.7,93.80%,80.80%,88.30%,84.50%
75,5105,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,21,86.00%,89.60%,10,86.20%,84.10%,87.60%,86.30%
75,1682,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,22,87.10%,80.20%,13.6,86.30%,79.20%,90.40%,92.00%
75,1773,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,21,87.30%,82.20%,13.9,94.80%,74.40%,85.30%,93.90%
75,3831,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,94.70%,97.40%,10.2,95.80%,89.70%,96.20%,97.40%
75,1687,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,22,83.20%,88.60%,16.5,36.90%,83.50%,96.70%,93.40%
75,2529,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,21,85.70%,75.80%,15.6,88.90%,81.50%,90.20%,82.60%
75,3214,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,22,93.30%,92.10%,12.4,96.70%,84.60%,97.70%,94.40%
75,3216,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,23,91.30%,83.80%,12.7,96.80%,81.90%,93.90%,93.30%
75,3644,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,16,87.10%,88.30%,11.8,93.00%,74.00%,88.70%,93.30%
75,5253,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,19,81.40%,72.20%,13.5,86.30%,69.60%,91.00%,76.40%
75,1424,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,84.20%,96.60%,17.4,71.10%,76.80%,92.70%,94.20%
75,2160,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,43,83.40%,94.40%,18.9,88.80%,72.30%,90.80%,82.50%
75,2821,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,23,87.00%,84.70%,16.2,91.00%,71.10%,95.90%,90.40%
75,2412,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,46,91.70%,90.60%,13.2,93.70%,88.80%,96.00%,88.90%
75,3720,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,32,83.00%,87.70%,12.3,81.70%,72.00%,88.70%,91.60%
75,3804,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,7,85.90%,81.90%,21.1,85.20%,77.00%,94.30%,89.00%
75,1309,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,69.70%,57.50%,21.9,82.10%,45.30%,77.00%,74.10%
75,1344,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,88.00%,87.50%,11,89.50%,78.70%,91.30%,92.20%
75,1350,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,20,76.40%,70.80%,16,87.90%,49.80%,90.30%,79.80%
75,2565,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,47,88.10%,87.90%,10.1,89.90%,77.00%,94.70%,93.40%
75,2083,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,89.50%,81.00%,7.6,100.00%,91.00%,97.10%,84.70%
59,3885,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,81.80%,75.50%,12.1,70.10%,71.40%,90.50%,93.20%
59,6798,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,87.20%,80.50%,13.7,85.60%,79.30%,96.80%,89.80%
75,2799,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,31,86.60%,95.40%,11.7,80.00%,85.50%,90.10%,90.90%
4,605,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,30,87.30%,93.10%,14.5,86.10%,83.80%,89.30%,90.60%
4,635,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,21,88.80%,91.30%,11,86.00%,86.50%,92.30%,90.30%
4,728,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,30,72.80%,74.50%,15.8,78.70%,63.10%,66.10%,83.70%
4,1383,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,19,86.60%,89.60%,12.1,89.00%,84.80%,89.30%,83.30%
4,2832,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,18,85.60%,86.70%,11.4,84.20%,85.50%,87.20%,85.40%
4,2860,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,7,82.00%,79.30%,12.7,81.10%,81.80%,86.00%,79.40%
4,6395,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202311,5,84.60%,72.00%,12.7,90.10%,81.80%,83.10%,83.20%
4,632,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,27,86.40%,88.10%,14.4,93.10%,73.30%,89.90%,88.90%
4,1037,,Scheduled Delivery Standard,Executive Review,-,Store Focus,202311,49,71.70%,62.90%,22.4,,55.90%,66.10%,83.70%
4,1358,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,1,70.50%,60.30%,23.6,76.00%,48.00%,89.40%,84.80%
4,1359,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,90.40%,88.50%,10.2,87.90%,88.80%,92.80%,92.50%
4,1748,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,26,77.10%,76.50%,20.6,87.00%,74.60%,68.30%,78.30%
4,2348,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,26,76.30%,77.80%,15.4,79.10%,73.40%,77.90%,75.30%
4,2928,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,45,70.40%,67.00%,23.4,39.60%,55.30%,81.00%,93.60%
4,3367,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,7,84.30%,89.10%,11.3,86.10%,84.70%,91.90%,75.40%
4,4384,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,82.70%,74.00%,15.7,81.10%,83.10%,84.50%,82.00%
4,627,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,35,87.00%,81.90%,13.6,89.10%,83.10%,98.30%,78.40%
4,634,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,40,93.40%,95.90%,10.9,94.20%,87.70%,98.30%,94.40%
4,881,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,6,88.90%,82.20%,12.4,84.50%,92.60%,92.60%,86.00%
4,1183,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,71.00%,61.60%,17.5,52.70%,71.70%,73.00%,86.30%
4,1286,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,20,89.70%,84.60%,13.5,94.70%,84.40%,93.40%,86.90%
4,1339,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,77.30%,65.50%,15.6,79.20%,69.60%,79.80%,79.40%
4,2214,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,88.40%,89.30%,16.1,82.60%,86.40%,94.40%,90.90%
4,4420,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,2,72.20%,75.30%,13,66.30%,84.30%,66.70%,70.00%
4,4440,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202311,3,87.80%,79.90%,12.7,87.40%,86.10%,88.70%,89.30%
4,4506,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202311,7,83.20%,74.10%,16.3,82.10%,75.30%,90.20%,85.40%
4,2806,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,23,88.70%,83.10%,15,83.70%,81.20%,93.80%,95.70%
4,1464,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,48,90.00%,93.00%,15.3,89.90%,83.90%,92.30%,93.60%
4,5481,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,48,90.60%,93.80%,13.3,92.10%,89.90%,94.30%,86.30%
4,2005,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,35,91.30%,95.60%,12.4,90.70%,88.90%,93.50%,92.20%
4,3371,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,24,86.20%,93.10%,11,88.10%,82.10%,91.30%,83.40%
4,4574,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202311,47,92.40%,89.10%,13.5,94.80%,86.90%,93.40%,94.60%
59,3724,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,49,79.50%,80.10%,16.3,77.90%,74.50%,84.50%,82.80%
59,7180,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202311,46,79.60%,79.30%,13.1,80.20%,72.40%,80.30%,85.80%
