STORE #,CLUSTER BEFORE,CLUSTER ,Total Bins,Mod Drop for Produce
3653,CLUSTER 2,CLUSTER 2,16,202537
3722,CLUSTER 2,CLUSTER 2,24,202537
3723,CLUSTER 2,CLUSTER 2,12,202537
3734,CLUSTER 2,CLUSTER 2,16,202537
3738,CLUSTER 2,CLUSTER 2,22,202537
3758,CLUSTER 2,CLUSTER 2,4,202537
3761,CLUSTER 2,CLUSTER 2,16,202537
3802,CLUSTER 2,CLUSTER 2,24,202537
3805,CLUSTER 2,CLUSTER 2,16,202537
3809,CLUSTER 2,CLUSTER 2,4,202537
3810,CLUSTER 2,CLUSTER 2,16,202537
3829,CLUSTER 2,CLUSTER 2,20,202537
3830,CLUSTER 2,CLUSTER 2,24,202537
3837,CLUSTER 2,CLUSTER 2,22,202537
3838,CLUSTER 2,CLUSTER 2,22,202537
3840,CLUSTER 2,CLUSTER 2,20,202537
3842,CLUSTER 2,CLUSTER 2,16,202537
3851,CLUSTER 2,CLUSTER 2,24,202537
3852,CLUSTER 2,CLUSTER 2,6,202537
3872,CLUSTER 2,CLUSTER 2,24,202537
3875,CLUSTER 2,CLUSTER 2,16,202537
3894,CLUSTER 2,CLUSTER 2,20,202537
4057,CLUSTER 2,CLUSTER 2,14,202537
4063,CLUSTER 2,CLUSTER 2,22,202537
4114,CLUSTER 2,CLUSTER 2,12,202537
4128,CLUSTER 2,CLUSTER 2,14,202537
4138,CLUSTER 2,CLUSTER 2,12,202537
4156,CLUSTER 2,CLUSTER 2,16,202537
4166,CLUSTER 2,CLUSTER 2,16,202537
4168,CLUSTER 2,CLUSTER 2,16,202537
4195,CLUSTER 2,CLUSTER 2,24,202537
4209,CLUSTER 2,CLUSTER 2,16,202537
4216,CLUSTER 2,CLUSTER 2,20,202537
4223,CLUSTER 2,CLUSTER 2,24,202537
4226,CLUSTER 2,CLUSTER 2,16,202537
4230,CLUSTER 2,CLUSTER 2,22,202537
4235,CLUSTER 2,CLUSTER 2,20,202537
4241,CLUSTER 2,CLUSTER 2,22,202537
4244,CLUSTER 2,CLUSTER 2,20,202537
4246,CLUSTER 2,CLUSTER 2,16,202537
4253,CLUSTER 2,CLUSTER 2,20,202537
4255,CLUSTER 2,CLUSTER 2,22,202537
4258,CLUSTER 2,CLUSTER 2,24,202537
4259,CLUSTER 2,CLUSTER 2,10,202537
4277,CLUSTER 2,CLUSTER 2,24,202537
4281,CLUSTER 2,CLUSTER 2,16,202537
4321,CLUSTER 2,CLUSTER 2,16,202537
4333,CLUSTER 2,CLUSTER 2,22,202537
4334,CLUSTER 2,CLUSTER 2,20,202537
4348,CLUSTER 2,CLUSTER 2,20,202537
4371,CLUSTER 2,CLUSTER 2,12,202537
4372,CLUSTER 2,CLUSTER 2,16,202537
4374,CLUSTER 2,CLUSTER 2,16,202537
4375,CLUSTER 2,CLUSTER 2,16,202537
4376,CLUSTER 2,CLUSTER 2,16,202537
4381,CLUSTER 2,CLUSTER 2,24,202537
4389,CLUSTER 2,CLUSTER 2,16,202537
4390,CLUSTER 2,CLUSTER 2,14,202537
4403,CLUSTER 2,CLUSTER 2,16,202537
4412,CLUSTER 2,CLUSTER 2,20,202537
4413,CLUSTER 2,CLUSTER 2,16,202537
4417,CLUSTER 2,CLUSTER 2,16,202537
4423,CLUSTER 2,CLUSTER 2,22,202537
4434,CLUSTER 2,CLUSTER 2,14,202537
4439,CLUSTER 2,CLUSTER 2,18,202537
4470,CLUSTER 2,CLUSTER 2,16,202537
4478,CLUSTER 2,CLUSTER 2,14,202537
4479,CLUSTER 2,CLUSTER 2,16,202537
4501,CLUSTER 2,CLUSTER 2,20,202537
4509,CLUSTER 2,CLUSTER 2,24,202537
4516,CLUSTER 2,CLUSTER 2,18,202537
4529,CLUSTER 2,CLUSTER 2,20,202537
4546,CLUSTER 2,CLUSTER 2,16,202537
4565,CLUSTER 2,CLUSTER 2,14,202537
4568,CLUSTER 2,CLUSTER 2,16,202537
4569,CLUSTER 2,CLUSTER 2,16,202537
4579,CLUSTER 2,CLUSTER 2,16,202537
4582,CLUSTER 2,CLUSTER 2,16,202537
4585,CLUSTER 2,CLUSTER 2,14,202537
4590,CLUSTER 2,CLUSTER 2,16,202537
4599,CLUSTER 2,CLUSTER 2,24,202537
4600,CLUSTER 2,CLUSTER 2,20,202537
4607,CLUSTER 2,CLUSTER 2,16,202537
4611,CLUSTER 2,CLUSTER 2,16,202537
4612,CLUSTER 2,CLUSTER 2,20,202537
4615,CLUSTER 2,CLUSTER 2,24,202537
4635,CLUSTER 2,CLUSTER 2,20,202537
4637,CLUSTER 2,CLUSTER 2,24,202537
4639,CLUSTER 2,CLUSTER 2,16,202537
4641,CLUSTER 2,CLUSTER 2,20,202537
4643,CLUSTER 2,CLUSTER 2,20,202537
4644,CLUSTER 2,CLUSTER 2,22,202537
4677,CLUSTER 2,CLUSTER 2,16,202537
4682,CLUSTER 2,CLUSTER 2,18,202537
4849,CLUSTER 2,CLUSTER 2,12,202537
4865,CLUSTER 2,CLUSTER 2,20,202537
5025,CLUSTER 2,CLUSTER 2,20,202537
5027,CLUSTER 2,CLUSTER 2,20,202537
5039,CLUSTER 2,CLUSTER 2,24,202537
5044,CLUSTER 2,CLUSTER 2,14,202537
5059,CLUSTER 2,CLUSTER 2,16,202537
5066,CLUSTER 2,CLUSTER 2,22,202537
5076,CLUSTER 2,CLUSTER 2,20,202537
5079,CLUSTER 2,CLUSTER 2,18,202537
5082,CLUSTER 2,CLUSTER 2,24,202537
5087,CLUSTER 2,CLUSTER 2,24,202537
5088,CLUSTER 2,CLUSTER 2,16,202537
5093,CLUSTER 2,CLUSTER 2,16,202537
5105,CLUSTER 2,CLUSTER 2,22,202537
5127,CLUSTER 2,CLUSTER 2,24,202537
5141,CLUSTER 2,CLUSTER 2,22,202537
5149,CLUSTER 2,CLUSTER 2,16,202537
5159,CLUSTER 2,CLUSTER 2,22,202537
5170,CLUSTER 2,CLUSTER 2,14,202537
5173,CLUSTER 2,CLUSTER 2,16,202537
5175,CLUSTER 2,CLUSTER 2,23,202537
5183,CLUSTER 2,CLUSTER 2,16,202537
5188,CLUSTER 2,CLUSTER 2,14,202537
5199,CLUSTER 2,CLUSTER 2,22,202537
5219,CLUSTER 2,CLUSTER 2,16,202537
5239,CLUSTER 2,CLUSTER 2,20,202537
5240,CLUSTER 2,CLUSTER 2,20,202537
5241,CLUSTER 2,CLUSTER 2,22,202537
5242,CLUSTER 2,CLUSTER 2,16,202537
5261,CLUSTER 2,CLUSTER 2,18,202537
5263,CLUSTER 2,CLUSTER 2,24,202537
5264,CLUSTER 2,CLUSTER 2,22,202537
5297,CLUSTER 2,CLUSTER 2,16,202537
5307,CLUSTER 2,CLUSTER 2,20,202537
5309,CLUSTER 2,CLUSTER 2,20,202537
5313,CLUSTER 2,CLUSTER 2,24,202537
5319,CLUSTER 2,CLUSTER 2,20,202537
5323,CLUSTER 2,CLUSTER 2,16,202537
5326,CLUSTER 2,CLUSTER 2,22,202537
5347,CLUSTER 2,CLUSTER 2,26,202537
5355,CLUSTER 2,CLUSTER 2,16,202537
5356,CLUSTER 2,CLUSTER 2,14,202537
5358,CLUSTER 2,CLUSTER 2,16,202537
5360,CLUSTER 2,CLUSTER 2,14,202537
5364,CLUSTER 2,CLUSTER 2,16,202537
5373,CLUSTER 2,CLUSTER 2,22,202537
5376,CLUSTER 2,CLUSTER 2,20,202537
5379,CLUSTER 2,CLUSTER 2,16,202537
5386,CLUSTER 2,CLUSTER 2,16,202537
5387,CLUSTER 2,CLUSTER 2,20,202537
5397,CLUSTER 2,CLUSTER 2,20,202537
5399,CLUSTER 2,CLUSTER 2,24,202537
5410,CLUSTER 2,CLUSTER 2,22,202537
5411,CLUSTER 2,CLUSTER 2,#N/A,202537
5414,CLUSTER 2,CLUSTER 2,20,202537
5421,CLUSTER 2,CLUSTER 2,14,202537
5427,CLUSTER 2,CLUSTER 2,14,202537
5433,CLUSTER 2,CLUSTER 2,18,202537
5441,CLUSTER 2,CLUSTER 2,20,202537
5444,CLUSTER 2,CLUSTER 2,14,202537
5446,CLUSTER 2,CLUSTER 2,20,202537
5467,CLUSTER 2,CLUSTER 2,14,202537
5469,CLUSTER 2,CLUSTER 2,22,202537
5470,CLUSTER 2,CLUSTER 2,16,202537
5477,CLUSTER 2,CLUSTER 2,16,202537
5483,CLUSTER 2,CLUSTER 2,14,202537
5497,CLUSTER 2,CLUSTER 2,24,202537
5498,CLUSTER 2,CLUSTER 2,15,202537
5499,CLUSTER 2,CLUSTER 2,4,202537
5692,CLUSTER 2,CLUSTER 2,12,202537
5693,CLUSTER 2,CLUSTER 2,14,202537
5695,CLUSTER 2,CLUSTER 2,12,202537
5705,CLUSTER 2,CLUSTER 2,20,202537
5716,CLUSTER 2,CLUSTER 2,16,202537
5728,CLUSTER 2,CLUSTER 2,24,202537
5731,CLUSTER 2,CLUSTER 2,16,202537
5732,CLUSTER 2,CLUSTER 2,16,202537
5734,CLUSTER 2,CLUSTER 2,8,202537
5767,CLUSTER 2,CLUSTER 2,16,202537
5772,CLUSTER 2,CLUSTER 2,20,202537
5777,CLUSTER 2,CLUSTER 2,22,202537
5780,CLUSTER 2,CLUSTER 2,12,202537
5786,CLUSTER 2,CLUSTER 2,16,202537
5789,CLUSTER 2,CLUSTER 2,16,202537
5791,CLUSTER 2,CLUSTER 2,9,202537
5805,CLUSTER 2,CLUSTER 2,16,202537
5812,CLUSTER 2,CLUSTER 2,16,202537
5831,CLUSTER 2,CLUSTER 2,16,202537
5837,CLUSTER 2,CLUSTER 2,12,202537
5855,CLUSTER 2,CLUSTER 2,12,202537
5876,CLUSTER 2,CLUSTER 2,18,202537
5908,CLUSTER 2,CLUSTER 2,16,202537
5923,CLUSTER 2,CLUSTER 2,20,202537
5992,CLUSTER 2,CLUSTER 2,20,202537
6170,CLUSTER 2,CLUSTER 2,16,202537
6370,CLUSTER 2,CLUSTER 2,14,202537
6470,CLUSTER 2,CLUSTER 2,16,202537
6476,CLUSTER 2,CLUSTER 2,16,202537
6500,CLUSTER 2,CLUSTER 2,16,202537
6878,CLUSTER 2,CLUSTER 2,20,202537
6937,CLUSTER 2,CLUSTER 2,16,202537
6942,CLUSTER 2,CLUSTER 2,14,202537
6951,CLUSTER 2,CLUSTER 2,16,202537
6953,CLUSTER 2,CLUSTER 2,14,202537
6971,CLUSTER 2,CLUSTER 2,14,202537
6975,CLUSTER 2,CLUSTER 2,16,202537
7087,CLUSTER 2,CLUSTER 2,16,202537
7127,CLUSTER 2,CLUSTER 2,14,202537
7129,CLUSTER 2,CLUSTER 2,16,202537
7242,CLUSTER 2,CLUSTER 2,12,202537
7249,CLUSTER 2,CLUSTER 2,14,202537
7280,CLUSTER 2,CLUSTER 2,24,202537
7290,CLUSTER 2,CLUSTER 2,20,202537
7294,CLUSTER 2,CLUSTER 2,22,202537
7307,CLUSTER 2,CLUSTER 2,8,202537
7311,CLUSTER 2,CLUSTER 2,14,202537
7317,CLUSTER 2,CLUSTER 2,16,202537
7324,CLUSTER 2,CLUSTER 2,16,202537
7349,CLUSTER 2,CLUSTER 2,16,202537
8331,CLUSTER 2,CLUSTER 2,16,202537
3,CLUSTER 3,CLUSTER 3,16,202509
7,CLUSTER 3,CLUSTER 3,22,202509
9,CLUSTER 3,CLUSTER 3,16,202509
19,CLUSTER 3,CLUSTER 3,24,202509
23,CLUSTER 3,CLUSTER 3,22,202509
24,CLUSTER 3,CLUSTER 3,16,202509
33,CLUSTER 3,CLUSTER 3,15,202509
36,CLUSTER 3,CLUSTER 3,16,202509
49,CLUSTER 3,CLUSTER 3,14,202509
62,CLUSTER 3,CLUSTER 3,16,202509
64,CLUSTER 3,CLUSTER 3,#N/A,202509
68,CLUSTER 3,CLUSTER 3,10,202509
70,CLUSTER 3,CLUSTER 3,20,202509
74,CLUSTER 3,CLUSTER 3,6,202509
75,CLUSTER 3,CLUSTER 3,16,202509
83,CLUSTER 3,CLUSTER 3,16,202509
85,CLUSTER 3,CLUSTER 3,20,202509
87,CLUSTER 3,CLUSTER 3,16,202509
91,CLUSTER 3,CLUSTER 3,16,202509
93,CLUSTER 3,CLUSTER 3,16,202509
94,CLUSTER 3,CLUSTER 3,16,202509
97,CLUSTER 3,CLUSTER 3,4,202509
98,CLUSTER 3,CLUSTER 3,#N/A,202509
102,CLUSTER 3,CLUSTER 3,16,202509
104,CLUSTER 3,CLUSTER 3,16,202509
105,CLUSTER 3,CLUSTER 3,16,202509
106,CLUSTER 3,CLUSTER 3,#N/A,202509
112,CLUSTER 3,CLUSTER 3,16,202509
114,CLUSTER 3,CLUSTER 3,16,202509
115,CLUSTER 3,CLUSTER 3,16,202509
118,CLUSTER 3,CLUSTER 3,14,202509
120,CLUSTER 3,CLUSTER 3,16,202509
121,CLUSTER 3,CLUSTER 3,16,202509
126,CLUSTER 3,CLUSTER 3,20,202509
127,CLUSTER 3,CLUSTER 3,16,202509
128,CLUSTER 3,CLUSTER 3,20,202509
130,CLUSTER 3,CLUSTER 3,22,202509
133,CLUSTER 3,CLUSTER 3,3,202509
146,CLUSTER 3,CLUSTER 3,14,202509
149,CLUSTER 3,CLUSTER 3,4,202509
153,CLUSTER 3,CLUSTER 3,16,202509
155,CLUSTER 3,CLUSTER 3,16,202509
157,CLUSTER 3,CLUSTER 3,24,202509
164,CLUSTER 3,CLUSTER 3,16,202509
167,CLUSTER 3,CLUSTER 3,#N/A,202509
169,CLUSTER 3,CLUSTER 3,14,202509
170,CLUSTER 3,CLUSTER 3,16,202509
171,CLUSTER 3,CLUSTER 3,16,202509
173,CLUSTER 3,CLUSTER 3,14,202509
174,CLUSTER 3,CLUSTER 3,20,202509
175,CLUSTER 3,CLUSTER 3,22,202509
182,CLUSTER 3,CLUSTER 3,16,202509
183,CLUSTER 3,CLUSTER 3,4,202509
188,CLUSTER 3,CLUSTER 3,24,202509
190,CLUSTER 3,CLUSTER 3,16,202509
201,CLUSTER 3,CLUSTER 3,24,202509
205,CLUSTER 3,CLUSTER 3,16,202509
214,CLUSTER 3,CLUSTER 3,22,202509
222,CLUSTER 3,CLUSTER 3,16,202509
224,CLUSTER 3,CLUSTER 3,16,202509
226,CLUSTER 3,CLUSTER 3,16,202509
229,CLUSTER 3,CLUSTER 3,4,202509
233,CLUSTER 3,CLUSTER 3,6,202509
236,CLUSTER 3,CLUSTER 3,14,202509
239,CLUSTER 3,CLUSTER 3,16,202509
244,CLUSTER 3,CLUSTER 3,4,202509
248,CLUSTER 3,CLUSTER 3,16,202509
257,CLUSTER 3,CLUSTER 3,4,202509
258,CLUSTER 3,CLUSTER 3,16,202509
268,CLUSTER 3,CLUSTER 3,20,202509
273,CLUSTER 3,CLUSTER 3,14,202509
278,CLUSTER 3,CLUSTER 3,16,202509
287,CLUSTER 3,CLUSTER 3,22,202509
288,CLUSTER 3,CLUSTER 3,16,202509
294,CLUSTER 3,CLUSTER 3,14,202509
300,CLUSTER 3,CLUSTER 3,16,202509
301,CLUSTER 3,CLUSTER 3,16,202509
303,CLUSTER 3,CLUSTER 3,#N/A,202509
305,CLUSTER 3,CLUSTER 3,16,202509
307,CLUSTER 3,CLUSTER 3,16,202509
309,CLUSTER 3,CLUSTER 3,16,202509
310,CLUSTER 3,CLUSTER 3,16,202509
312,CLUSTER 3,CLUSTER 3,16,202509
316,CLUSTER 3,CLUSTER 3,16,202509
318,CLUSTER 3,CLUSTER 3,20,202509
319,CLUSTER 3,CLUSTER 3,16,202509
321,CLUSTER 3,CLUSTER 3,16,202509
323,CLUSTER 3,CLUSTER 3,#N/A,202509
329,CLUSTER 3,CLUSTER 3,16,202509
331,CLUSTER 3,CLUSTER 3,24,202509
333,CLUSTER 3,CLUSTER 3,16,202509
334,CLUSTER 3,CLUSTER 3,6,202509
335,CLUSTER 3,CLUSTER 3,20,202509
345,CLUSTER 3,CLUSTER 3,22,202509
347,CLUSTER 3,CLUSTER 3,16,202509
348,CLUSTER 3,CLUSTER 3,16,202509
355,CLUSTER 3,CLUSTER 3,16,202509
361,CLUSTER 3,CLUSTER 3,22,202509
362,CLUSTER 3,CLUSTER 3,4,202509
364,CLUSTER 3,CLUSTER 3,16,202509
365,CLUSTER 3,CLUSTER 3,22,202509
376,CLUSTER 3,CLUSTER 3,22,202509
377,CLUSTER 3,CLUSTER 3,16,202509
383,CLUSTER 3,CLUSTER 3,16,202509
386,CLUSTER 3,CLUSTER 3,16,202509
391,CLUSTER 3,CLUSTER 3,14,202509
393,CLUSTER 3,CLUSTER 3,16,202509
401,CLUSTER 3,CLUSTER 3,6,202509
402,CLUSTER 3,CLUSTER 3,16,202509
403,CLUSTER 3,CLUSTER 3,16,202509
405,CLUSTER 3,CLUSTER 3,24,202509
409,CLUSTER 3,CLUSTER 3,#N/A,202509
415,CLUSTER 3,CLUSTER 3,16,202509
423,CLUSTER 3,CLUSTER 3,16,202509
424,CLUSTER 3,CLUSTER 3,20,202509
425,CLUSTER 3,CLUSTER 3,4,202509
428,CLUSTER 3,CLUSTER 3,16,202509
431,CLUSTER 3,CLUSTER 3,16,202509
432,CLUSTER 3,CLUSTER 3,16,202509
433,CLUSTER 3,CLUSTER 3,16,202509
448,CLUSTER 3,CLUSTER 3,16,202509
450,CLUSTER 3,CLUSTER 3,20,202509
457,CLUSTER 3,CLUSTER 3,16,202509
459,CLUSTER 3,CLUSTER 3,22,202509
466,CLUSTER 3,CLUSTER 3,3,202509
468,CLUSTER 3,CLUSTER 3,20,202509
469,CLUSTER 3,CLUSTER 3,16,202509
483,CLUSTER 3,CLUSTER 3,24,202509
485,CLUSTER 3,CLUSTER 3,#N/A,202509
488,CLUSTER 3,CLUSTER 3,14,202509
489,CLUSTER 3,CLUSTER 3,24,202509
495,CLUSTER 3,CLUSTER 3,24,202509
498,CLUSTER 3,CLUSTER 3,4,202509
501,CLUSTER 3,CLUSTER 3,24,202509
502,CLUSTER 3,CLUSTER 3,16,202509
505,CLUSTER 3,CLUSTER 3,24,202509
511,CLUSTER 3,CLUSTER 3,24,202509
514,CLUSTER 3,CLUSTER 3,16,202509
520,CLUSTER 3,CLUSTER 3,24,202509
521,CLUSTER 3,CLUSTER 3,16,202509
530,CLUSTER 3,CLUSTER 3,24,202509
532,CLUSTER 3,CLUSTER 3,24,202509
533,CLUSTER 3,CLUSTER 3,24,202509
539,CLUSTER 3,CLUSTER 3,16,202509
540,CLUSTER 3,CLUSTER 3,20,202509
541,CLUSTER 3,CLUSTER 3,22,202509
542,CLUSTER 3,CLUSTER 3,16,202509
543,CLUSTER 3,CLUSTER 3,16,202509
550,CLUSTER 3,CLUSTER 3,#N/A,202509
551,CLUSTER 3,CLUSTER 3,20,202509
553,CLUSTER 3,CLUSTER 3,22,202509
555,CLUSTER 3,CLUSTER 3,16,202509
556,CLUSTER 3,CLUSTER 3,20,202509
562,CLUSTER 3,CLUSTER 3,16,202509
566,CLUSTER 3,CLUSTER 3,16,202509
580,CLUSTER 3,CLUSTER 3,16,202509
584,CLUSTER 3,CLUSTER 3,16,202509
585,CLUSTER 3,CLUSTER 3,14,202509
586,CLUSTER 3,CLUSTER 3,24,202509
588,CLUSTER 3,CLUSTER 3,16,202509
593,CLUSTER 3,CLUSTER 3,22,202509
604,CLUSTER 3,CLUSTER 3,22,202509
614,CLUSTER 3,CLUSTER 3,16,202509
615,CLUSTER 3,CLUSTER 3,22,202509
616,CLUSTER 3,CLUSTER 3,20,202509
621,CLUSTER 3,CLUSTER 3,18,202509
624,CLUSTER 3,CLUSTER 3,16,202509
625,CLUSTER 3,CLUSTER 3,20,202509
627,CLUSTER 3,CLUSTER 3,4,202509
629,CLUSTER 3,CLUSTER 3,16,202509
630,CLUSTER 3,CLUSTER 3,20,202509
632,CLUSTER 3,CLUSTER 3,16,202509
634,CLUSTER 3,CLUSTER 3,22,202509
638,CLUSTER 3,CLUSTER 3,16,202509
639,CLUSTER 3,CLUSTER 3,22,202509
642,CLUSTER 3,CLUSTER 3,16,202509
644,CLUSTER 3,CLUSTER 3,16,202509
658,CLUSTER 3,CLUSTER 3,24,202509
660,CLUSTER 3,CLUSTER 3,16,202509
662,CLUSTER 3,CLUSTER 3,24,202509
675,CLUSTER 3,CLUSTER 3,14,202509
677,CLUSTER 3,CLUSTER 3,16,202509
684,CLUSTER 3,CLUSTER 3,16,202509
686,CLUSTER 3,CLUSTER 3,14,202509
699,CLUSTER 3,CLUSTER 3,24,202509
700,CLUSTER 3,CLUSTER 3,16,202509
707,CLUSTER 3,CLUSTER 3,16,202509
708,CLUSTER 3,CLUSTER 3,16,202509
714,CLUSTER 3,CLUSTER 3,4,202509
715,CLUSTER 3,CLUSTER 3,18,202509
716,CLUSTER 3,CLUSTER 3,16,202509
722,CLUSTER 3,CLUSTER 3,22,202509
723,CLUSTER 3,CLUSTER 3,16,202509
726,CLUSTER 3,CLUSTER 3,16,202509
727,CLUSTER 3,CLUSTER 3,16,202509
730,CLUSTER 3,CLUSTER 3,16,202509
731,CLUSTER 3,CLUSTER 3,16,202509
733,CLUSTER 3,CLUSTER 3,14,202509
734,CLUSTER 3,CLUSTER 3,24,202509
740,CLUSTER 3,CLUSTER 3,16,202509
754,CLUSTER 3,CLUSTER 3,22,202509
756,CLUSTER 3,CLUSTER 3,18,202509
758,CLUSTER 3,CLUSTER 3,16,202509
761,CLUSTER 3,CLUSTER 3,16,202509
762,CLUSTER 3,CLUSTER 3,12,202509
764,CLUSTER 3,CLUSTER 3,16,202509
766,CLUSTER 3,CLUSTER 3,16,202509
773,CLUSTER 3,CLUSTER 3,16,202509
777,CLUSTER 3,CLUSTER 3,24,202509
780,CLUSTER 3,CLUSTER 3,22,202509
785,CLUSTER 3,CLUSTER 3,16,202509
795,CLUSTER 3,CLUSTER 3,16,202509
803,CLUSTER 3,CLUSTER 3,16,202509
809,CLUSTER 3,CLUSTER 3,24,202509
816,CLUSTER 3,CLUSTER 3,24,202509
818,CLUSTER 3,CLUSTER 3,24,202509
828,CLUSTER 3,CLUSTER 3,16,202509
839,CLUSTER 3,CLUSTER 3,22,202509
840,CLUSTER 3,CLUSTER 3,12,202509
843,CLUSTER 3,CLUSTER 3,#N/A,202509
853,CLUSTER 3,CLUSTER 3,22,202509
856,CLUSTER 3,CLUSTER 3,16,202509
858,CLUSTER 3,CLUSTER 3,14,202509
859,CLUSTER 3,CLUSTER 3,22,202509
863,CLUSTER 3,CLUSTER 3,16,202509
864,CLUSTER 3,CLUSTER 3,24,202509
866,CLUSTER 3,CLUSTER 3,22,202509
874,CLUSTER 3,CLUSTER 3,16,202509
876,CLUSTER 3,CLUSTER 3,16,202509
887,CLUSTER 3,CLUSTER 3,16,202509
889,CLUSTER 3,CLUSTER 3,16,202509
899,CLUSTER 3,CLUSTER 3,24,202509
903,CLUSTER 3,CLUSTER 3,4,202509
904,CLUSTER 3,CLUSTER 3,24,202509
907,CLUSTER 3,CLUSTER 3,16,202509
911,CLUSTER 3,CLUSTER 3,26,202509
912,CLUSTER 3,CLUSTER 3,24,202509
916,CLUSTER 3,CLUSTER 3,24,202509
920,CLUSTER 3,CLUSTER 3,16,202509
930,CLUSTER 3,CLUSTER 3,20,202509
932,CLUSTER 3,CLUSTER 3,24,202509
934,CLUSTER 3,CLUSTER 3,24,202509
935,CLUSTER 3,CLUSTER 3,24,202509
937,CLUSTER 3,CLUSTER 3,22,202509
938,CLUSTER 3,CLUSTER 3,16,202509
944,CLUSTER 3,CLUSTER 3,18,202509
954,CLUSTER 3,CLUSTER 3,16,202509
961,CLUSTER 3,CLUSTER 3,24,202509
969,CLUSTER 3,CLUSTER 3,24,202509
970,CLUSTER 3,CLUSTER 3,22,202509
976,CLUSTER 3,CLUSTER 3,14,202509
981,CLUSTER 3,CLUSTER 3,16,202509
990,CLUSTER 3,CLUSTER 3,32,202509
991,CLUSTER 3,CLUSTER 3,24,202509
1006,CLUSTER 3,CLUSTER 3,16,202509
1010,CLUSTER 3,CLUSTER 3,16,202509
1011,CLUSTER 3,CLUSTER 3,16,202509
1016,CLUSTER 3,CLUSTER 3,16,202509
1017,CLUSTER 3,CLUSTER 3,20,202509
1018,CLUSTER 3,CLUSTER 3,16,202509
1024,CLUSTER 3,CLUSTER 3,16,202509
1025,CLUSTER 3,CLUSTER 3,24,202509
1028,CLUSTER 3,CLUSTER 3,20,202509
1030,CLUSTER 3,CLUSTER 3,20,202509
1032,CLUSTER 3,CLUSTER 3,24,202509
1034,CLUSTER 3,CLUSTER 3,20,202509
1036,CLUSTER 3,CLUSTER 3,20,202509
1037,CLUSTER 3,CLUSTER 3,24,202509
1048,CLUSTER 3,CLUSTER 3,16,202509
1052,CLUSTER 3,CLUSTER 3,#N/A,202509
1057,CLUSTER 3,CLUSTER 3,#N/A,202509
1059,CLUSTER 3,CLUSTER 3,16,202509
1061,CLUSTER 3,CLUSTER 3,14,202509
1065,CLUSTER 3,CLUSTER 3,14,202509
1066,CLUSTER 3,CLUSTER 3,22,202509
1069,CLUSTER 3,CLUSTER 3,#N/A,202509
1070,CLUSTER 3,CLUSTER 3,16,202509
1071,CLUSTER 3,CLUSTER 3,16,202509
1072,CLUSTER 3,CLUSTER 3,16,202509
1074,CLUSTER 3,CLUSTER 3,16,202509
1076,CLUSTER 3,CLUSTER 3,16,202509
1091,CLUSTER 3,CLUSTER 3,16,202509
1094,CLUSTER 3,CLUSTER 3,16,202509
1100,CLUSTER 3,CLUSTER 3,#N/A,202509
1101,CLUSTER 3,CLUSTER 3,24,202509
1102,CLUSTER 3,CLUSTER 3,16,202509
1106,CLUSTER 3,CLUSTER 3,4,202509
1107,CLUSTER 3,CLUSTER 3,12,202509
1108,CLUSTER 3,CLUSTER 3,3,202509
1109,CLUSTER 3,CLUSTER 3,4,202509
1110,CLUSTER 3,CLUSTER 3,4,202509
1111,CLUSTER 3,CLUSTER 3,14,202509
1112,CLUSTER 3,CLUSTER 3,18,202509
1113,CLUSTER 3,CLUSTER 3,24,202509
1121,CLUSTER 3,CLUSTER 3,16,202509
1122,CLUSTER 3,CLUSTER 3,20,202509
1128,CLUSTER 3,CLUSTER 3,16,202509
1130,CLUSTER 3,CLUSTER 3,16,202509
1133,CLUSTER 3,CLUSTER 3,16,202509
1134,CLUSTER 3,CLUSTER 3,20,202509
1135,CLUSTER 3,CLUSTER 3,24,202509
1136,CLUSTER 3,CLUSTER 3,16,202509
1139,CLUSTER 3,CLUSTER 3,20,202509
1143,CLUSTER 3,CLUSTER 3,4,202509
1144,CLUSTER 3,CLUSTER 3,16,202509
1146,CLUSTER 3,CLUSTER 3,22,202509
1153,CLUSTER 3,CLUSTER 3,16,202509
1155,CLUSTER 3,CLUSTER 3,20,202509
1158,CLUSTER 3,CLUSTER 3,20,202509
1160,CLUSTER 3,CLUSTER 3,16,202509
1168,CLUSTER 3,CLUSTER 3,16,202509
1169,CLUSTER 3,CLUSTER 3,9,202509
1174,CLUSTER 3,CLUSTER 3,14,202509
1186,CLUSTER 3,CLUSTER 3,16,202509
1192,CLUSTER 3,CLUSTER 3,16,202509
1193,CLUSTER 3,CLUSTER 3,16,202509
1196,CLUSTER 3,CLUSTER 3,10,202509
1197,CLUSTER 3,CLUSTER 3,20,202509
1201,CLUSTER 3,CLUSTER 3,24,202509
1204,CLUSTER 3,CLUSTER 3,22,202509
1207,CLUSTER 3,CLUSTER 3,24,202509
1212,CLUSTER 3,CLUSTER 3,22,202509
1215,CLUSTER 3,CLUSTER 3,24,202509
1219,CLUSTER 3,CLUSTER 3,16,202509
1222,CLUSTER 3,CLUSTER 3,26,202509
1227,CLUSTER 3,CLUSTER 3,20,202509
1229,CLUSTER 3,CLUSTER 3,22,202509
1233,CLUSTER 3,CLUSTER 3,16,202509
1237,CLUSTER 3,CLUSTER 3,24,202509
