Market,Store,FZ Turkey LY Ship,FZ Turkey LY Sold,FZ Turkey TY Ship
506,3056,12,13,14
506,3057,5,7,8
506,3107,5,6,6
506,4131,7,7,7
506,4162,3,6,7
506,5146,6,10,10
507,2395,5,5,5
507,2880,9,9,11
507,3340,11,11,10
507,3457,7,7,7
507,3508,9,9,9
507,4390,13,14,15
507,4585,11,10,10
507,4655,5,6,6
507,5093,6,6,7
507,5336,5,5,6
507,5364,7,6,6
507,5840,7,6,6
507,6170,6,6,7
507,6942,8,7,8
508,1981,17,17,18
508,2853,0.5,0.5,0.5
508,5779,16,17,17
509,4431,6,6,5
509,5013,6,5,5
509,5014,3,3,3
509,5393,6,5,6
509,6176,9,7,8
509,6233,3,3,3
509,6243,8,8,7
509,6263,6,5,5
509,6264,7,7,7
509,6586,4,4,4
509,6814,8,8,8
509,6828,8,10,10
509,7205,7,7,8
509,7206,4,3,3
510,2632,9,8,8
510,3314,4,4,4
510,3315,4,5,6
510,3604,6,7,7
510,3844,11,10,10
510,3845,5,5,5
510,3846,6,6,7
510,4218,6,7,8
510,4233,7,5,5
510,4275,6,8,8
510,5257,5,6,7
510,5332,4,4,5
510,5349,4,4,4
510,7320,13,15,17
511,2025,16,15,15
511,2031,1,1,1
511,2119,16,15,15
511,2161,3,3,3
511,2648,4,4,4
511,2989,3,3,3
511,5426,2,2,2
511,5434,4,4,4
512,2486,6,7,7
512,2689,7,6,6
512,3022,7,8,8
512,3023,6,7,7
512,3046,4,5,5
512,3047,11,12,13
512,3123,5,5,6
512,4174,9,9,11
512,5610,4,4,4
512,5611,3,3,3
512,5633,14,13,14
512,5634,11,11,11
512,5635,16,18,17
514,2385,20,22,24
514,2403,20,21,23
514,2516,13,12,12
514,2571,3,3,3
514,3525,25,24,27
514,3794,23,17,18
514,5041,25,24,27
515,2487,4,4,5
515,2826,9,10,10
515,2998,12,10,10
515,3026,5,4,5
515,3131,6,5,5
515,3132,8,9,9
515,3133,12,10,11
515,4762,7,6,6
515,5600,6,7,7
515,5663,9,9,10
515,5689,10,11,11
515,5691,11,12,12
515,8958,5,6,6
516,377,9,9,11
516,2870,4,4,4
516,2887,5,4,4
516,3442,6,6,7
516,3638,7,7,7
516,5367,,,1
516,5383,8,8,9
516,5923,7,5,5
516,7098,6,6,7
516,7137,8,8,7
516,7162,6,6,6
516,7209,9,8,8
516,7218,7,7,8
516,7329,5,6,5
526,3661,24,26,24
526,4105,24,24,20
526,4366,16,19,18
526,4415,38,43,42
526,5108,17,16,15
526,5726,12,11,10
526,5782,14,13,12
526,5960,47,52,54
526,5962,18,17,15
526,6587,21,20,20
526,6813,23,23,25
526,7229,20,18,15
528,2835,3,3,3
528,3449,5,4,4
528,3450,4,3,3
528,4056,3,3,4
528,5224,3,4,4
528,5226,3,2,2
528,5290,5,5,5
528,5490,4,5,5
528,5715,10,10,10
528,6098,7,5,5
528,6159,9,9,9
528,6459,5,5,5
528,6786,6,6,6
528,6850,8,8,9
528,7220,4,4,4
528,7311,3,3,3
533,2393,7,7,7
533,2394,6,6,6
533,2875,7,8,8
533,2876,6,6,6
533,2877,7,7,7
533,2878,9,10,11
533,2984,10,10,11
533,3202,8,6,6
533,3275,9,9,8
533,3327,5,5,4
533,3615,4,5,5
533,3637,8,8,8
533,5286,6,6,5
533,5314,6,5,5
533,5323,7,7,6
533,5805,7,7,6
533,5863,6,6,6
533,7308,5,4,3
534,2685,0.5,0.5,0.5
534,2686,7,7,8
534,2741,5,6,6
534,2742,5,4,4
534,3164,0.5,0.5,0.5
534,3479,4,4,4
534,3654,6,8,8
534,4375,3,3,4
534,4376,5,6,6
534,4686,6,6,6
534,5738,4,4,5
534,5837,5,6,6
534,6953,7,7,7
537,2744,6,5,6
537,2745,6,6,7
537,3168,7,8,9
537,3723,5,5,6
537,4128,9,9,9
537,4516,8,6,7
537,4579,7,8,8
537,5737,4,4,4
537,5789,7,7,8
537,5790,10,9,9
537,6960,6,7,7
537,7242,6,7,7
537,7317,15,17,17
538,2839,3,4,4
538,3062,5,6,7
538,3111,5,6,7
538,3238,6,8,9
538,4057,7,7,8
538,4470,7,7,8
538,4478,10,10,10
538,5692,6,7,8
538,5693,6,7,8
538,5791,6,6,6
538,6971,6,6,7
538,7072,8,9,9
538,7127,14,15,17
541,3727,6,6,6
541,3736,8,9,8
541,4048,6,7,7
541,4659,2,2,2
541,5125,6,5,5
541,5310,5,5,5
541,5327,5,5,6
541,5328,5,5,5
541,5773,5,5,4
541,7233,6,5,5
541,7241,5,5,5
541,7262,3,2,3
542,2919,3,4,4
542,2940,7,7,7
542,3743,6,6,6
542,3745,5,4,5
542,3746,5,5,5
542,3752,8,7,6
542,4114,5,5,6
542,4193,4,3,3
542,4367,5,5,6
542,4371,7,6,7
542,4373,5,5,5
542,4577,0.5,0.5,0.5
542,4605,5,5,6
542,4674,6,5,5
542,5204,5,5,6
542,5700,3,2,2
543,3042,9,9,11
543,3703,7,8,9
543,4586,7,6,5
543,5081,10,11,11
543,5102,4,3,4
543,5464,4,4,4
543,5722,9,6,7
543,5774,8,8,9
543,5776,7,7,7
543,5832,7,8,8
543,6165,6,7,7
543,6166,7,7,7
543,6323,16,21,24
543,6577,9,9,10
543,6588,8,9,9
543,6849,6,4,5
543,7099,6,6,6
544,3184,3,3,3
544,3424,6,5,5
544,3990,5,6,6
544,4189,5,4,4
544,4504,4,3,4
544,4580,3,3,3
544,4672,5,4,4
544,4673,3,2,3
544,4691,4,5,5
544,4756,5,6,7
544,5062,5,4,4
544,5100,3,2,2
544,5248,5,5,5
544,5256,4,4,5
544,5459,6,6,7
545,4210,5,5,6
545,4357,10,7,7
545,4582,5,5,4
545,4648,4,3,3
545,4657,3,3,3
545,5098,6,6,6
545,5623,4,4,4
545,5653,0.5,0.5,0.5
545,5740,6,6,5
545,5744,12,8,9
545,5769,9,9,10
545,5771,4,4,4
545,6531,10,7,7
545,7601,0,0,6
546,840,6,7,7
546,920,8,8,9
546,2773,9,9,8
546,2801,6,4,4
546,2858,5,5,6
546,4421,4,5,5
546,4426,11,11,10
546,4517,8,7,6
546,4527,9,8,7
546,5198,7,4,4
546,5903,9,9,10
546,5907,5,5,6
546,6732,8,7,8
548,2391,10,11,10
548,3013,6,7,8
548,3161,5,5,5
548,3414,7,6,6
548,4141,5,6,7
548,4434,12,12,12
548,4667,7,4,5
548,5221,6,7,7
548,5654,5,6,6
548,5670,5,6,7
548,5831,6,6,6
548,5876,5,5,6
548,6207,9,10,11
549,525,6,5,5
549,2944,8,7,7
549,3606,10,9,9
549,3629,9,8,8
549,3862,7,8,8
549,4561,5,5,5
549,5005,7,8,7
549,5816,7,6,6
549,5817,8,8,9
549,5818,7,4,5
549,5819,9,10,9
549,5820,12,14,10
549,6398,6,7,7
550,2590,5,5,5
550,3050,6,6,7
550,3098,8,6,7
550,3144,11,10,11
550,3145,5,4,4
550,3146,5,4,4
550,3178,12,12,11
550,4178,4,4,5
550,4757,16,15,16
550,5627,8,8,8
550,5678,7,7,7
550,5993,6,7,8
550,5994,5,5,5
551,3084,8,8,9
551,3099,6,6,6
551,3101,6,7,7
551,4134,6,6,6
551,4169,11,10,10
551,5008,6,7,6
551,5601,6,6,7
551,5603,4,5,6
551,5637,4,4,4
551,5638,0.5,0.5,0.5
551,5640,5,4,4
551,5661,7,7,7
551,5684,19,19,21
552,2468,10,9,9
552,3090,4,4,4
552,4127,5,5,4
552,4759,6,5,4
552,5007,7,8,7
552,5606,8,7,7
552,5608,7,8,8
552,5609,13,14,14
552,5683,13,11,11
552,5979,12,12,12
552,5980,0.5,0.5,0.5
552,5981,7,8,7
552,5982,9,7,8
553,1511,22,23,26
553,1590,14,15,17
553,1996,56,62,70
553,3163,16,18,18
553,3235,26,27,30
553,3311,28,93,119
553,3397,38,39,37
553,4303,50,32,32
554,3069,0.5,0.5,0.5
554,3070,3,3,3
554,3071,3,2,2
554,3072,3,3,4
554,3074,3,2,3
554,3619,4,3,3
554,3635,5,6,6
554,4528,9,8,10
554,4692,5,5,6
554,5143,4,5,5
554,5188,3,3,4
554,5267,2,2,3
554,5815,2,2,2
557,3094,3,3,3
557,3988,8,8,8
557,4100,5,5,5
557,4180,8,7,8
557,4494,9,9,9
557,4700,7,5,5
557,4706,6,5,5
557,5109,6,6,6
557,5110,7,6,6
557,5205,8,7,8
557,5206,8,8,9
557,7043,8,6,6
557,7168,6,6,6
558,1807,14,13,14
558,1869,0.5,0.5,0.5
558,2040,8,9,10
558,2871,14,11,12
558,3422,12,8,8
558,4456,9,10,11
558,5944,10,10,12
559,3617,6,6,6
559,3817,5,5,5
559,4159,5,5,6
559,4565,10,10,11
559,5255,5,6,6
559,5265,10,12,10
559,5741,7,5,6
559,5760,6,7,6
559,5846,5,6,6
559,5875,9,7,7
559,5988,7,7,8
559,6149,8,8,8
559,6548,5,4,4
561,2397,7,8,8
561,2433,4,3,3
561,2975,8,8,8
561,2976,6,6,7
561,2977,5,5,5
561,3015,13,12,13
561,3204,4,4,5
561,3530,5,5,6
561,3870,6,6,6
561,4046,5,4,3
561,5021,5,6,6
561,5824,10,9,10
561,7224,9,5,6
561,7232,5,5,4
561,7240,5,6,6
562,3452,4,3,4
562,3509,10,8,7
562,3542,9,8,8
562,3579,4,6,7
562,4465,5,5,4
562,4466,15,8,8
562,4468,4,4,3
562,4618,5,5,5
562,5094,5,4,4
562,5353,7,7,8
562,6583,9,9,9
562,6590,10,11,11
562,7309,6,6,7
562,7357,6,7,6
562,7361,7,7,7
566,2488,6,8,8
566,3185,5,5,5
566,4188,4,4,5
566,4469,7,9,7
566,4589,9,8,9
566,4591,4,4,5
566,5059,14,16,17
566,5107,6,6,6
566,5119,1,3,3
566,5148,5,4,4
566,5182,3,4,5
566,5716,5,6,7
566,5925,6,4,4
566,7342,8,9,9
569,413,8,9,10
569,456,52,56,61
569,595,37,41,45
569,1000,42,46,48
569,1041,26,26,28
569,1296,25,18,18
569,2763,27,30,32
569,2765,25,23,27
569,4112,36,36,40
569,5808,18,17,19
570,2451,11,12,12
570,3317,13,11,11
570,3385,15,15,16
570,3512,11,11,10
570,3517,12,12,13
570,4464,7,8,8
570,4676,14,15,16
570,5675,8,8,8
570,5702,5,3,4
570,7349,6,6,6
570,7362,7,7,7
577,3159,18,16,18
577,3520,33,34,41
577,3795,20,22,24
577,5752,21,24,29
580,492,19,21,20
580,566,25,28,23
580,870,14,15,17
580,1002,19,20,20
580,1026,18,19,19
580,1162,16,16,16
580,1371,16,16,16
580,1783,19,18,18
580,2563,11,11,10
580,4216,16,17,17
581,1645,23,23,23
581,1826,20,23,23
581,1877,3,3,4
581,1882,16,18,18
581,2536,2,2,2
581,5215,16,16,17
581,5394,20,23,23
581,5859,10,10,10
581,5956,15,16,17
582,1572,38,41,42
582,1768,20,17,16
582,1827,17,7,6
582,2511,23,25,23
582,3208,19,21,23
582,4068,16,18,18
582,4438,17,18,19
582,4689,10,11,12
582,4696,12,12,11
582,5167,21,23,26
582,5270,16,18,18
583,259,25,23,23
583,789,23,23,23
583,1055,20,21,21
583,1800,16,20,20
583,3224,15,17,17
583,3225,25,26,26
583,5823,9,10,11
583,5987,17,18,22
583,8930,9,10,10
585,2223,16,19,21
585,2293,7,8,8
585,2752,14,15,15
585,3533,14,15,14
585,3824,19,19,19
585,4734,14,14,16
585,5957,12,9,10
