Store,Received as a PDQ IDFEATWK50,Received as a Sidekick SKFEATWK51,Sum of Total Cost Charged,Sum of Total Retail charged
3420,1,,-116.34,-359.64
3422,1,1,-375.85,-1019.1
3425,,1,-259.51,-659.46
3427,,1,-259.51,-659.46
3428,,1,-259.51,-659.46
3429,1,1,-375.85,-1019.1
3430,,1,-259.51,-659.46
3431,,1,-259.51,-659.46
3432,,1,-259.51,-659.46
3433,1,1,-375.85,-1019.1
3434,1,1,-375.85,-1019.1
3436,1,1,-375.85,-1019.1
3439,,1,-259.51,-659.46
3443,1,1,-375.85,-1019.1
3445,1,1,-375.85,-1019.1
3447,1,1,-375.85,-1019.1
3453,,1,-259.51,-659.46
3454,,1,-259.51,-659.46
3455,1,,-116.34,-359.64
3460,,1,-259.51,-659.46
3461,,1,-259.51,-659.46
3462,,1,-259.51,-659.46
3464,1,1,-375.85,-1019.1
3465,,1,-259.51,-659.46
3469,1,1,-375.85,-1019.1
3471,,1,-259.51,-659.46
3472,1,1,-375.85,-1019.1
3474,,1,-259.51,-659.46
3475,1,,-116.34,-359.64
3476,1,1,-375.85,-1019.1
3477,1,1,-375.85,-1019.1
3480,1,1,-375.85,-1019.1
3481,1,1,-375.85,-1019.1
3483,1,1,-375.85,-1019.1
3484,,1,-259.51,-659.46
3486,1,1,-375.85,-1019.1
3487,1,,-116.34,-359.64
3488,1,,-116.34,-359.64
3489,1,1,-375.85,-1019.1
3490,1,1,-375.85,-1019.1
3491,,1,-259.51,-659.46
3492,1,1,-375.85,-1019.1
3493,1,,-116.34,-359.64
3494,1,1,-375.85,-1019.1
3495,1,,-116.34,-359.64
3497,1,,-116.34,-359.64
3498,,1,-259.51,-659.46
3499,1,1,-375.85,-1019.1
3500,,1,-259.51,-659.46
3501,1,,-116.34,-359.64
3502,2,1,-599.71,-1378.74
3503,,1,-259.51,-659.46
3505,,1,-259.51,-659.46
3510,1,1,-375.85,-1019.1
3511,1,1,-375.85,-1019.1
3513,1,,-116.34,-359.64
3514,1,1,-375.85,-1019.1
3515,1,,-116.34,-359.64
3516,1,1,-375.85,-1019.1
3518,,1,-259.51,-659.46
3520,1,,-116.34,-359.64
3522,1,1,-375.85,-1019.1
3523,1,1,-375.85,-1019.1
3524,1,1,-375.85,-1019.1
3525,,1,-259.51,-659.46
3526,1,,-116.34,-359.64
3527,,1,-259.51,-659.46
3528,1,,-116.34,-359.64
3529,2,,-340.2,-719.28
3531,1,1,-375.85,-1019.1
3533,2,1,-599.71,-1378.74
3534,1,,-116.34,-359.64
3535,1,1,-375.85,-1019.1
3537,1,,-116.34,-359.64
3538,,1,-259.51,-659.46
3541,1,1,-375.85,-1019.1
3543,1,1,-375.85,-1019.1
3544,,1,-259.51,-659.46
3545,,1,-259.51,-659.46
3546,1,1,-375.85,-1019.1
3547,,1,-259.51,-659.46
3548,1,1,-375.85,-1019.1
3549,1,1,-375.85,-1019.1
3560,1,1,-375.85,-1019.1
3561,1,,-116.34,-359.64
3563,,1,-259.51,-659.46
3564,1,1,-375.85,-1019.1
3566,2,1,-599.71,-1378.74
3567,,1,-259.51,-659.46
3568,1,1,-375.85,-1019.1
3570,1,1,-375.85,-1019.1
3571,2,,-340.2,-719.28
3572,,1,-259.51,-659.46
3573,1,,-116.34,-359.64
3580,1,1,-375.85,-1019.1
3581,1,1,-375.85,-1019.1
3582,2,1,-599.71,-1378.74
3583,1,1,-375.85,-1019.1
3584,,1,-259.51,-659.46
3585,,1,-259.51,-659.46
3587,1,2,-797.99,-1678.56
3588,1,,-116.34,-359.64
3589,,1,-259.51,-659.46
3590,,1,-259.51,-659.46
3591,,1,-259.51,-659.46
3595,1,1,-370.03,-1019.1
3597,,1,-259.51,-659.46
3598,1,,-116.34,-359.64
3601,,1,-259.51,-659.46
3602,1,,-116.34,-359.64
3607,,1,-259.51,-659.46
3608,1,,-116.34,-359.64
3609,1,1,-375.85,-1019.1
3611,,1,-259.51,-659.46
3612,1,1,-375.85,-1019.1
3616,,1,-259.51,-659.46
3623,,1,-259.51,-659.46
3624,1,1,-375.85,-1019.1
3625,,1,-259.51,-659.46
3630,,1,-259.51,-659.46
3631,1,,-116.34,-359.64
3632,,1,-259.51,-659.46
3633,1,1,-375.85,-1019.1
3634,1,1,-375.85,-1019.1
3639,1,1,-375.85,-1019.1
3640,,1,-259.51,-659.46
3641,1,1,-375.85,-1019.1
3643,1,1,-375.85,-1019.1
3644,1,,-116.34,-359.64
3645,,1,-259.51,-659.46
3648,,1,-259.51,-659.46
3652,1,2,-797.99,-1678.56
3658,,1,-259.51,-659.46
3659,1,1,-375.85,-1019.1
3660,1,1,-375.85,-1019.1
3700,1,1,-375.85,-1019.1
3701,,1,-259.51,-659.46
3702,1,1,-375.85,-1019.1
3705,1,1,-375.85,-1019.1
3708,1,2,-797.99,-1678.56
3709,,1,-259.51,-659.46
3710,,1,-259.51,-659.46
3712,1,2,-797.99,-1678.56
3717,1,1,-375.85,-1019.1
3720,1,,-116.34,-359.64
3722,1,1,-375.85,-1019.1
3726,1,1,-375.85,-1019.1
3728,,1,-259.51,-659.46
3729,,2,-681.65,-1318.92
3730,,1,-259.51,-659.46
3732,,1,-259.51,-659.46
3733,1,1,-375.85,-1019.1
3734,1,1,-375.85,-1019.1
3738,,1,-259.51,-659.46
3739,1,1,-375.85,-1019.1
3741,,1,-259.51,-659.46
3742,,1,-259.51,-659.46
3747,2,,-340.2,-719.28
3748,,1,-259.51,-659.46
3749,2,,-340.2,-719.28
3750,,1,-259.51,-659.46
3751,,1,-259.51,-659.46
3754,,1,-259.51,-659.46
3757,1,1,-375.85,-1019.1
3758,1,1,-375.85,-1019.1
3760,1,1,-375.85,-1019.1
3761,1,,-116.34,-359.64
3762,,1,-259.51,-659.46
3763,,1,-259.51,-659.46
3764,,1,-259.51,-659.46
3765,1,1,-375.85,-1019.1
3768,1,1,-375.85,-1019.1
3771,,1,-259.51,-659.46
3772,1,1,-375.85,-1019.1
3773,,1,-259.51,-659.46
3774,1,1,-375.85,-1019.1
3777,,1,-259.51,-659.46
3778,,1,-259.51,-659.46
3780,1,,-116.34,-359.64
3781,1,,-223.86,-359.64
3782,,1,-259.51,-659.46
3783,1,1,-375.85,-1019.1
3784,2,,-340.2,-719.28
3785,,1,-259.51,-659.46
3786,1,1,-375.85,-1019.1
3789,,1,-259.51,-659.46
3790,,1,-259.51,-659.46
3791,1,1,-375.85,-1019.1
3792,1,1,-375.85,-1019.1
3794,1,1,-375.85,-1019.1
3795,1,1,-375.85,-1019.1
3796,1,1,-375.85,-1019.1
3799,1,1,-375.85,-1019.1
3801,1,1,-375.85,-1019.1
3802,1,,-116.34,-359.64
3803,,1,-259.51,-659.46
3804,1,,-116.34,-359.64
3806,1,1,-375.85,-1019.1
3807,,1,-259.51,-659.46
3810,1,1,-375.85,-1019.1
3823,,1,-259.51,-659.46
3824,2,1,-599.71,-1378.74
3826,,1,-259.51,-659.46
3827,,1,-259.51,-659.46
3828,,1,-259.51,-659.46
3830,1,,-116.34,-359.64
3831,1,1,-375.85,-1019.1
3833,,1,-259.51,-659.46
3835,,1,-259.51,-659.46
3837,1,1,-375.85,-1019.1
3838,1,1,-375.85,-1019.1
3840,1,1,-375.85,-1019.1
3842,1,1,-375.85,-1019.1
3843,1,,-116.34,-359.64
3847,,1,-259.51,-659.46
3848,,1,-259.51,-659.46
3850,1,,-116.34,-359.64
3851,,1,-259.51,-659.46
3852,1,,-116.34,-359.64
3853,,1,-259.51,-659.46
3857,1,,-116.34,-359.64
3858,,1,-259.51,-659.46
3860,1,1,-375.85,-1019.1
3861,,1,-259.51,-659.46
3864,1,1,-375.85,-1019.1
3867,,1,-259.51,-659.46
3868,,1,-259.51,-659.46
3869,1,,-116.34,-359.64
3872,2,1,-599.71,-1378.74
3874,,1,-259.51,-659.46
3875,1,1,-375.85,-1019.1
3876,,1,-259.51,-659.46
3884,1,,-116.34,-359.64
3886,,1,-259.51,-659.46
3887,,1,-259.51,-659.46
3889,1,1,-375.85,-1019.1
3891,,1,-259.51,-659.46
3893,1,1,-375.85,-1019.1
3894,3,1,-823.57,-1738.38
3896,,1,-259.51,-659.46
3897,1,,-116.34,-359.64
3912,,1,-259.51,-659.46
3947,1,,-116.34,-359.64
4049,,1,-259.51,-659.46
4055,,1,-259.51,-659.46
4063,,1,-259.51,-659.46
4064,1,1,-375.85,-1019.1
4065,1,1,-375.85,-1019.1
4101,,1,-259.51,-659.46
4103,,1,-259.51,-659.46
4108,1,1,-375.85,-1019.1
4111,,1,-259.51,-659.46
4112,,1,-259.51,-659.46
4115,,1,-259.51,-659.46
4130,,1,-259.51,-659.46
4131,,1,-259.51,-659.46
4132,1,1,-375.85,-1019.1
4137,1,1,-375.85,-1019.1
4153,1,1,-375.85,-1019.1
4156,,1,-259.51,-659.46
4162,1,1,-375.85,-1019.1
4163,,1,-259.51,-659.46
4164,,1,-259.51,-659.46
4165,,1,-259.51,-659.46
4166,1,1,-375.85,-1019.1
4168,,1,-259.51,-659.46
4176,1,,-116.34,-359.64
4183,,1,-259.51,-659.46
4185,,1,-259.51,-659.46
4187,1,1,-375.85,-1019.1
4191,1,1,-375.85,-1019.1
4194,,1,-259.51,-659.46
4195,,1,-259.51,-659.46
4200,,1,-259.51,-659.46
4202,1,2,-797.99,-1678.56
4203,,1,-259.51,-659.46
4209,,1,-259.51,-659.46
4215,,1,-259.51,-659.46
4216,1,,-223.86,-359.64
4219,,1,-259.51,-659.46
4221,1,,-116.34,-359.64
4223,1,,-116.34,-359.64
4224,1,1,-375.85,-1019.1
4226,1,1,-375.85,-1019.1
4230,,1,-259.51,-659.46
4231,1,1,-375.85,-1019.1
4232,,1,-259.51,-659.46
4235,3,,-564.06,-1078.92
4237,1,1,-375.85,-1019.1
4238,,1,-259.51,-659.46
4239,,2,-681.65,-1318.92
4240,,1,-259.51,-659.46
4241,1,1,-375.85,-1019.1
4243,1,1,-375.85,-1019.1
4244,1,1,-375.85,-1019.1
4246,,1,-259.51,-659.46
4247,1,1,-375.85,-1019.1
4249,1,,-116.34,-359.64
4250,1,1,-375.85,-1019.1
4253,1,,-116.34,-359.64
4255,1,1,-375.85,-1019.1
4256,,1,-259.51,-659.46
4257,1,1,-375.85,-1019.1
4258,1,1,-375.85,-1019.1
4259,,1,-259.51,-659.46
4260,,1,-259.51,-659.46
4262,1,1,-375.85,-1019.1
4272,1,,-116.34,-359.64
4273,1,1,-375.85,-1019.1
4274,1,1,-375.85,-1019.1
4276,1,1,-375.85,-1019.1
4277,,1,-259.51,-659.46
4279,,1,-259.51,-659.46
4283,,1,-259.51,-659.46
4285,1,1,-375.85,-1019.1
4286,,1,-259.51,-659.46
4288,2,1,-599.71,-1378.74
4298,,1,-259.51,-659.46
4299,,1,-259.51,-659.46
4303,,1,-259.51,-659.46
4309,1,2,-797.99,-1678.56
4317,1,1,-375.85,-1019.1
4318,1,1,-375.85,-1019.1
4321,,1,-259.51,-659.46
4322,1,1,-375.85,-1019.1
4323,,1,-259.51,-659.46
4325,1,1,-375.85,-1019.1
4330,1,1,-375.85,-1019.1
4332,1,1,-375.85,-1019.1
4333,1,1,-375.85,-1019.1
4334,1,,-116.34,-359.64
4335,,1,-259.51,-659.46
4336,,1,-259.51,-659.46
4337,1,,-116.34,-359.64
4340,1,1,-375.85,-1019.1
4341,1,1,-375.85,-1019.1
4348,1,1,-375.85,-1019.1
4350,1,1,-375.85,-1019.1
4352,,1,-259.51,-659.46
4356,,1,-259.51,-659.46
4358,1,1,-375.85,-1019.1
4365,,1,-259.51,-659.46
4368,,1,-259.51,-659.46
4370,,2,-681.65,-1318.92
4372,1,1,-375.85,-1019.1
4374,1,1,-375.85,-1019.1
4377,,1,-259.51,-659.46
4378,1,,-116.34,-359.64
4381,1,1,-375.85,-1019.1
4383,1,,-116.34,-359.64
4384,1,1,-375.85,-1019.1
4387,1,1,-375.85,-1019.1
4389,1,1,-375.85,-1019.1
4392,1,,-116.34,-359.64
4393,1,2,-797.99,-1678.56
4394,,1,-259.51,-659.46
4395,,1,-259.51,-659.46
4399,1,1,-375.85,-1019.1
4403,1,,-116.34,-359.64
4404,1,1,-375.85,-1019.1
4405,,1,-259.51,-659.46
4407,,1,-259.51,-659.46
4409,,1,-259.51,-659.46
4410,,1,-259.51,-659.46
4412,,1,-259.51,-659.46
4416,1,1,-375.85,-1019.1
4417,3,,-564.06,-1078.92
4420,,1,-259.51,-659.46
4424,1,1,-375.85,-1019.1
4427,,1,-259.51,-659.46
4428,1,,-116.34,-359.64
4430,,1,-259.51,-659.46
4435,1,1,-375.85,-1019.1
4438,1,1,-375.85,-1019.1
4439,1,1,-375.85,-1019.1
4440,1,,-116.34,-359.64
4444,,1,-259.51,-659.46
4450,,1,-259.51,-659.46
4451,,1,-259.51,-659.46
4456,1,1,-375.85,-1019.1
4457,1,1,-375.85,-1019.1
4459,1,1,-375.85,-1019.1
4460,1,,-116.34,-359.64
4461,,1,-259.51,-659.46
4472,1,1,-375.85,-1019.1
4475,1,1,-375.85,-1019.1
4476,1,,-116.34,-359.64
4479,1,1,-375.85,-1019.1
4482,1,1,-375.85,-1019.1
4483,1,1,-375.85,-1019.1
4484,1,1,-375.85,-1019.1
4487,1,1,-375.85,-1019.1
4488,,1,-259.51,-659.46
4497,1,1,-375.85,-1019.1
4499,1,1,-375.85,-1019.1
4501,1,,-116.34,-359.64
4503,,1,-259.51,-659.46
4506,1,1,-375.85,-1019.1
4508,,1,-259.51,-659.46
4509,1,1,-375.85,-1019.1
4511,1,,-116.34,-359.64
4512,,1,-259.51,-659.46
4514,1,1,-375.85,-1019.1
4520,,1,-259.51,-659.46
4521,1,1,-375.85,-1019.1
4526,,1,-259.51,-659.46
4529,,1,-259.51,-659.46
4531,,1,-259.51,-659.46
4533,1,1,-375.85,-1019.1
4538,1,1,-375.85,-1019.1
4540,1,,-116.34,-359.64
4543,,1,-259.51,-659.46
4553,1,1,-375.85,-1019.1
4557,1,1,-375.85,-1019.1
4564,,1,-259.51,-659.46
4567,2,1,-599.71,-1378.74
4568,1,,-116.34,-359.64
4569,,1,-259.51,-659.46
4570,1,,-116.34,-359.64
4574,1,,-116.34,-359.64
4581,,1,-259.51,-659.46
4583,,1,-259.51,-659.46
4588,,1,-259.51,-659.46
4590,1,1,-375.85,-1019.1
4593,1,,-116.34,-359.64
4594,1,1,-375.85,-1019.1
4597,1,1,-375.85,-1019.1
4599,2,,-340.2,-719.28
4600,1,,-116.34,-359.64
4601,,1,-259.51,-659.46
4609,2,,-447.72,-719.28
4611,1,1,-375.85,-1019.1
4612,1,1,-375.85,-1019.1
4615,1,1,-375.85,-1019.1
4616,1,,-116.34,-359.64
4623,1,1,-375.85,-1019.1
4627,,1,-259.51,-659.46
4631,,1,-259.51,-659.46
4635,1,,-116.34,-359.64
4636,1,1,-375.85,-1019.1
4637,,1,-259.51,-659.46
4638,1,1,-375.85,-1019.1
4639,,1,-259.51,-659.46
4641,,1,-259.51,-659.46
4643,1,,-116.34,-359.64
4644,1,,-116.34,-359.64
4653,,1,-259.51,-659.46
4660,1,1,-375.85,-1019.1
4664,1,1,-375.85,-1019.1
4677,1,1,-375.85,-1019.1
4678,,1,-259.51,-659.46
4679,1,,-116.34,-359.64
4681,,1,-259.51,-659.46
4682,1,1,-375.85,-1019.1
4689,1,1,-375.85,-1019.1
4690,1,,-116.34,-359.64
4696,,1,-259.51,-659.46
4697,1,1,-375.85,-1019.1
4699,,1,-259.51,-659.46
4734,2,1,-599.71,-1378.74
4849,1,1,-375.85,-1019.1
4865,,1,-259.51,-659.46
5003,,1,-259.51,-659.46
5012,1,1,-375.85,-1019.1
5022,,1,-259.51,-659.46
5023,1,1,-375.85,-1019.1
5025,1,1,-375.85,-1019.1
5027,1,,-116.34,-359.64
5028,1,1,-375.85,-1019.1
5029,1,1,-375.85,-1019.1
5030,1,1,-375.85,-1019.1
5032,1,1,-375.85,-1019.1
5033,2,,-340.2,-719.28
5034,,1,-259.51,-659.46
5035,,1,-259.51,-659.46
5036,,1,-259.51,-659.46
5037,,1,-259.51,-659.46
5038,,1,-259.51,-659.46
5039,1,1,-375.85,-1019.1
5040,1,,-116.34,-359.64
5041,1,1,-375.85,-1019.1
5044,,1,-259.51,-659.46
5045,,1,-259.51,-659.46
5046,1,1,-375.85,-1019.1
5047,1,1,-375.85,-1019.1
5048,1,1,-375.85,-1019.1
5049,,1,-259.51,-659.46
5051,2,,-340.2,-719.28
5055,,1,-259.51,-659.46
5057,1,1,-375.85,-1019.1
5058,1,1,-375.85,-1019.1
5060,1,1,-375.85,-1019.1
5063,1,1,-375.85,-1019.1
5064,1,,-116.34,-359.64
5065,1,1,-375.85,-1019.1
5066,1,1,-375.85,-1019.1
5070,,1,-259.51,-659.46
5072,1,1,-375.85,-1019.1
5073,1,,-116.34,-359.64
5075,1,1,-375.85,-1019.1
5076,1,,-116.34,-359.64
5077,1,,-116.34,-359.64
5078,1,1,-375.85,-1019.1
5079,,1,-259.51,-659.46
5080,1,1,-375.85,-1019.1
5082,1,1,-375.85,-1019.1
5083,1,1,-375.85,-1019.1
5085,1,1,-375.85,-1019.1
5087,1,1,-375.85,-1019.1
5088,,1,-259.51,-659.46
5089,,1,-259.51,-659.46
5090,1,,-116.34,-359.64
5091,,1,-259.51,-659.46
5092,,1,-259.51,-659.46
5095,,1,-259.51,-659.46
5096,1,1,-375.85,-1019.1
5097,1,,-116.34,-359.64
5099,2,1,-599.71,-1378.74
5101,,1,-259.51,-659.46
5103,1,,-116.34,-359.64
5104,1,,-116.34,-359.64
5105,1,1,-375.85,-1019.1
5113,1,1,-375.85,-1019.1
5116,,1,-259.51,-659.46
5117,1,,-116.34,-359.64
5118,1,1,-375.85,-1019.1
5123,2,1,-599.71,-1378.74
5124,,1,-259.51,-659.46
5126,1,1,-375.85,-1019.1
5127,1,,-116.34,-359.64
5129,,1,-259.51,-659.46
5130,1,,-116.34,-359.64
5131,1,,-116.34,-359.64
5133,1,2,-797.99,-1678.56
5134,1,1,-375.85,-1019.1
5136,1,2,-797.99,-1678.56
5137,2,1,-599.71,-1378.74
5139,1,2,-797.99,-1678.56
5140,,1,-259.51,-659.46
5141,1,1,-375.85,-1019.1
5142,1,1,-375.85,-1019.1
5145,,1,-259.51,-659.46
5146,,1,-259.51,-659.46
5147,1,,-116.34,-359.64
5151,1,,-116.34,-359.64
5152,1,,-116.34,-359.64
5154,1,,-116.34,-359.64
5156,1,1,-375.85,-1019.1
5157,,1,-259.51,-659.46
5159,1,1,-375.85,-1019.1
5160,1,1,-375.85,-1019.1
5162,1,1,-375.85,-1019.1
5172,,1,-259.51,-659.46
5173,,1,-259.51,-659.46
5174,1,1,-375.85,-1019.1
5175,,1,-259.51,-659.46
5178,1,1,-375.85,-1019.1
5184,1,,-116.34,-359.64
5185,1,1,-375.85,-1019.1
5186,,1,-259.51,-659.46
5189,1,1,-375.85,-1019.1
5190,,1,-259.51,-659.46
5191,,1,-259.51,-659.46
5192,1,2,-797.99,-1678.56
5193,1,1,-375.85,-1019.1
5195,1,1,-375.85,-1019.1
5196,1,1,-375.85,-1019.1
5197,1,1,-375.85,-1019.1
5199,1,1,-375.85,-1019.1
5200,1,,-116.34,-359.64
5201,,1,-259.51,-659.46
5202,1,,-116.34,-359.64
5203,1,1,-375.85,-1019.1
5210,1,1,-375.85,-1019.1
5211,,1,-259.51,-659.46
5214,,1,-259.51,-659.46
5215,1,1,-375.85,-1019.1
5218,,1,-259.51,-659.46
5219,1,,-116.34,-359.64
5220,1,,-116.34,-359.64
5227,,1,-259.51,-659.46
5228,1,1,-375.85,-1019.1
5229,1,1,-375.85,-1019.1
5231,1,,-116.34,-359.64
5232,2,,-340.2,-719.28
5233,,1,-259.51,-659.46
5235,1,,-116.34,-359.64
5236,,1,-259.51,-659.46
5239,1,,-116.34,-359.64
5240,1,,-116.34,-359.64
5241,1,1,-375.85,-1019.1
5242,1,1,-375.85,-1019.1
5244,1,1,-375.85,-1019.1
5245,1,1,-375.85,-1019.1
5246,,1,-259.51,-659.46
5247,,1,-259.51,-659.46
5250,1,1,-375.85,-1019.1
5251,,1,-259.51,-659.46
5252,,1,-259.51,-659.46
5253,1,1,-375.85,-1019.1
5254,1,1,-375.85,-1019.1
5260,1,1,-375.85,-1019.1
5261,1,1,-375.85,-1019.1
5262,1,1,-375.85,-1019.1
5263,1,1,-375.85,-1019.1
5264,,1,-259.51,-659.46
5266,,1,-259.51,-659.46
5272,1,1,-375.85,-1019.1
5273,1,1,-375.85,-1019.1
5274,1,,-116.34,-360
5275,,1,-259.51,-659.46
5276,,1,-259.51,-659.46
5278,1,1,-375.85,-1019.1
5280,1,1,-375.85,-1019.1
5281,1,1,-375.85,-1019.1
5282,1,,-116.34,-359.64
5285,1,1,-375.85,-1019.1
5287,,1,-259.51,-659.46
5292,1,1,-375.85,-1019.1
5293,1,,-116.34,-359.64
5294,1,1,-375.85,-1019.1
5296,,1,-259.51,-659.46
5298,1,1,-375.85,-1019.1
5299,,1,-259.51,-659.46
5300,1,1,-375.85,-1019.1
5301,,1,-259.51,-659.46
5303,,1,-259.51,-659.46
5305,,1,-259.51,-659.46
5307,,1,-259.51,-659.46
5309,1,,-116.34,-359.64
5311,,1,-259.51,-659.46
5312,,1,-259.51,-659.46
5313,2,,-340.2,-719.28
5316,,1,-259.51,-659.46
5317,,1,-259.51,-659.46
5319,,1,-259.51,-659.46
5320,1,1,-375.85,-1019.1
5326,1,1,-375.85,-1019.1
5329,,1,-259.51,-659.46
5331,1,1,-375.85,-1019.1
5334,2,,-340.2,-719.28
5335,1,1,-375.85,-1019.1
5337,1,1,-375.85,-1019.1
5338,1,,-116.34,-359.64
5339,1,1,-375.85,-1019.1
5340,1,1,-375.85,-1019.1
5341,2,,-340.2,-719.28
5342,,1,-259.51,-659.46
5343,1,1,-375.85,-1019.1
5344,1,1,-375.85,-1019.1
5346,1,1,-375.85,-1019.1
5347,,1,-259.51,-659.46
5348,1,,-116.34,-359.64
5350,,1,-259.51,-659.46
5352,,1,-259.51,-659.46
5355,1,1,-375.85,-1019.1
5356,1,,-116.34,-359.64
5358,1,1,-375.85,-1019.1
5359,,1,-259.51,-659.46
5360,,1,-259.51,-659.46
5361,1,1,-375.85,-1019.1
5363,,1,-259.51,-659.46
5368,1,,-116.34,-359.64
5369,,1,-259.51,-659.46
5370,2,1,-599.71,-1378.74
5374,1,1,-375.85,-1019.1
5376,1,1,-375.85,-1019.1
5379,1,,-116.34,-359.64
5381,1,,-116.34,-359.64
5384,1,1,-375.85,-1019.1
5385,1,1,-375.85,-1019.1
5386,,1,-259.51,-659.46
5387,1,1,-375.85,-1019.1
5388,,1,-259.51,-659.46
5389,,1,-259.51,-659.46
5390,,1,-259.51,-659.46
5391,,1,-259.51,-659.46
5394,,1,-259.51,-659.46
5396,1,,-116.34,-359.64
5397,,1,-259.51,-659.46
5398,,1,-259.51,-659.46
5399,,1,-259.51,-659.46
5403,,1,-259.51,-659.46
5409,1,1,-375.85,-1019.1
5410,,1,-259.51,-659.46
5411,,1,-259.51,-659.46
5414,1,1,-375.85,-1019.1
5416,,1,-259.51,-659.46
5419,,1,-259.51,-659.46
5420,,1,-259.51,-659.46
5422,,1,-259.51,-659.46
5424,1,2,-797.99,-1678.56
5425,1,1,-375.85,-1019.1
5428,,1,-259.51,-659.46
5429,1,,-116.34,-359.64
5430,1,1,-375.85,-1019.1
5432,1,1,-375.85,-1019.1
5433,1,,-116.34,-359.64
5434,,2,-681.65,-1318.92
5435,1,1,-375.85,-1019.1
5436,1,1,-375.85,-1019.1
5438,1,1,-375.85,-1019.1
5440,1,1,-375.85,-1019.1
5441,,1,-259.51,-659.46
5443,4,,-787.92,-1438.56
5444,,1,-259.51,-659.46
5445,1,1,-375.85,-1019.1
5446,1,1,-375.85,-1019.1
5447,1,1,-375.85,-1019.1
5448,1,1,-375.85,-1019.1
5449,,1,-259.51,-659.46
5450,,1,-259.51,-659.46
5455,,1,-259.51,-659.46
5458,2,1,-599.71,-1378.74
5460,1,1,-375.85,-1019.1
5461,1,,-116.34,-359.64
5462,1,1,-375.85,-1019.1
5463,1,1,-375.85,-1019.1
5466,1,1,-375.85,-1019.1
5469,1,1,-375.85,-1019.1
5470,1,1,-375.85,-1019.1
5471,1,1,-375.85,-1019.1
5472,1,1,-375.85,-1019.1
5476,1,1,-375.85,-1019.1
5477,2,,-340.2,-719.28
5479,1,1,-375.85,-1019.1
5480,1,1,-375.85,-1019.1
5481,1,1,-375.85,-1019.1
5482,,1,-259.51,-659.46
5483,2,,-447.72,-719.28
5485,,1,-259.51,-659.46
5486,,1,-259.51,-659.46
5487,1,,-116.34,-359.64
5488,1,1,-375.85,-1019.1
5489,1,1,-375.85,-1019.1
5494,1,1,-375.85,-1019.1
5495,1,1,-375.85,-1019.1
5497,1,1,-375.85,-1019.1
5498,,1,-259.51,-659.46
5499,4,,-787.92,-1438.56
5612,,1,-259.51,-659.46
5616,1,1,-375.85,-1019.1
5625,1,1,-375.85,-1019.1
5626,1,,-116.34,-359.64
5628,1,,-116.34,-359.64
5629,1,2,-797.99,-1678.56
5644,1,,-116.34,-359.64
5649,1,,-116.34,-359.64
5667,1,1,-375.85,-1019.1
5668,1,1,-375.85,-1019.1
5669,1,1,-375.85,-1019.1
5672,,1,-259.51,-659.46
5673,,1,-259.51,-659.46
5676,2,4,-1830.94,-3357.12
5686,1,1,-375.85,-1019.1
5701,1,1,-375.85,-1019.1
5705,1,1,-375.85,-1019.1
5706,1,1,-375.85,-1019.1
5707,,1,-259.51,-659.46
5713,,1,-259.51,-659.46
5717,,1,-259.51,-659.46
5728,1,,-116.34,-359.64
5731,1,1,-375.85,-1019.1
5732,1,,-116.34,-359.64
5735,,1,-259.51,-659.46
5743,1,,-116.34,-359.64
5745,1,1,-375.85,-1019.1
5747,1,,-116.34,-359.64
5751,1,1,-375.85,-1019.1
5752,1,,-116.34,-359.64
5753,1,,-116.34,-359.64
5761,1,,-116.34,-359.64
5763,,1,-259.51,-659.46
5766,1,,-116.34,-359.64
5772,,1,-259.51,-659.46
5777,1,1,-375.85,-1019.1
5779,1,1,-375.85,-1019.1
5786,,1,-259.51,-659.46
5787,1,1,-375.85,-1019.1
5795,1,1,-375.85,-1019.1
5797,1,1,-375.85,-1019.1
5799,1,1,-375.85,-1019.1
5802,1,,-116.34,-446
5806,,1,-259.51,-659.46
5807,1,,-116.34,-359.64
5808,,1,-259.51,-659.46
5809,,1,-259.51,-659.46
5812,,1,-259.51,-659.46
5814,,1,-259.51,-659.46
5823,,1,-259.51,-659.46
5839,1,2,-797.99,-1678.56
5841,1,,-116.34,-359.64
5842,1,,-116.34,-359.64
5843,1,1,-375.85,-1019.1
5844,1,,-116.34,-359.64
5845,,1,-259.51,-659.46
5847,1,1,-375.85,-1019.1
5848,1,2,-797.99,-1678.56
5851,1,1,-375.85,-1019.1
5853,1,,-116.34,-359.64
5857,1,1,-375.85,-1019.1
5858,,1,-259.51,-659.46
5859,1,1,-375.85,-1019.1
5861,1,1,-375.85,-1019.1
5864,,2,-681.65,-1318.92
5866,,1,-259.51,-659.46
5869,1,,-116.34,-359.64
5871,1,,-116.34,-359.64
5872,,1,-259.51,-659.46
5879,1,1,-375.85,-1019.1
5881,1,,-116.34,-359.64
5882,,1,-259.51,-659.46
5883,1,1,-375.85,-1019.1
5884,1,1,-375.85,-1019.1
5886,1,1,-375.85,-1019.1
5888,1,1,-375.85,-1019.1
5889,1,,-116.34,-359.64
5890,1,,-116.34,-359.64
5893,,1,-259.51,-659.46
5894,,2,-519.02,-1318.92
5912,,1,-259.51,-659.46
5922,1,1,-375.85,-1019.1
5927,2,,-340.2,-719.28
5929,1,,-116.34,-359.64
5930,1,1,-375.85,-1019.1
