Store NBR,LY,TY,YOY Case QTY,Feature Wave WK27,SET Wave WK31,Replen Wave WK33,Replen Wave WK35,Replen Wave WK36
2723,3964,978,-75%,1%,61%,36%,2%,0%
2724,6141,2747,-55%,1%,59%,35%,4%,1%
2725,6713,2825,-58%,2%,57%,38%,2%,0%
2726,5956,2421,-59%,2%,58%,37%,3%,0%
2727,6591,2677,-59%,2%,58%,37%,3%,0%
2728,2171,1490,-31%,2%,63%,33%,2%,0%
2729,7871,3781,-52%,2%,59%,38%,1%,0%
2730,1342,1183,-12%,1%,77%,21%,1%,0%
2731,67,56,-16%,0%,82%,18%,0%,0%
2732,5736,2423,-58%,2%,57%,38%,3%,0%
2733,2491,2302,-8%,3%,64%,31%,3%,0%
2734,4918,2190,-55%,1%,72%,25%,1%,0%
2735,5751,2877,-50%,1%,65%,31%,3%,0%
2739,1410,1135,-20%,2%,70%,26%,2%,0%
2740,6269,3395,-46%,2%,56%,39%,3%,0%
2741,88,57,-35%,2%,82%,16%,0%,0%
2742,82,59,-28%,2%,78%,20%,0%,0%
2743,67,57,-15%,5%,79%,16%,0%,0%
2744,84,67,-20%,7%,70%,22%,0%,0%
2745,54,69,28%,1%,70%,29%,0%,0%
2747,5616,2447,-56%,1%,59%,37%,2%,0%
2748,4020,1121,-72%,1%,70%,28%,1%,0%
2749,1628,1930,19%,3%,67%,28%,2%,0%
2751,5007,2312,-54%,0%,69%,28%,2%,0%
2752,1742,1531,-12%,1%,67%,29%,3%,0%
2753,2423,2243,-7%,3%,66%,30%,1%,0%
2754,545,797,46%,1%,69%,29%,1%,0%
2755,5762,2128,-63%,3%,56%,38%,3%,0%
2756,7830,3783,-52%,2%,58%,38%,2%,0%
2757,6975,3725,-47%,2%,60%,37%,2%,0%
2758,4994,1929,-61%,2%,68%,29%,1%,0%
2760,1143,865,-24%,4%,70%,25%,1%,0%
2761,1165,1228,5%,1%,66%,30%,2%,0%
2762,2029,1421,-30%,4%,67%,28%,1%,0%
2763,5941,2450,-59%,2%,59%,34%,5%,0%
2764,6437,2762,-57%,2%,59%,36%,2%,0%
2765,1368,1270,-7%,3%,69%,25%,2%,0%
2766,7285,4025,-45%,2%,57%,40%,1%,0%
2767,7828,3289,-58%,2%,56%,40%,2%,0%
2768,6187,3621,-41%,0%,58%,38%,3%,0%
2769,4986,1933,-61%,2%,65%,30%,3%,0%
2771,1328,1291,-3%,2%,72%,25%,1%,0%
2772,2634,1604,-39%,4%,65%,30%,1%,0%
2773,39,74,90%,1%,70%,28%,0%,0%
2774,4823,2242,-54%,1%,71%,26%,1%,0%
2777,9592,4289,-55%,2%,63%,34%,1%,0%
2778,1101,1095,-1%,1%,63%,33%,3%,0%
2780,8557,4068,-52%,1%,61%,34%,3%,0%
2781,7385,3247,-56%,3%,52%,41%,3%,0%
2782,5579,1983,-64%,2%,62%,34%,2%,0%
2783,1996,1580,-21%,1%,70%,26%,3%,0%
2784,4881,1733,-64%,1%,73%,25%,1%,0%
2785,473,618,31%,5%,67%,27%,2%,0%
2786,6172,3194,-48%,1%,61%,36%,2%,0%
2787,4943,1738,-65%,1%,65%,31%,2%,0%
2788,6229,2549,-59%,2%,60%,36%,1%,0%
2789,6013,2740,-54%,1%,59%,38%,2%,0%
2790,5044,2242,-56%,2%,62%,34%,2%,0%
2791,5103,1702,-67%,3%,66%,29%,2%,0%
2792,544,1127,107%,1%,83%,15%,1%,0%
2793,6860,3425,-50%,3%,61%,35%,2%,0%
2794,1769,1634,-8%,2%,67%,29%,2%,0%
2795,4836,1598,-67%,2%,65%,32%,2%,0%
2796,8241,4368,-47%,1%,59%,38%,2%,0%
2797,1314,1023,-22%,1%,58%,39%,1%,0%
2799,1403,1246,-11%,1%,67%,29%,3%,0%
2801,70,78,11%,1%,67%,32%,0%,0%
2803,6317,3143,-50%,2%,65%,31%,2%,0%
2804,6529,3280,-50%,1%,72%,25%,2%,0%
2805,394,648,64%,2%,74%,22%,1%,0%
2806,6650,2827,-57%,2%,56%,39%,2%,0%
2807,4813,1714,-64%,2%,68%,30%,1%,0%
2808,5881,2341,-60%,2%,64%,33%,1%,0%
2809,1060,1430,35%,1%,73%,24%,2%,0%
2810,694,789,14%,2%,74%,23%,1%,0%
2811,2658,1850,-30%,2%,64%,33%,2%,0%
2812,5510,1586,-71%,1%,58%,38%,3%,0%
2813,2777,1807,-35%,2%,66%,30%,2%,0%
2814,7039,2635,-63%,2%,50%,43%,5%,0%
2815,5359,1975,-63%,2%,67%,30%,1%,0%
2816,1165,939,-19%,1%,59%,38%,3%,0%
2817,1615,1300,-20%,0%,70%,28%,2%,0%
2818,5723,2316,-60%,1%,63%,33%,3%,0%
2819,2023,1315,-35%,3%,72%,24%,1%,0%
2820,1262,1397,11%,1%,75%,22%,2%,0%
2821,1786,1803,1%,0%,78%,19%,2%,0%
2822,5498,2075,-62%,2%,60%,35%,2%,0%
2823,2800,1912,-32%,3%,60%,35%,3%,0%
2825,5699,1925,-66%,2%,60%,35%,2%,0%
2826,143,106,-26%,1%,69%,30%,0%,0%
2827,6319,2520,-60%,1%,69%,29%,1%,0%
2828,4835,2190,-55%,1%,78%,19%,2%,0%
2830,4677,1484,-68%,1%,66%,30%,3%,0%
2831,1281,1003,-22%,1%,62%,33%,4%,0%
2832,4665,1825,-61%,1%,75%,23%,1%,0%
2833,606,721,19%,3%,76%,21%,1%,0%
2834,6600,2805,-58%,2%,58%,38%,2%,0%
2835,121,74,-39%,7%,64%,30%,0%,0%
2836,5827,2195,-62%,3%,61%,35%,1%,0%
2838,9444,5601,-41%,1%,55%,42%,2%,0%
2839,39,73,87%,1%,68%,30%,0%,0%
2840,42,72,71%,0%,72%,28%,0%,0%
2841,6077,2442,-60%,1%,61%,37%,1%,0%
2842,8004,3092,-61%,1%,50%,45%,3%,0%
2843,5695,2827,-50%,3%,57%,38%,2%,0%
2844,7082,3216,-55%,2%,57%,40%,2%,0%
2845,1271,898,-29%,1%,70%,28%,1%,0%
2846,3325,2987,-10%,2%,66%,30%,2%,0%
2847,6707,2896,-57%,1%,64%,33%,2%,0%
2849,1349,1001,-26%,4%,70%,25%,1%,0%
2850,5458,2047,-62%,3%,65%,32%,1%,0%
2852,3076,2633,-14%,2%,71%,26%,2%,0%
2853,5342,2260,-58%,2%,68%,29%,1%,0%
2854,5569,2127,-62%,1%,62%,35%,2%,0%
2855,5436,2475,-54%,2%,63%,34%,1%,0%
2856,454,624,37%,2%,73%,24%,1%,0%
2857,7816,3606,-54%,1%,64%,32%,2%,0%
2858,103,81,-21%,1%,65%,33%,0%,0%
2859,2005,1500,-25%,1%,64%,32%,3%,0%
2860,6382,3239,-49%,5%,48%,43%,4%,0%
2861,4933,1789,-64%,2%,69%,28%,1%,0%
2862,8331,3978,-52%,2%,57%,39%,2%,0%
2864,9344,4481,-52%,2%,54%,41%,3%,0%
2865,6141,2674,-56%,1%,57%,40%,2%,0%
2866,375,497,33%,2%,69%,26%,2%,0%
2867,4273,1452,-66%,1%,68%,30%,1%,0%
2869,6202,2798,-55%,2%,71%,26%,1%,0%
2870,72,56,-22%,0%,82%,18%,0%,0%
2871,1808,1734,-4%,2%,72%,25%,1%,0%
2872,4794,1770,-63%,1%,73%,25%,1%,0%
2873,5505,1881,-66%,2%,63%,35%,1%,0%
2874,7308,3399,-53%,1%,65%,32%,1%,0%
2875,101,112,11%,1%,70%,29%,0%,0%
2876,69,43,-38%,12%,77%,12%,0%,0%
2877,74,65,-12%,6%,77%,17%,0%,0%
2878,76,79,4%,4%,82%,14%,0%,0%
2880,115,95,-17%,5%,71%,24%,0%,0%
2881,7996,3236,-60%,1%,62%,33%,3%,0%
2882,5025,1949,-61%,1%,62%,34%,2%,0%
2883,5779,1937,-66%,2%,62%,35%,1%,0%
2884,13037,8578,-34%,1%,57%,40%,2%,0%
2885,853,948,11%,1%,70%,28%,2%,0%
2886,9786,5690,-42%,2%,55%,39%,3%,0%
2887,55,71,29%,1%,69%,30%,0%,0%
2888,5147,1966,-62%,1%,58%,40%,1%,0%
2889,5203,2188,-58%,1%,67%,29%,2%,0%
2890,5569,2927,-47%,2%,63%,33%,2%,0%
2891,4033,2783,-31%,1%,52%,42%,5%,1%
2892,7448,3682,-51%,1%,63%,34%,1%,0%
2893,3996,1418,-65%,0%,75%,24%,1%,0%
2894,2265,1396,-38%,4%,61%,34%,1%,0%
2897,2338,1423,-39%,2%,56%,39%,2%,0%
2898,4278,1287,-70%,0%,65%,34%,1%,0%
2899,765,680,-11%,0%,65%,34%,0%,0%
2900,413,399,-3%,1%,57%,39%,3%,0%
2901,1070,805,-25%,2%,58%,38%,2%,0%
2902,4256,1292,-70%,1%,61%,37%,2%,0%
2903,821,1119,36%,1%,68%,31%,1%,0%
2904,1123,976,-13%,1%,66%,30%,3%,0%
2905,851,639,-25%,0%,68%,29%,2%,0%
2906,5661,1862,-67%,3%,61%,34%,2%,0%
2907,37,61,65%,2%,74%,25%,0%,0%
2908,495,813,64%,2%,74%,22%,2%,0%
2909,1181,997,-16%,3%,72%,24%,1%,0%
2910,6849,2470,-64%,3%,62%,34%,1%,0%
2911,1739,1433,-18%,1%,70%,28%,1%,0%
2912,7063,4401,-38%,1%,64%,32%,3%,0%
2913,4217,1148,-73%,2%,67%,31%,1%,0%
2914,6344,2821,-56%,3%,60%,36%,2%,0%
2915,6895,3105,-55%,4%,59%,36%,2%,0%
2916,6390,2337,-63%,2%,63%,33%,2%,0%
2917,5922,1891,-68%,3%,65%,30%,2%,0%
2918,5193,2082,-60%,1%,71%,27%,1%,0%
2919,69,92,33%,5%,75%,20%,0%,0%
2920,7668,4756,-38%,2%,56%,40%,3%,0%
2921,8438,5603,-34%,1%,65%,32%,2%,0%
2922,7038,3978,-43%,1%,55%,41%,2%,0%
2923,6517,2768,-58%,1%,57%,39%,2%,0%
2924,7952,3071,-61%,1%,51%,43%,4%,0%
2925,4421,1449,-67%,0%,63%,35%,1%,0%
2926,472,762,61%,2%,71%,26%,1%,0%
2927,6436,3057,-53%,2%,63%,33%,2%,0%
2928,8343,3631,-56%,2%,53%,42%,3%,0%
2929,6477,2573,-60%,3%,56%,39%,2%,0%
2930,62,54,-13%,0%,83%,17%,0%,0%
2931,1758,1964,12%,3%,65%,32%,1%,0%
2932,7554,4051,-46%,2%,60%,37%,2%,0%
2933,1279,962,-25%,0%,57%,39%,3%,0%
2934,1486,981,-34%,3%,72%,24%,1%,0%
2935,612,704,15%,3%,70%,26%,1%,0%
2937,4649,2053,-56%,1%,79%,19%,1%,0%
2938,5732,2980,-48%,1%,66%,31%,2%,0%
2939,1561,1590,2%,2%,71%,25%,1%,0%
2940,105,71,-32%,7%,68%,25%,0%,0%
2941,4771,1643,-66%,2%,52%,45%,1%,0%
2944,114,79,-31%,1%,80%,19%,0%,0%
2945,4927,1765,-64%,2%,65%,31%,1%,0%
2946,4789,1784,-63%,1%,72%,26%,2%,0%
2947,5088,2316,-54%,1%,70%,28%,1%,0%
2948,6224,3132,-50%,1%,53%,43%,3%,0%
2950,6112,2951,-52%,1%,68%,28%,3%,0%
2951,5083,2507,-51%,1%,71%,25%,3%,0%
2952,10774,4448,-59%,3%,50%,44%,3%,0%
2953,5552,1914,-66%,2%,57%,39%,2%,0%
2954,1175,907,-23%,1%,53%,43%,3%,0%
2955,4949,2199,-56%,0%,75%,24%,1%,0%
2956,10156,5429,-47%,1%,61%,36%,2%,0%
2957,2506,1838,-27%,2%,63%,33%,2%,0%
2958,6111,3129,-49%,1%,59%,38%,2%,0%
2959,5898,2876,-51%,0%,53%,43%,4%,0%
2962,4732,1774,-63%,1%,70%,27%,2%,0%
2963,7373,3210,-56%,1%,60%,37%,2%,0%
2964,4918,1744,-65%,1%,56%,41%,2%,0%
2965,1946,1727,-11%,1%,57%,38%,3%,0%
2966,8290,3754,-55%,2%,64%,33%,1%,0%
2967,7834,3531,-55%,1%,53%,42%,3%,0%
2968,703,702,0%,5%,70%,25%,1%,0%
2973,4713,1615,-66%,1%,68%,30%,1%,0%
2974,51,67,31%,0%,72%,28%,0%,0%
2975,125,75,-40%,1%,83%,16%,0%,0%
2976,196,140,-29%,1%,67%,32%,0%,0%
2977,101,110,9%,6%,67%,26%,0%,0%
2978,2595,1964,-24%,1%,52%,41%,6%,1%
2979,99,69,-30%,1%,71%,28%,0%,0%
2980,7834,3845,-51%,4%,55%,39%,2%,0%
2981,42,64,52%,2%,70%,28%,0%,0%
2983,1,78,7700%,0%,53%,47%,0%,0%
2984,116,84,-28%,1%,64%,35%,0%,0%
2985,8287,4039,-51%,2%,51%,43%,3%,0%
2986,4963,1866,-62%,2%,71%,26%,1%,0%
2987,7067,3279,-54%,1%,56%,41%,3%,0%
2988,2131,1635,-23%,4%,65%,29%,2%,0%
2989,4180,1444,-65%,1%,63%,34%,1%,0%
2990,2933,1959,-33%,3%,64%,31%,2%,0%
2991,7344,3708,-50%,1%,52%,44%,2%,0%
2992,5456,2097,-62%,2%,60%,35%,2%,0%
2993,5843,2602,-55%,1%,58%,39%,2%,0%
2994,4649,1609,-65%,1%,59%,37%,3%,0%
2995,71,58,-18%,2%,78%,21%,0%,0%
2996,3846,1056,-73%,2%,71%,25%,2%,0%
2998,182,145,-20%,1%,59%,41%,0%,0%
3004,6842,3042,-56%,1%,61%,34%,4%,0%
3011,71,62,-13%,11%,76%,13%,0%,0%
3013,104,94,-10%,1%,61%,38%,0%,0%
3014,5075,1975,-61%,1%,63%,32%,4%,0%
3015,178,120,-33%,1%,53%,46%,0%,0%
3017,8595,3962,-54%,3%,55%,40%,2%,0%
3018,6466,2583,-60%,1%,55%,41%,2%,0%
3019,113,64,-43%,2%,77%,22%,0%,0%
3022,167,97,-42%,1%,70%,29%,0%,0%
3023,42,63,50%,2%,73%,25%,0%,0%
3026,129,57,-56%,2%,82%,16%,0%,0%
3035,1232,1033,-16%,1%,70%,27%,2%,0%
3042,135,88,-35%,1%,72%,27%,0%,0%
3043,124,103,-17%,1%,68%,31%,0%,0%
3044,1811,1561,-14%,1%,59%,34%,5%,1%
3046,88,61,-31%,2%,80%,18%,0%,0%
3047,181,128,-29%,1%,71%,28%,0%,0%
3049,44,62,41%,2%,73%,26%,0%,0%
3050,93,71,-24%,4%,73%,23%,0%,0%
3053,4135,1838,-56%,3%,64%,32%,1%,0%
3055,4858,2150,-56%,2%,66%,30%,2%,0%
3056,8049,2391,-70%,1%,55%,43%,1%,0%
3057,7600,3751,-51%,2%,59%,37%,2%,0%
3058,6962,3286,-53%,3%,55%,38%,3%,0%
3059,1185,1149,-3%,1%,77%,21%,1%,0%
3060,1093,1033,-5%,1%,77%,21%,2%,0%
3061,4357,1376,-68%,2%,70%,27%,1%,0%
3062,77,58,-25%,2%,78%,21%,0%,0%
3066,34,72,112%,0%,71%,29%,0%,0%
3067,1255,1332,6%,1%,72%,25%,2%,0%
3069,93,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
3070,68,53,-22%,0%,85%,15%,0%,0%
3071,64,56,-13%,0%,82%,18%,0%,0%
3072,106,110,4%,0%,80%,20%,0%,0%
3074,64,54,-16%,0%,83%,17%,0%,0%
3075,1494,1001,-33%,1%,62%,34%,2%,0%
3077,7272,3274,-55%,2%,58%,38%,1%,0%
3078,5641,2783,-51%,1%,61%,35%,2%,0%
3081,5174,1838,-64%,1%,56%,39%,3%,0%
3082,100,65,-35%,2%,72%,26%,0%,0%
3083,62,60,-3%,0%,77%,23%,0%,0%
3084,141,68,-52%,1%,75%,24%,0%,0%
3087,1982,1681,-15%,1%,58%,35%,6%,1%
3088,1130,1444,28%,1%,78%,21%,1%,0%
3090,113,99,-12%,1%,76%,23%,0%,0%
3093,7468,3378,-55%,2%,56%,41%,2%,0%
3094,168,108,-36%,3%,63%,34%,0%,0%
3098,277,168,-39%,2%,65%,33%,1%,0%
3099,66,74,12%,1%,69%,30%,0%,0%
3101,173,129,-25%,1%,71%,29%,0%,0%
3102,1226,1049,-14%,1%,69%,29%,1%,0%
3103,4051,1306,-68%,4%,71%,25%,0%,0%
3104,107,70,-35%,3%,87%,10%,0%,0%
3106,8422,4353,-48%,2%,53%,40%,4%,0%
3107,7118,2748,-61%,3%,57%,39%,2%,0%
3110,67,94,40%,10%,51%,31%,9%,0%
3111,84,56,-33%,2%,80%,18%,0%,0%
3112,5709,2071,-64%,2%,64%,31%,3%,0%
3114,1918,1710,-11%,1%,55%,40%,4%,0%
3118,5244,2195,-58%,0%,67%,32%,1%,0%
3119,4572,1366,-70%,2%,67%,30%,1%,0%
3123,114,110,-4%,1%,66%,33%,0%,0%
3126,77,58,-25%,2%,78%,21%,0%,0%
3127,120,133,11%,1%,61%,38%,0%,0%
3128,146,118,-19%,0%,73%,27%,0%,0%
3131,73,95,30%,1%,60%,39%,0%,0%
3132,105,66,-37%,2%,71%,27%,0%,0%
3133,63,70,11%,1%,70%,29%,0%,0%
3135,146,127,-13%,1%,52%,47%,0%,0%
3136,8894,3876,-56%,3%,52%,41%,4%,0%
3137,4670,1552,-67%,3%,65%,31%,1%,0%
3138,79,75,-5%,1%,67%,32%,0%,0%
3139,119,83,-30%,1%,65%,34%,0%,0%
3140,70,76,9%,1%,64%,34%,0%,0%
3141,85,120,41%,1%,51%,48%,1%,0%
3143,114,61,-46%,2%,79%,20%,0%,0%
3144,226,133,-41%,1%,68%,31%,0%,0%
3145,99,65,-34%,2%,72%,26%,0%,0%
3146,121,123,2%,1%,65%,34%,0%,0%
3147,68,68,0%,1%,74%,25%,0%,0%
3150,5398,2390,-56%,1%,60%,37%,2%,0%
3151,1415,1398,-1%,1%,72%,24%,3%,0%
3152,101,74,-27%,1%,72%,27%,0%,0%
3153,117,70,-40%,1%,73%,26%,0%,0%
3154,112,63,-44%,2%,78%,21%,0%,0%
3155,112,66,-41%,2%,68%,30%,0%,0%
3156,40,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
3157,86,89,3%,0%,76%,24%,0%,0%
3159,5747,2001,-65%,3%,54%,39%,5%,0%
3161,64,58,-9%,2%,83%,16%,0%,0%
3162,92,3,-97%,33%,67%,0%,0%,0%
3163,4808,2127,-56%,1%,67%,31%,2%,0%
3164,98,66,-33%,2%,76%,23%,0%,0%
3167,1326,887,-33%,2%,65%,32%,2%,0%
3168,67,54,-19%,2%,83%,15%,0%,0%
3169,4635,1712,-63%,1%,69%,27%,2%,0%
3170,1902,1494,-21%,1%,66%,32%,2%,0%
3172,113,65,-42%,2%,78%,18%,2%,0%
3173,111,70,-37%,1%,71%,27%,0%,0%
3175,90,60,-33%,2%,77%,22%,0%,0%
3176,92,1,-99%,100%,0%,0%,0%,0%
3177,4369,1683,-61%,1%,67%,31%,1%,0%
3178,187,121,-35%,1%,72%,27%,0%,0%
3179,86,95,10%,1%,77%,22%,0%,0%
3180,7137,3018,-58%,2%,56%,36%,6%,0%
3182,5397,2070,-62%,1%,65%,33%,1%,0%
3183,89,68,-24%,1%,75%,24%,0%,0%
3184,76,64,-16%,2%,80%,19%,0%,0%
3185,65,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
3188,1358,1148,-15%,0%,68%,29%,3%,0%
3191,1376,767,-44%,4%,61%,33%,2%,0%
3192,5544,1631,-71%,1%,66%,32%,1%,0%
3197,5050,2366,-53%,1%,62%,34%,2%,0%
3198,109,81,-26%,1%,78%,21%,0%,0%
3199,135,94,-30%,7%,69%,23%,0%,0%
3200,497,437,-12%,1%,63%,34%,2%,0%
3201,5064,2344,-54%,1%,59%,37%,2%,0%
3202,87,66,-24%,2%,68%,30%,0%,0%
3204,39,71,82%,1%,72%,27%,0%,0%
3205,1681,1431,-15%,1%,67%,30%,2%,0%
3206,5871,2413,-59%,2%,67%,29%,1%,0%
3207,6538,3135,-52%,2%,54%,41%,3%,0%
3208,7270,3345,-54%,1%,57%,40%,2%,0%
3209,5861,2363,-60%,2%,68%,29%,1%,0%
3210,5872,2179,-63%,2%,63%,33%,2%,0%
3212,5857,2412,-59%,3%,57%,38%,2%,0%
3213,7768,3292,-58%,2%,57%,39%,2%,0%
3214,5876,2336,-60%,3%,65%,31%,1%,0%
3215,7438,3403,-54%,2%,66%,31%,2%,0%
3216,6995,3262,-53%,1%,61%,36%,2%,0%
3217,419,622,48%,5%,70%,23%,1%,0%
3218,6515,3002,-54%,1%,64%,33%,2%,0%
3219,7951,4020,-49%,3%,62%,34%,2%,0%
3220,8373,4205,-50%,2%,58%,38%,2%,0%
3221,1366,889,-35%,3%,69%,28%,1%,0%
3222,4856,1931,-60%,2%,68%,28%,2%,0%
3223,6138,2865,-53%,2%,64%,32%,1%,0%
3224,6114,2465,-60%,2%,63%,32%,2%,0%
3225,6320,2545,-60%,3%,63%,31%,3%,0%
3226,6679,2838,-58%,1%,51%,44%,3%,0%
3227,6862,3504,-49%,4%,60%,35%,1%,0%
3228,6361,2620,-59%,2%,59%,38%,1%,0%
3229,645,748,16%,4%,72%,24%,0%,0%
3230,5957,2352,-61%,2%,58%,37%,3%,0%
3231,1424,1097,-23%,3%,70%,26%,2%,0%
3232,10728,5906,-45%,2%,61%,35%,2%,0%
3233,5182,2081,-60%,1%,61%,34%,4%,0%
3234,2122,1914,-10%,3%,59%,35%,3%,0%
3235,4220,1293,-69%,1%,72%,25%,2%,0%
3236,7688,3754,-51%,1%,65%,32%,2%,0%
3237,5556,2081,-63%,2%,63%,33%,2%,0%
3238,54,66,22%,2%,73%,26%,0%,0%
3239,7374,3641,-51%,2%,63%,33%,2%,0%
3241,8426,5197,-38%,1%,61%,36%,1%,0%
3243,2909,2737,-6%,3%,60%,35%,2%,0%
3245,590,565,-4%,3%,63%,32%,2%,0%
3247,5543,2146,-61%,2%,70%,27%,1%,0%
3248,7643,4593,-40%,2%,58%,38%,2%,0%
3250,4675,2012,-57%,1%,68%,29%,1%,0%
3251,5485,2232,-59%,2%,70%,26%,2%,0%
3252,4790,1471,-69%,2%,63%,33%,2%,0%
3253,4399,1532,-65%,1%,75%,24%,1%,0%
3254,7324,4930,-33%,1%,61%,37%,2%,0%
3255,5356,2519,-53%,1%,77%,20%,1%,0%
3258,7070,3658,-48%,1%,65%,31%,2%,0%
3259,7471,3772,-50%,3%,64%,32%,2%,0%
3260,4296,1391,-68%,3%,67%,28%,2%,0%
3261,8503,5181,-39%,1%,62%,35%,2%,0%
3262,6672,2916,-56%,2%,63%,33%,2%,0%
3265,7922,3792,-52%,3%,54%,41%,2%,0%
3266,1562,1105,-29%,2%,63%,33%,1%,0%
3267,7816,2672,-66%,2%,55%,41%,2%,0%
3268,776,1082,39%,3%,77%,19%,1%,0%
3269,534,736,38%,2%,72%,25%,1%,0%
3270,1812,1295,-29%,1%,57%,38%,3%,0%
3271,5015,2116,-58%,2%,66%,29%,2%,0%
3273,5981,2994,-50%,1%,65%,32%,1%,0%
3274,6022,2821,-53%,3%,64%,33%,1%,0%
3275,97,111,14%,1%,67%,32%,0%,0%
3276,7338,3229,-56%,1%,53%,41%,5%,0%
3277,7358,4174,-43%,1%,57%,40%,2%,0%
3278,5713,2466,-57%,3%,59%,37%,2%,0%
3279,1887,1498,-21%,1%,55%,39%,5%,1%
3280,1747,1503,-14%,1%,69%,28%,3%,0%
3281,5910,2599,-56%,1%,67%,30%,1%,0%
3282,5839,2069,-65%,3%,65%,31%,2%,0%
3283,6303,3071,-51%,3%,57%,38%,2%,0%
3284,1660,1440,-13%,1%,49%,47%,2%,0%
3285,2197,2130,-3%,2%,61%,34%,3%,0%
3286,5680,2134,-62%,2%,64%,33%,1%,0%
3287,58,89,53%,1%,74%,25%,0%,0%
3288,5165,1930,-63%,4%,65%,30%,1%,0%
3289,1671,1464,-12%,4%,56%,38%,2%,0%
3290,4967,1775,-64%,3%,65%,33%,0%,0%
3291,6640,2559,-61%,1%,63%,34%,2%,0%
3292,1063,574,-46%,6%,55%,36%,3%,0%
3293,5909,2463,-58%,3%,67%,30%,1%,0%
3294,7642,3233,-58%,1%,64%,33%,2%,0%
3295,5077,2145,-58%,3%,66%,29%,1%,0%
3296,5144,2494,-52%,1%,63%,34%,3%,0%
3297,5979,2445,-59%,2%,58%,37%,3%,0%
3298,7867,3428,-56%,3%,58%,36%,2%,0%
3299,85,107,26%,1%,69%,30%,0%,0%
3300,5182,1698,-67%,3%,72%,23%,1%,0%
3301,1510,1185,-22%,1%,63%,33%,4%,0%
3302,2479,1820,-27%,1%,65%,29%,5%,0%
3303,4272,1200,-72%,3%,72%,23%,2%,0%
3304,4604,1489,-68%,3%,67%,29%,1%,0%
3305,1751,1052,-40%,4%,67%,27%,1%,0%
3307,5573,2801,-50%,2%,57%,39%,2%,0%
3308,7202,4273,-41%,2%,54%,41%,3%,0%
3309,4637,2070,-55%,0%,65%,32%,3%,0%
3310,5017,2240,-55%,1%,53%,42%,4%,0%
3311,1174,1360,16%,1%,79%,19%,2%,0%
3313,5460,2736,-50%,1%,71%,28%,0%,0%
3314,197,135,-31%,4%,69%,27%,0%,0%
3315,175,172,-2%,1%,55%,44%,0%,0%
3317,117,125,7%,2%,63%,34%,0%,0%
3319,7826,3112,-60%,2%,57%,38%,3%,0%
3320,6882,3729,-46%,2%,60%,34%,4%,0%
3322,3808,1111,-71%,3%,70%,27%,1%,0%
3324,4841,2020,-58%,2%,75%,22%,1%,0%
3327,120,78,-35%,1%,81%,18%,0%,0%
3328,2033,1662,-18%,2%,63%,32%,2%,0%
3329,2141,1891,-12%,2%,66%,30%,2%,0%
3330,97,67,-31%,0%,70%,30%,0%,0%
3331,4255,3117,-27%,3%,64%,31%,2%,0%
3332,2145,2119,-1%,1%,66%,31%,2%,0%
3334,5453,2411,-56%,0%,74%,25%,1%,0%
3336,7938,3669,-54%,2%,64%,33%,2%,0%
3337,6943,3057,-56%,2%,60%,37%,2%,0%
3338,102,104,2%,0%,68%,32%,0%,0%
3339,3214,2043,-36%,2%,58%,38%,2%,0%
3340,84,56,-33%,2%,80%,18%,0%,0%
3341,92,61,-34%,2%,79%,20%,0%,0%
3342,4968,1692,-66%,2%,62%,34%,2%,0%
3344,6578,2981,-55%,2%,62%,35%,1%,0%
3347,3521,2665,-24%,2%,67%,29%,2%,0%
3348,4718,1494,-68%,1%,66%,31%,2%,0%
3349,5159,2456,-52%,3%,62%,34%,2%,0%
3350,5070,2265,-55%,1%,62%,32%,4%,0%
3351,10781,5941,-45%,2%,58%,38%,2%,0%
3352,6533,3313,-49%,1%,62%,35%,2%,0%
3354,111,100,-10%,1%,71%,28%,0%,0%
3355,100,65,-35%,2%,77%,22%,0%,0%
3356,93,57,-39%,2%,81%,18%,0%,0%
3357,98,59,-40%,2%,81%,17%,0%,0%
3359,114,64,-44%,0%,72%,28%,0%,0%
3360,9062,5495,-39%,2%,56%,40%,2%,0%
3362,6087,2027,-67%,2%,60%,36%,2%,0%
3363,6580,3163,-52%,2%,65%,31%,2%,0%
3364,1108,989,-11%,1%,71%,26%,2%,0%
3366,9293,4852,-48%,1%,61%,35%,2%,0%
3367,4882,1898,-61%,0%,70%,28%,1%,0%
3370,5703,3152,-45%,3%,60%,36%,2%,0%
3371,1526,1885,24%,1%,82%,16%,1%,0%
3372,4869,2117,-57%,0%,59%,38%,2%,0%
3377,122,97,-20%,1%,75%,24%,0%,0%
3379,5937,2708,-54%,2%,71%,27%,1%,0%
3380,3951,2741,-31%,3%,59%,35%,3%,0%
3381,630,696,10%,2%,68%,29%,2%,0%
3382,5826,2603,-55%,2%,60%,35%,2%,0%
3383,5528,3269,-41%,2%,59%,36%,3%,0%
3384,1573,1210,-23%,4%,68%,27%,1%,0%
3385,107,104,-3%,1%,69%,30%,0%,0%
3386,1764,1084,-39%,3%,62%,34%,2%,0%
3387,5579,3062,-45%,2%,58%,37%,3%,0%
3388,4555,1642,-64%,1%,70%,27%,2%,0%
