STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales
2555,0,0,0,No Kayak Modular would need to Request Modular,1
2556,7,0,21,25,13
2557,0,0,0,No Kayak Modular would need to Request Modular,0
2558,0,0,0,No Kayak Modular would need to Request Modular,0
2559,0,0,0,No Kayak Modular would need to Request Modular,0
2560,24,0,141,151,72
2561,1,4,40,45,40
2562,0,0,0,No Kayak Modular would need to Request Modular,6
2563,5,0,15,16,32
2564,0,0,14,No Kayak Modular would need to Request Modular,188
2565,3,2,16,17,21
2566,1,4,30,34,58
2567,1,0,0,No Kayak Modular would need to Request Modular,5
2568,0,0,0,No Kayak Modular would need to Request Modular,0
2571,0,0,-1,No Kayak Modular would need to Request Modular,5
2572,37,0,69,No Kayak Modular would need to Request Modular,35
2574,2,4,39,43,29
2575,8,4,38,41,35
2576,69,6,175,187,96
2577,0,0,0,No Kayak Modular would need to Request Modular,2
2579,0,0,3,No Kayak Modular would need to Request Modular,62
2580,0,0,3,No Kayak Modular would need to Request Modular,5
2581,0,0,22,24,17
2582,2,0,23,26,23
2583,0,0,0,No Kayak Modular would need to Request Modular,3
2584,0,0,0,No Kayak Modular would need to Request Modular,0
2585,0,0,0,No Kayak Modular would need to Request Modular,1
2586,0,0,-1,No Kayak Modular would need to Request Modular,2
2587,5,2,24,26,26
2588,0,0,0,No Kayak Modular would need to Request Modular,0
2590,0,0,0,No Kayak Modular would need to Request Modular,0
2591,18,0,15,17,16
2592,0,0,0,No Kayak Modular would need to Request Modular,0
2593,0,0,0,No Kayak Modular would need to Request Modular,9
2594,13,2,39,42,37
2595,0,11,105,113,310
2596,34,4,182,200,155
2597,9,2,31,32,19
2598,7,2,25,27,39
2599,4,0,18,21,15
2600,0,0,0,No Kayak Modular would need to Request Modular,0
2603,0,0,0,No Kayak Modular would need to Request Modular,0
2604,7,0,26,28,29
2605,40,6,101,108,54
2607,46,12,254,282,208
2608,24,5,93,101,175
2609,0,0,0,No Kayak Modular would need to Request Modular,0
2610,84,8,203,220,295
2611,0,0,0,No Kayak Modular would need to Request Modular,0
2612,0,0,0,No Kayak Modular would need to Request Modular,0
2613,7,0,11,12,18
2614,0,0,0,No Kayak Modular would need to Request Modular,2
2615,12,0,16,17,15
2616,3,2,25,27,18
2617,0,0,0,No Kayak Modular would need to Request Modular,0
2618,-1,2,19,22,17
2619,11,2,18,19,31
2620,10,10,64,68,92
2621,13,0,1,1,11
2626,10,0,18,19,31
2627,8,0,4,4,2
2628,0,0,22,24,20
2629,1,4,33,35,34
2630,2,0,0,No Kayak Modular would need to Request Modular,7
2631,0,0,0,No Kayak Modular would need to Request Modular,0
2632,0,0,0,,0
2633,0,0,0,No Kayak Modular would need to Request Modular,2
2634,16,8,170,183,83
2636,1,0,11,15,22
2637,1,3,40,44,25
2638,18,4,29,31,58
2639,-4,4,190,203,153
2640,0,0,-1,No Kayak Modular would need to Request Modular,8
2641,0,0,0,No Kayak Modular would need to Request Modular,4
2642,6,2,40,44,34
2643,0,0,-1,No Kayak Modular would need to Request Modular,0
2644,0,0,0,No Kayak Modular would need to Request Modular,2
2645,1,0,0,No Kayak Modular would need to Request Modular,0
2646,2,2,22,24,19
2647,1,4,32,34,29
2648,0,0,0,,0
2649,14,2,15,16,7
2650,0,0,0,No Kayak Modular would need to Request Modular,1
2651,4,0,15,20,13
2652,0,0,0,No Kayak Modular would need to Request Modular,0
2653,0,0,0,No Kayak Modular would need to Request Modular,0
2654,7,4,55,60,37
2656,7,0,27,29,23
2658,0,2,25,28,40
2659,6,0,22,24,22
2660,7,0,22,24,16
2662,0,2,20,21,22
2663,3,4,42,48,25
2664,15,8,71,76,103
2665,7,0,21,26,21
2666,0,0,0,No Kayak Modular would need to Request Modular,0
2667,0,0,1,No Kayak Modular would need to Request Modular,0
2668,0,0,0,No Kayak Modular would need to Request Modular,0
2671,0,0,0,No Kayak Modular would need to Request Modular,0
2672,0,0,0,No Kayak Modular would need to Request Modular,11
2674,4,4,48,54,17
2678,0,4,33,35,21
2679,6,2,28,30,20
2680,0,0,0,No Kayak Modular would need to Request Modular,0
2681,111,4,186,199,170
2682,3,4,202,216,277
2683,6,9,72,79,109
2684,74,2,152,163,153
2685,0,0,0,,0
2686,0,0,0,,0
2687,5,2,17,18,31
2688,1,0,20,22,29
2689,0,0,0,,0
2690,2,0,9,10,2
2691,7,0,13,No Kayak Modular would need to Request Modular,28
2692,5,3,45,48,70
2693,0,2,27,31,29
2694,0,0,0,No Kayak Modular would need to Request Modular,0
2695,7,0,23,41,33
2696,2,10,146,156,135
2697,9,0,12,14,12
2699,0,0,0,,0
2700,3,2,29,31,39
2702,3,4,54,58,58
2703,10,0,12,14,5
2704,0,0,0,No Kayak Modular would need to Request Modular,0
2705,10,0,19,20,18
2706,4,0,0,No Kayak Modular would need to Request Modular,0
2708,64,0,37,42,29
2710,0,8,276,301,413
2711,113,8,111,119,157
2712,24,4,122,132,61
2713,15,2,28,30,31
2714,10,0,24,27,22
2715,10,0,10,16,31
2716,0,0,0,No Kayak Modular would need to Request Modular,0
2717,0,0,5,No Kayak Modular would need to Request Modular,1
2718,0,0,0,No Kayak Modular would need to Request Modular,0
2719,1,0,17,18,13
2720,18,0,15,15,35
2721,13,0,27,29,19
2722,209,8,532,569,999
2723,25,2,27,29,32
2724,0,0,0,No Kayak Modular would need to Request Modular,0
2725,0,2,20,21,33
2726,2,2,14,15,21
2727,21,7,45,58,110
2728,0,0,0,No Kayak Modular would need to Request Modular,0
2729,51,4,148,162,123
2730,6,2,24,26,14
2731,0,0,0,,0
2732,14,2,59,63,23
2733,0,0,0,No Kayak Modular would need to Request Modular,0
2734,0,0,0,No Kayak Modular would need to Request Modular,0
2735,8,2,31,34,22
2737,0,0,0,,0
2739,15,0,15,16,33
2740,11,0,11,12,17
2741,0,0,0,,0
2742,0,0,0,,0
2743,0,0,0,No Kayak Modular would need to Request Modular,0
2744,0,0,0,,0
2745,0,0,0,,0
2747,3,4,33,35,32
2748,37,4,43,47,66
2749,0,0,5,No Kayak Modular would need to Request Modular,22
2751,0,0,0,No Kayak Modular would need to Request Modular,12
2752,0,0,0,No Kayak Modular would need to Request Modular,0
2753,22,7,181,197,241
2754,0,0,0,No Kayak Modular would need to Request Modular,1
2755,9,0,15,20,27
2756,0,0,0,No Kayak Modular would need to Request Modular,2
2757,6,2,30,34,38
2758,3,9,49,52,103
2760,0,0,0,No Kayak Modular would need to Request Modular,10
2761,12,9,112,120,126
2762,12,4,40,45,59
2763,0,0,0,No Kayak Modular would need to Request Modular,0
2764,4,4,32,34,31
2765,1,0,19,22,15
2766,0,0,-1,No Kayak Modular would need to Request Modular,-2
2767,59,6,94,102,71
2768,11,9,40,44,65
2769,0,0,0,No Kayak Modular would need to Request Modular,2
2771,1,3,54,58,34
2772,46,12,147,159,166
2773,0,0,0,,0
2774,7,0,14,15,27
2777,0,0,0,No Kayak Modular would need to Request Modular,0
2778,0,0,0,No Kayak Modular would need to Request Modular,0
2779,0,0,0,,0
2780,17,12,90,96,105
2781,18,12,76,82,123
2782,26,9,142,152,137
2783,0,0,0,No Kayak Modular would need to Request Modular,0
2784,0,0,0,No Kayak Modular would need to Request Modular,0
2785,0,0,0,No Kayak Modular would need to Request Modular,0
2786,0,0,0,No Kayak Modular would need to Request Modular,0
2787,0,0,0,No Kayak Modular would need to Request Modular,0
2788,0,0,0,No Kayak Modular would need to Request Modular,0
2789,13,0,7,9,17
2790,0,0,0,No Kayak Modular would need to Request Modular,0
2791,1,0,0,No Kayak Modular would need to Request Modular,2
2792,35,9,49,55,91
2793,1,4,32,34,26
2794,0,0,0,No Kayak Modular would need to Request Modular,11
2795,0,0,0,No Kayak Modular would need to Request Modular,0
2796,9,4,41,44,37
2797,3,2,31,33,18
2799,0,0,0,No Kayak Modular would need to Request Modular,1
2800,0,0,0,,0
2801,0,0,0,No Kayak Modular would need to Request Modular,0
2803,0,0,0,No Kayak Modular would need to Request Modular,0
2804,0,0,2,No Kayak Modular would need to Request Modular,0
2805,0,0,0,No Kayak Modular would need to Request Modular,0
2806,12,4,40,44,44
2807,6,2,23,27,34
2808,6,0,23,25,29
2809,11,11,47,50,117
2810,0,0,0,No Kayak Modular would need to Request Modular,1
2811,0,0,31,33,6
2812,0,0,1,No Kayak Modular would need to Request Modular,0
2813,8,2,43,46,50
2814,2,0,1,No Kayak Modular would need to Request Modular,3
2815,0,0,0,No Kayak Modular would need to Request Modular,-1
2816,0,0,0,No Kayak Modular would need to Request Modular,0
2817,0,0,0,No Kayak Modular would need to Request Modular,0
2818,0,0,0,No Kayak Modular would need to Request Modular,0
2819,0,0,0,No Kayak Modular would need to Request Modular,5
2820,12,2,26,28,26
2821,5,0,18,19,16
2822,0,0,0,No Kayak Modular would need to Request Modular,1
2823,0,0,0,No Kayak Modular would need to Request Modular,26
2825,0,0,15,16,17
2826,0,0,0,,0
2827,46,14,123,135,51
2828,0,0,0,No Kayak Modular would need to Request Modular,0
2830,0,0,0,No Kayak Modular would need to Request Modular,1
2831,0,0,0,No Kayak Modular would need to Request Modular,10
2832,24,0,13,14,22
2833,0,2,37,44,38
2834,7,2,15,18,23
2835,0,0,0,,0
2836,0,0,0,No Kayak Modular would need to Request Modular,-1
2838,4,3,24,26,46
2839,0,0,0,,0
2840,0,0,0,,0
2841,6,0,28,30,29
2842,0,0,0,No Kayak Modular would need to Request Modular,1
2843,1,4,29,35,31
2844,2,0,15,16,21
2845,3,1,22,24,16
2846,3,0,10,12,22
2847,-1,2,26,30,26
2849,0,0,0,No Kayak Modular would need to Request Modular,8
2850,0,0,0,No Kayak Modular would need to Request Modular,0
2852,5,2,18,19,44
2853,0,0,0,No Kayak Modular would need to Request Modular,-1
2854,3,10,73,78,62
2855,0,0,0,No Kayak Modular would need to Request Modular,0
2856,0,0,1,No Kayak Modular would need to Request Modular,0
2857,0,2,36,39,18
2858,0,0,0,,0
2859,0,0,0,No Kayak Modular would need to Request Modular,2
2860,13,0,15,18,11
2861,11,2,56,70,69
2862,14,12,71,76,106
2864,19,0,6,7,13
2865,0,12,273,293,225
2866,0,0,0,No Kayak Modular would need to Request Modular,0
2867,11,0,15,17,30
2869,2,2,28,30,25
2870,0,0,0,,0
2871,0,0,0,No Kayak Modular would need to Request Modular,2
2872,12,0,13,14,34
2873,0,0,-1,No Kayak Modular would need to Request Modular,0
2874,8,6,35,39,63
2875,0,0,0,,0
2876,0,0,0,,0
2877,0,0,0,,0
2878,0,0,0,,0
2880,0,0,0,,0
2881,5,0,4,4,3
2882,0,0,0,No Kayak Modular would need to Request Modular,30
2883,10,2,15,17,6
2884,19,4,36,44,45
2885,0,0,0,No Kayak Modular would need to Request Modular,0
2886,0,0,0,No Kayak Modular would need to Request Modular,0
2887,0,0,0,,0
2888,60,2,91,97,153
2889,8,0,23,25,37
2890,2,0,27,33,11
2891,0,0,0,No Kayak Modular would need to Request Modular,0
2892,21,2,30,32,68
2893,1,2,24,26,25
2894,0,4,163,182,36
2897,0,0,0,No Kayak Modular would need to Request Modular,3
2898,1,0,22,24,24
2899,0,0,0,No Kayak Modular would need to Request Modular,1
2900,0,0,0,No Kayak Modular would need to Request Modular,0
2901,4,0,27,30,36
2902,6,2,26,28,23
2903,6,2,25,27,8
2904,0,0,0,No Kayak Modular would need to Request Modular,0
2905,0,0,14,15,8
2906,8,6,69,74,98
2907,0,0,0,,0
2908,4,2,25,27,21
2909,0,0,0,No Kayak Modular would need to Request Modular,2
2910,4,4,57,61,38
2911,6,7,75,85,104
2912,7,2,19,20,20
2913,22,0,16,17,3
2914,1,2,18,19,31
2915,15,0,16,17,30
2916,0,0,0,No Kayak Modular would need to Request Modular,5
2917,18,0,12,13,20
2918,0,0,0,No Kayak Modular would need to Request Modular,-1
2919,0,0,0,,0
2920,11,7,31,34,56
2921,32,4,106,113,127
2922,0,0,0,No Kayak Modular would need to Request Modular,0
2923,16,6,214,229,320
2924,0,0,0,No Kayak Modular would need to Request Modular,0
2925,4,6,46,49,34
2926,0,0,0,No Kayak Modular would need to Request Modular,0
2927,60,4,95,104,215
2928,1,0,1,No Kayak Modular would need to Request Modular,55
2929,2,2,28,31,13
2930,0,0,0,,0
2931,0,0,1,No Kayak Modular would need to Request Modular,0
2932,1,0,23,26,35
2933,50,10,158,170,186
2934,0,0,0,No Kayak Modular would need to Request Modular,0
2935,0,0,28,No Kayak Modular would need to Request Modular,29
2936,0,0,0,No Kayak Modular would need to Request Modular,0
2937,5,2,35,37,23
2938,9,0,16,17,14
2939,0,0,3,No Kayak Modular would need to Request Modular,0
2940,0,0,0,,0
2941,0,0,0,No Kayak Modular would need to Request Modular,1
2945,5,4,42,46,42
2946,0,0,0,No Kayak Modular would need to Request Modular,3
2947,9,4,62,67,61
2948,0,0,0,No Kayak Modular would need to Request Modular,0
2950,5,0,6,6,14
2951,0,0,0,No Kayak Modular would need to Request Modular,0
2952,43,2,53,57,32
2953,4,2,41,44,33
2954,0,0,0,No Kayak Modular would need to Request Modular,2
2955,0,0,0,No Kayak Modular would need to Request Modular,0
2956,0,0,4,4,31
2957,26,3,212,229,166
2958,3,2,20,21,43
2959,0,0,0,No Kayak Modular would need to Request Modular,0
2962,14,0,8,9,1
2963,0,0,0,No Kayak Modular would need to Request Modular,1
2964,0,0,0,No Kayak Modular would need to Request Modular,0
2965,0,0,0,No Kayak Modular would need to Request Modular,2
2966,0,0,0,No Kayak Modular would need to Request Modular,0
2967,13,0,11,13,17
2968,0,0,0,No Kayak Modular would need to Request Modular,0
2973,11,0,8,9,19
2974,0,0,0,,0
2975,0,0,0,,0
2976,0,0,0,,0
2977,0,0,0,,0
2978,0,0,0,No Kayak Modular would need to Request Modular,0
2979,0,0,0,,0
2980,5,0,4,No Kayak Modular would need to Request Modular,29
2981,0,0,0,,0
2984,0,0,0,,0
2985,7,2,48,51,76
2986,2,2,21,24,30
2987,4,0,12,13,18
2988,13,12,88,98,80
2989,9,0,15,16,17
2990,7,2,29,31,36
2991,8,0,25,31,24
2992,5,8,185,198,173
2993,0,0,0,No Kayak Modular would need to Request Modular,0
2994,2,2,26,28,22
2995,0,0,0,,0
2996,0,0,0,No Kayak Modular would need to Request Modular,0
2998,0,0,0,,0
3004,0,0,0,No Kayak Modular would need to Request Modular,0
3008,0,0,0,No Kayak Modular would need to Request Modular,0
3011,0,0,0,,0
3013,0,0,0,,0
3014,0,0,0,No Kayak Modular would need to Request Modular,0
3015,0,0,0,,0
3017,5,2,33,36,24
3018,0,0,-3,No Kayak Modular would need to Request Modular,0
3019,0,0,0,,0
3022,0,0,0,,0
3023,0,0,0,,0
3026,0,0,0,,0
3035,0,0,0,No Kayak Modular would need to Request Modular,0
3042,0,0,0,,0
3043,0,0,0,,0
3044,0,0,0,No Kayak Modular would need to Request Modular,0
3046,0,0,0,,0
3047,0,0,0,No Kayak Modular would need to Request Modular,0
3049,0,0,0,,0
3050,0,0,0,,0
3053,7,2,22,24,31
3055,0,0,0,No Kayak Modular would need to Request Modular,0
3056,19,2,66,75,54
3057,18,0,5,5,20
3058,0,0,0,No Kayak Modular would need to Request Modular,0
3059,3,0,1,No Kayak Modular would need to Request Modular,10
3060,14,0,9,11,11
3061,0,0,0,No Kayak Modular would need to Request Modular,0
3062,0,0,0,,0
3066,0,0,0,,0
3067,0,0,0,No Kayak Modular would need to Request Modular,0
3069,0,0,0,,0
3070,0,0,0,,0
3071,0,0,0,,0
3072,0,0,0,,0
3074,0,0,0,,0
3075,12,2,28,33,33
3077,0,0,0,No Kayak Modular would need to Request Modular,0
3078,12,0,9,10,20
3081,3,1,41,45,36
3082,0,0,0,,0
3083,0,0,0,,0
3084,0,0,0,,0
3087,6,0,11,12,11
3088,3,0,35,39,31
3090,0,0,0,,0
3093,0,4,36,39,53
3094,0,0,0,,-1
3098,0,0,0,,0
3099,0,0,0,,0
3101,0,0,0,,0
3102,4,9,66,71,87
3103,0,0,0,No Kayak Modular would need to Request Modular,0
3104,0,0,0,,0
3106,0,0,0,No Kayak Modular would need to Request Modular,7
3107,0,0,0,No Kayak Modular would need to Request Modular,0
3110,0,0,0,,0
3111,0,0,0,,0
3112,0,0,0,No Kayak Modular would need to Request Modular,0
3114,0,0,0,No Kayak Modular would need to Request Modular,0
3118,0,0,0,No Kayak Modular would need to Request Modular,2
3119,50,5,40,45,38
3123,0,0,0,,0
3126,0,0,0,,0
3127,0,0,0,,0
3128,0,0,0,,0
3131,0,0,0,,0
3132,0,0,0,,0
3133,0,0,0,,0
3135,0,0,0,,0
3136,0,0,0,No Kayak Modular would need to Request Modular,0
3137,5,4,36,40,37
3138,0,0,0,,0
3139,0,0,0,,0
3140,0,0,0,,0
3141,0,0,0,,0
3143,0,0,0,,0
3144,0,0,0,,0
3145,0,0,0,,0
3146,0,0,0,,0
3147,0,0,0,No Kayak Modular would need to Request Modular,0
3149,0,0,0,No Kayak Modular would need to Request Modular,0
3150,0,2,23,25,10
3151,0,0,0,No Kayak Modular would need to Request Modular,0
3152,0,0,0,,0
3153,0,0,0,,0
3154,0,0,0,,0
3155,0,0,0,,0
3156,0,0,0,,0
3157,0,0,0,,0
3159,0,0,0,No Kayak Modular would need to Request Modular,1
3161,0,0,0,,0
3162,0,0,0,,0
3163,0,0,0,10,0
3164,0,0,0,,0
3166,0,0,0,,0
3167,0,0,0,No Kayak Modular would need to Request Modular,0
3168,0,0,0,,0
3169,15,0,26,28,25
3170,1,0,-1,No Kayak Modular would need to Request Modular,1
3172,0,0,0,,0
3173,0,0,0,,0
3175,0,0,0,,0
3176,0,0,0,,0
3177,3,2,39,43,45
3178,0,0,0,,0
3179,0,0,0,,0
3180,0,0,0,No Kayak Modular would need to Request Modular,0
3182,4,2,36,43,19
3183,0,0,0,,0
3184,0,0,0,,0
3185,0,0,0,,0
3188,0,0,0,No Kayak Modular would need to Request Modular,0
3191,1,0,19,20,26
3192,0,0,0,No Kayak Modular would need to Request Modular,0
3197,6,0,12,13,11
3198,0,0,0,,0
3199,0,0,0,,0
3200,2,2,25,27,24
3201,9,0,14,15,20
3202,0,0,0,,0
3204,0,0,0,,0
3205,12,0,22,27,8
3206,3,2,20,21,20
3207,26,2,29,34,45
3208,0,2,173,185,131
3209,6,10,89,96,123
3210,9,0,13,14,31
3212,3,4,37,40,37
3213,0,0,0,No Kayak Modular would need to Request Modular,3
3214,14,0,21,22,19
3215,24,2,27,29,28
3216,24,2,23,25,38
3217,8,2,29,32,35
3218,22,4,58,64,136
3219,4,0,21,24,36
3220,3,0,7,No Kayak Modular would need to Request Modular,84
3221,2,9,238,263,86
3222,-1,0,37,40,31
3223,6,2,16,17,23
3224,14,0,19,20,43
3225,38,0,20,24,30
3226,0,0,0,No Kayak Modular would need to Request Modular,21
3227,6,0,8,No Kayak Modular would need to Request Modular,163
3228,0,0,0,No Kayak Modular would need to Request Modular,1
3229,0,0,0,No Kayak Modular would need to Request Modular,0
3230,0,2,26,30,16
3231,0,0,0,No Kayak Modular would need to Request Modular,2
3232,0,2,31,33,39
3233,10,10,74,83,123
3234,4,2,49,54,37
3235,0,0,0,No Kayak Modular would need to Request Modular,3
3236,3,0,22,24,15
3237,2,2,36,39,21
3238,0,0,0,,0
3239,15,4,169,181,184
3241,49,10,97,105,158
3243,2,2,29,31,49
3245,53,2,187,208,176
3247,23,2,59,65,25
3248,0,0,0,No Kayak Modular would need to Request Modular,0
3250,0,0,0,No Kayak Modular would need to Request Modular,0
3251,65,2,53,58,16
3252,0,0,0,No Kayak Modular would need to Request Modular,0
3253,11,2,38,42,63
3254,85,4,55,59,92
3255,0,0,0,No Kayak Modular would need to Request Modular,0
3258,59,10,195,217,317
3259,88,6,299,323,324
3260,16,4,136,148,96
3261,128,12,247,274,275
3262,4,13,42,45,115
3265,7,0,31,34,24
3266,3,0,22,24,37
3267,0,2,27,29,18
3268,0,0,0,No Kayak Modular would need to Request Modular,36
3269,27,7,136,149,41
3270,13,0,23,27,32
3271,10,2,51,55,51
3273,0,0,-1,No Kayak Modular would need to Request Modular,0
3274,9,2,22,27,22
3275,0,0,0,,0
3276,0,0,0,No Kayak Modular would need to Request Modular,3
3277,8,2,38,42,34
3278,2,2,28,30,23
3279,1,0,0,No Kayak Modular would need to Request Modular,1
3280,0,0,0,No Kayak Modular would need to Request Modular,0
3281,-3,2,117,125,155
3282,6,4,184,249,106
3283,3,2,25,27,25
3284,0,0,-2,No Kayak Modular would need to Request Modular,21
3285,0,0,0,No Kayak Modular would need to Request Modular,0
3286,12,4,68,78,49
3287,0,0,0,,0
3288,12,0,9,12,7
3289,21,8,249,272,485
3290,5,0,19,No Kayak Modular would need to Request Modular,0
3291,1,0,25,27,23
3292,4,0,0,No Kayak Modular would need to Request Modular,10
3293,4,10,69,75,56
3294,7,0,15,16,32
3295,0,0,0,No Kayak Modular would need to Request Modular,0
3296,0,0,0,No Kayak Modular would need to Request Modular,0
3297,0,0,0,No Kayak Modular would need to Request Modular,0
3298,20,4,52,57,64
3299,0,0,0,,0
3300,0,0,0,No Kayak Modular would need to Request Modular,0
3301,0,0,0,No Kayak Modular would need to Request Modular,0
3302,0,0,0,No Kayak Modular would need to Request Modular,0
3303,0,0,-1,No Kayak Modular would need to Request Modular,1
3304,0,0,0,No Kayak Modular would need to Request Modular,0
3305,9,2,27,28,36
3307,12,4,46,50,53
3308,37,2,29,32,54
3309,6,0,2,No Kayak Modular would need to Request Modular,19
3310,6,9,45,57,36
3311,0,0,0,No Kayak Modular would need to Request Modular,2
3313,0,0,4,No Kayak Modular would need to Request Modular,19
3314,0,0,0,,0
3315,0,0,0,,0
3317,0,0,0,No Kayak Modular would need to Request Modular,0
3319,14,0,22,25,47
3320,0,0,0,No Kayak Modular would need to Request Modular,0
3322,0,2,17,18,18
3324,3,2,17,20,18
3327,0,0,0,,0
3328,3,11,34,36,100
3329,21,6,271,290,170
3330,0,0,0,,0
3331,0,0,0,No Kayak Modular would need to Request Modular,0
3332,2,7,47,50,87
3334,20,2,156,167,159
3335,0,0,0,,0
3336,11,1,19,20,30
3337,9,2,161,172,103
3338,0,0,0,,0
3339,35,0,90,100,30
3340,0,0,0,,0
3341,0,0,0,,0
3342,3,0,22,25,27
3344,0,11,111,120,141
3347,15,2,33,36,38
3348,0,0,10,No Kayak Modular would need to Request Modular,29
3349,3,2,17,22,21
3350,0,0,0,No Kayak Modular would need to Request Modular,0
3351,50,0,20,No Kayak Modular would need to Request Modular,51
3352,13,2,23,27,42
3354,0,0,0,,0
3355,0,0,0,,0
3356,0,0,0,,0
3357,0,0,0,,0
3359,0,0,0,,0
3360,4,0,11,No Kayak Modular would need to Request Modular,58
3362,10,2,24,27,25
3363,2,1,23,25,21
3364,0,0,0,No Kayak Modular would need to Request Modular,0
3366,53,4,151,165,130
3367,14,0,22,26,51
3370,14,0,26,30,38
3371,0,0,0,No Kayak Modular would need to Request Modular,0
3372,10,0,22,25,24
3377,0,0,0,,0
3379,0,0,0,No Kayak Modular would need to Request Modular,0
3380,104,12,193,208,248
3381,0,0,0,No Kayak Modular would need to Request Modular,0
3382,24,10,252,274,150
3383,0,0,0,No Kayak Modular would need to Request Modular,16
3384,0,0,0,No Kayak Modular would need to Request Modular,0
3385,0,0,0,,0
3386,3,0,22,24,37
3387,2,3,34,39,31
3388,9,0,16,17,20
3389,0,0,0,No Kayak Modular would need to Request Modular,0
3390,2,0,11,No Kayak Modular would need to Request Modular,11
3391,15,2,34,36,54
3392,0,0,0,,0
3394,0,0,0,No Kayak Modular would need to Request Modular,39
3395,8,4,32,34,27
3397,16,0,7,7,8
3400,0,0,0,No Kayak Modular would need to Request Modular,0
3401,0,0,0,No Kayak Modular would need to Request Modular,0
3402,9,0,26,28,7
3403,9,0,33,35,19
3404,0,0,0,No Kayak Modular would need to Request Modular,0
3406,0,0,0,No Kayak Modular would need to Request Modular,0
3407,0,0,0,No Kayak Modular would need to Request Modular,0
3408,17,2,33,43,38
3409,7,10,70,75,48
3411,0,0,0,,0
3412,52,2,125,135,153
3414,0,0,0,,0
3415,12,8,90,102,107
3417,36,8,67,75,83
3418,53,0,31,34,52
3419,0,0,0,,0
3420,0,0,0,No Kayak Modular would need to Request Modular,4
3422,10,0,34,36,38
3423,0,0,0,No Kayak Modular would need to Request Modular,0
3424,0,0,0,,0
3425,0,0,0,No Kayak Modular would need to Request Modular,0
3427,0,0,0,No Kayak Modular would need to Request Modular,0
3428,0,0,0,No Kayak Modular would need to Request Modular,0
3429,11,9,60,64,104
3430,0,0,0,No Kayak Modular would need to Request Modular,0
3431,2,2,39,43,54
3432,0,0,0,No Kayak Modular would need to Request Modular,0
3433,0,0,0,No Kayak Modular would need to Request Modular,0
3434,7,2,16,17,9
3435,9,0,13,14,41
3436,0,0,0,No Kayak Modular would need to Request Modular,0
3439,12,8,88,104,91
3442,0,0,0,,0
3443,3,0,18,19,31
3445,0,0,0,No Kayak Modular would need to Request Modular,-1
3447,0,0,-1,No Kayak Modular would need to Request Modular,0
3449,0,0,0,,0
3450,0,0,0,,0
3452,0,0,0,,0
3453,0,0,0,No Kayak Modular would need to Request Modular,13
3454,38,4,128,138,144
3455,0,0,0,No Kayak Modular would need to Request Modular,0
3456,0,0,0,,0
3457,0,0,0,,0
3458,6,4,92,98,35
3459,0,0,6,No Kayak Modular would need to Request Modular,0
3460,0,0,6,No Kayak Modular would need to Request Modular,1
3461,0,0,28,30,16
3462,0,0,0,No Kayak Modular would need to Request Modular,0
3463,10,0,12,14,17
3464,29,0,33,36,46
3465,0,0,0,No Kayak Modular would need to Request Modular,0
3469,0,0,0,No Kayak Modular would need to Request Modular,3
3471,4,0,16,18,14
3472,57,12,343,383,355
3473,0,0,1,No Kayak Modular would need to Request Modular,0
3474,14,3,36,41,41
3475,0,0,0,No Kayak Modular would need to Request Modular,1
3476,0,0,0,No Kayak Modular would need to Request Modular,2
3477,0,0,0,No Kayak Modular would need to Request Modular,0
3478,2,0,56,No Kayak Modular would need to Request Modular,8
3479,0,0,0,No Kayak Modular would need to Request Modular,0
3480,9,0,33,35,45
3481,0,0,0,No Kayak Modular would need to Request Modular,1
3482,15,2,16,18,18
3483,4,0,4,5,0
3484,11,10,91,110,87
3485,17,4,97,103,154
3486,77,4,167,183,106
3487,8,0,19,20,18
3488,5,2,19,20,17
3489,0,0,0,No Kayak Modular would need to Request Modular,1
3490,0,0,1,No Kayak Modular would need to Request Modular,0
3491,0,0,0,No Kayak Modular would need to Request Modular,0
3492,2,2,24,26,24
3493,0,0,0,No Kayak Modular would need to Request Modular,0
3494,83,0,20,25,18
3495,14,4,52,56,64
3497,9,2,22,24,31
3498,2,2,30,33,23
3499,3,5,46,49,18
3500,0,0,0,No Kayak Modular would need to Request Modular,0
3501,8,0,31,34,38
3502,11,0,11,13,8
3503,3,2,20,21,25
3504,0,0,0,,0
3505,1,2,21,22,28
3508,0,0,0,,0
3509,0,0,0,,0
3510,12,0,6,6,12
3511,117,12,503,545,548
3512,0,0,0,,0
3513,4,2,23,25,26
3514,6,4,59,65,126
3515,93,4,64,68,39
3516,64,0,28,No Kayak Modular would need to Request Modular,24
3517,0,0,0,,0
3518,0,0,0,No Kayak Modular would need to Request Modular,1
3520,0,0,0,No Kayak Modular would need to Request Modular,0
3521,0,0,0,,0
3522,0,0,0,No Kayak Modular would need to Request Modular,0
3523,6,0,12,15,9
3524,27,0,8,9,13
3525,27,3,183,199,118
3526,16,4,36,39,32
3527,14,2,29,33,24
3528,6,4,55,61,65
3529,0,0,0,No Kayak Modular would need to Request Modular,0
3530,0,0,0,,0
3531,50,8,129,140,168
3533,0,0,0,No Kayak Modular would need to Request Modular,6
3534,5,4,52,57,34
3535,2,6,179,197,129
3537,92,12,150,164,342
3538,7,2,35,40,34
3541,2,4,32,34,24
