,900,901,902,903,904,905,584 (SPRING 27'),804
1581,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1583,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1584,Yes,No,Yes,Yes,Yes,Yes,No,No
1585,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1586,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1587,No,No,No,No,No,No,No,No
1588,No,No,No,No,No,No,Yes,No
1589,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1590,No,No,No,No,No,No,Yes,No
1591,No,No,No,No,No,No,Yes,No
1592,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1593,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1594,No,No,No,No,No,No,Yes,No
1595,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1596,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1597,No,No,No,No,No,No,Yes,No
1598,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1599,Yes,No,Yes,Yes,Yes,No,No,No
1600,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1601,Yes,No,Yes,Yes,Yes,Yes,No,No
1602,Yes,No,Yes,Yes,Yes,Yes,No,No
1603,Yes,No,Yes,Yes,Yes,Yes,No,No
1604,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1605,No,No,No,No,No,No,Yes,No
1606,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1607,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1608,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1609,No,No,No,No,No,No,Yes,No
1610,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1611,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1612,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1613,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1614,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1615,No,No,No,No,No,No,No,No
1616,No,No,No,No,No,No,No,No
1617,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1618,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1619,No,No,No,No,No,No,No,No
1620,No,No,No,No,No,No,Yes,No
1621,Yes,No,Yes,Yes,Yes,Yes,No,No
1622,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1623,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1624,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1625,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1626,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1627,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1628,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1629,Yes,No,Yes,Yes,Yes,Yes,No,No
1630,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1631,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1632,No,No,No,No,No,No,Yes,No
1633,No,No,No,No,No,No,Yes,No
1634,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1635,Yes,No,Yes,Yes,Yes,Yes,No,Yes
1636,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1637,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1638,Yes,No,Yes,Yes,Yes,Yes,No,No
1639,Yes,No,Yes,Yes,Yes,Yes,No,No
1640,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1641,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1642,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1643,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1644,No,No,No,No,No,No,Yes,No
1645,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1646,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1647,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1648,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1649,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1650,Yes,No,Yes,Yes,Yes,Yes,No,No
1651,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1652,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1653,No,No,No,No,No,No,No,No
1654,No,No,No,No,No,No,Yes,No
1655,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1656,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1657,No,No,No,No,No,No,No,No
1658,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1659,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1660,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1661,No,No,No,No,No,No,No,No
1662,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1663,No,No,No,No,No,No,Yes,No
1664,No,No,No,No,No,No,No,No
1665,No,No,No,No,No,No,Yes,No
1666,No,No,No,No,No,No,Yes,No
1667,Yes,No,Yes,Yes,Yes,Yes,No,No
1668,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1669,No,No,No,No,No,No,Yes,No
1670,No,No,No,No,No,No,Yes,No
1671,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1672,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1673,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1674,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1675,Yes,No,Yes,Yes,Yes,Yes,No,No
1676,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1677,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1678,Yes,No,Yes,Yes,Yes,Yes,No,No
1679,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1680,No,No,No,No,No,No,Yes,No
1681,Yes,No,Yes,Yes,Yes,Yes,No,No
1682,No,No,No,No,No,No,Yes,No
1683,Yes,No,Yes,Yes,Yes,Yes,No,No
1684,No,No,No,No,No,No,No,No
1685,No,No,No,No,No,No,No,No
1686,No,No,No,No,No,No,No,No
1687,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1688,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1689,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1690,No,No,No,No,No,No,No,No
1691,No,No,No,No,No,No,No,No
1692,No,No,No,No,No,No,Yes,No
1693,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1694,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1695,Yes,No,Yes,Yes,Yes,Yes,No,No
1696,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1697,No,No,No,No,No,No,No,No
1698,No,No,No,No,No,No,No,No
1699,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1700,No,No,No,No,No,No,No,No
1701,Yes,No,Yes,Yes,Yes,Yes,No,No
1702,No,No,No,No,No,No,Yes,No
1703,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1704,No,No,No,No,No,No,No,No
1705,Yes,No,Yes,Yes,Yes,Yes,No,No
1707,No,No,No,No,No,No,Yes,No
1708,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1709,No,No,No,No,No,No,Yes,No
1710,No,No,No,No,No,No,No,No
1711,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1712,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1713,No,No,No,No,No,No,Yes,No
1714,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1715,No,No,No,No,No,No,No,No
1716,No,No,No,No,No,No,Yes,No
1717,No,No,No,No,No,No,No,No
1718,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1719,No,No,No,No,No,No,Yes,No
1720,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1721,No,No,No,No,No,No,Yes,No
1722,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1723,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1724,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1726,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1727,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1728,No,No,No,No,No,No,Yes,No
1729,Yes,No,Yes,Yes,Yes,Yes,No,No
1730,No,No,No,No,No,No,No,No
1731,No,No,No,No,No,No,No,No
1732,Yes,No,Yes,Yes,Yes,Yes,No,No
1733,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1734,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1735,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1736,No,No,No,No,No,No,No,No
1737,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1738,No,No,No,No,No,No,Yes,No
1739,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1740,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1741,No,No,No,No,No,No,No,No
1742,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1743,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1744,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1745,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1746,No,No,No,No,No,No,Yes,No
1747,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1748,No,No,No,No,No,No,No,No
1749,No,No,No,No,No,No,Yes,No
1750,No,No,No,No,No,No,No,No
1751,No,No,No,No,No,No,Yes,No
1752,No,No,No,No,No,No,No,No
1753,No,No,No,No,No,No,No,No
1754,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1755,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1756,No,No,No,No,No,No,No,No
1757,No,No,No,No,No,No,No,No
1758,Yes,No,Yes,Yes,Yes,Yes,No,No
1759,No,No,No,No,No,No,No,No
1760,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1761,Yes,No,Yes,Yes,Yes,No,No,No
1762,No,No,No,No,No,No,Yes,No
1763,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1764,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1765,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1766,Yes,No,Yes,Yes,Yes,Yes,No,No
1767,No,No,No,No,No,No,Yes,No
1768,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1769,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1770,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1771,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1772,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1773,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1774,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1775,No,No,No,No,No,No,Yes,No
1776,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1777,No,No,No,No,No,No,No,No
1778,No,No,No,No,No,No,Yes,No
1779,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1780,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1781,No,No,No,No,No,No,Yes,No
1782,No,No,No,No,No,No,No,No
1783,Yes,No,Yes,Yes,Yes,Yes,No,No
1784,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1785,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1786,No,No,No,No,No,No,No,No
1787,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1788,No,No,No,No,No,No,Yes,No
1789,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1790,No,No,No,No,No,No,Yes,No
1791,No,No,No,No,No,No,No,No
1792,No,No,No,No,No,No,No,No
1793,Yes,No,Yes,Yes,Yes,Yes,No,No
1794,No,No,No,No,No,No,Yes,No
1795,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1796,No,No,No,No,No,No,No,No
1797,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1798,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1799,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1800,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1801,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1802,No,No,No,No,No,No,Yes,No
1803,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1804,No,No,No,No,No,No,No,No
1805,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1806,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1807,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1808,Yes,No,Yes,Yes,Yes,No,No,No
1809,No,No,No,No,No,No,No,No
1810,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1811,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1812,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1813,No,No,No,No,No,No,No,No
1814,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1815,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1816,Yes,No,Yes,Yes,Yes,Yes,No,No
1817,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1819,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1820,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1821,No,No,No,No,No,No,No,No
1822,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1823,No,No,No,No,No,No,No,No
1825,No,No,No,No,No,No,No,No
1826,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1827,No,No,No,No,No,No,Yes,No
1828,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1829,No,No,No,No,No,No,No,No
1830,No,No,No,No,No,No,Yes,No
1831,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1832,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1833,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1834,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1835,No,No,No,No,No,No,Yes,No
1836,No,No,No,No,No,No,Yes,No
1837,No,No,No,No,No,No,No,No
1838,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1839,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1840,No,No,No,No,No,No,No,No
1841,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1842,No,No,No,No,No,No,No,No
1843,Yes,No,Yes,Yes,Yes,Yes,No,No
1844,No,No,No,No,No,No,No,No
1845,No,No,No,No,No,No,Yes,No
1846,No,No,No,No,No,No,Yes,No
1847,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1848,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1849,Yes,No,Yes,Yes,Yes,Yes,No,No
1850,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1851,Yes,No,Yes,Yes,Yes,No,Yes,No
1852,No,No,No,No,No,No,Yes,No
1853,No,No,No,No,No,No,No,No
1854,No,No,No,No,No,No,No,No
1855,Yes,No,Yes,Yes,Yes,No,No,No
1856,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1857,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1858,Yes,No,Yes,Yes,Yes,Yes,No,No
1859,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1860,No,No,No,No,No,No,No,No
1861,No,No,No,No,No,No,Yes,No
1862,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1863,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1864,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1865,Yes,No,Yes,Yes,No,No,No,No
1866,No,No,No,No,No,No,Yes,No
1867,No,No,No,No,No,No,No,No
1868,No,No,No,No,No,No,Yes,No
1869,No,No,No,No,No,No,No,No
1870,No,No,No,No,No,No,Yes,No
1871,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1872,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1873,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1874,Yes,No,Yes,Yes,Yes,Yes,No,No
1875,No,No,No,No,No,No,Yes,No
1876,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1877,No,No,No,No,No,No,No,No
1878,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1879,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1880,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1881,No,No,No,No,No,No,No,No
1882,Yes,No,Yes,Yes,Yes,Yes,No,No
1883,No,No,No,No,No,No,Yes,No
1884,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1885,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1886,No,No,No,No,No,No,Yes,No
1887,No,No,No,No,No,No,Yes,No
1888,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1889,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1890,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1891,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1892,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1893,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1894,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1895,No,No,No,No,No,No,No,No
1896,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1897,Yes,No,Yes,Yes,Yes,Yes,No,No
1898,Yes,No,Yes,Yes,Yes,Yes,No,No
1899,No,No,No,No,No,No,No,No
1900,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1901,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1902,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1903,No,No,No,No,No,No,No,No
1904,No,No,No,No,No,No,No,No
1905,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1906,Yes,No,Yes,Yes,Yes,No,Yes,No
1907,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1908,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1909,No,No,No,No,No,No,Yes,No
1910,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1911,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1912,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1913,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1914,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1915,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1916,No,No,No,No,No,No,No,No
1917,No,No,No,No,No,No,No,No
1918,No,No,No,No,No,No,Yes,No
1919,Yes,No,Yes,Yes,No,No,No,No
1920,No,No,No,No,No,No,No,No
1921,No,No,No,No,No,No,No,No
1922,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1923,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1924,No,No,No,No,No,No,Yes,No
1925,Yes,No,Yes,Yes,Yes,Yes,No,No
1926,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1927,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1928,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1929,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1930,No,No,No,No,No,No,Yes,No
1931,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1932,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1933,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1934,No,No,No,No,No,No,No,No
1935,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1936,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1937,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1938,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1939,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1940,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1941,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1942,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1943,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1945,No,No,No,No,No,No,Yes,No
1946,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1947,No,No,No,No,No,No,Yes,No
1948,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1949,No,No,No,No,No,No,Yes,No
1950,Yes,No,Yes,Yes,Yes,Yes,No,No
1951,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1952,No,No,No,No,No,No,Yes,No
1953,Yes,No,Yes,Yes,Yes,Yes,No,No
1954,No,No,No,No,No,No,No,No
1955,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1956,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1957,No,No,No,No,No,No,No,No
1958,Yes,No,Yes,Yes,Yes,Yes,No,No
1959,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1960,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1961,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1962,No,No,No,No,No,No,No,No
1963,No,No,No,No,No,No,No,No
1964,No,No,No,No,No,No,No,No
1965,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1966,Yes,Yes,Yes,Yes,No,Yes,Yes,No
1967,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1968,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1969,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1970,No,No,No,No,No,No,No,No
1971,No,No,No,No,No,No,Yes,No
1972,No,No,No,No,No,No,No,No
1973,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1974,Yes,No,Yes,Yes,Yes,Yes,No,No
1975,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1976,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1977,No,No,No,No,No,No,Yes,No
1978,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1979,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1980,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1981,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1982,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1983,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1984,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1985,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1986,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1987,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1988,No,No,No,No,No,No,No,No
1989,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1990,No,No,No,No,No,No,Yes,No
1991,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1992,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1993,No,No,No,No,No,No,Yes,No
1994,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1995,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1996,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1997,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1998,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1999,Yes,No,Yes,Yes,Yes,Yes,No,No
2000,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2001,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2002,No,No,No,No,No,No,No,No
2003,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2004,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2005,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2006,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2007,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2008,Yes,No,Yes,Yes,Yes,No,No,Yes
2009,No,No,No,No,No,No,No,No
2010,No,No,No,No,No,No,Yes,No
2012,No,No,No,No,No,No,No,No
2013,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2014,No,No,No,No,No,No,No,No
2015,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2016,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2019,No,No,No,No,No,No,No,No
2020,Yes,No,Yes,Yes,Yes,Yes,No,No
2021,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2022,No,No,No,No,No,No,Yes,No
2023,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2024,No,No,No,No,No,No,Yes,No
2025,No,No,No,No,No,No,No,No
2026,No,No,No,No,No,No,Yes,No
2027,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2028,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2030,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2031,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2032,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2033,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2035,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2036,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2037,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2038,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2039,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2040,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2041,No,No,No,No,No,No,Yes,No
2043,Yes,No,Yes,Yes,Yes,Yes,No,No
2044,No,No,No,No,No,No,No,No
2045,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2046,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2047,No,No,No,No,No,No,Yes,No
2048,No,No,No,No,No,No,No,No
2049,No,No,No,No,No,No,No,No
2050,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2051,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2052,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2053,No,No,No,No,No,No,Yes,No
2054,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2055,No,No,No,No,No,No,Yes,No
2056,No,No,No,No,No,No,Yes,No
2057,No,No,No,No,No,No,Yes,No
2058,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2059,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2061,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2062,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2063,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2065,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2066,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2067,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2068,No,No,No,No,No,No,No,No
2069,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2070,No,No,No,No,No,No,No,No
2071,No,No,No,No,No,No,No,No
2072,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2073,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2074,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2075,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2077,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2078,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2079,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2080,No,No,No,No,No,No,No,No
2081,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2082,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2083,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2084,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2085,Yes,No,Yes,Yes,Yes,No,No,No
2086,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2087,No,No,No,No,No,No,Yes,No
2088,No,No,No,No,No,No,No,No
2089,No,No,No,No,No,No,Yes,No
2090,No,No,No,No,No,No,No,No
2091,No,No,No,No,No,No,Yes,No
2092,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2093,No,No,No,No,No,No,No,No
2094,No,No,No,No,No,No,No,No
2095,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2096,No,No,No,No,No,No,Yes,No
2097,No,No,No,No,No,No,Yes,No
2098,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2099,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2100,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2101,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2102,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2103,No,No,No,No,No,No,Yes,No
2104,No,No,No,No,No,No,No,No
2105,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2106,No,No,No,No,No,No,Yes,No
2107,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2108,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2109,No,No,No,No,No,No,No,No
