Store Number,,Status,Delivery Date
3502,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676344' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
2441,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356677189' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
4631,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914767344' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2818,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914767333' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
489,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914769120' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2254,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356675028' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2850,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914769965' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
5363,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914763831' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
5469,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679181' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1823,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679365' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
3490,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914769792' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
655,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768086' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1353,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768811' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
3281,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679262' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
2832,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679490' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1743,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768454' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2236,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679273' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
595,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356680895' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1591,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679137' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
237,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914766500' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759541' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2807,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356680494' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1726,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356680704' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
519,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768410' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1135,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679722' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1111,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914764426' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1211,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914765499' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2706,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768719' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1472,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356671136' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2445,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356678520' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
3825,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673985' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
3077,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356680211' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
6878,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914758832' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
2255,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356678943' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1061,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914764654' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
954,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356672544' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1594,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676815' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
281,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759975' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2256,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673530' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
694,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768535' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1242,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673827' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1376,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356672912' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
2285,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356675782' target='_blank''>Click here for FedEx tracking.</a>, On the way: US ,
1757,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356671000' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1568,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356678818' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1590,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914762787' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2814,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914762880' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2937,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356671011' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
948,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356674320' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1613,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356674087' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
4477,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356674466' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
313,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356671835' target='_blank''>Click here for FedEx tracking.</a>, At FedEx destination facility: US ,
435,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914766131' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
3515,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676995' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1191,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673790' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
728,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679847' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
862,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914764275' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
618,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914763647' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1606,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673047' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1892,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914766587' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
3445,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356677075' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1942,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914770097' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
4458,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673941' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
5814,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914764390' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
303,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356672420' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
3163,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914762695' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
5671,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914762559' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1029,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914761563' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2480,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679230' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
2111,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759298' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1065,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759427' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2929,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673540' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
653,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768605' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2326,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356675484' target='_blank''>Click here for FedEx tracking.</a>, On the way: US ,
1976,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356675705' target='_blank''>Click here for FedEx tracking.</a>, On the way: US ,
261,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759725' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
52,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759861' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
5433,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759872' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
5433,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759953' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2192,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914770237' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
542,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768650' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
3483,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768833' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
166,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356671592' target='_blank''>Click here for FedEx tracking.</a>, On FedEx vehicle for delivery: US ,
3296,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356683254' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
3584,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356684136' target='_blank''>Click here for FedEx tracking.</a>, On FedEx vehicle for delivery: US ,
2195,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356674834' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1754,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914770535' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1495,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356677248' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2097,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676149' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
5266,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914763533' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
5470,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356678689' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
161,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673390' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
