Market,Region,Store,BU,Final Tier,Details
300,26,4273,EAST BU,Tier 2 - GM Pause,
305,4,4274,EAST BU,Tier 2 - GM Pause,
510,61,4275,NHM BU,Tier 1 - ISA On in Total Store,
226,17,4276,EAST BU,Tier 1 - ISA On in Total Store,
316,20,4277,NORTH BU,Tier 2 - GM Pause,
317,20,4278,NORTH BU,Tier 1 - ISA On in Total Store,
44,5,4279,SOUTWEST BU,Tier 2 - GM Pause,
436,53,4281,NORTH BU,Tier 2 - GM Pause,
16,3,4283,SOUTHEAST BU,Tier 2 - GM Pause,
380,47,4284,WEST BU,Tier 1 - ISA On in Total Store,
214,20,4285,NORTH BU,Tier 2 - GM Pause,Tour with Adonis cleared to Tier 2
265,25,4286,NORTH BU,Tier 1 - ISA On in Total Store,
379,47,4288,WEST BU,Tier 2 - GM Pause,
9,61,4293,NHM BU,Tier 1 - ISA On in Total Store,
134,13,4295,SOUTWEST BU,Tier 2 - GM Pause,
59,6,4298,SOUTWEST BU,Tier 2 - GM Pause,
71,46,4299,SOUTWEST BU,Tier 2 - GM Pause,
553,9,4303,SOUTHEAST BU,Tier 2 - GM Pause,
455,56,4309,WEST BU,Tier 1 - ISA On in Total Store,
447,57,4317,WEST BU,Tier 1 - ISA On in Total Store,
8,14,4318,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
409,44,4321,SOUTWEST BU,Tier 2 - GM Pause,
407,47,4322,WEST BU,Tier 1 - ISA On in Total Store,
262,25,4323,NORTH BU,Tier 1 - ISA On in Total Store,
9,61,4324,NHM BU,Tier 1 - ISA On in Total Store,
365,57,4325,WEST BU,Tier 1 - ISA On in Total Store,
13,14,4330,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
90,9,4332,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1,14,4333,SOUTHEAST BU,Tier 2 - GM Pause,
294,2,4334,SOUTHEAST BU,Tier 2 - GM Pause,
391,47,4335,WEST BU,Tier 2 - GM Pause,
368,46,4336,SOUTWEST BU,Tier 2 - GM Pause,
365,57,4337,WEST BU,Tier 1 - ISA On in Total Store,
397,61,4339,NHM BU,Tier 1 - ISA On in Total Store,
445,57,4340,WEST BU,Tier 1 - ISA On in Total Store,
387,46,4341,SOUTWEST BU,Tier 2 - GM Pause,
237,22,4348,EAST BU,Tier 2 - GM Pause,
287,75,4350,EAST BU,Tier 2 - GM Pause,
427,54,4352,WEST BU,Tier 1 - ISA On in Total Store,
102,72,4354,NHM BU,Tier 1 - ISA On in Total Store,
364,46,4355,SOUTWEST BU,Tier 1 - ISA On in Total Store,
396,57,4356,WEST BU,Tier 1 - ISA On in Total Store,
545,72,4357,NHM BU,Tier 1 - ISA On in Total Store,
432,47,4358,WEST BU,Tier 1 - ISA On in Total Store,
469,60,4359,WEST BU,Tier 1 - ISA On in Total Store,
90,9,4365,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
526,64,4366,NHM BU,Tier 1 - ISA On in Total Store,
542,64,4367,NHM BU,Tier 1 - ISA On in Total Store,
93,3,4368,SOUTHEAST BU,Tier 2 - GM Pause,
392,56,4370,WEST BU,Tier 2 - GM Pause,
542,64,4371,NHM BU,Tier 1 - ISA On in Total Store,
320,75,4372,EAST BU,Tier 1 - ISA On in Total Store,
542,64,4373,NHM BU,Tier 1 - ISA On in Total Store,
421,52,4374,WEST BU,Tier 1 - ISA On in Total Store,
534,72,4375,NHM BU,Tier 1 - ISA On in Total Store,
534,72,4376,NHM BU,Tier 1 - ISA On in Total Store,
388,54,4377,WEST BU,Tier 1 - ISA On in Total Store,
285,75,4378,EAST BU,Tier 1 - ISA On in Total Store,
488,72,4380,NHM BU,Tier 1 - ISA On in Total Store,
333,40,4381,NORTH BU,Tier 3 - Total Store ISA Pause,
197,19,4383,NORTH BU,Tier 3 - Total Store ISA Pause,
36,4,4384,EAST BU,Tier 2 - GM Pause,
156,16,4387,EAST BU,Tier 2 - GM Pause,
502,59,4388,NHM BU,Tier 1 - ISA On in Total Store,
181,16,4389,EAST BU,Tier 2 - GM Pause,
507,64,4390,NHM BU,Tier 1 - ISA On in Total Store,
445,57,4392,WEST BU,Tier 1 - ISA On in Total Store,
454,56,4393,WEST BU,Tier 1 - ISA On in Total Store,
474,60,4394,WEST BU,Tier 2 - GM Pause,
474,60,4395,WEST BU,Tier 2 - GM Pause,
247,21,4399,NORTH BU,Tier 2 - GM Pause,
187,17,4403,EAST BU,Tier 1 - ISA On in Total Store,
233,22,4404,EAST BU,Tier 1 - ISA On in Total Store,
264,25,4405,NORTH BU,Tier 1 - ISA On in Total Store,
8,14,4407,SOUTHEAST BU,Tier 2 - GM Pause,
22,2,4409,SOUTHEAST BU,Tier 2 - GM Pause,
304,4,4410,EAST BU,Tier 2 - GM Pause,
382,54,4412,WEST BU,Tier 1 - ISA On in Total Store,
494,59,4413,NHM BU,Tier 1 - ISA On in Total Store,
152,41,4414,NORTH BU,Tier 1 - ISA On in Total Store,
526,64,4415,NHM BU,Tier 1 - ISA On in Total Store,
67,6,4416,SOUTWEST BU,Tier 1 - ISA On in Total Store,
251,25,4417,NORTH BU,Tier 2 - GM Pause,
41,4,4420,EAST BU,Tier 1 - ISA On in Total Store,
546,72,4421,NHM BU,Tier 1 - ISA On in Total Store,
280,75,4423,EAST BU,Tier 1 - ISA On in Total Store,
206,19,4424,NORTH BU,Tier 2 - GM Pause,
96,72,4425,NHM BU,Tier 1 - ISA On in Total Store,
546,72,4426,NHM BU,Tier 1 - ISA On in Total Store,
97,3,4427,SOUTHEAST BU,Tier 2 - GM Pause,
294,2,4428,SOUTHEAST BU,Tier 2 - GM Pause,
373,46,4430,SOUTWEST BU,Tier 2 - GM Pause,
499,59,4431,NHM BU,Tier 1 - ISA On in Total Store,
498,59,4432,NHM BU,Tier 1 - ISA On in Total Store,
548,72,4434,NHM BU,Tier 1 - ISA On in Total Store,
149,12,4435,SOUTHEAST BU,Tier 2 - GM Pause,
24,2,4436,SOUTHEAST BU,Tier 2 - GM Pause,
403,54,4438,WEST BU,Tier 1 - ISA On in Total Store,
201,19,4439,NORTH BU,Tier 1 - ISA On in Total Store,
41,4,4440,EAST BU,Tier 1 - ISA On in Total Store,
488,72,4441,NHM BU,Tier 1 - ISA On in Total Store,
497,59,4443,NHM BU,Tier 1 - ISA On in Total Store,
98,3,4444,SOUTHEAST BU,Tier 2 - GM Pause,
497,59,4445,NHM BU,Tier 1 - ISA On in Total Store,
107,9,4446,SOUTHEAST BU,Tier 2 - GM Pause,
242,41,4450,NORTH BU,Tier 2 - GM Pause,
373,46,4451,SOUTWEST BU,Tier 2 - GM Pause,
497,59,4452,NHM BU,Tier 1 - ISA On in Total Store,
504,64,4453,NHM BU,Tier 1 - ISA On in Total Store,
558,22,4456,EAST BU,Tier 2 - GM Pause,
38,4,4457,EAST BU,Tier 1 - ISA On in Total Store,
299,26,4458,EAST BU,Tier 2 - GM Pause,
301,26,4459,EAST BU,Tier 2 - GM Pause,
324,42,4460,SOUTHEAST BU,Tier 2 - GM Pause,
259,41,4461,NORTH BU,Tier 1 - ISA On in Total Store,
504,64,4464,NHM BU,Tier 1 - ISA On in Total Store,
562,64,4465,NHM BU,Tier 1 - ISA On in Total Store,
562,64,4466,NHM BU,Tier 1 - ISA On in Total Store,
562,64,4468,NHM BU,Tier 1 - ISA On in Total Store,
566,59,4469,NHM BU,Tier 1 - ISA On in Total Store,
538,72,4470,NHM BU,Tier 1 - ISA On in Total Store,
381,54,4471,WEST BU,Tier 1 - ISA On in Total Store,
20,2,4472,SOUTHEAST BU,Tier 2 - GM Pause,
9,61,4473,NHM BU,Tier 1 - ISA On in Total Store,
469,60,4474,WEST BU,Tier 1 - ISA On in Total Store,
362,40,4475,NORTH BU,Tier 1 - ISA On in Total Store,
290,75,4476,EAST BU,Tier 1 - ISA On in Total Store,
308,26,4477,EAST BU,Tier 2 - GM Pause,
538,72,4478,NHM BU,Tier 1 - ISA On in Total Store,
207,19,4479,NORTH BU,Tier 1 - ISA On in Total Store,
153,12,4482,SOUTHEAST BU,Tier 2 - GM Pause,
149,12,4483,SOUTHEAST BU,Tier 2 - GM Pause,
297,26,4484,EAST BU,Tier 2 - GM Pause,
39,2,4487,SOUTHEAST BU,Tier 2 - GM Pause,
451,56,4488,WEST BU,Tier 1 - ISA On in Total Store,
9,61,4490,NHM BU,Tier 1 - ISA On in Total Store,
490,61,4491,NHM BU,Tier 1 - ISA On in Total Store,
557,61,4494,NHM BU,Tier 1 - ISA On in Total Store,
13,14,4497,SOUTHEAST BU,Tier 2 - GM Pause,
103,72,4498,NHM BU,Tier 1 - ISA On in Total Store,
299,26,4499,EAST BU,Tier 2 - GM Pause,
235,20,4501,NORTH BU,Tier 2 - GM Pause,
49,5,4503,SOUTWEST BU,Tier 2 - GM Pause,
544,72,4504,NHM BU,Tier 1 - ISA On in Total Store,
41,4,4506,EAST BU,Tier 2 - GM Pause,
80,6,4508,SOUTWEST BU,Tier 1 - ISA On in Total Store,
48,5,4509,SOUTWEST BU,Tier 2 - GM Pause,
279,25,4511,NORTH BU,Tier 1 - ISA On in Total Store,
65,6,4512,SOUTWEST BU,Tier 2 - GM Pause,
286,75,4514,EAST BU,Tier 2 - GM Pause,
537,72,4516,NHM BU,Tier 1 - ISA On in Total Store,
546,72,4517,NHM BU,Tier 1 - ISA On in Total Store,
546,72,4519,NHM BU,Tier 1 - ISA On in Total Store,
97,3,4520,SOUTHEAST BU,Tier 2 - GM Pause,
41,4,4521,EAST BU,Tier 1 - ISA On in Total Store,
494,59,4524,NHM BU,Tier 1 - ISA On in Total Store,
546,72,4525,NHM BU,Tier 1 - ISA On in Total Store,
63,6,4526,SOUTWEST BU,Tier 2 - GM Pause,
546,72,4527,NHM BU,Tier 1 - ISA On in Total Store,
498,59,4528,NHM BU,Tier 1 - ISA On in Total Store,
266,25,4529,NORTH BU,Tier 3 - Total Store ISA Pause,
546,72,4530,NHM BU,Tier 1 - ISA On in Total Store,
265,25,4531,NORTH BU,Tier 2 - GM Pause,
145,12,4533,SOUTHEAST BU,Tier 2 - GM Pause,
67,6,4538,SOUTWEST BU,Tier 1 - ISA On in Total Store,
203,19,4540,NORTH BU,Tier 1 - ISA On in Total Store,
365,57,4543,WEST BU,Tier 1 - ISA On in Total Store,
500,59,4545,NHM BU,Tier 1 - ISA On in Total Store,
488,72,4546,NHM BU,Tier 1 - ISA On in Total Store,
361,40,4553,NORTH BU,Tier 2 - GM Pause,
82,5,4554,SOUTWEST BU,Tier 2 - GM Pause,
29,4,4556,EAST BU,Tier 2 - GM Pause,
396,57,4557,WEST BU,Tier 1 - ISA On in Total Store,
25,2,4558,SOUTHEAST BU,Tier 2 - GM Pause,
488,72,4560,NHM BU,Tier 1 - ISA On in Total Store,
549,72,4561,NHM BU,Tier 1 - ISA On in Total Store,
103,72,4563,NHM BU,Tier 1 - ISA On in Total Store,
299,26,4564,EAST BU,Tier 2 - GM Pause,
559,72,4565,NHM BU,Tier 1 - ISA On in Total Store,
379,47,4567,WEST BU,Tier 2 - GM Pause,
432,47,4568,WEST BU,Tier 1 - ISA On in Total Store,
427,54,4569,WEST BU,Tier 1 - ISA On in Total Store,
164,17,4570,EAST BU,Tier 1 - ISA On in Total Store,
306,4,4574,EAST BU,Tier 2 - GM Pause,
542,64,4577,NHM BU,Tier 1 - ISA On in Total Store,
537,72,4579,NHM BU,Tier 1 - ISA On in Total Store,
544,72,4580,NHM BU,Tier 1 - ISA On in Total Store,
1,14,4581,SOUTHEAST BU,Tier 2 - GM Pause,
545,72,4582,NHM BU,Tier 1 - ISA On in Total Store,
35,2,4583,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
507,64,4585,NHM BU,Tier 1 - ISA On in Total Store,
543,64,4586,NHM BU,Tier 1 - ISA On in Total Store,
91,9,4588,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
566,59,4589,NHM BU,Tier 1 - ISA On in Total Store,
361,40,4590,NORTH BU,Tier 1 - ISA On in Total Store,
566,59,4591,NHM BU,Tier 1 - ISA On in Total Store,
42,4,4593,EAST BU,Tier 2 - GM Pause,
305,4,4594,EAST BU,Tier 2 - GM Pause,
103,72,4595,NHM BU,Tier 1 - ISA On in Total Store,
195,17,4597,EAST BU,Tier 1 - ISA On in Total Store,
378,54,4599,WEST BU,Tier 1 - ISA On in Total Store,
433,47,4600,WEST BU,Tier 1 - ISA On in Total Store,
387,46,4601,SOUTWEST BU,Tier 2 - GM Pause,
9,61,4603,NHM BU,Tier 1 - ISA On in Total Store,
542,64,4605,NHM BU,Tier 1 - ISA On in Total Store,
413,52,4606,WEST BU,Tier 1 - ISA On in Total Store,
494,59,4607,NHM BU,Tier 1 - ISA On in Total Store,
225,21,4609,NORTH BU,Tier 1 - ISA On in Total Store,
362,40,4611,NORTH BU,Tier 1 - ISA On in Total Store,
168,22,4612,EAST BU,Tier 2 - GM Pause,
356,44,4615,SOUTWEST BU,Tier 2 - GM Pause,
18,2,4616,SOUTHEAST BU,Tier 2 - GM Pause,
103,72,4617,NHM BU,Tier 1 - ISA On in Total Store,
562,64,4618,NHM BU,Tier 1 - ISA On in Total Store,
492,72,4619,NHM BU,Tier 1 - ISA On in Total Store,
288,75,4623,EAST BU,Tier 1 - ISA On in Total Store,
491,61,4625,NHM BU,Tier 1 - ISA On in Total Store,
485,59,4626,NHM BU,Tier 1 - ISA On in Total Store,
52,5,4627,SOUTWEST BU,Tier 2 - GM Pause,
238,19,4631,NORTH BU,Tier 2 - GM Pause,
121,2,4635,SOUTHEAST BU,Tier 2 - GM Pause,
314,75,4636,EAST BU,Tier 1 - ISA On in Total Store,
356,44,4637,SOUTWEST BU,Tier 1 - ISA On in Total Store,
291,75,4638,EAST BU,Tier 1 - ISA On in Total Store,
376,47,4639,WEST BU,Tier 1 - ISA On in Total Store,
270,25,4641,NORTH BU,Tier 1 - ISA On in Total Store,
229,20,4643,NORTH BU,Tier 2 - GM Pause,
227,20,4644,NORTH BU,Tier 2 - GM Pause,
545,72,4648,NHM BU,Tier 1 - ISA On in Total Store,
381,54,4653,WEST BU,Tier 1 - ISA On in Total Store,
492,72,4654,NHM BU,Tier 1 - ISA On in Total Store,
507,64,4655,NHM BU,Tier 1 - ISA On in Total Store,
545,72,4657,NHM BU,Tier 1 - ISA On in Total Store,
541,64,4659,NHM BU,Tier 1 - ISA On in Total Store,
206,19,4660,NORTH BU,Tier 3 - Total Store ISA Pause,
37,4,4664,EAST BU,Tier 1 - ISA On in Total Store,
548,72,4667,NHM BU,Tier 1 - ISA On in Total Store,
548,72,4669,NHM BU,Tier 1 - ISA On in Total Store,
544,72,4672,NHM BU,Tier 1 - ISA On in Total Store,
544,72,4673,NHM BU,Tier 1 - ISA On in Total Store,
542,64,4674,NHM BU,Tier 1 - ISA On in Total Store,
526,64,4676,NHM BU,Tier 1 - ISA On in Total Store,
435,53,4677,NORTH BU,Tier 2 - GM Pause,
405,46,4678,SOUTWEST BU,Tier 2 - GM Pause,
131,13,4679,SOUTWEST BU,Tier 1 - ISA On in Total Store,
112,9,4681,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
315,75,4682,EAST BU,Tier 2 - GM Pause,
130,13,4683,SOUTWEST BU,Tier 2 - GM Pause,
534,72,4686,NHM BU,Tier 1 - ISA On in Total Store,
167,22,4687,EAST BU,Tier 2 - GM Pause,
582,54,4689,WEST BU,Tier 1 - ISA On in Total Store,
111,9,4690,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
544,72,4691,NHM BU,Tier 1 - ISA On in Total Store,
498,59,4692,NHM BU,Tier 1 - ISA On in Total Store,
272,25,4695,NORTH BU,Tier 2 - GM Pause,
582,54,4696,WEST BU,Tier 1 - ISA On in Total Store,
315,75,4697,EAST BU,Tier 2 - GM Pause,
262,25,4699,NORTH BU,Tier 2 - GM Pause,
557,61,4700,NHM BU,Tier 1 - ISA On in Total Store,
557,61,4706,NHM BU,Tier 1 - ISA On in Total Store,
585,47,4734,WEST BU,Tier 2 - GM Pause,
490,61,4747,NHM BU,Tier 1 - ISA On in Total Store,
544,72,4756,NHM BU,Tier 1 - ISA On in Total Store,
550,61,4757,NHM BU,Tier 1 - ISA On in Total Store,
552,61,4759,NHM BU,Tier 1 - ISA On in Total Store,
515,61,4762,NHM BU,Tier 2 - GM Pause,
103,72,4826,NHM BU,Tier 1 - ISA On in Total Store,
499,59,4848,NHM BU,Tier 1 - ISA On in Total Store,
419,52,4849,WEST BU,Tier 1 - ISA On in Total Store,
430,54,4865,WEST BU,Tier 1 - ISA On in Total Store,
375,46,5003,SOUTWEST BU,Tier 2 - GM Pause,
549,72,5005,NHM BU,Tier 1 - ISA On in Total Store,
552,61,5007,NHM BU,Tier 1 - ISA On in Total Store,
551,61,5008,NHM BU,Tier 1 - ISA On in Total Store,
170,22,5012,EAST BU,Tier 2 - GM Pause,
509,59,5013,NHM BU,Tier 1 - ISA On in Total Store,
509,59,5014,NHM BU,Tier 1 - ISA On in Total Store,
561,64,5021,NHM BU,Tier 1 - ISA On in Total Store,
125,13,5022,SOUTWEST BU,Tier 1 - ISA On in Total Store,
458,57,5023,WEST BU,Tier 1 - ISA On in Total Store,
248,21,5025,NORTH BU,Tier 2 - GM Pause,
194,17,5027,EAST BU,Tier 1 - ISA On in Total Store,
207,19,5028,NORTH BU,Tier 3 - Total Store ISA Pause,
207,19,5029,NORTH BU,Tier 3 - Total Store ISA Pause,
207,19,5030,NORTH BU,Tier 3 - Total Store ISA Pause,
366,46,5031,SOUTWEST BU,Tier 2 - GM Pause,
464,57,5032,WEST BU,Tier 1 - ISA On in Total Store,
378,54,5033,WEST BU,Tier 1 - ISA On in Total Store,
105,9,5034,SOUTHEAST BU,Tier 2 - GM Pause,
116,9,5035,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
112,9,5036,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
98,3,5037,SOUTHEAST BU,Tier 2 - GM Pause,
262,25,5038,NORTH BU,Tier 2 - GM Pause,
284,75,5039,EAST BU,Tier 1 - ISA On in Total Store,
227,20,5040,NORTH BU,Tier 2 - GM Pause,
514,60,5041,WEST BU,Tier 1 - ISA On in Total Store,
492,72,5043,NHM BU,Tier 1 - ISA On in Total Store,
263,53,5044,NORTH BU,Tier 1 - ISA On in Total Store,
67,6,5045,SOUTWEST BU,Tier 1 - ISA On in Total Store,
299,26,5046,EAST BU,Tier 2 - GM Pause,
558,22,5047,EAST BU,Tier 1 - ISA On in Total Store,
203,19,5048,NORTH BU,Tier 2 - GM Pause,
380,47,5049,WEST BU,Tier 1 - ISA On in Total Store,
378,54,5051,WEST BU,Tier 1 - ISA On in Total Store,
98,3,5054,SOUTHEAST BU,Tier 2 - GM Pause,
105,9,5055,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
131,13,5056,SOUTWEST BU,Tier 1 - ISA On in Total Store,
151,12,5057,SOUTHEAST BU,Tier 2 - GM Pause,
153,12,5058,SOUTHEAST BU,Tier 2 - GM Pause,
566,59,5059,NHM BU,Tier 1 - ISA On in Total Store,
270,25,5060,NORTH BU,Tier 2 - GM Pause,
544,72,5062,NHM BU,Tier 1 - ISA On in Total Store,
309,26,5063,EAST BU,Tier 2 - GM Pause,
201,19,5064,NORTH BU,Tier 2 - GM Pause,
201,19,5065,NORTH BU,Tier 3 - Total Store ISA Pause,
214,20,5066,NORTH BU,Tier 2 - GM Pause,
396,57,5070,WEST BU,Tier 1 - ISA On in Total Store,
349,44,5071,SOUTWEST BU,Tier 2 - GM Pause,
465,57,5072,WEST BU,Tier 1 - ISA On in Total Store,
514,60,5073,WEST BU,Tier 1 - ISA On in Total Store,
460,57,5075,WEST BU,Tier 1 - ISA On in Total Store,
179,16,5076,EAST BU,Tier 2 - GM Pause,
577,17,5077,EAST BU,Tier 1 - ISA On in Total Store,
473,60,5078,WEST BU,Tier 1 - ISA On in Total Store,
143,13,5079,SOUTWEST BU,Tier 1 - ISA On in Total Store,
50,5,5080,SOUTWEST BU,Tier 2 - GM Pause,
543,64,5081,NHM BU,Tier 1 - ISA On in Total Store,
214,20,5082,NORTH BU,Tier 1 - ISA On in Total Store,
209,20,5083,NORTH BU,Tier 3 - Total Store ISA Pause,
305,4,5085,EAST BU,Tier 2 - GM Pause,
37,4,5087,EAST BU,Tier 1 - ISA On in Total Store,
227,20,5088,NORTH BU,Tier 2 - GM Pause,
423,52,5089,WEST BU,Tier 1 - ISA On in Total Store,
440,53,5090,NORTH BU,Tier 1 - ISA On in Total Store,
67,6,5091,SOUTWEST BU,Tier 1 - ISA On in Total Store,
53,5,5092,SOUTWEST BU,Tier 2 - GM Pause,
507,64,5093,NHM BU,Tier 1 - ISA On in Total Store,
562,64,5094,NHM BU,Tier 1 - ISA On in Total Store,
163,17,5095,EAST BU,Tier 1 - ISA On in Total Store,
463,57,5096,WEST BU,Tier 1 - ISA On in Total Store,
204,19,5097,NORTH BU,Tier 3 - Total Store ISA Pause,
545,72,5098,NHM BU,Tier 1 - ISA On in Total Store,
388,54,5099,WEST BU,Tier 2 - GM Pause,
544,72,5100,NHM BU,Tier 1 - ISA On in Total Store,
396,57,5101,WEST BU,Tier 1 - ISA On in Total Store,
543,64,5102,NHM BU,Tier 1 - ISA On in Total Store,
166,22,5103,EAST BU,Tier 2 - GM Pause,
221,21,5104,NORTH BU,Tier 2 - GM Pause,
286,75,5105,EAST BU,Tier 1 - ISA On in Total Store,
96,72,5106,NHM BU,Tier 1 - ISA On in Total Store,
566,59,5107,NHM BU,Tier 1 - ISA On in Total Store,
526,64,5108,NHM BU,Tier 1 - ISA On in Total Store,
557,61,5109,NHM BU,Tier 1 - ISA On in Total Store,
557,61,5110,NHM BU,Tier 1 - ISA On in Total Store,
176,17,5111,EAST BU,Tier 1 - ISA On in Total Store,
2,14,5113,SOUTHEAST BU,Tier 2 - GM Pause,
418,52,5115,WEST BU,Tier 1 - ISA On in Total Store,
60,6,5116,SOUTWEST BU,Tier 2 - GM Pause,
315,75,5117,EAST BU,Tier 1 - ISA On in Total Store,
297,26,5118,EAST BU,Tier 2 - GM Pause,
566,59,5119,NHM BU,Tier 1 - ISA On in Total Store,
492,72,5122,NHM BU,Tier 1 - ISA On in Total Store,
391,47,5123,WEST BU,Tier 1 - ISA On in Total Store,
370,46,5124,SOUTWEST BU,Tier 2 - GM Pause,
541,64,5125,NHM BU,Tier 1 - ISA On in Total Store,
3,14,5126,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
438,53,5127,NORTH BU,Tier 2 - GM Pause,
508,75,5129,EAST BU,Tier 2 - GM Pause,
166,22,5130,EAST BU,Tier 2 - GM Pause,
170,22,5131,EAST BU,Tier 2 - GM Pause,
96,72,5132,NHM BU,Tier 1 - ISA On in Total Store,
457,56,5133,WEST BU,Tier 2 - GM Pause,
447,57,5134,WEST BU,Tier 2 - GM Pause,
494,59,5135,NHM BU,Tier 1 - ISA On in Total Store,
455,56,5136,WEST BU,Tier 2 - GM Pause,
376,47,5137,WEST BU,Tier 2 - GM Pause,
453,56,5139,WEST BU,Tier 2 - GM Pause,
459,57,5140,WEST BU,Tier 1 - ISA On in Total Store,
432,47,5141,WEST BU,Tier 1 - ISA On in Total Store,
178,22,5142,EAST BU,Tier 2 - GM Pause,
498,59,5143,NHM BU,Tier 1 - ISA On in Total Store,
77,6,5144,SOUTWEST BU,Tier 1 - ISA On in Total Store,
86,6,5145,SOUTWEST BU,Tier 1 - ISA On in Total Store,
506,6,5146,SOUTWEST BU,Tier 1 - ISA On in Total Store,
44,5,5147,SOUTWEST BU,Tier 2 - GM Pause,
566,59,5148,NHM BU,Tier 1 - ISA On in Total Store,
485,59,5149,NHM BU,Tier 1 - ISA On in Total Store,
340,40,5150,NORTH BU,Tier 3 - Total Store ISA Pause,
120,2,5151,SOUTHEAST BU,Tier 2 - GM Pause,
446,57,5152,WEST BU,Tier 1 - ISA On in Total Store,
484,57,5154,WEST BU,Tier 1 - ISA On in Total Store,
387,46,5155,SOUTWEST BU,Tier 2 - GM Pause,
463,57,5156,WEST BU,Tier 1 - ISA On in Total Store,
278,25,5157,NORTH BU,Tier 1 - ISA On in Total Store,
204,19,5159,NORTH BU,Tier 2 - GM Pause,
202,19,5160,NORTH BU,Tier 2 - GM Pause,
448,57,5162,WEST BU,Tier 1 - ISA On in Total Store,
80,6,5165,SOUTWEST BU,Tier 1 - ISA On in Total Store,
387,46,5166,SOUTWEST BU,Tier 2 - GM Pause,
582,54,5167,WEST BU,Tier 1 - ISA On in Total Store,
405,46,5168,SOUTWEST BU,Tier 2 - GM Pause,
429,47,5170,WEST BU,Tier 1 - ISA On in Total Store,
97,3,5172,SOUTHEAST BU,Tier 2 - GM Pause,
120,2,5173,SOUTHEAST BU,Tier 2 - GM Pause,
1,14,5174,SOUTHEAST BU,Tier 2 - GM Pause,
152,41,5175,NORTH BU,Tier 2 - GM Pause,
176,17,5178,EAST BU,Tier 1 - ISA On in Total Store,
96,72,5179,NHM BU,Tier 1 - ISA On in Total Store,
485,59,5180,NHM BU,Tier 1 - ISA On in Total Store,
566,59,5182,NHM BU,Tier 1 - ISA On in Total Store,
494,59,5183,NHM BU,Tier 1 - ISA On in Total Store,
219,21,5184,NORTH BU,Tier 1 - ISA On in Total Store,
217,21,5185,NORTH BU,Tier 1 - ISA On in Total Store,
373,46,5186,SOUTWEST BU,Tier 2 - GM Pause,
498,59,5188,NHM BU,Tier 1 - ISA On in Total Store,
369,46,5189,SOUTWEST BU,Tier 2 - GM Pause,
370,46,5190,SOUTWEST BU,Tier 2 - GM Pause,
55,5,5191,SOUTWEST BU,Tier 2 - GM Pause,
454,56,5192,WEST BU,Tier 1 - ISA On in Total Store,
461,57,5193,WEST BU,Tier 1 - ISA On in Total Store,
471,60,5195,WEST BU,Tier 1 - ISA On in Total Store,
144,12,5196,SOUTHEAST BU,Tier 2 - GM Pause,
5,12,5197,SOUTHEAST BU,Tier 2 - GM Pause,
546,72,5198,NHM BU,Tier 1 - ISA On in Total Store,
269,25,5199,NORTH BU,Tier 1 - ISA On in Total Store,
233,22,5200,EAST BU,Tier 2 - GM Pause,
175,17,5201,EAST BU,Tier 1 - ISA On in Total Store,
171,17,5202,EAST BU,Tier 1 - ISA On in Total Store,
217,21,5203,NORTH BU,Tier 1 - ISA On in Total Store,
542,64,5204,NHM BU,Tier 1 - ISA On in Total Store,
557,61,5205,NHM BU,Tier 1 - ISA On in Total Store,
557,61,5206,NHM BU,Tier 1 - ISA On in Total Store,
485,59,5207,NHM BU,Tier 1 - ISA On in Total Store,
51,5,5210,SOUTWEST BU,Tier 1 - ISA On in Total Store,
52,5,5211,SOUTWEST BU,Tier 2 - GM Pause,
90,9,5214,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
581,57,5215,WEST BU,Tier 1 - ISA On in Total Store,
70,46,5216,SOUTWEST BU,Tier 2 - GM Pause,
111,9,5218,SOUTHEAST BU,Tier 2 - GM Pause,
411,47,5219,WEST BU,Tier 2 - GM Pause,
112,9,5220,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
548,72,5221,NHM BU,Tier 1 - ISA On in Total Store,
528,64,5224,NHM BU,Tier 1 - ISA On in Total Store,
528,64,5226,NHM BU,Tier 1 - ISA On in Total Store,
292,75,5227,EAST BU,Tier 1 - ISA On in Total Store,
282,75,5228,EAST BU,Tier 1 - ISA On in Total Store,
166,22,5229,EAST BU,Tier 2 - GM Pause,
452,56,5231,WEST BU,Tier 2 - GM Pause,
388,54,5232,WEST BU,Tier 1 - ISA On in Total Store,
403,54,5233,WEST BU,Tier 1 - ISA On in Total Store,
401,54,5234,WEST BU,Tier 1 - ISA On in Total Store,
403,54,5235,WEST BU,Tier 1 - ISA On in Total Store,
254,41,5236,NORTH BU,Tier 1 - ISA On in Total Store,
