Store Number,Sub Division Name,Phase,Op Model Expansion Tier
2531,EAST BU,Week 37,1
2532,NORTH BU,Week 37,2
2533,SOUTHEAST BU,Week 37,2
2534,SOUTHEAST BU,Week 37,2
2535,EAST BU,LIVE,2
2536,WEST BU,Week 37,1
2537,WEST BU,Week 37,1
2538,WEST BU,Week 37,2
2539,WEST BU,Week 37,1
2540,NORTH BU,LIVE,3
2541,NORTH BU,Week 37,2
2542,NORTH BU,LIVE,3
2543,EAST BU,Week 37,2
2544,NORTH BU,LIVE,1
2545,NORTH BU,Week 37,3
2546,WEST BU,Week 37,1
2547,EAST BU,Week 37,1
2548,NORTH BU,Week 37,2
2549,WEST BU,Week 37,1
2550,WEST BU,Week 37,2
2551,EAST BU,Week 37,3
2553,WEST BU,Week 37,1
2554,SOUTHWEST BU,Week 37,2
2555,EAST BU,LIVE,2
2556,WEST BU,Week 37,1
2557,WEST BU,Week 37,1
2558,NORTH BU,LIVE,2
2559,NORTH BU,LIVE,1
2560,EAST BU,LIVE,1
2561,EAST BU,Week 37,2
2562,WEST BU,Week 37,3
2563,NORTH BU,LIVE,3
2564,EAST BU,Week 37,3
2565,EAST BU,LIVE,3
2566,EAST BU,Week 37,2
2567,NORTH BU,LIVE,2
2568,WEST BU,Week 37,1
2571,WEST BU,LIVE,2
2572,NORTH BU,Week 37,3
2574,EAST BU,LIVE,2
2575,SOUTHEAST BU,LIVE,3
2576,NORTH BU,Week 37,2
2577,EAST BU,Week 37,2
2579,WEST BU,Week 37,3
2580,EAST BU,LIVE,2
2581,EAST BU,Week 37,1
2582,EAST BU,Week 37,3
2583,EAST BU,Week 37,1
2584,SOUTHEAST BU,Week 37,3
2585,EAST BU,Week 37,1
2586,EAST BU,Week 37,1
2587,SOUTHEAST BU,LIVE,1
2588,NORTH BU,Week 37,2
2591,SOUTHEAST BU,LIVE,1
2592,WEST BU,Week 37,1
2593,WEST BU,Week 37,1
2594,WEST BU,Week 37,1
2595,WEST BU,Week 37,2
2596,WEST BU,Week 37,1
2597,EAST BU,Week 37,2
2598,WEST BU,Week 37,1
2599,SOUTHWEST BU,Week 37,1
2600,NORTH BU,Week 37,3
2603,NORTH BU,LIVE,3
2604,EAST BU,Week 37,2
2605,NORTH BU,Week 37,2
2607,WEST BU,Week 37,3
2608,WEST BU,Week 37,3
2609,WEST BU,Week 37,1
2610,NORTH BU,Week 37,2
2611,NORTH BU,Week 37,2
2612,SOUTHWEST BU,Week 37,1
2613,NORTH BU,LIVE,3
2614,EAST BU,LIVE,2
2615,SOUTHEAST BU,Week 37,2
2616,NORTH BU,Week 37,2
2617,WEST BU,Week 37,3
2618,NORTH BU,LIVE,2
2619,NORTH BU,LIVE,2
2620,NORTH BU,LIVE,3
2621,WEST BU,Week 37,1
2626,SOUTHEAST BU,Week 37,2
2627,SOUTHEAST BU,Week 37,2
2628,NORTH BU,Week 37,1
2629,EAST BU,Week 37,2
2630,SOUTHEAST BU,Week 37,2
2631,NORTH BU,LIVE,1
2633,EAST BU,Week 37,2
2634,EAST BU,Week 37,3
2636,WEST BU,Week 37,2
2637,EAST BU,Week 37,1
2638,NORTH BU,Week 37,2
2639,EAST BU,Week 37,3
2640,EAST BU,Week 37,2
2641,EAST BU,LIVE,1
2642,WEST BU,Week 37,2
2643,WEST BU,Week 37,3
2644,NORTH BU,LIVE,2
2645,EAST BU,Week 37,3
2646,NORTH BU,Week 37,3
2647,EAST BU,Week 37,3
2648,WEST BU,Week 37,1
2649,SOUTHWEST BU,LIVE,2
2650,EAST BU,LIVE,2
2651,EAST BU,Week 37,1
2652,SOUTHWEST BU,Week 37,3
2653,SOUTHWEST BU,Week 37,3
2654,NORTH BU,Week 37,3
2656,SOUTHWEST BU,Week 37,2
2658,NORTH BU,Week 37,2
2659,EAST BU,Week 37,3
2660,EAST BU,Week 37,2
2662,NORTH BU,Week 37,3
2663,EAST BU,Week 37,2
2664,EAST BU,Week 37,3
2665,SOUTHWEST BU,Week 37,2
2667,SOUTHWEST BU,LIVE,1
2668,NORTH BU,Week 37,2
2671,SOUTHWEST BU,Week 37,2
2672,WEST BU,LIVE,3
2674,EAST BU,Week 37,3
2678,NORTH BU,LIVE,1
2679,NORTH BU,Week 37,2
2681,EAST BU,Week 37,3
2682,EAST BU,Week 37,3
2683,EAST BU,Week 37,3
2684,NORTH BU,Week 37,3
2687,EAST BU,Week 37,2
2688,SOUTHWEST BU,LIVE,2
2690,SOUTHEAST BU,Week 37,2
2691,NORTH BU,Week 37,2
2692,NORTH BU,LIVE,1
2693,NORTH BU,LIVE,2
2694,NORTH BU,Week 37,3
2695,SOUTHEAST BU,Week 37,1
2696,EAST BU,LIVE,3
2697,WEST BU,Week 37,1
2700,NORTH BU,LIVE,2
2702,NORTH BU,Week 37,3
2703,EAST BU,Week 37,2
2704,EAST BU,LIVE,3
2705,EAST BU,Week 37,3
2706,SOUTHWEST BU,Week 37,1
2708,WEST BU,Week 37,1
2710,WEST BU,Week 37,3
2711,WEST BU,Week 37,3
2712,EAST BU,Week 37,1
2713,SOUTHEAST BU,Week 37,2
2714,WEST BU,LIVE,3
2715,SOUTHWEST BU,Week 37,1
2716,WEST BU,Week 37,2
2717,SOUTHWEST BU,Week 37,3
2718,SOUTHWEST BU,LIVE,1
2719,EAST BU,Week 37,1
2720,SOUTHEAST BU,Week 37,2
2722,WEST BU,Week 37,1
2723,SOUTHEAST BU,Week 37,3
2724,SOUTHWEST BU,LIVE,1
2725,NORTH BU,Week 37,2
2726,NORTH BU,Week 37,1
2727,SOUTHEAST BU,LIVE,1
2728,NORTH BU,Week 37,2
2729,WEST BU,LIVE,2
2730,EAST BU,Week 37,3
2732,SOUTHEAST BU,Week 37,2
2733,SOUTHEAST BU,Week 37,2
2734,SOUTHWEST BU,Week 37,3
2735,WEST BU,Week 37,1
2737,SOUTHWEST BU,LIVE,2
2739,SOUTHEAST BU,Week 37,3
2740,SOUTHEAST BU,Week 37,2
2747,EAST BU,Week 37,2
2748,SOUTHEAST BU,Week 37,2
2749,SOUTHEAST BU,Week 37,3
2751,WEST BU,LIVE,2
2752,WEST BU,LIVE,2
2753,SOUTHEAST BU,Week 37,3
2754,SOUTHEAST BU,Week 37,3
2755,SOUTHEAST BU,Week 37,2
2756,EAST BU,Week 37,2
2757,SOUTHEAST BU,LIVE,2
2758,EAST BU,Week 37,3
2760,SOUTHEAST BU,Week 37,3
2761,NORTH BU,Week 37,3
2762,EAST BU,Week 37,3
2763,SOUTHWEST BU,LIVE,1
2764,WEST BU,Week 37,2
2765,SOUTHWEST BU,LIVE,3
2766,SOUTHWEST BU,Week 37,2
2767,SOUTHWEST BU,Week 37,2
2768,SOUTHWEST BU,Week 37,2
2769,SOUTHWEST BU,LIVE,2
2771,NORTH BU,Week 37,3
2772,EAST BU,LIVE,3
2774,NORTH BU,Week 37,3
2777,SOUTHWEST BU,Week 37,1
2778,SOUTHWEST BU,Week 37,3
2780,WEST BU,Week 37,1
2781,WEST BU,Week 37,1
2782,WEST BU,Week 37,3
2783,NORTH BU,Week 37,2
2784,WEST BU,Week 37,3
2785,EAST BU,Week 37,3
2786,NORTH BU,Week 37,1
2787,NORTH BU,Week 37,2
2788,NORTH BU,Week 37,2
2789,SOUTHEAST BU,LIVE,2
2790,EAST BU,Week 37,2
2791,EAST BU,LIVE,2
2792,NORTH BU,Week 37,3
2793,EAST BU,Week 37,2
2794,WEST BU,Week 37,3
2795,EAST BU,Week 37,3
2796,SOUTHEAST BU,Week 37,2
2797,EAST BU,Week 37,3
2799,EAST BU,Week 37,1
2803,SOUTHWEST BU,Week 37,2
2804,SOUTHWEST BU,Week 37,2
2805,EAST BU,Week 37,3
2806,EAST BU,Week 37,1
2807,EAST BU,LIVE,3
2808,EAST BU,Week 37,2
2809,EAST BU,LIVE,3
2810,NORTH BU,Week 37,3
2811,SOUTHEAST BU,Week 37,1
2812,NORTH BU,Week 37,2
2813,NORTH BU,LIVE,2
2814,SOUTHEAST BU,LIVE,1
2815,NORTH BU,Week 37,2
2816,NORTH BU,Week 37,1
2817,NORTH BU,LIVE,2
2818,NORTH BU,LIVE,1
2819,NORTH BU,Week 37,3
2820,WEST BU,Week 37,2
2821,EAST BU,Week 37,2
2822,SOUTHWEST BU,Week 37,2
2823,NORTH BU,Week 37,2
2825,EAST BU,Week 37,1
2827,WEST BU,Week 37,2
2828,NORTH BU,Week 37,2
2830,EAST BU,LIVE,1
2831,WEST BU,Week 37,2
2832,EAST BU,Week 37,2
2833,EAST BU,LIVE,3
2834,SOUTHWEST BU,LIVE,2
2836,EAST BU,Week 37,2
2838,WEST BU,Week 37,1
2841,EAST BU,LIVE,2
2842,WEST BU,Week 37,2
2843,SOUTHEAST BU,Week 37,2
2844,EAST BU,Week 37,1
2845,EAST BU,Week 37,3
2846,SOUTHEAST BU,Week 37,2
2847,WEST BU,LIVE,1
2849,NORTH BU,Week 37,3
2850,EAST BU,Week 37,3
2852,NORTH BU,Week 37,3
2853,EAST BU,Week 37,1
2854,EAST BU,Week 37,2
2855,NORTH BU,Week 37,2
2856,NORTH BU,Week 37,3
2857,NORTH BU,Week 37,1
2859,EAST BU,Week 37,2
2860,EAST BU,Week 37,1
2861,WEST BU,Week 37,3
2862,WEST BU,Week 37,2
2864,SOUTHWEST BU,Week 37,1
2865,WEST BU,Week 37,2
2866,NORTH BU,LIVE,3
2867,NORTH BU,LIVE,2
2869,NORTH BU,LIVE,1
2871,EAST BU,LIVE,2
2872,NORTH BU,LIVE,2
2873,NORTH BU,LIVE,2
2874,EAST BU,Week 37,2
2881,SOUTHEAST BU,LIVE,1
2882,WEST BU,Week 37,2
2883,SOUTHWEST BU,LIVE,2
2884,WEST BU,Week 37,1
2885,EAST BU,Week 37,3
2886,WEST BU,LIVE,1
2888,EAST BU,LIVE,2
2889,WEST BU,Week 37,2
2890,SOUTHEAST BU,Week 37,2
2891,SOUTHWEST BU,Week 37,1
2892,WEST BU,LIVE,2
2893,SOUTHWEST BU,Week 37,3
2894,EAST BU,LIVE,3
2897,EAST BU,Week 37,2
2898,EAST BU,Week 37,3
2899,EAST BU,Week 37,3
2900,EAST BU,Week 37,2
2901,EAST BU,Week 37,3
2902,EAST BU,Week 37,1
2903,EAST BU,Week 37,2
2904,EAST BU,Week 37,2
2905,EAST BU,Week 37,1
2906,EAST BU,Week 37,1
2908,EAST BU,Week 37,3
2909,EAST BU,Week 37,3
2910,NORTH BU,Week 37,2
2911,EAST BU,Week 37,3
2912,NORTH BU,LIVE,1
2913,SOUTHWEST BU,Week 37,2
2914,NORTH BU,Week 37,2
2915,EAST BU,Week 37,2
2916,EAST BU,Week 37,1
2917,EAST BU,Week 37,1
2918,SOUTHWEST BU,LIVE,3
2920,SOUTHEAST BU,Week 37,2
2921,WEST BU,LIVE,2
2922,SOUTHWEST BU,Week 37,1
2923,WEST BU,Week 37,2
2924,SOUTHWEST BU,Week 37,1
2925,WEST BU,Week 37,3
2926,SOUTHWEST BU,LIVE,3
2927,WEST BU,Week 37,1
2928,EAST BU,Week 37,1
2929,EAST BU,Week 37,2
2931,EAST BU,LIVE,2
2932,SOUTHEAST BU,Week 37,2
2933,NORTH BU,Week 37,2
2934,NORTH BU,Week 37,3
2935,WEST BU,Week 37,3
2937,WEST BU,Week 37,3
2938,SOUTHWEST BU,LIVE,2
2939,SOUTHEAST BU,Week 37,3
2941,SOUTHEAST BU,Week 37,2
2945,EAST BU,LIVE,2
2946,SOUTHEAST BU,LIVE,1
2947,WEST BU,Week 37,2
2948,WEST BU,LIVE,2
2950,WEST BU,Week 37,1
2951,WEST BU,Week 37,2
2952,WEST BU,Week 37,1
2953,EAST BU,Week 37,2
2954,EAST BU,Week 37,1
2955,NORTH BU,Week 37,3
2956,NORTH BU,Week 37,2
2957,WEST BU,Week 37,2
2958,NORTH BU,Week 37,2
2959,NORTH BU,LIVE,1
2962,SOUTHEAST BU,LIVE,1
2963,SOUTHEAST BU,LIVE,2
2964,EAST BU,Week 37,2
2965,EAST BU,Week 37,1
2966,NORTH BU,Week 37,2
2967,NORTH BU,Week 37,1
2968,NORTH BU,Week 37,3
2973,SOUTHWEST BU,LIVE,2
2978,SOUTHWEST BU,LIVE,2
2980,SOUTHWEST BU,LIVE,1
2985,WEST BU,Week 37,1
2986,NORTH BU,Week 37,3
2987,SOUTHEAST BU,LIVE,1
2988,SOUTHEAST BU,Week 37,3
2989,WEST BU,Week 37,2
2990,WEST BU,Week 37,2
2991,SOUTHWEST BU,Week 37,1
2992,EAST BU,Week 37,2
2993,SOUTHWEST BU,LIVE,1
2994,NORTH BU,Week 37,2
2996,SOUTHWEST BU,LIVE,3
3004,NORTH BU,Week 37,1
3014,SOUTHWEST BU,LIVE,2
3017,SOUTHEAST BU,Week 37,2
3018,WEST BU,LIVE,2
3035,EAST BU,Week 37,1
3044,SOUTHWEST BU,LIVE,2
3053,WEST BU,Week 37,3
3055,SOUTHWEST BU,Week 37,3
3056,SOUTHWEST BU,Week 37,2
3057,SOUTHWEST BU,Week 37,2
3058,SOUTHWEST BU,Week 37,1
3059,SOUTHEAST BU,Week 37,3
3060,SOUTHEAST BU,Week 37,3
3061,NORTH BU,Week 37,2
3067,SOUTHEAST BU,Week 37,2
3075,SOUTHEAST BU,Week 37,2
3077,EAST BU,Week 37,2
3078,EAST BU,Week 37,2
3081,WEST BU,Week 37,2
3087,WEST BU,Week 37,2
3088,WEST BU,Week 37,3
3093,WEST BU,Week 37,2
3102,WEST BU,Week 37,3
3103,SOUTHWEST BU,Week 37,3
3106,SOUTHWEST BU,Week 37,1
3107,SOUTHWEST BU,Week 37,3
3112,SOUTHWEST BU,Week 37,2
3114,EAST BU,Week 37,1
3118,SOUTHEAST BU,Week 37,2
3119,SOUTHEAST BU,Week 37,2
3136,SOUTHWEST BU,Week 37,1
3137,SOUTHEAST BU,Week 37,3
3150,WEST BU,LIVE,2
3151,WEST BU,LIVE,2
3159,EAST BU,LIVE,1
3163,SOUTHEAST BU,LIVE,1
3167,SOUTHWEST BU,Week 37,3
3169,SOUTHWEST BU,Week 37,2
3170,SOUTHWEST BU,Week 37,3
3177,WEST BU,LIVE,3
3180,WEST BU,Week 37,1
3182,EAST BU,Week 37,3
3188,SOUTHEAST BU,Week 37,2
3191,EAST BU,Week 37,3
3192,EAST BU,Week 37,3
3197,SOUTHEAST BU,Week 37,2
3200,EAST BU,Week 37,2
3201,SOUTHEAST BU,Week 37,2
3205,SOUTHEAST BU,Week 37,2
3206,NORTH BU,LIVE,2
3207,SOUTHEAST BU,Week 37,2
3208,WEST BU,LIVE,2
3209,WEST BU,Week 37,3
3210,NORTH BU,Week 37,2
3212,EAST BU,LIVE,1
3213,SOUTHWEST BU,Week 37,2
3214,EAST BU,Week 37,2
3215,EAST BU,LIVE,2
3216,EAST BU,Week 37,2
3217,WEST BU,Week 37,3
3218,WEST BU,Week 37,2
3219,EAST BU,Week 37,2
3220,WEST BU,Week 37,2
3221,EAST BU,Week 37,3
3222,EAST BU,Week 37,2
3223,NORTH BU,LIVE,2
3224,SOUTHWEST BU,LIVE,1
3225,SOUTHWEST BU,LIVE,1
3226,SOUTHWEST BU,LIVE,1
3227,WEST BU,LIVE,3
3228,EAST BU,Week 37,3
3229,SOUTHWEST BU,Week 37,3
3230,SOUTHEAST BU,LIVE,2
3231,SOUTHEAST BU,LIVE,3
3232,WEST BU,LIVE,1
3233,WEST BU,Week 37,2
3234,SOUTHEAST BU,Week 37,3
3235,SOUTHEAST BU,LIVE,1
3236,EAST BU,LIVE,2
3237,WEST BU,Week 37,2
3239,WEST BU,Week 37,1
3241,SOUTHWEST BU,Week 37,2
3243,EAST BU,Week 37,2
3245,NORTH BU,Week 37,3
3247,NORTH BU,Week 37,3
3248,WEST BU,Week 37,2
3250,NORTH BU,Week 37,3
3251,NORTH BU,Week 37,2
3252,EAST BU,LIVE,2
3253,EAST BU,Week 37,3
3254,WEST BU,Week 37,2
3255,NORTH BU,Week 37,3
3258,WEST BU,Week 37,2
3259,WEST BU,Week 37,2
3260,WEST BU,Week 37,3
3261,WEST BU,Week 37,1
3262,NORTH BU,Week 37,2
3265,EAST BU,Week 37,1
3266,EAST BU,LIVE,2
3267,WEST BU,LIVE,2
3268,NORTH BU,LIVE,3
3269,EAST BU,Week 37,3
3270,NORTH BU,Week 37,3
3271,SOUTHEAST BU,Week 37,2
3273,NORTH BU,Week 37,3
3274,SOUTHWEST BU,LIVE,2
3276,WEST BU,Week 37,1
3277,WEST BU,Week 37,2
3278,WEST BU,Week 37,2
3279,SOUTHWEST BU,Week 37,1
3280,EAST BU,Week 37,2
3281,EAST BU,Week 37,2
3282,NORTH BU,Week 37,2
3283,SOUTHWEST BU,Week 37,2
3284,SOUTHWEST BU,LIVE,2
3285,SOUTHWEST BU,LIVE,2
3286,SOUTHWEST BU,LIVE,3
3288,SOUTHWEST BU,Week 37,2
3289,SOUTHEAST BU,Week 37,3
3290,WEST BU,Week 37,1
3291,EAST BU,Week 37,2
3292,EAST BU,Week 37,1
3293,NORTH BU,Week 37,2
3294,NORTH BU,Week 37,1
3295,SOUTHWEST BU,LIVE,3
3296,SOUTHWEST BU,LIVE,2
3297,SOUTHWEST BU,LIVE,1
3298,SOUTHWEST BU,LIVE,2
3300,NORTH BU,LIVE,3
3301,EAST BU,Week 37,1
3302,SOUTHWEST BU,LIVE,1
3303,NORTH BU,Week 37,3
3304,EAST BU,LIVE,2
3305,EAST BU,LIVE,3
3307,SOUTHEAST BU,LIVE,2
3308,SOUTHEAST BU,Week 37,1
3309,SOUTHEAST BU,LIVE,2
3310,SOUTHEAST BU,Week 37,2
3311,SOUTHEAST BU,LIVE,2
3313,WEST BU,LIVE,3
3319,SOUTHWEST BU,Week 37,1
3320,SOUTHWEST BU,LIVE,1
3322,NORTH BU,Week 37,3
3324,NORTH BU,Week 37,3
3328,NORTH BU,LIVE,2
3329,EAST BU,LIVE,2
3331,SOUTHEAST BU,LIVE,1
3332,EAST BU,Week 37,2
3334,EAST BU,LIVE,2
3336,NORTH BU,LIVE,2
3337,EAST BU,LIVE,1
3339,EAST BU,LIVE,1
3342,NORTH BU,Week 37,2
3344,EAST BU,Week 37,2
3347,SOUTHEAST BU,LIVE,2
3348,SOUTHEAST BU,LIVE,2
3349,SOUTHEAST BU,LIVE,2
3350,WEST BU,Week 37,1
3351,WEST BU,Week 37,1
3352,WEST BU,Week 37,1
3360,SOUTHWEST BU,Week 37,2
3362,NORTH BU,Week 37,2
3363,NORTH BU,Week 37,2
3364,WEST BU,Week 37,3
3366,WEST BU,LIVE,2
3367,EAST BU,Week 37,3
3370,SOUTHEAST BU,LIVE,2
3371,EAST BU,Week 37,2
3372,SOUTHEAST BU,Week 37,2
3379,SOUTHWEST BU,Week 37,2
3380,WEST BU,Week 37,1
3381,SOUTHWEST BU,Week 37,3
3382,WEST BU,LIVE,2
3383,SOUTHWEST BU,Week 37,2
3384,SOUTHWEST BU,Week 37,3
3386,SOUTHEAST BU,Week 37,3
3387,SOUTHEAST BU,LIVE,2
3388,SOUTHEAST BU,Week 37,2
3389,SOUTHEAST BU,Week 37,2
3390,SOUTHWEST BU,Week 37,2
3391,SOUTHWEST BU,LIVE,2
3394,WEST BU,Week 37,3
3395,WEST BU,Week 37,2
3397,SOUTHEAST BU,LIVE,2
3400,NORTH BU,Week 37,2
3401,SOUTHEAST BU,Week 37,2
3402,SOUTHEAST BU,Week 37,2
3403,SOUTHEAST BU,LIVE,1
3404,WEST BU,Week 37,1
3406,SOUTHWEST BU,LIVE,2
3407,SOUTHWEST BU,Week 37,1
3408,WEST BU,Week 37,2
3409,EAST BU,Week 37,2
3412,EAST BU,LIVE,3
3415,SOUTHEAST BU,Week 37,3
3417,SOUTHEAST BU,LIVE,2
3418,SOUTHEAST BU,Week 37,1
3420,EAST BU,Week 37,1
3422,EAST BU,LIVE,2
3423,SOUTHWEST BU,Week 37,2
3425,SOUTHWEST BU,LIVE,1
3427,SOUTHWEST BU,Week 37,3
3428,SOUTHWEST BU,Week 37,2
3429,EAST BU,Week 37,2
3430,SOUTHWEST BU,Week 37,3
3431,SOUTHWEST BU,LIVE,2
3432,SOUTHWEST BU,LIVE,2
3433,SOUTHWEST BU,LIVE,2
3434,NORTH BU,Week 37,3
3435,NORTH BU,Week 37,2
3436,NORTH BU,LIVE,2
3439,SOUTHEAST BU,Week 37,2
3443,EAST BU,LIVE,1
3445,NORTH BU,LIVE,2
3447,NORTH BU,Week 37,2
3453,NORTH BU,LIVE,2
3454,WEST BU,LIVE,2
3455,WEST BU,Week 37,1
3458,NORTH BU,LIVE,3
3459,NORTH BU,Week 37,2
3460,NORTH BU,Week 37,2
3461,SOUTHEAST BU,Week 37,1
3462,SOUTHEAST BU,Week 37,2
3463,SOUTHEAST BU,Week 37,2
3464,WEST BU,Week 37,1
3465,SOUTHWEST BU,Week 37,1
3469,EAST BU,Week 37,1
3471,SOUTHEAST BU,LIVE,2
3472,WEST BU,Week 37,2
3473,WEST BU,Week 37,1
3474,SOUTHEAST BU,LIVE,2
3475,EAST BU,LIVE,2
3476,NORTH BU,LIVE,2
3477,WEST BU,Week 37,2
3478,WEST BU,Week 37,1
3480,NORTH BU,Week 37,3
3481,EAST BU,Week 37,2
3482,SOUTHWEST BU,LIVE,2
3483,SOUTHWEST BU,Week 37,2
3484,SOUTHEAST BU,Week 37,2
3485,SOUTHEAST BU,Week 37,2
3486,NORTH BU,Week 37,2
3487,NORTH BU,LIVE,2
3488,NORTH BU,Week 37,3
3489,EAST BU,Week 37,2
3490,EAST BU,Week 37,2
3491,EAST BU,Week 37,1
3492,SOUTHWEST BU,Week 37,2
3493,WEST BU,Week 37,1
3494,WEST BU,Week 37,2
3495,SOUTHEAST BU,Week 37,2
3497,NORTH BU,Week 37,3
3498,WEST BU,Week 37,2
3499,NORTH BU,Week 37,3
3500,SOUTHWEST BU,LIVE,1
3501,EAST BU,LIVE,3
3502,NORTH BU,Week 37,1
3503,EAST BU,Week 37,2
3505,NORTH BU,Week 37,2
3510,SOUTHWEST BU,LIVE,2
3511,WEST BU,Week 37,1
3513,WEST BU,Week 37,2
3514,EAST BU,Week 37,3
3515,NORTH BU,Week 37,2
3516,WEST BU,Week 37,1
3518,SOUTHWEST BU,Week 37,1
3520,EAST BU,LIVE,1
3522,WEST BU,LIVE,1
3523,WEST BU,Week 37,1
3525,WEST BU,LIVE,1
3526,SOUTHEAST BU,Week 37,2
3527,SOUTHEAST BU,LIVE,2
3528,SOUTHWEST BU,Week 37,3
3529,NORTH BU,Week 37,2
3531,WEST BU,Week 37,1
3533,WEST BU,LIVE,2
3534,NORTH BU,Week 37,3
3535,EAST BU,Week 37,2
3537,WEST BU,Week 37,1
3538,SOUTHEAST BU,LIVE,2
3541,EAST BU,LIVE,2
3543,EAST BU,Week 37,1
3545,EAST BU,Week 37,2
3546,EAST BU,Week 37,2
3548,EAST BU,Week 37,1
3549,EAST BU,Week 37,2
3560,EAST BU,Week 37,1
3561,EAST BU,Week 37,2
3562,EAST BU,LIVE,1
3563,EAST BU,LIVE,2
3564,EAST BU,LIVE,2
3566,WEST BU,LIVE,2
3567,SOUTHWEST BU,LIVE,1
3568,WEST BU,LIVE,1
3569,SOUTHWEST BU,Week 37,1
3570,SOUTHEAST BU,Week 37,2
3571,NORTH BU,Week 37,2
3572,SOUTHWEST BU,LIVE,1
3573,EAST BU,Week 37,2
3580,NORTH BU,Week 37,2
3581,NORTH BU,Week 37,2
3582,WEST BU,LIVE,1
3583,EAST BU,Week 37,2
3584,SOUTHWEST BU,LIVE,1
3585,SOUTHWEST BU,Week 37,2
3587,WEST BU,Week 37,2
3588,EAST BU,Week 37,2
3589,WEST BU,LIVE,1
3590,WEST BU,LIVE,2
3591,SOUTHWEST BU,Week 37,2
3595,EAST BU,Week 37,2
3596,SOUTHWEST BU,Week 37,2
3597,NORTH BU,Week 37,2
3598,EAST BU,Week 37,2
3601,NORTH BU,Week 37,1
3602,NORTH BU,Week 37,2
3607,EAST BU,Week 37,3
3608,NORTH BU,Week 37,2
3609,SOUTHEAST BU,Week 37,2
3611,SOUTHEAST BU,LIVE,2
3612,EAST BU,Week 37,2
3616,SOUTHWEST BU,Week 37,3
3620,WEST BU,LIVE,2
3621,SOUTHEAST BU,Week 37,1
3623,SOUTHWEST BU,Week 37,2
3624,WEST BU,Week 37,2
3625,SOUTHEAST BU,LIVE,2
3626,EAST BU,Week 37,2
3627,SOUTHEAST BU,Week 37,2
3630,WEST BU,Week 37,2
3631,SOUTHWEST BU,LIVE,2
3632,NORTH BU,LIVE,3
3633,EAST BU,LIVE,2
3634,EAST BU,LIVE,3
3639,EAST BU,Week 37,2
3640,SOUTHWEST BU,LIVE,2
3641,NORTH BU,Week 37,2
3643,NORTH BU,LIVE,3
3644,EAST BU,Week 37,3
3645,SOUTHWEST BU,Week 37,1
3648,WEST BU,Week 37,2
3650,WEST BU,Week 37,2
3652,WEST BU,Week 37,2
3658,EAST BU,LIVE,2
3659,SOUTHEAST BU,Week 37,2
3660,SOUTHEAST BU,Week 37,2
3700,EAST BU,Week 37,2
3701,EAST BU,Week 37,3
3702,SOUTHEAST BU,LIVE,1
3705,WEST BU,Week 37,2
3708,WEST BU,Week 37,2
3709,SOUTHEAST BU,Week 37,2
3710,SOUTHEAST BU,Week 37,2
3712,WEST BU,Week 37,2
3717,SOUTHEAST BU,Week 37,2
3720,EAST BU,Week 37,1
3722,NORTH BU,Week 37,2
3725,NORTH BU,Week 37,2
3726,NORTH BU,LIVE,1
3728,WEST BU,Week 37,2
3729,WEST BU,Week 37,2
3730,WEST BU,Week 37,2
3731,SOUTHWEST BU,Week 37,2
3732,SOUTHWEST BU,Week 37,2
3733,EAST BU,Week 37,2
3734,WEST BU,Week 37,3
3738,NORTH BU,Week 37,2
3739,WEST BU,Week 37,1
3741,SOUTHEAST BU,Week 37,2
3742,WEST BU,Week 37,3
3747,NORTH BU,Week 37,3
3748,SOUTHEAST BU,LIVE,2
3749,NORTH BU,Week 37,2
3750,SOUTHEAST BU,Week 37,2
3751,SOUTHWEST BU,Week 37,1
3754,WEST BU,Week 37,3
3757,WEST BU,Week 37,2
3758,WEST BU,Week 37,3
3760,WEST BU,Week 37,3
3761,WEST BU,Week 37,3
3762,WEST BU,Week 37,2
3763,SOUTHWEST BU,Week 37,1
3764,SOUTHWEST BU,LIVE,2
3765,NORTH BU,Week 37,3
3768,EAST BU,Week 37,3
3770,EAST BU,Week 37,3
3771,SOUTHWEST BU,Week 37,1
3772,NORTH BU,Week 37,3
3773,SOUTHWEST BU,LIVE,2
3774,EAST BU,LIVE,2
3777,SOUTHWEST BU,LIVE,2
3778,WEST BU,Week 37,2
3780,EAST BU,Week 37,2
3781,NORTH BU,Week 37,1
3782,SOUTHEAST BU,LIVE,1
3783,NORTH BU,Week 37,2
3784,NORTH BU,Week 37,2
3785,SOUTHEAST BU,Week 37,3
3786,SOUTHEAST BU,Week 37,2
3789,WEST BU,LIVE,3
3790,NORTH BU,Week 37,2
3791,NORTH BU,LIVE,3
3792,NORTH BU,Week 37,2
3794,WEST BU,LIVE,1
3795,EAST BU,LIVE,1
3796,WEST BU,Week 37,1
3799,SOUTHWEST BU,Week 37,2
3801,WEST BU,Week 37,2
3802,EAST BU,LIVE,1
3803,EAST BU,Week 37,2
3804,EAST BU,Week 37,2
3805,WEST BU,LIVE,3
3806,WEST BU,Week 37,3
3807,SOUTHWEST BU,Week 37,3
3809,NORTH BU,LIVE,3
3810,EAST BU,LIVE,3
3812,NORTH BU,Week 37,2
3823,WEST BU,Week 37,2
3824,WEST BU,LIVE,2
3825,EAST BU,Week 37,2
3826,SOUTHWEST BU,Week 37,2
3827,SOUTHWEST BU,LIVE,2
3828,SOUTHWEST BU,Week 37,2
