Store Nbr,Store Name,Shipper vs Non Shipper
2728,"DECATUR, (S), IL",Shipper
2729,"FORT COLLINS-LOVELAND, CO",Shipper
2730,"TARBORO, NC",Shipper
2732,"VILLA RICA, GA",Shipper
2733,"PERRY, GA",Shipper
2734,"NORMAN (E), OK",Shipper
2735,"SACRAMENTO, CA",Shipper
2739,"BAY MINETTE, AL",Shipper
2740,"TAMPA, FL",Shipper
2748,"GULF SHORES, AL",Shipper
2749,"SPRUCE PINE, NC",Shipper
2751,"ENGLEWOOD (N), CO",Shipper
2752,"COMMERCE CITY, CO",Shipper
2753,"CLAYTON, GA",Shipper
2754,"WAYNESBORO, GA",Shipper
2755,"FLOWOOD, MS",Shipper
2756,FREDERICK (N),Shipper
2757,MURFREESBORO NORTH TN,Shipper
2758,PLYMOUTH NH,Shipper
2760,"JACKSON, AL",Shipper
2761,"POUNDING MILL, VA",Shipper
2762,FAIRLAWN VA,Shipper
2763,DONNA TX,Shipper
2764,"ALTOONA, IA",Shipper
2765,LOS FRESNOS TX,Shipper
2766,SCOTTSDALE (N) AZ,Shipper
2767,MESA (NORTH) AZ,Shipper
2768,"MESA (S), AZ",Shipper
2769,SAN ANTONIO WALZEM & PARK,Shipper
2771,"MONTICELLO, IN",Shipper
2772,"SOUTHPORT, NC",Shipper
2774,DUBLIN OH,Shipper
2777,"SUPRISE,AZ",Shipper
2778,"COOLIDGE, AZ",Shipper
2780,"CALDWELL, ID",Shipper
2781,"NAMPA, ID",Shipper
2782,"MOUNTAIN HOME, ID",Shipper
2783,"LEXINGTON, (NE) KY",Shipper
2784,"BEATRICE, NE",Shipper
2785,"VICTOR, NY",Shipper
2786,AVON IN,Shipper
2787,"INDIANAPOLIS (N), IN",Shipper
2788,"BROWNSBURG, IN",Shipper
2789,"BOYNTON BEACH(E), FL",Shipper
2790,"HAGERSTOWN (S), MD",Shipper
2791,"GEORGETOWN, DE",Shipper
2792,"WAYNE, WV",Shipper
2793,"KERNERSVILLE, NC",Shipper
2794,"EPHRAIM, UT",Shipper
2795,ASHLAND VA,Shipper
2796,"OLDSMAR, FL",Shipper
2803,"EDMOND, (NW) OK",Shipper
2804,"OKLAHOMA CITY (C), OK",Shipper
2805,"EMPORIA, VA",Shipper
2806,"BOILING SPRINGS, SC",Shipper
2807,"HARRISONBURG, VA",Shipper
2808,"MIDLOTHIAN (S), VA",Shipper
2809,"BUCKHANNON, WV",Shipper
2810,"SPENCER, WV",Shipper
2811,"ATHENS, GA",Shipper
2812,"ROCHESTER (S), MN",Shipper
2813,"MARSHFIELD, WI",Shipper
2814,HIALEAH GARDENS (NW) FL,Shipper
2817,"LANSING, IL",Shipper
2818,"HAMMOND, IN",Shipper
2819,"BLUFFTON, IN",Shipper
2820,"WORTHINGTON, MN",Shipper
2821,RICHMOND(CHIPPENHAM) VA,Shipper
2822,"WALKER, LA",Shipper
2823,"PARKERSBURG, (S) WV",Shipper
2827,"CORALVILLE, IA",Shipper
2828,"MILWAUKEE (S), WI",Shipper
2831,"JEROME, ID",Shipper
2832,"HARDEEVILLE, SC",Shipper
2833,"GRAFTON, WV",Shipper
2834,FT WORTH GOLDEN TRIANGLE,Shipper
2836,"FUQUAY-VARINA, NC",Shipper
2838,"HENDERSON (N), NV",Shipper
2842,"CORONA, CA",Shipper
2843,"SUMMERFIELD, FL",Shipper
2844,"HALFMOON, NY",Shipper
2845,"SILER CITY, NC",Shipper
2846,"OLIVE BRANCH, MS",Shipper
2847,"BELLEVUE, NE",Shipper
2849,"MASON, WV",Shipper
2850,"HAMPSTEAD, MD",Shipper
2852,"MOUNDSVILLE, WV",Shipper
2854,"LISBON, CT",Shipper
2855,"SHAWNEE, KS",Shipper
2856,"OAK GROVE, MO",Shipper
2857,"KANSAS CITY (NW), MO",Shipper
2859,"GATES, NY",Shipper
2860,"POOLER, GA",Shipper
2861,GARDEN CITY ID,Shipper
2862,"MERIDIAN, ID",Shipper
2864,"SAN ANTONIO, TX",Shipper
2869,"LANSING (W), MI",Shipper
2871,CINNAMINSON NJ,Shipper
2872,VAN BUREN TOWNSHIP MI,Shipper
2873,"TROY, MI",Shipper
2874,"GLENVILLE, NY",Shipper
2881,"KISSIMMEE (E), FL",Shipper
2882,"MAPLE GROVE, MN",Shipper
2883,PLANO (N) TX,Shipper
2884,"LAS VEGAS, NV",Shipper
2886,PICO RIVERA CA,Shipper
2888,"PALMYRA, PA",Shipper
2889,"CLINTON, IA",Shipper
2890,MACON (N) GA,Shipper
2891,"ODESSA (W), TX",Shipper
2892,"PARKER, CO",Shipper
2893,"INDEPENDENCE, KS",Shipper
2894,"OAKLAND, MD",Shipper
2908,"BISCOE, NC",Shipper
2909,"CORRY, PA",Shipper
2910,SALEM OH 11-11-02,Shipper
2911,"CENTRAL SQUARE, NY",Shipper
2912,"TAYLOR, MI",Shipper
2913,"BOUTTE, LA",Shipper
2914,"MASSILLON, OH",Shipper
2918,"ALLEN, TX",Shipper
2920,"FLEMING ISLAND, FL",Shipper
2921,"HARRISVILLE, UT",Shipper
2922,"TUCSON (FOOTHILLS), AZ",Shipper
2923,"BILLINGS, MT",Shipper
2924,"ALBUQUERQUE (W), NM",Shipper
2925,"NAPA, CA",Shipper
2926,"PLANO (C), TX",Shipper
2927,"WOOD VILLAGE, OR",Shipper
2928,"GOOSE CREEK, SC",Shipper
2929,"HOPE MILLS, NC",Shipper
2931,SALISBURY MD,Shipper
2932,"KNOXVILLE (SW), TN",Shipper
2933,"PRINCETON, WV",Shipper
2934,"PARIS, IL",Shipper
2935,"KNOXVILLE, IA",Shipper
2937,"HIBBING, MN",Shipper
2938,"LAFAYETTE (S), LA",Shipper
2939,"RICHLAND, MS",Shipper
2941,"ATLANTA, GA",Shipper
2945,PARKESBURG PA,Shipper
2946,FORT LAUDERDALE BRWD BLVD,Shipper
2948,SANTA FE SPRINGS CA,Shipper
2950,"PALMDALE (EAST), CA",Shipper
2951,"LANCASTER (EAST), CA",Shipper
2953,"SWANSEA, MA",Shipper
2955,KANSAS CITY MO,Shipper
2956,"JOLIET (N), IL",Shipper
2957,"DETROIT LAKES, MN",Shipper
2958,APPLETON (E),Shipper
2959,ROSEVILLE,Shipper
2962,POMPANO BEACH FL,Shipper
2963,"CORAL SPRINGS, FL",Shipper
2964,"LEOMINSTER, MA",Shipper
2966,WADSWORTH OH,Shipper
2967,"FORT WRIGHT, KY",Shipper
2968,"CARROLLTON, KY",Shipper
2973,"MURPHY, TX",Shipper
2978,"FORT WORTH (S), TX",Shipper
2980,"FT WORTH (N), TX",Shipper
2985,"FRESNO, CA EF",Shipper
2986,NEENAH WI,Shipper
2987,"DAVIE, FL",Shipper
2988,"LA FAYETTE, GA",Shipper
2990,"MITCHELL, SD",Shipper
2991,"CEDAR PARK, TX",Shipper
2992,"CORNING, NY",Shipper
2993,"SUGAR LAND, TX",Shipper
2994,"ST. JOSEPH (S), MO",Shipper
2996,"DALLAS (NW), TX",Shipper
3004,CHICAGO CICERO IL,Shipper
3014,DALLAS S TX,Shipper
3017,SPRING HILL TN,Shipper
3018,FOUNTAIN CO,Shipper
3035,WASHINGTON FT TOTTEN DC,Shipper
3044,FORT WORTH SE TX,Shipper
3053,EVERETT MALL WA,Shipper
3055,CATOOSA OK,Shipper
3056,BULVERDE TX,Shipper
3057,HELOTES TX,Shipper
3058,SAN ANTONIO TX,Shipper
3059,CANTON MS,Shipper
3060,YAZOO CITY MS,Shipper
3061,SHREWSBURY MO,Shipper
3067,NORCROSS E GA,Shipper
3075,PANAMA CITY 23RD FL,Shipper
3077,HAYMARKET VA,Shipper
3078,EAST BRUNSWICK NJ,Shipper
3081,SACRAMENTO SE CA,Shipper
3088,ST CLOUD MN,Shipper
3093,MERIDIAN S ID,Shipper
3102,PRINCETON MN,Shipper
3103,GODDARD KS,Shipper
3106,SAN ANTONIO CITY SOUTH TX,Shipper
3107,SAN ANTONIO LEON SPRINGS,Shipper
3112,SAN ANTONIO FOSTER TX,Shipper
3114,SAUGUS MA,Shipper
3118,DECATUR GA,Shipper
3119,PANAMA CITY PIER PARK FL,Shipper
3136,HORIZON CITY TX,Shipper
3137,FAIRVIEW TN,Shipper
3150,COUNCIL BLUFFS IA,Shipper
3151,OMAHA 50TH & AMES NE,Shipper
3159,TETERBORO NJ,Shipper
3163,HOLLYWOOD FL,Shipper
3167,NEW ORLEANS GENTILLY,Shipper
3169,MANOR TX,Shipper
3170,ELGIN TX,Shipper
3177,FORT COLLINS S CO,Shipper
3180,SOUTHGATE CA,Shipper
3182,CHAPEL HILL NC,Shipper
3188,STONE MOUNTAIN W GA,Shipper
3191,PICKENS SC,Shipper
3192,POWDERSVILLE SC,Shipper
3197,TAMPA BEARRS FL,Shipper
3201,"MCDONOUGH, GA",Shipper
3205,"LITHIA SPRINGS, GA",Shipper
3206,LIMA OH,Shipper
3207,SANFORD (W) FL,Shipper
3208,"SPRINGVILLE, UT",Shipper
3209,"ELK RIVER, MN",Shipper
3210,"SPRINGFIELD, IL",Shipper
3212,EGG HARBOR NJ,Shipper
3213,"THE WOODLANDS, TX",Shipper
3214,"SUFFOLK (N), VA",Shipper
3215,MORGANTOWN WV,Shipper
3216,"VIRGINIA BEACH (SE), VA",Shipper
3217,"OTHELLO, WA",Shipper
3218,"SPANAWAY, WA",Shipper
3219,WILLIAMSBURG VA,Shipper
3220,"ST GEORGE, UT",Shipper
3221,"WATKINS GLEN, NY 11-11-02",Shipper
3222,CLEMSON SC,Shipper
3223,"CHIPPEWA, PA",Shipper
3224,"GARLAND (SE), TX",Shipper
3225,"ROWLETT, TX",Shipper
3226,"KATY, TX",Shipper
3227,MONUMENT CO,Shipper
3228,DELMONT PA,Shipper
3229,"VERNON, TX",Shipper
3230,"BRYANT, AR",Shipper
3231,GREENWOOD AR 11-11-02,Shipper
3232,"WEST JORDAN, UT",Shipper
3233,"BEMIDJI, MN",Shipper
3234,"ROGERSVILLE, TN",Shipper
3235,"NORTH MIAMI BEACH, FL",Shipper
3236,"FREEHOLD, NJ",Shipper
3237,SIOUX FALLS SD,Shipper
3239,"SPRINGFIELD, OR",Shipper
3241,GLENDALE AZ,Shipper
3243,BONSACK VA,Shipper
3245,"HAYWARD, WI",Shipper
3247,DELAVAN WI,Shipper
3248,LA HABRA CA,Shipper
3250,AURORA OH,Shipper
3251,"WASHINGTON, OH",Shipper
3253,"EDINBORO, PA",Shipper
3254,RENO (NW)NV,Shipper
3255,SAVOY IL,Shipper
3258,EUGENE (W) OR,Shipper
3259,"MISSOULA, MT",Shipper
3260,"EPHRATA, WA",Shipper
3261,"RICHLAND, WA",Shipper
3262,"CAMBRIDGE, OH",Shipper
3265,"TABB, VA",Shipper
3267,OMAHA (W),Shipper
3268,"ANTIGO, WI",Shipper
3269,"MEXICO, ME",Shipper
3270,"WYTHEVILLE, VA",Shipper
3271,"CALERA, AL",Shipper
3273,OVERLAND PARK (S) KS,Shipper
3274,N RICHLAND HILLS TX,Shipper
3277,"RENO, NV",Shipper
3278,LINCOLN NE 11-11-02,Shipper
3279,"SAN ANTONIO (SE), TX",Shipper
3280,"ROCHESTER, NY",Shipper
3281,HARBORCREEK PA,Shipper
3282,"LOGAN, OH",Shipper
3283,"WICHITA (NW), KS",Shipper
3284,"ARLINGTON (SW), TX",Shipper
3285,CEDAR HILL TX,Shipper
3286,HICKORY CREEK/DENTON TX,Shipper
3288,"BATON ROUGE, LA",Shipper
3289,"WEST JEFFERSON, NC",Shipper
3293,"CHARDON, OH",Shipper
3294,"LOUISVILLE (SE), KY",Shipper
3295,BROKEN ARROW OK,Shipper
3296,"HOUSTON, TX",Shipper
3297,HOUSTON ELDRIDGE TX,Shipper
3298,"HOUSTON, TX",Shipper
3300,"WAPAKONETA, OH",Shipper
3302,"HOUSTON (W TOLLWAY), TX",Shipper
3303,"GRUNDY, VA",Shipper
3304,"REIDSVILLE, NC",Shipper
3305,"MAYODAN, NC",Shipper
3307,"CRAWFORDVILLE, FL",Shipper
3308,"MIDDLEBURG, FL",Shipper
3309,"JACKSONVILLE(CLINTON), FL",Shipper
3310,"DELTONA (HWIND/415), FL",Shipper
3311,"MIAMI GARDENS (PROP), FL",Shipper
3313,"CENTENNIAL (LIMA), CO",Shipper
3319,"HARKER HEIGHTS, TX",Shipper
3320,"PALMHURST, TX",Shipper
3324,"SHEBOYGAN (N), WI",Shipper
3328,"GREENVILLE, MI",Shipper
3329,"POTSDAM, NY",Shipper
3331,"PINE BLUFF, AR",Shipper
3332,"FULTON, NY",Shipper
3334,"MALONE, NY",Shipper
3336,"WOODHAVEN, MI",Shipper
3337,"RIO GRANDE, NJ",Shipper
3339,"VINELAND, NJ",Shipper
3342,"AMELIA, OH",Shipper
3344,"WINCHESTER-W, VA",Shipper
3347,"WINTER HAVEN (E), FL",Shipper
3348,"LAKE PARK (P.B.GARD), FL",Shipper
3349,"PORT CHARLOTTE (E), FL",Shipper
3350,"LAS VEGAS (BOULDER), NV",Shipper
3351,"NORTH LAS VEGAS, NV",Shipper
3352,"STOCKTON-NW, CA",Shipper
3360,"CHANDLER-AIRPORT, AZ",Shipper
3362,"OAK GROVE, KY",Shipper
3363,"OWENSBORO, KY",Shipper
3364,"WEST ST. PAUL, MN",Shipper
3366,"CENTERVILLE, UT",Shipper
3367,NORTH CHARLESTON SC,Shipper
3370,"PALMETTO, FL",Shipper
3371,"CHARLOTTE (W), NC",Shipper
3372,LARGO CROSSROAD FL,Shipper
3379,ORO VALLEY AZ,Shipper
3380,PASCO WA,Shipper
3381,SWEETWATER TX,Shipper
3382,PUEBLO WEST CO,Shipper
3383,"AMARILLO (SC), TX",Shipper
3384,HEREFORD (NW) TX,Shipper
3386,SPRINGVILLE AL,Shipper
3387,"NORTH PORT, FL",Shipper
3388,LAWRENCEVILLE (S) GA,Shipper
3389,SNELLVILLE (S) GA,Shipper
3390,WOODLAND (W) TX,Shipper
3391,SCHERTZ TX,Shipper
3394,"ATLANTIC, IA",Shipper
3395,SOUTH GRAND ISLAND,Shipper
3397,"MIAMI GARDENS, FL",Shipper
3400,OSWEGO IL,Shipper
3401,COLLEGE PARK GA,Shipper
3402,STOCKBRIDGE (S) GA,Shipper
3403,"DALLAS, GA",Shipper
3404,ROSEVILLE MN,Shipper
3406,DALLAS (PRESTWD) TX,Shipper
3407,BUCKEYE AZ,Shipper
3408,"CARSON CITY, NV",Shipper
3409,LEICESTER MA,Shipper
3412,"ELIZABETHVILLE, PA",Shipper
3415,"TARPON SPRINGS, FL",Shipper
3417,"NAPLES, FL",Shipper
3418,"WESLEY CHAPEL, FL",Shipper
3422,"DEPTFORD (E), NJ",Shipper
3423,"SANTA FE (S), NM",Shipper
3425,HOUSTON (ALMEDA GENOA) TX,Shipper
3427,ARTESIA NM,Shipper
3428,"FARMINGTON, NM",Shipper
3429,WARREN PA,Shipper
3430,OKLAHOMA CITY OK,Shipper
3431,HUDSON OAKS TX,Shipper
3432,"DESOTO, TX",Shipper
3433,RED OAK TX,Shipper
3434,"WOODSTOCK, IL",Shipper
3435,"GREENWOOD, IN",Shipper
3436,"SOUTH BEND, IN",Shipper
3439,"NAVARRE, FL",Shipper
3445,"HOLLAND, OH",Shipper
3447,WHITEHALL OH,Shipper
3453,WYOMING MI,Shipper
3454,PERRY(BRIGHAM CITY) UT,Shipper
3458,WHITEHALL MI,Shipper
3459,BLOOMINGTON IL,Shipper
3460,"PEORIA (N), IL",Shipper
3461,PEACHTREE CITY GA,Shipper
3462,SUWANEE GA,Shipper
3463,BRANDON FL,Shipper
3464,CHINO CA,Shipper
3465,GLENDALE AZ 11-12-02,Shipper
3469,LINDEN NJ,Shipper
3471,KENNESAW GA,Shipper
3472,"POST FALLS, ID",Shipper
3473,"LAS VEGAS, NV",Shipper
3474,"BRADENTON (NE), FL",Shipper
3475,"NORRISTOWN (W), PA",Shipper
3476,"CANTON, MI",Shipper
3477,LONG BEACH CA,Shipper
3480,"LEBANON, VA",Shipper
3482,PLANO COIT 190 TX,Shipper
3483,HOUMA LA,Shipper
3484,"PENSACOLA, FL",Shipper
3485,"BLAIRSVILLE, GA",Shipper
3486,ATHENS OH,Shipper
3487,"SHELBY TWP, MI",Shipper
3488,"BURLINGTON, WI",Shipper
3489,"GOLDEN RING, MD",Shipper
3492,"WICHITA, KS",Shipper
3495,"CLARKSVILLE(S), TN",Shipper
3497,"PLYMOUTH, WI",Shipper
3498,"BLAINE, MN",Shipper
3499,JEFFERSON WI,Shipper
3500,HOUSTON TX,Shipper
3501,"ELVERSON, PA",Shipper
3502,HAMILTON(E) OH,Shipper
3503,"THOMASVILLE, NC",Shipper
3505,WISCONSIN DELLS WI,Shipper
3510,PEARLAND TX,Shipper
3511,HAYDEN ID,Shipper
3513,SHAKOPEE MN 11-11-02,Shipper
3514,"BRADFORD, PA",Shipper
3515,HILLSBORO OH,Shipper
3516,"CHULA VISTA (E), CA",Shipper
3518,"LAREDO(SE), TX",Shipper
3520,"SECAUCUS, NJ",Shipper
3522,"BALDWIN PARK, CA",Shipper
3523,"SANTA CLARITA (E), CA",Shipper
3525,"PUYALLUP (S), WA",Shipper
3526,BROOKSVILLE FL,Shipper
3527,"ST LUCIE WEST, FL",Shipper
3528,"WIGGINS, MS",Shipper
3529,LAWRENCE IN,Shipper
3531,LACEY WA,Shipper
3533,DENVER CO,Shipper
3534,RED WING MN 11-12-02,Shipper
3535,EPPING NH,Shipper
3537,"LAKEWOOD, WA",Shipper
3538,VIERA FL,Shipper
3541,KENNETT SQUARE PA,Shipper
3560,FALL RIVER (S),Shipper
3564,HORSHAM PA,Shipper
3566,"AURORA(DENVER SE),CO",Shipper
3567,HIDALGO TX,Shipper
3568,WEST VALLEY CITY UT,Shipper
3569,AUSTIN (NE) TX,Shipper
3570,"EVANS, GA",Shipper
3571,MIDDLETOWN OH 11-11-02,Shipper
3572,PEARLAND TX 11-12-02,Shipper
3573,MANASSAS (S) VA,Shipper
3580,NEWARK OH,Shipper
3581,ZANESVILLE (S) OH,Shipper
3582,COLORADO SPRINGS CO,Shipper
3583,GLENMONT NY,Shipper
3584,"HOUSTON (GALLERIA), TX",Shipper
3585,WOODLANDS E TX,Shipper
3587,ROCKLIN (S) CA,Shipper
3588,DUMFRIES VA,Shipper
3589,SALT LAKE CITY C UT,Shipper
3590,SIOUX CITY (N) IA,Shipper
3591,MONTGOMERY TX,Shipper
3595,FAYETTEVILLE NC,Shipper
3596,"LOS LUNAS, NM",Shipper
3597,BELVIDERE IL,Shipper
3601,CRESTWOOD IL,Shipper
3602,SPRINGFIELD (E) IL,Shipper
3607,ALBION NY,Shipper
3608,"NORTH MADISON, OH",Shipper
3609,ELLENWOOD GA,Shipper
3611,"MARIETTA, GA",Shipper
3612,BURLINGTON (N) NC,Shipper
3616,"AMITE, LA",Shipper
3620,RIVERTON UT,Shipper
3621,CHAMBLEE GA,Shipper
3623,LAREDO (S) TX,Shipper
3624,MONTICELLO MN,Shipper
3625,LAUDERDALE LAKES FL,Shipper
3626,WINSTON-SALEM (S) NC,Shipper
3627,OAKWOOD GA,Shipper
3630,MARION IA,Shipper
3631,CROWLEY TX,Shipper
3632,"SANDUSKY, MI",Shipper
3633,WAYNESBORO PA,Shipper
3634,TAMAQUA PA,Shipper
3639,DULLES VA,Shipper
3640,HOUSTON(NW I-610) TX,Shipper
3641,SPRINGFIELD (E) OH,Shipper
3643,MEDFORD WI,Shipper
3644,CHESAPEAKE (S) VA,Shipper
3645,MIDLAND (S) TX,Shipper
3648,"BISMARCK, ND",Shipper
3652,"WEST SACRAMENTO, CA",Shipper
3658,"GREENSBORO (NE), NC",Shipper
3659,"CHATTANOOGA(SIGNAL), TN",Shipper
3660,"CHATTANOOGA(SW), TN",Shipper
3693,"SANTA ISABEL,PR",Shipper
3700,"INDIAN TRAIL, NC",Shipper
3701,"MOUNT OLIVE, NC",Shipper
3702,"JACKSONVILLE (N), FL",Shipper
3705,"YELM, WA",Shipper
3708,SUISAN CITY CA,Shipper
3709,"ATLANTA (GRESHAM), GA",Shipper
3710,"DECATUR (W), GA",Shipper
3712,"CITRUS HEIGHTS, CA",Shipper
3716,MANATI PUERTO RICO,Shipper
3717,"NASHVILLE (HARDING), TN",Shipper
3720,"ARBUTUS, MD",Shipper
3722,"KENT, OH",Shipper
3725,"NILES, IL",Shipper
3726,"GRAND BLANC, MI",Shipper
3728,"NORTH LAS VEGAS (S), NV",Shipper
3729,"SPARKS, NV",Shipper
3730,"PRESCOTT VALLEY, AZ",Shipper
3731,"BERNALILLO, NM",Shipper
3732,"RIO RANCHO (W), NM",Shipper
3733,"TEGA CAY, SC",Shipper
3734,"VERMILLION, SD",Shipper
3738,"NATRONA HEIGHTS, PA",Shipper
3739,"NAMPA (NORTHEAST), ID",Shipper
3741,"ATLANTA, GA",Shipper
3742,"WOODLAND, WA",Shipper
3747,"MUNCIE, IN",Shipper
3748,ACWORTH(N) GA,Shipper
3749,"CINCINNATI (EVENDALE),OH",Shipper
3750,"WARNER ROBINS (S), GA",Shipper
3751,"QUEEN CREEK, AZ",Shipper
3754,"CHELAN, WA",Shipper
3757,"ARLINGTON, WA",Shipper
3758,"CROOKSTON, MN",Shipper
3760,"NEW ULM, MN",Shipper
3761,"THIEF RIVER FALLS, MN",Shipper
3762,"WEST DES MOINES (SW), IA",Shipper
3763,"EL PASO (MONTANA), TX",Shipper
3764,"LINDALE, TX",Shipper
3765,"PIQUA, OH",Shipper
3768,"ALTA VISTA, VA",Shipper
3770,"STUART, VA",Shipper
3771,"PHOENIX (LAVEEN), AZ",Shipper
3772,"JONESVILLE, VA",Shipper
3773,"FORT WORTH (W), TX",Shipper
3774,WILLIAMSTOWN NJ,Shipper
3777,"FRISCO (W), TX",Shipper
3778,"CASPER (W), WY",Shipper
3780,"FALLSTON, MD",Shipper
3781,"INDIANAPOLIS (LAFYTE), IN",Shipper
3782,"ORLANDO (NARCOOSSEE), FL",Shipper
3783,"DAYTON (N), OH",Shipper
3784,"FRANKLIN, OH",Shipper
3785,"PENSACOLA (WARRINTON), FL",Shipper
3786,"BUFORD (E), GA",Shipper
3789,"OGDEN, UT",Shipper
3790,"LOCKPORT, IL",Shipper
3791,"THREE RIVERS, MI",Shipper
3792,"LANCASTER, OH",Shipper
3794,"FEDERAL WAY (S), WA",Shipper
3795,"NORTH BERGEN, NJ",Shipper
3796,"ONTARIO, CA",Shipper
3799,"MESA (COUNTRY CLUB), AZ",Shipper
3801,"MARYSVILLE (E), WA",Shipper
3802,"MIDDLETOWN (W), DE",Shipper
3804,RANDALLSTOWN MD,Shipper
3805,"WOODLAND PARK, CO",Shipper
3806,"FAIRMONT, MN",Shipper
3807,"BENSON, AZ",Shipper
3809,"UPPER SANDUSKY, OH",Shipper
3810,"EAST GREENVILLE, PA",Shipper
3812,"COLUMUS (U.ARLING), OH",Shipper
3823,"LINCOLN (NE), NE",Shipper
3824,"WESTMINSTER (72ND), CO",Shipper
3825,"HAVELOCK, NC",Shipper
3826,"LUBBOCK (TXTECH), TX",Shipper
3827,"HOUSTON (GRAND PKWY), TX",Shipper
3828,"LONGVIEW (SE), TX",Shipper
3829,"JOHNSON CITY, TN",Shipper
3830,"LITTLE EGG HARBOR, NJ",Shipper
3831,"PORTSMOUTH, VA",Shipper
3833,"MESA (SE), AZ",Shipper
3835,OOLTEWAH TN,Shipper
3837,"ROCKTON, IL",Shipper
3838,"TARENTUM, PA",Shipper
3840,"FINDLAY (W), OH",Shipper
3842,"MACEDON, NY",Shipper
3843,"DENTON, MD",Shipper
3847,"MESQUITE, NV",Shipper
3848,"SYRACUSE, UT",Shipper
3850,"TUMWATER, WA",Shipper
3851,"LAFAYETTE, IN",Shipper
3852,"UNICOI, TN",Shipper
3853,"HURON, SD",Shipper
3857,"MONONA, WI",Shipper
3858,"BOCA RATON (SW), FL",Shipper
3860,"YOUNGSTOWN, OH",Shipper
3861,"GILBERT (POWER), AZ",Shipper
3864,"JACKSONVILLE (S), NC",Shipper
3867,"WESTMINSTER(I25/136), CO",Shipper
3868,"SHREVEPORT, LA",Shipper
3869,"RICHMOND, VA",Shipper
3872,"RAPID CITY (S), SD",Shipper
3874,"DAWSONVILLE, GA",Shipper
3875,"WAHPETON, ND",Shipper
3876,"MUSKEGON (W), MI",Shipper
3877,"GAINSVILLE (WALDO), FL",Shipper
3884,"TUCSON, AZ",Shipper
3886,"EDINBURG (S), TX",Shipper
3887,"AVON PARK, FL",Shipper
3888,"SAN ANTONIO (SW1604), TX",Shipper
3889,"APEX, NC",Shipper
3891,"WAUKEGAN, IL",Shipper
3893,"ZION, IL",Shipper
3894,"LEXINGTON (E), KY",Shipper
3896,"PEORIA (LAKE PLESNT), AZ",Shipper
3897,"TWIN FALLS (N), ID",Shipper
3912,LEDGEWOOD MARY LOUISE NJ,Shipper
3947,CHULA VISTA CA,Shipper
4049,OLYMPIA FIELDS IL,Shipper
4055,SAN ANTONIO UNIVERSAL CIT,Shipper
4063,IONA FT MYERS FL,Shipper
4064,VIRGINIA BEACH FX VA,Shipper
4065,WILMINGTON BAYSHORE NC,Shipper
4068,SPANISH FORK UT,Shipper
4101,LONG BEACH NW CA,Shipper
4102,CASTROVILLE TX,Shipper
4103,DEVINE TX,Shipper
4108,SPRINGDALE ELM SPRINGS AR,Shipper
4111,RICHMOND TX,Shipper
4112,BROWNSVILLE N TX,Shipper
4115,SAN ANTONIO CIBOLO TX,Shipper
4118,SHEPHERDSVILLE KY,Shipper
4129,PONCHATOULA LA,Shipper
4130,KYLE TX,Shipper
4131,SAN ANTONIO CULEBRA TX,Shipper
4132,DOWNEY CA,Shipper
4137,TACOMA WA,Shipper
4144,AUGUSTA WRIGHTSBRO GA,Shipper
4153,OLD BRIDGE NJ,Shipper
4156,DERBY VT,Shipper
4161,MIAMI FOUTAINBLEAU FL,Shipper
4162,SAN ANTONIO WURZBACH TX,Shipper
4163,CEDAR PARK E TX,Shipper
4164,KAUFMAN TX,Shipper
4165,FORT WORTH JACKSBORO & RI,Shipper
4166,SWEETWATER TN,Shipper
4168,BEEBE AR,Shipper
4171,GARDEN GROVE CA,Shipper
4176,SHERWOOD OR,Shipper
4183,BRYAN WEST TX,Shipper
4185,SUWANEE N GA,Shipper
4187,FLORENCE NW AL,Shipper
4191,RICHMOND REYNOLDS VA,Shipper
4194,VICTORIA TX,Shipper
4195,CHOCTAW OK,Shipper
4200,"COLUMBUS (GATEWAY), GA",Shipper
4201,"EDGEWOOD, NM",Shipper
4202,"ROSEVILLE, CA",Shipper
4203,"FORT MOHAVE, AZ",Shipper
4208,SALT LAKE CITY (E) UT,Shipper
4209,"NEBRASKA CITY, NE",Shipper
4215,"QUINLAN, TX",Shipper
4216,"COLUMBUS(N), IN",Shipper
4219,"BUDA, TX",Shipper
4221,"CORNELIUS, OR",Shipper
4223,"MARYVILLE, TN",Shipper
4224,"CONOVER, NC",Shipper
4226,"DUNLAP, TN",Shipper
4230,"FORT WAYNE, IN",Shipper
4231,"FORT WAYNE (S), IN",Shipper
4232,"PHOENIX (P.V.), AZ",Shipper
4235,"TERRE HAUTE, IN",Shipper
4237,"INDIAN LAND, SC",Shipper
4238,"SANGER, CA",Shipper
4239,"STEAD, NV",Shipper
4240,"HIGHLAND VILLAGE, TX",Shipper
4241,"STILLWATER (SANGRE), OK",Shipper
4243,"CLIO, MI",Shipper
4244,"PARK RAPIDS, MN",Shipper
4246,"WADENA, MN",Shipper
4247,"HAVRE, MT",Shipper
4249,"SMELTERVILLE, ID",Shipper
4250,"MORRISVILLE, NC",Shipper
4252,"FLAGSTAFF, AZ",Shipper
4253,"SAUK CENTRE, MN",Shipper
4255,"ELYRIA (S), OH",Shipper
4256,"AMES (S), IA",Shipper
4257,"AUSTIN, MN",Shipper
4258,"STAFFORD (S), VA",Shipper
