Store Number,NSW2 CONSOLE - QTY,NSW2 MARIO KART WLD - QTY,Total Estimated Preorder QTY,# of Associates Needed  for Dispense
6951,1,7,8,1
6952,10,21,31,1
6958,14,33,47,1
6963,21,42,63,1
6964,4,15,19,1
6978,16,39,55,1
6998,17,31,48,1
7009,5,14,19,1
7020,10,26,36,1
7032,16,32,48,1
7087,9,24,33,1
7129,0,3,3,1
7156,14,28,42,1
7178,14,26,40,1
7179,10,31,41,1
7181,2,11,13,1
7185,9,34,43,1
7188,4,12,16,1
7194,4,13,17,1
7199,8,23,31,1
7238,3,4,7,1
7243,0,0,0,0
7245,0,4,4,1
7246,3,5,8,1
7247,1,10,11,1
7249,2,5,7,1
7280,8,18,26,1
7281,10,19,29,1
7290,9,26,35,1
7294,14,30,44,1
7301,9,24,33,1
7324,11,26,37,1
7326,16,33,49,1
8331,33,75,108,2
8930,7,23,30,1
