Store Number,Banner Desc,Market,Region,Week,Day,Remodel
2591,WM Supercenter,109,9,33,45918,No
5671,WM Supercenter,110,9,33,45918,No
4690,WM Supercenter,111,3,33,45918,No
3347,WM Supercenter,116,9,33,45918,No
5173,WM Supercenter,120,12,33,45918,No
724,WM Supercenter,123,12,33,45918,No
1694,WM Supercenter,124,12,33,45918,No
448,WM Supercenter,127,42,33,45918,No
93,WM Supercenter,146,11,33,45918,No
688,WM Supercenter,153,12,33,45918,No
2141,WM Supercenter,166,22,33,45918,No
2145,WM Supercenter,168,22,33,45918,No
2252,WM Supercenter,168,22,33,45918,No
2445,WM Supercenter,170,22,33,45918,No
1976,WM Supercenter,190,17,33,45918,No
1642,WM Supercenter,202,19,33,45918,No
1423,WM Supercenter,203,19,33,45918,No
1611,WM Supercenter,205,19,33,45918,No
1928,WM Supercenter,205,19,33,45918,No
1707,WM Supercenter,208,20,33,45918,No
2073,WM Supercenter,214,20,33,45918,No
1433,WM Supercenter,222,21,33,45918,No
1480,WM Supercenter,239,21,33,45918,No
3294,WM Supercenter,242,41,33,45918,No
5442,WM Supercenter,264,25,33,45918,No
200,WM Supercenter,275,25,33,45918,No
1125,WM Supercenter,278,25,33,45918,No
1406,WM Supercenter,286,76,33,45918,No
1217,WM Supercenter,294,4,33,45918,No
5118,WM Supercenter,297,26,33,45918,No
5254,WM Supercenter,297,26,33,45918,No
1321,WM Supercenter,299,26,33,45918,No
3701,WM Supercenter,302,26,33,45918,No
1097,WM Supercenter,309,26,33,45918,No
1261,WM Supercenter,310,4,33,45918,No
2761,WM Supercenter,311,20,33,45918,No
2807,WM Supercenter,315,75,33,45918,No
1499,WM Supercenter,317,20,33,45918,No
2027,WM Supercenter,320,76,33,45918,No
281,WM Supercenter,328,42,33,45918,No
59,WM Supercenter,334,42,33,45918,No
122,WM Supercenter,335,40,33,45918,No
108,WM Supercenter,344,44,33,45918,No
162,WM Supercenter,349,44,33,45918,No
414,WM Supercenter,349,44,33,45918,No
3799,WM Supercenter,371,46,33,45918,No
5186,WM Supercenter,373,46,33,45918,No
3366,WM Supercenter,401,54,33,45918,No
3789,WM Supercenter,401,54,33,45918,No
5168,WM Supercenter,405,57,33,45918,No
1361,WM Supercenter,426,52,33,45918,No
1534,WM Supercenter,427,47,33,45918,No
2001,WM Supercenter,449,57,33,45918,No
5864,WM Supercenter,455,56,33,45918,No
2110,WM Supercenter,465,57,33,45918,No
2385,WM Supercenter,514,60,33,45918,No
4456,WM Supercenter,558,22,33,45918,No
2752,WM Supercenter,585,54,33,45918,No
3844,Neighborhood Market,510,61,33,45918,No
3637,Neighborhood Market,533,64,33,45918,No
5198,Neighborhood Market,546,59,33,45918,No
525,Neighborhood Market,549,72,33,45918,No
3050,Neighborhood Market,550,61,33,45918,No
7168,Neighborhood Market,557,61,33,45918,No
4159,Neighborhood Market,559,72,33,45918,No
4565,Neighborhood Market,559,72,33,45918,No
4464,Neighborhood Market,570,64,33,45918,No
3716,WM Supercenter,811,29,33,45918,No
5793,WM Supercenter,801,29,33,45918,No
5179,Neighborhood Market,96,72,34,45924,No
3183,Neighborhood Market,103,72,34,45924,No
3355,Neighborhood Market,397,61,34,45924,No
2442,Neighborhood Market,485,59,34,45924,No
5372,Neighborhood Market,485,59,34,45924,No
3019,Neighborhood Market,490,61,34,45924,No
5990,Neighborhood Market,491,61,34,45924,No
4206,Neighborhood Market,497,59,34,45924,No
4388,Neighborhood Market,502,59,34,45924,No
1462,WM Supercenter,7,14,34,45924,No
715,WM Supercenter,11,11,34,45924,No
1481,WM Supercenter,13,14,34,45924,No
1493,WM Supercenter,14,14,34,45924,No
919,WM Supercenter,15,14,34,45924,No
3439,WM Supercenter,15,14,34,45924,No
1070,WM Supercenter,18,2,34,45924,No
787,WM Supercenter,19,2,34,45924,No
1047,WM Supercenter,20,2,34,45924,No
510,WM Supercenter,21,2,34,45924,No
1766,WM Supercenter,24,2,34,45924,No
1072,WM Supercenter,27,3,34,45924,No
635,WM Supercenter,29,4,34,45924,No
728,WM Supercenter,29,4,34,45924,No
758,WM Supercenter,32,2,34,45924,No
907,WM Supercenter,32,2,34,45924,No
1383,WM Supercenter,33,4,34,45924,No
642,WM Supercenter,38,4,34,45924,No
6576,WM Supercenter,39,4,34,45924,No
3286,WM Supercenter,52,5,34,45924,No
5707,WM Supercenter,52,5,34,45924,No
752,WM Supercenter,63,6,34,45924,No
5959,WM Supercenter,63,6,34,45924,No
3827,WM Supercenter,64,6,34,45924,No
5091,WM Supercenter,67,6,34,45924,No
464,WM Supercenter,78,6,34,45924,No
77,WM Supercenter,83,7,34,45924,No
2695,WM Supercenter,89,3,34,45924,No
908,WM Supercenter,90,9,34,45924,No
974,WM Supercenter,92,9,34,45924,No
697,WM Supercenter,93,3,34,45924,No
1081,WM Supercenter,93,3,34,45924,No
857,WM Supercenter,94,3,34,45924,No
1408,WM Supercenter,97,14,34,45924,No
1083,WM Supercenter,101,3,34,45924,No
3308,WM Supercenter,101,3,34,45924,No
5034,WM Supercenter,105,9,34,45924,No
5391,WM Supercenter,105,9,34,45924,No
1087,WM Supercenter,107,9,34,45924,No
1349,WM Supercenter,109,9,34,45924,No
5932,WM Supercenter,109,9,34,45924,No
2814,WM Supercenter,110,9,34,45924,No
2081,WM Supercenter,111,3,34,45924,No
2796,WM Supercenter,111,3,34,45924,No
2627,WM Supercenter,112,3,34,45924,No
1004,WM Supercenter,115,9,34,45924,No
580,WM Supercenter,116,9,34,45924,No
623,WM Supercenter,118,9,34,45924,No
672,WM Supercenter,122,12,34,45924,No
409,WM Supercenter,137,11,34,45924,No
365,WM Supercenter,140,11,34,45924,No
2322,WM Supercenter,145,11,34,45924,No
659,WM Supercenter,153,12,34,45924,No
2003,WM Supercenter,174,17,34,45924,No
3469,WM Supercenter,175,17,34,45924,No
5867,WM Supercenter,176,17,34,45924,No
1839,WM Supercenter,214,20,34,45924,No
2098,WM Supercenter,219,21,34,45924,No
2726,WM Supercenter,219,21,34,45924,No
3784,WM Supercenter,221,21,34,45924,No
1264,WM Supercenter,222,21,34,45924,No
1718,WM Supercenter,222,21,34,45924,No
1410,WM Supercenter,223,21,34,45924,No
2574,WM Supercenter,234,22,34,45924,No
5374,WM Supercenter,239,21,34,45924,No
1476,WM Supercenter,243,41,34,45924,No
2691,WM Supercenter,243,41,34,45924,No
1294,WM Supercenter,247,21,34,45924,No
589,WM Supercenter,256,41,34,45924,No
665,WM Supercenter,257,41,34,45924,No
1140,WM Supercenter,259,21,34,45924,No
507,WM Supercenter,260,41,34,45924,No
1386,WM Supercenter,262,25,34,45924,No
5617,WM Supercenter,267,25,34,45924,No
317,WM Supercenter,272,25,34,45924,No
454,WM Supercenter,272,25,34,45924,No
343,WM Supercenter,275,25,34,45924,No
4514,WM Supercenter,286,76,34,45924,No
1525,WM Supercenter,287,75,34,45924,No
1841,WM Supercenter,289,75,34,45924,No
2137,WM Supercenter,296,26,34,45924,No
5046,WM Supercenter,299,26,34,45924,No
1354,WM Supercenter,301,26,34,45924,No
7009,WM Supercenter,302,26,34,45924,No
7238,WM Supercenter,302,26,34,45924,No
1209,WM Supercenter,305,26,34,45924,No
1385,WM Supercenter,305,26,34,45924,No
1322,WM Supercenter,308,26,34,45924,No
1666,WM Supercenter,309,26,34,45924,No
3371,WM Supercenter,309,26,34,45924,No
1023,WM Supercenter,311,20,34,45924,No
1243,WM Supercenter,312,75,34,45924,No
358,WM Supercenter,321,42,34,45924,No
388,WM Supercenter,321,42,34,45924,No
2175,WM Supercenter,333,40,34,45924,No
99,WM Supercenter,340,40,34,45924,No
1177,WM Supercenter,340,40,34,45924,No
392,WM Supercenter,344,44,34,45924,No
276,WM Supercenter,351,44,34,45924,No
387,WM Supercenter,352,44,34,45924,No
3807,WM Supercenter,367,46,34,45924,No
3771,WM Supercenter,371,46,34,45924,No
4253,WM Supercenter,412,52,34,45924,No
2198,WM Supercenter,423,52,34,45924,No
1581,WM Supercenter,427,47,34,45924,No
1695,WM Supercenter,427,47,34,45924,No
1267,WM Supercenter,441,53,34,45924,No
3505,WM Supercenter,441,53,34,45924,No
2032,WM Supercenter,446,57,34,45924,No
1624,WM Supercenter,447,57,34,45924,No
1789,WM Supercenter,454,56,34,45924,No
1859,WM Supercenter,463,58,34,45924,No
2595,WM Supercenter,471,60,34,45924,No
2612,WM Supercenter,505,7,34,45924,No
2864,WM Supercenter,506,7,34,45924,No
6586,Neighborhood Market,509,59,34,45924,No
1590,WM Supercenter,553,9,34,45924,No
1996,WM Supercenter,553,9,34,45924,No
4174,Neighborhood Market,512,61,34,45924,No
4376,Neighborhood Market,534,72,34,45924,No
6971,Neighborhood Market,534,72,34,45924,No
3062,Neighborhood Market,538,72,34,45924,No
3111,Neighborhood Market,538,72,34,45924,No
4659,Neighborhood Market,541,64,34,45924,No
4114,Neighborhood Market,542,64,34,45924,No
4504,Neighborhood Market,544,72,34,45924,No
5062,Neighborhood Market,544,72,34,45924,No
840,Neighborhood Market,546,59,34,45924,No
4527,Neighborhood Market,546,59,34,45924,No
4141,Neighborhood Market,548,72,34,45924,No
4667,Neighborhood Market,548,72,34,45924,No
3098,Neighborhood Market,550,61,34,45924,No
5982,Neighborhood Market,552,61,34,45924,No
5188,Neighborhood Market,554,59,34,45924,No
4100,Neighborhood Market,557,61,34,45924,No
4180,Neighborhood Market,557,61,34,45924,No
3617,Neighborhood Market,559,72,34,45924,No
4434,Neighborhood Market,559,72,34,45924,No
5925,Neighborhood Market,566,59,34,45924,No
3317,Neighborhood Market,570,64,34,45924,No
5802,WM Supercenter,801,29,34,45924,No
5803,WM Supercenter,811,29,34,45924,No
4490,Neighborhood Market,9,61,34,45925,No
3594,Neighborhood Market,58,64,34,45925,No
5453,Neighborhood Market,102,72,34,45925,No
4563,Neighborhood Market,103,72,34,45925,No
5452,Neighborhood Market,485,59,34,45925,No
3176,Neighborhood Market,490,61,34,45925,No
3153,Neighborhood Market,491,61,34,45925,No
6226,Neighborhood Market,502,59,34,45925,No
3340,Neighborhood Market,507,64,34,45925,No
3604,Neighborhood Market,510,61,34,45925,No
733,WM Supercenter,10,14,34,45925,No
1605,WM Supercenter,14,14,34,45925,No
1032,WM Supercenter,15,14,34,45925,No
494,WM Supercenter,16,14,34,45925,No
515,WM Supercenter,18,2,34,45925,No
2753,WM Supercenter,18,2,34,45925,No
594,WM Supercenter,19,2,34,45925,No
855,WM Supercenter,20,2,34,45925,No
2584,WM Supercenter,23,2,34,45925,No
3621,WM Supercenter,23,2,34,45925,No
2475,WM Supercenter,25,2,34,45925,No
1586,WM Supercenter,26,2,34,45925,No
5390,WM Supercenter,26,2,34,45925,No
2860,WM Supercenter,29,4,34,45925,No
2214,WM Supercenter,41,4,34,45925,No
2806,WM Supercenter,42,4,34,45925,No
1455,WM Supercenter,44,5,34,45925,No
5147,WM Supercenter,44,5,34,45925,No
148,WM Supercenter,47,44,34,45925,No
3274,WM Supercenter,50,5,34,45925,No
5211,WM Supercenter,52,5,34,45925,No
2883,WM Supercenter,56,5,34,45925,No
5866,WM Supercenter,56,5,34,45925,No
4298,WM Supercenter,59,6,34,45925,No
5116,WM Supercenter,60,6,34,45925,No
529,WM Supercenter,61,6,34,45925,No
3390,WM Supercenter,68,13,34,45925,No
900,WM Supercenter,70,7,34,45925,No
1220,WM Supercenter,90,9,34,45925,No
3538,WM Supercenter,92,9,34,45925,No
1283,WM Supercenter,93,3,34,45925,No
3877,WM Supercenter,93,3,34,45925,No
1082,WM Supercenter,98,3,34,45925,No
1173,WM Supercenter,98,3,34,45925,No
1219,WM Supercenter,101,3,34,45925,No
2626,WM Supercenter,101,3,34,45925,No
987,WM Supercenter,105,9,34,45925,No
5055,WM Supercenter,105,9,34,45925,No
3625,WM Supercenter,109,9,34,45925,No
2091,WM Supercenter,110,9,34,45925,No
1960,WM Supercenter,112,3,34,45925,No
1203,WM Supercenter,114,3,34,45925,No
477,WM Supercenter,119,12,34,45925,No
1469,WM Supercenter,119,12,34,45925,No
1089,WM Supercenter,120,12,34,45925,No
115,WM Supercenter,138,11,34,45925,No
107,WM Supercenter,146,11,34,45925,No
1949,WM Supercenter,194,76,34,45925,No
1422,WM Supercenter,204,19,34,45925,No
2959,WM Supercenter,206,19,34,45925,No
3487,WM Supercenter,206,19,34,45925,No
5030,WM Supercenter,207,19,34,45925,No
1595,WM Supercenter,217,21,34,45925,No
2429,WM Supercenter,223,21,34,45925,No
5445,WM Supercenter,228,76,34,45925,No
2023,WM Supercenter,233,22,34,45925,No
2334,WM Supercenter,233,22,34,45925,No
2817,WM Supercenter,238,19,34,45925,No
2818,WM Supercenter,238,19,34,45925,No
1729,WM Supercenter,239,21,34,45925,No
3765,WM Supercenter,239,21,34,45925,No
1401,WM Supercenter,265,25,34,45925,No
3725,WM Supercenter,267,25,34,45925,No
198,WM Supercenter,272,25,34,45925,No
506,WM Supercenter,272,25,34,45925,No
1875,WM Supercenter,282,75,34,45925,No
4350,WM Supercenter,287,75,34,45925,No
1773,WM Supercenter,288,75,34,45925,No
1524,WM Supercenter,290,75,34,45925,No
2821,WM Supercenter,290,75,34,45925,No
3588,WM Supercenter,291,75,34,45925,No
1191,WM Supercenter,296,26,34,45925,No
2058,WM Supercenter,297,26,34,45925,No
5320,WM Supercenter,298,26,34,45925,No
1372,WM Supercenter,299,26,34,45925,No
1298,WM Supercenter,302,26,34,45925,No
5063,WM Supercenter,309,26,34,45925,No
1302,WM Supercenter,311,20,34,45925,No
5117,WM Supercenter,315,75,34,45925,No
279,WM Supercenter,321,42,34,45925,No
124,WM Supercenter,324,42,34,45925,No
128,WM Supercenter,329,11,34,45925,No
190,WM Supercenter,329,11,34,45925,No
56,WM Supercenter,333,40,34,45925,No
48,WM Supercenter,334,42,34,45925,No
888,WM Supercenter,334,42,34,45925,No
95,WM Supercenter,335,40,34,45925,No
173,WM Supercenter,357,40,34,45925,No
1492,WM Supercenter,376,54,34,45925,No
4284,WM Supercenter,380,54,34,45925,No
906,WM Supercenter,384,46,34,45925,No
5155,WM Supercenter,387,46,34,45925,No
2592,WM Supercenter,394,57,34,45925,No
2831,WM Supercenter,400,56,34,45925,No
3454,WM Supercenter,401,54,34,45925,No
3848,WM Supercenter,401,54,34,45925,No
1442,WM Supercenter,405,57,34,45925,No
372,WM Supercenter,406,47,34,45925,No
978,WM Supercenter,406,47,34,45925,No
558,WM Supercenter,407,47,34,45925,No
751,WM Supercenter,413,52,34,45925,No
2764,WM Supercenter,414,52,34,45925,No
2937,WM Supercenter,419,52,34,45925,No
776,WM Supercenter,433,47,34,45925,No
2668,WM Supercenter,435,53,34,45925,No
2828,WM Supercenter,435,53,34,45925,No
1828,WM Supercenter,439,53,34,45925,No
2557,WM Supercenter,447,57,34,45925,No
1925,WM Supercenter,478,60,34,45925,No
972,WM Supercenter,479,5,34,45925,No
500,WM Supercenter,505,7,34,45925,No
3763,WM Supercenter,505,7,34,45925,No
3026,Neighborhood Market,515,61,34,45925,No
4762,Neighborhood Market,515,61,34,45925,No
2887,Neighborhood Market,516,59,34,45925,No
5823,WM Supercenter,583,5,34,45925,No
4375,Neighborhood Market,534,72,34,45925,No
5692,Neighborhood Market,538,72,34,45925,No
5693,Neighborhood Market,538,72,34,45925,No
2940,Neighborhood Market,542,64,34,45925,No
6577,Neighborhood Market,543,64,34,45925,No
6849,Neighborhood Market,543,64,34,45925,No
4691,Neighborhood Market,544,72,34,45925,No
5100,Neighborhood Market,544,72,34,45925,No
4657,Neighborhood Market,545,72,34,45925,No
4517,Neighborhood Market,546,59,34,45925,No
3013,Neighborhood Market,548,72,34,45925,No
5670,Neighborhood Market,548,72,34,45925,No
3145,Neighborhood Market,550,61,34,45925,No
5678,Neighborhood Market,550,61,34,45925,No
4169,Neighborhood Market,551,61,34,45925,No
5110,Neighborhood Market,557,61,34,45925,No
5206,Neighborhood Market,557,61,34,45925,No
3817,Neighborhood Market,559,72,34,45925,No
4046,Neighborhood Market,561,64,34,45925,No
7224,Neighborhood Market,561,64,34,45925,No
7361,Neighborhood Market,562,64,34,45925,No
242,WM Supercenter,410,44,31,45904,Remodel Site
286,WM Supercenter,55,5,31,45904,Remodel Site
418,WM Supercenter,407,47,31,45904,Remodel Site
466,WM Supercenter,147,11,31,45904,Remodel Site
486,WM Supercenter,362,40,31,45904,Remodel Site
677,WM Supercenter,146,11,31,45904,Remodel Site
843,WM Supercenter,27,3,31,45904,Remodel Site
1143,WM Supercenter,30,2,31,45904,Remodel Site
1287,WM Supercenter,296,26,31,45904,Remodel Site
1389,WM Supercenter,414,52,31,45904,Remodel Site
1589,WM Supercenter,108,9,31,45904,Remodel Site
1999,WM Supercenter,424,52,31,45904,Remodel Site
2015,WM Supercenter,292,76,31,45904,Remodel Site
2053,WM Supercenter,457,56,31,45904,Remodel Site
2453,WM Supercenter,392,56,31,45904,Remodel Site
2477,WM Supercenter,468,56,31,45904,Remodel Site
2522,WM Supercenter,196,53,31,45904,Remodel Site
2908,WM Supercenter,309,26,31,45904,Remodel Site
3081,WM Supercenter,454,56,31,45902,Remodel Site
3504,Neighborhood Market,499,59,31,45902,Remodel Site
3568,WM Supercenter,403,54,31,45902,Remodel Site
3872,WM Supercenter,429,47,31,45902,Remodel Site
3880,Neighborhood Market,502,59,31,45902,Remodel Site
5107,Neighborhood Market,566,59,31,45902,Remodel Site
5215,WM Supercenter,581,57,31,45902,Remodel Site
5658,Neighborhood Market,481,61,31,45902,Remodel Site
5663,Neighborhood Market,515,61,31,45902,Remodel Site
5815,Neighborhood Market,554,59,31,45902,Remodel Site
849,WM Supercenter,59,6,31,45903,Remodel Site
917,WM Supercenter,81,7,31,45903,Remodel Site
939,WM Supercenter,76,5,31,45903,Remodel Site
975,WM Supercenter,350,44,31,45903,Remodel Site
1001,WM Supercenter,389,54,31,45903,Remodel Site
1061,WM Supercenter,28,3,31,45903,Remodel Site
1114,WM Supercenter,328,42,31,45903,Remodel Site
1376,WM Supercenter,152,12,31,45903,Remodel Site
1451,WM Supercenter,275,25,31,45903,Remodel Site
1760,WM Supercenter,455,56,31,45903,Remodel Site
2279,WM Supercenter,282,75,31,45903,Remodel Site
2875,Neighborhood Market,533,64,31,45903,Remodel Site
3404,WM Supercenter,422,52,31,45903,Remodel Site
3409,WM Supercenter,156,16,31,45903,Remodel Site
3810,WM Supercenter,168,22,31,45903,Remodel Site
7296,Neighborhood Market,499,59,31,45903,Remodel Site
472,WM Supercenter,356,44,32,45908,Remodel Site
670,WM Supercenter,2,14,32,45908,Remodel Site
989,WM Supercenter,128,13,32,45908,Remodel Site
1667,WM Supercenter,247,21,32,45908,Remodel Site
1739,WM Supercenter,235,20,32,45908,Remodel Site
1744,WM Supercenter,192,76,32,45908,Remodel Site
2005,WM Supercenter,306,26,32,45908,Remodel Site
2282,WM Supercenter,162,17,32,45908,Remodel Site
7098,Neighborhood Market,516,59,32,45908,Remodel Site
1060,WM Supercenter,304,26,32,45909,Remodel Site
3342,WM Supercenter,225,21,32,45909,Remodel Site
4303,WM Supercenter,110,9,32,45909,Remodel Site
4580,Neighborhood Market,544,72,32,45909,Remodel Site
5304,Neighborhood Market,9,61,32,45909,Remodel Site
5609,Neighborhood Market,552,61,32,45909,Remodel Site
5713,WM Supercenter,88,7,32,45909,Remodel Site
6174,Neighborhood Market,496,59,32,45909,Remodel Site
1733,WM Supercenter,203,19,32,45911,Remodel Site
2107,WM Supercenter,195,76,32,45911,Remodel Site
2223,WM Supercenter,585,54,32,45911,Remodel Site
2277,WM Supercenter,449,57,32,45911,Remodel Site
2386,WM Supercenter,154,16,32,45911,Remodel Site
3042,Neighborhood Market,543,64,32,45911,Remodel Site
181,WM Supercenter,47,44,33,45915,Remodel Site
605,WM Supercenter,29,4,33,45915,Remodel Site
629,WM Supercenter,39,4,33,45915,Remodel Site
1200,WM Supercenter,391,54,33,45915,Remodel Site
1221,WM Supercenter,409,44,33,45915,Remodel Site
1552,WM Supercenter,308,26,33,45916,Remodel Site
1798,WM Supercenter,205,19,33,45916,Remodel Site
1873,WM Supercenter,161,17,33,45916,Remodel Site
2930,Neighborhood Market,103,72,33,45916,Remodel Site
3381,WM Supercenter,74,7,33,45917,Remodel Site
4371,Neighborhood Market,542,64,33,45917,Remodel Site
5325,WM Supercenter,109,9,33,45917,Remodel Site
3066,Neighborhood Market,102,72,33,45918,Remodel Site
5808,WM Supercenter,569,6,33,45918,Remodel Site
5859,WM Supercenter,581,57,33,45918,Remodel Site
6932,WM Supercenter,127,42,33,45918,Remodel Site
7199,WM Supercenter,383,47,33,45918,Remodel Site
98,WM Supercenter,135,42,34,45924,Remodel Site
146,WM Supercenter,46,13,34,45924,Remodel Site
178,WM Supercenter,344,44,34,45924,Remodel Site
239,WM Supercenter,138,11,34,45924,Remodel Site
305,WM Supercenter,138,11,34,45924,Remodel Site
310,WM Supercenter,132,13,34,45924,Remodel Site
325,WM Supercenter,360,40,34,45924,Remodel Site
341,WM Supercenter,407,47,34,45924,Remodel Site
369,WM Supercenter,406,47,34,45924,Remodel Site
370,WM Supercenter,406,47,34,45924,Remodel Site
406,WM Supercenter,151,12,34,45924,Remodel Site
440,WM Supercenter,78,6,34,45924,Remodel Site
447,WM Supercenter,88,7,34,45924,Remodel Site
461,WM Supercenter,88,7,34,45924,Remodel Site
470,WM Supercenter,78,6,34,45924,Remodel Site
476,WM Supercenter,81,7,34,45924,Remodel Site
502,WM Supercenter,129,13,34,45924,Remodel Site
585,WM Supercenter,42,4,34,45924,Remodel Site
586,WM Supercenter,37,4,34,45924,Remodel Site
611,WM Supercenter,387,46,34,45924,Remodel Site
621,WM Supercenter,38,4,34,45924,Remodel Site
750,WM Supercenter,415,52,34,45924,Remodel Site
803,WM Supercenter,128,13,34,45924,Remodel Site
823,WM Supercenter,345,44,34,45924,Remodel Site
853,WM Supercenter,1,14,34,45924,Remodel Site
858,WM Supercenter,97,14,34,45924,Remodel Site
909,WM Supercenter,125,13,34,45924,Remodel Site
931,WM Supercenter,92,9,34,45924,Remodel Site
935,WM Supercenter,130,13,34,45924,Remodel Site
970,WM Supercenter,143,13,34,45924,Remodel Site
973,WM Supercenter,92,9,34,45924,Remodel Site
1029,WM Supercenter,95,3,34,45924,Remodel Site
1075,WM Supercenter,149,12,34,45924,Remodel Site
1160,WM Supercenter,243,41,34,45924,Remodel Site
1227,WM Supercenter,30,2,34,45924,Remodel Site
1257,WM Supercenter,74,7,34,45924,Remodel Site
1270,WM Supercenter,39,4,34,45924,Remodel Site
1273,WM Supercenter,389,54,34,45924,Remodel Site
1280,WM Supercenter,388,54,34,45924,Remodel Site
1285,WM Supercenter,418,52,34,45924,Remodel Site
1313,WM Supercenter,77,7,34,45924,Remodel Site
1360,WM Supercenter,317,20,34,45924,Remodel Site
1391,WM Supercenter,94,3,34,45924,Remodel Site
1427,WM Supercenter,218,21,34,45924,Remodel Site
1435,WM Supercenter,413,52,34,45924,Remodel Site
1450,WM Supercenter,316,20,34,45924,Remodel Site
1453,WM Supercenter,440,53,34,45924,Remodel Site
1468,WM Supercenter,136,11,34,45924,Remodel Site
1511,WM Supercenter,553,9,34,45924,Remodel Site
1516,WM Supercenter,70,7,34,45924,Remodel Site
1541,WM Supercenter,107,9,34,45924,Remodel Site
1634,WM Supercenter,419,52,34,45924,Remodel Site
1765,WM Supercenter,231,76,34,45924,Remodel Site
1807,WM Supercenter,558,22,34,45924,Remodel Site
1883,WM Supercenter,229,20,34,45924,Remodel Site
1907,WM Supercenter,184,16,34,45924,Remodel Site
1968,WM Supercenter,281,75,34,45924,Remodel Site
1980,WM Supercenter,162,17,34,45924,Remodel Site
2078,WM Supercenter,216,20,34,45925,Remodel Site
2352,WM Supercenter,424,52,34,45925,Remodel Site
2368,WM Supercenter,174,17,34,45925,Remodel Site
2369,WM Supercenter,181,16,34,45925,Remodel Site
2448,WM Supercenter,423,52,34,45925,Remodel Site
2491,WM Supercenter,273,25,34,45925,Remodel Site
2610,WM Supercenter,316,20,34,45925,Remodel Site
2634,WM Supercenter,180,16,34,45925,Remodel Site
2735,WM Supercenter,454,56,34,45925,Remodel Site
2833,WM Supercenter,320,76,34,45925,Remodel Site
2888,WM Supercenter,233,22,34,45925,Remodel Site
2893,WM Supercenter,410,44,34,45925,Remodel Site
2939,WM Supercenter,140,11,34,45925,Remodel Site
3139,Neighborhood Market,481,61,34,45925,Remodel Site
3243,WM Supercenter,312,75,34,45925,Remodel Site
3296,WM Supercenter,64,6,34,45925,Remodel Site
3338,Neighborhood Market,497,59,34,45925,Remodel Site
3436,WM Supercenter,201,19,34,45925,Remodel Site
3489,WM Supercenter,281,75,34,45925,Remodel Site
3531,WM Supercenter,467,60,34,45925,Remodel Site
3603,Neighborhood Market,498,59,34,45925,Remodel Site
3628,Neighborhood Market,497,59,34,45925,Remodel Site
3634,WM Supercenter,232,22,34,45925,Remodel Site
3658,WM Supercenter,298,26,34,45925,Remodel Site
3752,Neighborhood Market,542,64,34,45925,Remodel Site
3761,WM Supercenter,412,52,34,45925,Remodel Site
3899,Neighborhood Market,496,59,34,45925,Remodel Site
4148,Neighborhood Market,499,59,34,45925,Remodel Site
4161,WM Supercenter,110,9,34,45925,Remodel Site
4210,Neighborhood Market,545,72,34,45925,Remodel Site
4220,Neighborhood Market,502,59,34,45925,Remodel Site
4295,WM Supercenter,134,13,34,45925,Remodel Site
4355,WM Supercenter,364,58,34,45925,Remodel Site
4365,WM Supercenter,90,9,34,45925,Remodel Site
4374,WM Supercenter,421,52,34,45925,Remodel Site
4452,Neighborhood Market,497,59,34,45925,Remodel Site
4553,WM Supercenter,361,40,34,45925,Remodel Site
4635,WM Supercenter,122,12,34,45925,Remodel Site
4639,WM Supercenter,376,54,34,45925,Remodel Site
5028,WM Supercenter,207,19,34,45925,Remodel Site
5145,WM Supercenter,86,7,34,45925,Remodel Site
5219,WM Supercenter,411,47,34,45925,Remodel Site
5242,WM Supercenter,191,76,34,45925,Remodel Site
5451,Neighborhood Market,102,72,34,45925,Remodel Site
5461,WM Supercenter,476,60,34,45925,Remodel Site
5684,Neighborhood Market,551,61,34,45925,Remodel Site
5701,WM Supercenter,449,57,34,45925,Remodel Site
5813,Neighborhood Market,497,59,34,45925,Remodel Site
5842,WM Supercenter,197,19,34,45925,Remodel Site
5857,WM Supercenter,219,21,34,45925,Remodel Site
6098,Neighborhood Market,528,64,34,45925,Remodel Site
6263,Neighborhood Market,509,59,34,45925,Remodel Site
6588,Neighborhood Market,543,64,34,45925,Remodel Site
6951,WM Supercenter,317,20,34,45925,Remodel Site
7004,Neighborhood Market,499,59,34,45925,Remodel Site
2737,WM Supercenter,479,5,32,45908,New Store
2500,Neighborhood Market,544,72,32,45909,New Store
2983,Neighborhood Market,545,72,32,45910,New Store
2467,Neighborhood Market,545,72,32,45911,New Store
263,WM Supercenter,52,5,32,45908,New Store
2259,WM Supercenter,383,47,34,45918,Remodel Site
3128,Neighborhood Market,490,61,34,45918,Remodel Site
3522,WM Supercenter,484,57,34,45918,Remodel Site
1725,WM Supercenter,582,54,30,45896,New Store
1899,WM Supercenter,461,58,35,45931,No
1913,WM Supercenter,207,19,35,45931,No
1915,WM Supercenter,463,58,35,45931,No
2016,WM Supercenter,473,60,35,45931,No
2050,WM Supercenter,396,57,35,45931,No
2051,WM Supercenter,405,57,35,45931,No
2056,WM Supercenter,188,16,35,45931,No
2064,WM Supercenter,164,17,35,45931,No
2213,WM Supercenter,340,40,35,45931,No
2230,WM Supercenter,237,22,35,45931,No
2239,WM Supercenter,86,7,35,45931,No
2250,WM Supercenter,221,21,35,45931,No
2269,WM Supercenter,473,60,35,45931,No
2270,WM Supercenter,375,46,35,45931,No
2274,WM Supercenter,424,52,35,45931,No
2284,WM Supercenter,173,17,35,45931,No
