Division,Region,Market,Facility,Bucket
E,25,278,603,FSR Investment - $14
A,14,7,604,FSR Investment - $14
B,44,349,607,FSR Investment - $14
B,5,76,610,FSR Investment - $14
B,46,387,611,FSR Investment - $14
E,25,273,612,FSR Investment - $14
A,3,16,614,FSR Investment - $14
A,2,26,615,FSR Investment - $14
F,4,38,616,FSR Investment - $14
E,25,580,617,FSR Investment - $14
A,2,26,618,FSR Investment - $14
A,2,119,619,FSR Investment - $14
F,4,124,620,FSR Investment - $14
F,4,37,621,FSR Investment - $14
B,44,344,622,FSR Investment - $14
A,9,118,623,FSR Investment - $14
A,2,39,624,FSR Investment - $14
F,4,37,625,FSR Investment - $14
F,4,38,627,FSR Investment - $14
F,4,42,629,FSR Investment - $14
F,4,38,630,FSR Investment - $14
A,2,35,631,FSR Investment - $14
E,25,279,633,FSR Investment - $14
F,4,38,634,FSR Investment - $14
M,47,429,637,FSR Investment - $14
F,4,42,638,FSR Investment - $14
A,3,28,639,FSR Investment - $14
A,2,35,640,FSR Investment - $14
A,2,35,641,FSR Investment - $14
F,4,38,642,FSR Investment - $14
F,4,37,643,FSR Investment - $14
A,2,39,644,FSR Investment - $14
M,52,414,647,FSR Investment - $14
A,9,92,649,FSR Investment - $14
B,13,66,651,FSR Investment - $14
E,41,253,653,FSR Investment - $14
E,41,253,655,FSR Investment - $14
A,12,151,656,FSR Investment - $14
E,41,152,657,FSR Investment - $14
A,2,120,658,FSR Investment - $14
A,12,137,660,FSR Investment - $14
A,12,137,661,FSR Investment - $14
A,12,137,662,FSR Investment - $14
A,2,119,663,FSR Investment - $14
M,47,406,664,FSR Investment - $14
E,41,257,665,FSR Investment - $14
A,9,115,666,FSR Investment - $14
A,12,151,667,FSR Investment - $14
E,41,152,668,FSR Investment - $14
A,2,120,669,FSR Investment - $14
A,14,2,670,FSR Investment - $14
A,2,122,672,FSR Investment - $14
E,41,146,675,FSR Investment - $14
A,2,121,676,FSR Investment - $14
E,41,146,677,FSR Investment - $14
A,2,123,678,FSR Investment - $14
A,2,123,680,FSR Investment - $14
A,14,3,681,FSR Investment - $14
A,12,147,683,FSR Investment - $14
A,12,147,684,FSR Investment - $14
A,2,123,685,FSR Investment - $14
A,3,28,686,FSR Investment - $14
A,2,121,687,FSR Investment - $14
E,41,257,689,FSR Investment - $14
F,4,124,690,FSR Investment - $14
A,14,3,691,FSR Investment - $14
E,41,259,693,FSR Investment - $14
E,41,254,694,FSR Investment - $14
E,41,258,696,FSR Investment - $14
A,3,93,697,FSR Investment - $14
A,2,119,698,FSR Investment - $14
A,12,136,699,FSR Investment - $14
A,14,8,700,FSR Investment - $14
E,41,254,701,FSR Investment - $14
B,6,67,703,FSR Investment - $14
A,9,89,705,FSR Investment - $14
A,9,114,706,FSR Investment - $14
A,12,136,707,FSR Investment - $14
B,13,140,708,FSR Investment - $14
E,41,256,709,FSR Investment - $14
E,41,257,711,FSR Investment - $14
A,12,5,712,FSR Investment - $14
A,9,114,713,FSR Investment - $14
A,42,327,714,FSR Investment - $14
A,14,11,715,FSR Investment - $14
A,12,136,716,FSR Investment - $14
B,5,479,717,FSR Investment - $14
A,9,114,718,FSR Investment - $14
A,2,22,722,FSR Investment - $14
A,14,7,723,FSR Investment - $14
A,2,123,724,FSR Investment - $14
A,9,114,725,FSR Investment - $14
A,14,10,726,FSR Investment - $14
A,2,22,727,FSR Investment - $14
E,41,256,729,FSR Investment - $14
A,14,10,730,FSR Investment - $14
A,14,11,731,FSR Investment - $14
A,14,10,733,FSR Investment - $14
A,14,7,734,FSR Investment - $14
A,12,151,735,FSR Investment - $14
E,41,253,736,FSR Investment - $14
A,12,151,737,FSR Investment - $14
A,12,147,738,FSR Investment - $14
E,41,258,739,FSR Investment - $14
A,14,7,740,FSR Investment - $14
A,2,121,741,FSR Investment - $14
F,4,124,742,FSR Investment - $14
B,44,353,743,FSR Investment - $14
B,6,59,744,FSR Investment - $14
A,2,19,745,FSR Investment - $14
B,5,76,746,FSR Investment - $14
M,52,414,748,FSR Investment - $14
B,6,63,752,FSR Investment - $14
A,3,30,754,FSR Investment - $14
B,46,70,755,FSR Investment - $14
A,2,120,756,FSR Investment - $14
B,6,77,757,FSR Investment - $14
A,3,32,758,FSR Investment - $14
A,9,116,759,FSR Investment - $14
E,41,256,760,FSR Investment - $14
B,13,129,761,FSR Investment - $14
A,14,2,762,FSR Investment - $14
A,14,11,764,FSR Investment - $14
B,6,87,765,FSR Investment - $14
A,12,137,766,FSR Investment - $14
A,3,101,767,FSR Investment - $14
B,6,65,768,FSR Investment - $14
M,47,406,770,FSR Investment - $14
A,9,92,771,FSR Investment - $14
B,6,64,772,FSR Investment - $14
B,13,134,773,FSR Investment - $14
E,25,279,775,FSR Investment - $14
B,13,66,777,FSR Investment - $14
A,9,114,779,FSR Investment - $14
A,2,25,780,FSR Investment - $14
B,5,81,781,FSR Investment - $14
B,46,88,782,FSR Investment - $14
E,40,359,783,FSR Investment - $14
B,13,141,785,FSR Investment - $14
A,2,22,787,FSR Investment - $14
A,42,328,788,FSR Investment - $14
B,5,583,789,FSR Investment - $14
M,47,429,790,FSR Investment - $14
B,6,78,791,FSR Investment - $14
E,25,279,792,FSR Investment - $14
B,46,70,793,FSR Investment - $14
B,44,409,794,FSR Investment - $14
A,2,39,795,FSR Investment - $14
E,25,273,798,FSR Investment - $14
M,47,406,799,FSR Investment - $14
A,9,89,800,FSR Investment - $14
E,40,360,801,FSR Investment - $14
B,13,128,803,FSR Investment - $14
B,5,48,804,FSR Investment - $14
B,46,387,806,FSR Investment - $14
B,5,50,807,FSR Investment - $14
B,6,61,808,FSR Investment - $14
A,14,10,809,FSR Investment - $14
B,46,70,812,FSR Investment - $14
B,5,81,813,FSR Investment - $14
A,9,107,814,FSR Investment - $14
E,40,336,815,FSR Investment - $14
B,13,141,816,FSR Investment - $14
A,9,105,819,FSR Investment - $14
E,40,359,820,FSR Investment - $14
B,46,71,821,FSR Investment - $14
B,46,70,822,FSR Investment - $14
B,44,345,823,FSR Investment - $14
B,46,385,824,FSR Investment - $14
B,5,45,827,FSR Investment - $14
B,46,385,829,FSR Investment - $14
B,46,385,831,FSR Investment - $14
E,40,360,834,FSR Investment - $14
B,46,385,835,FSR Investment - $14
E,40,333,837,FSR Investment - $14
B,44,345,838,FSR Investment - $14
B,13,130,839,FSR Investment - $14
O,59,554,840,FSR Investment - $14
A,3,27,843,FSR Investment - $14
E,40,357,845,FSR Investment - $14
B,6,85,846,FSR Investment - $14
E,53,441,847,FSR Investment - $14
B,6,59,849,FSR Investment - $14
B,46,385,850,FSR Investment - $14
B,46,387,851,FSR Investment - $14
A,14,1,853,FSR Investment - $14
E,21,246,854,FSR Investment - $14
A,2,22,855,FSR Investment - $14
A,2,22,856,FSR Investment - $14
A,3,97,858,FSR Investment - $14
A,9,116,859,FSR Investment - $14
B,46,71,861,FSR Investment - $14
A,3,28,862,FSR Investment - $14
A,14,10,863,FSR Investment - $14
A,3,28,864,FSR Investment - $14
B,6,87,865,FSR Investment - $14
A,14,1,866,FSR Investment - $14
M,47,429,867,FSR Investment - $14
E,40,333,871,FSR Investment - $14
B,6,62,872,FSR Investment - $14
B,13,141,874,FSR Investment - $14
B,13,140,875,FSR Investment - $14
A,42,127,876,FSR Investment - $14
A,2,24,878,FSR Investment - $14
E,41,152,879,FSR Investment - $14
B,5,50,880,FSR Investment - $14
F,4,41,881,FSR Investment - $14
E,53,425,882,FSR Investment - $14
E,25,249,884,FSR Investment - $14
B,13,141,887,FSR Investment - $14
A,42,334,888,FSR Investment - $14
A,3,27,889,FSR Investment - $14
B,44,349,893,FSR Investment - $14
B,44,356,894,FSR Investment - $14
E,40,336,895,FSR Investment - $14
B,5,49,896,FSR Investment - $14
A,3,27,899,FSR Investment - $14
B,46,70,900,FSR Investment - $14
B,6,77,901,FSR Investment - $14
E,25,251,902,FSR Investment - $14
B,13,140,903,FSR Investment - $14
A,14,1,904,FSR Investment - $14
B,46,384,906,FSR Investment - $14
A,3,32,907,FSR Investment - $14
B,13,125,909,FSR Investment - $14
B,13,128,911,FSR Investment - $14
B,13,125,912,FSR Investment - $14
A,42,322,914,FSR Investment - $14
B,6,62,915,FSR Investment - $14
B,13,141,916,FSR Investment - $14
B,5,81,917,FSR Investment - $14
B,5,46,918,FSR Investment - $14
A,14,15,919,FSR Investment - $14
O,59,554,920,FSR Investment - $14
E,25,482,923,FSR Investment - $14
A,9,114,925,FSR Investment - $14
B,46,71,927,FSR Investment - $14
A,9,107,929,FSR Investment - $14
A,14,8,930,FSR Investment - $14
A,9,92,931,FSR Investment - $14
A,3,16,932,FSR Investment - $14
A,14,1,934,FSR Investment - $14
B,13,130,935,FSR Investment - $14
E,25,273,936,FSR Investment - $14
A,2,26,937,FSR Investment - $14
A,14,8,938,FSR Investment - $14
B,5,76,939,FSR Investment - $14
B,5,479,940,FSR Investment - $14
A,9,116,941,FSR Investment - $14
A,9,89,942,FSR Investment - $14
A,14,15,944,FSR Investment - $14
B,46,71,945,FSR Investment - $14
B,44,350,947,FSR Investment - $14
B,6,85,951,FSR Investment - $14
A,3,27,952,FSR Investment - $14
B,13,141,954,FSR Investment - $14
A,9,92,956,FSR Investment - $14
E,25,279,957,FSR Investment - $14
E,53,263,958,FSR Investment - $14
A,9,89,959,FSR Investment - $14
A,3,93,960,FSR Investment - $14
B,13,129,961,FSR Investment - $14
B,5,48,963,FSR Investment - $14
B,46,505,964,FSR Investment - $14
E,53,438,965,FSR Investment - $14
A,9,104,967,FSR Investment - $14
A,9,116,968,FSR Investment - $14
B,13,143,969,FSR Investment - $14
B,13,143,970,FSR Investment - $14
E,53,438,971,FSR Investment - $14
B,5,479,972,FSR Investment - $14
A,9,92,973,FSR Investment - $14
A,9,92,974,FSR Investment - $14
B,44,350,975,FSR Investment - $14
A,42,135,976,FSR Investment - $14
M,47,406,978,FSR Investment - $14
E,53,438,979,FSR Investment - $14
A,14,138,981,FSR Investment - $14
A,9,105,987,FSR Investment - $14
A,9,104,988,FSR Investment - $14
B,13,128,989,FSR Investment - $14
A,14,14,990,FSR Investment - $14
A,14,1,991,FSR Investment - $14
B,44,356,992,FSR Investment - $14
M,47,407,993,FSR Investment - $14
A,9,104,994,FSR Investment - $14
E,25,251,995,FSR Investment - $14
E,25,251,996,FSR Investment - $14
B,5,56,997,FSR Investment - $14
B,6,86,999,FSR Investment - $14
B,6,569,1000,FSR Investment - $14
E,25,580,1002,FSR Investment - $14
A,3,27,1006,FSR Investment - $14
E,53,438,1007,FSR Investment - $14
E,40,333,1009,FSR Investment - $14
F,26,309,1010,FSR Investment - $14
E,53,444,1012,FSR Investment - $14
E,25,251,1013,FSR Investment - $14
B,46,505,1015,FSR Investment - $14
B,13,129,1016,FSR Investment - $14
F,4,38,1017,FSR Investment - $14
A,3,28,1018,FSR Investment - $14
B,5,45,1022,FSR Investment - $14
A,3,30,1024,FSR Investment - $14
B,13,141,1025,FSR Investment - $14
E,25,580,1026,FSR Investment - $14
E,25,278,1028,FSR Investment - $14
A,9,104,1029,FSR Investment - $14
F,4,42,1035,FSR Investment - $14
B,6,65,1040,FSR Investment - $14
B,6,569,1041,FSR Investment - $14
B,6,85,1042,FSR Investment - $14
B,44,350,1043,FSR Investment - $14
B,5,45,1044,FSR Investment - $14
B,46,88,1046,FSR Investment - $14
A,2,22,1047,FSR Investment - $14
E,41,257,1048,FSR Investment - $14
B,46,71,1051,FSR Investment - $14
A,14,11,1052,FSR Investment - $14
M,47,411,1054,FSR Investment - $14
B,5,583,1055,FSR Investment - $14
B,44,353,1056,FSR Investment - $14
A,14,10,1057,FSR Investment - $14
A,14,138,1059,FSR Investment - $14
A,3,28,1061,FSR Investment - $14
B,6,63,1062,FSR Investment - $14
A,14,7,1063,FSR Investment - $14
A,42,325,1065,FSR Investment - $14
B,13,143,1066,FSR Investment - $14
B,6,84,1067,FSR Investment - $14
A,9,92,1068,FSR Investment - $14
A,14,138,1069,FSR Investment - $14
A,2,18,1070,FSR Investment - $14
A,3,27,1072,FSR Investment - $14
B,5,81,1073,FSR Investment - $14
A,12,136,1074,FSR Investment - $14
A,3,32,1076,FSR Investment - $14
A,3,97,1077,FSR Investment - $14
B,5,74,1078,FSR Investment - $14
F,4,124,1080,FSR Investment - $14
A,3,93,1081,FSR Investment - $14
A,9,104,1085,FSR Investment - $14
A,9,107,1087,FSR Investment - $14
B,13,143,1088,FSR Investment - $14
A,2,119,1089,FSR Investment - $14
A,14,7,1091,FSR Investment - $14
E,21,246,1093,FSR Investment - $14
F,4,304,1096,FSR Investment - $14
F,26,309,1097,FSR Investment - $14
B,6,84,1098,FSR Investment - $14
B,44,409,1099,FSR Investment - $14
A,12,137,1100,FSR Investment - $14
A,14,8,1101,FSR Investment - $14
B,13,130,1102,FSR Investment - $14
B,6,59,1103,FSR Investment - $14
A,9,104,1104,FSR Investment - $14
A,42,326,1105,FSR Investment - $14
B,13,141,1106,FSR Investment - $14
B,13,134,1107,FSR Investment - $14
A,42,135,1108,FSR Investment - $14
A,42,135,1109,FSR Investment - $14
A,42,135,1110,FSR Investment - $14
A,2,21,1111,FSR Investment - $14
A,3,16,1112,FSR Investment - $14
E,41,258,1113,FSR Investment - $14
A,42,328,1114,FSR Investment - $14
A,12,147,1115,FSR Investment - $14
B,44,349,1116,FSR Investment - $14
B,5,51,1117,FSR Investment - $14
B,5,55,1118,FSR Investment - $14
A,2,21,1121,FSR Investment - $14
A,2,18,1122,FSR Investment - $14
A,2,35,1123,FSR Investment - $14
A,12,137,1124,FSR Investment - $14
B,6,506,1126,FSR Investment - $14
B,13,134,1128,FSR Investment - $14
B,5,82,1129,FSR Investment - $14
A,2,39,1130,FSR Investment - $14
F,26,298,1132,FSR Investment - $14
A,14,7,1134,FSR Investment - $14
F,4,38,1135,FSR Investment - $14
B,13,131,1136,FSR Investment - $14
B,6,60,1137,FSR Investment - $14
E,53,441,1138,FSR Investment - $14
A,3,30,1143,FSR Investment - $14
A,42,328,1147,FSR Investment - $14
B,44,349,1148,FSR Investment - $14
B,6,85,1150,FSR Investment - $14
A,3,32,1153,FSR Investment - $14
F,26,310,1155,FSR Investment - $14
A,14,2,1158,FSR Investment - $14
A,2,123,1159,FSR Investment - $14
B,13,125,1163,FSR Investment - $14
F,4,41,1164,FSR Investment - $14
E,41,256,1165,FSR Investment - $14
F,26,300,1166,FSR Investment - $14
B,13,141,1168,FSR Investment - $14
A,42,127,1169,FSR Investment - $14
A,14,14,1174,FSR Investment - $14
E,53,441,1176,FSR Investment - $14
B,5,50,1178,FSR Investment - $14
A,2,23,1181,FSR Investment - $14
A,3,94,1182,FSR Investment - $14
F,4,41,1183,FSR Investment - $14
A,2,20,1184,FSR Investment - $14
B,5,83,1185,FSR Investment - $14
B,6,60,1186,FSR Investment - $14
B,44,410,1187,FSR Investment - $14
E,41,258,1189,FSR Investment - $14
F,26,296,1191,FSR Investment - $14
B,13,141,1192,FSR Investment - $14
A,42,135,1193,FSR Investment - $14
A,2,122,1194,FSR Investment - $14
B,13,143,1195,FSR Investment - $14
B,13,131,1196,FSR Investment - $14
F,26,301,1197,FSR Investment - $14
B,6,506,1198,FSR Investment - $14
A,14,3,1201,FSR Investment - $14
E,53,438,1202,FSR Investment - $14
A,9,116,1203,FSR Investment - $14
B,13,66,1204,FSR Investment - $14
B,13,130,1206,FSR Investment - $14
E,25,270,1211,FSR Investment - $14
A,14,1,1212,FSR Investment - $14
A,9,104,1213,FSR Investment - $14
M,47,406,1214,FSR Investment - $14
A,2,120,1215,FSR Investment - $14
B,5,53,1216,FSR Investment - $14
B,44,409,1221,FSR Investment - $14
A,14,14,1222,FSR Investment - $14
A,3,97,1223,FSR Investment - $14
A,14,14,1224,FSR Investment - $14
A,3,30,1227,FSR Investment - $14
A,14,13,1229,FSR Investment - $14
B,5,81,1232,FSR Investment - $14
E,41,258,1233,FSR Investment - $14
E,41,257,1234,FSR Investment - $14
B,6,86,1235,FSR Investment - $14
F,26,302,1236,FSR Investment - $14
F,26,299,1237,FSR Investment - $14
F,26,310,1238,FSR Investment - $14
F,75,312,1243,FSR Investment - $14
A,2,35,1244,FSR Investment - $14
A,9,114,1245,FSR Investment - $14
E,41,258,1247,FSR Investment - $14
B,5,74,1249,FSR Investment - $14
B,5,82,1253,FSR Investment - $14
B,5,76,1254,FSR Investment - $14
F,26,309,1255,FSR Investment - $14
B,5,74,1257,FSR Investment - $14
E,41,258,1259,FSR Investment - $14
B,13,143,1260,FSR Investment - $14
F,26,310,1261,FSR Investment - $14
E,41,254,1263,FSR Investment - $14
E,21,222,1264,FSR Investment - $14
B,13,130,1266,FSR Investment - $14
F,26,300,1268,FSR Investment - $14
A,2,39,1270,FSR Investment - $14
A,14,138,1271,FSR Investment - $14
B,5,74,1272,FSR Investment - $14
E,53,441,1274,FSR Investment - $14
E,25,482,1275,FSR Investment - $14
E,53,444,1276,FSR Investment - $14
E,53,438,1277,FSR Investment - $14
B,6,59,1279,FSR Investment - $14
F,4,42,1281,FSR Investment - $14
M,47,407,1282,FSR Investment - $14
A,3,93,1283,FSR Investment - $14
A,3,16,1284,FSR Investment - $14
F,4,41,1286,FSR Investment - $14
F,26,296,1287,FSR Investment - $14
F,26,296,1288,FSR Investment - $14
F,75,312,1292,FSR Investment - $14
A,3,30,1293,FSR Investment - $14
E,21,247,1294,FSR Investment - $14
B,44,350,1295,FSR Investment - $14
B,6,569,1296,FSR Investment - $14
A,3,93,1297,FSR Investment - $14
F,26,302,1298,FSR Investment - $14
F,26,302,1300,FSR Investment - $14
F,75,312,1301,FSR Investment - $14
E,20,311,1302,FSR Investment - $14
B,5,81,1303,FSR Investment - $14
E,21,247,1304,FSR Investment - $14
E,53,441,1305,FSR Investment - $14
B,46,387,1306,FSR Investment - $14
F,75,312,1309,FSR Investment - $14
E,25,251,1310,FSR Investment - $14
A,3,16,1311,FSR Investment - $14
F,26,310,1312,FSR Investment - $14
B,6,77,1313,FSR Investment - $14
A,2,24,1314,FSR Investment - $14
E,53,439,1316,FSR Investment - $14
A,2,122,1318,FSR Investment - $14
A,2,122,1319,FSR Investment - $14
A,2,122,1320,FSR Investment - $14
F,26,299,1321,FSR Investment - $14
F,26,308,1322,FSR Investment - $14
E,25,278,1323,FSR Investment - $14
M,47,429,1326,FSR Investment - $14
E,21,247,1329,FSR Investment - $14
E,21,222,1333,FSR Investment - $14
E,20,311,1336,FSR Investment - $14
A,3,16,1338,FSR Investment - $14
F,4,41,1339,FSR Investment - $14
A,2,20,1340,FSR Investment - $14
E,41,254,1341,FSR Investment - $14
B,13,128,1342,FSR Investment - $14
F,75,314,1345,FSR Investment - $14
B,13,143,1346,FSR Investment - $14
B,6,87,1347,FSR Investment - $14
F,26,300,1348,FSR Investment - $14
A,9,109,1349,FSR Investment - $14
F,75,315,1350,FSR Investment - $14
E,20,317,1351,FSR Investment - $14
F,26,300,1352,FSR Investment - $14
B,13,128,1353,FSR Investment - $14
F,26,301,1354,FSR Investment - $14
F,26,302,1355,FSR Investment - $14
E,25,251,1356,FSR Investment - $14
B,46,387,1357,FSR Investment - $14
E,20,317,1360,FSR Investment - $14
A,2,21,1363,FSR Investment - $14
E,53,440,1366,FSR Investment - $14
A,3,32,1367,FSR Investment - $14
E,21,218,1368,FSR Investment - $14
E,25,580,1371,FSR Investment - $14
F,26,299,1372,FSR Investment - $14
A,2,24,1373,FSR Investment - $14
A,3,97,1375,FSR Investment - $14
F,26,301,1379,FSR Investment - $14
A,2,39,1382,FSR Investment - $14
A,9,108,1387,FSR Investment - $14
E,21,248,1388,FSR Investment - $14
A,9,111,1390,FSR Investment - $14
F,26,300,1392,FSR Investment - $14
E,53,435,1394,FSR Investment - $14
E,25,272,1395,FSR Investment - $14
E,53,441,1396,FSR Investment - $14
B,46,384,1397,FSR Investment - $14
A,9,108,1398,FSR Investment - $14
F,75,315,1399,FSR Investment - $14
A,2,21,1400,FSR Investment - $14
A,2,18,1403,FSR Investment - $14
B,6,61,1405,FSR Investment - $14
A,3,97,1408,FSR Investment - $14
B,6,65,1409,FSR Investment - $14
B,46,384,1414,FSR Investment - $14
E,25,278,1421,FSR Investment - $14
E,19,204,1422,FSR Investment - $14
E,19,203,1423,FSR Investment - $14
E,21,248,1425,FSR Investment - $14
E,41,259,1426,FSR Investment - $14
E,19,204,1428,FSR Investment - $14
E,19,213,1429,FSR Investment - $14
E,19,204,1432,FSR Investment - $14
A,9,107,1436,FSR Investment - $14
M,47,406,1437,FSR Investment - $14
B,46,405,1438,FSR Investment - $14
E,19,213,1448,FSR Investment - $14
E,53,439,1449,FSR Investment - $14
E,20,316,1450,FSR Investment - $14
E,53,440,1453,FSR Investment - $14
B,5,44,1455,FSR Investment - $14
A,2,120,1458,FSR Investment - $14
E,25,249,1459,FSR Investment - $14
M,47,429,1460,FSR Investment - $14
A,14,7,1462,FSR Investment - $14
F,75,314,1465,FSR Investment - $14
A,2,121,1466,FSR Investment - $14
A,2,121,1467,FSR Investment - $14
A,12,136,1468,FSR Investment - $14
A,2,120,1469,FSR Investment - $14
E,53,439,1471,FSR Investment - $14
E,20,317,1477,FSR Investment - $14
E,41,259,1478,FSR Investment - $14
A,14,13,1481,FSR Investment - $14
A,9,112,1482,FSR Investment - $14
F,75,314,1486,FSR Investment - $14
A,2,22,1488,FSR Investment - $14
A,14,14,1493,FSR Investment - $14
B,6,78,1494,FSR Investment - $14
F,26,298,1498,FSR Investment - $14
E,20,317,1499,FSR Investment - $14
A,9,112,1501,FSR Investment - $14
F,26,301,1502,FSR Investment - $14
E,41,258,1505,FSR Investment - $14
B,44,409,1507,FSR Investment - $14
A,9,553,1511,FSR Investment - $14
A,9,111,1513,FSR Investment - $14
E,53,442,1515,FSR Investment - $14
B,46,70,1516,FSR Investment - $14
A,9,108,1517,FSR Investment - $14
E,25,482,1518,FSR Investment - $14
E,21,218,1519,FSR Investment - $14
F,75,320,1522,FSR Investment - $14
F,26,301,1527,FSR Investment - $14
A,12,136,1530,FSR Investment - $14
A,9,111,1536,FSR Investment - $14
E,19,213,1539,FSR Investment - $14
E,19,201,1540,FSR Investment - $14
A,9,107,1541,FSR Investment - $14
F,75,320,1544,FSR Investment - $14
E,21,246,1547,FSR Investment - $14
E,53,435,1551,FSR Investment - $14
E,25,482,1557,FSR Investment - $14
F,26,298,1558,FSR Investment - $14
E,21,218,1564,FSR Investment - $14
E,20,229,1568,FSR Investment - $14
E,21,248,1570,FSR Investment - $14
E,53,442,1571,FSR Investment - $14
A,2,23,1578,FSR Investment - $14
F,26,296,1579,FSR Investment - $14
E,25,249,1580,FSR Investment - $14
M,47,429,1585,FSR Investment - $14
A,2,26,1586,FSR Investment - $14
A,9,108,1589,FSR Investment - $14
A,9,553,1590,FSR Investment - $14
E,19,205,1592,FSR Investment - $14
E,19,202,1593,FSR Investment - $14
B,44,356,1597,FSR Investment - $14
E,25,275,1602,FSR Investment - $14
A,14,14,1605,FSR Investment - $14
A,2,119,1606,FSR Investment - $14
F,22,237,1607,FSR Investment - $14
E,19,205,1611,FSR Investment - $14
F,26,308,1613,FSR Investment - $14
F,26,297,1614,FSR Investment - $14
A,14,14,1620,FSR Investment - $14
E,19,213,1622,FSR Investment - $14
B,44,352,1626,FSR Investment - $14
E,25,251,1629,FSR Investment - $14
F,75,288,1631,FSR Investment - $14
E,53,442,1635,FSR Investment - $14
A,14,7,1638,FSR Investment - $14
E,21,247,1639,FSR Investment - $14
F,26,301,1641,FSR Investment - $14
E,19,202,1642,FSR Investment - $14
E,21,248,1647,FSR Investment - $14
E,53,444,1650,FSR Investment - $14
F,75,312,1652,FSR Investment - $14
F,75,320,1653,FSR Investment - $14
E,25,482,1655,FSR Investment - $14
F,17,228,1656,FSR Investment - $14
A,3,30,1658,FSR Investment - $14
F,26,302,1661,FSR Investment - $14
F,26,299,1664,FSR Investment - $14
E,21,247,1667,FSR Investment - $14
E,41,256,1675,FSR Investment - $14
E,53,442,1678,FSR Investment - $14
E,53,438,1679,FSR Investment - $14
A,9,110,1680,FSR Investment - $14
F,75,288,1682,FSR Investment - $14
F,22,237,1684,FSR Investment - $14
F,75,289,1687,FSR Investment - $14
F,75,289,1688,FSR Investment - $14
E,25,275,1690,FSR Investment - $14
A,2,21,1701,FSR Investment - $14
A,9,92,1702,FSR Investment - $14
E,20,208,1707,FSR Investment - $14
B,13,140,1710,FSR Investment - $14
A,14,2,1711,FSR Investment - $14
A,9,111,1712,FSR Investment - $14
E,25,278,1713,FSR Investment - $14
F,75,320,1714,FSR Investment - $14
E,21,222,1718,FSR Investment - $14
E,19,204,1719,FSR Investment - $14
A,2,25,1720,FSR Investment - $14
E,20,216,1724,FSR Investment - $14
E,53,439,1727,FSR Investment - $14
E,21,239,1728,FSR Investment - $14
E,21,239,1729,FSR Investment - $14
F,75,287,1730,FSR Investment - $14
E,19,203,1733,FSR Investment - $14
E,41,258,1743,FSR Investment - $14
E,21,222,1750,FSR Investment - $14
F,26,297,1751,FSR Investment - $14
E,19,204,1752,FSR Investment - $14
E,21,239,1758,FSR Investment - $14
F,75,288,1759,FSR Investment - $14
E,20,311,1763,FSR Investment - $14
F,22,237,1765,FSR Investment - $14
A,2,23,1766,FSR Investment - $14
F,26,300,1767,FSR Investment - $14
F,22,231,1769,FSR Investment - $14
F,75,288,1773,FSR Investment - $14
F,26,310,1774,FSR Investment - $14
E,53,442,1776,FSR Investment - $14
E,20,216,1782,FSR Investment - $14
E,19,200,1791,FSR Investment - $14
E,19,205,1798,FSR Investment - $14
E,53,441,1799,FSR Investment - $14
B,5,583,1800,FSR Investment - $14
B,5,44,1801,FSR Investment - $14
B,6,87,1803,FSR Investment - $14
F,75,288,1811,FSR Investment - $14
E,20,215,1812,FSR Investment - $14
F,26,297,1816,FSR Investment - $14
E,20,229,1820,FSR Investment - $14
F,4,37,1829,FSR Investment - $14
F,75,291,1833,FSR Investment - $14
B,6,59,1837,FSR Investment - $14
E,20,214,1839,FSR Investment - $14
X,99,999,1841,FSR Investment - $14
F,26,298,1842,FSR Investment - $14
A,9,109,1845,FSR Investment - $14
A,3,93,1847,FSR Investment - $14
F,26,308,1849,FSR Investment - $14
A,9,109,1851,FSR Investment - $14
F,75,291,1852,FSR Investment - $14
E,20,209,1857,FSR Investment - $14
E,20,209,1863,FSR Investment - $14
M,56,400,1878,FSR Investment - $14
E,20,208,1883,FSR Investment - $14
E,20,215,1895,FSR Investment - $14
M,56,400,1900,FSR Investment - $14
M,56,400,1902,FSR Investment - $14
M,56,400,1905,FSR Investment - $14
E,53,440,1908,FSR Investment - $14
A,9,108,1916,FSR Investment - $14
F,75,314,1934,FSR Investment - $14
F,22,237,1935,FSR Investment - $14
E,20,216,1937,FSR Investment - $14
E,19,200,1942,FSR Investment - $14
E,20,227,1948,FSR Investment - $14
F,26,301,1950,FSR Investment - $14
F,26,297,1953,FSR Investment - $14
B,6,80,1958,FSR Investment - $14
A,9,112,1960,FSR Investment - $14
E,21,247,1962,FSR Investment - $14
E,21,247,1978,FSR Investment - $14
E,53,439,1982,FSR Investment - $14
E,19,213,1986,FSR Investment - $14
M,56,400,1995,FSR Investment - $14
A,9,553,1996,FSR Investment - $14
F,26,301,2000,FSR Investment - $14
E,20,229,2008,FSR Investment - $14
E,19,204,2014,FSR Investment - $14
E,20,235,2019,FSR Investment - $14
E,21,246,2020,FSR Investment - $14
E,20,317,2036,FSR Investment - $14
F,22,237,2049,FSR Investment - $14
F,26,297,2058,FSR Investment - $14
E,19,201,2061,FSR Investment - $14
E,20,208,2063,FSR Investment - $14
A,2,122,2065,FSR Investment - $14
B,6,64,2066,FSR Investment - $14
E,20,214,2073,FSR Investment - $14
E,20,216,2078,FSR Investment - $14
E,53,196,2079,FSR Investment - $14
E,19,202,2080,FSR Investment - $14
