Store ,NSW2 Console QTY,NSW2 Mario Kart World QTY,NSW2 Pro Controller ,Total Estimated Preorder,Associates Needed
4588,23,47,13,83,1
4590,15,26,10,51,1
4593,15,31,9,55,1
4594,7,18,2,27,1
4597,19,60,9,88,1
4599,19,46,15,80,1
4600,17,33,12,62,1
4601,18,44,13,75,1
4609,11,42,11,64,1
4611,10,23,5,38,1
4612,15,35,5,55,1
4615,12,31,10,53,1
4616,8,23,5,36,1
4623,12,26,10,48,1
4627,22,53,14,89,1
4631,23,60,11,94,1
4635,13,30,3,46,1
4636,3,12,3,18,1
4637,13,34,12,59,1
4638,11,34,11,56,1
4639,10,19,7,36,1
4641,11,43,11,65,1
4643,14,33,7,54,1
4644,18,40,13,71,1
4653,10,33,5,48,1
4660,24,58,15,97,1
4664,14,29,6,49,1
4677,12,31,9,52,1
4678,12,37,6,55,1
4679,8,18,4,30,1
4681,13,31,11,55,1
4682,15,42,11,68,1
4683,8,17,3,28,1
4687,17,39,13,69,1
4689,10,41,11,62,1
4690,16,39,10,65,1
4695,8,25,8,41,1
4696,11,26,9,46,1
4697,10,31,5,46,1
4699,8,22,4,34,1
4734,12,43,12,67,1
4849,3,15,5,23,1
4865,14,32,3,49,1
5003,1,6,,7,1
5012,25,62,14,101,2
5022,12,24,7,43,1
5023,39,76,20,135,3
5025,17,45,11,73,1
5027,22,56,15,93,2
5028,12,36,8,56,1
5029,14,36,8,58,1
5030,15,55,17,87,2
5031,23,59,15,97,2
5032,20,46,13,79,2
5033,2,18,3,23,1
5034,19,33,7,59,1
5035,14,34,9,57,1
5036,17,48,14,79,1
5037,17,26,8,51,1
5039,18,42,11,71,1
5040,27,49,14,90,1
5041,22,50,20,92,2
5044,4,10,3,17,1
5045,17,45,16,78,1
5046,18,41,13,72,1
5047,16,35,5,56,1
5048,25,58,12,95,2
5049,22,48,13,83,2
5051,19,46,18,83,1
5054,18,36,9,63,1
5055,11,29,4,44,1
5056,15,31,6,52,1
5057,13,38,6,57,1
5058,11,36,12,59,1
5060,25,49,10,84,1
5063,15,43,11,69,1
5064,11,37,9,57,1
5065,12,29,7,48,1
5066,25,50,15,90,2
5070,26,46,14,86,2
5071,4,29,3,36,1
5072,34,65,20,119,3
5073,25,51,12,88,1
5075,14,41,12,67,2
5076,18,36,9,63,1
5077,17,40,10,67,1
5078,20,38,8,66,1
5079,11,24,3,38,1
5080,13,32,9,54,1
5082,32,64,18,114,1
5085,16,38,11,65,1
5087,15,35,3,53,1
5088,15,32,7,54,1
5089,14,31,6,51,1
5090,17,42,16,75,1
5091,23,64,12,99,1
5092,14,43,13,70,1
5095,31,80,19,130,2
5096,14,30,7,51,2
5097,12,36,6,54,1
5099,17,40,10,67,1
5101,10,22,8,40,1
5103,27,49,15,91,1
5104,14,41,12,67,1
5105,15,35,8,58,1
5111,26,55,18,99,2
5113,13,25,2,40,1
5115,18,43,5,66,1
5116,18,41,14,73,1
5117,15,35,8,58,1
5118,16,42,11,69,1
5123,28,69,21,118,2
5124,17,34,2,53,1
5126,4,19,2,25,1
5127,15,30,10,55,1
5129,32,71,17,120,2
5130,17,42,9,68,1
5131,24,51,11,86,1
5133,11,29,5,45,2
5134,20,59,18,97,2
5136,14,35,1,50,2
5137,26,55,16,97,2
5139,14,41,15,70,2
5140,32,68,17,117,3
5141,19,56,14,89,2
5142,32,77,19,128,2
5144,12,41,3,56,1
5145,15,35,4,54,1
5146,14,32,11,57,1
5147,17,48,10,75,1
5150,25,56,19,100,1
5151,12,30,4,46,1
5152,14,35,10,59,1
5154,44,103,29,176,4
5155,12,31,1,44,1
5156,21,56,6,83,2
5157,10,24,11,45,1
5159,4,18,5,27,1
5160,24,52,14,90,2
5162,16,42,9,67,2
5165,18,41,3,62,1
5166,6,7,,13,1
5167,24,60,24,108,2
5168,6,11,,17,1
5170,3,5,,8,1
5172,2,6,,8,1
5173,16,39,5,60,1
5174,7,23,3,33,1
5175,7,35,4,46,1
5178,15,43,11,69,1
5184,20,52,11,83,1
5185,17,51,14,82,1
5186,20,52,15,87,1
5189,18,38,2,58,1
5190,19,56,4,79,1
5191,16,36,10,62,1
5192,10,31,11,52,1
5193,21,64,6,91,2
5196,5,16,4,25,1
5197,10,34,7,51,1
5199,15,33,11,59,1
5200,22,53,13,88,2
5201,14,42,11,67,1
5202,35,65,16,116,2
5203,9,22,,31,1
5210,9,27,6,42,1
5211,15,43,12,70,1
5214,34,88,26,148,2
5215,17,41,8,66,2
5216,,28,2,30,1
5218,8,26,8,42,1
5219,10,24,7,41,1
5220,14,35,10,59,1
5227,25,52,14,91,2
5228,17,35,14,66,1
5231,18,36,11,65,2
5232,1,9,,10,1
5233,19,59,16,94,2
5234,31,72,26,129,2
5235,24,57,18,99,2
5236,14,28,9,51,1
5239,20,47,17,84,1
5240,17,40,5,62,1
5241,21,44,13,78,1
5242,23,61,21,105,1
5244,10,22,5,37,1
5245,19,42,4,65,2
5246,3,5,,8,1
5247,14,37,14,65,1
5250,22,46,9,77,1
5251,10,27,6,43,1
5252,16,35,5,56,1
5253,11,24,8,43,1
5254,23,61,15,99,1
5260,30,68,25,123,2
5261,13,37,7,57,1
5262,10,20,10,40,1
5263,13,28,5,46,1
5264,9,20,6,35,1
5266,14,39,6,59,1
5270,27,55,21,103,1
5272,18,51,21,90,1
5273,6,22,4,32,1
5275,25,57,18,100,1
5276,16,34,8,58,1
5278,24,60,11,95,2
5280,11,40,7,58,1
5281,30,64,19,113,1
5285,10,24,10,44,1
5287,17,36,6,59,1
5288,12,22,1,35,1
5292,15,35,10,60,1
5293,41,85,24,150,2
5294,21,61,14,96,1
5295,24,60,14,98,2
5296,12,33,6,51,1
5298,9,25,9,43,1
5299,25,87,20,132,2
5300,27,55,18,100,2
5301,9,32,4,45,1
5303,9,17,,26,1
5305,40,87,23,150,3
5307,15,34,13,62,1
5309,10,19,8,37,1
5311,13,41,11,65,1
5312,13,31,8,52,1
5313,13,35,14,62,1
5316,24,50,14,88,1
5317,24,56,14,94,2
5319,1,31,6,38,1
5320,10,25,6,41,1
5325,11,40,10,61,1
5326,15,37,3,55,1
5329,10,23,3,36,1
5330,13,32,1,46,1
5331,19,38,,57,1
5334,24,51,16,91,2
5335,15,33,4,52,2
5337,21,60,17,98,2
5338,27,59,13,99,2
5340,25,52,12,89,1
5341,15,39,12,66,1
5342,15,46,3,64,1
5343,13,45,11,69,1
5345,12,31,10,53,1
5346,10,34,7,51,1
5347,17,38,8,63,1
5348,3,15,1,19,1
5350,22,43,12,77,1
5352,17,34,11,62,1
5355,5,15,3,23,1
5356,8,14,3,25,1
5358,11,24,10,45,1
5359,15,35,4,54,1
5360,4,13,4,21,1
5361,23,52,18,93,1
5363,13,22,2,37,1
5368,17,39,5,61,1
5369,20,49,4,73,1
5370,20,38,10,68,1
5373,21,49,16,86,1
5374,9,23,1,33,1
5376,5,12,4,21,1
5379,12,34,3,49,1
5381,16,37,12,65,1
5382,26,62,14,102,2
5384,11,28,9,48,1
5385,7,34,4,45,1
5386,12,30,7,49,1
5387,10,25,6,41,1
5388,19,56,14,89,2
5389,13,30,12,55,1
5390,12,45,9,66,1
5391,19,39,12,70,1
5392,4,9,2,15,1
5394,24,48,5,77,2
5396,20,48,16,84,2
5397,13,30,5,48,1
5398,9,29,7,45,1
5399,8,24,3,35,1
5402,22,41,16,79,2
5403,13,34,6,53,1
5409,15,31,10,56,1
5410,14,33,5,52,1
5411,8,29,3,40,1
5414,19,51,8,78,1
5416,15,33,11,59,1
5417,15,41,8,64,1
5418,16,33,12,61,1
5419,11,15,5,31,1
5420,47,90,24,161,2
5422,3,2,1,6,1
5424,12,26,6,44,1
5425,25,54,6,85,2
5428,19,48,12,79,1
5429,23,57,6,86,1
5430,23,48,12,83,1
5432,12,37,9,58,1
5433,1,7,,8,1
5434,26,44,15,85,2
5435,34,60,18,112,3
5436,17,45,11,73,1
5438,14,31,12,57,1
5439,11,39,11,61,1
5440,34,78,23,135,2
5441,10,26,6,42,1
5442,16,33,11,60,1
5443,23,61,17,101,2
5444,4,11,2,17,1
5445,10,23,10,43,1
5446,9,24,1,34,1
5447,53,95,25,173,2
5448,16,43,11,70,1
5449,21,34,9,64,1
5450,17,46,16,79,1
5455,20,48,17,85,1
5458,3,9,1,13,1
5460,8,27,3,38,1
5461,25,49,13,87,1
5462,25,52,14,91,2
5463,12,30,9,51,1
5466,28,77,20,125,2
5469,12,30,10,52,1
5470,8,25,11,44,1
5471,13,30,8,51,1
5472,27,52,13,92,1
5476,18,62,15,95,1
5477,14,29,3,46,1
5479,18,51,12,81,2
5480,31,76,20,127,2
5481,12,35,12,59,1
5482,2,8,1,11,1
5483,14,39,7,60,1
5485,24,52,14,90,2
5486,14,33,11,58,1
5487,14,28,5,47,1
5488,17,43,14,74,1
5489,3,8,4,15,1
5491,17,39,13,69,1
5492,1,7,1,9,1
5494,25,57,12,94,1
5495,13,33,8,54,1
5497,3,35,2,40,1
5498,6,12,,18,1
5499,22,52,14,88,1
5612,26,55,16,97,2
5616,17,36,11,64,1
5617,30,68,17,115,2
5626,19,50,14,83,1
5628,33,61,19,113,2
5629,16,40,14,70,2
5632,9,30,8,47,1
5641,7,23,7,37,1
5644,22,58,13,93,2
5649,16,34,13,63,1
5667,17,40,12,69,1
5668,13,34,11,58,1
5669,17,41,13,71,1
5671,17,49,11,77,1
5672,10,29,11,50,1
5673,12,33,11,56,1
5676,13,25,7,45,1
5686,41,89,26,156,3
5701,11,24,2,37,2
5703,18,49,14,81,1
5705,9,15,4,28,1
5706,11,22,4,37,1
5707,18,49,11,78,1
5709,9,24,2,35,1
5710,15,43,9,67,2
5713,23,45,10,78,1
5717,35,78,12,125,2
5727,18,41,8,67,1
5728,15,30,12,57,1
5731,9,22,2,33,1
5732,16,43,12,71,1
5735,15,35,11,61,1
5743,16,38,13,67,1
5745,17,45,12,74,1
5747,11,27,9,47,1
5748,14,50,16,80,1
5751,14,37,13,64,2
5752,46,78,25,149,2
5753,15,41,10,66,1
5761,16,44,12,72,1
5763,23,54,15,92,1
5764,20,36,8,64,1
5766,6,16,3,25,1
5768,17,35,10,62,1
5772,13,27,4,44,1
5777,10,32,5,47,1
5779,10,24,4,38,1
5786,9,24,2,35,1
5787,7,18,5,30,1
5795,14,32,13,59,1
5797,2,9,1,12,1
5799,11,22,10,43,1
5806,7,22,1,30,1
5807,32,53,16,101,2
5808,9,21,1,31,1
5809,19,42,10,71,1
5810,12,24,,36,1
5812,7,15,4,26,1
5814,11,34,10,55,1
5823,18,31,9,58,1
5835,5,19,2,26,1
5839,12,33,12,57,1
5841,18,47,19,84,1
5842,22,60,19,101,1
5843,14,34,8,56,1
5844,26,50,17,93,1
5845,16,39,10,65,1
5847,11,24,8,43,1
5848,14,29,1,44,2
5851,8,22,3,33,1
5853,11,27,4,42,1
5854,25,57,14,96,1
5857,15,42,11,68,1
5858,21,40,10,71,1
5859,14,25,,39,1
5861,14,35,9,58,1
5864,9,18,4,31,1
5866,15,40,11,66,1
5867,32,81,21,134,3
5869,9,23,6,38,1
5871,11,40,10,61,1
5872,10,19,3,32,1
5874,15,43,12,70,2
5879,12,33,7,52,1
5880,15,41,15,71,2
5881,17,32,9,58,1
5882,16,36,12,64,1
5883,19,48,8,75,1
5884,25,50,13,88,2
5886,18,41,12,71,2
5888,17,44,8,69,1
5889,15,30,11,56,1
5890,10,18,1,29,1
5891,26,48,9,83,2
5893,27,44,9,80,1
5894,16,39,14,69,1
5898,25,47,16,88,2
5911,6,17,3,26,1
5912,15,33,7,55,1
5922,12,24,8,44,1
5927,14,21,7,42,1
5929,13,27,12,52,1
5930,17,33,6,56,2
5932,15,42,11,68,1
5935,34,72,18,124,2
5936,21,39,14,74,1
5938,14,43,9,66,2
5944,17,43,11,71,1
5947,19,40,7,66,1
5956,15,30,13,58,2
5957,18,41,17,76,1
5959,26,65,18,109,2
5964,11,36,11,58,1
5965,14,40,11,65,1
5968,21,45,14,80,1
5969,18,41,12,71,1
5976,16,42,11,69,1
5977,16,33,7,56,1
5987,13,37,9,59,1
5992,15,35,11,61,1
5996,26,47,14,87,2
6173,9,23,2,34,1
6190,12,29,1,42,1
6286,13,30,10,53,1
6300,19,47,16,82,1
6370,7,26,,33,1
6392,3,14,2,19,1
6394,16,27,7,50,1
6395,5,15,4,24,1
6397,25,46,13,84,1
6467,2,24,1,27,1
6469,2,13,1,16,1
6476,17,22,2,41,1
6477,16,38,2,56,1
6480,16,31,11,58,1
6576,8,19,4,31,1
6579,18,42,6,66,1
6789,14,31,8,53,1
6807,4,27,7,38,1
6878,13,33,7,53,1
6879,14,29,6,49,1
6887,5,17,5,27,1
6898,13,32,2,47,1
6929,13,32,5,50,1
6931,15,31,7,53,1
6932,8,13,2,23,1
6951,,7,1,8,1
6952,9,21,3,33,1
6958,13,33,11,57,1
6963,21,38,14,73,1
6964,3,15,5,23,1
6978,16,38,14,68,1
6998,16,30,8,54,1
7009,4,13,4,21,1
7020,9,26,5,40,1
7032,16,29,13,58,1
7087,9,24,2,35,1
7129,,3,,3,1
7156,14,26,2,42,1
7178,13,25,8,46,1
7179,8,31,4,43,1
7181,2,11,2,15,1
7185,9,34,11,54,1
7188,3,12,1,16,1
7194,4,12,3,19,1
7199,8,21,2,31,1
7238,3,4,1,8,1
7245,,4,,4,1
7246,2,5,2,9,1
7247,1,10,2,13,1
7249,2,5,1,8,1
7280,8,17,1,26,1
7281,7,18,3,28,1
7290,9,25,11,45,1
7294,14,30,6,50,1
7301,9,24,6,39,1
7324,11,26,6,43,1
7326,15,33,10,58,1
8331,33,75,21,129,2
8930,7,23,6,36,1
