Store,,OCT,73,YTD,74,OCT,75,YTD,76,OCT,77,YTD,78,OCT,79,YTD,80,OCT,81,YTD,82,OCT,83,YTD,84,OCT,85,YTD,86,OCT,87,YTD,88,OCT,89,YTD,90,OCT,91,YTD,92
3768,,-7.26%,R,-0.83%,R,1.14%,,12.82%,,-2.76%,,4.67%,,-8.06%,R,-5.99%,R,45,G,75,,18.42%,R,15.61%,R,39,G,63,,85.44%,G,91.49%,G,0:45:05,,0:45:59,,2135/2576,R,1962/2576,
Total,B,-0.19%,,3.42%,,8.25%,,15.12%,,5.67%,,6.79%,,1.80%,R,4.00%,R,0.32,,0.19,R,18.72%,R,19.50%,R,0.27,,0.09,R,48.99%,,49.87%,,0:45:33,,0:45:05,,337/394,R,315/394,
1344,,-5.59%,R,5.04%,,16.94%,,27.55%,,35.92%,G,18.14%,G,-1.79%,R,18.18%,,4,,49,,26.71%,,28.55%,R,0,R,10,R,47.26%,,55.99%,,0:45:51,,0:50:04,,1675/2576,,878/2576,
1399,,0.64%,,3.68%,,-4.37%,R,5.03%,R,0.51%,,-0.93%,,4.00%,,6.70%,,3,,12,R,24.14%,R,40.87%,,2,,22,,35.81%,,41.44%,,0:57:59,,1:10:45,R,2291/2576,R,2264/2576,R
1726,,3.42%,,6.35%,,9.75%,,14.72%,,18.76%,,12.08%,,-4.77%,R,3.07%,R,5,,175,,23.09%,R,27.10%,R,10,G,144,G,36.94%,,37.34%,,0:36:30,G,0:37:07,G,1429/2576,,1164/2576,
2565,,0.32%,,6.69%,,21.50%,,30.56%,G,26.72%,G,18.58%,G,10.18%,,11.78%,,6,,83,,15.30%,R,17.84%,R,6,,48,,31.36%,R,30.48%,R,0:33:49,G,0:35:35,G,1034/2576,,607/2576,
2807,,12.74%,G,8.86%,,36.67%,G,35.17%,G,43.03%,G,5.26%,,9.06%,,22.42%,,8,,87,,13.35%,R,22.86%,R,1,R,10,R,61.72%,,53.11%,,0:32:58,G,0:37:24,G,331/2576,G,520/2576,
4682,,3.93%,,10.08%,G,-20.53%,R,44.62%,G,-34.84%,R,7.28%,,9.54%,,24.98%,,14,,141,,17.90%,R,24.24%,R,6,,98,G,20.32%,R,57.17%,,1:00:38,,1:03:16,,2295/2576,R,417/2576,G
5117,,-0.49%,,4.07%,,1.35%,,11.23%,,16.99%,,4.12%,,-3.86%,R,3.44%,R,13,,22,R,24.31%,R,29.36%,,0,R,59,,58.14%,,42.69%,,0:30:59,G,0:38:00,,1855/2576,,1776/2576,
Total,B,1.74%,,6.30%,,7.22%,R,21.04%,,15.90%,,9.88%,,2.72%,R,11.48%,,0.24,,0.3,,20.94%,R,27.70%,R,0.12,,0.2,,38.94%,R,44.39%,,0:39:35,G,0:44:21,,314/394,,109/394,
1981,,4.65%,,4.50%,,34.11%,G,29.44%,G,15.48%,,19.79%,G,42.12%,G,22.37%,,5,,56,,34.83%,,30.94%,,1,R,20,,68.82%,,61.35%,,0:59:10,,0:42:19,,655/2576,,682/2576,
2799,,23.53%,G,74.00%,G,41.85%,G,127.73%,G,16.79%,,61.88%,G,124.32%,G,203.27%,G,8,,76,,26.73%,,27.69%,R,0,R,5,R,6.68%,R,10.71%,R,0:34:53,G,0:39:09,,211/2576,G,119/2576,G
2853,,0.52%,,-0.94%,R,31.66%,G,22.80%,,34.34%,G,22.37%,G,5.15%,,4.99%,,2,R,31,,26.80%,,30.68%,,26,G,53,,41.81%,,47.93%,,0:36:11,G,0:40:02,,799/2576,,1317/2576,
Total,B,8.83%,G,17.25%,G,35.13%,G,41.82%,G,23.60%,G,27.52%,G,48.99%,G,47.10%,G,0.16,R,0.2,R,29.28%,,29.69%,R,0.29,G,0.1,R,36.17%,R,39.11%,R,0:43:14,,0:40:38,G,15/394,G,15/394,G
&nbsp;,B,1.88%,,4.65%,,13.34%,,18.68%,,14.88%,G,8.03%,G,8.02%,R,13.11%,,0.46,,0.32,R,28.18%,,30.72%,,0.17,,0.15,R,44.80%,R,46.52%,R,0:46:49,,0:48:00,,20/34,,14/34,
1705,,-8.88%,R,1.68%,,13.68%,,19.30%,,35.45%,G,23.69%,G,-6.57%,R,7.87%,,15,,135,,13.28%,R,12.92%,R,4,,19,,76.56%,,84.02%,G,0:40:31,,0:36:44,G,1611/2576,,1196/2576,
1830,,-2.96%,R,12.31%,G,20.34%,,63.33%,G,21.70%,,33.12%,G,15.06%,,42.91%,G,0,R,7,R,16.79%,R,22.68%,R,0,R,20,,57.28%,,60.94%,,0:30:11,G,0:28:03,G,1296/2576,,106/2576,G
2166,,-7.04%,R,3.32%,,-9.48%,R,10.34%,,-4.36%,R,2.28%,,0.15%,,11.57%,,13,,339,G,29.60%,,33.42%,,3,,62,,54.79%,,39.53%,,1:07:08,R,0:55:19,,2457/2576,R,1789/2576,
2581,,10.41%,G,10.34%,G,56.53%,G,21.58%,,59.62%,G,10.68%,,21.73%,,20.83%,,4,,70,,40.91%,,34.96%,,1,R,23,,37.14%,,32.80%,,0:40:28,,0:39:57,,206/2576,G,648/2576,
2911,,-4.87%,R,3.35%,,11.07%,,24.45%,,7.82%,,1.56%,,4.73%,,19.29%,,12,,69,,50.52%,G,55.83%,G,3,,15,R,73.96%,,91.85%,G,0:43:07,,0:41:31,,1574/2576,,886/2576,
3332,,2.33%,,7.86%,,35.42%,G,35.60%,G,55.19%,G,15.05%,,11.62%,,15.66%,,55,G,444,G,39.64%,,50.47%,G,31,G,488,G,86.51%,G,89.75%,G,0:53:24,,0:46:43,,410/2576,G,153/2576,G
5242,,-15.25%,R,-5.83%,R,-10.28%,R,-10.90%,R,-0.33%,,-13.55%,R,-8.20%,R,1.94%,R,7,,57,,31.12%,,34.11%,,4,,61,,37.90%,,46.90%,,0:39:27,,0:44:31,,2409/2576,R,2462/2576,R
Total,B,-3.68%,R,4.51%,,15.55%,,18.76%,,19.81%,G,5.03%,,5.42%,R,15.04%,,0.49,,0.59,,33.58%,,36.50%,,0.21,,0.36,G,59.85%,,63.10%,,0:46:45,,0:43:59,,233/394,,116/394,
1673,,1.53%,,-0.39%,R,37.95%,G,0.37%,R,6.52%,,-21.69%,R,26.06%,,7.75%,,0,R,53,,23.75%,R,21.43%,R,0,R,26,,12.28%,R,32.56%,R,0:34:17,G,0:32:38,G,955/2576,,2364/2576,R
3280,,-11.94%,R,-9.15%,R,18.39%,,-2.60%,R,61.47%,G,-1.00%,,-3.31%,R,-12.94%,R,0,R,0,R,13.03%,R,12.07%,R,0,R,4,R,10.10%,R,9.30%,R,1:16:50,R,0:52:19,,2071/2576,R,2566/2576,R
3842,,-15.89%,R,-5.48%,R,-19.58%,R,-12.34%,R,-43.88%,R,-32.67%,R,-13.23%,R,-5.47%,R,2,R,18,R,22.63%,R,18.60%,R,0,R,6,R,54.00%,,37.60%,,0:47:50,,0:46:48,,2551/2576,R,2562/2576,R
Total,B,-8.09%,R,-4.58%,R,6.55%,R,-5.58%,R,-5.79%,R,-20.57%,R,2.43%,R,-3.29%,R,0.02,R,0.09,R,20.63%,R,17.91%,R,0,R,0.04,R,25.83%,R,28.20%,R,0:57:08,,0:45:14,,392/394,R,391/394,R
1949,,0.61%,,2.69%,,31.28%,G,14.11%,,14.42%,,-4.67%,R,15.54%,,10.73%,,9,,34,,30.76%,,24.13%,R,5,,94,G,43.63%,,36.55%,,0:45:13,,0:42:57,,858/2576,,1815/2576,
1966,,11.68%,G,3.29%,,23.63%,,8.92%,,18.81%,,-3.81%,,17.93%,,12.13%,,12,,93,,16.49%,R,16.76%,R,11,G,126,G,38.25%,,39.47%,,1:13:24,R,1:07:36,R,766/2576,,2080/2576,R
1973,,-6.71%,R,5.06%,,12.98%,,28.45%,G,21.66%,,6.72%,,-4.62%,R,25.86%,,10,,49,,21.59%,R,21.40%,R,6,,55,,84.43%,G,73.32%,,0:46:11,,0:43:24,,1664/2576,,719/2576,
2159,,0.52%,,2.65%,,8.82%,,7.11%,R,-8.60%,R,-7.59%,R,-2.93%,R,4.27%,,13,,96,,24.25%,R,23.27%,R,4,,37,,21.59%,R,31.36%,R,0:44:40,,0:50:01,,1942/2576,,2251/2576,R
2164,,-4.81%,R,5.85%,,15.31%,,24.85%,,37.44%,G,20.75%,G,2.79%,,15.65%,,15,,94,,14.93%,R,17.83%,R,6,,68,,83.18%,G,84.18%,G,0:39:59,,0:36:14,G,1361/2576,,564/2576,
2326,,-10.89%,R,-0.34%,R,3.25%,,8.12%,,13.97%,,2.69%,,-9.00%,R,4.13%,,6,,51,,21.56%,R,26.00%,R,8,,51,,26.11%,R,27.78%,R,0:47:37,,0:50:41,,2248/2576,R,2272/2576,R
2405,,-0.66%,,-2.29%,R,23.86%,,-14.81%,R,10.67%,,-29.25%,R,15.08%,,-29.04%,R,1,R,94,,19.85%,R,25.14%,R,0,R,20,,55.97%,,75.48%,,1:32:47,R,1:04:17,R,1584/2576,,2540/2576,R
2859,,-6.63%,R,-0.14%,R,13.52%,,0.47%,R,12.50%,,-22.06%,R,-0.25%,,21.37%,,4,,79,,30.69%,,35.60%,,0,R,8,R,3.65%,R,8.77%,R,0:51:52,,0:50:04,,2014/2576,,2369/2576,R
Total,B,-2.34%,R,1.88%,R,15.14%,,8.87%,R,13.31%,,-4.49%,R,3.66%,R,7.14%,R,0.28,,0.27,R,22.31%,R,23.99%,R,0.16,,0.21,,43.53%,,43.45%,,0:53:37,,0:50:04,,301/394,,383/394,R
1909,,3.93%,,7.22%,,33.78%,G,23.71%,,48.45%,G,-0.61%,,0.21%,,16.48%,,18,,253,G,24.74%,R,28.79%,R,4,,50,,82.29%,G,78.97%,,0:48:44,,0:50:40,,667/2576,,796/2576,
1993,,-7.24%,R,5.29%,,4.49%,,12.73%,,-2.91%,,-2.37%,,9.49%,,17.02%,,14,,156,,23.28%,R,24.61%,R,3,,121,G,42.48%,,51.55%,,1:00:55,,0:47:20,,2282/2576,R,1467/2576,
2088,,10.43%,G,8.93%,G,35.42%,G,22.89%,,11.71%,,-6.40%,R,22.26%,,23.73%,,5,,44,,21.28%,R,19.55%,R,1,R,11,R,78.33%,,77.09%,,0:57:57,,0:56:48,,602/2576,,1044/2576,
2107,,10.28%,G,5.12%,,77.49%,G,28.32%,G,96.55%,G,7.54%,,44.83%,G,25.67%,,19,,128,,29.76%,,28.58%,R,3,,24,,43.39%,,48.73%,,0:55:01,,0:59:49,,178/2576,G,899/2576,
2355,,-7.54%,R,8.95%,G,63.05%,G,39.09%,G,283.33%,G,18.48%,G,37.94%,G,59.97%,G,0,R,50,,17.10%,R,24.44%,R,2,,27,,68.51%,,63.73%,,0:56:12,,0:49:37,,948/2576,,338/2576,G
3607,,8.27%,,13.51%,G,33.00%,G,41.92%,G,11.82%,,13.95%,,32.17%,,45.28%,G,0,R,11,R,15.42%,R,20.96%,R,2,,41,,71.20%,,77.52%,,0:41:11,,0:41:16,,543/2576,,183/2576,G
Total,B,2.49%,,7.57%,G,35.49%,G,26.08%,G,33.17%,G,3.28%,,21.04%,,28.31%,G,0.3,,0.39,,22.17%,R,24.90%,R,0.08,R,0.17,,64.12%,,65.62%,,0:53:14,,0:50:15,,87/394,,65/394,G
2597,,-15.00%,R,-8.91%,R,-24.04%,R,-18.51%,R,-19.86%,R,-29.70%,R,-18.63%,R,-15.28%,R,4,,52,,21.11%,R,29.39%,,2,,41,,40.89%,,46.24%,,0:47:00,,0:39:56,,2542/2576,R,2508/2576,R
2674,,-4.11%,R,3.56%,,-0.98%,R,16.54%,,9.76%,,3.23%,,-0.86%,,11.11%,,73,G,802,G,33.04%,,33.68%,,21,G,152,G,93.70%,G,95.50%,G,0:41:31,,0:41:30,,1808/2576,,1106/2576,
3253,,-4.37%,R,6.11%,,14.32%,,22.30%,,31.23%,G,16.59%,G,1.26%,,11.61%,,2,R,34,,17.38%,R,22.13%,R,4,,18,,50.11%,,53.31%,,0:31:30,G,0:31:52,G,1525/2576,,871/2576,
3281,,-4.96%,R,4.55%,,5.53%,,15.21%,,5.79%,,3.91%,,2.33%,,15.11%,,19,,91,,37.23%,,38.21%,,8,,48,,60.27%,,43.86%,,0:25:30,G,0:27:44,G,1688/2576,,1186/2576,
3429,,-14.30%,R,-1.76%,R,-20.42%,R,0.15%,R,-13.28%,R,-6.11%,R,-15.13%,R,-0.02%,R,20,,51,,14.98%,R,21.72%,R,4,,23,,69.09%,,72.44%,,0:30:08,G,0:31:50,G,2424/2576,R,2347/2576,R
3514,,-5.15%,R,4.34%,,-2.59%,R,10.06%,,-10.26%,R,0.41%,,-0.61%,,11.79%,,14,,26,R,32.80%,,30.39%,,1,R,16,,92.93%,G,88.35%,G,1:07:30,R,0:59:12,,2381/2576,R,1921/2576,
5445,,8.41%,,4.00%,,27.29%,,23.16%,,35.12%,G,32.31%,G,24.51%,,8.41%,,10,,59,,32.06%,,31.54%,,6,,42,,6.67%,R,5.77%,R,0:36:04,G,0:41:52,,387/2576,G,1040/2576,
Total,B,-6.41%,R,1.46%,R,0.71%,R,11.02%,R,6.28%,,4.19%,,-1.17%,R,7.10%,R,0.65,,0.58,,27.97%,,29.89%,R,0.21,,0.18,,59.54%,,57.03%,,0:37:49,G,0:38:00,G,348/394,R,331/394,R
1765,,-1.37%,,4.51%,,13.19%,,23.72%,,-2.08%,,3.42%,,11.43%,,11.37%,,16,,176,,13.63%,R,12.04%,R,8,,136,G,76.11%,,50.60%,,0:31:05,G,0:27:57,G,1434/2576,,868/2576,
1935,,-2.88%,,2.34%,,-7.84%,R,8.33%,,2.27%,,-2.17%,,10.06%,,9.54%,,0,R,72,,15.49%,R,20.74%,R,0,R,150,G,49.56%,,71.20%,,0:42:26,,0:54:13,,2350/2576,R,2029/2576,
2059,,5.18%,,4.46%,,39.75%,G,32.27%,G,62.04%,G,23.36%,G,31.29%,,16.93%,,8,,146,,18.72%,R,25.19%,R,6,,43,,62.13%,,73.61%,,0:31:04,G,0:32:35,G,256/2576,G,484/2576,G
2318,,-10.04%,R,2.20%,,10.92%,,16.40%,,26.06%,G,7.81%,,-0.70%,,5.98%,,14,,172,,29.28%,,29.36%,,2,,71,,36.92%,,34.90%,,0:36:49,,0:34:33,G,1754/2576,,1431/2576,
2502,,-8.79%,R,-2.96%,R,-2.00%,R,12.50%,,-6.72%,R,-0.53%,,3.34%,,4.46%,,11,,52,,22.51%,R,26.75%,R,2,,36,,47.35%,,38.46%,,0:34:34,G,0:31:36,G,2309/2576,R,2053/2576,
2663,,-1.22%,,6.33%,,11.09%,,27.30%,,13.92%,,7.88%,,-4.21%,R,16.96%,,22,,240,G,7.56%,R,15.28%,R,6,,37,,52.68%,,65.58%,,0:31:28,G,0:34:19,G,1536/2576,,590/2576,
3228,,3.12%,,9.11%,G,18.52%,,31.54%,G,18.18%,,15.23%,,6.76%,,19.68%,,11,,49,,20.89%,R,25.47%,R,9,G,24,,66.67%,,65.59%,,0:54:32,,0:54:15,,1150/2576,,569/2576,
5241,,-3.80%,R,1.92%,,10.43%,,11.07%,,-3.17%,,-2.62%,,5.44%,,8.93%,,13,,49,,32.64%,,28.58%,R,0,R,5,R,51.74%,,41.17%,,0:34:35,G,0:30:41,G,1838/2576,,1977/2576,
Total,B,-3.42%,R,3.03%,,9.90%,,19.16%,,10.49%,,5.47%,,7.28%,,10.34%,,0.38,,0.44,,21.71%,R,24.12%,R,0.13,,0.23,,52.94%,,52.25%,,0:35:23,G,0:35:39,G,310/394,,198/394,
1674,,-2.09%,,9.36%,G,14.71%,,27.96%,G,17.01%,,25.16%,G,4.50%,,15.51%,,25,,353,G,20.24%,R,19.40%,R,8,,42,,28.96%,R,25.82%,R,0:32:43,G,0:40:14,,1384/2576,,440/2576,G
2233,,-0.32%,,4.22%,,4.89%,,17.12%,,8.24%,,4.73%,,-1.39%,R,15.93%,,0,R,3,R,25.35%,,28.38%,R,1,R,11,R,41.13%,,37.91%,,1:10:56,R,1:08:35,R,2239/2576,R,1760/2576,
2357,,-0.15%,,4.42%,,17.31%,,31.21%,G,27.55%,G,23.44%,G,21.12%,,25.08%,,0,R,1,R,17.43%,R,16.59%,R,0,R,8,R,22.14%,R,27.15%,R,1:21:11,R,1:33:31,R,1678/2576,,1156/2576,
2551,,6.85%,,4.18%,,15.30%,,17.21%,,17.78%,,11.62%,,-0.88%,,12.56%,,1,R,12,R,18.76%,R,25.79%,R,1,R,13,R,56.28%,,39.49%,,0:33:23,G,0:32:40,G,1158/2576,,1356/2576,
2756,,7.26%,,8.61%,,24.54%,,33.76%,G,58.29%,G,28.03%,G,6.32%,,29.60%,G,5,,84,,24.09%,R,22.59%,R,13,G,27,,23.10%,R,32.20%,R,1:16:04,R,1:06:17,R,932/2576,,571/2576,
Total,B,1.68%,,6.05%,,14.57%,,25.11%,G,21.07%,G,18.68%,G,6.62%,R,19.28%,,0.2,R,0.33,,20.82%,R,21.98%,R,0.15,,0.07,R,32.44%,R,31.64%,R,0:55:08,,0:57:18,,269/394,,106/394,
2194,,-12.94%,R,-6.57%,R,8.04%,,7.48%,,13.08%,,6.56%,,-11.29%,R,-2.25%,R,8,,36,,22.65%,R,21.22%,R,9,G,70,,29.34%,R,29.45%,R,1:42:06,R,1:26:45,R,2297/2576,R,2457/2576,R
5129,,4.18%,,9.10%,G,28.53%,,52.64%,G,27.87%,G,33.75%,G,25.31%,,24.55%,,1,R,110,,8.39%,R,11.92%,R,1,R,8,R,30.94%,R,18.39%,R,0:43:10,,0:43:20,,830/2576,,379/2576,G
Total,B,-5.44%,R,0.40%,R,14.91%,,20.96%,,20.59%,G,19.65%,G,-0.19%,R,6.18%,R,0.15,R,0.27,R,17.22%,R,17.79%,R,0.16,,0.14,,29.95%,R,25.37%,R,1:07:28,R,1:01:33,R,333/394,R,278/394,
1406,,-3.46%,R,0.40%,R,12.18%,,5.73%,R,6.53%,,-4.97%,R,1.59%,,-3.06%,R,3,,40,,21.16%,R,26.72%,R,5,,56,,75.24%,,49.00%,,1:47:31,R,1:47:59,R,1998/2576,,2460/2576,R
2437,,0.49%,,5.59%,,14.46%,,6.25%,R,-2.44%,,-13.42%,R,14.77%,,15.38%,,0,R,7,R,28.66%,,27.02%,R,1,R,21,,20.52%,R,26.15%,R,0:55:24,,1:01:49,,1819/2576,,2202/2576,R
3344,,12.45%,G,12.27%,G,17.70%,,26.32%,,-1.20%,,16.73%,G,31.92%,,13.40%,,21,,132,,24.86%,R,27.86%,R,10,G,93,G,58.78%,,50.02%,,0:56:02,,0:58:47,,805/2576,,542/2576,
5105,,-3.85%,R,2.24%,,-0.95%,R,16.75%,,12.03%,,6.31%,,5.84%,,11.93%,,0,R,22,R,32.91%,,33.84%,,3,,33,,36.69%,,34.22%,,0:52:30,,1:06:56,R,2196/2576,R,1817/2576,
6952,,-5.22%,R,-1.82%,R,-4.82%,R,-0.09%,R,-14.71%,R,-15.14%,R,-12.66%,R,0.58%,R,13,,114,,7.83%,R,13.31%,R,4,,88,,52.17%,,43.95%,,0:34:52,G,0:44:37,,2367/2576,R,2421/2576,R
Total,B,0.96%,,4.50%,,7.86%,,11.92%,R,1.55%,R,-2.43%,R,9.78%,,8.43%,,0.24,,0.23,R,25.54%,R,27.65%,R,0.15,,0.21,,48.01%,,39.91%,R,1:06:23,R,1:12:24,R,363/394,R,360/394,R
1904,,6.07%,,10.63%,G,40.74%,G,29.00%,G,33.22%,G,6.85%,,46.24%,G,31.09%,G,44,G,68,,30.12%,,35.82%,,13,G,56,,37.94%,,37.76%,,1:14:20,R,1:11:24,R,401/2576,G,599/2576,
2038,,6.20%,,11.33%,G,-0.20%,R,13.35%,,6.84%,,1.26%,,40.80%,G,32.86%,G,14,,108,,23.82%,R,25.14%,R,0,R,24,,41.77%,,50.96%,,1:51:29,R,1:38:31,R,1823/2576,,1311/2576,
Total,B,6.15%,,11.08%,G,13.45%,,18.70%,,17.04%,,3.47%,,42.60%,G,32.30%,G,0.94,G,0.32,,25.97%,R,28.48%,R,0.21,,0.15,,40.47%,R,46.84%,,1:36:51,R,1:27:45,R,153/394,,143/394,
1544,,-6.81%,R,2.52%,,7.13%,,10.46%,,32.95%,G,20.52%,G,-5.09%,R,2.67%,R,24,,236,G,14.76%,R,15.87%,R,4,,42,,57.47%,,38.30%,,0:48:16,,0:43:13,,1909/2576,,1753/2576,
2027,,-1.90%,,4.93%,,15.12%,,28.03%,G,8.27%,,15.55%,,11.16%,,4.76%,,73,G,120,,17.59%,R,18.49%,R,30,G,103,G,68.05%,,51.46%,,0:46:38,,0:53:16,,1342/2576,,937/2576,
2083,,-4.62%,R,2.62%,,23.90%,,23.14%,,18.51%,,2.52%,,18.73%,,14.03%,,41,G,634,G,33.26%,,36.07%,,22,G,345,G,94.20%,G,95.99%,G,0:48:15,,0:39:13,,871/2576,,813/2576,
2474,,9.08%,,2.53%,,35.63%,G,10.22%,,6.96%,,0.03%,,6.01%,,-1.31%,R,63,G,986,G,51.30%,G,35.69%,,53,G,440,G,105.21%,G,82.63%,G,0:57:56,,0:54:22,,353/2576,G,1824/2576,
2809,,-17.56%,R,-2.03%,R,-9.70%,R,10.80%,,-3.72%,,-4.41%,R,-25.86%,R,0.84%,R,14,,117,,23.83%,R,23.60%,R,7,,78,,31.56%,R,38.32%,,0:37:30,,0:36:47,G,2434/2576,R,2135/2576,R
2894,,-2.47%,,4.24%,,15.81%,,24.95%,,10.36%,,8.42%,,4.92%,,7.10%,,41,G,178,,19.83%,R,26.26%,R,17,G,90,,88.70%,G,86.86%,G,0:53:18,,0:52:09,,1423/2576,,965/2576,
3215,,-0.57%,,4.86%,,13.36%,,42.65%,G,-65.15%,R,2.93%,,25.95%,,23.52%,,3,,238,G,35.17%,,34.05%,,2,,182,G,86.16%,G,83.50%,G,0:58:55,,0:52:20,,1673/2576,,528/2576,
4372,,-2.19%,,5.86%,,41.59%,G,32.16%,G,5.85%,,-2.21%,,7.53%,,16.85%,,3,,86,,34.39%,,31.05%,,3,,50,,98.94%,G,88.54%,G,0:36:14,G,0:45:15,,855/2576,,724/2576,
Total,B,-3.81%,R,3.14%,,16.48%,,21.30%,,2.51%,,5.40%,,4.28%,R,7.67%,R,1.06,G,1.19,G,27.79%,,26.87%,R,0.56,G,0.61,G,76.88%,G,67.22%,,0:48:19,,0:48:06,,254/394,,167/394,
&nbsp;,B,-2.22%,R,3.57%,R,13.35%,,16.79%,,12.70%,G,4.64%,,7.20%,R,11.70%,,0.46,,0.49,,24.42%,R,25.72%,R,0.2,,0.25,,51.78%,,49.55%,,0:51:29,,0:49:55,,27/34,,29/34,R
&nbsp;,B,1.73%,,4.35%,,11.32%,R,15.88%,R,9.04%,,5.44%,,12.88%,,14.06%,,0.49,,0.43,,26.31%,R,29.61%,R,0.19,,0.19,,48.63%,R,48.01%,R,0:47:36,,0:47:49,,5-May,R,5-May,R
1315,,7.78%,,0.71%,R,8.80%,,17.47%,,1.15%,,6.09%,,23.74%,,15.12%,,32,G,267,G,47.86%,G,49.67%,G,2,,89,,97.52%,G,107.43%,G,0:58:33,,1:01:30,,1107/2576,,1284/2576,
1412,,9.17%,,6.52%,,7.69%,,14.50%,,2.32%,,12.69%,,5.07%,,8.67%,,10,,75,,42.98%,G,37.46%,,2,,36,,17.54%,R,27.06%,R,1:22:26,R,1:02:32,,1640/2576,,1455/2576,
1456,,3.21%,,5.36%,,11.51%,,1.34%,R,16.33%,,-4.02%,R,-10.54%,R,5.62%,,15,,360,G,42.60%,G,43.57%,,1,R,176,G,105.14%,G,109.72%,G,0:36:57,,0:36:57,G,1177/2576,,1595/2576,
1457,,-1.90%,,3.39%,,-10.22%,R,4.90%,R,-0.48%,,-2.25%,,-4.50%,R,0.53%,R,1,R,45,,26.92%,,34.52%,,1,R,19,,37.72%,,46.70%,,0:54:25,,0:51:21,,2448/2576,R,2250/2576,R
1461,,8.15%,,11.11%,G,28.35%,,20.50%,,15.53%,,9.41%,,19.61%,,15.19%,,8,,145,,47.04%,G,49.99%,G,6,,46,,46.10%,,49.28%,,0:43:33,,0:44:42,,414/2576,G,547/2576,
3778,,14.35%,G,13.65%,G,35.31%,G,32.28%,G,12.41%,,11.44%,,29.95%,,33.62%,G,8,,67,,38.30%,,34.55%,,9,G,56,,113.00%,G,107.34%,G,0:40:29,,0:38:03,,128/2576,G,124/2576,G
4653,,7.52%,,8.89%,,4.99%,,20.65%,,-0.72%,,6.16%,,7.57%,,32.06%,G,31,G,301,G,46.12%,G,43.61%,,19,G,175,G,84.22%,G,90.58%,G,0:49:40,,0:48:33,,1235/2576,,426/2576,G
Total,B,7.02%,G,7.21%,,14.17%,,16.85%,,6.36%,,6.31%,,11.64%,,15.36%,,0.48,,0.66,,41.43%,G,41.55%,,0.18,,0.31,,72.12%,G,74.48%,G,0:52:07,,0:49:58,,132/394,,98/394,
1485,,11.83%,G,6.86%,,29.69%,G,5.46%,R,21.77%,,10.77%,,23.44%,,-7.33%,R,7,,84,,47.18%,G,49.11%,G,2,,49,,75.52%,,83.34%,G,0:48:51,,0:40:54,,287/2576,G,1473/2576,
1778,,5.94%,,6.80%,,17.01%,,14.88%,,10.11%,,7.04%,,22.80%,,8.09%,,28,G,210,,45.71%,G,47.13%,G,11,G,97,G,59.21%,,73.20%,,0:42:13,,0:48:58,,650/2576,,1018/2576,
1956,,20.02%,G,4.18%,,29.99%,G,18.81%,,-0.81%,,-3.47%,,61.56%,G,35.47%,G,20,,279,G,26.38%,,32.18%,,4,,28,,72.24%,,73.81%,,0:46:58,,0:46:04,,334/2576,G,1080/2576,
2084,,18.55%,G,7.97%,,33.54%,G,11.81%,,17.96%,,6.93%,,52.42%,G,19.34%,,28,G,432,G,40.82%,,53.58%,G,1,R,25,,71.45%,,83.09%,G,0:55:33,,0:50:31,,192/2576,G,981/2576,
2608,,17.73%,G,12.30%,G,13.12%,,15.62%,,10.74%,,11.10%,,-10.71%,R,6.28%,,1,R,43,,43.60%,G,42.34%,,0,R,26,,94.80%,G,84.33%,G,0:29:34,G,0:26:40,G,850/2576,,742/2576,
2923,,10.56%,G,5.54%,,-3.07%,R,4.78%,R,-33.02%,R,-8.04%,R,32.83%,,10.84%,,22,,154,,38.53%,,40.50%,,13,G,96,G,81.24%,,96.84%,G,0:51:45,,0:42:55,,1386/2576,,1643/2576,
Total,B,14.09%,G,6.88%,,20.09%,,10.98%,R,3.27%,,3.91%,,33.65%,G,10.99%,,0.57,,0.73,,40.41%,G,45.07%,G,0.17,,0.2,,73.37%,G,82.86%,G,0:46:45,,0:43:42,,31/394,G,200/394,
1872,,13.30%,G,10.74%,G,28.62%,,-0.34%,R,5.49%,,-4.07%,R,21.50%,,-1.91%,R,42,G,435,G,34.36%,,39.48%,,7,,29,,45.90%,,61.65%,,0:40:03,,0:47:11,,334/2576,G,1729/2576,
1901,,15.00%,G,9.47%,G,47.52%,G,16.26%,,9.55%,,3.02%,,43.09%,G,9.30%,,32,G,322,G,40.23%,,54.09%,G,25,G,467,G,90.11%,G,87.70%,G,0:41:54,,0:43:50,,48/2576,G,692/2576,
2455,,-0.50%,,3.58%,,11.90%,,0.29%,R,5.66%,,-6.19%,R,3.25%,,4.51%,,42,G,417,G,35.35%,,36.51%,,3,,43,,82.08%,G,85.20%,G,0:46:02,,0:34:19,G,1440/2576,,1879/2576,
3259,,20.57%,G,7.27%,,87.10%,G,35.64%,G,50.24%,G,4.57%,,90.28%,G,36.32%,G,24,,195,,37.82%,,44.67%,,6,,56,,57.27%,,57.39%,,0:49:01,,0:49:53,,26/2576,G,362/2576,G
4247,,20.08%,G,10.30%,G,39.24%,G,15.54%,,-8.61%,R,-1.58%,,43.54%,G,3.55%,R,26,G,182,,33.69%,,43.42%,,22,G,180,G,89.59%,G,90.22%,G,0:43:50,,0:47:37,,169/2576,G,956/2576,
