Store,,JUL,73,YTD,74,JUL,75,YTD,76,JUL,77,YTD,78,JUL,79,YTD,80,L12 Mths,81,L12 Mths,82,JUL,83,YTD,84,JUL,85,YTD,86,JUL,87,YTD,88,JUL,89,YTD,90,JUL,91,YTD,92
3620,,23.34%,G,14.47%,G,31.31%,G,43.93%,G,23.43%,G,41.69%,G,58.29%,G,26.61%,G,3.57,R,3.57,R,54.29%,,53.13%,,0.00%,R,0.64%,,26.98%,,17.85%,R,0:51:42,,0:55:03,R,224/2578,G,281/2578,G
4438,,13.59%,,11.55%,G,5.61%,,35.47%,G,2.55%,,33.69%,G,-13.20%,,0.88%,G,5.00,G,5.00,G,81.69%,G,90.18%,G,0.19%,,1.58%,,99.44%,G,115.95%,G,0:30:42,G,0:30:24,G,480/2578,G,16/2578,G
5233,,12.87%,,10.16%,G,16.66%,G,36.72%,G,32.42%,G,50.87%,G,-7.18%,,-6.12%,,4.63,,4.63,,79.57%,G,75.42%,G,3.54%,G,8.08%,G,78.95%,G,70.82%,G,0:30:23,G,0:29:56,G,129/2578,G,40/2578,G
5235,,12.98%,,17.53%,G,48.67%,G,83.32%,G,38.06%,G,64.99%,G,17.62%,G,44.02%,G,4.38,,4.38,,78.75%,G,78.23%,G,4.11%,G,1.38%,,73.87%,,89.49%,G,0:35:46,,0:32:16,,42/2578,G,6/2578,G
Total,B,15.10%,G,10.58%,G,23.44%,G,31.67%,G,20.41%,G,31.43%,G,7.49%,G,2.90%,G,4.52,,4.52,,61.88%,G,61.10%,G,2.46%,,2.53%,,63.88%,G,65.55%,G,0:40:35,,0:40:36,,2/394,G,2/394,G
1534,,3.33%,,3.17%,,-5.16%,,-4.02%,,-9.11%,,-6.53%,R,-28.85%,R,-11.72%,,<5 Reviews,,<5 Reviews,,34.99%,,33.58%,R,0.77%,,0.43%,,69.98%,,63.36%,,0:36:35,,0:36:05,,1850/2578,,1729/2578,
1565,,17.87%,G,8.04%,,14.55%,G,7.13%,,-1.75%,,-1.82%,,-3.57%,,-5.34%,,3.60,R,3.60,R,34.79%,,37.41%,,15.14%,G,9.72%,G,89.18%,G,81.08%,G,1:05:06,R,0:55:09,R,594/2578,,1041/2578,
1567,,23.46%,G,7.32%,,16.72%,G,12.70%,,1.20%,,-1.41%,,4.60%,G,-1.95%,,4.20,R,4.20,R,29.83%,R,35.90%,,3.55%,G,7.31%,G,95.60%,G,87.31%,G,0:54:18,,0:53:13,R,377/2578,G,832/2578,
1581,,-8.58%,R,6.99%,,-53.00%,R,8.55%,,-54.71%,R,24.59%,G,-47.20%,R,-13.72%,,4.67,,4.67,,48.74%,,63.23%,G,0.00%,R,0.51%,,27.78%,,31.25%,,0:43:16,,0:36:39,,2527/2578,R,729/2578,
1627,,8.37%,,1.45%,,-8.90%,,-9.44%,R,-23.35%,R,-19.74%,R,-18.44%,,-16.73%,,4.88,G,4.88,G,25.10%,R,21.85%,R,2.03%,,1.68%,,35.48%,,37.51%,,1:16:56,R,1:13:44,R,1994/2578,,2242/2578,R
1636,,10.69%,,3.12%,,6.36%,,-5.36%,,-16.11%,R,-16.87%,R,6.43%,G,-1.81%,,4.40,,4.40,,28.87%,R,24.75%,R,0.56%,,1.26%,,16.64%,R,19.86%,R,0:58:21,R,0:59:58,R,1309/2578,,2013/2578,
1695,,12.85%,,-1.17%,,12.16%,,3.14%,,0.40%,,-0.78%,,-12.56%,,-22.68%,R,<5 Reviews,,<5 Reviews,,61.60%,G,61.02%,G,3.94%,G,5.70%,G,78.18%,G,75.45%,G,0:25:22,G,0:24:21,G,363/2578,G,1322/2578,
2033,,10.05%,,8.67%,,-0.31%,,9.55%,,-20.82%,R,-3.29%,,-3.53%,,-3.81%,,<5 Reviews,,<5 Reviews,,27.44%,R,35.45%,,6.10%,G,10.95%,G,125.00%,G,115.84%,G,0:45:00,,0:37:54,,1229/2578,,687/2578,
3648,,20.77%,G,11.75%,G,17.50%,G,0.60%,,-3.33%,,-10.33%,R,13.62%,G,-4.86%,,<5 Reviews,,<5 Reviews,,25.54%,R,23.71%,R,1.48%,,0.80%,,63.46%,,62.45%,,0:38:55,,0:37:58,,306/2578,G,1154/2578,
Total,B,11.18%,,5.55%,,-1.92%,,2.29%,,-13.33%,R,-3.96%,R,-12.60%,,-9.25%,,4.50,,4.50,,34.36%,R,36.89%,,4.30%,G,4.18%,G,62.28%,G,58.56%,,0:47:53,,0:44:34,,204/394,,198/394,
1483,,10.36%,,1.68%,,-8.49%,,-4.81%,,-13.45%,,-9.18%,R,-13.25%,,-14.13%,,<5 Reviews,,<5 Reviews,,31.39%,R,27.70%,R,0.49%,,1.35%,,73.89%,,71.32%,G,1:08:50,R,1:00:16,R,1848/2578,,2019/2578,
1500,,12.34%,,6.07%,,7.57%,,6.10%,,6.03%,,10.37%,,-11.31%,,-9.17%,,4.67,,4.67,,32.87%,R,39.48%,,6.29%,G,10.38%,G,92.23%,G,89.01%,G,0:33:14,,0:36:57,,527/2578,,752/2578,
1520,,9.87%,,3.74%,,16.75%,G,-6.94%,,-4.49%,,-19.89%,R,4.68%,G,-7.37%,,4.57,,4.57,,56.50%,,50.54%,,5.29%,G,2.02%,,62.40%,,52.74%,,0:45:30,,0:47:45,,496/2578,G,1738/2578,
1535,,17.00%,G,9.11%,,17.42%,G,15.25%,G,-23.08%,R,14.08%,,11.43%,G,-0.51%,G,<5 Reviews,,<5 Reviews,,71.79%,G,64.21%,G,1.50%,,0.86%,,26.34%,,34.30%,,0:58:43,R,0:45:50,,577/2578,,518/2578,
1538,,17.46%,G,7.46%,,-1.49%,,1.67%,,-13.77%,,-9.66%,R,-6.79%,,-10.12%,,5.00,G,5.00,G,31.65%,R,28.03%,R,0.66%,,0.76%,,73.95%,,63.43%,,0:53:54,,0:39:52,,1116/2578,,1234/2578,
1543,,17.65%,G,10.78%,G,25.36%,G,15.05%,,13.61%,G,10.88%,,0.78%,,-1.93%,,4.80,G,4.80,G,61.73%,G,51.02%,,5.01%,G,5.96%,G,116.92%,G,96.17%,G,0:26:19,G,0:26:22,G,16/2578,G,153/2578,G
1604,,-4.30%,R,-4.88%,R,-7.98%,,-0.58%,,-0.55%,,7.45%,,-33.17%,R,-27.10%,R,4.50,,4.50,,29.27%,R,29.64%,R,1.85%,,2.68%,G,60.91%,,50.74%,,0:37:36,,0:29:56,G,2026/2578,,1772/2578,
1685,,-4.63%,R,-2.05%,R,0.36%,,13.92%,,3.69%,,9.72%,,-39.69%,R,-26.63%,R,<5 Reviews,,<5 Reviews,,24.63%,R,21.76%,R,0.00%,R,1.00%,,41.18%,,32.25%,,0:43:56,,0:38:19,,1990/2578,,1486/2578,
2443,,20.22%,G,14.86%,G,29.08%,G,12.23%,,43.36%,G,3.27%,,0.28%,,0.24%,G,4.83,G,4.83,G,42.21%,,43.29%,,3.09%,G,8.45%,G,92.63%,G,69.47%,,1:07:11,R,1:03:24,R,134/2578,G,499/2578,G
2990,,9.35%,,7.25%,,-1.76%,,8.37%,,-8.53%,,-4.24%,,-5.63%,,0.87%,G,<5 Reviews,,<5 Reviews,,27.81%,R,34.54%,,0.00%,R,0.24%,R,41.72%,,33.06%,,0:31:15,G,0:30:54,G,1362/2578,,968/2578,
3237,,16.62%,G,8.03%,,-24.26%,R,-14.47%,R,-34.90%,R,-24.35%,R,-0.96%,,-8.28%,,<5 Reviews,,<5 Reviews,,46.75%,,61.20%,G,0.30%,,1.25%,,93.18%,G,89.32%,G,1:08:56,R,1:03:07,R,1811/2578,,1763/2578,
3734,,18.47%,G,14.44%,G,15.44%,G,21.66%,G,4.48%,,9.39%,,10.28%,G,3.40%,G,4.80,G,4.80,G,51.69%,,54.76%,,0.64%,,0.41%,,76.84%,G,77.63%,G,0:44:19,,0:35:56,,220/2578,G,179/2578,G
3853,,12.16%,,9.74%,,11.81%,,23.89%,G,12.30%,,15.20%,,-14.08%,,4.40%,G,<5 Reviews,,<5 Reviews,,20.59%,R,31.38%,R,0.35%,,0.23%,R,68.91%,,58.18%,,0:34:25,,0:34:50,,660/2578,,398/2578,G
3872,,4.30%,,4.52%,,26.04%,G,20.61%,G,6.74%,,20.54%,,26.20%,G,-4.84%,,4.60,,4.60,,45.54%,,41.26%,,1.84%,,4.41%,G,93.97%,G,96.52%,G,0:42:42,,0:34:05,,462/2578,G,364/2578,G
4865,,13.99%,,7.05%,,10.06%,,15.70%,G,-2.78%,,4.88%,,-0.25%,,-4.32%,,4.83,G,4.83,G,59.21%,G,55.22%,G,1.68%,,1.10%,,57.74%,,59.49%,,0:26:49,G,0:25:31,G,298/2578,G,361/2578,G
Total,B,10.38%,,5.74%,,6.72%,G,7.66%,,-2.51%,,1.95%,,-7.22%,,-8.68%,,4.64,G,4.64,G,43.39%,,42.57%,,1.85%,,2.60%,,72.20%,G,65.47%,G,0:43:42,,0:38:58,,60/394,G,106/394,
1572,,18.84%,G,10.49%,G,-1.86%,,10.29%,,-4.38%,,-3.21%,,-5.22%,,1.50%,G,<5 Reviews,,<5 Reviews,,63.61%,G,67.92%,G,0.34%,,0.25%,R,40.98%,,43.42%,,0:28:36,G,0:26:55,G,744/2578,,545/2578,
1768,,7.92%,,6.72%,,10.90%,,25.69%,G,17.12%,G,39.90%,G,-0.86%,,-4.33%,,<5 Reviews,,<5 Reviews,,48.37%,,50.50%,,6.01%,G,2.92%,G,53.81%,,54.31%,,0:53:56,,0:47:38,,684/2578,,383/2578,G
2307,,-6.69%,R,-0.56%,,-8.66%,,10.57%,,-4.49%,,28.19%,G,-26.46%,R,-9.68%,,4.80,G,4.80,G,55.45%,,53.28%,,0.59%,,0.92%,,57.76%,,45.09%,,0:38:42,,0:37:05,,1970/2578,,889/2578,
2511,,7.86%,,5.57%,,15.70%,G,0.65%,,-15.10%,R,-8.19%,R,30.16%,G,-5.62%,,<5 Reviews,,<5 Reviews,,57.72%,G,45.84%,,0.58%,,0.18%,R,116.67%,G,113.14%,G,1:13:50,R,0:58:45,R,836/2578,,1502/2578,
3208,,1.41%,R,4.40%,,12.99%,G,20.08%,G,11.55%,,17.79%,,0.00%,,1.32%,G,<5 Reviews,,<5 Reviews,,54.95%,,54.23%,,0.51%,,0.54%,,115.62%,G,110.35%,G,0:44:41,,0:44:38,,834/2578,,530/2578,
4068,,11.96%,,8.63%,,-0.49%,,27.20%,G,-1.45%,,23.51%,G,-23.68%,,-3.48%,,4.33,,4.33,,46.80%,,57.53%,G,2.45%,G,2.07%,,89.66%,G,70.82%,G,0:33:47,,0:29:01,G,1024/2578,,147/2578,G
4696,,10.12%,,3.86%,,-2.80%,,-4.09%,,-19.49%,R,-11.86%,R,-15.32%,,-24.29%,R,<5 Reviews,,<5 Reviews,,59.80%,G,48.53%,,0.00%,R,0.36%,,14.57%,R,16.78%,R,0:30:44,G,0:25:26,G,1472/2578,,1808/2578,
5167,,11.20%,,5.30%,,-2.76%,,1.56%,,-10.56%,,-2.42%,,-6.14%,,-4.68%,,4.88,G,4.88,G,49.53%,,52.86%,,3.05%,G,6.27%,G,83.88%,G,78.57%,G,0:31:49,G,0:31:45,,891/2578,,853/2578,
5270,,17.91%,G,7.98%,,6.62%,,19.34%,G,-5.99%,,25.51%,G,0.88%,,-5.63%,,4.90,G,4.90,G,58.72%,G,51.66%,,10.08%,G,4.36%,G,104.65%,G,96.99%,G,0:52:18,,0:42:53,,435/2578,G,246/2578,G
Total,B,9.01%,,6.01%,,3.01%,,13.00%,G,-2.43%,,12.95%,,-6.51%,,-5.40%,,4.71,G,4.71,G,54.57%,G,54.12%,G,2.95%,G,2.24%,,75.93%,G,69.61%,G,0:43:20,,0:39:24,,69/394,G,29/394,G
&nbsp;,B,9.72%,,5.26%,,4.52%,G,7.62%,G,-2.08%,,5.29%,,-6.91%,G,-8.41%,G,4.50,,4.50,,48.92%,,48.54%,,2.16%,,2.31%,G,69.40%,G,66.39%,G,0:42:57,,0:40:03,,1/30,G,3/30,G
1648,,4.18%,,4.53%,,-25.65%,R,6.26%,,-31.45%,R,6.63%,,-12.53%,,-6.04%,,4.43,,4.43,,57.64%,G,58.20%,G,0.00%,R,0.33%,R,41.08%,,49.11%,,0:45:07,,0:44:50,,2224/2578,R,1092/2578,
2189,,2.07%,,0.37%,,15.95%,G,2.81%,,13.49%,,10.85%,,-24.46%,,-17.25%,,4.33,,4.33,,61.21%,G,56.00%,G,3.10%,G,6.93%,G,116.37%,G,100.75%,G,1:19:33,R,1:19:01,R,1081/2578,,1467/2578,
2402,,22.85%,G,14.88%,G,34.31%,G,26.79%,G,34.85%,G,37.22%,G,31.17%,G,8.28%,G,4.00,R,4.00,R,33.88%,R,40.82%,,11.24%,G,7.57%,G,37.40%,,36.33%,,1:03:17,R,0:53:59,R,171/2578,G,256/2578,G
2453,,8.24%,,1.49%,,0.30%,,-5.66%,,-14.74%,R,-13.25%,R,-6.94%,,-16.18%,,4.50,,4.50,,51.02%,,47.69%,,4.51%,G,6.59%,G,42.20%,,31.51%,,1:08:45,R,1:03:38,R,1418/2578,,2029/2578,
2617,,8.61%,,-0.41%,,18.51%,G,4.64%,,-9.42%,,-0.86%,,25.12%,G,1.27%,G,3.60,R,3.60,R,44.98%,,39.22%,,1.98%,,3.30%,G,105.95%,G,88.52%,G,1:16:54,R,1:06:26,R,792/2578,,1532/2578,
3254,,1.59%,,-3.30%,R,-14.87%,R,-16.80%,R,-22.01%,R,-12.26%,R,-21.20%,,-20.35%,,4.29,,4.29,,41.70%,,47.41%,,0.00%,R,0.31%,R,70.85%,,55.40%,,0:33:13,,0:45:02,,2163/2578,R,2398/2578,R
3277,,-16.56%,R,-13.57%,R,-23.32%,R,-28.74%,R,-33.11%,R,-27.95%,R,-20.35%,,-37.53%,R,5.00,G,5.00,G,74.44%,G,60.79%,G,1.31%,,0.47%,,50.56%,,51.73%,,1:05:29,R,0:51:15,,2352/2578,R,2472/2578,R
3408,,1.48%,R,-4.94%,R,-0.91%,,-29.33%,R,-16.06%,R,-40.05%,R,3.54%,G,-21.92%,R,4.67,,4.67,,57.37%,G,49.03%,,0.00%,R,0.00%,R,51.05%,,56.15%,,1:03:29,R,1:03:16,R,1689/2578,,2512/2578,R
4239,,14.09%,,4.75%,,45.46%,G,50.87%,G,70.91%,G,75.19%,G,23.47%,G,27.45%,G,4.63,,4.63,,59.06%,G,52.68%,,2.13%,,3.30%,G,98.25%,G,98.74%,G,0:38:25,,0:37:07,,32/2578,G,119/2578,G
5864,,4.24%,,-5.48%,R,-21.88%,R,-33.26%,R,-36.34%,R,-50.74%,R,-12.12%,,-27.92%,R,4.14,R,4.14,R,44.83%,,42.01%,,0.00%,R,1.65%,,19.40%,R,21.46%,R,0:42:35,,0:43:06,,2293/2578,R,2519/2578,R
Total,B,5.61%,,0.12%,R,-0.85%,,-6.99%,R,-14.14%,R,-11.80%,R,-2.11%,G,-12.52%,,4.40,,4.40,,51.29%,,48.95%,,2.23%,,2.91%,G,60.55%,,56.22%,,0:59:38,R,0:55:30,R,243/394,,358/394,R
2508,,25.70%,G,13.32%,G,-4.12%,,1.41%,,-9.67%,,-1.48%,,11.21%,G,-5.58%,,4.27,R,4.27,R,80.62%,G,77.79%,G,0.52%,,0.84%,,73.64%,,74.70%,G,0:28:17,G,0:28:29,G,625/2578,,710/2578,
2780,,7.19%,,-1.53%,R,-11.14%,,-21.26%,R,-17.75%,R,-26.08%,R,-9.32%,,-25.74%,R,4.50,,4.50,,61.90%,G,61.63%,G,0.66%,,0.90%,,61.40%,,57.92%,,1:03:56,R,1:06:01,R,1854/2578,,2405/2578,R
2781,,7.35%,,-2.28%,R,-14.86%,R,-31.91%,R,-30.66%,R,-44.22%,R,-4.14%,,-34.48%,R,<5 Reviews,,<5 Reviews,,45.82%,,49.15%,,6.36%,G,7.93%,G,81.56%,G,81.53%,G,0:33:17,,0:32:49,,1619/2578,,2253/2578,R
2862,,-18.96%,R,-11.45%,R,-66.73%,R,-31.56%,R,-66.94%,R,-32.21%,R,-70.87%,R,-44.10%,R,4.29,R,4.29,R,31.76%,R,36.82%,,0.00%,R,0.69%,,48.65%,,54.19%,,1:06:35,R,0:59:32,R,2574/2578,R,2563/2578,R
3093,,-0.84%,R,0.24%,,-2.79%,,-3.82%,,-4.00%,,-4.51%,,-22.54%,,-19.53%,,<5 Reviews,,<5 Reviews,,55.97%,,57.56%,G,2.08%,,0.53%,,79.85%,G,73.66%,G,0:44:52,,0:42:15,,1699/2578,,1864/2578,
3739,,4.28%,,-3.42%,R,-8.57%,,-17.65%,R,-10.10%,,-20.27%,R,-18.78%,,-30.10%,R,4.43,,4.43,,53.76%,,49.54%,,4.71%,G,4.54%,G,33.70%,,37.70%,,0:44:10,,0:59:30,R,1821/2578,,2438/2578,R
5841,,4.41%,,2.08%,,-25.30%,R,-1.90%,,-34.44%,R,-4.02%,,-31.47%,R,-20.49%,,<5 Reviews,,<5 Reviews,,70.37%,G,59.35%,G,0.00%,R,0.36%,,67.41%,,71.49%,G,1:03:05,R,0:50:55,,2353/2578,R,1824/2578,
Total,B,4.72%,,-0.49%,R,-20.44%,R,-17.17%,R,-25.45%,R,-20.73%,R,-24.38%,R,-28.53%,R,4.37,,4.37,,57.53%,G,55.56%,G,2.04%,,1.96%,,62.30%,G,62.22%,G,0:45:27,,0:46:14,,363/394,R,383/394,R
1878,,9.01%,,5.40%,,-12.67%,,1.16%,,-19.16%,R,-6.03%,R,-16.07%,,-11.38%,,3.33,R,3.33,R,38.49%,,45.49%,,0.67%,,1.69%,,87.98%,G,87.84%,G,0:45:04,,0:34:33,,1936/2578,,1249/2578,
1900,,13.10%,,8.68%,,14.39%,G,16.80%,G,-0.83%,,4.08%,,-0.70%,,-4.75%,,<5 Reviews,,<5 Reviews,,54.96%,,48.38%,,0.21%,,1.24%,,116.67%,G,97.44%,G,0:31:22,G,0:30:36,G,392/2578,G,394/2578,G
1902,,8.37%,,5.65%,,-0.56%,,6.73%,,-1.03%,,8.31%,,-6.14%,,-2.14%,,4.57,,4.57,,58.35%,G,54.97%,G,0.52%,,1.62%,,102.66%,G,86.93%,G,0:47:42,,0:43:23,,1137/2578,,764/2578,
1995,,10.66%,,4.31%,,-11.67%,,1.22%,,2.34%,,10.02%,,-3.76%,,-6.34%,,3.50,R,3.50,R,35.12%,,39.92%,,0.00%,R,0.89%,,50.98%,,57.17%,,0:53:08,,0:44:06,,1726/2578,,1337/2578,
2782,,7.44%,,1.97%,,0.67%,,1.96%,,0.95%,,-0.45%,,-27.27%,R,-21.44%,,4.44,,4.44,,62.10%,G,58.18%,G,2.82%,G,3.52%,G,135.48%,G,113.37%,G,0:36:39,,0:32:40,,1091/2578,,1264/2578,
2831,,6.61%,,2.27%,,-12.07%,,-2.41%,,-7.56%,,3.17%,,-21.32%,,-22.73%,R,<5 Reviews,,<5 Reviews,,40.46%,,54.33%,,0.26%,,1.84%,,75.19%,G,85.93%,G,0:51:27,,0:41:21,,2012/2578,,1589/2578,
3897,,14.42%,,9.97%,,-1.82%,,6.09%,,8.81%,,14.68%,,-15.51%,,-12.99%,,4.29,R,4.29,R,31.88%,R,35.59%,,0.58%,,1.14%,,56.45%,,54.19%,,0:34:20,,0:34:11,,1028/2578,,795/2578,
5494,,12.15%,,7.24%,,-4.84%,,-6.82%,,-6.35%,,-2.64%,,-3.06%,,-10.70%,,4.80,G,4.80,G,47.73%,,43.30%,,0.81%,,2.08%,,89.15%,G,90.64%,G,0:44:17,,0:42:17,,1127/2578,,1413/2578,
Total,B,10.47%,,6.00%,,-4.14%,,2.83%,,-3.19%,,3.50%,,-11.83%,,-11.30%,,4.12,R,4.12,R,44.10%,,45.53%,,0.82%,,1.79%,,84.21%,G,79.68%,G,0:42:05,,0:37:23,,224/394,,157/394,
1963,,2.36%,,-4.46%,R,22.46%,G,14.75%,,9.14%,,8.66%,,22.69%,G,7.09%,G,4.82,G,4.82,G,45.01%,,44.77%,,0.11%,R,0.06%,R,40.15%,,39.70%,,0:47:30,,0:49:16,,760/2578,,1235/2578,
2030,,0.01%,R,-4.23%,R,0.57%,,-3.00%,,5.90%,,-3.67%,,-17.88%,,-17.71%,,4.63,,4.63,,43.04%,,41.95%,,8.05%,G,10.30%,G,72.41%,,88.74%,G,1:14:22,R,1:16:11,R,1582/2578,,2031/2578,
2039,,1.21%,R,-2.65%,R,15.51%,G,17.48%,G,10.03%,,11.22%,,1.89%,,-2.60%,,4.55,,4.55,,39.63%,,39.21%,,0.70%,,0.33%,R,48.92%,,47.23%,,0:50:37,,0:44:51,,1005/2578,,1147/2578,
2054,,-1.36%,R,-10.16%,R,-8.12%,,-2.73%,,-2.72%,,1.33%,,-70.67%,R,-58.63%,R,4.11,R,4.11,R,18.18%,R,33.44%,R,0.00%,R,0.00%,R,18.18%,R,53.31%,,0:45:45,,0:45:18,,2326/2578,R,2315/2578,R
2117,,11.37%,,6.95%,,6.35%,,18.04%,G,5.33%,,17.99%,,6.83%,G,3.28%,G,4.17,R,4.17,R,36.34%,,37.15%,,0.19%,,0.10%,R,66.42%,,56.49%,,0:27:37,G,0:25:55,G,640/2578,,470/2578,G
Total,B,3.31%,R,-2.15%,R,9.82%,G,11.72%,G,6.79%,G,9.91%,,-0.70%,G,-6.02%,,4.49,,4.49,,40.08%,,39.99%,,1.01%,,1.05%,,58.18%,,57.94%,,0:43:47,,0:41:36,,113/394,,168/394,
2002,,2.05%,,0.00%,,16.51%,G,31.69%,G,15.44%,G,34.15%,G,-7.49%,,-3.68%,,3.67,R,3.67,R,34.86%,,33.82%,R,1.32%,,0.47%,,39.08%,,36.36%,,1:04:15,R,0:48:22,,1206/2578,,967/2578,
2119,,12.41%,,19.50%,G,-1.79%,,28.70%,G,16.07%,G,43.90%,G,7.38%,G,54.52%,G,4.14,R,4.14,R,39.81%,,33.76%,R,0.88%,,1.38%,,40.52%,,29.30%,,1:34:33,R,1:30:36,R,1169/2578,,331/2578,G
5751,,6.99%,,5.22%,,14.53%,G,30.53%,G,-1.45%,,30.81%,G,28.87%,G,5.01%,G,4.20,R,4.20,R,28.90%,R,26.38%,R,0.00%,R,0.51%,,12.99%,R,22.11%,R,0:41:31,,0:42:31,,1019/2578,,641/2578,
Total,B,7.16%,,8.11%,,7.93%,G,30.12%,G,8.68%,G,35.50%,G,7.99%,G,20.97%,G,4.08,R,4.08,R,35.11%,R,31.89%,R,0.69%,,0.75%,R,31.76%,R,29.31%,R,1:04:12,R,0:57:23,R,155/394,,74/394,G
1554,,1.22%,R,-2.94%,R,-7.62%,,-9.56%,R,-1.66%,,-10.81%,R,-41.34%,R,-23.54%,R,4.56,,4.56,,64.77%,G,42.18%,,0.00%,R,0.02%,R,40.41%,,34.83%,,1:34:55,R,1:12:40,R,2157/2578,R,2459/2578,R
1615,,7.43%,,1.14%,,41.47%,G,24.94%,G,104.81%,G,68.48%,G,9.96%,G,1.03%,G,<5 Reviews,,<5 Reviews,,46.69%,,55.32%,G,0.94%,,1.79%,,58.89%,,40.48%,,1:08:44,R,1:00:17,R,483/2578,G,667/2578,
1789,,2.54%,,0.12%,,-12.43%,,-0.45%,,0.22%,,4.03%,,-32.91%,R,-17.92%,,3.78,R,3.78,R,42.64%,,45.15%,,0.86%,,1.32%,,46.04%,,42.50%,,1:11:31,R,1:00:02,R,2249/2578,R,1914/2578,
2697,,11.08%,,1.66%,,3.74%,,2.75%,,10.67%,,21.64%,,-9.36%,,-21.17%,,4.48,,4.48,,44.21%,,43.97%,,0.38%,,0.10%,R,14.05%,R,23.41%,,1:09:14,R,1:05:33,R,1224/2578,,1756/2578,
Total,B,4.83%,,-0.42%,R,-0.11%,,0.11%,,7.78%,G,4.16%,,-21.17%,R,-16.25%,,4.38,,4.38,,48.53%,,46.71%,,0.39%,R,0.48%,R,40.83%,,35.77%,,1:21:37,R,1:07:59,R,288/394,,347/394,R
1704,,6.08%,,1.12%,,47.17%,G,23.07%,G,63.13%,G,52.79%,G,-6.07%,,-23.71%,R,4.89,G,4.89,G,60.78%,G,59.49%,G,9.89%,G,2.42%,,74.14%,,57.96%,,1:11:35,R,1:07:45,R,391/2578,G,841/2578,
1979,,2.73%,,4.08%,,9.85%,,19.53%,G,2.21%,,14.41%,,-6.99%,,1.53%,G,<5 Reviews,,<5 Reviews,,34.97%,,36.96%,,0.00%,R,1.24%,,72.28%,,65.35%,,0:45:29,,0:44:51,,1266/2578,,674/2578,
2052,,7.15%,,-0.53%,,-4.13%,,-5.08%,,15.50%,G,8.63%,,-12.93%,,-14.92%,,3.80,R,3.80,R,39.26%,,42.59%,,0.34%,,1.35%,,77.93%,G,77.78%,G,1:00:48,R,0:54:26,R,1578/2578,,1925/2578,
2190,,-1.88%,R,-7.06%,R,1.62%,,2.74%,,8.17%,,-4.32%,,-26.17%,R,-20.88%,,4.75,,4.75,,39.24%,,44.07%,,0.48%,,0.15%,R,70.25%,,64.88%,,0:30:10,G,0:29:03,G,1456/2578,,1759/2578,
2553,,6.21%,,5.14%,,-12.39%,,-1.78%,,-21.19%,R,3.91%,,-25.85%,R,-6.55%,,4.11,R,4.11,R,43.58%,,38.15%,,0.54%,,0.45%,,83.03%,G,71.31%,G,1:05:49,R,1:02:39,R,2179/2578,R,1610/2578,
5139,,-1.08%,R,-2.80%,R,-10.73%,,18.90%,G,-1.61%,,20.55%,,-38.19%,R,-6.56%,,4.83,G,4.83,G,36.59%,,39.57%,,0.23%,,0.27%,R,95.12%,G,82.91%,G,0:45:45,,0:39:57,,2112/2578,R,928/2578,
Total,B,3.28%,R,-0.07%,R,2.88%,,7.87%,,8.68%,G,12.01%,,-16.76%,,-11.22%,,4.51,,4.51,,41.68%,,42.31%,,1.89%,,0.85%,,77.29%,G,70.96%,G,0:48:01,,0:45:05,,193/394,,192/394,
1881,,-0.14%,R,-2.11%,R,22.29%,G,19.73%,G,-1.66%,,17.65%,,32.78%,G,-13.03%,,4.83,G,4.83,G,50.63%,,47.90%,,30.12%,G,30.27%,G,51.46%,,63.17%,,0:46:58,,0:43:54,,682/2578,,833/2578,
2464,,1.53%,R,-3.24%,R,9.38%,,7.81%,,30.37%,G,32.08%,G,-22.98%,,-26.32%,R,4.79,G,4.79,G,52.13%,,53.46%,,1.58%,,1.08%,,63.28%,,55.35%,,0:55:39,,0:51:46,,1135/2578,,1400/2578,
3652,,6.49%,,10.97%,G,0.21%,,9.65%,,4.82%,,6.95%,,-29.19%,R,4.14%,G,4.27,R,4.27,R,36.97%,,38.12%,,0.00%,R,0.11%,R,48.14%,,39.64%,,1:23:08,R,1:23:15,R,1784/2578,,992/2578,
5192,,10.93%,,1.15%,,11.36%,,12.17%,,8.95%,,6.13%,,5.49%,G,11.21%,G,4.58,,4.58,,70.26%,G,63.27%,G,0.12%,R,0.62%,,74.35%,,56.24%,,1:05:25,R,1:09:15,R,631/2578,,1037/2578,
Total,B,4.89%,,2.06%,,9.76%,G,11.68%,G,10.34%,G,13.46%,,-12.70%,,-6.86%,,4.57,,4.57,,51.14%,,49.65%,,5.29%,G,5.34%,G,58.62%,,51.29%,,1:08:58,R,1:09:57,R,115/394,,116/394,
1760,,10.22%,,6.39%,,11.38%,,27.26%,G,10.96%,,22.00%,,17.65%,G,14.77%,G,4.50,,4.50,,47.00%,,48.36%,,1.78%,,2.41%,,104.50%,G,97.16%,G,0:36:18,,0:29:51,G,336/2578,G,151/2578,G
1903,,-9.52%,R,-2.41%,R,-8.76%,,1.42%,,-6.44%,,-0.39%,,-18.92%,,-3.96%,,3.33,R,3.33,R,46.00%,,51.37%,,0.18%,,0.20%,R,42.67%,,39.57%,,1:16:31,R,1:07:54,R,2328/2578,R,1920/2578,
