Store no.,Returns volume number,Returns volume,Avg units Per day ,DotCom Units Per Day ,Marketplace Total  ,Marketplace Per Day,NPS ,Wait Time 
3342,15185,Low,200,16,396,5,64,7.10
3749,15736,Low,207,18,567,7,37,10.52
4609,22192,Medium,292,23,809,11,55,9.50
1480,6792,Low,89,4,132,2,67,5.13
1665,24141,Medium,318,24,696,9,48,9.39
1728,26378,High,347,20,724,10,61,6.19
1729,11981,Low,158,12,240,3,47,7.14
1745,18731,Medium,246,16,504,7,50,6.83
1758,13956,Low,184,13,335,4,63,9.79
2035,17711,Medium,233,19,403,5,79,4.93
2275,11095,Low,146,9,205,3,60,6.15
2388,8433,Low,111,7,174,2,14,4.35
3747,11918,Low,157,10,272,4,32,12.19
5374,12789,Low,168,10,273,4,69,3.37
854,10265,Low,135,8,188,2,73,4.69
1329,13725,Low,181,11,329,4,62,4.50
1547,23839,Medium,314,24,658,9,54,8.70
1962,23938,Medium,315,24,735,10,47,7.85
2020,7764,Low,102,6,163,2,56,4.75
2339,20221,Medium,266,28,540,7,51,7.63
2771,11043,Low,145,10,251,3,81,3.80
3851,19956,Medium,263,26,471,6,66,5.68
1294,17402,Low,229,20,553,7,42,6.84
1304,21294,Medium,280,21,613,8,66,7.66
1378,12638,Low,166,10,227,3,44,8.17
1425,12595,Low,166,12,287,4,60,6.72
1566,18024,Medium,237,19,382,5,28,5.32
1639,8059,Low,106,7,173,2,81,3.84
1667,13252,Low,174,10,270,4,56,4.23
1978,18382,Medium,242,16,396,5,56,4.64
2311,15163,Low,200,14,310,4,60,4.67
2679,17363,Low,228,13,386,5,55,4.67
4399,11831,Low,156,11,248,3,58,5.54
1388,12854,Low,169,10,269,4,72,8.09
1419,23601,Medium,311,20,577,8,62,5.61
1570,17496,Low,230,15,378,5,17,7.20
1647,14385,Low,189,17,338,4,62,7.43
1709,14946,Low,197,16,358,5,64,5.06
1804,26115,High,344,27,777,10,62,5.69
2819,12670,Low,167,14,350,5,71,9.12
4230,28452,High,374,47,885,12,58,5.64
4231,13384,Low,176,9,295,4,58,9.47
5025,24061,Medium,317,30,823,11,71,7.32
693,6091,Low,80,3,161,2,67,4.00
702,20562,Medium,271,16,390,5,53,7.62
1139,17949,Medium,236,15,467,6,68,5.96
1140,19555,Medium,257,16,478,6,60,6.23
1426,29506,High,388,32,780,10,49,6.75
1478,19689,Medium,259,19,451,6,42,9.87
1569,18437,Medium,243,18,415,5,56,4.57
2638,15521,Low,204,13,298,4,74,8.60
3894,31840,High,419,37,860,11,61,5.80
4461,10323,Low,136,7,199,3,-33,5.80
591,11580,Low,152,7,176,2,85,11.05
1742,35964,High,473,51,1329,17,66,8.38
2108,22960,Medium,302,26,754,10,49,6.79
2109,20874,Medium,275,22,594,8,59,4.85
2254,12145,Low,160,9,273,4,50,7.55
3212,27762,High,365,27,976,13,61,9.66
3337,22740,Medium,299,24,793,10,73,6.69
3339,19980,Medium,263,17,580,8,79,8.18
3774,20179,Medium,266,26,529,7,54,6.39
5384,13733,Low,181,11,284,4,42,6.19
5476,27180,High,358,35,867,11,56,8.34
2141,27031,High,356,28,1004,13,43,11.28
2830,18239,Medium,240,20,819,11,49,8.50
3252,20002,Medium,263,23,703,9,74,6.64
5103,18239,Medium,240,17,561,7,57,7.15
5229,17015,Medium,224,17,653,9,56,10.56
5495,18002,Medium,237,19,7,0,81,9.11
5881,25010,Medium,329,40,1730,23,57,6.77
5891,18177,Medium,239,18,594,8,50,10.92
2167,29423,High,387,52,1657,22,71,7.09
2236,25014,Medium,329,26,679,9,75,4.37
2263,24136,Medium,318,29,710,9,54,7.20
2945,19207,Medium,253,25,563,7,69,5.29
3475,27715,High,365,35,1029,14,55,8.10
3501,12062,Low,159,16,384,5,48,4.73
3541,26481,High,348,38,689,9,53,6.67
4687,23482,Medium,309,43,1221,16,62,6.51
5239,22153,Medium,291,25,514,7,66,6.18
1670,21661,Medium,285,28,760,10,58,5.85
1777,16453,Low,216,23,369,5,53,9.92
2145,28387,High,374,35,1047,14,63,7.41
2252,32541,High,428,53,1200,16,69,5.84
2614,22344,Medium,294,20,564,7,35,9.50
2641,30700,High,404,44,1114,15,48,9.54
3563,19899,Medium,262,24,718,9,67,6.14
3810,15991,Low,210,19,288,4,62,5.03
4612,15336,Low,202,20,362,5,49,9.16
2068,33155,High,436,42,1206,16,64,10.01
2096,16553,Low,218,22,685,9,55,7.56
2445,34408,High,453,54,1342,18,51,7.54
2446,31324,High,412,45,882,12,52,8.19
2650,23438,Medium,308,23,925,12,72,7.49
3564,32959,High,434,47,1255,17,50,8.16
5130,28256,High,372,35,1121,15,63,9.64
5131,30645,High,403,53,1312,17,53,7.33
5649,29354,High,386,46,1242,16,51,6.98
1844,35423,High,466,38,1578,21,53,8.55
1921,27002,High,355,32,897,12,78,5.33
1977,38565,High,507,61,1735,23,57,9.40
2195,33656,High,443,68,1470,19,46,7.54
2518,31095,High,409,45,1410,19,57,6.01
3236,37002,High,487,52,1607,21,60,7.65
3266,31920,High,420,46,1254,17,55,7.46
3830,21414,Medium,282,21,500,7,52,5.72
5012,22647,Medium,298,26,388,5,55,11.18
5142,34361,High,452,46,1433,19,59,9.76
5414,30418,High,400,37,1010,13,70,6.19
1644,21810,Medium,287,23,622,8,52,5.50
1794,22955,Medium,302,29,631,8,55,7.21
1887,24487,Medium,322,27,806,11,63,6.15
2169,23262,Medium,306,32,568,7,55,9.94
2185,19885,Medium,262,29,584,8,51,9.17
2255,21693,Medium,285,22,600,8,70,5.54
2481,13146,Low,173,12,287,4,74,8.43
2528,17410,Low,229,19,397,5,38,6.25
2535,19873,Medium,261,23,455,6,66,4.35
3412,10924,Low,144,11,302,4,62,3.95
3634,11371,Low,150,12,187,2,62,12.16
2023,21602,Medium,284,36,663,9,58,5.97
2205,23909,Medium,315,31,784,10,51,10.06
2334,19981,Medium,263,26,607,8,50,8.03
2340,26169,High,344,34,732,10,74,5.01
2519,28094,High,370,37,813,11,66,6.65
1529,30023,High,395,38,996,13,51,9.54
2888,20628,Medium,271,30,667,9,66,5.02
4404,15256,Low,201,18,492,6,63,6.11
5200,25908,Medium,341,43,991,13,56,7.95
1537,16483,Medium,217,15,400,5,53,5.15
1591,26046,High,343,33,957,13,51,12.29
1823,25791,Medium,339,31,715,9,54,5.11
1850,23264,Medium,306,30,742,10,56,9.15
1886,29898,High,393,43,1152,15,56,9.28
2574,20960,Medium,276,25,619,8,70,8.71
3633,20860,Medium,274,25,527,7,73,4.09
5358,14449,Low,190,19,358,5,59,5.64
5469,21395,Medium,282,30,563,7,53,4.55
5888,17354,Low,228,27,810,11,47,7.39
1607,17671,Medium,233,19,442,6,61,5.58
1640,23304,Medium,307,35,714,9,61,5.42
1684,13074,Low,172,9,325,4,59,4.81
1769,22890,Medium,301,24,628,8,65,5.23
1792,14339,Low,189,14,341,4,75,20.78
2049,34140,High,449,40,1047,14,64,5.03
2129,13977,Low,184,15,441,6,69,6.44
2230,24155,Medium,318,26,582,8,66,3.58
4348,18037,Medium,237,24,482,6,53,4.19
5470,13092,Low,172,12,326,4,76,4.78
1736,22188,Medium,292,23,719,9,62,5.01
1741,23653,Medium,311,22,594,8,63,5.34
1860,31014,High,408,38,977,13,56,6.39
2041,12419,Low,163,10,324,4,72,6.55
2555,19038,Medium,250,29,772,10,36,8.97
3802,31591,High,416,43,1073,14,79,7.51
5039,25684,Medium,338,28,715,9,47,6.07
5436,21817,Medium,287,35,947,12,49,10.18
5450,19675,Medium,259,20,236,3,58,6.91
5795,19450,Medium,256,19,455,6,54,7.15
1715,16828,Medium,221,18,423,6,58,5.33
1890,26041,High,343,27,546,7,47,13.54
2272,12917,Low,170,13,281,4,58,5.20
2419,28168,High,371,31,1008,13,62,6.24
2460,18037,Medium,237,20,489,6,52,7.70
2514,11692,Low,154,9,252,3,72,5.83
2560,29013,High,382,28,725,10,64,5.55
2791,16050,Low,211,14,445,6,73,5.67
2931,17204,Low,226,16,406,5,65,7.63
3843,12859,Low,169,11,304,4,56,6.69
4378,12711,Low,167,9,221,3,54,8.00
1807,27394,High,360,32,902,12,42,10.07
1869,33561,High,442,45,1205,16,65,5.97
2040,25903,Medium,341,25,717,9,67,7.18
2841,24968,Medium,329,28,766,10,75,6.95
2871,23066,Medium,303,27,839,11,41,6.10
3422,25968,Medium,342,31,923,12,58,11.22
4456,23306,Medium,307,26,757,10,70,7.55
5047,16512,Medium,217,15,455,6,63,7.83
5340,20328,Medium,267,23,743,10,37,9.94
5944,19420,Medium,256,26,775,10,63,5.11
844,22469,Medium,296,27,480,6,51,5.72
852,16953,Low,223,15,401,5,65,6.31
1003,19619,Medium,258,24,521,7,51,6.20
1307,23264,Medium,306,29,559,7,54,8.15
1386,11931,Low,157,12,272,4,42,4.84
1548,7955,Low,105,6,174,2,88,5.83
2956,39574,High,521,51,1289,17,59,6.59
4323,13428,Low,177,10,299,4,62,9.01
4699,8318,Low,109,6,145,2,94,6.38
786,22199,Medium,292,27,509,7,50,6.91
1420,37915,High,499,39,1290,17,35,10.06
1553,39916,High,525,47,1396,18,60,6.45
1814,32074,High,422,36,1001,13,43,8.57
1848,32575,High,429,44,1112,15,56,7.27
1898,20007,Medium,263,24,588,8,28,7.70
4405,18870,Medium,248,18,421,6,62,14.93
5352,24763,Medium,326,34,869,11,58,4.71
5442,21971,Medium,289,21,668,9,46,8.61
1401,53703,High,707,82,1945,26,61,6.33
1596,22859,Medium,301,22,617,8,47,6.18
1779,25240,Medium,332,24,869,11,27,9.14
2215,34957,High,460,43,1176,15,43,8.69
3400,32319,High,425,39,840,11,52,9.59
3790,20793,Medium,274,27,658,9,63,5.80
4286,21609,Medium,284,23,528,7,51,8.27
4531,25395,Medium,334,31,426,6,40,8.62
1256,24737,Medium,325,19,573,8,71,7.58
1497,19421,Medium,256,15,483,6,59,6.58
1556,43695,High,575,53,1728,23,54,8.05
3601,25112,Medium,330,28,59,1,46,10.23
4049,27603,High,363,21,717,9,56,9.58
4529,28501,High,375,40,994,13,52,7.32
5486,19977,Medium,263,19,758,10,38,10.34
5965,20398,Medium,268,18,686,9,54,8.05
1933,25371,Medium,334,24,816,11,59,6.99
1998,38856,High,511,54,1552,20,49,6.29
2204,33270,High,438,36,1083,14,53,7.58
2816,37128,High,489,50,1394,18,45,7.97
3725,38094,High,501,48,1571,21,57,6.32
5402,19807,Medium,261,19,695,9,45,7.71
5617,22804,Medium,300,24,908,12,33,7.99
1681,31515,High,415,43,1144,15,56,6.37
1737,28437,High,374,40,1030,14,45,8.19
1892,37691,High,496,45,1356,18,49,7.36
1897,31295,High,412,33,977,13,58,6.94
1938,35836,High,472,28,1047,14,64,7.13
2815,29171,High,384,32,933,12,60,5.20
3004,33654,High,443,29,1070,14,56,7.09
5485,31163,High,410,31,1387,18,44,9.18
1228,27652,High,364,27,791,10,70,4.91
1404,32236,High,424,48,1074,14,59,6.10
1489,29492,High,388,42,1148,15,68,6.26
1668,29194,High,384,29,822,11,56,5.95
1735,36322,High,478,47,1281,17,66,5.44
3891,24990,Medium,329,22,447,6,61,8.27
3893,17452,Low,230,14,340,4,56,7.39
5199,21020,Medium,277,20,450,6,56,6.00
5276,25166,Medium,331,30,807,11,46,7.85
1211,6772,Low,89,4,102,1,67,3.92
1377,27419,High,361,30,751,10,59,6.76
1413,31055,High,409,44,912,12,51,4.30
1531,21538,Medium,283,16,417,5,39,8.01
3434,16543,Low,218,17,415,5,43,4.63
3597,16261,Low,214,16,353,5,61,9.37
4641,27559,High,363,37,656,9,59,7.90
5060,35593,High,468,47,1014,13,52,3.94
254,9237,Low,122,9,211,3,53,5.17
422,8907,Low,117,7,187,2,42,10.28
481,18900,Medium,249,17,414,5,38,5.27
550,6332,Low,83,4,139,2,50,3.72
612,11891,Low,156,10,215,3,31,11.58
798,6466,Low,85,6,113,1,78,3.80
1093,8584,Low,113,7,214,3,59,5.27
1734,20181,Medium,266,19,627,8,19,7.98
2491,13960,Low,184,12,397,5,75,5.32
2934,8367,Low,110,8,139,2,75,8.55
3255,14353,Low,189,15,393,5,50,4.79
5403,15007,Low,197,15,342,5,63,9.90
200,17370,Low,229,18,396,5,50,10.40
334,7242,Low,95,5,130,2,100,7.96
343,14562,Low,192,13,347,5,83,5.44
480,4339,Low,57,2,70,1,17,5.00
609,18723,Medium,246,15,390,5,70,7.92
1451,5122,Low,67,3,97,1,64,3.94
1454,30907,High,407,33,839,11,75,6.55
1602,21673,Medium,285,25,768,10,51,7.86
1690,22258,Medium,293,16,480,6,46,10.84
2728,18238,Medium,240,14,315,4,52,9.21
3210,18401,Medium,242,18,386,5,27,11.94
3602,20067,Medium,264,17,452,6,44,8.13
199,12432,Low,164,9,213,3,81,6.00
197,14293,Low,188,10,313,4,58,5.89
603,22195,Medium,292,22,569,7,76,6.10
1028,15209,Low,200,12,309,4,17,6.95
1125,37565,High,494,55,1214,16,38,5.87
1323,10934,Low,144,8,263,3,24,10.20
1421,19058,Medium,251,23,525,7,65,4.88
1713,10663,Low,140,6,234,3,42,5.65
3459,15214,Low,200,12,325,4,20,7.39
3460,26368,High,347,30,807,11,33,8.22
5157,16238,Low,214,21,414,5,52,7.05
633,10386,Low,137,9,216,3,50,7.04
636,11205,Low,147,11,190,3,48,9.44
775,17705,Medium,233,14,441,6,57,7.94
792,3702,Low,49,2,82,1,50,3.13
796,20573,Medium,271,20,540,7,57,4.43
830,6295,Low,83,4,158,2,8,9.95
891,18927,Medium,249,17,403,5,88,4.70
957,5599,Low,74,4,125,2,80,10.38
2231,24510,Medium,322,23,698,9,79,4.59
4511,16614,Low,219,15,409,5,74,5.11
5399,15575,Low,205,13,320,4,39,4.88
1191,19388,Medium,255,19,490,6,62,6.25
1287,28355,High,373,32,717,9,48,9.23
1288,17092,Low,225,16,350,5,51,8.39
1579,11964,Low,157,9,58,1,50,10.32
2137,24602,Medium,324,30,95,1,34,11.92
2256,17051,Low,224,10,382,5,52,8.17
2845,14025,Low,185,8,283,4,73,4.09
3182,15468,Low,204,16,475,6,21,8.15
3612,14737,Low,194,10,268,4,48,7.58
5346,17755,Medium,234,21,420,6,53,5.67
1614,15577,Low,205,13,417,5,62,7.79
1751,19118,Medium,252,24,512,7,56,9.90
1816,15093,Low,199,14,358,5,68,7.42
1953,13684,Low,180,9,217,3,70,7.32
2058,20689,Medium,272,22,513,7,34,9.64
4250,32370,High,426,51,1494,20,47,12.50
4484,28175,High,371,32,656,9,55,17.66
5118,27760,High,365,31,637,8,43,10.02
5254,41622,High,548,52,1327,17,58,6.24
5292,21661,Medium,285,17,429,6,46,12.18
1132,24980,Medium,329,22,583,8,75,4.96
1498,31183,High,410,46,1014,13,67,4.79
1558,14214,Low,187,9,258,3,39,11.50
1842,31654,High,416,31,788,10,57,8.95
2704,15266,Low,201,15,290,4,61,6.33
3304,14700,Low,193,15,292,4,50,6.00
3305,13932,Low,183,12,271,4,62,7.30
3658,17796,Medium,234,14,457,6,31,7.00
5320,20708,Medium,272,22,495,7,70,7.33
1237,23893,Medium,314,22,533,7,72,7.92
1321,24912,Medium,328,26,644,8,76,5.24
1372,23227,Medium,306,23,201,3,50,8.08
1664,24397,Medium,321,21,619,8,62,7.95
2247,34429,High,453,52,1223,16,34,7.66
2836,29261,High,385,39,898,12,48,8.89
3889,30609,High,403,57,1260,17,58,6.45
4458,29638,High,390,44,842,11,44,9.16
4499,18726,Medium,246,16,362,5,61,7.14
4564,17816,Medium,234,19,378,5,50,5.23
5046,30045,High,395,32,821,11,49,8.83
5743,26876,High,354,25,703,9,50,6.61
1197,21540,Medium,283,19,533,7,58,7.21
1354,19564,Medium,257,14,403,5,59,6.57
1379,24888,Medium,327,29,715,9,51,7.29
1502,17563,Low,231,16,300,4,56,5.95
1527,24702,Medium,325,26,269,4,59,4.79
1641,15395,Low,203,11,297,4,27,5.14
1950,11213,Low,148,7,248,3,71,3.98
2000,14168,Low,186,13,430,6,49,8.75
2730,11133,Low,146,9,171,2,53,8.50
4459,13682,Low,180,13,217,3,83,3.80
5851,21218,Medium,279,25,566,7,73,5.98
1236,23448,Medium,309,17,437,6,57,14.71
1298,29489,High,388,27,670,9,71,6.74
1300,28680,High,377,28,640,8,76,5.61
1355,25784,Medium,339,26,612,8,61,8.84
1661,17519,Low,231,16,380,5,46,7.80
3701,11336,Low,149,7,154,2,38,6.83
3825,13355,Low,176,14,235,3,65,9.05
3864,21262,Medium,280,22,421,6,71,4.88
7009,13892,Low,183,12,283,4,78,4.92
7179,20236,Medium,266,20,498,7,65,6.27
7238,5331,Low,70,5,143,2,83,4.17
948,28809,High,379,29,736,10,59,6.73
1039,25598,Medium,337,23,661,9,66,6.50
1060,23592,Medium,310,23,540,7,67,7.03
1064,20648,Medium,272,18,450,6,76,5.68
1096,17729,Medium,233,17,403,5,45,6.12
1131,11456,Low,151,11,257,3,74,11.17
1290,25152,Medium,331,24,524,7,75,5.08
1337,20458,Medium,269,17,447,6,72,7.85
1662,28301,High,372,25,707,9,59,6.96
4224,22331,Medium,294,25,438,6,64,5.81
4410,19734,Medium,260,20,420,6,62,6.83
1034,28112,High,370,23,655,9,58,6.17
1209,25780,Medium,339,30,568,7,49,6.31
1385,24769,Medium,326,24,695,9,38,9.83
1464,27039,High,356,30,716,9,20,12.39
4274,34208,High,450,36,879,12,71,5.74
4594,13504,Low,178,10,279,4,44,9.08
5085,25507,Medium,336,26,648,9,57,9.78
5298,15414,Low,203,11,332,4,59,8.56
5481,20886,Medium,275,21,406,5,31,9.54
5745,28570,High,376,36,768,10,62,7.81
1027,25324,Medium,333,25,668,9,44,6.89
1133,21297,Medium,280,22,441,6,67,8.30
1156,39611,High,521,53,1272,17,61,7.21
1821,20113,Medium,265,17,555,7,47,12.10
2005,35037,High,461,35,880,12,64,7.69
2134,29791,High,392,29,583,8,62,8.90
4574,39551,High,520,58,1322,17,58,7.60
5747,20391,Medium,268,23,480,6,64,9.11
5879,26181,High,344,36,872,11,50,7.84
1322,23134,Medium,304,22,522,7,68,6.40
1552,24276,Medium,319,21,576,8,50,5.82
1613,19323,Medium,254,12,471,6,50,7.47
1849,21406,Medium,282,19,525,7,10,9.57
2472,30273,High,398,37,897,12,63,7.67
2793,32470,High,427,43,901,12,52,7.08
3503,20829,Medium,274,20,502,7,55,9.44
3626,28513,High,375,28,648,9,51,6.58
4477,22681,Medium,298,28,98,1,57,7.11
6789,20948,Medium,276,23,470,6,66,5.01
1010,18369,Medium,242,12,363,5,56,13.28
1097,28126,High,370,33,712,9,78,6.11
1255,16815,Low,221,12,340,4,77,7.47
1452,26935,High,354,41,715,9,63,5.03
1666,18593,Medium,245,19,433,6,41,9.46
2908,7942,Low,105,6,131,2,79,8.07
3371,18786,Medium,247,15,378,5,63,9.27
3700,32535,High,428,41,1064,14,31,10.31
5063,31132,High,410,37,971,13,63,5.71
877,28576,High,376,29,271,4,52,15.09
198,10029,Low,132,8,226,3,74,3.89
213,16865,Low,222,15,351,5,83,5.50
224,17668,Medium,232,16,475,6,53,6.84
317,10166,Low,134,8,241,3,63,5.06
435,19976,Medium,263,21,532,7,21,5.48
436,10624,Low,140,12,260,3,63,6.21
454,7846,Low,103,5,163,2,100,10.92
506,6084,Low,80,7,138,2,100,2.86
936,25297,Medium,333,28,587,8,77,6.61
1395,14669,Low,193,10,278,4,79,9.74
4259,6264,Low,82,5,157,2,50,5.13
15,18294,Medium,241,15,440,6,74,6.02
32,7768,Low,102,4,105,1,17,6.43
56,8829,Low,116,6,137,2,43,7.36
379,19463,Medium,256,21,456,6,74,4.25
444,27231,High,358,26,633,8,59,6.66
837,3917,Low,52,2,103,1,60,4.42
871,3760,Low,49,2,90,1,75,5.30
1009,21292,Medium,280,22,462,6,73,4.79
2175,12566,Low,165,13,286,4,52,8.72
2221,36189,High,476,41,934,12,38,6.33
2702,22855,Medium,301,29,570,8,74,5.03
4381,25374,Medium,334,26,575,8,51,10.17
19,30379,High,400,23,701,9,59,4.81
30,13598,Low,179,12,251,3,57,7.17
37,25157,Medium,331,23,603,8,51,7.10
69,30156,High,397,31,763,10,52,7.35
82,12395,Low,163,11,248,3,71,7.60
9,20540,Medium,270,21,422,6,42,8.38
95,18556,Medium,244,15,418,6,68,5.62
122,15295,Low,201,17,446,6,53,5.97
152,16373,Low,215,13,376,5,59,4.44
188,29915,High,394,27,531,7,68,4.97
337,7403,Low,97,9,158,2,91,5.04
21,18034,Medium,237,16,312,4,41,6.99
29,30190,High,397,31,760,10,39,9.31
44,6119,Low,81,5,116,2,45,5.12
65,13753,Low,181,11,273,4,43,10.62
89,15407,Low,203,11,365,5,81,3.95
101,24550,Medium,323,25,494,7,51,6.42
219,22999,Medium,303,25,621,8,67,4.61
354,8475,Low,112,9,175,2,50,4.17
357,7332,Low,96,6,162,2,36,8.50
815,13185,Low,173,14,231,3,42,5.04
895,4336,Low,57,2,109,1,60,7.11
5477,18200,Medium,239,20,487,6,75,3.61
60,19242,Medium,253,17,494,7,73,6.08
145,8675,Low,114,8,181,2,76,5.11
243,34032,High,448,40,934,12,56,7.83
648,33139,High,436,43,1100,14,69,5.69
1021,15974,Low,210,13,309,4,32,9.42
1161,30767,High,405,35,991,13,50,6.31
1188,23049,Medium,303,24,804,11,50,6.25
1265,11167,Low,147,6,260,3,40,5.85
2600,29509,High,388,36,1035,14,66,5.96
2616,39830,High,524,42,1183,16,50,8.07
5313,31679,High,417,45,860,11,53,6.40
5927,20980,Medium,276,18,677,9,30,11.52
99,12913,Low,170,11,304,4,52,7.11
172,26401,High,347,28,705,9,62,6.66
295,17335,Low,228,22,441,6,62,5.12
313,22584,Medium,297,19,539,7,79,5.46
805,29329,High,386,35,833,11,65,5.09
1177,40891,High,538,52,1430,19,45,11.11
1514,45400,High,597,65,1483,20,56,6.88
2213,29152,High,384,29,812,11,65,6.22
2694,27372,High,360,30,847,11,51,8.05
3061,14331,Low,189,12,360,5,24,13.51
5150,34797,High,458,36,963,13,37,10.98
201,25723,Medium,338,24,661,9,43,10.10
253,15705,Low,207,13,309,4,21,7.40
256,35687,High,470,45,1171,15,62,5.43
328,22398,Medium,295,28,658,9,56,4.00
361,20501,Medium,270,20,482,6,28,7.96
1071,23453,Medium,309,16,544,7,46,6.51
1418,29439,High,387,30,992,13,51,10.64
1761,14339,Low,189,11,333,4,59,9.51
4695,18815,Medium,248,20,528,7,71,7.38
14,18873,Medium,248,16,380,5,67,7.32
27,9594,Low,126,8,143,2,79,3.73
46,20720,Medium,273,21,396,5,61,5.26
78,14227,Low,187,12,345,5,96,4.30
86,16312,Low,215,12,284,4,58,5.58
88,11721,Low,154,9,219,3,61,4.50
138,20739,Medium,273,18,379,5,46,9.24
166,7305,Low,96,7,168,2,53,6.62
173,9690,Low,128,5,138,2,64,7.92
179,19474,Medium,256,18,415,5,62,8.03
250,8610,Low,113,8,192,3,55,7.03
845,4509,Low,59,2,105,1,59,6.97
25,12725,Low,167,8,271,4,56,4.38
40,17460,Low,230,15,374,5,43,9.54
51,10398,Low,137,10,194,3,56,7.50
80,21301,Medium,280,22,464,6,83,5.60
159,26781,High,352,25,529,7,56,8.98
189,15703,Low,207,12,307,4,70,4.61
203,6418,Low,84,4,139,2,60,6.90
363,11645,Low,153,10,215,3,91,4.72
451,22734,Medium,299,24,430,6,58,7.96
783,5129,Low,67,3,115,2,67,7.53
820,12219,Low,161,10,178,2,67,4.21
109,9116,Low,120,7,177,2,50,4.56
135,11704,Low,154,9,247,3,31,8.11
195,13203,Low,174,11,311,4,64,5.61
234,31828,High,419,36,954,13,36,7.48
325,11237,Low,148,8,175,2,92,4.34
560,19780,Medium,260,17,505,7,26,9.37
801,12577,Low,165,9,239,3,78,10.41
834,6157,Low,81,3,126,2,38,8.33
1120,28217,High,371,30,685,9,55,7.53
2857,36657,High,482,42,937,12,42,9.49
2994,15944,Low,210,10,290,4,62,6.68
20,11328,Low,149,10,253,3,69,4.16
61,21238,Medium,279,28,394,5,41,8.62
96,15650,Low,206,14,360,5,69,8.24
184,33697,High,443,41,857,11,50,6.73
319,25723,Medium,338,23,653,9,47,9.76
326,3636,Low,48,2,42,1,50,6.80
573,29702,High,391,34,686,9,40,7.31
1014,32372,High,426,29,768,10,69,6.15
1094,15216,Low,200,11,356,5,46,6.45
2856,10706,Low,141,11,257,3,100,4.28
4553,20843,Medium,274,12,394,5,60,10.89
4590,23012,Medium,303,34,614,8,57,6.31
486,11739,Low,154,13,240,3,54,6.41
577,39723,High,523,49,1011,13,69,6.12
1151,19997,Medium,263,17,514,7,58,9.86
1599,26214,High,345,38,895,12,77,6.41
1691,19056,Medium,251,19,432,6,55,7.77
2490,16609,Medium,219,18,387,5,47,13.27
2855,27959,High,368,38,669,9,47,8.34
2955,19797,Medium,260,19,497,7,57,5.44
3273,34794,High,458,50,1001,13,56,6.90
4475,27790,High,366,38,564,7,53,6.08
4611,19583,Medium,258,26,481,6,69,5.40
497,19482,Medium,256,20,477,6,66,6.87
526,23123,Medium,304,28,698,9,49,9.52
1053,18442,Medium,243,14,392,5,42,6.48
3294,28726,High,378,27,977,13,69,4.95
4450,34381,High,452,45,1106,15,72,6.11
5417,19957,Medium,263,14,477,6,38,10.02
5418,26834,High,353,25,839,11,45,8.22
7290,17087,Low,225,18,459,6,47,12.99
922,21311,Medium,280,22,488,6,66,6.98
1033,18959,Medium,249,15,409,5,47,8.15
1142,13401,Low,176,9,235,3,56,7.77
1157,9996,Low,132,7,192,3,18,10.25
1160,22182,Medium,292,21,713,9,40,7.10
1180,18913,Medium,249,17,428,6,81,8.42
1327,17569,Low,231,15,415,5,64,5.46
1476,30934,High,407,34,1074,14,49,7.92
2691,23686,Medium,312,24,783,10,57,5.59
2968,7737,Low,102,6,184,2,43,3.05
7087,11375,Low,150,9,312,4,76,5.13
884,19283,Medium,254,15,401,5,65,5.85
1141,25964,Medium,342,28,713,9,74,5.11
1459,19678,Medium,259,16,470,6,44,9.97
1580,19269,Medium,254,16,28,0,17,17.71
2787,15386,Low,202,16,470,6,44,8.49
3435,25356,Medium,334,25,936,12,69,9.79
3529,16722,Low,220,13,470,6,8,14.78
5443,21603,Medium,284,19,435,6,63,6.23
5483,22578,Medium,297,28,809,11,63,5.21
828,25176,Medium,331,27,639,8,43,6.17
902,12820,Low,169,10,327,4,13,6.00
995,19092,Medium,251,16,498,7,64,10.15
996,4490,Low,59,3,94,1,67,5.25
1013,6915,Low,91,4,145,2,63,3.97
1310,20257,Medium,267,16,289,4,52,4.93
1356,14631,Low,193,11,313,4,58,8.84
1629,8952,Low,118,6,172,2,-14,15.80
1991,24115,Medium,317,29,733,10,48,6.82
4235,21066,Medium,277,23,615,8,46,6.51
4417,19097,Medium,251,17,491,6,63,6.40
143,16511,Low,217,15,404,5,69,6.01
204,14242,Low,187,10,69,1,74,5.32
282,15858,Low,209,12,377,5,50,3.98
294,11960,Low,157,13,244,3,73,4.34
430,16384,Low,216,15,378,5,75,6.53
431,19329,Medium,254,14,473,6,88,4.76
491,30892,High,406,33,870,11,67,8.66
653,23833,Medium,314,19,605,8,56,5.53
655,19322,Medium,254,18,580,8,71,7.35
736,14070,Low,185,12,323,4,68,3.31
3362,13948,Low,184,12,236,3,67,7.84
257,7490,Low,99,7,147,2,67,4.63
299,40930,High,539,54,1258,17,70,5.26
333,11775,Low,155,10,269,4,75,10.50
694,22289,Medium,293,19,514,7,48,5.34
701,26430,High,348,31,675,9,67,5.60
1263,31471,High,414,35,867,11,57,4.97
1341,23726,Medium,312,26,732,10,58,6.89
1676,14956,Low,197,16,313,4,50,5.52
3363,25840,Medium,340,26,714,9,65,7.02
5236,19728,Medium,260,17,480,6,42,5.60
5728,25609,Medium,337,32,698,9,47,7.09
445,17902,Medium,236,16,477,6,78,8.21
589,26100,High,343,24,693,9,69,6.11
709,32198,High,424,35,1017,13,62,5.19
