Store #,Dept #,Cat #,Cat Description,SAP #,SAP Description,Qty,Fixture Arrive Week 
3381,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,2,35
3382,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,7,37
3382,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,7,37
3382,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,7,37
3382,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3382,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",5,37
3382,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3382,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,7,37
3382,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,7,37
3383,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,37
3383,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,37
3383,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,37
3383,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3383,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3383,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3383,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,37
3383,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,37
3384,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,3,35
3384,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,3,35
3384,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,3,35
3384,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,2,35
3384,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",1,35
3384,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,35
3384,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,3,35
3384,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,3,35
3387,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,5,35
3387,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,5,35
3387,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,5,35
3387,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,3,35
3387,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",3,35
3387,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,35
3387,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,5,35
3387,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,5,35
3390,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,37
3390,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,37
3390,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,37
3390,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3390,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3390,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3390,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,37
3390,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,37
3391,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,7,37
3391,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,7,37
3391,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,7,37
3391,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3391,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",5,37
3391,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3391,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,7,37
3391,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,7,37
3395,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,5,39
3395,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,5,39
3395,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,5,39
3395,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,3,39
3395,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,39
3395,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",3,39
3395,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,5,39
3395,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,5,39
3397,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,4,39
3397,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,4,39
3397,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,4,39
3397,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,2,39
3397,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",1,39
3397,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",3,39
3397,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,4,39
3397,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,4,39
3402,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,37
3402,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,37
3402,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,37
3402,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3402,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3402,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3402,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,37
3402,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,37
3404,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,4,35
3404,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,4,35
3404,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,4,35
3404,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,2,35
3404,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",2,35
3404,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,35
3404,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,4,35
3404,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,4,35
3407,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,7,39
3407,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,7,39
3407,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,7,39
3407,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,39
3407,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,39
3407,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",5,39
3407,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,7,39
3407,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,7,39
3409,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,7,39
3409,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,7,39
3409,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,7,39
3409,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,39
3409,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,39
3409,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",5,39
3409,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,7,39
3409,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,7,39
3415,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,3,37
3415,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,3,37
3415,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,3,37
3415,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,2,37
3415,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",1,37
3415,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3415,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,3,37
3415,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,3,37
3417,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,5,37
3417,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,5,37
3417,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,5,37
3417,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,3,37
3417,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",3,37
3417,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3417,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,5,37
3417,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,5,37
3418,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,35
3418,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,35
3418,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,35
3418,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,3,35
3418,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,35
3418,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,35
3418,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,35
3418,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,35
3422,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,5,37
3422,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,5,37
3422,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,5,37
3422,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,3,37
3422,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",3,37
3422,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3422,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,5,37
3422,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,5,37
3425,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,7,39
3425,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,7,39
3425,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,7,39
3425,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,39
3425,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,39
3425,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",5,39
3425,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,7,39
3425,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,7,39
3427,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,1,37
3427,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,1,37
3427,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,1,37
3427,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,1,37
3427,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",1,37
3427,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,1,37
3427,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,1,37
3428,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,37
3428,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,37
3428,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,37
3428,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3428,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3428,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3428,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,37
3428,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,37
3429,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,5,39
3429,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,5,39
3429,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,5,39
3429,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,3,39
3429,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,39
3429,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",3,39
3429,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,5,39
3429,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,5,39
3430,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,37
3430,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,37
3430,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,37
3430,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3430,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3430,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3430,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,37
3430,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,37
3435,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,39
3435,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,39
3435,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,39
3435,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,39
3435,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,39
3435,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,39
3435,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,39
3435,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,39
3436,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,35
3436,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,35
3436,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,35
3436,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,35
3436,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,35
3436,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,35
3436,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,35
3436,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,35
3445,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,37
3445,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,37
3445,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,37
3445,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3445,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3445,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3445,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,37
3445,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,37
3447,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,37
3447,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,37
3447,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,37
3447,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3447,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3447,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3447,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,37
3447,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,37
3453,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,7,37
3453,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,7,37
3453,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,7,37
3453,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3453,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3453,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",3,37
3453,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,7,37
3453,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,7,37
3455,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,5,35
3455,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,5,35
3455,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,5,35
3455,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,3,35
3455,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",3,35
3455,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,35
3455,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,5,35
3455,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,5,35
3460,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,37
3460,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,37
3460,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,37
3460,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3460,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3460,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3460,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,37
3460,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,37
3464,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,7,37
3464,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,7,37
3464,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,7,37
3464,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3464,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3464,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",3,37
3464,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,7,37
3464,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,7,37
3465,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,37
3465,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,37
3465,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,37
3465,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,3,37
3465,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3465,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,37
3465,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,37
3465,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,37
3472,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,6,35
3472,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,6,35
3472,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,6,35
3472,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,3,35
3472,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,35
3472,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,35
3472,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,6,35
3472,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,6,35
3474,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,7,37
3474,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,7,37
3474,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,7,37
3474,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,37
3474,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",4,37
3474,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",3,37
3474,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,7,37
3474,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE SHELF KIT,7,37
3475,87,246,Prepaid Phones,100683781,PRE-PAID WIRELESS GRAPHIC WEDGE FIXTURE,7,35
3475,87,246,Prepaid Phones,100683782,PRE-PAID WIRELESS CARD POCKET FIXTURE,7,35
3475,87,246,Prepaid Phones,100683783,PRE-PAID WIRELESS LED HEADER FIXTURE,7,35
3475,87,246,Prepaid Phones,100683784,PRE-PAID WIRELESS LED HEADER AC ADAPTER,4,35
3475,87,246,Prepaid Phones,100682433,"34"" BLACK LOCKING GLASS CASE STARTER 48X",2,35
3475,87,246,Prepaid Phones,100682434,"34"" BLACK LOCKING GLASS CASE ADD-ON 48X1",5,35
3475,87,246,Prepaid Phones,100653373,MISCELLANEOUS PLASTIC/WIRE PUSHER KIT,7,35
