Market,Region,Store Nbr,Tier,Details
350,44,1043,Tier 2,GM Pause
549,72,6398,Tier 2,GM Pause
297,26,4484,Tier 2,GM Pause
321,42,55,Tier 2,GM Pause
577,17,5077,Tier 2,GM Pause
466,57,4171,Tier 2,GM Pause
484,57,5954,Tier 2,GM Pause
503,6,364,Tier 2,GM Pause
544,72,3424,Tier 2,GM Pause
321,42,66,Tier 2,GM Pause
93,3,1081,Tier 2,GM Pause
129,13,3483,Tier 2,GM Pause
499,59,6586,Tier 2,GM Pause
557,61,4706,Tier 2,GM Pause
492,72,6876,Tier 2,GM Pause
223,21,3641,Tier 2,GM Pause
544,72,4580,Tier 2,GM Pause
88,46,5713,Tier 2,GM Pause
559,72,5741,Tier 2,GM Pause
21,2,1121,Tier 2,GM Pause
140,13,1710,Tier 2,GM Pause
309,26,1452,Tier 2,GM Pause
458,57,2291,Tier 2,GM Pause
495,59,5645,Tier 2,GM Pause
345,44,41,Tier 2,GM Pause
308,26,6789,Tier 2,GM Pause
566,59,5148,Tier 2,GM Pause
41,4,1339,Tier 2,GM Pause
280,75,2551,Tier 2,GM Pause
296,26,1191,Tier 2,GM Pause
35,2,3191,Tier 2,GM Pause
259,41,1478,Tier 2,GM Pause
403,54,3568,Tier 2,GM Pause
200,19,3328,Tier 2,GM Pause
36,4,628,Tier 2,GM Pause
204,19,1432,Tier 2,GM Pause
114,9,547,Tier 2,GM Pause
432,47,1965,Tier 2,GM Pause
42,4,1603,Tier 2,GM Pause
289,75,5922,Tier 2,GM Pause
326,42,2575,Tier 2,GM Pause
83,5,280,Tier 2,GM Pause
497,59,3724,Tier 2,GM Pause
176,17,3912,Tier 2,GM Pause
98,3,5054,Tier 2,GM Pause
526,64,5726,Tier 2,GM Pause
494,59,4607,Tier 2,GM Pause
410,44,42,Tier 2,GM Pause
118,9,2237,Tier 2,GM Pause
115,9,2459,Tier 2,GM Pause
471,60,2594,Tier 2,GM Pause
562,64,4468,Tier 2,GM Pause
305,4,5085,Tier 2,GM Pause
360,40,2994,Tier 2,GM Pause
118,9,811,Tier 2,GM Pause
372,46,2767,Tier 2,GM Pause
120,2,3660,Tier 2,GM Pause
320,75,1653,Tier 2,GM Pause
203,19,1423,Tier 2,GM Pause
448,57,5162,Tier 2,GM Pause
45,5,2688,Tier 2,GM Pause
471,60,3053,Tier 2,GM Pause
325,42,318,Tier 2,GM Pause
165,22,3422,Tier 2,GM Pause
114,9,718,Tier 2,GM Pause
580,25,1783,Tier 2,GM Pause
61,6,1405,Tier 2,GM Pause
440,53,2271,Tier 2,GM Pause
84,6,4194,Tier 2,GM Pause
582,54,1768,Tier 2,GM Pause
120,2,1215,Tier 2,GM Pause
123,2,680,Tier 2,GM Pause
287,75,2795,Tier 2,GM Pause
247,21,1566,Tier 2,GM Pause
204,19,2619,Tier 2,GM Pause
62,6,872,Tier 2,GM Pause
488,72,4560,Tier 2,GM Pause
162,17,2854,Tier 2,GM Pause
269,25,1668,Tier 2,GM Pause
504,64,2995,Tier 2,GM Pause
19,2,5709,Tier 2,GM Pause
364,46,1230,Tier 2,GM Pause
537,72,2744,Tier 2,GM Pause
284,75,5384,Tier 2,GM Pause
187,17,1946,Tier 2,GM Pause
559,72,5265,Tier 2,GM Pause
485,59,4626,Tier 2,GM Pause
279,25,5399,Tier 2,GM Pause
499,59,6962,Tier 2,GM Pause
3,14,316,Tier 2,GM Pause
222,21,1433,Tier 2,GM Pause
91,9,5871,Tier 2,GM Pause
545,72,4210,Tier 2,GM Pause
173,17,2954,Tier 2,GM Pause
442,53,910,Tier 2,GM Pause
315,75,2565,Tier 2,GM Pause
141,13,501,Tier 2,GM Pause
191,17,1831,Tier 2,GM Pause
233,22,2205,Tier 2,GM Pause
208,20,2541,Tier 2,GM Pause
550,61,4757,Tier 2,GM Pause
380,47,5049,Tier 2,GM Pause
284,75,5039,Tier 2,GM Pause
200,19,2567,Tier 2,GM Pause
502,59,3330,Tier 2,GM Pause
162,17,1980,Tier 2,GM Pause
194,17,2159,Tier 1,ISA On in Total Store
120,2,5251,Tier 2,GM Pause
345,44,576,Tier 2,GM Pause
253,41,431,Tier 2,GM Pause
811,29,2449,Tier 2,GM Pause
509,59,3603,Tier 2,GM Pause
344,44,564,Tier 2,GM Pause
3,14,3386,Tier 2,GM Pause
362,40,1691,Tier 2,GM Pause
60,6,1137,Tier 2,GM Pause
206,19,4660,Tier 2,GM Pause
401,54,1699,Tier 2,GM Pause
475,60,3380,Tier 2,GM Pause
464,57,5930,Tier 2,GM Pause
273,25,550,Tier 2,GM Pause
526,64,3512,Tier 2,GM Pause
227,20,1739,Tier 2,GM Pause
510,61,7320,Tier 2,GM Pause
157,16,3535,Tier 2,GM Pause
411,47,1802,Tier 2,GM Pause
425,53,1020,Tier 2,GM Pause
507,64,3508,Tier 2,GM Pause
559,72,5846,Tier 2,GM Pause
10,14,809,Tier 2,GM Pause
268,25,1897,Tier 2,GM Pause
60,6,522,Tier 2,GM Pause
439,53,2986,Tier 2,GM Pause
74,5,1078,Tier 2,GM Pause
162,17,2170,Tier 1,ISA On in Total Store
455,56,3712,Tier 2,GM Pause
85,6,1150,Tier 2,GM Pause
191,17,2166,Tier 2,GM Pause
410,44,5307,Tier 2,GM Pause
550,61,5627,Tier 2,GM Pause
526,64,4676,Tier 2,GM Pause
449,57,5632,Tier 2,GM Pause
273,25,612,Tier 2,GM Pause
112,9,4681,Tier 2,GM Pause
93,3,960,Tier 2,GM Pause
233,22,2023,Tier 2,GM Pause
549,72,2944,Tier 2,GM Pause
533,64,3202,Tier 2,GM Pause
365,57,1370,Tier 2,GM Pause
1,14,4333,Tier 2,GM Pause
463,57,1915,Tier 1,ISA On in Total Store
164,17,1959,Tier 2,GM Pause
180,16,1868,Tier 2,GM Pause
582,54,2511,Tier 2,GM Pause
143,13,1260,Tier 2,GM Pause
71,46,861,Tier 2,GM Pause
481,61,5604,Tier 2,GM Pause
411,47,484,Tier 2,GM Pause
430,54,4865,Tier 2,GM Pause
461,57,1747,Tier 2,GM Pause
4,12,105,Tier 2,GM Pause
497,59,4445,Tier 2,GM Pause
257,41,689,Tier 2,GM Pause
26,2,3403,Tier 2,GM Pause
170,22,2068,Tier 2,GM Pause
508,75,1981,Tier 2,GM Pause
360,40,195,Tier 2,GM Pause
289,75,1688,Tier 2,GM Pause
296,26,2845,Tier 2,GM Pause
203,19,2618,Tier 1,ISA On in Total Store
504,64,3287,Tier 2,GM Pause
361,40,4590,Tier 2,GM Pause
202,19,1593,Tier 2,GM Pause
537,72,5790,Tier 2,GM Pause
490,61,3083,Tier 2,GM Pause
356,44,324,Tier 2,GM Pause
304,4,948,Tier 2,GM Pause
183,16,1749,Tier 2,GM Pause
146,41,677,Tier 2,GM Pause
146,41,97,Tier 2,GM Pause
248,21,1709,Tier 2,GM Pause
129,13,961,Tier 2,GM Pause
61,6,808,Tier 2,GM Pause
280,75,1674,Tier 2,GM Pause
36,4,632,Tier 2,GM Pause
58,64,6578,Tier 2,GM Pause
291,75,2520,Tier 2,GM Pause
562,64,3579,Tier 2,GM Pause
427,54,3648,Tier 2,GM Pause
294,2,1217,Tier 2,GM Pause
208,20,1883,Tier 2,GM Pause
287,75,1523,Tier 2,GM Pause
566,59,7342,Tier 2,GM Pause
3,14,300,Tier 2,GM Pause
112,9,1482,Tier 1,ISA On in Total Store
548,72,5654,Tier 2,GM Pause
151,12,667,Tier 2,GM Pause
27,3,7245,Tier 2,GM Pause
173,17,3548,Tier 2,GM Pause
451,56,5751,Tier 2,GM Pause
425,53,882,Tier 2,GM Pause
549,72,5818,Tier 2,GM Pause
23,2,1181,Tier 2,GM Pause
335,40,122,Tier 2,GM Pause
102,72,3066,Tier 2,GM Pause
444,53,1276,Tier 2,GM Pause
291,75,3588,Tier 2,GM Pause
64,6,3296,Tier 2,GM Pause
554,59,2699,Tier 2,GM Pause
325,42,52,Tier 2,GM Pause
44,5,3284,Tier 2,GM Pause
131,13,5056,Tier 2,GM Pause
528,64,6159,Tier 2,GM Pause
533,64,5863,Tier 2,GM Pause
504,64,4104,Tier 2,GM Pause
207,19,5385,Tier 2,GM Pause
16,3,4200,Tier 2,GM Pause
357,40,86,Tier 2,GM Pause
25,2,520,Tier 2,GM Pause
160,16,1906,Tier 2,GM Pause
52,5,4627,Tier 2,GM Pause
192,17,1731,Tier 2,GM Pause
53,5,217,Tier 2,GM Pause
545,72,5740,Tier 2,GM Pause
447,57,1989,Tier 2,GM Pause
361,40,1094,Tier 2,GM Pause
253,41,143,Tier 2,GM Pause
45,5,6467,Tier 2,GM Pause
328,42,157,Tier 2,GM Pause
115,9,5264,Tier 2,GM Pause
494,59,4413,Tier 2,GM Pause
257,41,569,Tier 2,GM Pause
457,56,1575,Tier 2,GM Pause
263,53,3837,Tier 2,GM Pause
463,57,1859,Tier 2,GM Pause
306,4,1821,Tier 2,GM Pause
248,21,2819,Tier 2,GM Pause
107,9,1436,Tier 2,GM Pause
235,20,2420,Tier 2,GM Pause
187,17,1871,Tier 2,GM Pause
249,25,1141,Tier 2,GM Pause
504,64,6966,Tier 2,GM Pause
545,72,5098,Tier 2,GM Pause
38,4,1135,Tier 2,GM Pause
89,9,942,Tier 2,GM Pause
235,20,2019,Tier 2,GM Pause
464,57,2242,Tier 2,GM Pause
116,9,1203,Tier 2,GM Pause
554,59,5267,Tier 2,GM Pause
357,40,88,Tier 2,GM Pause
497,59,5378,Tier 2,GM Pause
514,60,5041,Tier 2,GM Pause
137,12,661,Tier 2,GM Pause
202,19,1836,Tier 2,GM Pause
478,60,5396,Tier 2,GM Pause
424,52,3102,Tier 2,GM Pause
482,25,923,Tier 2,GM Pause
124,4,742,Tier 2,GM Pause
275,25,334,Tier 2,GM Pause
467,60,2469,Tier 2,GM Pause
546,72,2773,Tier 2,GM Pause
58,64,3870,Tier 2,GM Pause
205,19,2273,Tier 2,GM Pause
801,29,1854,Tier 2,GM Pause
481,61,3147,Tier 2,GM Pause
178,22,1977,Tier 2,GM Pause
15,14,3439,Tier 2,GM Pause
56,5,6300,Tier 2,GM Pause
562,64,3452,Tier 2,GM Pause
130,13,839,Tier 2,GM Pause
427,54,1636,Tier 2,GM Pause
569,6,413,Tier 2,GM Pause
282,75,5228,Tier 2,GM Pause
234,22,5358,Tier 2,GM Pause
84,6,437,Tier 2,GM Pause
246,21,2020,Tier 2,GM Pause
477,60,4176,Tier 2,GM Pause
132,13,7301,Tier 2,GM Pause
232,22,1887,Tier 2,GM Pause
328,42,71,Tier 2,GM Pause
449,57,4238,Tier 2,GM Pause
9,61,4324,Tier 2,GM Pause
58,64,2981,Tier 2,GM Pause
372,46,5428,Tier 2,GM Pause
32,3,7246,Tier 2,GM Pause
382,54,1956,Tier 2,GM Pause
365,57,4325,Tier 2,GM Pause
474,60,2549,Tier 2,GM Pause
114,9,3463,Tier 2,GM Pause
3,14,301,Tier 2,GM Pause
554,59,840,Tier 2,GM Pause
543,64,6166,Tier 2,GM Pause
273,25,481,Tier 2,GM Pause
179,16,2178,Tier 2,GM Pause
502,59,3299,Tier 2,GM Pause
234,22,5888,Tier 2,GM Pause
403,54,2207,Tier 2,GM Pause
544,72,5100,Tier 2,GM Pause
336,40,89,Tier 2,GM Pause
275,25,1454,Tier 2,GM Pause
203,19,4540,Tier 2,GM Pause
566,59,5059,Tier 2,GM Pause
222,21,1750,Tier 2,GM Pause
8,14,483,Tier 2,GM Pause
314,75,1486,Tier 2,GM Pause
262,25,1548,Tier 2,GM Pause
507,64,6170,Tier 2,GM Pause
25,2,3786,Tier 2,GM Pause
423,52,2198,Tier 2,GM Pause
472,60,2037,Tier 2,GM Pause
204,19,5376,Tier 2,GM Pause
526,64,6813,Tier 2,GM Pause
28,3,1018,Tier 2,GM Pause
511,56,5434,Tier 2,GM Pause
396,57,4557,Tier 2,GM Pause
299,26,2247,Tier 2,GM Pause
70,46,1516,Tier 2,GM Pause
119,2,698,Tier 2,GM Pause
132,13,533,Tier 2,GM Pause
87,6,3391,Tier 2,GM Pause
554,59,5815,Tier 2,GM Pause
546,72,5198,Tier 2,GM Pause
502,59,6226,Tier 2,GM Pause
179,16,5076,Tier 2,GM Pause
80,6,5809,Tier 2,GM Pause
291,75,5731,Tier 2,GM Pause
289,75,3216,Tier 2,GM Pause
339,40,2600,Tier 2,GM Pause
308,26,3503,Tier 2,GM Pause
429,47,867,Tier 2,GM Pause
271,25,252,Tier 2,GM Pause
103,72,4595,Tier 2,GM Pause
506,6,1154,Tier 2,GM Pause
60,6,3298,Tier 2,GM Pause
321,42,388,Tier 2,GM Pause
208,20,2211,Tier 2,GM Pause
103,72,5945,Tier 2,GM Pause
98,3,1082,Tier 2,GM Pause
373,46,3861,Tier 2,GM Pause
157,16,2660,Tier 2,GM Pause
291,75,4638,Tier 2,GM Pause
352,44,387,Tier 2,GM Pause
222,21,3300,Tier 2,GM Pause
14,14,2533,Tier 2,GM Pause
561,64,3204,Tier 2,GM Pause
233,22,5200,Tier 2,GM Pause
497,59,5383,Tier 2,GM Pause
179,16,1932,Tier 2,GM Pause
7,14,2534,Tier 2,GM Pause
360,40,801,Tier 2,GM Pause
89,9,4262,Tier 2,GM Pause
347,44,63,Tier 2,GM Pause
481,61,3138,Tier 2,GM Pause
478,60,2243,Tier 2,GM Pause
51,5,5673,Tier 2,GM Pause
288,75,1631,Tier 2,GM Pause
86,6,4102,Tier 2,GM Pause
506,6,4162,Tier 2,GM Pause
287,75,4191,Tier 2,GM Pause
490,61,3127,Tier 2,GM Pause
37,4,574,Tier 2,GM Pause
554,59,7339,Tier 2,GM Pause
552,61,4759,Tier 2,GM Pause
15,14,1032,Tier 2,GM Pause
484,57,2886,Tier 2,GM Pause
503,6,285,Tier 2,GM Pause
444,53,2658,Tier 2,GM Pause
112,9,1501,Tier 2,GM Pause
215,20,2361,Tier 2,GM Pause
577,17,5752,Tier 2,GM Pause
333,40,444,Tier 2,GM Pause
222,21,3840,Tier 2,GM Pause
53,5,2996,Tier 2,GM Pause
191,17,2581,Tier 2,GM Pause
357,40,27,Tier 2,GM Pause
96,72,5179,Tier 2,GM Pause
262,25,852,Tier 2,GM Pause
248,21,1570,Tier 2,GM Pause
152,41,671,Tier 2,GM Pause
503,6,163,Tier 2,GM Pause
333,40,2175,Tier 2,GM Pause
504,64,4464,Tier 2,GM Pause
492,72,4654,Tier 2,GM Pause
247,21,4399,Tier 2,GM Pause
482,25,2788,Tier 2,GM Pause
51,5,1117,Tier 2,GM Pause
109,9,1845,Tier 2,GM Pause
23,2,2360,Tier 2,GM Pause
63,6,2724,Tier 2,GM Pause
577,17,3443,Tier 2,GM Pause
464,57,5641,Tier 2,GM Pause
549,72,4561,Tier 2,GM Pause
146,41,410,Tier 2,GM Pause
550,61,5993,Tier 2,GM Pause
78,6,464,Tier 2,GM Pause
403,54,5350,Tier 2,GM Pause
498,59,3619,Tier 2,GM Pause
25,2,548,Tier 2,GM Pause
403,54,4438,Tier 2,GM Pause
498,59,3504,Tier 2,GM Pause
39,2,795,Tier 2,GM Pause
500,59,3411,Tier 2,GM Pause
546,72,5907,Tier 2,GM Pause
104,9,1104,Tier 2,GM Pause
360,40,325,Tier 2,GM Pause
471,60,3757,Tier 2,GM Pause
491,61,4138,Tier 2,GM Pause
223,21,1410,Tier 2,GM Pause
104,9,988,Tier 2,GM Pause
481,61,5658,Tier 2,GM Pause
538,72,7072,Tier 2,GM Pause
205,19,1987,Tier 2,GM Pause
463,57,5096,Tier 1,ISA On in Total Store
4,12,176,Tier 2,GM Pause
111,9,2796,Tier 2,GM Pause
163,17,3545,Tier 2,GM Pause
119,2,1089,Tier 2,GM Pause
375,46,5003,Tier 2,GM Pause
290,75,1424,Tier 2,GM Pause
381,54,1315,Tier 2,GM Pause
27,3,2615,Tier 2,GM Pause
446,57,3180,Tier 2,GM Pause
209,20,3293,Tier 2,GM Pause
164,17,2547,Tier 2,GM Pause
490,61,3128,Tier 2,GM Pause
435,53,5669,Tier 2,GM Pause
253,41,294,Tier 2,GM Pause
581,57,1877,Tier 2,GM Pause
88,46,461,Tier 2,GM Pause
382,54,1508,Tier 2,GM Pause
78,6,440,Tier 2,GM Pause
118,9,3387,Tier 2,GM Pause
320,75,2696,Tier 2,GM Pause
549,72,5816,Tier 2,GM Pause
296,26,1288,Tier 2,GM Pause
310,26,5489,Tier 2,GM Pause
383,54,2455,Tier 2,GM Pause
200,19,2238,Tier 2,GM Pause
202,19,5411,Tier 2,GM Pause
14,14,3484,Tier 2,GM Pause
324,42,4460,Tier 2,GM Pause
263,53,5044,Tier 2,GM Pause
196,53,1542,Tier 2,GM Pause
24,2,3462,Tier 2,GM Pause
341,25,256,Tier 2,GM Pause
28,3,2630,Tier 2,GM Pause
288,75,1811,Tier 2,GM Pause
215,20,1911,Tier 2,GM Pause
496,59,6174,Tier 2,GM Pause
533,64,5314,Tier 2,GM Pause
376,47,4639,Tier 2,GM Pause
305,4,1034,Tier 2,GM Pause
381,54,3778,Tier 2,GM Pause
385,46,4201,Tier 2,GM Pause
497,59,4145,Tier 2,GM Pause
38,4,627,Tier 2,GM Pause
286,75,6952,Tier 2,GM Pause
414,52,4256,Tier 2,GM Pause
424,52,3624,Tier 2,GM Pause
202,19,1642,Tier 2,GM Pause
350,44,185,Tier 2,GM Pause
132,13,386,Tier 2,GM Pause
499,59,7004,Tier 2,GM Pause
254,41,299,Tier 2,GM Pause
552,61,5979,Tier 2,GM Pause
134,13,505,Tier 2,GM Pause
272,25,4695,Tier 2,GM Pause
496,59,5923,Tier 2,GM Pause
254,41,333,Tier 2,GM Pause
134,13,170,Tier 2,GM Pause
258,41,1259,Tier 2,GM Pause
36,4,1748,Tier 2,GM Pause
380,47,1308,Tier 2,GM Pause
85,6,446,Tier 2,GM Pause
154,16,1967,Tier 2,GM Pause
514,60,3525,Tier 2,GM Pause
500,59,3600,Tier 2,GM Pause
401,54,4208,Tier 2,GM Pause
499,59,3359,Tier 2,GM Pause
35,2,3222,Tier 2,GM Pause
151,12,682,Tier 2,GM Pause
372,46,3833,Tier 2,GM Pause
545,72,4657,Tier 2,GM Pause
246,21,1093,Tier 2,GM Pause
561,64,4182,Tier 2,GM Pause
67,6,4416,Tier 2,GM Pause
344,44,392,Tier 2,GM Pause
512,61,3023,Tier 2,GM Pause
433,47,350,Tier 2,GM Pause
273,25,254,Tier 2,GM Pause
200,19,2493,Tier 2,GM Pause
329,12,45,Tier 2,GM Pause
497,59,3628,Tier 2,GM Pause
42,4,1144,Tier 2,GM Pause
561,64,3341,Tier 2,GM Pause
542,64,4114,Tier 2,GM Pause
225,21,1961,Tier 2,GM Pause
302,26,7238,Tier 2,GM Pause
548,72,3414,Tier 2,GM Pause
320,75,4372,Tier 2,GM Pause
127,42,876,Tier 2,GM Pause
566,59,5119,Tier 2,GM Pause
415,52,1528,Tier 2,GM Pause
421,52,3760,Tier 2,GM Pause
127,42,376,Tier 2,GM Pause
73,46,608,Tier 2,GM Pause
264,25,4405,Tier 2,GM Pause
101,3,1090,Tier 2,GM Pause
288,75,1682,Tier 2,GM Pause
335,40,9,Tier 2,GM Pause
424,52,3088,Tier 2,GM Pause
164,17,2531,Tier 2,GM Pause
66,13,777,Tier 2,GM Pause
497,59,5291,Tier 2,GM Pause
46,5,3828,Tier 2,GM Pause
165,22,2108,Tier 2,GM Pause
243,25,7087,Tier 2,GM Pause
190,17,1781,Tier 2,GM Pause
134,13,498,Tier 2,GM Pause
147,12,738,Tier 2,GM Pause
4,12,258,Tier 2,GM Pause
104,9,3526,Tier 2,GM Pause
70,46,822,Tier 2,GM Pause
492,72,5780,Tier 2,GM Pause
430,54,1500,Tier 2,GM Pause
508,75,2853,Tier 2,GM Pause
506,6,5146,Tier 2,GM Pause
237,22,1765,Tier 2,GM Pause
218,21,1519,Tier 2,GM Pause
357,40,46,Tier 2,GM Pause
296,26,3612,Tier 2,GM Pause
510,61,4275,Tier 2,GM Pause
30,3,1227,Tier 2,GM Pause
122,2,4223,Tier 2,GM Pause
425,53,1657,Tier 2,GM Pause
1,14,4581,Tier 2,GM Pause
48,5,590,Tier 2,GM Pause
84,6,524,Tier 2,GM Pause
77,6,5144,Tier 2,GM Pause
278,25,1028,Tier 2,GM Pause
58,64,2979,Tier 2,GM Pause
366,46,2922,Tier 2,GM Pause
502,59,7177,Tier 2,GM Pause
460,57,2094,Tier 2,GM Pause
271,25,262,Tier 2,GM Pause
336,40,250,Tier 2,GM Pause
7,14,1638,Tier 2,GM Pause
37,4,1829,Tier 2,GM Pause
413,52,1723,Tier 2,GM Pause
432,47,5141,Tier 2,GM Pause
382,54,2084,Tier 2,GM Pause
359,40,219,Tier 2,GM Pause
275,25,343,Tier 2,GM Pause
384,46,2924,Tier 2,GM Pause
484,57,3522,Tier 2,GM Pause
550,61,3178,Tier 2,GM Pause
811,29,2026,Tier 2,GM Pause
231,22,5241,Tier 2,GM Pause
507,64,3457,Tier 2,GM Pause
167,22,2263,Tier 2,GM Pause
473,60,2269,Tier 2,GM Pause
316,20,4277,Tier 2,GM Pause
280,75,2790,Tier 2,GM Pause
490,61,3176,Tier 2,GM Pause
389,47,842,Tier 2,GM Pause
243,25,2968,Tier 2,GM Pause
19,2,745,Tier 2,GM Pause
18,2,2513,Tier 2,GM Pause
475,60,1889,Tier 2,GM Pause
528,64,7220,Tier 2,GM Pause
460,57,2494,Tier 2,GM Pause
494,59,4053,Tier 2,GM Pause
423,52,3364,Tier 2,GM Pause
407,47,2784,Tier 2,GM Pause
242,41,526,Tier 2,GM Pause
299,26,4564,Tier 2,GM Pause
474,60,5883,Tier 2,GM Pause
93,3,551,Tier 2,GM Pause
389,47,962,Tier 2,GM Pause
394,57,1838,Tier 2,GM Pause
135,42,1108,Tier 2,GM Pause
321,42,67,Tier 2,GM Pause
496,59,2887,Tier 2,GM Pause
325,42,5433,Tier 2,GM Pause
406,47,799,Tier 2,GM Pause
460,57,5075,Tier 2,GM Pause
141,13,1168,Tier 2,GM Pause
549,72,3606,Tier 2,GM Pause
400,56,2782,Tier 2,GM Pause
339,40,51,Tier 2,GM Pause
172,17,2916,Tier 2,GM Pause
104,9,3415,Tier 2,GM Pause
208,20,2193,Tier 2,GM Pause
168,22,4612,Tier 2,GM Pause
85,6,567,Tier 2,GM Pause
56,5,5866,Tier 2,GM Pause
271,25,302,Tier 2,GM Pause
53,5,1216,Tier 2,GM Pause
112,9,2740,Tier 2,GM Pause
305,4,4594,Tier 2,GM Pause
554,59,2465,Tier 2,GM Pause
242,41,497,Tier 2,GM Pause
418,52,5115,Tier 2,GM Pause
125,13,1163,Tier 2,GM Pause
119,2,1606,Tier 2,GM Pause
35,2,5487,Tier 2,GM Pause
447,57,1624,Tier 2,GM Pause
291,75,4258,Tier 2,GM Pause
541,64,5327,Tier 2,GM Pause
554,59,5813,Tier 2,GM Pause
47,44,148,Tier 2,GM Pause
37,4,625,Tier 2,GM Pause
213,19,1986,Tier 2,GM Pause
48,5,353,Tier 2,GM Pause
345,44,838,Tier 2,GM Pause
585,47,3824,Tier 2,GM Pause
452,56,3708,Tier 2,GM Pause
498,59,5734,Tier 2,GM Pause
16,3,4283,Tier 2,GM Pause
124,4,2749,Tier 2,GM Pause
22,2,3205,Tier 2,GM Pause
582,54,5167,Tier 2,GM Pause
137,12,403,Tier 2,GM Pause
327,42,348,Tier 2,GM Pause
502,59,5755,Tier 2,GM Pause
283,75,5936,Tier 2,GM Pause
179,16,2143,Tier 2,GM Pause
304,4,1290,Tier 2,GM Pause
181,16,1975,Tier 2,GM Pause
439,53,2509,Tier 2,GM Pause
213,19,1622,Tier 2,GM Pause
537,72,6960,Tier 2,GM Pause
278,25,603,Tier 2,GM Pause
306,4,5879,Tier 2,GM Pause
234,22,5469,Tier 2,GM Pause
581,57,1882,Tier 2,GM Pause
123,2,685,Tier 2,GM Pause
118,9,721,Tier 2,GM Pause
541,64,4048,Tier 2,GM Pause
291,75,1833,Tier 2,GM Pause
298,26,3304,Tier 2,GM Pause
485,59,5149,Tier 2,GM Pause
251,25,996,Tier 2,GM Pause
507,64,2395,Tier 2,GM Pause
381,54,1457,Tier 2,GM Pause
562,64,5094,Tier 2,GM Pause
208,20,1707,Tier 2,GM Pause
317,20,1499,Tier 2,GM Pause
811,29,2085,Tier 2,GM Pause
278,25,3459,Tier 2,GM Pause
179,16,1797,Tier 2,GM Pause
44,5,1801,Tier 2,GM Pause
112,9,1960,Tier 2,GM Pause
314,75,2645,Tier 2,GM Pause
538,72,2839,Tier 2,GM Pause
371,46,3799,Tier 2,GM Pause
509,59,6828,Tier 2,GM Pause
197,19,5761,Tier 2,GM Pause
71,46,1051,Tier 2,GM Pause
289,75,3214,Tier 2,GM Pause
247,21,1962,Tier 2,GM Pause
426,52,1152,Tier 2,GM Pause
542,64,5700,Tier 2,GM Pause
344,44,499,Tier 2,GM Pause
80,6,395,Tier 2,GM Pause
463,57,5335,Tier 2,GM Pause
475,60,3261,Tier 2,GM Pause
280,75,2233,Tier 2,GM Pause
88,46,443,Tier 2,GM Pause
203,19,1733,Tier 2,GM Pause
26,2,618,Tier 2,GM Pause
479,5,972,Tier 2,GM Pause
496,59,7218,Tier 2,GM Pause
264,25,1814,Tier 2,GM Pause
232,22,1644,Tier 2,GM Pause
533,64,3615,Tier 2,GM Pause
271,25,222,Tier 2,GM Pause
216,20,1782,Tier 2,GM Pause
494,59,5408,Tier 2,GM Pause
84,6,503,Tier 2,GM Pause
315,75,4697,Tier 2,GM Pause
353,44,212,Tier 2,GM Pause
421,52,1858,Tier 2,GM Pause
569,6,1000,Tier 2,GM Pause
359,40,5477,Tier 2,GM Pause
462,57,1992,Tier 2,GM Pause
260,41,692,Tier 2,GM Pause
305,4,1209,Tier 2,GM Pause
323,42,5261,Tier 2,GM Pause
222,21,1330,Tier 2,GM Pause
455,56,1903,Tier 2,GM Pause
82,5,4554,Tier 2,GM Pause
3,14,5126,Tier 2,GM Pause
334,42,92,Tier 2,GM Pause
490,61,4747,Tier 2,GM Pause
7,14,1063,Tier 2,GM Pause
454,56,5848,Tier 2,GM Pause
96,72,4211,Tier 2,GM Pause
340,40,805,Tier 2,GM Pause
421,52,2820,Tier 2,GM Pause
263,53,1740,Tier 2,GM Pause
243,25,1033,Tier 2,GM Pause
582,54,1827,Tier 2,GM Pause
526,64,5108,Tier 2,GM Pause
246,21,2771,Tier 2,GM Pause
465,57,5807,Tier 2,GM Pause
218,21,2605,Tier 2,GM Pause
157,16,2180,Tier 2,GM Pause
509,59,6814,Tier 2,GM Pause
71,46,4299,Tier 2,GM Pause
526,64,4105,Tier 2,GM Pause
246,21,854,Tier 2,GM Pause
151,12,416,Tier 2,GM Pause
125,13,2665,Tier 2,GM Pause
207,19,4479,Tier 2,GM Pause
87,6,2404,Tier 2,GM Pause
549,72,3629,Tier 2,GM Pause
91,9,3782,Tier 1,ISA On in Total Store
415,52,3630,Tier 2,GM Pause
272,25,1395,Tier 2,GM Pause
292,75,3077,Tier 2,GM Pause
582,54,2307,Tier 2,GM Pause
544,72,4756,Tier 2,GM Pause
216,20,1724,Tier 2,GM Pause
351,44,103,Tier 2,GM Pause
65,6,1409,Tier 2,GM Pause
175,17,2651,Tier 2,GM Pause
349,44,3229,Tier 2,GM Pause
265,25,1401,Tier 2,GM Pause
138,14,981,Tier 2,GM Pause
582,54,5270,Tier 2,GM Pause
175,17,5281,Tier 2,GM Pause
7,14,740,Tier 2,GM Pause
310,26,3595,Tier 2,GM Pause
109,9,2151,Tier 2,GM Pause
396,57,2050,Tier 2,GM Pause
213,19,5309,Tier 2,GM Pause
500,59,7334,Tier 2,GM Pause
107,9,4446,Tier 2,GM Pause
312,75,3770,Tier 2,GM Pause
114,9,706,Tier 2,GM Pause
357,40,166,Tier 2,GM Pause
