Store,DSL Gen,DSL Start date,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date
5384,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,,,
5385,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
5386,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
5387,,,,,6027,7/25/2024,11/24/2025,3/24/2027,Completed,Completed,,,,
5388,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/11/2024,,,
5389,,,,,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,,,,
5390,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,LIVE,,
5391,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,8/13/2024,,,
5392,,,,,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,,,,
5393,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,,,,
5394,,,,,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,TBD,,8/3/2024
5396,,,,,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,Week 33,
5397,,,,,6025,Complete,4/6/2025,8/6/2026,6/24/2024,6/24/2024,,,,
5398,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,Week 33,
5399,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
5402,Gen 3,9/8/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,LIVE,,
5403,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,,,,
5408,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,,,8/15/2024
5409,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,TBD,,
5410,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,9/12/2024,,7/25/2024
5411,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,Week 33,
5414,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,,,
5416,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,6/12/2024,TBD,,
5417,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,5/15/2024,LIVE,,
5418,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,5/19/2024,,Week 33,8/16/2024
5419,,,,,6018,3/17/2025,11/13/2026,3/13/2028,7/22/2024,7/22/2024,,,,
5420,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,,TBD,,
5421,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,,,
5422,,,,,6010,Complete,1/6/2025,5/6/2026,8/19/2024,8/19/2024,,,,
5423,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,8/23/2024
5424,,,,,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,Week 33,
5425,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,TBD,,
5426,,,,,6026,,,,,,,,,
5427,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,,,
5428,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,10/2/2024,,
5429,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,8/7/2024,,,
5430,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,9/9/2024,,
5432,,,,,6025,Complete,4/6/2025,8/6/2026,6/24/2024,6/24/2024,,,,
5433,,,,,6018,3/17/2025,11/13/2026,3/13/2028,Completed,Completed,7/7/2024,,,
5434,Gen 3,8/4/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,9/13/2024,,
5435,Gen 2,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,LIVE,,
5436,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,LIVE,,
5438,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
5439,,,,,6080,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,Week 33,
5440,,,,,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,9/9/2024,,
5441,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,1/14/2025,,,
5442,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
5443,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,TBD,,8/16/2024
5444,,,,,6025,Complete,4/6/2025,8/6/2026,6/24/2024,6/24/2024,,,,
5445,,,,,6027,7/25/2024,11/24/2025,3/24/2027,Completed,Completed,,,Week 33,
5446,,,,,7045,4/1/2028,7/1/2029,,Completed,Completed,,,,
5447,,,,,6080,4/1/2027,7/1/2028,,Completed,Completed,,TBD,,
5448,,,,,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,9/4/2024,,,8/21/2024
5449,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,9/19/2024,,
5450,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,,,
5451,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,,,
5452,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,,,,
5453,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,,,
5455,,,,,7038,1/1/2028,4/1/2029,,Completed,Completed,7/30/2024,,,
5458,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,9/16/2024,9/16/2024,8/6/2024,,,8/26/2024
5459,,,,,6006,8/22/2024,4/2/2026,8/2/2027,7/22/2024,7/22/2024,,,,
5460,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
5461,,,,,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,8/27/2024,,
5462,,,,,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,TBD,,
5463,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
5464,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
5466,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,,,,
5467,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,8/7/2024
5469,,,,,7045,4/1/2028,7/1/2029,,Completed,Completed,9/9/2024,,,
5470,,,,,6027,7/25/2024,11/24/2025,3/24/2027,Completed,Completed,,,,
5471,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,,,,
5472,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,Week 33,
5476,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,,,
5477,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,1/12/2025,,,
5479,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/24/2024,9/12/2024,,
5480,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
5481,,,,,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,9/11/2024,LIVE,,
5482,,,,,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,1/22/2025,,,
5483,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,,,
5485,Gen 3,8/4/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,LIVE,,
5486,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,,LIVE,,
5487,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,8/6/2024,,,
5488,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,10/14/2024,,
5489,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,,TBD,,7/31/2024
5490,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
5491,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,LIVE,,
5492,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,
5494,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,,,,
5495,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,TBD,,
5497,,,,,6038,8/15/2024,10/24/2025,2/24/2027,Completed,Completed,,,,
5498,,,,,6038,8/15/2024,10/24/2025,2/24/2027,Completed,Completed,,,,
5499,,,,,6017,4/7/2025,10/31/2026,2/29/2028,7/15/2024,7/15/2024,,,,
5600,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5601,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5602,,,,,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5603,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,8/15/2024
5604,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5605,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5606,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,,
5608,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,,
5609,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,,
5610,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5611,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,8/19/2024,8/19/2024,,,,
5612,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/30/2024,9/6/2024,,
5613,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,,,
5614,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,3/11/2024,,,
5615,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,,,
5616,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,6/19/2024,,,
5617,Gen 3,9/8/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
5622,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,,,,
5623,,,,,6011,Complete,9/12/2025,1/12/2027,8/19/2024,8/19/2024,,,,
5624,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,,,
5626,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,8/19/2024
5627,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,,,
5628,,,,,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,9/15/2024,TBD,,
5629,Gen 3,7/21/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,Week 33,
5632,Gen 3,9/8/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,TBD,,
5633,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5634,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5635,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5637,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5638,,,,,7033,,,,,,,,,
5640,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5641,Gen 3,9/8/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,9/19/2024,,
5643,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5644,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,Week 33,8/16/2024
5649,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,,,
5653,,,,,6011,Complete,9/12/2025,1/12/2027,8/19/2024,8/19/2024,,,,
5654,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,,,,
5657,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,,LIVE,,
5658,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5659,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5661,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5663,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5664,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5667,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
5668,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
5669,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,LIVE,,
5670,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,,,,
5671,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,9/9/2024,9/19/2024,,
5672,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,6/12/2024,,,
5673,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,6/3/2024,,,
5675,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,
5676,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,8/29/2024,,
5678,,,,,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,,,,
5683,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,,,,
5684,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5686,Gen 3,8/4/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,9/18/2024,,
5689,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,8/5/2024
5691,Gen 3,10/6/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,,,,
5692,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,
5693,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,
5695,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
5697,,,,,7039,,,,,,,,,
5700,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,,,,
5701,,,,,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,,,
5702,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,
5703,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
5704,,,,,7038,1/1/2028,4/1/2029,,Completed,Completed,,,,
5705,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/7/2024,LIVE,,
5706,,,,,6018,3/17/2025,11/13/2026,3/13/2028,Completed,Completed,8/4/2024,,,
5707,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,5/20/2024,LIVE,,
5709,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,1/21/2025,TBD,,
5710,,,,,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,TBD,,
5713,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,10/1/2024,,,
5715,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,
5716,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
5717,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,
5719,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,,,
5722,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
5725,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
5726,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,
5727,,,,,6020,Complete,9/1/2024,In Progress,9/16/2024,9/16/2024,8/13/2024,,,
5728,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,,,,
5731,,,,,7045,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,
5732,,,,,6080,4/1/2027,7/1/2028,,Completed,Completed,,,Week 33,
5734,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,
5735,,,,,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,,,,
5737,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,
5738,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,8/14/2024
5740,,,,,6011,Complete,9/12/2025,1/12/2027,8/19/2024,8/19/2024,,,,7/16/2024
5741,,,,,6020,Complete,9/1/2024,In Progress,Completed,Completed,,,,
5743,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,6/23/2024,,,
5744,,,,,6011,Complete,9/12/2025,1/12/2027,8/19/2024,8/19/2024,,,,7/17/2024
5745,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,7/23/2024,TBD,,
5747,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,8/13/2024,,,
5748,,,,,6009,10/1/2026,1/1/2028,,Completed,Completed,,,,
5751,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,LIVE,,7/31/2024
5752,,,,,6080,4/1/2027,7/1/2028,,Completed,Completed,,9/4/2024,,8/13/2024
5753,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,7/30/2024,,,
5754,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,,,
5755,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,,,8/5/2024
5758,,,,,7038,1/1/2028,4/1/2029,,Completed,Completed,,,,
5759,,,,,7038,1/1/2028,4/1/2029,,Completed,Completed,,,,
5760,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,,,,
5761,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
5763,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,9/11/2024,,,8/29/2024
5764,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,6/5/2024,,,
5766,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,,LIVE,,7/30/2024
5767,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,,,
5768,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,9/20/2024,,
5769,,,,,6010,7/1/2026,10/1/2027,,8/19/2024,8/19/2024,,,,
5771,,,,,6011,Complete,9/12/2025,1/12/2027,8/19/2024,8/19/2024,,,,
5772,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,7/21/2024,,,
5773,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
5774,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
5776,,,,,6011,Complete,9/12/2025,1/12/2027,8/19/2024,8/19/2024,,,,
5777,,,,,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,,,,
5779,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,,,
5780,,,,,6018,3/17/2025,11/13/2026,3/13/2028,7/22/2024,7/22/2024,,,,
5782,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,
5786,,,,,6039,Complete,4/18/2025,8/18/2026,Completed,Completed,,,,
5787,,,,,6040,8/15/2024,12/22/2025,4/22/2027,7/22/2024,7/22/2024,8/18/2024,,,
5789,,,,,6018,3/17/2025,11/13/2026,3/13/2028,Completed,Completed,,,,
5790,,,,,6018,3/17/2025,11/13/2026,3/13/2028,Completed,Completed,,,,
5791,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,8/22/2024
5795,,,,,7034,7/1/2027,10/1/2028,,Completed,Completed,,,,
5797,,,,,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,,,,
5799,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
5804,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,10/2/2024,,8/14/2024
5805,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
5806,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,Week 33,
