BU,Region,Market,Stores,Wk7,Wk8,Wk9,Wk10,Wk11,Wk12,Wk13,Wk14,,,
B,5,76,211,"$18,131.26","$18,131.26","$18,131.26","$15,505.44","$15,505.44","$15,505.44","$15,505.44","$13,350.90",,,
B,44,353,212,"$23,490.26","$23,490.26","$23,490.26","$19,701.43","$19,701.43","$19,701.43","$19,701.43","$18,748.81",,,
E,25,272,213,"$21,385.04","$21,385.04","$21,385.04","$18,447.57","$18,447.57","$18,447.57","$18,447.57","$15,679.08",,,
B,6,503,214,"$21,977.22","$21,977.22","$21,977.22","$19,125.10","$19,125.10","$19,125.10","$19,125.10","$17,185.73",,,
E,25,271,216,"$27,335.21","$27,335.21","$27,335.21","$20,760.74","$20,760.74","$20,760.74","$20,760.74","$18,245.05",,,
B,5,53,217,"$20,761.98","$20,761.98","$20,761.98","$18,035.27","$18,035.27","$18,035.27","$18,035.27","$14,502.49",,,
A,12,147,218,"$11,807.45","$11,807.45","$11,807.45","$9,699.15","$9,699.15","$9,699.15","$9,699.15","$8,813.75",,,
E,40,359,219,"$27,169.30","$27,169.30","$27,169.30","$23,465.59","$23,465.59","$23,465.59","$23,465.59","$20,143.17",,,
B,5,48,220,"$31,934.29","$31,934.29","$31,934.29","$26,785.63","$26,785.63","$26,785.63","$26,785.63","$22,313.00",,,
B,44,344,221,"$20,876.18","$20,876.18","$20,876.18","$18,167.13","$18,167.13","$18,167.13","$18,167.13","$15,291.61",,,
E,25,271,222,"$16,749.84","$16,749.84","$16,749.84","$14,946.96","$14,946.96","$14,946.96","$14,946.96","$13,209.99",,,
E,25,272,224,"$22,033.49","$22,033.49","$22,033.49","$16,886.94","$16,886.94","$16,886.94","$16,886.94","$15,667.17",,,
B,44,350,225,"$12,893.16","$12,893.16","$12,893.16","$11,741.55","$11,741.55","$11,741.55","$11,741.55","$10,977.60",,,
B,44,47,226,"$14,397.17","$14,397.17","$14,397.17","$12,943.32","$12,943.32","$12,943.32","$12,943.32","$11,222.42",,,
B,44,344,227,"$15,348.73","$15,348.73","$15,348.73","$13,998.96","$13,998.96","$13,998.96","$13,998.96","$12,322.89",,,
B,5,48,228,"$28,308.93","$28,308.93","$28,308.93","$24,419.07","$24,419.07","$24,419.07","$24,419.07","$21,634.15",,,
A,12,329,229,"$11,224.65","$11,224.65","$11,224.65","$9,334.14","$9,334.14","$9,334.14","$9,334.14","$8,396.51",,,
A,42,321,230,"$4,789.77","$4,789.77","$4,789.77","$3,974.34","$3,974.34","$3,974.34","$3,974.34","$3,512.02",,,
B,44,351,231,"$25,610.64","$25,610.64","$25,610.64","$21,695.39","$21,695.39","$21,695.39","$21,695.39","$19,830.78",,,
B,44,350,232,"$6,475.26","$6,475.26","$6,475.26","$5,855.74","$5,855.74","$5,855.74","$5,855.74","$5,755.98",,,
E,25,271,233,"$12,258.11","$12,258.11","$12,258.11","$9,392.23","$9,392.23","$9,392.23","$9,392.23","$8,306.47",,,
E,40,360,234,"$27,717.09","$27,717.09","$27,717.09","$24,079.28","$24,079.28","$24,079.28","$24,079.28","$19,407.06",,,
B,6,503,236,"$11,916.46","$11,916.46","$11,916.46","$10,892.27","$10,892.27","$10,892.27","$10,892.27","$9,370.15",,,
E,25,271,237,"$19,854.60","$19,854.60","$19,854.60","$17,516.29","$17,516.29","$17,516.29","$17,516.29","$15,398.60",,,
A,12,147,238,"$15,410.59","$15,410.59","$15,410.59","$14,100.64","$14,100.64","$14,100.64","$14,100.64","$12,152.64",,,
A,14,138,239,"$16,930.43","$16,930.43","$16,930.43","$13,461.27","$13,461.27","$13,461.27","$13,461.27","$12,458.03",,,
B,44,47,240,"$11,614.83","$11,614.83","$11,614.83","$10,189.00","$10,189.00","$10,189.00","$10,189.00","$8,627.99",,,
B,44,410,242,"$14,443.30","$14,443.30","$14,443.30","$12,248.30","$12,248.30","$12,248.30","$12,248.30","$10,817.90",,,
E,40,339,243,"$26,840.83","$26,840.83","$26,840.83","$21,230.51","$21,230.51","$21,230.51","$21,230.51","$19,236.60",,,
A,42,135,244,"$9,656.93","$9,656.93","$9,656.93","$7,993.85","$7,993.85","$7,993.85","$7,993.85","$7,235.59",,,
B,44,345,246,"$13,771.59","$13,771.59","$13,771.59","$11,640.97","$11,640.97","$11,640.97","$11,640.97","$10,675.00",,,
B,44,351,247,"$6,971.75","$6,971.75","$6,971.75","$6,074.57","$6,074.57","$6,074.57","$6,074.57","$5,930.88",,,
B,5,76,248,"$15,712.45","$15,712.45","$15,712.45","$14,112.91","$14,112.91","$14,112.91","$14,112.91","$12,431.81",,,
B,6,503,249,"$21,332.65","$21,332.65","$21,332.65","$19,085.13","$19,085.13","$19,085.13","$19,085.13","$16,917.99",,,
E,40,336,250,"$14,043.38","$14,043.38","$14,043.38","$12,211.38","$12,211.38","$12,211.38","$12,211.38","$10,956.55",,,
B,5,45,251,"$21,920.14","$21,920.14","$21,920.14","$18,575.57","$18,575.57","$18,575.57","$18,575.57","$15,944.43",,,
E,25,271,252,"$11,259.41","$11,259.41","$11,259.41","$9,027.68","$9,027.68","$9,027.68","$9,027.68","$8,155.28",,,
E,25,272,253,"$19,083.12","$19,083.12","$19,083.12","$15,150.73","$15,150.73","$15,150.73","$15,150.73","$14,281.26",,,
E,25,273,254,"$15,492.92","$15,492.92","$15,492.92","$12,705.11","$12,705.11","$12,705.11","$12,705.11","$11,509.43",,,
E,25,341,256,"$33,164.02","$33,164.02","$33,164.02","$28,905.30","$28,905.30","$28,905.30","$28,905.30","$25,839.58",,,
E,41,254,257,"$10,104.85","$10,104.85","$10,104.85","$9,203.42","$9,203.42","$9,203.42","$9,203.42","$7,732.06",,,
A,12,4,258,"$25,600.17","$25,600.17","$25,600.17","$22,078.37","$22,078.37","$22,078.37","$22,078.37","$18,239.92",,,
B,5,583,259,"$25,401.33","$25,401.33","$25,401.33","$23,476.63","$23,476.63","$23,476.63","$23,476.63","$19,466.09",,,
B,5,55,260,"$29,891.67","$29,891.67","$29,891.67","$26,538.62","$26,538.62","$26,538.62","$26,538.62","$21,648.62",,,
A,42,325,261,"$26,855.01","$26,855.01","$26,855.01","$22,892.73","$22,892.73","$22,892.73","$22,892.73","$19,785.42",,,
E,25,271,262,"$21,143.79","$21,143.79","$21,143.79","$15,598.26","$15,598.26","$15,598.26","$15,598.26","$15,306.23",,,
A,12,149,264,"$31,070.17","$31,070.17","$31,070.17","$26,519.61","$26,519.61","$26,519.61","$26,519.61","$22,216.29",,,
B,5,45,265,"$24,076.02","$24,076.02","$24,076.02","$21,052.58","$21,052.58","$21,052.58","$21,052.58","$17,205.43",,,
B,5,50,266,"$20,515.02","$20,515.02","$20,515.02","$17,059.65","$17,059.65","$17,059.65","$17,059.65","$14,019.45",,,
A,42,334,267,"$18,674.69","$18,674.69","$18,674.69","$16,765.40","$16,765.40","$16,765.40","$16,765.40","$15,323.93",,,
A,12,147,268,"$20,225.31","$20,225.31","$20,225.31","$17,618.58","$17,618.58","$17,618.58","$17,618.58","$15,433.83",,,
B,44,349,269,"$26,281.70","$26,281.70","$26,281.70","$21,720.99","$21,720.99","$21,720.99","$21,720.99","$18,919.83",,,
B,44,349,271,"$12,578.79","$12,578.79","$12,578.79","$13,159.52","$13,159.52","$13,159.52","$13,159.52","$11,145.10",,,
A,12,153,272,"$25,841.15","$25,841.15","$25,841.15","$27,815.68","$27,815.68","$27,815.68","$27,815.68","$24,707.20",,,
A,12,4,273,"$13,414.66","$13,414.66","$13,414.66","$11,866.64","$11,866.64","$11,866.64","$11,866.64","$10,313.02",,,
A,12,4,274,"$6,775.83","$6,775.83","$6,775.83","$5,397.22","$5,397.22","$5,397.22","$5,397.22","$4,677.58",,,
B,6,503,275,"$26,533.21","$26,533.21","$26,533.21","$24,160.15","$24,160.15","$24,160.15","$24,160.15","$20,067.42",,,
B,44,351,276,"$11,025.06","$11,025.06","$11,025.06","$10,174.08","$10,174.08","$10,174.08","$10,174.08","$9,222.16",,,
B,44,353,277,"$25,751.66","$25,751.66","$25,751.66","$20,560.88","$20,560.88","$20,560.88","$20,560.88","$17,909.50",,,
A,42,127,278,"$22,355.11","$22,355.11","$22,355.11","$18,716.80","$18,716.80","$18,716.80","$18,716.80","$16,477.96",,,
A,42,321,279,"$12,060.05","$12,060.05","$12,060.05","$10,885.94","$10,885.94","$10,885.94","$10,885.94","$10,068.03",,,
B,5,83,280,"$10,998.32","$10,998.32","$10,998.32","$10,354.12","$10,354.12","$10,354.12","$10,354.12","$8,304.78",,,
A,42,328,281,"$16,107.62","$16,107.62","$16,107.62","$13,146.68","$13,146.68","$13,146.68","$13,146.68","$12,626.29",,,
E,41,253,282,"$17,095.87","$17,095.87","$17,095.87","$14,993.27","$14,993.27","$14,993.27","$14,993.27","$12,918.00",,,
B,13,66,283,"$6,372.99","$6,372.99","$6,372.99","$5,594.99","$5,594.99","$5,594.99","$5,594.99","$4,923.51",,,
B,5,49,284,"$34,094.86","$34,094.86","$34,094.86","$26,778.40","$26,778.40","$26,778.40","$26,778.40","$24,428.72",,,
B,6,503,285,"$22,056.56","$22,056.56","$22,056.56","$19,924.44","$19,924.44","$19,924.44","$19,924.44","$16,592.15",,,
B,5,55,286,"$21,550.84","$21,550.84","$21,550.84","$19,075.25","$19,075.25","$19,075.25","$19,075.25","$16,042.11",,,
A,14,11,287,"$29,707.62","$29,707.62","$29,707.62","$24,727.37","$24,727.37","$24,727.37","$24,727.37","$21,583.86",,,
B,6,503,288,"$13,129.93","$13,129.93","$13,129.93","$12,495.22","$12,495.22","$12,495.22","$12,495.22","$11,247.46",,,
A,42,327,289,"$6,822.75","$6,822.75","$6,822.75","$5,342.53","$5,342.53","$5,342.53","$5,342.53","$5,143.89",,,
B,6,77,290,"$13,459.90","$13,459.90","$13,459.90","$12,449.72","$12,449.72","$12,449.72","$12,449.72","$10,954.65",,,
B,6,87,292,"$15,464.63","$15,464.63","$15,464.63","$12,835.44","$12,835.44","$12,835.44","$12,835.44","$10,540.93",,,
B,6,85,293,"$5,675.65","$5,675.65","$5,675.65","$5,026.99","$5,026.99","$5,026.99","$5,026.99","$4,534.88",,,
E,41,253,294,"$15,749.00","$15,749.00","$15,749.00","$12,964.64","$12,964.64","$12,964.64","$12,964.64","$11,109.24",,,
E,40,340,295,"$17,380.98","$17,380.98","$17,380.98","$15,213.01","$15,213.01","$15,213.01","$15,213.01","$13,309.71",,,
A,42,325,296,"$12,553.90","$12,553.90","$12,553.90","$10,273.42","$10,273.42","$10,273.42","$10,273.42","$9,857.99",,,
B,6,59,297,"$27,444.03","$27,444.03","$27,444.03","$23,138.30","$23,138.30","$23,138.30","$23,138.30","$19,763.88",,,
A,12,5,298,"$27,779.54","$27,779.54","$27,779.54","$24,686.35","$24,686.35","$24,686.35","$24,686.35","$19,961.95",,,
E,41,254,299,"$26,689.65","$26,689.65","$26,689.65","$22,375.92","$22,375.92","$22,375.92","$22,375.92","$18,929.51",,,
A,14,3,300,"$18,374.32","$18,374.32","$18,374.32","$15,411.00","$15,411.00","$15,411.00","$15,411.00","$13,248.60",,,
A,14,3,301,"$28,996.13","$28,996.13","$28,996.13","$24,732.35","$24,732.35","$24,732.35","$24,732.35","$20,121.84",,,
E,25,271,302,"$10,746.45","$10,746.45","$10,746.45","$9,898.03","$9,898.03","$9,898.03","$9,898.03","$9,337.36",,,
A,12,4,303,"$12,533.61","$12,533.61","$12,533.61","$9,028.79","$9,028.79","$9,028.79","$9,028.79","$8,217.28",,,
A,12,149,304,"$27,560.76","$27,560.76","$27,560.76","$21,865.79","$21,865.79","$21,865.79","$21,865.79","$18,657.73",,,
A,14,138,305,"$16,454.55","$16,454.55","$16,454.55","$12,984.14","$12,984.14","$12,984.14","$12,984.14","$11,823.32",,,
A,12,5,306,"$20,489.16","$20,489.16","$20,489.16","$17,222.85","$17,222.85","$17,222.85","$17,222.85","$14,323.77",,,
A,42,135,307,"$23,594.69","$23,594.69","$23,594.69","$20,793.70","$20,793.70","$20,793.70","$20,793.70","$17,660.95",,,
E,41,152,308,"$22,215.31","$22,215.31","$22,215.31","$18,920.43","$18,920.43","$18,920.43","$18,920.43","$16,106.08",,,
B,13,132,309,"$22,063.55","$22,063.55","$22,063.55","$17,599.59","$17,599.59","$17,599.59","$17,599.59","$15,161.74",,,
B,13,132,310,"$17,362.85","$17,362.85","$17,362.85","$14,814.61","$14,814.61","$14,814.61","$14,814.61","$12,874.77",,,
B,13,129,311,"$6,520.63","$6,520.63","$6,520.63","$5,692.74","$5,692.74","$5,692.74","$5,692.74","$4,867.52",,,
B,13,134,312,"$13,415.81","$13,415.81","$13,415.81","$11,011.03","$11,011.03","$11,011.03","$11,011.03","$9,952.05",,,
E,40,335,313,"$20,731.23","$20,731.23","$20,731.23","$17,491.07","$17,491.07","$17,491.07","$17,491.07","$14,987.00",,,
A,12,5,314,"$21,282.11","$21,282.11","$21,282.11","$18,296.83","$18,296.83","$18,296.83","$18,296.83","$16,253.39",,,
A,14,3,315,"$22,070.87","$22,070.87","$22,070.87","$16,865.81","$16,865.81","$16,865.81","$16,865.81","$15,363.16",,,
A,14,3,316,"$22,137.60","$22,137.60","$22,137.60","$18,313.71","$18,313.71","$18,313.71","$18,313.71","$15,912.35",,,
E,25,272,317,"$17,120.01","$17,120.01","$17,120.01","$13,134.80","$13,134.80","$13,134.80","$13,134.80","$12,906.60",,,
A,42,325,318,"$18,261.04","$18,261.04","$18,261.04","$15,109.29","$15,109.29","$15,109.29","$15,109.29","$13,056.33",,,
E,40,361,319,"$25,350.28","$25,350.28","$25,350.28","$20,360.86","$20,360.86","$20,360.86","$20,360.86","$18,056.72",,,
B,5,76,320,"$5,081.84","$5,081.84","$5,081.84","$4,676.72","$4,676.72","$4,676.72","$4,676.72","$4,107.42",,,
B,6,85,321,"$17,038.79","$17,038.79","$17,038.79","$14,892.46","$14,892.46","$14,892.46","$14,892.46","$13,199.38",,,
B,6,85,322,"$24,321.58","$24,321.58","$24,321.58","$22,544.58","$22,544.58","$22,544.58","$22,544.58","$19,186.12",,,
A,42,127,323,"$9,260.60","$9,260.60","$9,260.60","$7,486.53","$7,486.53","$7,486.53","$7,486.53","$7,461.93",,,
B,44,356,324,"$9,848.23","$9,848.23","$9,848.23","$9,075.77","$9,075.77","$9,075.77","$9,075.77","$7,699.77",,,
E,40,360,325,"$13,539.29","$13,539.29","$13,539.29","$11,475.46","$11,475.46","$11,475.46","$11,475.46","$10,236.44",,,
E,40,361,326,"$5,090.16","$5,090.16","$5,090.16","$3,886.01","$3,886.01","$3,886.01","$3,886.01","$3,863.00",,,
E,25,341,328,"$19,173.60","$19,173.60","$19,173.60","$15,778.95","$15,778.95","$15,778.95","$15,778.95","$15,010.18",,,
A,14,10,329,"$18,519.02","$18,519.02","$18,519.02","$16,329.53","$16,329.53","$16,329.53","$16,329.53","$14,666.36",,,
B,6,84,330,"$21,574.85","$21,574.85","$21,574.85","$17,914.22","$17,914.22","$17,914.22","$17,914.22","$15,946.48",,,
B,13,66,331,"$24,095.03","$24,095.03","$24,095.03","$20,872.53","$20,872.53","$20,872.53","$20,872.53","$18,403.18",,,
A,12,5,332,"$22,059.99","$22,059.99","$22,059.99","$16,884.76","$16,884.76","$16,884.76","$16,884.76","$14,056.67",,,
E,41,254,333,"$14,569.97","$14,569.97","$14,569.97","$12,677.68","$12,677.68","$12,677.68","$12,677.68","$11,063.36",,,
E,25,275,334,"$11,728.84","$11,728.84","$11,728.84","$10,334.32","$10,334.32","$10,334.32","$10,334.32","$9,186.67",,,
E,41,146,335,"$24,159.83","$24,159.83","$24,159.83","$22,444.00","$22,444.00","$22,444.00","$22,444.00","$18,998.62",,,
A,42,325,336,"$14,811.56","$14,811.56","$14,811.56","$12,888.68","$12,888.68","$12,888.68","$12,888.68","$11,152.58",,,
E,40,335,337,"$10,470.60","$10,470.60","$10,470.60","$8,970.66","$8,970.66","$8,970.66","$8,970.66","$7,898.44",,,
A,42,334,338,"$10,287.74","$10,287.74","$10,287.74","$8,567.57","$8,567.57","$8,567.57","$8,567.57","$7,614.31",,,
A,42,327,339,"$4,669.53","$4,669.53","$4,669.53","$4,279.71","$4,279.71","$4,279.71","$4,279.71","$3,741.91",,,
B,44,351,340,"$19,356.78","$19,356.78","$19,356.78","$16,072.98","$16,072.98","$16,072.98","$16,072.98","$14,252.65",,,
M,47,407,341,"$9,335.90","$9,335.90","$9,335.90","$8,287.98","$8,287.98","$8,287.98","$8,287.98","$7,687.16",,,
M,47,411,342,"$10,114.37","$10,114.37","$10,114.37","$8,653.84","$8,653.84","$8,653.84","$8,653.84","$7,690.04",,,
E,25,275,343,"$19,173.85","$19,173.85","$19,173.85","$15,348.88","$15,348.88","$15,348.88","$15,348.88","$14,379.67",,,
B,6,65,344,"$11,529.43","$11,529.43","$11,529.43","$9,778.45","$9,778.45","$9,778.45","$9,778.45","$8,351.21",,,
B,5,46,345,"$28,403.26","$28,403.26","$28,403.26","$25,368.38","$25,368.38","$25,368.38","$25,368.38","$21,446.01",,,
B,44,409,346,"$10,316.74","$10,316.74","$10,316.74","$9,082.67","$9,082.67","$9,082.67","$9,082.67","$7,974.57",,,
A,12,136,347,"$14,539.54","$14,539.54","$14,539.54","$11,578.62","$11,578.62","$11,578.62","$11,578.62","$10,223.10",,,
A,42,327,348,"$16,856.77","$16,856.77","$16,856.77","$15,336.11","$15,336.11","$15,336.11","$15,336.11","$12,575.55",,,
M,47,433,350,"$15,986.18","$15,986.18","$15,986.18","$13,426.71","$13,426.71","$13,426.71","$13,426.71","$11,631.20",,,
B,6,68,351,"$15,267.25","$15,267.25","$15,267.25","$14,072.85","$14,072.85","$14,072.85","$14,072.85","$12,271.64",,,
E,25,271,352,"$6,221.54","$6,221.54","$6,221.54","$5,539.73","$5,539.73","$5,539.73","$5,539.73","$4,558.19",,,
B,5,48,353,"$15,515.65","$15,515.65","$15,515.65","$13,773.28","$13,773.28","$13,773.28","$13,773.28","$11,535.46",,,
E,40,336,354,"$10,744.86","$10,744.86","$10,744.86","$8,496.74","$8,496.74","$8,496.74","$8,496.74","$7,684.89",,,
A,14,10,355,"$26,309.07","$26,309.07","$26,309.07","$20,861.86","$20,861.86","$20,861.86","$20,861.86","$18,412.48",,,
A,14,10,356,"$23,284.32","$23,284.32","$23,284.32","$17,820.28","$17,820.28","$17,820.28","$17,820.28","$16,773.55",,,
E,40,336,357,"$11,968.72","$11,968.72","$11,968.72","$10,146.95","$10,146.95","$10,146.95","$10,146.95","$8,913.11",,,
A,42,321,358,"$14,060.87","$14,060.87","$14,060.87","$12,289.85","$12,289.85","$12,289.85","$12,289.85","$10,550.97",,,
A,42,322,359,"$25,320.50","$25,320.50","$25,320.50","$23,624.52","$23,624.52","$23,624.52","$23,624.52","$21,116.74",,,
B,44,352,360,"$14,088.60","$14,088.60","$14,088.60","$11,681.19","$11,681.19","$11,681.19","$11,681.19","$10,119.00",,,
E,25,341,361,"$26,218.16","$26,218.16","$26,218.16","$21,818.76","$21,818.76","$21,818.76","$21,818.76","$19,107.04",,,
A,14,11,362,"$12,186.70","$12,186.70","$12,186.70","$9,511.46","$9,511.46","$9,511.46","$9,511.46","$9,116.33",,,
E,40,361,363,"$15,516.98","$15,516.98","$15,516.98","$13,713.82","$13,713.82","$13,713.82","$13,713.82","$12,049.57",,,
B,6,503,364,"$18,534.59","$18,534.59","$18,534.59","$16,161.95","$16,161.95","$16,161.95","$16,161.95","$13,908.60",,,
B,13,140,365,"$29,403.89","$29,403.89","$29,403.89","$23,798.73","$23,798.73","$23,798.73","$23,798.73","$19,122.05",,,
A,2,121,366,"$17,911.18","$17,911.18","$17,911.18","$15,415.18","$15,415.18","$15,415.18","$15,415.18","$13,842.18",,,
B,44,410,368,"$13,118.32","$13,118.32","$13,118.32","$11,116.84","$11,116.84","$11,116.84","$11,116.84","$10,232.28",,,
M,47,406,369,"$11,851.11","$11,851.11","$11,851.11","$10,217.88","$10,217.88","$10,217.88","$10,217.88","$8,953.21",,,
M,47,406,370,"$9,402.13","$9,402.13","$9,402.13","$7,892.06","$7,892.06","$7,892.06","$7,892.06","$7,110.23",,,
B,5,48,371,"$29,558.01","$29,558.01","$29,558.01","$26,099.47","$26,099.47","$26,099.47","$26,099.47","$21,365.60",,,
M,47,406,372,"$23,564.54","$23,564.54","$23,564.54","$20,400.68","$20,400.68","$20,400.68","$20,400.68","$17,704.19",,,
A,42,322,373,"$8,903.29","$8,903.29","$8,903.29","$8,088.42","$8,088.42","$8,088.42","$8,088.42","$7,197.49",,,
B,44,347,374,"$17,406.28","$17,406.28","$17,406.28","$14,734.73","$14,734.73","$14,734.73","$14,734.73","$13,923.70",,,
A,12,5,375,"$18,391.38","$18,391.38","$18,391.38","$17,322.08","$17,322.08","$17,322.08","$17,322.08","$16,628.22",,,
A,42,127,376,"$26,125.82","$26,125.82","$26,125.82","$22,091.45","$22,091.45","$22,091.45","$22,091.45","$18,161.91",,,
M,47,411,378,"$9,901.75","$9,901.75","$9,901.75","$8,183.17","$8,183.17","$8,183.17","$8,183.17","$7,730.87",,,
E,40,333,379,"$19,808.14","$19,808.14","$19,808.14","$18,330.72","$18,330.72","$18,330.72","$18,330.72","$15,986.00",,,
B,5,81,381,"$22,956.97","$22,956.97","$22,956.97","$20,598.34","$20,598.34","$20,598.34","$20,598.34","$16,751.72",,,
B,44,410,382,"$18,405.94","$18,405.94","$18,405.94","$16,095.55","$16,095.55","$16,095.55","$16,095.55","$13,810.64",,,
B,13,66,383,"$19,611.27","$19,611.27","$19,611.27","$16,870.97","$16,870.97","$16,870.97","$16,870.97","$14,793.42",,,
B,13,66,384,"$24,180.23","$24,180.23","$24,180.23","$21,355.40","$21,355.40","$21,355.40","$21,355.40","$18,801.64",,,
B,6,84,385,"$6,167.15","$6,167.15","$6,167.15","$5,153.38","$5,153.38","$5,153.38","$5,153.38","$4,918.83",,,
B,13,132,386,"$19,688.84","$19,688.84","$19,688.84","$17,106.79","$17,106.79","$17,106.79","$17,106.79","$14,665.54",,,
B,44,352,387,"$10,905.40","$10,905.40","$10,905.40","$10,156.58","$10,156.58","$10,156.58","$10,156.58","$8,410.83",,,
A,42,321,388,"$19,535.24","$19,535.24","$19,535.24","$17,107.10","$17,107.10","$17,107.10","$17,107.10","$15,320.94",,,
B,44,352,389,"$28,380.58","$28,380.58","$28,380.58","$22,572.32","$22,572.32","$22,572.32","$22,572.32","$18,414.29",,,
A,12,149,390,"$11,718.57","$11,718.57","$11,718.57","$10,097.99","$10,097.99","$10,097.99","$10,097.99","$9,018.19",,,
A,12,4,391,"$20,035.22","$20,035.22","$20,035.22","$16,761.35","$16,761.35","$16,761.35","$16,761.35","$14,971.26",,,
B,44,344,392,"$21,373.72","$21,373.72","$21,373.72","$18,989.83","$18,989.83","$18,989.83","$18,989.83","$16,606.20",,,
A,12,147,393,"$22,660.98","$22,660.98","$22,660.98","$18,986.08","$18,986.08","$18,986.08","$18,986.08","$17,713.96",,,
A,12,137,394,"$18,908.06","$18,908.06","$18,908.06","$16,697.93","$16,697.93","$16,697.93","$16,697.93","$13,895.64",,,
B,6,80,395,"$28,671.57","$28,671.57","$28,671.57","$26,484.53","$26,484.53","$26,484.53","$26,484.53","$22,367.44",,,
A,2,39,396,"$26,716.72","$26,716.72","$26,716.72","$24,017.33","$24,017.33","$24,017.33","$24,017.33","$20,489.30",,,
B,6,80,397,"$23,533.52","$23,533.52","$23,533.52","$22,156.68","$22,156.68","$22,156.68","$22,156.68","$21,064.66",,,
B,5,46,398,"$28,603.19","$28,603.19","$28,603.19","$24,658.67","$24,658.67","$24,658.67","$24,658.67","$21,069.03",,,
B,5,46,399,"$25,574.69","$25,574.69","$25,574.69","$22,229.28","$22,229.28","$22,229.28","$22,229.28","$19,542.56",,,
B,6,68,400,"$29,837.87","$29,837.87","$29,837.87","$26,453.55","$26,453.55","$26,453.55","$26,453.55","$23,141.79",,,
