Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
19,2354,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202226,77.94%,79.50%,12.7,73.40%,66.30%,84.20%,84.40%
19,3726,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202226,89.92%,66.72%,15.4,94.10%,84.30%,91.80%,88.80%
19,2559,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,87.02%,81.39%,12.4,80.30%,85.50%,92.50%,89.90%
19,2873,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,69.64%,81.27%,13.6,72.40%,65.20%,65.10%,75.20%
19,3487,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202226,89.59%,94.31%,9.9,95.60%,85.80%,90.50%,86.60%
19,4424,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,202226,80.27%,81.41%,12.7,81.90%,69.90%,83.50%,86.60%
19,5844,DOORDASH,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202226,78.35%,77.10%,18.4,84.60%,73.50%,80.10%,75.50%
19,5844,SPARK,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202226,78.79%,80.02%,15.5,76.10%,74.30%,82.20%,83.70%
19,2350,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202226,77.17%,95.92%,8.9,85.70%,88.50%,75.00%,50.00%
19,5028,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202226,87.95%,86.68%,12.9,83.30%,93.50%,93.40%,81.70%
19,5030,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202226,89.91%,80.71%,11.7,90.60%,94.80%,96.10%,77.80%
19,1618,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,75.00%,78.82%,18.3,84.00%,75.00%,52.90%,81.80%
19,2276,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,90.23%,71.17%,11.7,89.60%,91.50%,90.30%,89.30%
19,2817,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,89.35%,82.43%,10.7,86.40%,89.50%,96.30%,86.20%
19,2818,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,81.97%,78.98%,15.3,77.10%,84.40%,86.00%,81.60%
19,2818,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,81.82%,80.52%,14.1,78.00%,73.70%,92.20%,84.10%
19,4631,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,86.33%,92.35%,15.2,82.90%,90.00%,83.10%,89.40%
19,4631,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202226,82.29%,92.50%,12.5,82.00%,73.70%,83.70%,89.50%
19,5404,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202226,74.65%,73.47%,17.7,74.20%,70.80%,77.50%,75.30%
44,838,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,84.79%,80.51%,18.9,93.30%,89.70%,84.10%,79.30%
44,838,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,88.50%,84.23%,17.2,89.20%,93.70%,94.50%,77.70%
44,103,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,80.95%,78.91%,13.3,88.90%,81.30%,65.20%,78.80%
44,389,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,81.30%,68.70%,17.7,73.50%,87.60%,77.90%,90.10%
44,389,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,76.16%,66.36%,17.1,67.90%,84.80%,73.60%,81.80%
44,1626,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,78.26%,78.50%,16.5,88.20%,85.70%,69.70%,78.60%
44,743,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202226,87.93%,64.23%,14.1,90.40%,100.00%,75.00%,89.50%
44,4637,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,89.87%,89.13%,15.7,86.80%,94.40%,95.00%,87.50%
44,1221,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,86.11%,77.33%,9.7,86.50%,100.00%,87.50%,77.80%
44,5307,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202226,56.90%,95.24%,7.7,33.30%,75.00%,77.80%,45.50%
13,1163,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,82.86%,69.99%,18.4,90.00%,96.10%,64.00%,80.30%
13,5022,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202226,82.51%,75.66%,19.5,84.70%,85.30%,80.30%,79.20%
13,541,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,62.02%,49.15%,23.4,25.80%,73.30%,74.30%,83.00%
13,989,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202226,73.22%,53.04%,21,90.50%,94.70%,50.00%,76.50%
13,1342,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,75.36%,76.56%,22.4,89.00%,86.10%,37.90%,86.20%
13,4129,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,58.80%,53.66%,28,50.20%,61.10%,55.10%,68.90%
13,1016,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202226,84.95%,70.37%,11.9,84.20%,80.00%,91.50%,80.00%
13,428,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,84.60%,67.72%,13.7,88.30%,72.50%,87.50%,85.50%
13,839,DOORDASH,Scheduled Standard Delivery,29,Executive Review,Recovering,Store Focus,202226,87.30%,81.97%,19.4,93.50%,90.30%,98.00%,72.80%
13,839,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,88.61%,88.40%,12.7,88.70%,90.70%,95.70%,82.80%
13,935,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202226,81.56%,68.64%,14.5,73.00%,70.10%,90.80%,87.40%
13,1102,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Recovering,Store Focus,202226,74.91%,64.60%,22.6,92.90%,72.40%,65.20%,70.90%
13,1102,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,202226,82.81%,71.16%,16.9,93.70%,82.20%,73.20%,77.10%
13,1206,DOORDASH,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202226,69.40%,66.28%,15,81.00%,71.70%,48.90%,83.70%
13,1206,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202226,79.49%,77.63%,12,87.80%,92.70%,55.20%,82.50%
13,1266,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202226,81.37%,73.14%,12.9,86.20%,79.50%,82.40%,79.00%
13,1266,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,85.54%,79.74%,10.4,82.80%,86.40%,87.70%,85.60%
13,4683,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202226,87.02%,70.71%,11,95.20%,100.00%,73.60%,82.40%
13,1136,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202226,84.15%,75.73%,10.5,86.50%,81.40%,86.00%,78.70%
13,2132,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,90.10%,86.16%,11.7,87.50%,90.00%,89.80%,93.80%
13,2132,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,85.14%,80.26%,16.4,87.90%,90.90%,72.20%,91.70%
13,3288,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202226,83.24%,68.35%,17.9,76.00%,91.60%,78.00%,89.10%
13,4679,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,88.37%,73.76%,14.9,81.70%,91.50%,93.30%,87.00%
13,5056,DOORDASH,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202226,74.65%,56.95%,19.7,76.80%,76.90%,100.00%,65.00%
13,5056,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202226,81.52%,71.74%,14.5,80.90%,93.00%,88.40%,68.00%
13,415,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202226,91.90%,83.90%,8.8,90.30%,86.80%,89.90%,96.20%
13,543,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Recovering,Store Focus,202226,100.00%,100.00%,9.2,100.00%,100.00%,100.00%,
13,539,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202226,62.50%,51.92%,32.1,71.40%,75.00%,41.70%,68.00%
13,539,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,75.35%,60.80%,16.5,78.00%,74.40%,61.80%,87.80%
13,365,POINTPICKUP,Scheduled Standard Delivery,35,Executive Review,Recovering,Store Focus,202226,85.15%,83.76%,14.7,94.40%,92.60%,77.40%,78.50%
13,875,POINTPICKUP,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202226,77.00%,86.27%,17.9,82.60%,85.00%,65.00%,75.70%
13,875,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202226,89.34%,90.08%,13.3,89.60%,87.00%,91.00%,89.50%
13,1710,POINTPICKUP,Scheduled Standard Delivery,29,Executive Review,Recovering,Store Focus,202226,87.10%,75.00%,18.9,100.00%,100.00%,92.90%,66.70%
13,1710,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,202226,86.52%,83.38%,13.5,96.00%,91.80%,86.10%,75.50%
13,2755,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,79.35%,68.15%,19.7,77.30%,84.70%,81.70%,72.80%
13,3059,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202226,90.39%,86.44%,8.5,97.50%,87.60%,89.20%,87.70%
13,6469,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202226,84.52%,79.78%,11.8,80.40%,84.60%,79.70%,92.50%
13,501,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202226,77.78%,78.38%,14.3,70.80%,70.60%,81.30%,93.30%
13,916,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202226,67.57%,56.83%,22.6,75.80%,59.30%,56.60%,72.30%
13,1025,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,202226,75.58%,85.09%,24.8,91.80%,67.40%,77.00%,65.80%
13,1346,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202226,91.44%,64.89%,16.3,92.20%,93.90%,92.00%,87.90%
64,4048,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,84.79%,60.58%,17.4,87.30%,90.10%,79.20%,82.20%
64,4659,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202226,89.66%,92.10%,9.7,91.10%,86.60%,89.50%,91.40%
64,5327,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,81.81%,75.15%,14.6,80.70%,95.60%,48.90%,90.10%
64,7262,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,78.49%,65.59%,8.9,75.70%,79.50%,80.10%,77.90%
64,3703,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,88.42%,77.97%,17.5,91.40%,89.90%,86.70%,85.40%
12,118,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,Degrading,Driver Supply Focus,202226,81.52%,97.60%,7.2,87.50%,72.00%,84.00%,84.60%
12,332,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202226,77.67%,67.31%,15.1,80.80%,77.00%,79.20%,69.30%
12,375,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202226,62.50%,68.75%,9.8,100.00%,66.70%,40.00%,33.30%
12,375,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202226,88.60%,78.93%,13.1,90.00%,95.40%,87.50%,82.90%
12,712,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,86.85%,69.59%,18.4,85.20%,86.20%,89.60%,87.00%
12,7324,POINTPICKUP,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202226,85.02%,79.00%,14.8,80.00%,88.50%,88.60%,83.10%
12,7324,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,87.11%,78.08%,13.1,82.30%,87.20%,95.20%,84.30%
12,155,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Store Focus,202226,84.20%,65.27%,13.9,91.20%,84.30%,88.50%,74.50%
12,182,POINTPICKUP,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202226,92.31%,84.62%,7.6,0.00%,100.00%,100.00%,100.00%
12,699,POINTPICKUP,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202226,76.47%,80.00%,12.5,66.70%,50.00%,100.00%,75.00%
12,699,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202226,82.36%,61.87%,15.7,72.10%,84.60%,82.60%,90.20%
12,1074,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,202226,80.52%,96.84%,11.7,88.90%,68.40%,80.00%,84.00%
12,661,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,86.02%,78.18%,15.8,80.00%,92.80%,92.70%,79.50%
12,661,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,89.29%,81.90%,12.9,88.70%,96.20%,88.70%,85.20%
12,662,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,68.75%,52.94%,16,83.30%,50.00%,100.00%,50.00%
12,766,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202226,74.19%,70.59%,15.6,80.00%,72.70%,75.00%,50.00%
12,766,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202226,80.38%,62.16%,13.7,92.20%,82.50%,52.90%,68.30%
12,1124,POINTPICKUP,Scheduled Standard Delivery,38,Executive Review,Recovering,Store Focus,202226,83.78%,74.36%,9.8,100.00%,100.00%,90.90%,77.30%
12,5703,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,202226,95.65%,60.87%,15.6,100.00%,100.00%,80.00%,100.00%
12,175,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202226,90.28%,73.43%,14.6,91.80%,91.90%,88.60%,89.90%
12,848,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,82.83%,72.48%,19.3,69.70%,88.40%,87.60%,88.40%
12,1248,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,86.66%,81.75%,13.6,88.50%,82.90%,85.30%,89.40%
12,2846,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,74.18%,60.27%,16.4,67.00%,76.50%,82.60%,73.30%
12,94,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Store Focus,202226,88.70%,78.68%,14.1,91.40%,89.20%,73.60%,92.90%
12,950,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,202226,59.47%,55.60%,25.9,74.70%,72.40%,18.10%,72.90%
12,1561,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202226,73.33%,72.61%,17,78.30%,68.40%,59.60%,77.80%
12,1561,UBER,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202226,70.32%,67.07%,19.7,67.90%,63.00%,36.40%,83.30%
12,192,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202226,89.94%,71.25%,13.8,89.20%,86.10%,93.60%,90.10%
12,673,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202226,74.58%,62.75%,17.9,85.20%,72.90%,65.30%,76.80%
12,4435,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,77.34%,79.64%,12.8,75.20%,85.50%,86.90%,64.10%
12,4482,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,78.31%,77.17%,11.7,87.50%,61.10%,88.20%,75.00%
12,5058,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,80.63%,69.27%,19.8,80.90%,77.90%,81.30%,82.00%
12,7020,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,82.63%,68.99%,18.5,91.20%,86.00%,71.80%,80.50%
72,5122,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,79.87%,71.96%,10.5,77.70%,77.90%,87.80%,75.30%
72,5122,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,60.00%,52.63%,13.2,36.40%,58.30%,90.00%,50.00%
59,5119,UBER,Scheduled Standard Delivery,2,Active Monitoring,-,Driver Supply Focus,202226,84.21%,100.00%,6.3,,85.70%,83.30%,83.30%
59,7342,POINTPICKUP,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202226,84.82%,82.00%,13.7,76.50%,100.00%,83.30%,77.00%
59,7342,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202226,90.40%,83.63%,12.8,90.90%,98.70%,94.70%,75.50%
60,4137,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,90.86%,81.41%,10,89.50%,84.40%,93.60%,94.50%
60,2071,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,82.07%,80.24%,10.3,87.20%,87.40%,84.10%,68.40%
60,2722,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202226,84.29%,81.24%,11.1,84.00%,85.80%,82.50%,85.10%
60,3478,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Driver Supply Focus,202226,85.71%,90.26%,8.9,100.00%,82.90%,82.50%,79.40%
60,3053,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,87.29%,92.23%,9.2,92.90%,82.50%,84.30%,88.70%
60,5628,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202226,95.68%,91.73%,8.5,99.30%,98.00%,98.80%,86.10%
60,5628,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202226,75.71%,86.57%,8.5,80.70%,74.60%,73.80%,72.70%
60,5272,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,77.86%,90.75%,10.1,63.90%,88.20%,75.60%,79.40%
60,4395,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,81.01%,80.57%,13.1,85.20%,83.60%,76.80%,81.30%
60,2552,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,87.85%,90.46%,11.9,83.00%,89.90%,89.10%,89.50%
60,5899,DOORDASH,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202226,91.06%,89.77%,9.2,93.40%,92.40%,85.90%,92.50%
60,5899,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202226,60.80%,90.42%,8.4,75.90%,51.30%,53.10%,63.10%
60,5935,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202226,91.79%,92.81%,6.8,91.20%,88.20%,95.20%,92.70%
60,2075,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202226,86.17%,67.00%,8,96.00%,94.70%,80.00%,76.00%
60,2385,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,87.05%,80.57%,13.5,87.90%,90.20%,83.40%,87.80%
60,2385,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,86.75%,83.86%,11.2,88.90%,81.90%,87.30%,88.20%
60,2516,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202226,84.28%,86.92%,11.6,87.80%,75.00%,84.60%,87.00%
60,2516,UBER,Scheduled Express Delivery ,6,At Risk,Recovering,Store Focus,202226,92.57%,81.55%,6.6,92.10%,85.00%,93.30%,95.60%
60,2516,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202226,77.49%,84.06%,10.9,78.90%,65.80%,80.00%,80.00%
60,3794,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,82.59%,79.81%,13.6,89.50%,79.40%,80.30%,80.90%
61,3098,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202226,81.55%,85.19%,8.6,85.20%,74.10%,82.70%,83.40%
61,5994,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202226,90.51%,94.68%,5.8,96.00%,87.30%,90.70%,88.70%
25,1160,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202226,75.78%,92.69%,8.8,76.90%,76.20%,79.80%,69.60%
25,1476,DOORDASH,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202226,88.99%,80.17%,11.5,83.90%,92.30%,87.50%,91.20%
25,2691,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202226,89.06%,96.72%,8.5,90.00%,78.60%,90.80%,89.50%
25,1580,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202226,71.44%,60.56%,24,74.50%,60.00%,75.10%,72.50%
25,1580,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202226,73.40%,66.69%,20.9,80.70%,66.70%,77.10%,65.80%
25,2787,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,75.00%,73.97%,23,58.10%,100.00%,100.00%,78.90%
25,2787,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,78.71%,80.73%,15.3,63.40%,76.40%,90.30%,88.30%
25,3529,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202226,74.96%,64.56%,17.9,78.80%,70.40%,77.20%,70.80%
25,1003,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202226,86.67%,65.56%,16.4,93.40%,79.90%,98.40%,80.20%
25,5038,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,85.41%,86.02%,10.2,85.30%,85.00%,86.60%,84.50%
25,786,DOORDASH,Scheduled Standard Delivery,25,Executive Review,Recovering,Store Focus,202226,78.79%,82.86%,13.1,91.70%,60.00%,72.70%,80.00%
25,786,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202226,90.80%,90.22%,9.8,93.10%,75.90%,89.20%,95.70%
25,1848,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,89.08%,96.10%,10.6,87.80%,93.30%,90.00%,86.90%
25,4405,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,88.23%,91.20%,10.1,86.40%,91.90%,85.90%,89.10%
25,5352,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202226,87.06%,90.49%,10.7,91.30%,88.90%,89.90%,78.20%
25,1401,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,90.70%,79.93%,11.3,92.20%,87.00%,88.20%,93.80%
25,1596,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,85.03%,83.74%,9.1,77.90%,87.40%,86.60%,91.10%
25,2215,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,70.53%,56.86%,25.3,82.10%,85.00%,73.70%,46.40%
25,2215,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,63.13%,69.83%,16.7,67.50%,77.20%,62.20%,49.40%
25,3400,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,91.01%,79.67%,14.5,94.10%,91.70%,95.20%,87.20%
25,1497,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,80.82%,80.35%,19.8,88.60%,94.80%,88.20%,64.50%
25,1497,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202226,86.06%,84.17%,14.7,92.90%,92.30%,89.10%,72.90%
25,1556,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,88.18%,80.25%,12.5,84.90%,86.80%,93.20%,88.60%
25,3601,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,81.61%,91.67%,20.8,72.80%,86.20%,88.00%,78.60%
25,3601,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,83.18%,91.81%,17.1,80.30%,79.50%,88.40%,84.50%
25,4049,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,76.53%,75.17%,24,87.70%,93.30%,67.30%,71.50%
25,4049,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202226,83.75%,80.30%,18.6,90.40%,84.60%,78.90%,81.60%
25,4529,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202226,81.63%,77.22%,14,85.90%,91.70%,88.70%,71.40%
25,4529,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,85.78%,78.74%,12.4,78.60%,96.40%,92.10%,84.60%
25,5965,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202226,72.89%,54.70%,19.6,77.50%,79.30%,64.40%,69.40%
25,2204,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,87.92%,85.27%,12.1,87.40%,85.90%,87.00%,90.50%
25,2204,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202226,85.33%,86.83%,10,84.40%,82.50%,85.30%,89.50%
25,5402,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,69.84%,61.11%,27.2,51.00%,90.30%,73.00%,66.10%
25,5402,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202226,58.58%,64.92%,18,38.00%,68.50%,56.80%,68.50%
25,5617,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,77.67%,81.82%,17.8,87.50%,80.00%,68.00%,61.50%
25,5617,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202226,78.52%,81.91%,14.1,78.60%,80.30%,76.90%,78.50%
25,5781,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202226,77.57%,69.23%,15.4,81.00%,75.30%,83.60%,69.40%
25,5781,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202226,74.19%,72.93%,14.6,70.60%,74.10%,77.70%,74.40%
