StoreNumber,Category,Item #,Item Description,Hot PLU, New Retails  
40,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
40,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
40,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
40,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
40,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
40,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
40,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
41,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
41,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
41,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
41,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
41,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
41,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
41,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
41,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
41,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
41,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
42,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
42,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
42,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
42,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
42,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
42,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
42,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
42,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
42,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
42,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
43,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
43,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
43,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
43,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
43,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
43,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
43,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
43,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
43,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
43,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
45,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
45,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
45,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
45,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
45,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
45,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
45,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
45,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
45,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
45,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
46,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
46,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
46,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
46,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
46,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
46,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
46,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
46,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
46,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
46,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
47,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
47,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
47,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
47,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
47,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
47,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
47,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
47,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
47,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
47,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
48,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
48,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
48,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
48,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
48,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
48,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
48,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
48,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
48,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
48,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
49,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
49,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
49,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
49,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
49,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
49,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
49,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
49,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
49,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
49,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
50,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
50,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
50,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
50,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
50,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
50,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
50,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
50,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
50,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
50,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
51,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
51,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
51,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
51,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
51,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
51,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
51,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
51,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
51,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
51,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
52,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
52,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
52,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
52,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
52,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
52,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
52,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
52,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
52,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
52,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
54,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
54,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
54,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
54,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
54,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
54,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
54,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
54,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
54,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
54,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
55,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
55,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
55,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
55,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
55,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
55,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
55,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
55,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
55,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
55,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
56,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
56,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
56,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
56,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
56,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
56,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
56,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
56,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
56,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
56,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
58,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
58,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
58,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
58,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
58,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
58,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
58,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
58,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
58,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
58,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
59,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
59,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
59,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
59,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
59,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
59,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
59,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
59,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
59,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
59,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
60,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
60,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
60,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
60,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
60,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
60,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
60,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
60,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
60,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
60,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
61,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
61,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
61,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
61,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
61,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
61,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
61,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
61,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
61,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
61,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
62,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
62,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
62,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
62,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
62,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
62,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
62,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
62,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
62,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
62,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
63,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
63,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
63,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
63,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
63,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
63,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
63,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
63,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
63,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
63,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
65,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
65,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
65,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
65,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
65,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
65,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
65,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
65,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
65,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
65,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
66,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
66,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
66,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
66,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
66,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
66,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
66,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
66,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
66,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
66,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
67,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
67,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
67,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
67,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
67,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
67,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
67,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
67,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
67,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
67,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
68,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
68,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
68,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
68,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
68,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
68,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
68,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
68,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
68,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
68,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
69,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
69,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
69,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
69,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
69,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
69,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
69,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
69,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
69,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
69,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
70,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
70,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
70,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
70,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
70,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
70,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
70,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
70,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
70,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
70,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
71,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
71,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
71,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
71,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
71,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
71,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
71,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
71,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
71,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
71,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
72,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
72,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
72,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
72,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
72,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
72,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
72,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
72,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
72,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
72,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
73,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
73,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
73,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
73,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
73,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
73,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
73,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
73,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
73,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
73,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
74,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
74,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
74,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
74,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
74,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
74,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
75,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
75,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
75,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
75,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
75,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
75,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
75,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
75,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
75,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
75,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
76,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
76,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
76,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
76,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
76,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
76,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
76,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
76,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
76,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
76,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
77,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
77,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
77,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
77,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
77,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
77,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
77,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
77,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
77,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
77,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
78,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
78,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
78,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
78,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
78,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
78,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
78,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
78,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
78,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
78,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
79,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
79,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
79,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
79,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
79,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
79,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
79,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
79,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
79,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
79,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
80,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
80,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
80,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
80,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
80,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
80,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
