Store #,First Carrier Assigned,Fulfilment Type, Status,Weeks With Status, Trend,Directional Focus ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
2355,,Scheduled Delivery Express,Active Monitoring,1,Recovering,Store Focus,202245,76.29%,72.82%,11.35,95.45%,80.00%,72.41%,64.52%
2355,,Scheduled Delivery Standard,Executive Review,21,Degrading,Store Focus,202245,82.24%,91.50%,11.16,78.32%,88.25%,73.16%,90.37%
2586,,Scheduled Delivery Standard,Executive Review,21,Degrading,Store Focus,202245,72.94%,78.70%,18.83,50.00%,80.19%,67.14%,87.62%
4597,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,90.01%,89.25%,14.3,90.47%,100.00%,88.92%,90.50%
1623,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,62.68%,74.64%,18.39,86.40%,64.89%,48.82%,58.24%
1884,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,74.49%,83.01%,15.31,74.88%,74.75%,63.35%,82.02%
2064,,Scheduled Delivery Standard,Executive Review,25,Degrading,Store Focus,202245,67.32%,54.98%,24.61,88.62%,67.18%,45.39%,70.87%
2543,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.81%,68.40%,13.87,97.56%,97.79%,96.69%,73.64%
4276,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.69%,68.01%,18.02,99.07%,93.04%,88.10%,86.49%
4276,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,64.34%,64.79%,23.84,88.20%,78.31%,35.95%,51.70%
1656,,Scheduled Delivery Standard,Executive Review,47,Recovering,Store Focus,202245,82.33%,84.78%,15.87,93.92%,81.94%,62.56%,89.33%
2278,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,88.89%,89.11%,10.23,99.03%,97.92%,93.48%,62.07%
2597,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,86.65%,91.22%,13.31,88.59%,88.09%,77.38%,89.94%
5445,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.62%,82.49%,10.17,99.21%,100.00%,97.73%,90.14%
3443,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,93.02%,92.47%,14.19,100.00%,91.67%,87.50%,89.47%
3443,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,80.90%,92.74%,13.22,88.77%,69.28%,74.84%,90.57%
3520,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,95.13%,84.54%,11.79,99.27%,98.47%,96.84%,85.16%
3562,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.11%,91.25%,10.91,95.65%,100.00%,93.75%,77.78%
3562,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,76.43%,87.19%,14.06,78.00%,70.14%,63.74%,92.52%
3795,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,74.11%,95.45%,14.94,78.42%,65.01%,69.20%,83.96%
5077,,Scheduled Delivery Express,Active Monitoring,3,Degrading,Store Focus,202245,84.00%,76.67%,7.28,87.50%,100.00%,100.00%,57.14%
5077,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,76.33%,77.17%,11.97,85.42%,65.08%,72.36%,82.47%
5452,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,98.11%,89.19%,11.61,97.06%,100.00%,100.00%,95.65%
3184,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,83.33%,75.68%,11.35,92.00%,100.00%,92.86%,35.71%
4504,,Scheduled Delivery Standard,Executive Review,32,Degrading,Store Focus,202245,80.17%,83.26%,11.09,87.65%,81.88%,72.56%,76.03%
4580,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,82.15%,78.40%,12.3,79.33%,88.57%,80.84%,80.00%
4672,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,90.41%,85.53%,9.5,96.24%,86.96%,80.68%,95.90%
4691,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,96.39%,89.66%,15.42,100.00%,100.00%,95.83%,86.67%
4691,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,87.67%,92.40%,12.89,92.86%,88.10%,80.32%,89.05%
5100,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,84.31%,81.29%,13.27,84.64%,86.76%,74.13%,92.64%
5256,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,82.02%,80.02%,14.78,84.27%,74.34%,84.44%,84.83%
5740,,Scheduled Delivery Standard,Executive Review,47,Recovering,Store Focus,202245,88.98%,97.61%,11.76,91.54%,88.86%,84.41%,91.03%
5613,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.72%,70.50%,9.9,98.15%,95.08%,100.00%,85.25%
6578,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,95.18%,83.53%,8.53,100.00%,100.00%,96.00%,83.33%
4104,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.33%,86.89%,9.56,100.00%,97.37%,95.83%,80.00%
2433,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,97.33%,81.58%,6.55,100.00%,100.00%,100.00%,89.47%
2974,,Scheduled Delivery Express,Executive Review,8,Degrading,Store Focus,202245,86.72%,79.70%,10.6,76.67%,89.29%,87.88%,91.89%
3015,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,85.07%,85.92%,9.73,93.10%,97.73%,100.00%,48.48%
3204,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,79.51%,70.38%,12.64,75.98%,78.87%,83.03%,81.66%
3341,,Scheduled Delivery Standard,Executive Review,48,Degrading,Store Focus,202245,88.61%,88.92%,10.66,86.21%,94.54%,89.83%,83.45%
3530,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.20%,84.72%,9.53,100.00%,100.00%,93.33%,76.92%
7224,,Scheduled Delivery Standard,Executive Review,24,Recovering,Store Focus,202245,84.95%,85.15%,14.99,91.46%,90.21%,63.31%,82.69%
7162,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,90.38%,88.89%,12.74,100.00%,100.00%,92.31%,69.23%
7162,,Scheduled Delivery Standard,Executive Review,10,Recovering,Store Focus,202245,89.70%,85.31%,8.2,91.53%,92.19%,88.78%,86.07%
2414,,Scheduled Delivery Standard,Executive Review,14,Degrading,Store Focus,202245,88.93%,89.23%,10.95,82.97%,84.16%,92.76%,97.27%
4147,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,78.61%,68.52%,14.99,88.78%,75.19%,82.88%,72.88%
4157,,Scheduled Delivery Standard,Executive Review,46,Degrading,Store Focus,202245,68.21%,68.03%,12.03,64.89%,71.91%,65.00%,71.03%
7337,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,92.45%,85.19%,8.49,100.00%,90.00%,100.00%,78.57%
5393,,Scheduled Delivery Standard,Executive Review,7,Recovering,Store Focus,202245,90.09%,92.60%,10.19,94.91%,90.82%,83.13%,90.46%
6176,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,92.23%,77.78%,9.8,92.31%,92.59%,96.15%,87.50%
6176,,Scheduled Delivery Standard,Executive Review,7,Degrading,Store Focus,202245,73.98%,63.88%,13.49,77.69%,68.10%,66.67%,83.21%
6263,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.81%,80.25%,11.12,95.24%,95.00%,100.00%,87.50%
6263,,Scheduled Delivery Standard,Executive Review,42,Recovering,Store Focus,202245,84.40%,94.61%,10.22,91.22%,86.05%,76.30%,83.21%
6264,,Scheduled Delivery Standard,Executive Review,14,Degrading,Store Focus,202245,77.18%,71.84%,15.33,82.48%,81.64%,49.17%,86.59%
6828,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.92%,88.64%,14.04,97.14%,100.00%,100.00%,90.00%
6828,,Scheduled Delivery Standard,Executive Review,13,Recovering,Store Focus,202245,89.30%,80.45%,11.21,90.78%,87.96%,94.80%,84.23%
2840,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,93.18%,80.39%,11.16,100.00%,100.00%,100.00%,80.00%
2840,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,84.97%,84.94%,10.63,79.08%,85.71%,88.71%,87.70%
4517,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,95.69%,78.51%,11.44,96.30%,100.00%,100.00%,85.71%
4519,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,95.15%,87.50%,9.54,96.43%,100.00%,100.00%,86.67%
5903,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,95.00%,100.00%,10,100.00%,100.00%,100.00%,81.48%
3629,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.54%,95.59%,10.17,100.00%,100.00%,91.67%,84.21%
3862,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,94.92%,76.23%,11.11,96.67%,95.00%,100.00%,87.50%
920,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,96.08%,85.71%,13.41,100.00%,100.00%,100.00%,84.62%
4585,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.07%,85.12%,11.6,100.00%,100.00%,100.00%,79.41%
2875,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,89.06%,80.45%,11.68,100.00%,100.00%,91.67%,68.42%
2875,,Scheduled Delivery Standard,Active Monitoring,2,Recovering,Store Focus,202245,91.85%,82.28%,10.1,93.37%,94.76%,89.93%,88.70%
2877,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,95.05%,77.36%,9.13,100.00%,100.00%,96.30%,85.71%
2877,,Scheduled Delivery Standard,Executive Review,14,Recovering,Store Focus,202245,89.70%,79.23%,10.93,90.45%,94.85%,87.39%,85.97%
3727,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.25%,68.48%,12.23,100.00%,100.00%,95.00%,84.62%
3727,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,82.40%,78.86%,8.54,87.24%,79.45%,82.35%,78.91%
3736,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.73%,86.61%,9.99,100.00%,100.00%,100.00%,74.19%
4659,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,84.85%,73.08%,11.7,94.74%,96.00%,100.00%,64.86%
4659,,Scheduled Delivery Standard,Executive Review,35,Recovering,Store Focus,202245,83.15%,85.03%,12.26,94.74%,79.91%,89.34%,55.75%
5327,,Scheduled Delivery Standard,Executive Review,29,Degrading,Store Focus,202245,88.98%,87.01%,9.8,80.72%,90.43%,88.43%,95.25%
7233,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,87.17%,86.28%,7.71,88.65%,89.11%,80.58%,90.24%
7262,,Scheduled Delivery Standard,Executive Review,34,Degrading,Store Focus,202245,88.79%,79.37%,8.69,88.00%,91.21%,86.83%,89.16%
3703,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,91.74%,77.19%,10.64,95.00%,100.00%,83.87%,90.00%
3703,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,80.48%,69.86%,13.98,77.99%,82.73%,74.52%,85.75%
5102,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,81.05%,73.88%,10.88,78.50%,81.49%,75.68%,87.76%
5722,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,92.16%,76.64%,9.12,90.00%,100.00%,96.77%,79.17%
5832,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,96.84%,89.51%,11.68,97.37%,94.29%,100.00%,95.45%
3593,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,83.67%,85.09%,11.7,86.44%,87.28%,74.19%,86.11%
5043,,Scheduled Delivery Standard,Executive Review,14,Degrading,Store Focus,202245,90.87%,90.18%,10.07,88.71%,94.35%,84.96%,97.09%
5122,,Scheduled Delivery Standard,Executive Review,26,Degrading,Store Focus,202245,82.34%,87.54%,13.31,82.69%,91.99%,68.93%,83.96%
4188,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,90.32%,87.88%,4.65,100.00%,100.00%,93.33%,50.00%
4589,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.79%,86.03%,8.31,96.77%,100.00%,96.88%,74.29%
5059,,Scheduled Delivery Express,Executive Review,8,Degrading,Store Focus,202245,92.65%,80.26%,13.13,88.24%,93.33%,95.45%,92.86%
5059,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,72.44%,57.63%,17.07,83.90%,84.68%,61.13%,57.78%
5119,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.97%,87.88%,11.47,100.00%,100.00%,91.67%,92.86%
5925,,Scheduled Delivery Express,Executive Review,8,Degrading,Store Focus,202245,93.55%,77.61%,7.74,87.50%,100.00%,100.00%,90.00%
7342,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.70%,78.40%,12.33,97.83%,97.06%,94.12%,89.19%
7342,,Scheduled Delivery Standard,Executive Review,48,Recovering,Store Focus,202245,89.60%,82.43%,12.05,92.99%,87.36%,87.68%,91.07%
4053,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,65.18%,76.99%,11.97,62.84%,68.92%,66.32%,62.44%
4054,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,80.58%,65.21%,11.4,82.47%,87.59%,61.86%,84.70%
5804,,Scheduled Delivery Standard,Executive Review,42,Degrading,Store Focus,202245,74.86%,69.12%,15.77,58.75%,78.85%,72.85%,89.09%
6390,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,89.53%,63.83%,8.96,100.00%,100.00%,90.91%,76.92%
6390,,Scheduled Delivery Standard,Executive Review,38,Degrading,Store Focus,202245,82.57%,76.20%,7.47,83.78%,72.37%,89.19%,81.12%
6470,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.55%,65.63%,6.7,100.00%,100.00%,100.00%,60.00%
6470,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,87.00%,66.52%,8.78,87.88%,80.17%,92.92%,87.30%
3110,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,68.59%,77.20%,17.74,65.72%,73.24%,68.42%,66.08%
3166,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.09%,66.57%,11.91,96.43%,96.74%,91.30%,84.75%
3166,,Scheduled Delivery Standard,Executive Review,46,Degrading,Store Focus,202245,73.43%,75.68%,13.41,74.29%,72.12%,67.36%,79.52%
5645,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,67.80%,80.67%,10.83,69.69%,70.80%,54.98%,75.12%
5646,,Scheduled Delivery Standard,Executive Review,48,Degrading,Store Focus,202245,72.82%,60.76%,14.39,72.43%,65.99%,77.14%,77.51%
3885,,Scheduled Delivery Standard,Executive Review,39,Degrading,Store Focus,202245,70.82%,74.36%,12.46,75.33%,68.53%,61.27%,76.56%
4220,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,81.54%,74.23%,13.45,77.04%,81.67%,76.50%,90.72%
4388,,Scheduled Delivery Express,Executive Review,10,Recovering,Store Focus,202245,96.15%,83.05%,6.5,100.00%,100.00%,100.00%,88.89%
5754,,Scheduled Delivery Standard,Executive Review,23,Degrading,Store Focus,202245,78.84%,68.96%,12.9,71.29%,75.18%,91.53%,77.52%
5755,,Scheduled Delivery Standard,Executive Review,13,Recovering,Store Focus,202245,92.91%,90.49%,11.12,93.85%,96.14%,90.38%,91.09%
6798,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.35%,80.90%,16.53,92.45%,97.37%,94.59%,85.71%
6798,,Scheduled Delivery Standard,Executive Review,39,Degrading,Store Focus,202245,68.35%,64.18%,21.39,56.02%,74.46%,62.77%,76.92%
6936,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,88.72%,79.43%,9.99,85.43%,90.51%,86.99%,91.97%
7174,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,99.20%,85.10%,10.03,98.53%,100.00%,100.00%,98.59%
3442,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.98%,92.98%,10.34,100.00%,100.00%,100.00%,75.00%
3899,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,86.18%,60.94%,10.61,90.91%,93.33%,93.94%,62.96%
3899,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,73.00%,64.88%,13.96,53.27%,69.12%,79.83%,84.15%
5279,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,88.10%,85.67%,8.79,87.50%,89.81%,86.28%,88.63%
6174,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,75.22%,56.73%,11.42,84.58%,73.45%,64.98%,77.39%
2328,,Scheduled Delivery Express,Active Monitoring,2,Recovering,Store Focus,202245,84.42%,75.90%,10.87,95.45%,100.00%,88.24%,66.67%
2328,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,81.37%,85.30%,9.88,90.00%,80.93%,67.06%,87.23%
3338,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,85.10%,77.89%,10.67,84.56%,93.81%,80.44%,81.74%
3724,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,90.63%,85.14%,18.66,100.00%,93.33%,100.00%,72.22%
3724,,Scheduled Delivery Standard,Executive Review,48,Degrading,Store Focus,202245,78.45%,85.67%,14.07,83.33%,86.11%,66.85%,80.00%
4145,,Scheduled Delivery Standard,Executive Review,30,Degrading,Store Focus,202245,83.19%,77.01%,12.34,84.28%,89.57%,68.75%,88.85%
4443,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,77.34%,60.66%,13.69,75.86%,85.13%,62.58%,85.19%
4452,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,91.43%,83.78%,8.58,100.00%,100.00%,100.00%,50.00%
5378,,Scheduled Delivery Standard,Executive Review,30,Degrading,Store Focus,202245,36.94%,42.36%,20.22,12.43%,24.26%,17.65%,66.17%
5383,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,69.54%,61.09%,17.09,66.75%,77.42%,41.57%,87.50%
4431,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,98.11%,86.44%,8.17,100.00%,100.00%,100.00%,91.67%
4848,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,61.83%,48.07%,22.16,50.54%,47.35%,73.56%,73.20%
6233,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,90.68%,82.54%,11.92,96.15%,100.00%,96.88%,70.00%
6586,,Scheduled Delivery Standard,Executive Review,22,Degrading,Store Focus,202245,84.42%,66.22%,11.84,84.62%,86.74%,79.19%,87.06%
7146,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.77%,94.14%,10.32,100.00%,100.00%,96.23%,89.13%
7180,,Scheduled Delivery Express,Executive Review,10,Recovering,Store Focus,202245,92.21%,79.27%,9.84,91.30%,95.24%,90.00%,92.31%
7180,,Scheduled Delivery Standard,Executive Review,27,Degrading,Store Focus,202245,41.10%,44.07%,25.46,37.42%,20.18%,26.21%,60.00%
4206,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,96.43%,83.91%,13.12,95.24%,95.45%,100.00%,93.33%
4206,,Scheduled Delivery Standard,Executive Review,8,Recovering,Store Focus,202245,92.13%,91.16%,10.03,93.39%,91.50%,88.18%,95.48%
2442,,Scheduled Delivery Standard,Executive Review,9,Recovering,Store Focus,202245,84.96%,84.68%,9.24,91.93%,90.44%,75.05%,81.03%
4198,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,91.07%,82.76%,9.14,91.67%,100.00%,100.00%,69.23%
4198,,Scheduled Delivery Standard,At Risk,5,Recovering,Store Focus,202245,88.86%,76.56%,12.55,93.45%,84.97%,88.02%,89.09%
6172,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,84.11%,85.03%,9.39,87.63%,84.88%,78.32%,84.02%
5421,,Scheduled Delivery Standard,Executive Review,14,Degrading,Store Focus,202245,82.80%,66.99%,9.13,79.52%,90.36%,80.25%,81.25%
5427,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,76.67%,65.85%,14.7,64.21%,85.00%,74.70%,81.17%
7127,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,88.89%,84.62%,7.77,100.00%,87.50%,100.00%,76.92%
4692,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,78.00%,68.63%,10.96,72.78%,88.45%,69.62%,81.37%
2699,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,89.24%,86.97%,9.37,88.36%,88.29%,90.86%,89.56%
3069,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,79.87%,81.52%,10.59,79.05%,76.40%,84.78%,79.67%
3071,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,89.02%,84.56%,7.54,93.02%,89.68%,85.31%,88.39%
3072,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,91.07%,87.93%,10.42,100.00%,100.00%,95.83%,76.47%
3072,,Scheduled Delivery Standard,Executive Review,33,Recovering,Store Focus,202245,90.65%,84.57%,10.68,92.61%,91.01%,90.40%,88.11%
5267,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,85.71%,71.43%,8.35,100.00%,100.00%,100.00%,46.15%
5267,,Scheduled Delivery Standard,Executive Review,14,Degrading,Store Focus,202245,67.62%,57.02%,8.25,70.55%,75.56%,58.18%,63.16%
5815,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,87.38%,90.52%,11.62,87.94%,93.65%,83.27%,83.47%
2745,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,95.24%,92.03%,10.34,100.00%,98.75%,98.00%,85.71%
5790,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,95.05%,86.54%,10.33,100.00%,100.00%,100.00%,73.68%
4577,,Scheduled Delivery Standard,At Risk,5,Recovering,Store Focus,202245,88.05%,79.59%,8.02,92.70%,89.90%,88.59%,81.18%
3655,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.81%,92.11%,10.55,100.00%,100.00%,100.00%,75.00%
3655,,Scheduled Delivery Standard,At Risk,5,Recovering,Store Focus,202245,92.48%,83.39%,9.47,98.82%,92.75%,87.66%,90.22%
5306,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,90.41%,89.12%,11.07,96.55%,97.30%,100.00%,62.50%
5602,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,97.37%,87.95%,12.55,100.00%,100.00%,92.86%,
5602,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,78.82%,96.93%,10.7,87.53%,75.38%,67.40%,67.86%
5663,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,96.33%,94.59%,12.15,100.00%,100.00%,100.00%,85.71%
5689,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,97.13%,87.91%,6.6,100.00%,100.00%,100.00%,89.47%
5691,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.01%,84.09%,13.95,98.68%,96.72%,90.70%,83.78%
3101,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.60%,76.42%,13.73,100.00%,96.77%,93.10%,69.57%
4134,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,95.45%,86.61%,11.41,96.00%,100.00%,100.00%,84.00%
3083,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,97.70%,86.21%,7.34,100.00%,100.00%,100.00%,92.00%
3127,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.74%,96.22%,10.01,100.00%,100.00%,98.08%,81.97%
3176,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,96.82%,84.57%,9.44,100.00%,100.00%,100.00%,87.50%
3162,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.05%,82.05%,13.15,97.50%,100.00%,94.87%,93.48%
4142,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,88.19%,92.11%,13.3,96.00%,93.33%,92.31%,78.00%
5321,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.43%,84.21%,10.4,100.00%,94.74%,100.00%,92.86%
2907,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.51%,83.33%,11.68,100.00%,100.00%,100.00%,58.33%
2907,,Scheduled Delivery Standard,Executive Review,12,Recovering,Store Focus,202245,86.63%,80.12%,12.01,91.53%,87.46%,76.34%,90.11%
3183,,Scheduled Delivery Standard,Executive Review,9,Recovering,Store Focus,202245,87.06%,83.32%,12.85,96.76%,78.00%,79.44%,91.82%
4140,,Scheduled Delivery Standard,Executive Review,7,Recovering,Store Focus,202245,90.95%,99.55%,12.54,94.58%,92.23%,84.07%,92.21%
4498,,Scheduled Delivery Express,Executive Review,13,Recovering,Store Focus,202245,92.00%,80.00%,9.96,93.33%,100.00%,100.00%,75.00%
4563,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,82.97%,66.20%,13.71,78.93%,82.31%,83.68%,87.52%
4595,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,87.01%,68.35%,13.27,95.00%,83.33%,95.65%,68.75%
4617,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.59%,71.26%,13.1,96.55%,94.74%,100.00%,68.42%
4617,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,82.98%,71.83%,13.92,82.25%,82.45%,85.60%,81.84%
5945,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.08%,89.86%,13.22,96.00%,90.91%,95.24%,89.47%
5945,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,89.79%,94.73%,11.31,89.31%,91.71%,85.16%,92.59%
2396,,Scheduled Delivery Standard,Active Monitoring,2,Recovering,Store Focus,202245,85.40%,77.69%,9.88,91.95%,88.89%,80.26%,78.20%
2406,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,86.96%,78.26%,8.84,100.00%,100.00%,88.89%,33.33%
3104,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,90.20%,74.14%,12.67,93.75%,100.00%,85.71%,33.33%
4380,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,95.24%,85.71%,12.46,100.00%,100.00%,100.00%,60.00%
4441,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.15%,84.21%,10.4,100.00%,100.00%,100.00%,75.00%
5704,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,95.00%,86.52%,13.02,100.00%,100.00%,95.83%,62.50%
5758,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,94.12%,60.38%,12.55,92.86%,100.00%,94.12%,85.71%
