Region,Market,Site #,Install Status
9,91,1374,Completed
6,569,1296,Completed
3,93,1283,Completed
7,74,1249,Completed
7,86,1235,Completed
14,14,1224,Completed
3,95,1213,Completed
3,98,1173,Completed
3,98,1172,Completed
6,59,1103,Completed
6,84,1098,Completed
9,90,1086,Completed
9,91,1084,Completed
3,93,960,Completed
7,81,813,Completed
3,94,582,Completed
7,88,461,Completed
13,66,457,Completed
6,85,293,Completed
44,47,226,Completed
13,503,163,Completed
44,350,158,Completed
13,503,140,Completed
4,310,6879,Completed
9,108,5882,Completed
76,292,5880,Completed
26,299,5743,Completed
2,19,5709,Completed
4,37,5705,Completed
26,305,5298,Completed
54,388,5232,Completed
60,514,5041,Completed
4,37,4664,Completed
26,305,4274,Completed
75,289,4064,Completed
47,429,3872,Completed
26,309,3700,Completed
75,289,3644,Completed
76,286,3573,Completed
14,15,3439,Completed
54,389,3382,Completed
20,311,3270,Completed
75,288,3265,Completed
60,473,3260,Completed
25,273,3255,Completed
60,473,3217,Completed
75,288,3214,Completed
2,19,3201,Completed
16,159,3200,Completed
16,160,2953,Completed
16,159,2902,Completed
26,296,2845,Completed
75,315,2807,Completed
75,314,2805,Completed
54,389,2672,Completed
76,286,2564,Completed
60,472,2325,Completed
75,312,2312,Completed
60,467,2249,Completed
54,585,2223,Completed
4,41,2214,Completed
16,160,2095,Completed
26,297,2058,Completed
26,301,2000,Completed
76,283,1985,Completed
26,301,1950,Completed
76,292,1904,Completed
75,282,1875,Completed
75,289,1841,Completed
54,388,1808,Completed
20,311,1763,Completed
26,309,1666,Completed
26,302,1661,Completed
26,297,1614,Completed
26,308,1613,Completed
46,370,1598,Completed
75,314,1465,Completed
25,275,1454,Completed
2,21,1400,Completed
75,315,1335,Completed
4,310,1261,Completed
20,258,1233,Completed
20,258,1189,Completed
2,21,1111,Completed
2,21,780,Completed
42,321,230,Completed
42,328,281,Completed
42,328,1147,Completed
42,327,3331,Completed
12,153,3017,Completed
12,123,3234,Completed
12,152,4482,Completed
,,,Completed
