DC,Store,City,State,Banner,Commodity,Delivery Class,Delivery Saturday,Delivery Sunday,Delivery Monday,Delivery Tuesday,Delivery Wednesday,Delivery Thursday,Delivery Friday,Store Delivery Frequency,DC Order fill comments,Store Notification
6097,719,RICHMOND KY,KY,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6097,720,FRANKFORT KY,KY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,721,PORT CHARLOTTE /MURDOCK,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6095,722,CARROLLTON GA,GA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7019,723,TROY AL,AL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6097,724,JEFFERSON CITY TN,TN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
2364,725,HAINES CITY FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6095,726,ALEXANDER CITY AL,AL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6095,727,CEDARTOWN GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,728,HILTON HD ISL SC,SC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6097,729,BARDSTOWN KY,KY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6095,730,SYLACAUGA AL,AL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7019,731,DEMOPOLIS AL,AL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6095,733,"VALLEY, AL",AL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7019,734,ENTERPRISE AL,AL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6095,735,WINCHESTER TN,TN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6097,736,RUSSELVILLE KY,KY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6072,737,LEWISBURG TN,TN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6072,738,CAMDEN TN,TN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6097,739,MIDDLESBORO KY,KY,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7019,740,OZARK AL,AL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6097,741,"LENOIR CITY, TN",TN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6097,742,KINGSPORT TN,TN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6042,743,OKLAHOMA CITY OK,OK,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7010,744,ATASCOCITA TX,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6095,745,STOCKBRIDGE GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,746,TEMPLE TX,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,748,NEWTON IA,IA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,New delivery on Fri
7024,749,AMES IA,IA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,750,INDEPENDENCE IA,IA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,751,PELLA IA,IA,WM Supercenter,DRY,Next Day Delivery,0,1,1,0,1,Closed,1,4,No change needed. Keep existing Order fill on Wed,No change needed
7010,752,PASADENA TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,753,CEDAR FALLS IA,IA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,754,STATESBORO GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6084,755,AMARILLO TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6095,756,SUMMERVILLE GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,757,PLEASANTON TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6095,758,AMERICUS GA,GA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7023,759,WAUCHULA FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6059,760,HARDINSBURG KY,KY,Wal-Mart,DRY,Next Day Delivery,0,1,0,1,0,Closed,1,3,No change needed. Keep existing Order fill on Wed,New delivery on Fri
6057,761,"RACELAND, LA",LA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6095,762,BIRMINGHAM/CENTERPOINT,AL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7019,764,BESSEMER AL,AL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,765,"SAN ANTONIO, TX",TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6072,766,FLORENCE AL,AL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,767,LAKE CITY FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7010,768,KATY FRY RD AND I10 TX,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7023,769,VENICE FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7018,770,GREAT BEND KS,KS,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
2364,771,MERRITT ISLAND FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7010,772,HOUSTON (ALIEF) TX,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7010,773,EUNICE LA,LA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7018,774,COLUMBUS NE,NE,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,775,GALESBURG IL,IL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7018,776,FREMONT NE,NE,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7010,777,WEST ORANGE TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,778,PUNTA GORDA FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
2364,779,LAKELAND FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6055,780,MONROE GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,781,MARBLE FALLS TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,782,UVALDE TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6065,783,MACON MO,MO,Wal-Mart,DRY,Next Day Delivery,1,1,0,1,0,Closed,1,4,No change needed. Keep existing Order fill on Wed,New delivery on Fri
7024,784,MOUNT PLEASANT IA,IA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7019,785,WAYNESBORO MS,MS,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,786,"DEKALB, IL",IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6095,787,RIVERDALE GA,GA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6082,788,CLINTON AR,AR,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,789,MESQUITE TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7018,790,MCCOOK NE,NE,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6083,791,ALICE TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,792,ALEDO IL,IL,Wal-Mart,DRY,Next Day Delivery,1,1,0,1,0,Closed,1,4,No change needed. Keep existing Order fill on Wed,New delivery on Fri
6084,793,CANYON TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7015,794,HUTCHINSON KS,KS,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6055,795,BARNWELL SC,SC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,796,PERU IL,IL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,797,BURLINGTON IA,IA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6059,798,MARSHALL IL,IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Fri,New delivery on Fri
7018,799,LIBERAL KS,KS,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
2364,800,LEESBURG FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6065,801,MARYVILLE MO,MO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,802,MONROE WI,WI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6057,803,BOGALUSA LA EF,LA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6064,804,MINERAL WELLS TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6059,805,FENTON MO,MO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6084,806,"LAS CRUCES, NM",NM,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,807,"N RICHLAND HILLS, TX",TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7010,808,LAKE JACKSON TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6095,809,OXFORD AL,AL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,810,MASON CITY IA,IA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,811,ARCADIA FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6084,812,DUMAS TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,813,BROWNWOOD TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,814,"OKEECHOBEE, FL",FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6065,815,"OSAGE BEACH, MO",MO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6057,816,BROOKHAVEN MS,MS,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
2364,817,KISSIMMEE FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7019,818,PANAMA CITY BEACH,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,819,CAPE CORAL FL/FT MYERS,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6065,820,BOONVILLE MO,MO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6084,821,CLOVIS NM,NM,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6084,822,AMARILLO TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7015,823,PONCA CITY OK,OK,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6084,824,ALBUQUERQUE (N),NM,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6097,825,STANFORD KY,KY,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6084,826,FARMINGTON NM,NM,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,827,CANTON TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,828,INDIANAPOLIS (PLAINFIELD),IN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6084,829,"SANTA FE,NM",NM,Wal-Mart,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,830,ROCK FALLS IL,IL,Wal-Mart,DRY,Same Day Delivery,1,0,1,0,1,Closed,0,3,No change needed,No change needed
6059,833,CARMI ILL,IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6065,834,BETHANY MO,MO,WM Supercenter,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,No change needed. Keep existing Order fill on Wed,New delivery on Fri
6084,835,ALBUQUERQUE - JUAN TOBO,NM,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6099,836,ST MARYS GA,GA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6082,837,THAYER MO,MO,Wal-Mart,DRY,Next Day Delivery,1,0,0,1,0,Closed,1,3,No change needed. Keep existing Order fill on Wed,New delivery on Fri
7015,838,SAND SPRINGS OK,OK,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6057,839,BATON ROUGE LA,LA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6055,840,WARNER ROBINS GREEN GA,GA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,841,TIPTON IA,IA,Wal-Mart,DRY,Next Day Delivery,0,1,1,0,1,Closed,1,4,Add Order fill on Wed,No change needed
7077,842,"PUEBLO (N), CO",CO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7019,843,CAMILLA GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,No change needed. Keep existing Order fill on Wed,New delivery on Fri
7024,844,MORRIS IL,IL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6065,845,BUFFALO MO EF,MO,Wal-Mart,DRY,Next Day Delivery,1,0,1,0,1,Closed,1,4,Add Order fill on Wed,No change needed
6083,846,LAGRANGE TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,847,DODGEVILLE WI,WI,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6072,848,SOUTHAVEN MS,MS,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7010,849,HOUST/HUMBLE/ALBIDE,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6084,850,"ALBUQUERQUE (C), NM",NM,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6084,851,"RUIDOSO DOWNS, NM",NM,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,852,OTTAWA IL,IL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7019,853,MOBILE AL,AL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,854,FRANKFORT IN,IN,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6095,855,UNION CITY GA,GA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6095,856,BREMEN GA,GA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6099,857,SANFORD FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7019,858,CAIRO GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
2364,859,LAKE WALES FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6099,860,DELAND FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6084,861,LUBBOCK TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,862,HINESVILLE GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6095,863,ROANOKE AL,AL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6099,864,VIDALIA GA,GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
