Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
793,3,NO,-,4,WK 37,80
812,2,YES,HIRE,4,WK 37,120
822,2,YES,MOVE EXISTING,4,WK 37,120
900,3,NO,-,3,WK 37,80
1516,3,NO,-,4,WK 37,80
3383,2,YES,MOVE EXISTING,4,WK 37,120
3384,3,NO,-,4,WK 37,80
5216,2,YES,MOVE EXISTING,4,WK 37,120
549,1,YES,MOVE EXISTING,4,WK 37,140
821,2,YES,MOVE EXISTING,4,WK 37,120
861,1,YES,HIRE,4,WK 37,140
927,2,YES,HIRE,4,WK 37,120
945,1,YES,HIRE,4,WK 37,140
1051,3,NO,-,4,WK 37,80
2653,3,NO,-,4,WK 37,80
3826,2,YES,MOVE EXISTING,4,WK 37,120
4299,1,YES,MOVE EXISTING,4,WK 37,140
6898,2,YES,MOVE EXISTING,4,WK 37,120
513,2,YES,MOVE EXISTING,4,WK 37,120
537,1,YES,MOVE EXISTING,4,WK 37,140
608,1,YES,MOVE EXISTING,4,WK 37,140
626,3,NO,-,3,WK 37,80
897,3,NO,-,4,WK 37,80
898,3,NO,-,3,WK 37,80
2891,1,YES,MOVE EXISTING,4,WK 37,140
3645,1,YES,MOVE EXISTING,4,WK 37,140
438,3,NO,-,3,WK 37,80
535,1,YES,MOVE EXISTING,4,WK 37,140
536,1,YES,MOVE EXISTING,4,WK 37,140
601,2,YES,HIRE,4,WK 37,120
1078,3,NO,-,2,WK 37,80
1249,2,YES,HIRE,4,WK 37,120
1257,3,NO,-,3,WK 37,80
1272,3,NO,-,3,WK 37,80
3381,3,NO,-,3,WK 37,80
7281,2,YES,HIRE,4,WK 37,120
290,3,NO,-,3,WK 37,80
465,2,YES,HIRE,4,WK 37,120
478,3,NO,-,2,WK 37,80
757,2,YES,HIRE,4,WK 37,120
901,2,YES,MOVE EXISTING,4,WK 37,120
1313,1,YES,MOVE EXISTING,4,WK 37,140
3112,2,YES,HIRE,4,WK 37,120
3279,1,YES,MOVE EXISTING,4,WK 37,140
4103,3,NO,-,3,WK 37,80
5144,2,YES,MOVE EXISTING,4,WK 37,120
5245,1,YES,MOVE EXISTING,4,WK 37,140
381,1,YES,HIRE,4,WK 37,140
407,1,YES,MOVE EXISTING,4,WK 37,140
476,3,NO,-,3,WK 37,80
781,1,YES,MOVE EXISTING,4,WK 37,140
813,2,YES,MOVE EXISTING,4,WK 37,120
917,3,NO,-,3,WK 37,80
1073,3,NO,-,3,WK 37,80
1232,2,YES,HIRE,4,WK 37,120
1303,1,YES,MOVE EXISTING,4,WK 37,140
3319,1,YES,MOVE EXISTING,4,WK 37,140
6286,2,YES,MOVE EXISTING,4,WK 37,120
1129,2,YES,MOVE EXISTING,4,WK 37,120
1253,1,YES,MOVE EXISTING,4,WK 37,140
2133,1,YES,MOVE EXISTING,4,WK 37,140
2991,1,YES,MOVE EXISTING,4,WK 37,140
4130,2,YES,HIRE,4,WK 37,120
4163,2,YES,HIRE,4,WK 37,120
4219,2,YES,HIRE,4,WK 37,120
4554,3,NO,-,3,WK 37,80
5317,1,YES,MOVE EXISTING,4,WK 37,140
77,2,YES,HIRE,4,WK 37,120
280,3,NO,-,3,WK 37,80
475,1,YES,MOVE EXISTING,4,WK 37,140
1185,1,YES,MOVE EXISTING,4,WK 37,140
3169,2,YES,HIRE,4,WK 37,120
3170,3,NO,-,3,WK 37,80
3569,1,YES,MOVE EXISTING,4,WK 37,140
5479,2,YES,MOVE EXISTING,4,WK 37,120
5480,1,YES,MOVE EXISTING,4,WK 37,140
999,1,YES,HIRE,4,WK 37,140
1235,3,NO,-,3,WK 37,80
2239,1,YES,HIRE,4,WK 37,140
2599,1,YES,HIRE,4,WK 37,140
3058,1,YES,MOVE EXISTING,4,WK 37,140
3106,1,YES,MOVE EXISTING,4,WK 37,140
3888,1,YES,MOVE EXISTING,4,WK 37,140
4102,3,NO,-,3,WK 37,80
5145,1,YES,MOVE EXISTING,4,WK 37,140
443,3,NO,-,4,WK 37,80
447,1,YES,MOVE EXISTING,4,WK 37,140
461,1,YES,MOVE EXISTING,4,WK 37,140
554,1,YES,MOVE EXISTING,4,WK 37,140
782,2,YES,MOVE EXISTING,4,WK 37,120
1046,3,NO,-,2,WK 37,80
3518,1,YES,MOVE EXISTING,4,WK 37,140
3623,2,YES,MOVE EXISTING,4,WK 37,120
5713,1,YES,MOVE EXISTING,4,WK 37,140
500,1,YES,MOVE EXISTING,4,WK 37,140
512,1,YES,HIRE,4,WK 37,140
964,1,YES,HIRE,4,WK 37,140
1015,1,YES,MOVE EXISTING,4,WK 37,140
2201,1,YES,HIRE,4,WK 37,140
2612,1,YES,MOVE EXISTING,4,WK 37,140
3136,1,YES,MOVE EXISTING,4,WK 37,140
3763,1,YES,MOVE EXISTING,4,WK 37,140
5717,1,YES,MOVE EXISTING,4,WK 37,140
5947,2,YES,HIRE,4,WK 37,120
508,1,YES,MOVE EXISTING,4,WK 37,140
1126,2,YES,MOVE EXISTING,4,WK 37,120
1154,2,YES,HIRE,4,WK 37,120
1198,1,YES,MOVE EXISTING,4,WK 37,140
2864,1,YES,MOVE EXISTING,4,WK 37,140
3056,2,YES,MOVE EXISTING,4,WK 37,120
3057,2,YES,MOVE EXISTING,4,WK 37,120
3107,3,NO,-,4,WK 37,80
4131,2,YES,HIRE,4,WK 37,120
4162,2,YES,MOVE EXISTING,4,WK 37,120
5146,2,YES,MOVE EXISTING,4,WK 37,120
146,3,NO,-,4,WK 37,80
165,2,YES,MOVE EXISTING,4,WK 37,120
180,2,YES,HIRE,4,WK 37,120
345,2,YES,MOVE EXISTING,4,WK 37,120
398,2,YES,MOVE EXISTING,4,WK 37,120
399,2,YES,HIRE,4,WK 37,120
523,3,NO,-,3,WK 37,80
572,2,YES,HIRE,4,WK 37,120
918,2,YES,MOVE EXISTING,4,WK 37,120
3828,2,YES,HIRE,4,WK 37,120
283,3,NO,-,3,WK 37,80
331,2,YES,MOVE EXISTING,4,WK 37,120
383,3,NO,-,4,WK 37,80
384,3,NO,-,4,WK 37,80
408,1,YES,MOVE EXISTING,4,WK 37,140
449,2,YES,HIRE,4,WK 37,120
457,2,YES,MOVE EXISTING,4,WK 37,120
469,2,YES,MOVE EXISTING,4,WK 37,120
521,2,YES,HIRE,4,WK 37,120
651,1,YES,MOVE EXISTING,4,WK 37,140
777,2,YES,MOVE EXISTING,4,WK 37,120
1204,2,YES,MOVE EXISTING,4,WK 37,120
351,3,NO,-,3,WK 37,80
400,1,YES,MOVE EXISTING,4,WK 37,140
602,2,YES,HIRE,4,WK 37,120
3213,2,YES,MOVE EXISTING,4,WK 37,120
3390,2,YES,HIRE,4,WK 37,120
3585,2,YES,HIRE,4,WK 37,120
3591,2,YES,MOVE EXISTING,4,WK 37,120
5287,2,YES,MOVE EXISTING,4,WK 37,120
553,2,YES,MOVE EXISTING,4,WK 37,120
909,1,YES,MOVE EXISTING,4,WK 37,140
912,2,YES,MOVE EXISTING,4,WK 37,120
1163,2,YES,MOVE EXISTING,4,WK 37,120
2665,2,YES,MOVE EXISTING,4,WK 37,120
2706,1,YES,MOVE EXISTING,4,WK 37,140
3167,3,NO,-,4,WK 37,80
5022,2,YES,MOVE EXISTING,4,WK 37,120
489,2,YES,MOVE EXISTING,4,WK 37,120
541,1,YES,MOVE EXISTING,5,WK 37,140
803,3,NO,-,3,WK 37,80
911,1,YES,MOVE EXISTING,4,WK 37,140
989,1,YES,MOVE EXISTING,5,WK 37,140
1342,1,YES,MOVE EXISTING,4,WK 37,140
1353,1,YES,MOVE EXISTING,5,WK 37,140
3616,3,NO,-,4,WK 37,80
4129,2,YES,HIRE,4,WK 37,120
311,3,NO,-,2,WK 37,80
485,3,NO,-,3,WK 37,80
502,3,NO,-,4,WK 37,80
540,2,YES,MOVE EXISTING,4,WK 37,120
542,2,YES,HIRE,4,WK 37,120
761,3,NO,-,4,WK 37,80
961,2,YES,MOVE EXISTING,4,WK 37,120
1016,2,YES,MOVE EXISTING,4,WK 37,120
2913,2,YES,MOVE EXISTING,4,WK 37,120
3483,2,YES,MOVE EXISTING,4,WK 37,120
428,3,NO,-,4,WK 37,80
532,1,YES,MOVE EXISTING,5,WK 37,140
839,2,YES,MOVE EXISTING,4,WK 37,120
935,2,YES,MOVE EXISTING,4,WK 37,120
1102,3,NO,-,4,WK 37,80
1206,1,YES,MOVE EXISTING,4,WK 37,140
1266,2,YES,HIRE,4,WK 37,120
4683,3,NO,-,4,WK 37,80
401,3,NO,-,3,WK 37,80
1136,3,NO,-,4,WK 37,80
1196,3,NO,-,3,WK 37,80
2132,2,YES,MOVE EXISTING,4,WK 37,120
2822,2,YES,MOVE EXISTING,4,WK 37,120
3288,2,YES,MOVE EXISTING,4,WK 37,120
4679,3,NO,-,4,WK 37,80
5056,2,YES,MOVE EXISTING,4,WK 37,120
75,2,YES,MOVE EXISTING,4,WK 37,120
170,2,YES,MOVE EXISTING,4,WK 37,120
312,3,NO,-,3,WK 37,80
405,2,YES,MOVE EXISTING,4,WK 37,120
498,3,NO,-,3,WK 37,80
505,2,YES,MOVE EXISTING,4,WK 37,120
539,2,YES,MOVE EXISTING,4,WK 37,120
773,2,YES,HIRE,4,WK 37,120
1107,3,NO,-,3,WK 37,80
1128,3,NO,-,4,WK 37,80
4295,2,YES,MOVE EXISTING,4,WK 37,120
501,1,YES,MOVE EXISTING,4,WK 37,140
785,3,NO,-,4,WK 37,80
816,2,YES,MOVE EXISTING,4,WK 37,120
874,2,YES,HIRE,4,WK 37,120
887,3,NO,-,4,WK 37,80
916,2,YES,MOVE EXISTING,4,WK 37,120
954,3,NO,-,3,WK 37,80
1025,2,YES,MOVE EXISTING,4,WK 37,120
1106,3,NO,-,3,WK 37,80
1168,2,YES,HIRE,4,WK 37,120
1192,3,NO,-,4,WK 37,80
2717,3,NO,-,4,WK 37,80
969,1,YES,MOVE EXISTING,4,WK 37,140
970,2,YES,HIRE,4,WK 37,120
1066,2,YES,MOVE EXISTING,4,WK 37,120
1088,2,YES,HIRE,4,WK 37,120
1195,2,YES,HIRE,4,WK 37,120
1260,2,YES,HIRE,4,WK 37,120
1346,2,YES,MOVE EXISTING,4,WK 37,120
2715,1,YES,MOVE EXISTING,4,WK 37,140
3528,3,NO,-,4,WK 37,80
5079,2,YES,MOVE EXISTING,4,WK 37,120
140,1,YES,MOVE EXISTING,4,WK 37,140
163,1,YES,MOVE EXISTING,4,WK 37,140
214,2,YES,MOVE EXISTING,4,WK 37,120
236,3,NO,-,3,WK 37,80
249,2,YES,MOVE EXISTING,4,WK 37,120
275,2,YES,MOVE EXISTING,4,WK 37,120
285,2,YES,MOVE EXISTING,4,WK 37,120
288,3,NO,-,3,WK 37,80
364,3,NO,-,4,WK 37,80
38,3,NO,-,4,WK 37,80
49,3,NO,-,3,WK 37,80
117,3,NO,-,3,WK 37,80
131,2,YES,MOVE EXISTING,4,WK 37,120
148,2,YES,MOVE EXISTING,4,WK 37,120
181,3,NO,-,4,WK 37,80
226,3,NO,-,4,WK 37,80
240,3,NO,-,3,WK 37,80
417,2,YES,MOVE EXISTING,4,WK 37,120
427,2,YES,MOVE EXISTING,4,WK 37,120
468,2,YES,MOVE EXISTING,4,WK 37,120
2123,2,YES,MOVE EXISTING,4,WK 37,120
108,3,NO,-,4,WK 37,80
132,3,NO,-,3,WK 37,80
134,3,NO,-,4,WK 37,80
150,3,NO,-,4,WK 37,80
178,3,NO,-,3,WK 37,80
221,2,YES,MOVE EXISTING,4,WK 37,120
227,3,NO,-,4,WK 37,80
392,3,NO,-,4,WK 37,80
499,2,YES,MOVE EXISTING,4,WK 37,120
564,1,YES,MOVE EXISTING,4,WK 37,140
622,1,YES,MOVE EXISTING,4,WK 37,140
41,2,YES,MOVE EXISTING,4,WK 37,120
136,3,NO,-,2,WK 37,80
168,1,YES,MOVE EXISTING,4,WK 37,140
207,3,NO,-,3,WK 37,80
246,3,NO,-,3,WK 37,80
576,1,YES,MOVE EXISTING,4,WK 37,140
823,2,YES,HIRE,4,WK 37,120
838,2,YES,MOVE EXISTING,4,WK 37,120
3055,3,NO,-,4,WK 37,80
10,2,YES,MOVE EXISTING,4,WK 37,120
12,2,YES,MOVE EXISTING,4,WK 37,120
22,2,YES,MOVE EXISTING,4,WK 37,120
28,3,NO,-,4,WK 37,80
50,3,NO,-,3,WK 37,80
63,3,NO,-,3,WK 37,80
81,3,NO,-,3,WK 37,80
90,3,NO,-,4,WK 37,80
130,2,YES,MOVE EXISTING,4,WK 37,120
374,3,NO,-,4,WK 37,80
113,2,YES,MOVE EXISTING,4,WK 37,120
162,3,NO,-,3,WK 37,80
269,2,YES,MOVE EXISTING,4,WK 37,120
271,3,NO,-,4,WK 37,80
414,2,YES,MOVE EXISTING,4,WK 37,120
420,2,YES,MOVE EXISTING,4,WK 37,120
479,2,YES,HIRE,4,WK 37,120
607,3,NO,-,2,WK 37,80
893,3,NO,-,2,WK 37,80
1116,2,YES,MOVE EXISTING,4,WK 37,120
1148,2,YES,MOVE EXISTING,4,WK 37,120
3229,3,NO,-,3,WK 37,80
5071,2,YES,MOVE EXISTING,4,WK 37,120
129,2,YES,MOVE EXISTING,4,WK 37,120
147,2,YES,MOVE EXISTING,4,WK 37,120
151,2,YES,MOVE EXISTING,4,WK 37,120
158,3,NO,-,4,WK 37,80
185,2,YES,MOVE EXISTING,4,WK 37,120
225,3,NO,-,3,WK 37,80
232,3,NO,-,3,WK 37,80
947,1,YES,MOVE EXISTING,4,WK 37,140
975,2,YES,MOVE EXISTING,4,WK 37,120
1043,3,NO,-,3,WK 37,80
1295,3,NO,-,3,WK 37,80
31,2,YES,MOVE EXISTING,4,WK 37,120
47,3,NO,-,4,WK 37,80
103,1,YES,MOVE EXISTING,4,WK 37,140
121,3,NO,-,4,WK 37,80
123,3,NO,-,3,WK 37,80
210,3,NO,-,2,WK 37,80
231,2,YES,MOVE EXISTING,4,WK 37,120
247,3,NO,-,3,WK 37,80
276,3,NO,-,3,WK 37,80
340,3,NO,-,4,WK 37,80
137,2,YES,HIRE,4,WK 37,120
360,3,NO,-,4,WK 37,80
387,3,NO,-,3,WK 37,80
389,2,YES,MOVE EXISTING,4,WK 37,120
1626,2,YES,MOVE EXISTING,4,WK 37,120
2803,2,YES,MOVE EXISTING,4,WK 37,120
2804,2,YES,MOVE EXISTING,4,WK 37,120
3430,3,NO,-,3,WK 37,80
4195,3,NO,-,4,WK 37,80
4241,3,NO,-,4,WK 37,80
139,3,NO,-,3,WK 37,80
212,2,YES,MOVE EXISTING,4,WK 37,120
277,2,YES,HIRE,4,WK 37,120
517,2,YES,MOVE EXISTING,4,WK 37,120
544,1,YES,MOVE EXISTING,4,WK 37,140
743,1,YES,MOVE EXISTING,4,WK 37,140
1056,3,NO,-,4,WK 37,80
2734,3,NO,-,4,WK 37,80
7294,3,NO,-,4,WK 37,80
7326,2,YES,MOVE EXISTING,4,WK 37,120
186,3,NO,-,4,WK 37,80
346,3,NO,-,3,WK 37,80
794,2,YES,MOVE EXISTING,4,WK 37,120
1099,2,YES,MOVE EXISTING,4,WK 37,120
1221,1,YES,MOVE EXISTING,4,WK 37,140
1507,2,YES,MOVE EXISTING,4,WK 37,120
2428,3,NO,-,4,WK 37,80
3103,3,NO,-,4,WK 37,80
3283,2,YES,MOVE EXISTING,4,WK 37,120
3492,2,YES,MOVE EXISTING,4,WK 37,120
4321,2,YES,HIRE,4,WK 37,120
39,3,NO,-,3,WK 37,80
42,3,NO,-,3,WK 37,80
72,2,YES,MOVE EXISTING,4,WK 37,120
111,3,NO,-,3,WK 37,80
242,3,NO,-,3,WK 37,80
368,3,NO,-,3,WK 37,80
382,3,NO,-,4,WK 37,80
1187,3,NO,-,3,WK 37,80
2893,3,NO,-,3,WK 37,80
5307,3,NO,-,4,WK 37,80
1218,1,YES,MOVE EXISTING,4,WK 37,140
1324,1,YES,MOVE EXISTING,4,WK 37,140
1325,2,YES,MOVE EXISTING,4,WK 37,120
1411,1,YES,MOVE EXISTING,4,WK 37,140
1612,1,YES,MOVE EXISTING,4,WK 37,140
1846,2,YES,MOVE EXISTING,4,WK 37,120
2922,1,YES,MOVE EXISTING,4,WK 37,140
3379,2,YES,MOVE EXISTING,4,WK 37,120
5031,1,YES,MOVE EXISTING,4,WK 37,140
1149,2,YES,HIRE,4,WK 37,120
1240,1,YES,HIRE,4,WK 37,140
1291,1,YES,MOVE EXISTING,4,WK 37,140
3807,3,NO,-,3,WK 37,80
3884,2,YES,MOVE EXISTING,4,WK 37,120
5626,1,YES,MOVE EXISTING,4,WK 37,140
5799,3,NO,-,3,WK 37,80
5858,3,NO,-,3,WK 37,80
1549,1,YES,MOVE EXISTING,4,WK 37,140
2554,2,YES,HIRE,4,WK 37,120
2777,1,YES,MOVE EXISTING,4,WK 37,140
3407,1,YES,MOVE EXISTING,4,WK 37,140
3896,2,YES,HIRE,4,WK 37,120
4336,2,YES,MOVE EXISTING,4,WK 37,120
5331,1,YES,MOVE EXISTING,4,WK 37,140
5369,1,YES,MOVE EXISTING,4,WK 37,140
5429,1,YES,HIRE,4,WK 37,140
1532,1,YES,MOVE EXISTING,4,WK 37,140
1533,1,YES,MOVE EXISTING,4,WK 37,140
2512,1,YES,MOVE EXISTING,4,WK 37,140
3241,2,YES,HIRE,4,WK 37,120
3465,1,YES,MOVE EXISTING,4,WK 37,140
5124,2,YES,MOVE EXISTING,4,WK 37,120
5189,1,YES,MOVE EXISTING,4,WK 37,140
5330,1,YES,MOVE EXISTING,4,WK 37,140
1512,3,NO,-,4,WK 37,80
1746,1,YES,MOVE EXISTING,4,WK 37,140
2768,2,YES,MOVE EXISTING,4,WK 37,120
3771,1,YES,MOVE EXISTING,4,WK 37,140
3799,2,YES,MOVE EXISTING,4,WK 37,120
5768,3,NO,-,2,WK 37,80
6480,2,YES,HIRE,4,WK 37,120
1334,3,NO,-,3,WK 37,80
1381,2,YES,MOVE EXISTING,4,WK 37,120
1646,2,YES,HIRE,4,WK 37,120
2112,2,YES,HIRE,4,WK 37,120
2482,1,YES,MOVE EXISTING,4,WK 37,140
2766,2,YES,MOVE EXISTING,4,WK 37,120
2767,2,YES,MOVE EXISTING,4,WK 37,120
5428,2,YES,MOVE EXISTING,4,WK 37,120
2671,2,YES,HIRE,4,WK 37,120
2778,3,NO,-,4,WK 37,80
3360,2,YES,MOVE EXISTING,4,WK 37,120
3751,1,YES,HIRE,4,WK 37,140
3833,1,YES,MOVE EXISTING,4,WK 37,140
3861,2,YES,MOVE EXISTING,4,WK 37,120
4430,2,YES,MOVE EXISTING,4,WK 37,120
4451,1,YES,MOVE EXISTING,4,WK 37,140
5186,2,YES,MOVE EXISTING,4,WK 37,120
826,1,YES,MOVE EXISTING,4,WK 37,140
869,2,YES,MOVE EXISTING,4,WK 37,120
873,3,NO,-,3,WK 37,80
966,2,YES,HIRE,4,WK 37,120
1380,3,NO,-,4,WK 37,80
2270,2,YES,HIRE,4,WK 37,120
2656,2,YES,MOVE EXISTING,4,WK 37,120
3428,2,YES,MOVE EXISTING,4,WK 37,120
5003,3,NO,-,3,WK 37,80
906,1,YES,MOVE EXISTING,4,WK 37,140
1397,1,YES,MOVE EXISTING,4,WK 37,140
1414,3,NO,-,4,WK 37,80
2652,3,NO,-,3,WK 37,80
2924,1,YES,MOVE EXISTING,4,WK 37,140
3596,2,YES,MOVE EXISTING,4,WK 37,120
5430,1,YES,MOVE EXISTING,4,WK 37,140
5492,3,NO,-,3,WK 37,80
824,2,YES,HIRE,4,WK 37,120
829,2,YES,MOVE EXISTING,4,WK 37,120
835,2,YES,MOVE EXISTING,4,WK 37,120
850,1,YES,MOVE EXISTING,4,WK 37,140
3423,2,YES,HIRE,4,WK 37,120
3731,2,YES,HIRE,4,WK 37,120
3732,2,YES,MOVE EXISTING,4,WK 37,120
4201,2,YES,HIRE,4,WK 37,120
5491,2,YES,MOVE EXISTING,4,WK 37,120
611,2,YES,MOVE EXISTING,4,WK 37,120
806,1,YES,MOVE EXISTING,4,WK 37,140
851,3,NO,-,4,WK 37,80
868,1,YES,MOVE EXISTING,4,WK 37,140
1306,2,YES,MOVE EXISTING,4,WK 37,120
1357,3,NO,-,4,WK 37,80
3427,3,NO,-,4,WK 37,80
4341,3,NO,-,3,WK 37,80
4601,2,YES,MOVE EXISTING,4,WK 37,120
5155,2,YES,MOVE EXISTING,4,WK 37,120
5166,2,YES,HIRE,4,WK 37,120
1315,2,YES,MOVE EXISTING,4,WK 37,120
1412,2,YES,MOVE EXISTING,4,WK 37,120
1456,3,NO,-,4,WK 37,80
1457,2,YES,MOVE EXISTING,4,WK 37,120
1461,2,YES,HIRE,4,WK 37,120
1617,2,YES,MOVE EXISTING,4,WK 37,120
1778,2,YES,HIRE,4,WK 37,120
3778,2,YES,MOVE EXISTING,4,WK 37,120
4471,3,NO,-,3,WK 37,80
4653,2,YES,MOVE EXISTING,4,WK 37,120
1485,2,YES,MOVE EXISTING,4,WK 37,120
1508,2,YES,MOVE EXISTING,4,WK 37,120
1565,1,YES,MOVE EXISTING,4,WK 37,140
1567,2,YES,MOVE EXISTING,4,WK 37,120
1956,1,YES,MOVE EXISTING,4,WK 37,140
2608,3,NO,-,3,WK 37,80
2923,2,YES,MOVE EXISTING,4,WK 37,120
4412,3,NO,-,4,WK 37,80
1872,2,YES,MOVE EXISTING,4,WK 37,120
1901,2,YES,MOVE EXISTING,4,WK 37,120
2084,2,YES,MOVE EXISTING,4,WK 37,120
2147,3,NO,-,4,WK 37,80
2259,1,YES,MOVE EXISTING,4,WK 37,140
2455,2,YES,MOVE EXISTING,4,WK 37,120
2607,3,NO,-,3,WK 37,80
3259,2,YES,MOVE EXISTING,4,WK 37,120
4247,3,NO,-,4,WK 37,80
7199,2,YES,HIRE,4,WK 37,120
369,3,NO,-,3,WK 37,80
370,3,NO,-,3,WK 37,80
372,2,YES,MOVE EXISTING,4,WK 37,120
419,3,NO,-,3,WK 37,80
592,2,YES,MOVE EXISTING,4,WK 37,120
652,2,YES,MOVE EXISTING,4,WK 37,120
664,2,YES,MOVE EXISTING,4,WK 37,120
770,2,YES,MOVE EXISTING,4,WK 37,120
790,3,NO,-,4,WK 37,80
799,2,YES,MOVE EXISTING,4,WK 37,120
978,3,NO,-,3,WK 37,80
1214,3,NO,-,2,WK 37,80
1437,3,NO,-,4,WK 37,80
2562,3,NO,-,3,WK 37,80
35,1,YES,MOVE EXISTING,4,WK 37,140
43,2,YES,MOVE EXISTING,4,WK 37,120
341,3,NO,-,3,WK 37,80
418,3,NO,-,3,WK 37,80
557,2,YES,MOVE EXISTING,4,WK 37,120
558,2,YES,MOVE EXISTING,4,WK 37,120
993,3,NO,-,3,WK 37,80
1282,3,NO,-,3,WK 37,80
2784,3,NO,-,4,WK 37,80
4209,3,NO,-,3,WK 37,80
4322,3,NO,-,3,WK 37,80
26,2,YES,MOVE EXISTING,4,WK 37,120
342,3,NO,-,3,WK 37,80
378,3,NO,-,3,WK 37,80
484,2,YES,MOVE EXISTING,4,WK 37,120
1054,3,NO,-,3,WK 37,80
1802,2,YES,MOVE EXISTING,4,WK 37,120
2131,3,NO,-,4,WK 37,80
5219,3,NO,-,3,WK 37,80
5441,2,YES,HIRE,4,WK 37,120
6392,3,NO,-,3,WK 37,80
1534,2,YES,HIRE,4,WK 37,120
1581,2,YES,MOVE EXISTING,4,WK 37,120
1627,2,YES,HIRE,4,WK 37,120
1636,1,YES,MOVE EXISTING,4,WK 37,140
1649,3,NO,-,4,WK 37,80
1695,3,NO,-,4,WK 37,80
2033,3,NO,-,4,WK 37,80
3648,2,YES,HIRE,4,WK 37,120
3875,3,NO,-,3,WK 37,80
4352,2,YES,MOVE EXISTING,4,WK 37,120
4569,3,NO,-,3,WK 37,80
598,2,YES,MOVE EXISTING,4,WK 37,120
637,3,NO,-,4,WK 37,80
867,2,YES,MOVE EXISTING,4,WK 37,120
1543,2,YES,MOVE EXISTING,4,WK 37,120
1585,2,YES,MOVE EXISTING,4,WK 37,120
1604,1,YES,MOVE EXISTING,4,WK 37,140
2579,3,NO,-,3,WK 37,80
3872,2,YES,MOVE EXISTING,4,WK 37,120
5170,3,NO,-,2,WK 37,80
7129,3,NO,-,3,WK 37,80
1483,2,YES,HIRE,4,WK 37,120
1500,2,YES,MOVE EXISTING,4,WK 37,120
1520,2,YES,MOVE EXISTING,4,WK 37,120
1535,2,YES,MOVE EXISTING,4,WK 37,120
1538,2,YES,MOVE EXISTING,4,WK 37,120
1685,2,YES,MOVE EXISTING,4,WK 37,120
2443,2,YES,HIRE,4,WK 37,120
2990,2,YES,MOVE EXISTING,4,WK 37,120
3237,2,YES,HIRE,4,WK 37,120
3734,3,NO,-,3,WK 37,80
3853,3,NO,-,3,WK 37,80
4865,2,YES,MOVE EXISTING,4,WK 37,120
350,3,NO,-,4,WK 37,80
645,2,YES,MOVE EXISTING,4,WK 37,120
774,2,YES,MOVE EXISTING,4,WK 37,120
776,2,YES,MOVE EXISTING,4,WK 37,120
885,3,NO,-,3,WK 37,80
1326,2,YES,MOVE EXISTING,4,WK 37,120
1460,2,YES,MOVE EXISTING,4,WK 37,120
1943,1,YES,MOVE EXISTING,4,WK 37,140
2432,3,NO,-,4,WK 37,80
3278,2,YES,MOVE EXISTING,4,WK 37,120
3395,2,YES,MOVE EXISTING,4,WK 37,120
3823,2,YES,HIRE,4,WK 37,120
1545,2,YES,MOVE EXISTING,4,WK 37,120
1632,2,YES,HIRE,4,WK 37,120
1696,3,NO,-,4,WK 37,80
2957,2,YES,HIRE,4,WK 37,120
3758,3,NO,-,3,WK 37,80
3761,3,NO,-,3,WK 37,80
4244,3,NO,-,3,WK 37,80
4246,3,NO,-,3,WK 37,80
4253,3,NO,-,3,WK 37,80
5806,3,NO,-,3,WK 37,80
751,3,NO,-,3,WK 37,80
1393,3,NO,-,4,WK 37,80
1435,3,NO,-,3,WK 37,80
1491,3,NO,-,4,WK 37,80
1683,3,NO,-,3,WK 37,80
1723,1,YES,MOVE EXISTING,4,WK 37,140
1764,2,YES,MOVE EXISTING,4,WK 37,120
2935,3,NO,-,3,WK 37,80
3394,3,NO,-,3,WK 37,80
3762,2,YES,MOVE EXISTING,4,WK 37,120
4606,3,NO,-,3,WK 37,80
581,2,YES,MOVE EXISTING,4,WK 37,120
647,3,NO,-,3,WK 37,80
748,3,NO,-,3,WK 37,80
749,3,NO,-,3,WK 37,80
892,2,YES,MOVE EXISTING,4,WK 37,120
1389,3,NO,-,3,WK 37,80
1732,3,NO,-,3,WK 37,80
1787,3,NO,-,3,WK 37,80
2764,2,YES,MOVE EXISTING,4,WK 37,120
4256,2,YES,MOVE EXISTING,4,WK 37,120
5748,2,YES,MOVE EXISTING,4,WK 37,120
646,3,NO,-,3,WK 37,80
750,3,NO,-,3,WK 37,80
753,2,YES,MOVE EXISTING,4,WK 37,120
841,3,NO,-,2,WK 37,80
1496,2,YES,MOVE EXISTING,4,WK 37,120
1506,3,NO,-,3,WK 37,80
1509,3,NO,-,3,WK 37,80
1528,2,YES,MOVE EXISTING,4,WK 37,120
2004,2,YES,MOVE EXISTING,4,WK 37,120
2716,2,YES,MOVE EXISTING,4,WK 37,120
2889,2,YES,HIRE,4,WK 37,120
3630,2,YES,HIRE,4,WK 37,120
559,2,YES,HIRE,4,WK 37,120
784,3,NO,-,3,WK 37,80
797,2,YES,MOVE EXISTING,4,WK 37,120
985,3,NO,-,3,WK 37,80
1241,1,YES,MOVE EXISTING,4,WK 37,140
1285,2,YES,MOVE EXISTING,4,WK 37,120
1431,3,NO,-,4,WK 37,80
1475,3,NO,-,3,WK 37,80
1621,3,NO,-,3,WK 37,80
1721,3,NO,-,4,WK 37,80
