Store Number,Department Category Description ,WK05,WK06,WK07,WK08,WK09,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,WK21,WK22,WK23,WK24,WK25,WK26,WK27,WK28,WK29,WK30,WK31,WK32,WK33,WK34,WK35,WK36,WK37,WK38,WK39,WK40,WK41,WK42,WK43,WK44,WK45,WK46,WK47,WK48,WK49,WK50,WK51,WK52,WK01,WK02,WK03,WK04,WK05,,,
5174,FULL SIZE GRIDDLES,1,,1,,1,3,1,3,,1,3,5,1,1,3,6,0,,4,,,1,2,2,2,,3,,,,1,,1,2,2,,2,,2,1,,2,,,,1,,,2,1,2,2,2,,,
5174,FULL SIZE PELLET GRILLS,,2,,3,,,5,3,1,1,3,0,3,4,1,4,3,2,,1,,,1,3,2,6,2,1,1,3,,,,2,,1,1,,2,2,,2,,,1,,,,2,,1,,,,,
5175,COMBO GRILLS,1,1,1,1,1,2,,,,3,1,1,1,,1,,2,2,,,,,,1,0,,,5,1,2,,,1,,,,,,,,,,,,,2,,,,1,,,,,,
5175,FULL SIZE GAS GRILLS,2,6,3,4,4,1,4,6,3,3,4,7,13,14,8,13,7,7,10,3,1,2,1,1,4,6,2,1,2,6,,3,6,1,3,1,2,,0,1,1,1,1,,,,1,1,,1,,1,1,,,
5175,FULL SIZE GRIDDLES,3,4,1,1,5,3,5,5,5,2,1,8,6,9,3,9,9,8,4,3,2,2,1,3,1,1,3,3,2,,3,,2,2,,,,,1,3,1,,1,,1,2,,,3,,1,3,1,,,
5175,FULL SIZE PELLET GRILLS,3,1,,,1,1,1,,1,1,2,,,1,2,2,4,2,1,,2,,,,0,1,1,2,1,2,1,,1,,,,,,1,1,,,3,1,,,,,,1,1,1,,,,
5178,COMBO GRILLS,,,,,,,,,1,1,1,1,1,2,,0,,1,1,,1,,,,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,1,1,,,
5178,FULL SIZE GAS GRILLS,1,,2,,2,,3,5,3,3,3,,2,8,4,1,1,9,4,2,2,,5,1,4,,0,2,,2,2,,,1,,,1,,,,,,1,,,,,1,2,1,1,1,1,,,
5178,FULL SIZE GRIDDLES,,,2,1,,2,5,,1,3,3,3,6,3,4,6,5,7,2,,4,2,2,1,1,1,1,3,3,2,1,1,1,,,,,,,1,,,2,,,1,,,2,2,,1,,,,
5178,FULL SIZE PELLET GRILLS,,1,1,,,,,,,,,,,2,,,4,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,0,3,,3,,,,,
5184,COMBO GRILLS,,1,1,1,,1,1,1,,1,1,,1,1,1,1,,,,,,1,,,1,,,,,,1,2,1,,,,,,,,1,,,,,,,,,,,1,1,,,
5184,FULL SIZE GAS GRILLS,,1,2,,1,2,2,2,6,6,7,7,5,13,4,7,6,8,11,5,1,5,4,8,3,2,8,5,1,2,2,,1,1,1,,2,,,,,1,,,,,,,0,1,,,2,,,
5184,FULL SIZE GRIDDLES,,4,,1,4,,3,2,4,3,4,,2,6,4,3,5,,2,2,,,5,4,7,8,4,1,1,,,,,,,,,,,,,,,,,,1,,1,,2,2,,,,
5184,FULL SIZE PELLET GRILLS,1,,,1,,1,2,1,,,1,,1,3,,2,3,2,,1,,,,,,1,,1,1,,,,,,1,1,,,,,,,1,,,,,,,,,1,,,,
5185,COMBO GRILLS,,1,,,,,1,3,,2,,,1,,1,1,1,,0,,,,1,,,,,5,1,1,1,1,4,,2,1,,,,,,,,,,,,,,,,,,,,
5185,FULL SIZE GAS GRILLS,3,2,,2,,1,3,3,3,4,4,5,1,9,4,5,11,0,5,1,5,2,3,,2,4,2,5,3,5,0,2,,1,2,1,,,,,2,1,,,,,1,,,,,,1,,,
5185,FULL SIZE GRIDDLES,3,1,1,3,,3,1,,3,2,3,6,1,4,,1,3,3,2,6,1,,2,,1,,6,1,4,2,1,1,1,0,,3,,,,,,,1,,,,,1,,,,2,1,,,
5185,FULL SIZE PELLET GRILLS,,,2,0,,,1,,1,2,,,1,2,3,,1,,1,,,,,1,1,,,1,,2,2,,3,1,,,,,,,,,2,1,,,,,,,1,1,,,,
5186,COMBO GRILLS,,,,2,,1,1,,,1,1,1,,2,,,1,,1,,,1,,,,2,,,3,4,,,,,1,,,,,,,1,1,,3,,,,1,,,,,,,
5186,FULL SIZE GAS GRILLS,2,,1,,1,2,4,2,2,2,0,2,4,2,0,3,5,4,1,0,0,1,,3,,1,,2,2,2,,,3,,,2,,2,,1,2,1,1,,,1,1,1,5,2,3,3,,,,
5186,FULL SIZE GRIDDLES,3,3,1,,,2,2,3,1,8,3,,4,3,1,1,6,6,7,4,,2,1,2,1,1,3,2,,1,1,,1,3,1,2,3,6,8,6,6,2,3,1,3,1,,,,1,1,1,1,,,
5186,FULL SIZE PELLET GRILLS,1,,,,2,,,,1,,1,1,1,,2,,1,1,,,,,1,,,3,,2,,8,7,3,2,1,1,3,3,1,5,1,2,6,9,,3,1,2,2,5,1,3,1,1,,,
5189,COMBO GRILLS,,1,,,2,,,,1,,1,,,,,1,1,1,,1,,,,,,,2,1,,,,,,1,,,,,,,1,,,,,,1,1,,,1,,,,,
5189,FULL SIZE GAS GRILLS,,1,5,2,6,3,3,5,3,0,5,4,10,2,5,2,4,,7,4,3,2,1,1,,1,4,,3,,2,,1,1,,2,,,,1,,1,2,,2,4,3,3,5,2,4,10,2,,,
5189,FULL SIZE GRIDDLES,1,1,,,1,1,2,,1,4,1,1,1,,2,3,,1,3,1,1,,,,,,2,1,2,,1,0,,,,1,,,2,,,,5,,1,3,,,2,,,2,,,,
5189,FULL SIZE PELLET GRILLS,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,1,,,1,,3,,,,
5190,COMBO GRILLS,,,,1,1,,,,1,2,1,,,1,,1,2,,,1,,,1,,1,,1,3,0,2,1,,,,,,,1,0,1,,,1,,,,,,1,,1,,,,,
5190,FULL SIZE GAS GRILLS,,2,4,,3,2,3,2,1,,,3,6,2,0,5,3,3,11,1,2,,2,5,,,4,6,1,4,,2,4,4,3,2,,2,2,1,,1,4,4,2,,1,1,1,1,4,4,,,,
5190,FULL SIZE GRIDDLES,2,4,3,4,3,1,3,3,5,2,3,2,7,3,5,5,4,9,5,,4,3,3,2,1,0,4,10,2,1,,,3,2,1,,4,6,5,,4,2,9,4,1,1,3,1,2,3,2,6,,,,
5190,FULL SIZE PELLET GRILLS,,2,2,1,4,0,,2,,1,,,,,1,,,1,2,1,3,,1,1,3,,3,5,3,,1,3,0,,3,1,1,1,4,2,2,,8,1,,2,2,2,1,4,3,,,,,
5191,COMBO GRILLS,2,1,1,1,1,1,3,,,1,1,2,2,3,,,1,1,2,,1,1,2,1,,,4,1,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,
5191,FULL SIZE GAS GRILLS,2,1,3,,1,3,3,3,3,1,9,4,6,13,5,6,7,9,11,3,1,1,2,2,5,3,5,6,3,5,4,,,,,,,,,,,,,,,,1,,,1,1,1,,,,
5191,FULL SIZE GRIDDLES,2,,2,,3,3,2,,1,1,4,3,6,6,4,7,8,5,4,1,2,5,2,1,2,2,7,6,2,,,,,,,,,,,,,,,,2,1,,1,2,2,4,2,,,,
5191,FULL SIZE PELLET GRILLS,,1,,1,1,1,2,3,1,2,,2,2,7,3,3,2,2,1,2,4,1,,2,,3,6,6,3,,0,,,,,,,,,,,,,,,,,1,,2,2,1,1,,,
5192,COMBO GRILLS,1,,,1,,2,,,,1,4,1,1,,2,2,,1,2,1,,0,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,
5192,FULL SIZE GAS GRILLS,2,5,,3,1,3,4,7,3,1,7,2,4,4,2,3,7,7,6,,5,2,5,2,2,1,2,9,4,1,1,3,,8,0,,,1,,2,1,1,,,,1,1,2,1,2,3,1,,,,
5192,FULL SIZE GRIDDLES,1,5,0,2,5,5,2,1,4,2,3,1,,1,2,7,8,2,4,1,1,3,1,1,,1,,,,1,2,1,,2,,,,,1,2,2,,1,,,1,2,,2,2,1,2,,,,
5192,FULL SIZE PELLET GRILLS,,,,,3,1,1,,1,,1,1,,3,1,1,1,,1,4,1,,1,,,,1,1,1,1,1,1,1,,,,1,,1,2,1,,1,1,2,,,1,,1,1,,,,,
5193,COMBO GRILLS,,,1,,,1,1,4,,2,1,3,2,4,1,3,1,1,1,1,,,,,,,1,2,,,,0,,,,,,,,,,0,,,,,1,,,,,,,,,
5193,FULL SIZE GAS GRILLS,5,2,5,1,4,2,2,1,2,1,1,1,2,4,2,5,5,5,15,6,3,2,5,2,2,5,7,6,1,2,4,2,0,2,1,1,,,,,,,,,,,1,1,3,2,3,,,,,
5193,FULL SIZE GRIDDLES,,2,,1,2,5,4,4,1,5,4,2,3,6,5,10,11,6,7,3,6,4,3,2,3,2,3,7,2,3,,4,1,1,,2,1,2,1,1,,2,3,2,1,1,3,1,5,2,2,6,,,,
5193,FULL SIZE PELLET GRILLS,,,1,1,2,3,1,,,2,1,,,2,,4,3,1,2,1,,1,2,0,,,4,4,,4,1,2,2,,2,1,3,1,1,1,1,2,1,,1,1,1,,,1,1,1,,,,
5195,COMBO GRILLS,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,2,1,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,
5195,FULL SIZE GAS GRILLS,,1,1,1,4,1,1,3,1,4,1,1,4,6,4,3,11,13,12,4,5,5,3,6,1,1,1,3,6,1,2,1,1,,3,,1,1,2,3,2,3,,2,2,2,,,,,0,,,,,
5195,FULL SIZE GRIDDLES,,,,,,1,1,2,2,,1,1,3,,2,1,3,,,2,3,2,2,,1,2,2,1,2,2,,2,,,,,,,1,1,,1,1,,1,1,2,,,,1,1,,,,
5195,FULL SIZE PELLET GRILLS,1,4,,,1,,,,,,,,,,3,1,,1,,,,1,,,,1,,1,1,4,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
5196,COMBO GRILLS,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
5196,FULL SIZE GAS GRILLS,,1,,1,,,1,,,,,,,1,1,0,2,1,,,,,,,1,,,1,,,,,,1,1,,2,,,,,,,1,,,,,,,,,,,,
5196,FULL SIZE GRIDDLES,,,,,,,,,2,,,,,1,,,0,,,,,,,,,,,1,,,1,,,,,,1,,1,3,,,1,,,,,,,,,,,,,
5196,FULL SIZE PELLET GRILLS,,1,,,1,,1,,,1,2,,,,1,,1,,1,,,,,,,,,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,2,,,,
5197,COMBO GRILLS,1,1,,1,1,1,,,1,1,1,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,FULL SIZE GAS GRILLS,,,1,1,1,1,1,,3,2,2,,2,3,1,1,3,2,1,,,,2,2,1,,1,2,,1,1,2,1,2,,1,2,2,,1,,2,,,,2,,,,1,,1,,,,
5197,FULL SIZE GRIDDLES,2,1,3,,1,2,1,2,1,4,2,2,2,1,2,2,2,3,2,,,,1,,1,1,,1,1,2,1,,,0,2,1,,1,3,2,,,7,2,,,1,1,1,2,2,1,,,,
5197,FULL SIZE PELLET GRILLS,1,1,1,1,1,,3,1,1,2,,,,4,2,2,4,2,3,1,1,,,,,,,,,2,,,,,1,,,,1,,,,2,,,,,,,,,,,,,
5199,COMBO GRILLS,,,,1,,,,2,1,,,,1,,,1,,0,3,,1,0,1,,,,1,2,,1,3,1,1,,,,,,,1,,1,,,,,,,,,,,,,,
5199,FULL SIZE GAS GRILLS,,2,2,2,1,3,3,5,2,4,4,3,8,12,5,6,3,6,11,3,3,2,2,3,4,2,2,4,1,3,1,1,1,,,,1,,,1,,,,,,2,,,,1,,,,,,
5199,FULL SIZE GRIDDLES,3,1,1,1,5,,2,,6,4,5,11,5,7,5,5,5,,4,4,3,1,,2,,1,3,6,2,,1,,1,,,,,2,1,,2,1,,,,1,1,1,1,,1,,,,,
5199,FULL SIZE PELLET GRILLS,,,,3,0,,1,,1,,1,1,,2,1,,1,2,1,2,,1,,2,1,1,2,3,2,2,1,1,2,1,4,,,,,1,1,,,,,,,1,,,2,1,,,,
5200,COMBO GRILLS,1,,1,,,,,,2,1,,1,,,1,,2,,1,,1,1,,,,,,1,1,,1,,,,1,2,,,,,,,,,,,,,1,,,,1,,,
5200,FULL SIZE GAS GRILLS,2,2,,6,1,1,2,1,7,6,6,5,6,7,4,1,3,,5,,1,,3,,2,0,3,1,3,2,,0,,1,,,,,1,,1,2,0,,0,,,,2,0,1,,,,,
5200,FULL SIZE GRIDDLES,0,,1,2,1,4,2,3,2,2,6,3,4,5,8,3,7,9,10,3,1,1,2,3,5,3,3,4,2,4,1,,2,1,,2,1,,6,,,1,2,0,1,6,2,2,1,4,,3,,,,
5200,FULL SIZE PELLET GRILLS,1,,,2,,,,3,1,1,,2,,2,2,,,1,0,,,,,,,1,1,1,1,,1,,,,4,,1,,3,1,,,1,,,,,1,,,0,1,,,,
5201,COMBO GRILLS,,,,2,,2,,1,,,2,1,1,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,FULL SIZE GAS GRILLS,,1,,1,1,1,1,3,,1,2,,5,9,4,3,2,2,,1,,0,2,,1,0,,9,,,1,,1,,,,,1,,,2,,,,2,2,1,,,,,,,,,
5201,FULL SIZE GRIDDLES,,,,1,1,1,2,1,,2,1,,1,2,2,,4,2,2,,,1,,,1,2,,6,,1,,,,,,,,,3,3,,1,,,,1,1,,1,,,,1,,,
5201,FULL SIZE PELLET GRILLS,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,17,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
5202,COMBO GRILLS,,,1,,,,,1,,,1,,1,1,,,,,1,0,0,,1,,,,2,2,1,,2,1,,,1,,1,,1,,,,,,,2,,,,,,,,,,
5202,FULL SIZE GAS GRILLS,0,2,4,1,3,2,3,5,8,10,4,12,13,13,3,7,12,2,7,4,1,3,3,2,4,1,3,3,2,3,,,3,,1,1,,1,1,,,1,1,1,0,,1,1,1,2,1,,,,,
5202,FULL SIZE GRIDDLES,,1,1,1,1,3,3,3,4,6,4,6,5,3,9,11,7,6,4,5,4,2,7,6,3,3,3,1,1,,1,,1,1,1,1,,1,3,4,,1,3,,,1,2,,2,1,1,1,,,,
5202,FULL SIZE PELLET GRILLS,1,1,1,,,,1,3,,,,,,1,0,4,1,,2,,1,,1,,,1,,,,2,,3,,,,,,,,1,2,2,,,,,2,,1,,,,,,,
5203,COMBO GRILLS,1,,,2,2,,,,1,1,2,1,,1,,1,2,,,,,,,1,,,1,2,,1,,,3,,,,3,,,,,,,1,,,,,1,,,,,,,
5203,FULL SIZE GAS GRILLS,1,2,2,5,3,,2,,6,4,9,5,4,9,2,7,2,7,6,4,6,2,1,,3,,4,2,,1,,,1,1,,,1,2,0,,,2,4,,,,1,,1,,1,2,,,,
5203,FULL SIZE GRIDDLES,2,1,3,2,4,2,6,4,3,3,2,6,5,2,1,3,8,4,5,2,2,2,2,1,2,1,4,2,1,1,1,2,1,2,,,,1,1,1,1,2,4,,,,,,1,1,,,1,,,
5203,FULL SIZE PELLET GRILLS,1,,,1,,1,,,,,2,2,1,3,4,4,7,,1,1,,1,1,,1,,,1,4,2,,1,1,,2,,,1,,1,1,4,2,1,0,1,,,,,1,1,,,,
5210,COMBO GRILLS,,,1,,1,,,,,,1,,,2,1,,,,,1,,1,,,,,,,,1,2,,,,,,,,,1,1,,,1,,,1,,,,,1,,,,
5210,FULL SIZE GAS GRILLS,,,,5,1,3,2,2,2,0,,,1,3,2,,2,8,4,2,1,2,,,,3,2,4,3,1,4,3,3,2,,2,,,3,,1,,4,1,,1,2,,1,,1,2,,,,
5210,FULL SIZE GRIDDLES,1,2,2,2,5,,3,1,,4,,3,5,5,1,6,7,2,1,1,1,,1,,,3,4,3,1,1,,,1,,,,,1,2,3,3,,3,,1,3,2,1,1,,1,2,,,,
5210,FULL SIZE PELLET GRILLS,1,,1,3,1,1,1,1,1,3,1,1,1,2,,2,,1,1,1,1,1,3,,2,,,1,2,2,2,5,,1,0,1,1,,3,,,,2,1,1,,,1,2,,1,,,,,
5211,COMBO GRILLS,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,FULL SIZE GAS GRILLS,1,,1,2,3,3,,1,1,1,2,1,1,4,2,3,2,2,2,1,1,1,1,4,1,1,2,5,1,1,1,,,3,2,,,,,,,1,2,1,,1,1,,,,,1,,,,
5211,FULL SIZE GRIDDLES,,2,,1,1,1,,1,,1,1,,1,1,,3,3,,1,1,,2,,,1,,2,1,3,2,1,,1,,,,,,,,4,,3,0,1,1,1,2,,1,1,,,,,
5211,FULL SIZE PELLET GRILLS,,1,,,,1,1,,,,1,,2,0,,2,1,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
5214,COMBO GRILLS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,,,,,,1,,,,,,,
5214,FULL SIZE GAS GRILLS,7,7,9,17,2,,9,,,,,,,1,6,6,4,8,8,4,,2,5,4,1,1,3,1,1,,8,5,1,3,2,1,1,,3,,1,,8,,,,,,,,,,,,,
5214,FULL SIZE GRIDDLES,,1,1,,1,,1,1,,,,,,,1,1,,,1,,,,,,,,,,,,2,1,1,,,,,,,,,1,,,,,,1,,,,1,,,,
5214,FULL SIZE PELLET GRILLS,2,1,4,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,2,4,,,,,,,,,,,,,
5215,COMBO GRILLS,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,2,,3,1,,,,,,1,,,,1,,,,,1,,,,,,,,
5215,FULL SIZE GAS GRILLS,2,,3,2,2,8,,1,1,,,1,,1,1,3,4,2,2,1,2,,2,5,1,3,1,3,,1,3,9,2,2,1,2,3,5,3,6,2,4,6,3,1,3,2,4,2,8,4,7,,,,
5215,FULL SIZE GRIDDLES,0,1,2,0,5,4,2,,2,1,1,2,2,7,4,6,4,,2,,,1,3,3,1,1,1,,4,,3,3,2,,1,,,1,5,4,2,3,3,2,1,1,0,,2,3,3,2,1,,,
5215,FULL SIZE PELLET GRILLS,1,,,1,2,1,1,,1,,,,1,2,,,1,,,,1,,,,,,1,0,1,3,0,2,2,1,1,,,,0,,,2,3,,,1,,,1,,,,,,,
5216,COMBO GRILLS,,,,,1,,,,,,1,,,,,,3,,,,1,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,FULL SIZE GAS GRILLS,3,1,1,1,2,,3,4,2,4,3,2,2,5,1,4,4,5,2,1,3,3,2,1,,1,3,2,1,2,4,6,2,3,,1,,,,,,2,2,1,2,1,,,,2,1,,,,,
5216,FULL SIZE GRIDDLES,3,1,3,2,2,,2,,0,2,5,1,3,3,2,4,6,1,2,1,2,1,1,,1,,,2,1,9,3,1,2,2,,2,,1,1,5,2,,1,,3,5,,4,1,1,2,2,1,,,
5216,FULL SIZE PELLET GRILLS,,,,,,1,4,1,2,2,,3,1,2,4,5,1,1,1,,1,2,1,,3,6,,3,,8,1,1,1,1,,,1,,,,,,,,2,1,2,1,1,,,1,,,,
5218,COMBO GRILLS,,1,,1,,1,,1,,,,,1,1,,1,1,,,,,,,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,FULL SIZE GAS GRILLS,,1,2,,2,2,2,,1,2,2,1,5,,4,3,6,5,5,3,1,2,5,1,12,3,5,9,2,6,2,2,,0,,,,,,,,1,,,1,2,1,3,3,5,1,3,1,,,
5218,FULL SIZE GRIDDLES,,1,2,,1,2,,,,1,,1,1,1,,1,,1,,,2,,1,1,1,8,0,3,,3,,,,,,4,,,,,,,,,1,,,,,,,,,,,
5218,FULL SIZE PELLET GRILLS,,1,,,,,,,,,1,,2,1,0,,,,1,,,1,,1,,4,,12,,0,,,,,,,,,,,,,,,,,,,0,1,1,,,,,
5220,COMBO GRILLS,,1,,,,,1,,2,,,1,,,2,,,1,1,,,,,,,,,,,1,3,1,,,,,,,1,,,,,1,,,,,,1,,,,,,
5220,FULL SIZE GAS GRILLS,0,3,2,3,6,6,3,6,2,,4,2,1,2,3,2,6,5,6,5,1,2,3,1,2,1,1,7,1,1,9,6,1,1,4,,,,3,1,2,3,3,,1,3,1,1,3,2,,5,1,,,
5220,FULL SIZE GRIDDLES,1,1,1,,,1,1,1,,,,,,,1,2,1,1,2,,,,1,,,1,1,,,,,1,,,,,,,2,,2,,1,2,,,,,1,,,1,,,,
5220,FULL SIZE PELLET GRILLS,,1,1,,,,,,,,,,1,,,,,,,,,,,,2,,,,,1,,,,,,1,,,,1,1,,1,,1,1,,,2,,,,,,,
5227,FULL SIZE GAS GRILLS,,2,,3,,1,,3,2,6,1,1,6,5,3,6,5,9,7,1,6,4,1,2,1,,,2,,1,,,1,2,,,,,,,1,2,1,,,,,2,1,,,,,,,
5227,FULL SIZE GRIDDLES,,,1,,1,,,1,1,3,2,,4,1,,,1,,,,,,1,,,,2,,3,,,,3,,,,,,1,1,1,1,,,1,1,,,2,,1,1,1,,,
5227,FULL SIZE PELLET GRILLS,,1,,,,,,1,1,1,,,,,,1,,1,,,1,,,,,,1,1,,1,1,,,,,,,,,,,,,,1,2,,,1,,,,,,,
5228,COMBO GRILLS,,1,,,,1,,1,,,,,,,,,,,,,,,,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,FULL SIZE GAS GRILLS,,,1,,1,4,1,2,1,2,1,4,3,5,5,2,6,,4,1,,1,2,,5,1,12,3,2,,,,,,1,,,,2,,,,,,,1,,1,,,,,1,,,
5228,FULL SIZE GRIDDLES,2,2,,2,,3,1,,3,,1,1,1,,3,1,2,2,1,1,,1,2,4,,,2,,,,1,,,,2,,,,1,2,,,1,,,,1,2,,,,,,,,
5228,FULL SIZE PELLET GRILLS,,,,1,,,1,,,,,,,1,,,0,,2,1,1,,4,13,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,
5229,FULL SIZE GAS GRILLS,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,FULL SIZE PELLET GRILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,COMBO GRILLS,,,,,0,,,1,1,1,2,1,1,,,,2,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,
5231,FULL SIZE GAS GRILLS,,1,,,,2,4,3,2,3,1,,3,2,2,4,4,4,5,1,0,3,3,2,4,5,1,5,2,2,,,1,1,,,,,,,,,,,,,,,4,1,1,,,,,
5231,FULL SIZE GRIDDLES,,5,3,2,2,3,2,1,,,2,1,1,4,2,4,4,1,1,1,,3,1,2,1,2,,,,,,,,,,1,,1,,,,,3,,,,,1,2,2,3,2,,,,
5231,FULL SIZE PELLET GRILLS,1,1,,,,1,1,1,1,3,,2,4,1,3,,2,0,,,1,,,,,,,1,1,,,,,,1,,,,1,1,,,,,,,,,1,,,1,,,,
5232,COMBO GRILLS,,,,1,1,,1,2,1,1,,3,,2,,3,1,1,1,,,,1,1,0,1,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5232,FULL SIZE GAS GRILLS,1,1,4,2,2,2,3,5,4,3,3,5,6,4,3,10,12,7,8,8,12,6,4,5,5,10,5,10,6,9,10,1,0,2,,3,2,1,2,,,1,1,3,2,1,2,1,1,1,1,,,,,
5232,FULL SIZE GRIDDLES,1,2,3,,2,2,5,,2,2,2,2,,3,3,6,9,5,5,3,1,5,4,5,6,3,3,3,3,,,,,,1,,1,,2,1,1,1,4,,1,,1,1,1,2,,,,,,
5232,FULL SIZE PELLET GRILLS,1,2,2,3,4,1,1,2,3,1,1,4,1,0,1,4,3,3,1,2,3,,5,3,,,3,2,,5,4,2,,2,,,,1,,2,,,1,2,,,,,2,,,,,,,
5233,COMBO GRILLS,,,,,1,1,,1,1,2,,1,1,,,4,1,1,,,,1,,,,,1,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,
5233,FULL SIZE GAS GRILLS,1,1,1,1,3,7,4,6,7,2,5,7,5,11,5,10,9,8,10,8,6,8,2,5,7,4,5,8,7,4,1,0,2,4,1,1,,1,2,1,1,1,1,2,,1,1,,1,2,4,2,,,,
5233,FULL SIZE GRIDDLES,,,2,1,2,1,1,2,1,4,3,2,3,3,,3,5,2,4,3,1,2,1,2,2,3,2,4,,,1,,1,,1,1,,,,,,,1,,,,,,2,1,,1,,,,
5233,FULL SIZE PELLET GRILLS,,,1,,,1,1,2,,,,2,3,2,1,1,3,2,3,1,2,2,,,,,2,2,2,2,1,,1,,,,,,1,1,,2,1,,,1,,,,2,,1,,,,
5234,COMBO GRILLS,,,,,1,,,2,,3,,,1,2,,1,1,1,1,,1,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,
5234,FULL SIZE GAS GRILLS,,,1,1,1,3,2,9,11,6,10,8,6,4,11,12,9,7,8,4,6,5,2,2,5,2,4,5,4,3,2,5,5,6,2,1,1,2,2,3,3,1,1,,,1,1,3,1,1,2,1,,,,
5234,FULL SIZE GRIDDLES,1,1,2,,1,2,4,1,1,4,4,1,3,2,2,3,4,7,3,2,1,,1,,4,6,4,1,2,1,1,,2,3,2,2,1,1,6,2,1,2,3,4,1,,1,1,1,,1,1,1,,,
5234,FULL SIZE PELLET GRILLS,,,1,1,1,1,1,2,2,1,1,2,1,4,1,7,2,1,2,3,2,,1,2,1,1,1,5,1,2,2,2,,1,,3,1,1,1,4,2,1,2,,,1,2,1,,1,,1,,,,
5235,COMBO GRILLS,,,,,,,1,,,1,,1,2,,,,1,,,,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,
5235,FULL SIZE GAS GRILLS,1,1,1,1,2,,1,2,,0,3,3,3,1,,3,4,2,4,3,1,35,4,,1,2,2,3,6,1,2,2,,,1,1,,1,1,,,2,2,,1,1,,1,1,3,1,1,,,,
5235,FULL SIZE GRIDDLES,1,,,,,,,2,1,2,,,1,1,3,3,4,1,2,,8,,3,,,1,1,,,1,,,1,,3,,,,,,,2,1,,,,1,,,,,,,,,
5235,FULL SIZE PELLET GRILLS,1,,,,1,,1,0,,,,1,,1,,1,1,,4,,3,3,2,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2,,,,
5236,COMBO GRILLS,8,,2,,,,3,1,1,,1,2,,2,1,,1,,,,,1,,3,3,6,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,
5236,FULL SIZE GAS GRILLS,11,4,2,12,3,2,4,8,10,,7,6,5,15,9,6,10,6,10,3,5,8,15,2,10,4,2,2,1,4,9,7,3,,,,3,1,,,,1,1,2,3,,2,,3,3,2,2,,,,
5236,FULL SIZE GRIDDLES,2,4,3,7,,6,6,3,,6,1,2,2,6,1,9,4,1,3,2,4,1,3,9,9,1,,1,,1,1,,,,1,,,4,,,1,1,,,,,,,1,,,1,,,,
5236,FULL SIZE PELLET GRILLS,6,1,1,1,,2,,,,1,,,2,,1,,,2,2,1,1,,,1,7,2,3,2,1,,1,,,,,1,0,,0,,,1,,2,,,,,,1,2,,,,,
5239,COMBO GRILLS,,,,2,1,,,1,,,,1,,2,,3,,1,,,,1,,,,,1,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,
5239,FULL SIZE GAS GRILLS,,0,2,5,2,3,2,,5,2,2,4,11,15,5,3,3,8,3,2,2,,,2,5,1,1,3,2,3,1,2,,,,,1,,,,2,,,1,,,,,,,,,,,,
