,,,,Action Alley,,,,Endcaps,,,,,,,,,,,Frozen Doors ,,,,
Store Nbr,Bakecenter + Trian ,Train No Bakecenter,Bakecenter No Train ,AA - Sparkling Water Pallet,AA - Tortilla Chips Pallet,AA - Potato Chips Pallet,AA - Cookies 1/2 Stack,1/2 EC - Coffee,1/2 EC - Soup,1/2 EC - Crackers,1/2 EC - Pasta,1/2 EC - Pasta Sauce,1/2 EC - Sparkling Water,1/2 EC - Fruit Juice,1/2 EC - Tortilla Chips,1/2 EC - Potato Chips,1/2 EC - Cookies,1/2 EC - Fruit Snacks,FD - Frozen Pizza,FD - Frozen Pot Pie,FD - Frozen Potatoes,FD - Frozen Smoothies,FD - Frozen Wings
5430,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
2228,,,No Train ,,,,,,,,,,,,,,,,,,,,
3625,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
167,,,No Train ,YES,,,,YES,YES,,YES,YES,,,,,,,YES,YES,,YES,YES
5023,,,No Train ,YES,YES,,,,,,,,,,,,,,YES,YES,YES,YES,YES
806,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
7188,,,No Train ,YES,,,,,YES,YES,,,,,,,,,,,,,
890,,,No Train ,YES,YES,YES,YES,,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
5155,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
4162,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
5394,,,No Train ,YES,YES,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
5146,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
4337,,,No Train ,YES,,,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,
2900,,,No Train ,,,,,YES,,,YES,YES,,,,,,,,,,,
490,,,No Train ,,,,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
5867,,,No Train ,YES,YES,,,,,YES,,,,,,,,,YES,YES,YES,YES,YES
2841,,,No Train ,YES,,,YES,YES,,YES,,,,,,,,,,,,,
3490,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
461,,,No Train ,YES,,,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
3763,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1153,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
829,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
5073,,,No Train ,YES,,,,YES,,YES,YES,YES,,,,,,,,,,,
795,,,No Train ,YES,,,,YES,YES,,YES,YES,,,,,,,,,,,
5342,,,No Train ,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
5768,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
77,,,No Train ,YES,,,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
2568,,,No Train ,,,,,,,,,,,,,,,,,,,,
2584,,,No Train ,YES,,,,,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
2264,,,No Train ,YES,,,,YES,YES,,YES,YES,,,,,,,,,,,
2935,,,No Train ,YES,,,YES,YES,,YES,,,,,,,,,,,,,
470,,,No Train ,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
3302,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
458,,,No Train ,YES,,,,,,,YES,YES,,,,,,,YES,,,YES,YES
714,,,No Train ,YES,,,YES,YES,YES,,YES,YES,,,,,,,,,,,
2250,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
2965,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
500,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
2621,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
1185,,,No Train ,,,,,,,,,,,,,,,,,,,,
1716,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
2530,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
5495,,,No Train ,,,,,,,,,,,,,,,,,,,,
4601,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
5460,,,No Train ,YES,,,,YES,,YES,,,,,,,,,,YES,YES,,YES
5152,,,No Train ,YES,,,YES,YES,,,,,,,,,,,,,,,
465,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
5131,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
1347,,,No Train ,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,
5229,,,No Train ,,,,,,,,,,,,,,,,,,,,
2227,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
1933,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
964,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1693,,,No Train ,YES,,,,,,,YES,YES,,,,,,,,,,,
1211,,,No Train ,YES,,,,YES,YES,YES,YES,YES,,,,,,,,,,,
1779,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
4131,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
3803,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
2769,,,No Train ,YES,,,,YES,,,YES,YES,,,,,,,,YES,YES,,YES
4194,,,No Train ,YES,,,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
2730,,,No Train ,YES,,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,,YES
1073,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
2901,,,No Train ,,YES,,,YES,,,,,,,,,,,,,,,
3229,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
2612,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
3276,,,No Train ,YES,,,YES,YES,,YES,,,,,,,,,,,,,
1756,,,No Train ,,,,,,,,,,,,,,,,,,,,
1612,,,No Train ,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
4191,,,No Train ,,,,,,,,,,,,,,,,,,,,
3136,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
5717,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
512,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
2224,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
1015,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
5874,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
2585,,,No Train ,,,,,,,,,,,,,,,,,,,,
1521,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3170,,,No Train ,YES,,,,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1922,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
1920,,,No Train ,,,,,,,,,,,,,,,,,,,,
5047,,,No Train ,,,,,,,,,,,,,,,,,,,,
1489,,,No Train ,YES,,,,YES,,,YES,YES,,,,,,,,,,,
1743,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2683,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
292,,,No Train ,YES,,,,YES,,,YES,YES,,,,,,,,,,,
1098,,,No Train ,YES,,,YES,YES,,,,,,,,,,,,YES,,,YES
1555,,,No Train ,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1482,,,No Train ,,,,,,,,,,,,,,,,,,,,
1803,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3546,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2201,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
344,,,No Train ,YES,,,YES,YES,,,YES,YES,,,,,,,YES,,,,YES
2536,,,No Train ,,,,,,,,,,,,,,,,,,,,
3087,,,No Train ,,,,,,,,,,,,,,,,,,,,
2594,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
1235,,,No Train ,,,,,,YES,,,,,,,,,,,,,,
443,,,No Train ,YES,,,,YES,,,,,,,,,,,YES,YES,YES,YES,
1365,,,No Train ,YES,,,,YES,,YES,,,,,,,,,,,,,
2317,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
5276,,,No Train ,YES,,,,,,YES,,,,,,,,,,,,,
2404,,,No Train ,YES,,,YES,YES,YES,,,,,,,,,,YES,YES,YES,YES,YES
4554,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
5345,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
1670,,,No Train ,YES,,,YES,,,YES,YES,YES,,,,,,,,,,,
1537,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
2904,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2710,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
5996,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
1859,,,No Train ,YES,YES,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,
2538,,,No Train ,YES,,,YES,YES,,YES,,,,,,,,,,,,,
5616,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
956,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
1992,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
1906,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
1843,,,No Train ,,,,,,,,,,,,,,,,,,,,
2571,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2156,,,No Train ,,,,,,,,,,,,,,,,,,,,
1501,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2315,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
290,,,No Train ,YES,,,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
2507,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
2551,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2815,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
1887,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
1562,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2138,,,No Train ,,,,,,,,,,,,,,,,,,,,
2288,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
5032,,,No Train ,,,,,,,,,,,,,,,,,,,,
2558,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
5246,,,No Train ,YES,,,YES,YES,,YES,,,,,,,,,,YES,YES,,YES
2885,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2582,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
3650,,,No Train ,,,,,,,,,,,,,,,,,,,,
1857,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
5381,,,No Train ,,,,,,,,,,,,,,,,,,,,
2008,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2422,,,No Train ,,,,,,,,,,,,,,,,,,,,
2167,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
1974,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
1084,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
2333,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
2118,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
873,,,No Train ,,YES,,,YES,,,,,,,,,,,,,,,
2043,,,No Train ,,,,,,,,,,,,,,,,,,,,
1918,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
1374,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
5440,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
1751,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
3322,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
1821,,,No Train ,,,,,,,,,,,,,,,,,,,,
2867,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
2009,,,No Train ,,,,,,,,,,,,,,,,,,,,
696,,,No Train ,,,,,,,,,,,,,,,,,,,,
2898,,,No Train ,,,,,,,,,,,,,,,,,,,,
1785,,,No Train ,YES,,,,YES,,,,,,,,,,,,,,,
2398,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
1138,,,No Train ,YES,,,,,,,,,,,,,,,,,,,
2866,,,No Train ,,,,,,,,,,,,,,,,,,,,
1895,,,No Train ,,,,,,,,,,,,,,,,,,,,
2236,,,No Train ,,,,,,,,,,,,,,,,,,,,
1323,,,No Train ,,,,,,,,,,,,,,,,,,,,
2899,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
1990,,,No Train ,,,,,,,,,,,,,,,,,,,,
898,,,No Train ,,,,,,,,,,,,,,,,,,,,
1838,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
2057,,,No Train ,,,,,,,,,,,,,,,,,,,,
977,,,No Train ,,,,,YES,,,,,,,,,,,,,,,
411,,,No Train ,,,,,,,,,,,,,,,,,,,,
1610,,,No Train ,,,,,,,,,,,,,,,,,,,,
2001,,,No Train ,YES,,,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
6477,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
4171,,,No Train ,YES,,,,YES,,,YES,YES,,,,,,,YES,,,,YES
2546,,,No Train ,YES,,,YES,YES,,YES,,,,,,,,,,,,,
2547,,,No Train ,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
4165,,,No Train ,YES,,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
937,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
6173,,,No Train ,,,,,,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
4581,,,No Train ,,,,,YES,,,YES,YES,,,,,,,,,,,
3425,,,No Train ,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,,YES,,YES
5124,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
1846,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
5436,,,No Train ,,,,YES,YES,,,,,,,,,,,,,,,
4416,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
2872,,,No Train ,,,,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3799,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
5338,,,No Train ,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
2671,,,No Train ,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
2778,,,No Train ,,,,,YES,YES,,,,,,,,,,YES,YES,,,YES
2768,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
5193,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
4336,,,No Train ,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3248,,,No Train ,YES,YES,,YES,YES,,YES,,,,,,,,,YES,YES,,YES,YES
3782,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
2948,,,No Train ,YES,,,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1912,,,No Train ,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,,,YES
6397,,,No Train ,YES,YES,YES,,,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1826,,,No Train ,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
855,,,No Train ,,,,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
908,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
576,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
1324,,,No Train ,YES,,,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
1279,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
2077,,,No Train ,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
2987,,,No Train ,YES,YES,YES,,YES,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
5420,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1574,,,No Train ,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
1680,,,No Train ,YES,YES,YES,,,YES,YES,YES,YES,,,,,,,YES,,YES,,YES
2150,,,No Train ,,,,,,,,,,,,,,,,,,,,
2814,,,No Train ,YES,YES,YES,YES,,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
4303,,,No Train ,YES,YES,YES,YES,,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
5305,,,No Train ,YES,,,,YES,,,YES,YES,,,,,,,,,,,
817,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,,
3235,,,No Train ,YES,YES,YES,YES,,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
2091,,,No Train ,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
377,,,,,,,,,,,,,YES,YES,,,,,YES,YES,YES,YES,YES
525,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES
840,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
920,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,,YES,YES,YES
998,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES
2226,,,,,,,,,,,,,YES,YES,,,,YES,,,,,
2328,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,,YES,,YES,YES,YES
2391,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2392,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,,YES,,YES,YES,YES
2393,,,,,,,,,,,,,YES,YES,,,,YES,YES,,,YES,YES
2394,,,,,,,,,,,,,,,,,,YES,YES,YES,,YES,YES
2395,,,,,,,,,,,,,YES,YES,YES,YES,,YES,YES,,,YES,YES
2396,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
2397,,,,,,,,,,,,,YES,YES,,,,,,,YES,,
2406,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,,,,,,
2414,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
2425,,,,,,,,,,,,,YES,YES,,,,,YES,YES,YES,YES,YES
2431,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES
2433,,,,,,,,,YES,YES,,,YES,YES,,,YES,,,,,,
2442,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2451,,,,,,,,,YES,,,,YES,YES,YES,,,YES,YES,YES,YES,YES,YES
2465,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
2468,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2486,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,YES,,,,,
2487,,,,,,,,,,,,,,,,,,,,,,,
2488,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,YES,YES,YES,YES
2499,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES
2590,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2632,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
2686,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2689,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,,,YES
2699,,,,,,,,,YES,YES,,,YES,YES,,,,,YES,YES,YES,YES,YES
2731,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
2741,,,,,,,,,,,,,YES,YES,,,,YES,YES,,YES,YES,
2742,,,,,,,,,,,,,YES,YES,,,,YES,YES,,,YES,YES
2743,,,,,,,,,,,,,YES,YES,,,,YES,YES,,,YES,YES
2744,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,,YES,YES,
2745,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,,,YES,
2773,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
2801,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
2826,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,,,YES
2835,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,,,
2839,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,,YES,YES
2840,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,
2858,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2870,,,,,,,,,,,,,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES
2875,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2876,,,,,,,,,,,,,YES,YES,YES,YES,,,YES,,,YES,YES
2877,,,,,,,,,YES,,,,YES,YES,YES,YES,,,,,YES,,
2878,,,,,,,,,,,,,YES,YES,,,,,YES,,,YES,
2880,,,,,,,,,YES,,,,YES,YES,YES,YES,,,YES,YES,YES,YES,YES
2887,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2907,,,,,,,,,,,,,,,,,,,,,,,
2919,,,,,,,,,YES,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
2930,,,,,,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
2940,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2944,,,,,,,,,,,,,YES,YES,,,,,YES,,YES,YES,YES
2974,,,,,,,,,,,,,YES,YES,,,,YES,YES,,YES,,YES
2975,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
2976,,,,,,,,,YES,,,,YES,YES,,,,YES,,,YES,,YES
2977,,,,,,,,,,YES,,,YES,YES,,,,YES,YES,,YES,YES,YES
2979,,,,,,,,,,YES,,,YES,YES,,,,,YES,,YES,YES,YES
2981,,,,,,,,,YES,,,,YES,YES,,,,,,,,,
2984,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
2995,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,,YES,YES,YES
2998,,,,,,,,,,YES,,,YES,YES,YES,YES,YES,,,,,,
3011,,,,,,,,,,,,,YES,YES,,,YES,YES,,,,,
3013,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,,YES
3015,,,,,,,,,YES,YES,,,YES,YES,,,,YES,,,,,
3019,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,,YES
3022,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,,YES,YES
3023,,,,,,,,,,YES,,,YES,YES,,,,YES,YES,,YES,YES,YES
3026,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
3042,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES
3043,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES
3046,,,,,,,,,,,,,,,,,,,,,,,
3047,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES
3049,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,,YES
3050,,,,,,,,,YES,,,,YES,YES,YES,YES,,,YES,YES,YES,YES,
3062,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,,YES,,YES
3066,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,YES,YES,YES,
3070,,,,,,,,,,,,,YES,YES,,,,YES,YES,,,,
3071,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
3072,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
3074,,,,,,,,,YES,YES,,,YES,YES,,,YES,,,,,,
3082,,,,,,,,,YES,,,,YES,YES,,,,,YES,,YES,,YES
3083,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
3084,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,,,,YES
3090,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3094,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3098,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,,YES,YES,YES
3099,,,,,,,,,,,,,YES,YES,,,YES,YES,YES,,,YES,
3101,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,,,YES
3104,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,YES,YES,YES,YES
3110,,,,,,,,,,YES,,,YES,YES,,,YES,YES,,,,,
3111,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
3123,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3126,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3127,,,,,,,,,YES,YES,,,YES,YES,,,,,YES,YES,YES,,YES
3128,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,YES,YES,,
3131,,,,,,,,,YES,,,,YES,YES,,,,,,,,,
3132,,,,,,,,,,,,,YES,YES,YES,YES,,,YES,,YES,YES,YES
3133,,,,,,,,,,,,,,,,,,,,,,,
3135,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3138,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES
3139,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,,,
3140,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,,,YES
3141,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
3143,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,,YES
3144,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3145,,,,,,,,,YES,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3146,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,,,YES,YES
3147,,,,,,,,,,,,,YES,YES,,,,YES,YES,,,,YES
3152,,,,,,,,,,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
3153,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
