Region,Market,Store Number,Percentage,
54,403,5235,53.93%,
54,403,5350,60.96%,
54,403,5763,65.33%,
54,582,1572,51.16%,
54,582,1768,55.98%,
54,582,1827,43.53%,
54,582,2511,62.97%,
54,582,3208,67.72%,
54,582,4068,74.53%,
54,582,4438,64.06%,
54,582,4689,50.20%,
54,582,4696,36.28%,
54,582,5167,52.99%,
54,582,5270,55.29%,
54,585,2223,83.85%,
54,585,2293,125.00%,
54,585,2752,58.54%,
54,585,3533,64.13%,
54,585,3824,51.22%,
54,585,4734,68.88%,
54,585,5957,84.24%,
54,Region Total,,64.07%,
56,392,1616,101.62%,
56,392,2106,73.45%,
56,392,2189,81.33%,
56,392,2453,66.21%,
56,392,3254,103.66%,
56,392,3277,90.58%,
56,392,3729,76.22%,
56,392,4239,83.25%,
56,392,4370,106.63%,
56,399,1951,30.26%,
56,399,2508,61.91%,
56,399,2617,56.93%,
56,399,2780,91.32%,
56,399,2781,57.69%,
56,399,2861,93.93%,
56,399,2862,63.14%,
56,399,3093,74.14%,
56,399,3739,55.53%,
56,399,5841,43.26%,
56,400,1878,104.10%,
56,400,1900,36.71%,
56,400,1902,60.94%,
56,400,1905,49.36%,
56,400,1995,59.55%,
56,400,2402,89.25%,
56,400,2782,61.58%,
56,400,2831,29.37%,
56,400,3897,46.93%,
56,400,5494,62.38%,
56,450,1587,27.48%,
56,450,1840,59.96%,
56,450,1963,28.11%,
56,450,1983,54.52%,
56,450,2030,64.36%,
56,450,2039,59.10%,
56,450,5710,44.87%,
56,450,5843,28.90%,
56,450,5890,59.78%,
56,451,2002,65.59%,
56,451,2117,28.57%,
56,451,2280,46.30%,
56,451,2458,49.29%,
56,451,4488,29.54%,
56,451,5435,69.05%,
56,451,5751,60.93%,
56,451,5766,90.74%,
56,451,5884,45.05%,
56,452,1554,75.27%,
56,452,1615,53.21%,
56,452,1651,68.43%,
56,452,1755,24.36%,
56,452,2697,92.84%,
56,452,2925,82.55%,
56,452,3352,72.64%,
56,452,3455,58.52%,
56,452,3493,92.78%,
56,453,1704,125.00%,
56,453,1881,51.17%,
56,453,2048,68.89%,
56,453,2190,62.12%,
56,453,2598,78.27%,
56,453,3652,65.85%,
56,453,3708,68.88%,
56,453,4393,58.92%,
56,453,5139,18.48%,
56,454,1697,58.87%,
56,454,1789,46.39%,
56,454,2054,53.14%,
56,454,2457,95.36%,
56,454,2464,64.81%,
56,454,2735,29.58%,
56,454,3081,39.72%,
56,454,5231,29.43%,
56,454,5848,28.55%,
56,455,1648,80.54%,
56,455,1760,66.15%,
56,455,1988,62.99%,
56,455,2418,69.00%,
56,455,3408,67.28%,
56,455,3587,51.54%,
56,455,3712,87.29%,
56,455,4202,89.75%,
56,455,4309,48.06%,
56,455,5192,62.45%,
56,455,5864,78.87%,
56,457,1575,59.53%,
56,457,1608,35.22%,
56,457,1903,65.96%,
56,457,1979,52.11%,
56,457,2044,39.85%,
56,457,2052,55.59%,
56,457,2053,27.73%,
56,457,2537,108.71%,
56,457,2553,69.34%,
56,457,5133,75.41%,
56,457,5136,36.53%,
56,468,1630,106.35%,
56,468,1772,73.05%,
56,468,1834,38.98%,
56,468,1880,96.20%,
56,468,1910,43.39%,
56,468,2069,69.99%,
56,468,2320,49.36%,
56,468,2477,56.20%,
56,468,5424,41.08%,
56,468,5629,19.87%,
56,468,5839,67.45%,
56,511,1972,56.20%,
56,511,2025,67.88%,
56,511,2031,36.48%,
56,511,2119,69.17%,
56,511,2161,30.74%,
56,511,2648,53.00%,
56,511,2989,60.13%,
56,511,5434,50.16%,
56,Region Total,,61.42%,
57,394,1559,90.22%,
57,394,1838,32.26%,
57,394,2483,38.53%,
57,394,2592,73.76%,
57,394,2884,47.19%,
57,394,3350,79.13%,
57,394,3351,50.21%,
57,394,3473,50.58%,
57,394,3728,42.94%,
57,396,1560,32.69%,
57,396,1584,55.33%,
57,396,2050,77.84%,
57,396,2593,70.85%,
57,396,2838,58.06%,
57,396,4356,27.32%,
57,396,4557,47.37%,
57,396,5070,64.24%,
57,396,5101,24.23%,
57,405,1438,98.52%,
57,405,1439,99.38%,
57,405,1442,104.89%,
57,405,1573,66.85%,
57,405,2051,109.06%,
57,405,2794,87.68%,
57,405,3220,105.63%,
57,405,3847,77.85%,
57,405,4678,57.03%,
57,405,5168,90.88%,
57,446,2032,81.25%,
57,446,2526,62.25%,
57,446,2568,50.51%,
57,446,2621,119.30%,
57,446,3087,8.02%,
57,446,3180,78.33%,
57,446,3650,90.34%,
57,446,5152,56.44%,
57,447,1574,62.41%,
57,447,1600,61.73%,
57,447,1624,45.19%,
57,447,1989,78.57%,
57,447,2099,82.04%,
57,447,2507,73.16%,
57,447,2556,96.50%,
57,447,2557,62.52%,
57,447,4317,66.40%,
57,447,5134,59.99%,
57,448,1563,47.81%,
57,448,1660,39.80%,
57,448,2297,32.53%,
57,448,2950,20.15%,
57,448,2951,40.35%,
57,448,3523,46.53%,
57,448,5162,40.94%,
57,448,5686,78.13%,
57,449,1583,43.64%,
57,449,1815,76.43%,
57,449,2001,55.87%,
57,449,2277,33.72%,
57,449,2985,24.02%,
57,449,4238,59.52%,
57,449,5337,37.75%,
57,449,5632,40.71%,
57,449,5701,52.73%,
57,465,2110,58.60%,
57,465,2609,110.03%,
57,465,3477,51.10%,
57,465,4101,53.74%,
57,465,4132,73.18%,
57,465,5072,50.40%,
57,465,5807,64.59%,
57,465,5874,85.20%,
57,470,2126,54.24%,
57,470,2308,51.96%,
57,470,2314,53.87%,
57,470,2321,59.89%,
57,470,2473,65.20%,
57,470,3290,52.95%,
57,470,3478,104.79%,
57,470,3883,41.27%,
57,470,5274,48.45%,
57,484,2251,54.00%,
57,484,2292,48.68%,
57,484,2401,79.31%,
57,484,2886,60.01%,
57,484,2948,50.83%,
57,484,3522,40.69%,
57,484,5154,59.74%,
57,581,1645,69.84%,
57,581,1826,56.34%,
57,581,1877,28.38%,
57,581,1882,41.21%,
57,581,2536,43.75%,
57,581,5215,39.56%,
57,581,5394,60.49%,
57,581,5859,41.00%,
57,581,5956,43.89%,
57,Region Total,,60.03%,
58,364,1175,62.60%,
58,364,1230,58.55%,
58,364,1299,99.93%,
58,364,1328,56.12%,
58,364,1369,51.56%,
58,364,1417,84.92%,
58,364,3730,71.67%,
58,364,4252,48.15%,
58,364,4355,61.90%,
58,364,5303,55.52%,
58,365,1364,45.73%,
58,365,1370,81.37%,
58,365,1474,25.17%,
58,365,4203,61.80%,
58,365,4325,38.27%,
58,365,4337,14.22%,
58,365,4543,60.68%,
58,365,5342,24.02%,
58,445,1588,38.99%,
58,445,1692,66.92%,
58,445,1693,50.82%,
58,445,1879,35.94%,
58,445,1914,69.40%,
58,445,2333,52.35%,
58,445,3276,80.98%,
58,445,4340,47.26%,
58,445,4392,47.21%,
58,458,2150,90.44%,
58,458,2253,45.32%,
58,458,2291,26.22%,
58,458,3516,38.74%,
58,458,3947,72.95%,
58,458,5023,66.44%,
58,458,5305,52.95%,
58,458,5938,82.44%,
58,459,1700,99.66%,
58,459,1917,103.49%,
58,459,2177,82.58%,
58,459,2479,78.44%,
58,459,3494,82.44%,
58,459,5140,114.35%,
58,459,5338,54.40%,
58,459,5886,26.42%,
58,459,5996,51.55%,
58,460,2077,61.41%,
58,460,2094,89.16%,
58,460,2245,63.22%,
58,460,2494,59.60%,
58,460,2527,45.09%,
58,460,2708,65.08%,
58,460,2952,30.26%,
58,460,5075,43.43%,
58,461,1747,54.25%,
58,461,1853,53.12%,
58,461,1899,90.69%,
58,461,1912,63.84%,
58,461,2028,53.46%,
58,461,2842,37.37%,
58,461,5193,59.54%,
58,461,5425,96.77%,
58,462,1756,100.46%,
58,462,1862,56.01%,
58,462,1922,67.24%,
58,462,1941,74.61%,
58,462,1992,17.03%,
58,462,2288,53.79%,
58,462,3464,85.62%,
58,462,3796,81.67%,
58,463,1555,34.87%,
58,463,1805,55.11%,
58,463,1832,49.29%,
58,463,1859,4.97%,
58,463,1915,46.74%,
58,463,2181,31.32%,
58,463,5096,59.63%,
58,463,5156,77.36%,
58,463,5335,28.00%,
58,464,2082,55.06%,
58,464,2242,74.28%,
58,464,2523,55.36%,
58,464,2546,37.40%,
58,464,3248,51.73%,
58,464,5032,47.74%,
58,464,5641,41.29%,
58,464,5930,57.32%,
58,466,2206,105.14%,
58,466,2218,105.58%,
58,466,2495,70.27%,
58,466,2517,48.12%,
58,466,2636,119.23%,
58,466,4171,62.11%,
58,466,5644,62.20%,
58,Region Total,,60.26%,
59,485,998,57.69%,
59,485,2425,89.10%,
59,485,2442,76.95%,
59,485,4198,65.80%,
59,485,5149,28.95%,
59,485,5207,70.02%,
59,485,5308,94.20%,
59,485,5372,76.93%,
59,485,5421,50.03%,
59,485,5427,44.94%,
59,485,5452,69.61%,
59,485,6172,71.94%,
59,485,6500,72.14%,
59,494,3110,50.78%,
59,494,4053,70.09%,
59,494,4054,114.12%,
59,494,4413,117.92%,
59,494,4607,15.03%,
59,494,5408,76.43%,
59,494,5695,71.29%,
59,494,5767,53.79%,
59,494,5804,125.00%,
59,494,6390,106.63%,
59,494,6470,63.08%,
59,496,2840,125.00%,
59,496,3646,68.10%,
59,496,3713,54.96%,
59,496,3724,94.48%,
59,496,3899,75.78%,
59,496,4519,55.45%,
59,496,4525,105.06%,
59,496,4530,62.60%,
59,496,5279,60.70%,
59,496,5291,62.74%,
59,496,5378,53.45%,
59,496,6174,116.47%,
59,497,2328,38.91%,
59,497,2465,87.92%,
59,497,2699,46.86%,
59,497,2731,62.84%,
59,497,3338,47.96%,
59,497,3628,40.62%,
59,497,4145,69.72%,
59,497,4206,88.81%,
59,497,4443,75.59%,
59,497,4445,43.33%,
59,497,4452,33.66%,
59,497,5371,46.22%,
59,497,5813,36.71%,
59,497,7339,74.91%,
59,498,3603,48.51%,
59,498,3605,52.30%,
59,498,3614,77.83%,
59,498,3622,66.75%,
59,498,3959,39.11%,
59,498,4524,125.00%,
59,498,5135,32.02%,
59,498,5183,58.14%,
59,498,5297,58.03%,
59,498,5467,35.01%,
59,498,5734,26.94%,
59,498,5908,19.01%,
59,499,3359,125.00%,
59,499,3504,42.37%,
59,499,4148,25.59%,
59,499,4432,25.39%,
59,499,4848,101.98%,
59,499,6962,38.45%,
59,499,7004,35.89%,
59,499,7062,43.68%,
59,499,7146,52.06%,
59,499,7180,52.10%,
59,499,7296,32.99%,
59,499,7304,66.74%,
59,499,7315,42.68%,
59,500,2414,87.09%,
59,500,3411,75.26%,
59,500,3456,50.06%,
59,500,3600,58.44%,
59,500,4147,87.09%,
59,500,4157,62.38%,
59,500,4545,34.88%,
59,500,5829,27.93%,
59,500,7222,97.88%,
59,500,7235,115.36%,
59,500,7334,125.00%,
59,500,7337,116.66%,
59,500,7340,76.73%,
59,502,3156,71.29%,
59,502,3157,125.00%,
59,502,3299,52.57%,
59,502,3330,72.92%,
59,502,3880,87.16%,
59,502,4184,125.00%,
59,502,4220,91.29%,
59,502,4388,65.42%,
59,502,5754,61.82%,
59,502,5755,85.60%,
59,502,6226,59.98%,
59,502,6798,125.00%,
59,502,6936,91.38%,
59,502,7174,125.00%,
59,502,7177,59.92%,
59,509,4431,62.01%,
59,509,5013,87.18%,
59,509,5014,86.23%,
59,509,5393,41.17%,
59,509,6176,50.05%,
59,509,6233,58.37%,
59,509,6243,73.59%,
59,509,6263,73.73%,
59,509,6264,52.44%,
59,509,6586,29.20%,
59,509,6814,49.93%,
59,509,6828,109.19%,
59,509,7205,75.48%,
59,509,7206,31.82%,
59,516,377,20.89%,
59,516,2870,63.49%,
59,516,2887,45.94%,
59,516,3442,22.39%,
59,516,3638,57.20%,
59,516,5367,40.57%,
59,516,5383,49.36%,
59,516,5923,20.02%,
59,516,7098,37.35%,
59,516,7137,52.81%,
59,516,7162,125.00%,
59,516,7209,38.35%,
59,516,7218,24.32%,
59,516,7329,80.94%,
59,546,840,83.23%,
59,546,920,73.10%,
59,546,2773,91.64%,
59,546,2801,125.00%,
59,546,2858,45.57%,
59,546,4421,43.02%,
59,546,4426,46.79%,
59,546,4517,82.38%,
59,546,4527,105.62%,
59,546,5198,75.68%,
59,546,5903,28.61%,
59,546,5907,24.83%,
59,546,6732,52.63%,
59,554,3070,77.00%,
59,554,3071,68.43%,
59,554,3072,102.53%,
59,554,3074,0.00%,
59,554,3619,46.12%,
59,554,3635,50.35%,
59,554,4528,28.55%,
59,554,4692,35.51%,
59,554,5143,18.44%,
59,554,5188,12.56%,
59,554,5267,64.31%,
59,554,5815,62.29%,
59,554,7601,125.00%,
59,566,2488,102.57%,
59,566,4188,51.68%,
59,566,4469,90.38%,
59,566,4589,23.85%,
59,566,4591,31.03%,
59,566,5059,38.00%,
59,566,5107,22.03%,
59,566,5119,18.44%,
59,566,5148,125.00%,
59,566,5182,48.50%,
59,566,5716,22.00%,
59,566,5925,125.00%,
59,566,7342,77.05%,
59,Region Total,,64.72%,
60,467,2249,79.03%,
60,467,2469,45.09%,
60,467,3218,70.06%,
60,467,3531,63.30%,
60,467,3537,82.20%,
60,467,3705,45.28%,
60,467,3850,62.32%,
60,467,4137,85.86%,
60,467,5853,81.56%,
60,469,2070,125.00%,
60,469,2071,49.33%,
60,469,2074,57.01%,
60,469,2188,72.44%,
60,469,2710,91.56%,
60,469,2711,49.55%,
60,469,2722,125.00%,
60,469,4359,80.82%,
60,469,4474,125.00%,
60,471,2319,30.29%,
60,471,2450,89.48%,
60,471,2594,43.64%,
60,471,2595,76.53%,
60,471,2596,53.00%,
60,471,3053,91.78%,
60,471,3757,101.33%,
60,471,3801,89.08%,
60,471,5628,37.16%,
60,472,2037,21.08%,
60,472,2121,54.18%,
60,472,2196,48.49%,
60,472,2317,73.00%,
60,472,2325,101.93%,
60,472,5272,56.21%,
60,472,5273,88.70%,
60,472,5861,80.65%,
60,473,1947,64.88%,
60,473,2007,86.74%,
60,473,2016,79.03%,
60,473,2187,77.37%,
60,473,2269,41.52%,
60,473,3217,25.70%,
60,473,3260,38.59%,
60,473,3754,32.94%,
60,473,5078,61.38%,
60,474,2485,60.70%,
60,474,2539,90.91%,
60,474,2549,97.22%,
60,474,2865,15.63%,
60,474,3472,64.51%,
60,474,3511,82.32%,
60,474,4249,46.83%,
60,474,4394,61.42%,
60,474,4395,64.85%,
60,474,5883,89.86%,
60,475,1817,63.21%,
60,475,1870,60.47%,
60,475,1889,54.72%,
60,475,2006,64.47%,
60,475,2101,73.02%,
60,475,2241,30.54%,
60,475,2476,69.59%,
60,475,2492,52.92%,
60,475,3261,48.49%,
60,475,3380,106.13%,
60,475,5869,76.42%,
60,476,1876,83.76%,
60,476,2422,30.96%,
60,476,2550,62.30%,
60,476,2927,106.02%,
60,476,2947,28.49%,
60,476,3742,69.77%,
60,476,5461,58.79%,
60,476,5462,36.48%,
60,476,5929,91.53%,
60,477,1784,62.27%,
60,477,1793,122.23%,
60,477,1843,53.18%,
60,477,1920,21.73%,
60,477,4176,125.00%,
60,477,4221,77.48%,
60,477,5368,68.32%,
60,477,5440,85.92%,
60,477,5935,89.45%,
60,478,1775,80.88%,
60,478,1925,77.05%,
60,478,2075,57.40%,
60,478,2243,97.31%,
60,478,2315,103.39%,
60,478,2538,45.13%,
60,478,3239,98.58%,
60,478,3258,109.98%,
60,478,5396,76.58%,
60,514,2385,48.22%,
60,514,2403,82.44%,
60,514,2516,50.09%,
60,514,2571,116.42%,
60,514,3525,67.66%,
60,514,3794,63.74%,
60,514,5041,63.96%,
60,514,5073,45.40%,
60,Region Total,,69.67%,
61,9,3049,70.27%,
61,9,3143,31.26%,
61,9,3357,54.39%,
61,9,3377,53.45%,
61,9,4264,43.70%,
61,9,4293,122.88%,
61,9,4324,94.48%,
61,9,4473,125.00%,
61,9,4490,73.84%,
61,9,4603,65.73%,
61,9,5304,20.02%,
61,9,5725,67.92%,
61,397,3354,8.86%,
61,397,3355,103.96%,
61,397,3356,37.98%,
61,397,3655,86.48%,
61,397,3788,49.77%,
61,397,4339,77.54%,
61,397,5258,46.64%,
61,397,5259,30.13%,
61,397,5269,82.86%,
61,397,5306,29.65%,
61,397,5423,76.18%,
61,481,2226,60.86%,
61,481,3138,75.18%,
61,481,3139,78.39%,
61,481,3140,40.51%,
61,481,3141,64.73%,
61,481,3147,29.74%,
61,481,3179,99.14%,
61,481,5602,32.04%,
61,481,5604,30.32%,
61,481,5605,10.59%,
61,481,5643,98.68%,
61,481,5658,44.60%,
61,481,5659,51.58%,
61,481,5664,37.51%,
61,490,3019,27.78%,
61,490,3082,38.99%,
61,490,3083,33.29%,
61,490,3126,58.18%,
61,490,3127,25.70%,
61,490,3128,36.45%,
61,490,3175,125.00%,
61,490,3176,117.88%,
61,490,3740,85.60%,
61,490,4196,51.77%,
61,490,4491,42.37%,
61,490,4747,70.61%,
61,490,5828,60.42%,
61,491,3152,61.61%,
61,491,3153,46.46%,
61,491,3154,56.91%,
61,491,3155,68.51%,
61,491,3172,125.00%,
61,491,3173,36.90%,
61,491,4138,125.00%,
61,491,4139,65.30%,
61,491,4625,75.71%,
61,491,4626,125.00%,
61,491,5855,89.97%,
61,491,5990,125.00%,
61,491,5991,86.57%,
61,491,6585,50.98%,
61,510,2632,91.06%,
61,510,3314,99.80%,
61,510,3315,24.36%,
61,510,3604,74.53%,
61,510,3844,45.94%,
61,510,3845,38.82%,
61,510,3846,49.97%,
61,510,4218,125.00%,
61,510,4233,47.81%,
61,510,4275,14.05%,
61,510,5257,50.85%,
61,510,5332,44.60%,
61,510,5349,63.00%,
61,510,7320,46.50%,
61,512,2486,85.42%,
61,512,2689,46.30%,
61,512,3023,123.90%,
61,512,3046,56.20%,
61,512,3047,51.65%,
61,512,3123,95.39%,
61,512,4174,33.37%,
61,512,5610,42.43%,
61,512,5611,112.66%,
61,512,5633,88.08%,
61,512,5634,52.12%,
61,512,5635,74.98%,
61,515,2487,40.35%,
61,515,2826,28.79%,
61,515,2998,66.36%,
61,515,3026,35.81%,
61,515,3131,48.10%,
61,515,3132,28.55%,
61,515,3133,44.60%,
61,515,4762,47.33%,
61,515,5600,61.00%,
61,515,5663,39.62%,
61,515,5689,72.34%,
61,515,5691,80.55%,
61,515,8958,60.86%,
61,550,2590,123.59%,
61,550,3050,55.40%,
61,550,3098,119.29%,
61,550,3144,89.32%,
61,550,3145,74.36%,
61,550,3146,50.78%,
61,550,3178,69.02%,
61,550,4178,48.26%,
61,550,4757,42.97%,
61,550,5627,75.16%,
61,550,5678,66.30%,
61,550,5993,67.47%,
61,550,5994,82.82%,
61,551,3084,67.88%,
61,551,3099,46.64%,
61,551,3101,109.42%,
61,551,4134,100.62%,
61,551,4169,39.58%,
61,551,5008,110.67%,
61,551,5601,115.71%,
61,551,5603,55.63%,
61,551,5637,51.58%,
61,551,5640,89.26%,
61,551,5661,82.59%,
61,551,5684,60.86%,
61,552,2468,125.00%,
61,552,3022,53.14%,
61,552,3090,57.36%,
61,552,4127,29.42%,
61,552,4759,48.79%,
61,552,5007,108.30%,
61,552,5606,80.88%,
61,552,5608,18.53%,
61,552,5609,71.84%,
61,552,5683,33.16%,
61,552,5979,77.45%,
61,552,5981,76.59%,
61,552,5982,56.45%,
61,557,3094,91.86%,
61,557,3988,20.68%,
61,557,4100,72.79%,
61,557,4180,48.41%,
61,557,4494,65.07%,
61,557,4700,21.46%,
61,557,4706,34.08%,
61,557,5109,85.01%,
61,557,5110,111.99%,
61,557,5205,75.55%,
61,557,5206,77.95%,
61,557,7043,36.58%,
61,557,7168,125.00%,
61,Region Total,,65.27%,
64,58,2979,114.20%,
64,58,2981,125.00%,
64,58,3043,18.91%,
64,58,3135,125.00%,
64,58,3341,125.00%,
64,58,3392,52.84%,
64,58,3419,100.68%,
64,58,3594,86.73%,
64,58,3653,125.00%,
64,58,5613,64.36%,
64,58,5614,63.36%,
64,58,5624,54.14%,
64,58,6578,80.77%,
64,58,7251,74.91%,
64,58,7347,68.84%,
64,504,2974,32.78%,
64,504,2995,22.94%,
64,504,3198,125.00%,
64,504,3199,52.92%,
64,504,3287,62.19%,
64,504,3521,15.18%,
64,504,3574,18.06%,
64,504,4104,51.37%,
64,504,4182,48.95%,
64,504,4453,102.47%,
64,504,5657,93.08%,
64,504,5963,54.45%,
64,504,6078,0.00%,
64,504,6851,38.99%,
64,504,6966,48.31%,
64,507,2395,16.72%,
64,507,2880,98.63%,
64,507,3340,54.98%,
64,507,3457,72.87%,
64,507,3508,15.66%,
64,507,4390,55.25%,
64,507,4585,84.19%,
64,507,4655,103.95%,
64,507,5093,120.34%,
64,507,5336,41.98%,
64,507,5364,34.39%,
64,507,5840,85.62%,
64,507,6170,91.56%,
64,507,6942,54.37%,
64,526,3661,50.45%,
64,526,4105,39.23%,
64,526,4366,18.71%,
64,526,4415,11.23%,
64,526,5108,43.09%,
64,526,5726,36.45%,
64,526,5782,26.36%,
64,526,5960,46.33%,
64,526,5962,78.92%,
64,526,6587,12.21%,
64,526,6813,13.58%,
64,526,7229,42.97%,
64,528,2835,125.00%,
64,528,3449,125.00%,
64,528,3450,66.66%,
64,528,4056,37.57%,
64,528,5224,38.93%,
64,528,5226,125.00%,
64,528,5290,55.63%,
64,528,5490,76.20%,
64,528,5715,19.40%,
64,528,6098,33.09%,
64,528,6159,11.35%,
64,528,6459,66.69%,
64,528,6786,53.11%,
64,528,6850,40.19%,
64,528,7220,62.68%,
64,528,7311,33.52%,
64,533,2393,49.97%,
64,533,2394,51.20%,
64,533,2875,65.44%,
64,533,2876,67.68%,
64,533,2877,71.05%,
64,533,2878,83.06%,
64,533,2984,51.26%,
64,533,3202,12.35%,
64,533,3275,42.76%,
64,533,3327,70.78%,
64,533,3615,68.59%,
64,533,3637,69.42%,
64,533,5286,72.91%,
64,533,5314,32.28%,
64,533,5323,54.37%,
64,533,5805,48.31%,
64,533,5863,91.45%,
64,533,7308,47.08%,
64,541,3727,93.08%,
64,541,3736,67.72%,
64,541,4048,125.00%,
64,541,4659,73.00%,
64,541,5125,31.72%,
64,541,5310,125.00%,
64,541,5327,77.40%,
64,541,5328,125.00%,
64,541,5773,125.00%,
64,541,7233,43.09%,
64,541,7241,73.16%,
64,541,7262,41.25%,
64,542,2919,87.35%,
64,542,2940,69.19%,
64,542,3743,80.00%,
64,542,3745,88.58%,
64,542,3746,86.38%,
64,542,3752,107.16%,
64,542,4114,68.32%,
64,542,4193,72.34%,
64,542,4367,42.65%,
64,542,4371,47.96%,
64,542,4373,11.33%,
64,542,4577,121.43%,
64,542,4605,42.06%,
64,542,4674,56.00%,
64,542,5204,58.24%,
64,542,5700,16.83%,
64,543,3042,76.73%,
64,543,3703,70.39%,
64,543,4586,103.20%,
64,543,5081,39.41%,
64,543,5102,68.19%,
64,543,5464,77.37%,
64,543,5722,62.04%,
64,543,5774,91.14%,
64,543,5776,125.00%,
64,543,5832,52.88%,
64,543,6165,87.55%,
64,543,6166,75.10%,
64,543,6323,83.41%,
64,543,6577,36.48%,
64,543,6588,69.37%,
64,543,6849,86.63%,
64,543,7099,26.98%,
64,561,2397,52.32%,
64,561,2433,38.47%,
64,561,2975,72.07%,
64,561,2976,54.87%,
64,561,2977,33.72%,
64,561,3015,57.20%,
64,561,3204,62.21%,
64,561,3530,11.95%,
64,561,3870,16.77%,
64,561,4046,40.67%,
64,561,5021,69.19%,
64,561,5824,33.30%,
64,561,7224,35.40%,
64,561,7232,83.67%,
64,561,7240,104.34%,
64,562,3452,16.35%,
64,562,3509,23.43%,
64,562,3542,51.08%,
64,562,3579,37.03%,
64,562,4465,42.72%,
64,562,4466,53.24%,
64,562,4468,57.73%,
64,562,4618,31.72%,
64,562,5094,57.14%,
64,562,5353,56.39%,
64,562,6583,108.51%,
64,562,6590,61.38%,
64,562,7309,43.21%,
64,562,7357,38.60%,
64,562,7361,44.60%,
64,570,2451,115.61%,
64,570,3317,71.16%,
64,570,3385,103.89%,
64,570,3512,75.32%,
64,570,3517,73.33%,
64,570,4464,125.00%,
64,570,4676,92.70%,
64,570,5675,100.72%,
64,570,5702,38.24%,
64,570,7349,46.60%,
64,570,7362,26.86%,
64,Region Total,,62.86%,
72,96,2499,94.77%,
72,96,3162,48.16%,
72,96,4142,19.59%,
72,96,4160,31.81%,
72,96,4197,83.37%,
72,96,4211,72.73%,
72,96,4425,73.92%,
72,96,5106,94.67%,
72,96,5132,71.81%,
72,96,5179,48.83%,
72,96,5365,33.44%,
72,96,5366,57.23%,
72,96,6894,67.01%,
72,102,2392,56.71%,
72,102,3066,32.12%,
72,102,4354,66.38%,
72,102,5321,51.98%,
72,102,5451,56.32%,
72,102,5453,84.33%,
72,102,5622,66.60%,
72,102,5826,22.15%,
72,102,6937,45.23%,
72,102,6941,55.54%,
72,102,6968,64.83%,
72,102,7221,81.43%,
72,102,7298,77.54%,
72,102,7307,30.23%,
72,103,2907,37.88%,
72,103,2930,36.86%,
72,103,3183,63.31%,
72,103,3935,53.85%,
72,103,4140,44.39%,
72,103,4563,44.21%,
72,103,4595,71.29%,
72,103,4617,52.84%,
72,103,4826,35.62%,
72,103,5615,25.70%,
72,103,5719,42.43%,
72,103,5945,32.19%,
72,488,2396,75.68%,
72,488,2406,108.90%,
72,488,3011,77.54%,
72,488,3104,25.05%,
72,488,4380,25.03%,
72,488,4441,68.48%,
72,488,4498,33.72%,
72,488,4546,106.97%,
72,488,4560,74.08%,
72,488,5704,81.26%,
72,488,5758,86.16%,
72,488,5759,57.08%,
72,488,6967,35.59%,
72,488,7299,77.58%,
72,492,2431,67.94%,
72,492,2743,38.87%,
72,492,3593,79.20%,
72,492,3599,46.76%,
72,492,3990,54.46%,
72,492,4619,14.86%,
72,492,4654,60.05%,
72,492,5043,61.36%,
72,492,5122,125.00%,
72,492,5459,49.95%,
72,492,5780,83.90%,
72,492,6876,83.76%,
72,492,6943,37.12%,
72,492,6975,54.55%,
72,534,2686,50.44%,
72,534,2741,30.87%,
72,534,2742,47.25%,
72,534,3164,77.95%,
72,534,3479,77.54%,
72,534,3654,31.49%,
72,534,4375,94.71%,
72,534,4376,61.20%,
72,534,4686,45.40%,
72,534,5738,24.59%,
72,534,5837,57.45%,
72,534,6953,32.00%,
72,534,6971,46.06%,
72,537,2744,53.08%,
72,537,2745,76.31%,
72,537,3168,56.36%,
72,537,3723,17.93%,
72,537,4128,39.03%,
72,537,4516,54.20%,
72,537,4579,68.16%,
72,537,5737,78.40%,
72,537,5789,42.72%,
72,537,5790,80.62%,
72,537,6960,35.79%,
72,537,7242,45.02%,
72,537,7317,47.46%,
72,538,2839,62.76%,
72,538,3062,102.78%,
72,538,3111,55.45%,
72,538,3238,63.64%,
72,538,4057,57.03%,
72,538,4470,42.43%,
72,538,4478,44.69%,
72,538,5692,47.28%,
72,538,5693,23.74%,
72,538,5791,63.13%,
72,538,7072,70.16%,
72,538,7127,52.11%,
72,544,2500,18.60%,
72,544,3184,111.00%,
72,544,3424,42.86%,
72,544,4189,73.20%,
72,544,4504,110.46%,
72,544,4580,76.85%,
72,544,4672,125.00%,
72,544,4673,93.20%,
72,544,4691,125.00%,
72,544,4756,62.57%,
72,544,5062,94.23%,
72,544,5100,95.95%,
72,544,5248,82.75%,
72,544,5256,59.92%,
72,544,5769,51.86%,
72,545,4210,108.37%,
72,545,4357,33.19%,
72,545,4582,28.55%,
72,545,4648,80.38%,
72,545,4657,64.94%,
72,545,5098,71.55%,
72,545,5623,125.00%,
72,545,5653,98.54%,
72,545,5740,125.00%,
72,545,5744,48.51%,
72,545,5771,34.96%,
72,545,6531,66.15%,
72,545,8861,64.38%,
72,548,2391,103.44%,
72,548,3013,125.00%,
72,548,3161,82.52%,
72,548,3414,46.37%,
72,548,4141,45.40%,
72,548,4667,63.28%,
72,548,5221,96.27%,
72,548,5255,68.36%,
72,548,5654,70.95%,
72,548,5670,125.00%,
