Store Nbr,Market,Region,Tier,Details
858,97,3,Tier 2,GM Pause
2691,243,25,Tier 2,GM Pause
478,77,6,Tier 2,GM Pause
1948,227,20,Tier 2,GM Pause
8,326,42,Tier 2,GM Pause
5840,507,64,Tier 2,GM Pause
3173,491,61,Tier 2,GM Pause
1793,477,60,Tier 2,GM Pause
803,128,13,Tier 2,GM Pause
7296,498,59,Tier 2,GM Pause
5170,429,47,Tier 2,GM Pause
768,65,6,Tier 2,GM Pause
3013,548,72,Tier 2,GM Pause
3050,550,61,Tier 2,GM Pause
1656,228,17,Tier 2,GM Pause
5297,494,59,Tier 2,GM Pause
4264,9,61,Tier 2,GM Pause
121,351,44,Tier 2,GM Pause
2555,284,75,Tier 2,GM Pause
1249,74,5,Tier 2,GM Pause
3723,537,72,Tier 2,GM Pause
1176,441,53,Tier 2,GM Pause
7009,302,26,Tier 2,GM Pause
289,327,42,Tier 2,GM Pause
5310,541,64,Tier 2,GM Pause
5379,235,20,Tier 2,GM Pause
1079,94,3,Tier 2,GM Pause
2653,71,46,Tier 2,GM Pause
454,273,25,Tier 2,GM Pause
5988,559,72,Tier 2,GM Pause
1180,243,25,Tier 2,GM Pause
967,104,9,Tier 2,GM Pause
922,243,25,Tier 2,GM Pause
383,66,13,Tier 2,GM Pause
4456,558,22,Tier 2,GM Pause
3848,401,54,Tier 2,GM Pause
6585,485,59,Tier 2,GM Pause
5867,176,17,Tier 2,GM Pause
897,73,46,Tier 2,GM Pause
3791,202,19,Tier 2,GM Pause
3172,491,61,Tier 2,GM Pause
207,345,44,Tier 2,GM Pause
463,84,6,Tier 2,GM Pause
3239,478,60,Tier 2,GM Pause
1248,144,12,Tier 3,Total Store ISA Pause
123,351,44,Tier 2,GM Pause
448,127,42,Tier 2,GM Pause
1908,440,53,Tier 2,GM Pause
4352,427,54,Tier 2,GM Pause
592,406,47,Tier 2,GM Pause
3074,554,59,Tier 2,GM Pause
1896,391,47,Tier 2,GM Pause
1109,135,42,Tier 2,GM Pause
102,327,42,Tier 2,GM Pause
1727,439,53,Tier 2,GM Pause
6531,545,72,Tier 2,GM Pause
5143,498,59,Tier 2,GM Pause
64,146,41,Tier 2,GM Pause
419,406,47,Tier 2,GM Pause
5853,467,60,Tier 2,GM Pause
753,415,52,Tier 2,GM Pause
1922,462,57,Tier 2,GM Pause
326,361,40,Tier 2,GM Pause
1786,423,52,Tier 2,GM Pause
784,418,52,Tier 2,GM Pause
1247,258,41,Tier 2,GM Pause
3237,430,54,Tier 2,GM Pause
5657,504,64,Tier 2,GM Pause
2812,425,53,Tier 2,GM Pause
4394,474,60,Tier 2,GM Pause
1524,290,75,Tier 2,GM Pause
826,375,46,Tier 2,GM Pause
2041,284,75,Tier 2,GM Pause
4335,391,47,Tier 2,GM Pause
2435,282,75,Tier 2,GM Pause
7317,537,72,Tier 2,GM Pause
133,325,42,Tier 2,GM Pause
2952,460,57,Tier 2,GM Pause
4471,381,54,Tier 2,GM Pause
1743,258,41,Tier 2,GM Pause
4734,585,47,Tier 2,GM Pause
1335,315,75,Tier 2,GM Pause
4567,379,47,Tier 2,GM Pause
601,74,5,Tier 2,GM Pause
150,344,44,Tier 2,GM Pause
4339,397,61,Tier 2,GM Pause
5957,585,47,Tier 2,GM Pause
2010,201,19,Tier 2,GM Pause
1522,320,75,Tier 2,GM Pause
2617,392,56,Tier 2,GM Pause
3156,502,59,Tier 2,GM Pause
1110,135,42,Tier 2,GM Pause
1796,184,16,Tier 2,GM Pause
5438,444,53,Tier 2,GM Pause
2201,505,46,Tier 2,GM Pause
5397,438,53,Tier 2,GM Pause
4528,498,59,Tier 2,GM Pause
1819,436,53,Tier 2,GM Pause
2450,471,60,Tier 2,GM Pause
5859,581,57,Tier 2,GM Pause
3644,289,75,Tier 2,GM Pause
4690,111,9,Tier 2,GM Pause
1458,120,2,Tier 2,GM Pause
4849,419,52,Tier 2,GM Pause
3357,9,61,Tier 2,GM Pause
5147,44,5,Tier 2,GM Pause
1736,284,75,Tier 2,GM Pause
2112,372,46,Tier 2,GM Pause
5295,172,17,Tier 2,GM Pause
4393,454,56,Tier 2,GM Pause
4103,77,6,Tier 2,GM Pause
4395,474,60,Tier 2,GM Pause
1544,320,75,Tier 2,GM Pause
1584,396,57,Tier 2,GM Pause
830,279,25,Tier 2,GM Pause
5693,538,72,Tier 2,GM Pause
1717,508,75,Tier 2,GM Pause
3701,302,26,Tier 2,GM Pause
2147,383,54,Tier 2,GM Pause
1885,229,20,Tier 2,GM Pause
1040,65,6,Tier 2,GM Pause
1918,156,16,Tier 2,GM Pause
1450,316,20,Tier 2,GM Pause
3758,412,52,Tier 2,GM Pause
5615,103,72,Tier 2,GM Pause
1013,251,25,Tier 2,GM Pause
2259,383,54,Tier 2,GM Pause
4163,82,5,Tier 2,GM Pause
1815,449,57,Tier 2,GM Pause
1605,14,14,Tier 2,GM Pause
1936,196,53,Tier 2,GM Pause
1907,184,16,Tier 2,GM Pause
4247,383,54,Tier 2,GM Pause
5453,102,72,Tier 2,GM Pause
3022,512,61,Tier 2,GM Pause
1083,101,3,Tier 2,GM Pause
2507,447,57,Tier 2,GM Pause
1471,439,53,Tier 2,GM Pause
778,118,9,Tier 2,GM Pause
5738,534,72,Tier 2,GM Pause
420,349,44,Tier 2,GM Pause
537,73,46,Tier 2,GM Pause
6176,509,59,Tier 2,GM Pause
860,94,3,Tier 2,GM Pause
3227,391,47,Tier 2,GM Pause
1190,257,41,Tier 2,GM Pause
1376,152,41,Tier 2,GM Pause
3521,504,64,Tier 2,GM Pause
3101,551,61,Tier 2,GM Pause
4129,128,13,Tier 2,GM Pause
5071,349,44,Tier 2,GM Pause
3583,188,17,Tier 3,Total Store ISA Pause
3806,421,52,Tier 2,GM Pause
769,115,9,Tier 2,GM Pause
2393,533,64,Tier 2,GM Pause
4404,233,22,Tier 2,GM Pause
4332,90,9,Tier 2,GM Pause
4309,455,56,Tier 2,GM Pause
2553,453,56,Tier 2,GM Pause
2907,103,72,Tier 3,Total Store ISA Pause
3164,534,72,Tier 2,GM Pause
2267,156,16,Tier 2,GM Pause
1393,413,52,Tier 2,GM Pause
5403,246,21,Tier 2,GM Pause
7194,27,3,Tier 2,GM Pause
1398,108,9,Tier 2,GM Pause
2931,285,75,Tier 2,GM Pause
1445,213,19,Tier 2,GM Pause
736,253,41,Tier 2,GM Pause
3179,481,61,Tier 2,GM Pause
308,152,41,Tier 2,GM Pause
1477,317,20,Tier 2,GM Pause
6971,538,72,Tier 2,GM Pause
4367,542,64,Tier 2,GM Pause
4568,432,47,Tier 2,GM Pause
128,329,12,Tier 2,GM Pause
5365,96,72,Tier 2,GM Pause
1625,426,52,Tier 2,GM Pause
2192,436,53,Tier 2,GM Pause
771,92,9,Tier 2,GM Pause
4655,507,64,Tier 2,GM Pause
895,336,40,Tier 2,GM Pause
3472,474,60,Tier 2,GM Pause
2811,21,2,Tier 2,GM Pause
6500,485,59,Tier 2,GM Pause
4243,205,19,Tier 2,GM Pause
2791,285,75,Tier 2,GM Pause
4373,542,64,Tier 2,GM Pause
802,263,53,Tier 2,GM Pause
5342,365,57,Tier 2,GM Pause
4281,436,53,Tier 2,GM Pause
189,359,40,Tier 2,GM Pause
3221,190,17,Tier 2,GM Pause
2761,311,20,Tier 2,GM Pause
527,61,6,Tier 2,GM Pause
3111,538,72,Tier 2,GM Pause
750,415,52,Tier 2,GM Pause
5446,235,20,Tier 2,GM Pause
3725,267,25,Tier 2,GM Pause
248,76,5,Tier 2,GM Pause
3390,68,6,Tier 2,GM Pause
309,132,13,Tier 2,GM Pause
2671,373,46,Tier 2,GM Pause
1160,243,25,Tier 2,GM Pause
2288,462,57,Tier 2,GM Pause
33,325,42,Tier 2,GM Pause
2196,472,60,Tier 2,GM Pause
637,429,47,Tier 2,GM Pause
5743,299,26,Tier 2,GM Pause
1990,217,21,Tier 2,GM Pause
5806,412,52,Tier 3,Total Store ISA Pause
519,260,41,Tier 2,GM Pause
209,321,42,Tier 2,GM Pause
581,414,52,Tier 2,GM Pause
3566,380,47,Tier 2,GM Pause
5199,269,25,Tier 2,GM Pause
1019,389,47,Tier 2,GM Pause
2481,232,22,Tier 3,Total Store ISA Pause
2308,470,60,Tier 2,GM Pause
675,146,41,Tier 2,GM Pause
2608,382,54,Tier 2,GM Pause
2527,460,57,Tier 2,GM Pause
2078,216,20,Tier 2,GM Pause
5858,367,46,Tier 2,GM Pause
226,47,44,Tier 2,GM Pause
1976,190,17,Tier 2,GM Pause
994,104,9,Tier 2,GM Pause
78,357,40,Tier 2,GM Pause
1680,110,9,Tier 2,GM Pause
1474,365,57,Tier 2,GM Pause
2613,213,19,Tier 2,GM Pause
2815,268,25,Tier 2,GM Pause
971,438,53,Tier 2,GM Pause
2066,64,6,Tier 2,GM Pause
695,149,12,Tier 2,GM Pause
674,152,41,Tier 2,GM Pause
4586,543,64,Tier 2,GM Pause
1475,418,52,Tier 2,GM Pause
2128,159,16,Tier 2,GM Pause
3429,228,17,Tier 2,GM Pause
296,325,42,Tier 2,GM Pause
2721,811,29,Tier 2,GM Pause
2319,472,60,Tier 2,GM Pause
277,353,44,Tier 2,GM Pause
1787,414,52,Tier 2,GM Pause
4101,465,57,Tier 2,GM Pause
273,4,12,Tier 2,GM Pause
230,321,42,Tier 2,GM Pause
902,251,25,Tier 2,GM Pause
234,360,40,Tier 2,GM Pause
267,334,42,Tier 2,GM Pause
5819,549,72,Tier 2,GM Pause
3271,13,14,Tier 2,GM Pause
3654,534,72,Tier 2,GM Pause
2610,316,20,Tier 2,GM Pause
5033,378,54,Tier 2,GM Pause
2797,154,16,Tier 2,GM Pause
1211,270,25,Tier 2,GM Pause
5847,290,75,Tier 2,GM Pause
4359,469,60,Tier 2,GM Pause
1403,18,2,Tier 2,GM Pause
1447,419,52,Tier 2,GM Pause
2809,320,75,Tier 2,GM Pause
1843,477,60,Tier 2,GM Pause
2434,196,53,Tier 2,GM Pause
3352,452,56,Tier 2,GM Pause
2849,316,20,Tier 2,GM Pause
65,336,40,Tier 2,GM Pause
2357,283,75,Tier 2,GM Pause
573,361,40,Tier 2,GM Pause
552,258,41,Tier 2,GM Pause
4423,280,75,Tier 2,GM Pause
1374,91,9,Tier 2,GM Pause
1952,422,52,Tier 2,GM Pause
2643,422,52,Tier 2,GM Pause
220,48,5,Tier 2,GM Pause
903,140,13,Tier 2,GM Pause
274,4,12,Tier 2,GM Pause
2595,471,60,Tier 2,GM Pause
3355,397,61,Tier 2,GM Pause
2847,433,47,Tier 2,GM Pause
452,80,6,Tier 2,GM Pause
1225,101,3,Tier 2,GM Pause
3524,458,57,Tier 2,GM Pause
2813,440,53,Tier 2,GM Pause
7156,76,5,Tier 2,GM Pause
1634,419,52,Tier 2,GM Pause
1714,320,75,Tier 2,GM Pause
1774,310,26,Tier 2,GM Pause
4157,500,59,Tier 2,GM Pause
2659,183,16,Tier 2,GM Pause
1901,383,54,Tier 2,GM Pause
2593,396,57,Tier 2,GM Pause
619,119,2,Tier 2,GM Pause
3990,544,72,Tier 2,GM Pause
885,433,47,Tier 2,GM Pause
3266,558,22,Tier 2,GM Pause
824,385,46,Tier 2,GM Pause
4278,317,20,Tier 2,GM Pause
2445,170,22,Tier 2,GM Pause
1874,118,9,Tier 2,GM Pause
221,344,44,Tier 2,GM Pause
7137,496,59,Tier 2,GM Pause
165,46,5,Tier 2,GM Pause
445,256,41,Tier 2,GM Pause
5346,296,26,Tier 2,GM Pause
2332,181,16,Tier 2,GM Pause
4368,93,3,Tier 2,GM Pause
4137,467,60,Tier 2,GM Pause
646,415,52,Tier 2,GM Pause
1808,388,54,Tier 2,GM Pause
2032,446,57,Tier 2,GM Pause
2293,585,47,Tier 2,GM Pause
694,254,41,Tier 2,GM Pause
3702,98,3,Tier 2,GM Pause
469,66,13,Tier 2,GM Pause
4509,48,5,Tier 2,GM Pause
1412,381,54,Tier 2,GM Pause
1876,476,60,Tier 2,GM Pause
1143,30,3,Tier 2,GM Pause
3228,231,22,Tier 2,GM Pause
1753,184,16,Tier 2,GM Pause
2823,216,20,Tier 2,GM Pause
363,361,40,Tier 2,GM Pause
1241,418,52,Tier 2,GM Pause
1550,388,54,Tier 2,GM Pause
1119,105,9,Tier 2,GM Pause
1865,421,52,Tier 2,GM Pause
4366,526,64,Tier 2,GM Pause
1360,317,20,Tier 2,GM Pause
2590,550,61,Tier 2,GM Pause
958,263,53,Tier 2,GM Pause
3773,479,5,Tier 2,GM Pause
2502,231,22,Tier 2,GM Pause
793,70,46,Tier 2,GM Pause
1219,101,3,Tier 2,GM Pause
1820,229,20,Tier 2,GM Pause
1875,282,75,Tier 2,GM Pause
116,127,42,Tier 2,GM Pause
58,325,42,Tier 2,GM Pause
2710,469,60,Tier 2,GM Pause
5353,562,64,Tier 2,GM Pause
1404,269,25,Tier 2,GM Pause
3157,502,59,Tier 2,GM Pause
1792,231,22,Tier 2,GM Pause
5436,284,75,Tier 2,GM Pause
3622,509,59,Tier 2,GM Pause
3549,184,16,Tier 2,GM Pause
2358,196,53,Tier 2,GM Pause
905,379,47,Tier 2,GM Pause
4130,82,5,Tier 2,GM Pause
3741,19,2,Tier 3,Total Store ISA Pause
1823,234,22,Tier 2,GM Pause
1795,294,2,Tier 2,GM Pause
1273,389,47,Tier 2,GM Pause
3197,112,9,Tier 2,GM Pause
3149,470,60,Tier 2,GM Pause
3248,464,57,Tier 3,Total Store ISA Pause
3454,401,54,Tier 2,GM Pause
1456,381,54,Tier 2,GM Pause
4341,387,46,Tier 2,GM Pause
2157,160,16,Tier 2,GM Pause
3596,384,46,Tier 2,GM Pause
951,85,6,Tier 2,GM Pause
311,129,13,Tier 2,GM Pause
1559,394,57,Tier 2,GM Pause
2866,203,19,Tier 2,GM Pause
529,61,6,Tier 2,GM Pause
50,347,44,Tier 2,GM Pause
4255,214,20,Tier 2,GM Pause
1621,418,52,Tier 2,GM Pause
6588,543,64,Tier 2,GM Pause
1867,293,75,Tier 2,GM Pause
1429,213,19,Tier 2,GM Pause
5224,528,64,Tier 2,GM Pause
2322,145,12,Tier 3,Total Store ISA Pause
2991,82,5,Tier 2,GM Pause
985,418,52,Tier 2,GM Pause
1945,226,17,Tier 2,GM Pause
1095,388,54,Tier 3,Total Store ISA Pause
5070,396,57,Tier 2,GM Pause
360,352,44,Tier 2,GM Pause
3478,470,60,Tier 2,GM Pause
1046,88,46,Tier 3,Total Store ISA Pause
1729,239,21,Tier 3,Total Store ISA Pause
396,39,2,Tier 2,GM Pause
871,333,40,Tier 2,GM Pause
81,347,44,Tier 2,GM Pause
5851,301,26,Tier 2,GM Pause
2074,469,60,Tier 2,GM Pause
4546,488,72,Tier 2,GM Pause
5764,479,5,Tier 2,GM Pause
1480,239,21,Tier 2,GM Pause
2900,163,17,Tier 2,GM Pause
5633,512,61,Tier 2,GM Pause
104,146,41,Tier 2,GM Pause
1461,381,54,Tier 2,GM Pause
2174,154,16,Tier 2,GM Pause
7127,538,72,Tier 2,GM Pause
1061,28,3,Tier 2,GM Pause
666,115,9,Tier 2,GM Pause
5869,475,60,Tier 2,GM Pause
2566,280,75,Tier 2,GM Pause
506,273,25,Tier 2,GM Pause
4482,153,12,Tier 2,GM Pause
3226,65,6,Tier 2,GM Pause
2425,495,59,Tier 2,GM Pause
7,326,42,Tier 3,Total Store ISA Pause
5675,526,64,Tier 2,GM Pause
4644,227,20,Tier 2,GM Pause
2561,228,17,Tier 2,GM Pause
4616,18,2,Tier 2,GM Pause
845,357,40,Tier 2,GM Pause
2477,468,56,Tier 2,GM Pause
1187,410,44,Tier 2,GM Pause
108,344,44,Tier 2,GM Pause
904,1,14,Tier 2,GM Pause
751,413,52,Tier 2,GM Pause
373,322,42,Tier 2,GM Pause
1232,81,5,Tier 2,GM Pause
1012,444,53,Tier 2,GM Pause
1526,426,52,Tier 2,GM Pause
271,349,44,Tier 2,GM Pause
1196,131,13,Tier 2,GM Pause
3381,74,5,Tier 2,GM Pause
2008,229,20,Tier 2,GM Pause
3152,491,61,Tier 2,GM Pause
1224,14,14,Tier 2,GM Pause
5239,167,22,Tier 2,GM Pause
748,414,52,Tier 2,GM Pause
3669,800,29,Tier 2,GM Pause
1387,108,9,Tier 2,GM Pause
620,124,4,Tier 3,Total Store ISA Pause
1964,161,16,Tier 2,GM Pause
5005,549,72,Tier 2,GM Pause
135,360,40,Tier 2,GM Pause
5294,173,17,Tier 2,GM Pause
1283,93,3,Tier 2,GM Pause
495,138,14,Tier 2,GM Pause
5394,581,57,Tier 2,GM Pause
2083,320,75,Tier 2,GM Pause
2577,281,75,Tier 3,Total Store ISA Pause
3295,356,44,Tier 2,GM Pause
4253,412,52,Tier 2,GM Pause
3633,234,22,Tier 2,GM Pause
355,10,14,Tier 3,Total Store ISA Pause
1465,314,75,Tier 2,GM Pause
5234,401,54,Tier 2,GM Pause
1529,233,22,Tier 2,GM Pause
3788,397,61,Tier 2,GM Pause
5332,510,61,Tier 2,GM Pause
1685,430,54,Tier 2,GM Pause
2206,466,57,Tier 2,GM Pause
2711,469,60,Tier 2,GM Pause
1978,247,21,Tier 3,Total Store ISA Pause
3327,533,64,Tier 2,GM Pause
4233,510,61,Tier 2,GM Pause
4570,164,17,Tier 2,GM Pause
1909,195,17,Tier 2,GM Pause
4178,550,61,Tier 2,GM Pause
430,253,41,Tier 2,GM Pause
5773,541,64,Tier 2,GM Pause
1809,202,19,Tier 2,GM Pause
1022,45,5,Tier 2,GM Pause
591,259,41,Tier 2,GM Pause
1505,258,41,Tier 3,Total Store ISA Pause
378,411,47,Tier 2,GM Pause
115,138,14,Tier 2,GM Pause
5704,488,72,Tier 2,GM Pause
1537,234,22,Tier 2,GM Pause
1096,304,4,Tier 2,GM Pause
2574,234,22,Tier 2,GM Pause
6951,317,20,Tier 2,GM Pause
5947,505,46,Tier 2,GM Pause
4498,103,72,Tier 2,GM Pause
3394,413,52,Tier 2,GM Pause
1472,423,52,Tier 2,GM Pause
2743,492,72,Tier 2,GM Pause
190,329,12,Tier 3,Total Store ISA Pause
2059,231,22,Tier 3,Total Store ISA Pause
127,325,42,Tier 3,Total Store ISA Pause
3643,440,53,Tier 2,GM Pause
3853,430,54,Tier 2,GM Pause
1683,413,52,Tier 2,GM Pause
1366,440,53,Tier 2,GM Pause
5441,411,47,Tier 2,GM Pause
4156,181,16,Tier 2,GM Pause
5328,541,64,Tier 3,Total Store ISA Pause
4376,534,72,Tier 2,GM Pause
5737,537,72,Tier 2,GM Pause
665,257,41,Tier 3,Total Store ISA Pause
2310,123,2,Tier 3,Total Store ISA Pause
1354,301,26,Tier 3,Total Store ISA Pause
162,349,44,Tier 2,GM Pause
3377,9,61,Tier 2,GM Pause
5944,558,22,Tier 3,Total Store ISA Pause
2928,36,4,Tier 3,Total Store ISA Pause
1413,270,25,Tier 2,GM Pause
791,78,6,Tier 2,GM Pause
3680,800,29,Tier 2,GM Pause
3290,470,60,Tier 2,GM Pause
6953,534,72,Tier 2,GM Pause
1581,427,54,Tier 2,GM Pause
2539,474,60,Tier 3,Total Store ISA Pause
2765,569,6,Tier 3,Total Store ISA Pause
1510,225,21,Tier 2,GM Pause
4597,195,17,Tier 3,Total Store ISA Pause
6165,543,64,Tier 3,Total Store ISA Pause
2480,226,17,Tier 3,Total Store ISA Pause
7199,383,54,Tier 2,GM Pause
368,410,44,Tier 2,GM Pause
2043,194,17,Tier 3,Total Store ISA Pause
5080,50,5,Tier 2,GM Pause
3153,491,61,Tier 2,GM Pause
3505,441,53,Tier 2,GM Pause
837,333,40,Tier 2,GM Pause
4064,289,75,Tier 3,Total Store ISA Pause
1958,80,6,Tier 3,Total Store ISA Pause
3075,15,14,Tier 2,GM Pause
1159,123,2,Tier 3,Total Store ISA Pause
3379,366,46,Tier 2,GM Pause
1282,407,47,Tier 3,Total Store ISA Pause
225,350,44,Tier 3,Total Store ISA Pause
5899,476,60,Tier 2,GM Pause
119,328,42,Tier 2,GM Pause
568,152,41,Tier 2,GM Pause
2840,546,72,Tier 3,Total Store ISA Pause
1422,204,19,Tier 2,GM Pause
2909,228,17,Tier 2,GM Pause
3049,9,61,Tier 3,Total Store ISA Pause
3574,504,64,Tier 2,GM Pause
476,81,5,Tier 2,GM Pause
4380,488,72,Tier 3,Total Store ISA Pause
756,120,2,Tier 3,Total Store ISA Pause
2881,90,9,Tier 2,GM Pause
3620,403,54,Tier 2,GM Pause
4530,546,72,Tier 2,GM Pause
711,257,41,Tier 2,GM Pause
1850,234,22,Tier 3,Total Store ISA Pause
1646,372,46,Tier 3,Total Store ISA Pause
2780,399,56,Tier 3,Total Store ISA Pause
5287,68,6,Tier 2,GM Pause
3777,56,5,Tier 3,Total Store ISA Pause
5155,387,46,Tier 3,Total Store ISA Pause
268,147,12,Tier 3,Total Store ISA Pause
3734,430,54,Tier 2,GM Pause
354,336,40,Tier 3,Total Store ISA Pause
2473,470,60,Tier 3,Total Store ISA Pause
1444,98,3,Tier 2,GM Pause
1585,429,47,Tier 2,GM Pause
5445,228,17,Tier 3,Total Store ISA Pause
44,336,40,Tier 2,GM Pause
145,339,40,Tier 2,GM Pause
1721,418,52,Tier 3,Total Store ISA Pause
2810,316,20,Tier 2,GM Pause
787,22,2,Tier 3,Total Store ISA Pause
2993,62,6,Tier 3,Total Store ISA Pause
335,146,41,Tier 2,GM Pause
131,47,44,Tier 2,GM Pause
5876,548,72,Tier 3,Total Store ISA Pause
4259,272,25,Tier 3,Total Store ISA Pause
331,66,13,Tier 2,GM Pause
2562,406,47,Tier 3,Total Store ISA Pause
57,328,42,Tier 3,Total Store ISA Pause
1205,101,3,Tier 3,Total Store ISA Pause
1661,302,26,Tier 3,Total Store ISA Pause
2252,168,22,Tier 3,Total Store ISA Pause
5427,495,59,Tier 3,Total Store ISA Pause
4526,63,6,Tier 3,Total Store ISA Pause
5389,76,5,Tier 3,Total Store ISA Pause
1491,413,52,Tier 2,GM Pause
2722,469,60,Tier 3,Total Store ISA Pause
186,409,44,Tier 3,Total Store ISA Pause
2103,159,16,Tier 2,GM Pause
1336,311,20,Tier 2,GM Pause
390,149,12,Tier 2,GM Pause
2386,154,16,Tier 3,Total Store ISA Pause
1426,259,41,Tier 3,Total Store ISA Pause
2597,228,17,Tier 3,Total Store ISA Pause
1289,221,21,Tier 2,GM Pause
3809,213,19,Tier 2,GM Pause
2106,392,56,Tier 2,GM Pause
2321,470,60,Tier 3,Total Store ISA Pause
1545,412,52,Tier 3,Total Store ISA Pause
4470,538,72,Tier 3,Total Store ISA Pause
3805,391,47,Tier 3,Total Store ISA Pause
3499,442,53,Tier 2,GM Pause
3480,311,20,Tier 3,Total Store ISA Pause
1732,414,52,Tier 3,Total Store ISA Pause
3155,491,61,Tier 3,Total Store ISA Pause
990,14,14,Tier 3,Total Store ISA Pause
293,85,6,Tier 2,GM Pause
696,258,41,Tier 3,Total Store ISA Pause
5782,526,64,Tier 3,Total Store ISA Pause
1592,205,19,Tier 3,Total Store ISA Pause
239,138,14,Tier 3,Total Store ISA Pause
164,4,12,Tier 3,Total Store ISA Pause
278,127,42,Tier 2,GM Pause
5266,104,9,Tier 3,Total Store ISA Pause
5254,297,26,Tier 3,Total Store ISA Pause
528,115,9,Tier 3,Total Store ISA Pause
5211,52,5,Tier 3,Total Store ISA Pause
310,132,13,Tier 3,Total Store ISA Pause
1111,21,2,Tier 3,Total Store ISA Pause
2495,466,57,Tier 2,GM Pause
5274,470,60,Tier 3,Total Store ISA Pause
3810,168,22,Tier 3,Total Store ISA Pause
2522,196,53,Tier 3,Total Store ISA Pause
4144,30,3,Tier 2,GM Pause
2097,188,17,Tier 3,Total Store ISA Pause
3850,467,60,Tier 3,Total Store ISA Pause
5874,465,57,Tier 3,Total Store ISA Pause
1140,259,41,Tier 3,Total Store ISA Pause
1365,436,53,Tier 2,GM Pause
3170,83,5,Tier 2,GM Pause
2070,469,60,Tier 2,GM Pause
3154,491,61,Tier 3,Total Store ISA Pause
1166,300,26,Tier 3,Total Store ISA Pause
475,83,5,Tier 2,GM Pause
5258,397,61,Tier 3,Total Store ISA Pause
3887,115,9,Tier 3,Total Store ISA Pause
3670,800,29,Tier 2,GM Pause
385,84,6,Tier 3,Total Store ISA Pause
979,438,53,Tier 3,Total Store ISA Pause
2126,470,60,Tier 2,GM Pause
1316,439,53,Tier 3,Total Store ISA Pause
79,334,42,Tier 3,Total Store ISA Pause
3947,458,57,Tier 3,Total Store ISA Pause
2072,811,29,Tier 3,Total Store ISA Pause
1466,121,2,Tier 3,Total Store ISA Pause
5280,201,19,Tier 2,GM Pause
1719,204,19,Tier 3,Total Store ISA Pause
1507,409,44,Tier 3,Total Store ISA Pause
3867,379,47,Tier 3,Total Store ISA Pause
759,116,9,Tier 3,Total Store ISA Pause
886,426,52,Tier 3,Total Store ISA Pause
1494,78,6,Tier 3,Total Store ISA Pause
1639,247,21,Tier 3,Total Store ISA Pause
2458,451,56,Tier 2,GM Pause
1234,257,41,Tier 3,Total Store ISA Pause
1803,87,6,Tier 3,Total Store ISA Pause
113,349,44,Tier 3,Total Store ISA Pause
939,76,5,Tier 3,Total Store ISA Pause
2568,446,57,Tier 3,Total Store ISA Pause
2350,207,19,Tier 3,Total Store ISA Pause
1509,415,52,Tier 3,Total Store ISA Pause
374,347,44,Tier 3,Total Store ISA Pause
2933,317,20,Tier 3,Total Store ISA Pause
2099,447,57,Tier 2,GM Pause
73,356,44,Tier 3,Total Store ISA Pause
993,407,47,Tier 3,Total Store ISA Pause
5626,367,46,Tier 3,Total Store ISA Pause
336,325,42,Tier 3,Total Store ISA Pause
616,38,4,Tier 3,Total Store ISA Pause
5886,459,57,Tier 2,GM Pause
1295,350,44,Tier 3,Total Store ISA Pause
1567,427,54,Tier 3,Total Store ISA Pause
3591,68,6,Tier 3,Total Store ISA Pause
3455,452,56,Tier 3,Total Store ISA Pause
1599,362,40,Tier 3,Total Store ISA Pause
5231,452,56,Tier 3,Total Store ISA Pause
3402,19,2,Tier 3,Total Store ISA Pause
2158,156,16,Tier 3,Total Store ISA Pause
2664,231,22,Tier 3,Total Store ISA Pause
5835,370,46,Tier 3,Total Store ISA Pause
4378,285,75,Tier 3,Total Store ISA Pause
3570,30,3,Tier 3,Total Store ISA Pause
1610,192,17,Tier 2,GM Pause
3846,510,61,Tier 3,Total Store ISA Pause
546,62,6,Tier 3,Total Store ISA Pause
5832,543,64,Tier 3,Total Store ISA Pause
1476,243,25,Tier 3,Total Store ISA Pause
2962,108,9,Tier 3,Total Store ISA Pause
703,67,6,Tier 3,Total Store ISA Pause
2337,312,75,Tier 3,Total Store ISA Pause
417,47,44,Tier 3,Total Store ISA Pause
4,323,42,Tier 3,Total Store ISA Pause
2315,478,60,Tier 2,GM Pause
4474,469,60,Tier 3,Total Store ISA Pause
3625,109,9,Tier 3,Total Store ISA Pause
1769,231,22,Tier 3,Total Store ISA Pause
741,121,2,Tier 3,Total Store ISA Pause
13,334,42,Tier 3,Total Store ISA Pause
3331,327,42,Tier 3,Total Store ISA Pause
257,254,41,Tier 3,Total Store ISA Pause
977,98,3,Tier 3,Total Store ISA Pause
4321,409,44,Tier 3,Total Store ISA Pause
3762,413,52,Tier 3,Total Store ISA Pause
1421,278,25,Tier 3,Total Store ISA Pause
1701,21,2,Tier 3,Total Store ISA Pause
595,569,6,Tier 3,Total Store ISA Pause
2742,534,72,Tier 3,Total Store ISA Pause
2684,216,20,Tier 3,Total Store ISA Pause
1067,84,6,Tier 3,Total Store ISA Pause
5191,55,5,Tier 3,Total Store ISA Pause
4239,392,56,Tier 3,Total Store ISA Pause
1004,115,9,Tier 3,Total Store ISA Pause
2544,238,19,Tier 3,Total Store ISA Pause
3238,538,72,Tier 3,Total Store ISA Pause
109,360,40,Tier 3,Total Store ISA Pause
