Store Nbr,Store Type Descr,Store Name,State,Market,Reg,Cupcake Double Bucket,"DZ Roses 
Double Bucket","DZ Roses 
Pallet","DZ Roses 
Double Decker",LG Carnations Double Bucket,LG Vase DZ Roses Pallet,MED Vase Mixed Bqt Display,Mega Mixed Bqt Pallet,Mini Rose Plus Double Bucket,"Mixed BQT 
Double Bucket","Mixed BQT 
Pallet","Mixed BQT 
Double Decker","Rose Lily
Double Bucket",Small Bouquet Double Bucket,"XL Premium Roses
Double Bucket","XL Premium Roses
Pallet",TOTAL PROMO DISPLAYS
2465,Neighborhood Market,AUGUSTA WINDSOR GA,GA,554,59,3,2,1,1,,3,6,,,2,,,3,,1,,22
2468,Neighborhood Market,ROHNERT PARK CA,CA,552,61,,2,2,,,2,4,,,1,1,,3,,,,15
2471,Supercenter,"COLUMBUS, (NW) OH",OH,217,21,4,2,1,1,,5,4,,2,4,,,3,6,3,,35
2472,Supercenter,"WINSTON-SALEM, NC",NC,308,26,4,1,2,3,,7,2,,2,1,1,,3,2,1,2,31
2477,Supercenter,"ROSEBURG, OR",OR,468,56,,4,,1,,,,,2,1,2,,,,4,,14
2486,Neighborhood Market,SAN JOSE CA,CA,512,61,,2,1,,,2,4,,,1,,,3,,1,,14
2487,Neighborhood Market,CORONA 6TH STREET CA,CA,515,61,1,3,2,,,3,4,,4,2,2,,3,4,2,1,31
2491,Supercenter,"DANVILLE, IL",IL,246,21,4,3,,1,,3,2,,6,3,1,,3,,2,,28
2493,Supercenter,"GRAND RAPIDS, MI",MI,200,19,,4,1,,,,2,,2,1,1,,3,,1,,15
2499,Neighborhood Market,WINDERMERE FL,FL,96,72,1,3,,1,,,2,,6,2,,,3,,1,1,20
2510,Supercenter,"MINOCQUA,WI",WI,440,53,2,2,1,,,3,5,,2,1,1,,3,,4,,24
2526,Supercenter,"PORTER RANCH, CA",CA,446,57,,1,2,1,,4,5,,,3,1,,3,,2,,22
2537,Supercenter,"REDDING, CA",CA,457,56,5,3,,1,,3,5,,2,1,,,3,4,,,27
2561,Supercenter,"ERIE (W), PA",PA,228,17,9,3,2,4,,2,5,,2,2,2,,3,6,2,1,43
2563,Supercenter,"PAOLI, IN",IN,580,25,,3,,1,,3,4,,6,3,,,3,,3,,26
2567,Supercenter,"GRANDVILLE, MI",MI,200,19,,2,2,1,,3,5,,2,1,1,,3,,1,,21
2577,Supercenter,"HUNT VALLEY, MD",MD,281,75,1,3,1,2,,4,5,,,1,2,,3,,2,,24
2579,Supercenter,"CHADRON, NE",NE,429,47,,2,1,,,2,,,,1,2,,,,2,,10
2590,Neighborhood Market,HILLSBORO OR,OR,550,61,,2,,,,1,6,,2,1,2,,3,,3,,20
2592,Supercenter,"NORTH LAS VEGAS, NV",NV,394,57,2,3,2,1,,10,2,2,,1,2,,3,4,,2,34
2593,Supercenter,"LAS VEGAS, (S), NV",NV,396,57,4,3,,2,,9,5,,2,2,2,,3,4,2,1,39
2595,Supercenter,MARYSVILLE WA,WA,471,60,,2,1,1,,,3,,2,2,1,,3,,2,,17
2600,Supercenter,"CHESTERFIELD, MO",MO,339,40,1,3,1,2,,3,,,,1,2,,3,2,,1,19
2607,Supercenter,"POLSON, MT",MT,383,47,,1,1,,,3,5,,2,3,2,,3,,3,,23
2608,Supercenter,"MILES CITY, MT",MT,382,47,5,3,2,,,,5,,,1,2,,3,,3,2,26
2609,Supercenter,"LAKEWOOD, CA",CA,465,57,,3,2,1,,,5,,2,1,,,3,,1,,18
2610,Supercenter,"LOGAN, WV",WV,316,20,7,3,,,,18,3,,14,1,,,3,,,,49
2613,Supercenter,"BUCYRUS, OH",OH,213,19,,3,1,,,3,4,,2,3,2,,3,,2,,23
2617,Supercenter,"WINNEMUCCA, NV",NV,392,56,6,2,2,1,3,7,2,,,1,,,3,2,2,,31
2618,Supercenter,"COMMERCE, MI",MI,203,19,1,2,,1,,3,3,,4,2,1,,3,,3,,23
2620,Supercenter,"HASTINGS, MI",MI,202,19,4,3,2,1,,3,4,,6,2,2,,3,,4,,34
2631,Supercenter,"LIVONIA, MI",MI,197,19,6,2,,2,,3,4,,,2,1,,3,,2,1,26
2632,Neighborhood Market,PHOENIX SUNNYSLOPE AZ,AZ,510,61,2,2,1,,,,3,,4,3,1,,3,,3,1,23
2641,Supercenter,"ALLENTOWN (SW), PA",PA,168,22,1,3,,,,6,2,,2,3,2,,3,,,1,23
2645,Supercenter,"BLACKSTONE, VA",VA,314,75,,3,1,,,3,2,,2,3,1,,3,,3,,21
2650,Supercenter,"PHILADELPHIA (NE), PA",PA,166,22,5,2,1,2,,3,5,,2,3,1,,3,,,,27
2651,Supercenter,"MANVILLE, NJ",NJ,175,17,2,2,,1,,4,5,,,2,1,,3,4,,1,25
2653,Supercenter,"PORTALES, NM",NM,71,46,7,4,1,1,,5,2,,4,4,,,3,,3,1,35
2671,Supercenter,CHANDLER AZ,AZ,373,46,,3,,3,7,4,5,2,,2,1,,4,9,6,2,48
2672,Supercenter,"LAMAR, CO",CO,389,54,,3,2,,,2,,,8,1,,,,,1,,17
2679,Supercenter,"ELKHART, IN",IN,247,21,8,3,2,2,8,10,2,2,8,4,1,,3,6,2,,61
2680,Supercenter,"SOUTH BEND, IN",IN,201,19,3,2,2,1,,4,4,,2,4,1,,3,,3,,29
2686,Neighborhood Market,BENTONVILLE E CENTRAL AR,AR,534,72,2,2,1,1,,2,3,,2,2,2,,3,,1,1,22
2689,Neighborhood Market,FRESNO CEDAR CA,CA,512,61,3,3,,,8,,5,,4,1,1,,4,6,2,,37
2691,Supercenter,"NEW ALBANY, IN",IN,243,25,,2,2,1,,3,2,,,2,1,,3,,,,16
2693,Supercenter,"FENTON, MI",MI,205,19,4,3,1,2,7,3,,1,6,2,2,,3,6,3,,43
2694,Supercenter,"KIRKWOOD, MO",MO,340,40,3,3,,2,,3,,,,1,2,,3,,2,,19
2697,Supercenter,"ANTIOCH, CA EF",CA,452,56,5,2,,2,,5,,,,1,,,3,2,3,,23
2699,Neighborhood Market,GAINESVILLE NORTH THOMPSO,GA,554,59,1,2,,1,,,,,,1,,,3,,1,,9
2700,Supercenter,WHITE LAKE MI,MI,203,19,3,2,1,2,,,5,,,2,1,,3,,2,,21
2704,Supercenter,"RANDLEMAN, NC",NC,298,26,3,1,1,2,,5,5,,6,2,2,,3,,4,,34
2705,Supercenter,"FRANKLIN, VA",VA,314,75,3,2,2,,,5,4,,,3,2,,3,,3,,27
2713,Supercenter,BIRMINGHAM AL,AL,3,14,9,2,,4,,5,5,,2,4,1,,3,,4,,39
2714,Supercenter,"SPENCER, IA",IA,426,52,,3,1,,,3,5,,,1,1,,3,,1,,18
2723,Supercenter,"SUMITON, AL",AL,2,14,9,1,1,1,,5,3,,,3,2,,3,,5,,33
2726,Supercenter,"REYNOLDSBURG, OH",OH,219,21,,3,2,2,,5,2,,8,1,1,,3,,2,,29
2731,Neighborhood Market,GAINESVILLE WEST MCEVER R,GA,554,59,2,2,,2,3,2,2,,2,1,2,,3,1,2,,24
2733,Supercenter,"PERRY, GA",GA,32,3,,3,2,,,2,3,,2,1,2,,3,,1,,19
2739,Supercenter,"BAY MINETTE, AL",AL,14,14,1,2,2,1,,4,2,,,2,1,,3,,,2,20
2741,Neighborhood Market,"BENTONVILLE,AR WNM/NEIGHB",AR,534,72,2,2,,1,3,2,3,,2,2,2,,3,,,1,23
2742,Neighborhood Market,"SPRINGDALE,AR WNM/NEIGHB",AR,534,72,,3,1,,,,2,,2,2,2,,3,,3,,18
2743,Neighborhood Market,"SHERWOOD,AR WNM NEIGH MKT",AR,492,72,,3,1,,,,5,,,4,,,3,,1,,17
2744,Neighborhood Market,"FORT SMITH,AR WNM NEIGH M",AR,537,72,,2,2,,,,5,,,3,1,,3,,1,,17
2745,Neighborhood Market,"FAYETTEVILLE,AR WNM NEIGH",AR,537,72,2,2,1,1,,2,5,,2,3,2,,4,2,1,1,28
2751,Supercenter,"ENGLEWOOD (N), CO",CO,380,54,5,3,2,,,2,2,,,1,2,,3,,1,,21
2754,Supercenter,"WAYNESBORO, GA",GA,30,3,3,1,,1,,4,2,,,2,2,,3,,2,,20
2755,Supercenter,"FLOWOOD, MS",MS,140,13,1,2,,1,,5,2,,2,1,1,,3,1,3,,22
2758,Supercenter,PLYMOUTH NH,NH,181,16,,3,1,,,,2,,2,3,2,,3,,3,1,20
2760,Supercenter,"JACKSON, AL",AL,14,14,4,2,2,,,3,3,,2,1,2,,3,,3,1,26
2764,Supercenter,"ALTOONA, IA",IA,414,52,3,2,1,2,,3,5,,,2,2,,3,,3,,26
2766,Supercenter,SCOTTSDALE (N) AZ,AZ,370,46,1,2,2,1,,3,3,,,2,2,,3,5,4,1,29
2773,Neighborhood Market,LA GRANGE GA,GA,546,72,,3,2,,,2,4,,,1,1,,3,,1,,17
2774,Supercenter,DUBLIN OH,OH,217,21,4,3,,,,3,5,,2,3,2,,3,,2,,27
2783,Supercenter,"LEXINGTON, (NE) KY",KY,260,41,3,2,2,1,,3,4,,,2,,,3,1,2,,23
2787,Supercenter,"INDIANAPOLIS (N), IN",IN,249,25,,1,1,1,,3,,,,2,2,,3,,1,,14
2792,Supercenter,"WAYNE, WV",WV,316,20,,1,1,,,3,5,,10,3,2,,3,,2,,30
2793,Supercenter,"KERNERSVILLE, NC",NC,308,26,5,2,1,4,,9,2,,6,3,2,,3,5,1,1,44
2801,Neighborhood Market,ALBANY GILLIONVILLE GA,GA,546,72,,2,1,,3,2,,,2,1,,,,,4,,15
2805,Supercenter,"EMPORIA, VA",VA,314,75,6,3,,1,,3,2,,2,1,1,,3,,,,22
2810,Supercenter,"SPENCER, WV",WV,316,20,,3,,1,,3,5,,2,2,,,3,,5,,24
2812,Supercenter,"ROCHESTER (S), MN",MN,425,53,2,4,,2,,4,4,,2,2,2,,3,3,3,,31
2814,Supercenter,HIALEAH GARDENS (NW) FL,FL,110,9,4,3,1,2,,2,2,,,4,1,,3,,1,,23
2820,Supercenter,"WORTHINGTON, MN",MN,421,52,2,1,1,1,,7,5,,2,2,,,3,,1,,25
2828,Supercenter,"MILWAUKEE (S), WI",WI,435,53,1,1,1,4,5,2,2,,,3,2,,3,,3,1,28
2833,Supercenter,"GRAFTON, WV",WV,320,75,10,1,2,1,,3,3,,2,1,2,,3,,4,1,33
2835,Neighborhood Market,SAN ANTONIO GILBEAU TX,TX,528,64,4,3,2,,,2,2,,2,1,2,,3,,3,,24
2839,Neighborhood Market,SPRINGFIELD GRAND MO,MO,538,72,,2,1,,,2,3,,,3,1,,3,,1,,16
2840,Neighborhood Market,BRUNSWICK ALTAMA GA,GA,546,72,,3,1,,3,,2,,,1,1,,3,,1,,15
2846,Supercenter,"OLIVE BRANCH, MS",MS,144,12,16,3,2,4,,18,2,,8,3,2,,3,3,1,1,66
2870,Neighborhood Market,MYRTLE BEACH KINGS SC,SC,496,59,,3,2,,,3,1,,2,1,1,,3,,2,,18
2873,Supercenter,"TROY, MI",MI,206,19,4,3,2,1,,3,,,2,2,2,,3,,2,,24
2874,Supercenter,"GLENVILLE, NY",NY,189,17,4,2,,5,,5,4,,4,2,,,3,4,2,,35
2875,Neighborhood Market,"BETHANY, OK",OK,533,64,3,2,2,1,,2,5,,,2,2,,3,1,1,1,25
2877,Neighborhood Market,OKLAHOMA CITY (NW) OK,OK,533,64,2,2,1,1,,,,,,2,1,,3,,2,1,15
2878,Neighborhood Market,"OKLAHOMA CITY, (SW) OK",OK,533,64,1,3,,2,,1,,,2,3,2,,3,2,2,,21
2880,Neighborhood Market,"TULSA (SHERIDAN), OK",OK,507,64,1,3,,1,,,1,,,1,2,,3,,3,1,16
2882,Supercenter,"MAPLE GROVE, MN",MN,422,52,2,1,2,,,3,2,,4,1,2,,3,,5,,25
2883,Supercenter,PLANO (N) TX,TX,56,5,1,1,,5,3,3,,3,,3,2,,3,4,1,1,30
2887,Neighborhood Market,MYRTLE BEACH SURFSIDE SC,SC,496,59,,2,,,,1,6,,4,4,,,3,,2,,22
2893,Supercenter,"INDEPENDENCE, KS",KS,410,44,7,1,1,1,,2,2,,,3,2,,3,,3,,25
2907,Neighborhood Market,MIAMI GARDENS OPA LOCKA F,FL,103,72,,2,1,,,,2,,,3,,,3,,3,,14
2918,Supercenter,"ALLEN, TX",TX,51,5,4,3,,3,,3,3,,,3,2,,3,,4,,28
2922,Supercenter,"TUCSON (FOOTHILLS), AZ",AZ,366,46,4,2,,1,,3,2,,2,2,2,,3,6,3,1,31
2925,Supercenter,"NAPA, CA",CA,453,56,2,4,,1,,3,,,,2,1,,3,5,2,,23
2926,Supercenter,"PLANO (C), TX",TX,56,5,3,3,2,1,,3,2,,,2,2,,3,2,5,,28
2930,Neighborhood Market,TAMARAC FL,FL,103,72,3,2,1,1,,,5,,2,2,1,,3,2,2,,24
2932,Supercenter,"KNOXVILLE (SW), TN",TN,122,2,4,3,,2,,3,,,,2,2,,3,,3,,22
2941,Supercenter,"ATLANTA, GA",GA,24,2,,1,,1,,3,5,,,3,,,3,,,,16
2944,Neighborhood Market,DELAND FL,FL,549,72,,3,,,,2,1,,8,3,1,,3,,3,,24
2955,Supercenter,KANSAS CITY MO,MO,362,40,2,2,,1,,6,5,,,2,2,,3,,,,23
2959,Supercenter,ROSEVILLE,MI,206,19,6,3,2,2,,4,4,,4,2,1,,3,,2,,33
2963,Supercenter,"CORAL SPRINGS, FL",FL,108,9,5,3,1,5,,4,3,2,2,4,1,,3,2,,1,36
2967,Supercenter,"FORT WRIGHT, KY",KY,225,21,6,1,,2,,2,4,,,3,2,,3,3,,1,27
2968,Supercenter,"CARROLLTON, KY",KY,243,25,1,3,,,,3,3,,2,1,,,3,,,,16
2973,Supercenter,"MURPHY, TX",TX,51,5,2,2,2,2,3,3,2,,,4,1,,3,2,5,,31
2974,Neighborhood Market,RICHARDSON TX,TX,561,64,,2,2,1,,1,6,,,1,1,,4,,3,,21
2975,Neighborhood Market,"GARLAND, TX",TX,561,64,1,3,1,1,,1,,,,1,2,,,,3,,13
2977,Neighborhood Market,"ARLINGTON, TX",TX,58,64,1,3,,2,,2,2,,,2,,,3,,2,,17
2979,Neighborhood Market,"FORT WORTH (NE), TX",TX,58,64,1,2,1,1,,2,2,,,3,2,,3,,2,,19
2981,Neighborhood Market,"KELLER, TX",TX,58,64,,3,,1,,,2,,,1,1,,3,,3,,14
2985,Supercenter,"FRESNO, CA EF",CA,449,57,9,2,,2,6,4,5,2,,1,,,4,7,1,1,44
2987,Supercenter,"DAVIE, FL",FL,109,9,6,1,1,2,,6,5,,4,1,,,3,,,1,30
2993,Supercenter,"SUGAR LAND, TX",TX,62,6,3,3,,2,,4,4,,2,1,2,,3,5,1,,30
2995,Neighborhood Market,"PLANO (E), TX",TX,504,64,,4,1,,,,2,,,3,,,3,,1,,14
2998,Neighborhood Market,LOMA LINDA CA,CA,515,61,2,2,1,,,,5,,2,1,1,,3,,3,1,21
3008,Supercenter,ATLANTA VINE CITY GA,GA,23,2,,1,2,1,,,5,,,1,,,3,,1,,14
3011,Neighborhood Market,BOYNTON BEACH FL,FL,488,72,,2,1,,,2,,,,3,2,,,,1,,11
3013,Neighborhood Market,PINELLAS PARK 66TH FL,FL,548,72,3,3,2,,,2,2,,4,3,1,,3,2,2,,27
3022,Neighborhood Market,STOCKTON MARCH LN CA,CA,512,61,1,4,,1,,2,2,,,3,1,,3,1,1,,19
3023,Neighborhood Market,SAN JOSE EVERGREEN CA,CA,512,61,,3,1,1,,2,2,,,1,,,3,3,2,,18
3026,Neighborhood Market,PALM DESERT CA,CA,515,61,,3,,1,,2,4,,,2,1,,3,,4,,20
3043,Neighborhood Market,FORT WORTH TX,TX,58,64,,3,2,,,2,2,,,4,1,,3,,2,,19
3046,Neighborhood Market,MODESTO ORANGE CA,CA,512,61,,3,,,,2,5,,,3,1,,3,,2,,19
3047,Neighborhood Market,TURLOCK C CA,CA,512,61,4,3,,1,,3,5,,,1,2,,3,4,,,26
3049,Neighborhood Market,TUCSON KOLB AZ,AZ,9,61,,2,,,,1,,,2,1,1,,,,1,,8
3050,Neighborhood Market,BEAVERTON MURRY OR,OR,550,61,,2,,,,2,2,,,1,2,,3,,1,,13
3053,Supercenter,EVERETT MALL WA,WA,471,60,4,1,,1,,,5,,2,3,1,,3,,2,,22
3060,Supercenter,YAZOO CITY MS,MS,140,13,2,4,1,1,,2,5,,,3,,,3,,3,,24
3062,Neighborhood Market,SPRINGFIELD MO,MO,538,72,,4,,,,1,6,,,1,1,,3,,1,,17
3066,Neighborhood Market,SARASOTA FL,FL,102,72,,3,2,,,,1,,2,1,,,3,1,1,,14
3069,Neighborhood Market,MARIETTA OLD CANTON GA,GA,554,59,,2,2,1,,,3,,,1,1,,3,,1,,14
3070,Neighborhood Market,DUNWOODY PEELER GA,GA,554,59,1,2,,1,,2,4,,4,1,2,,3,,4,,24
3071,Neighborhood Market,TUCKER PLEASANTDALE GA,GA,554,59,,4,1,,,2,4,,2,1,2,,3,,2,,21
3072,Neighborhood Market,SNELLVILLE MCGEE GA,GA,554,59,1,3,,1,,1,,,,1,1,,,,2,,10
3074,Neighborhood Market,LAWRENCEVILLE GA,GA,554,59,2,3,,,,,1,,2,1,2,,3,1,2,,17
3075,Supercenter,PANAMA CITY 23RD FL,FL,15,14,7,2,1,1,,7,,,4,1,,,3,9,2,,37
3082,Neighborhood Market,COLORADO SPRINGS CHELTON,CO,490,61,2,4,1,,,2,4,,2,1,,,3,,3,,22
3083,Neighborhood Market,COLORADO SPRINGS PLATTE C,CO,490,61,1,2,1,,,2,3,,,4,1,,3,,1,,18
3084,Neighborhood Market,ESCONDIDO VALLEY CA,CA,551,61,,2,1,,,,3,,,2,,,3,,3,,14
3088,Supercenter,ST CLOUD MN,MN,424,52,,2,1,,,3,2,,,3,1,,3,,3,,18
3090,Neighborhood Market,ROCKLIN PACIFIC CA,CA,552,61,,3,,1,,2,2,,2,1,,,3,,3,,17
3094,Neighborhood Market,BOISE COLE ID,ID,557,61,,2,,,,2,5,,,2,1,,3,,2,,17
3098,Neighborhood Market,BELLEVUE WA,WA,550,61,,2,,,,1,,,,2,,,3,,2,,10
3102,Supercenter,PRINCETON MN,MN,424,52,6,3,,2,,3,5,,,1,2,,3,,3,,28
3104,Neighborhood Market,DEERFIELD BEACH FL,FL,488,72,,3,2,,,2,3,,,1,1,,3,2,,,17
3107,Supercenter,SAN ANTONIO LEON SPRINGS,TX,506,6,4,1,2,1,,3,2,,2,4,,,3,8,2,,32
3110,Neighborhood Market,CHICAGO ENGLEWOOD 76TH &,IL,495,59,,2,2,,,,1,,2,1,1,,3,,2,,14
3111,Neighborhood Market,SPRINGFIELD MO,MO,538,72,,2,1,,,,1,,,1,2,,3,,1,,11
3114,Supercenter,SAUGUS MA,MA,157,16,2,2,,1,,3,5,,,3,,,3,,2,,21
3118,Supercenter,DECATUR GA,GA,20,2,2,1,2,3,,3,4,,,3,,,3,3,2,,26
3119,Supercenter,PANAMA CITY PIER PARK FL,FL,15,14,6,3,1,1,,4,,,2,1,1,,3,,4,,26
3123,Neighborhood Market,SANTA CLARA MERCADO CA,CA,512,61,2,2,2,1,,2,3,,2,1,,,3,1,3,,22
3126,Neighborhood Market,CENTENNIAL SMOKY HILL CO,CO,490,61,1,3,1,,,,3,,,1,1,,3,,,1,14
3128,Neighborhood Market,DENVER PARKER CO,CO,490,61,,4,,,,,3,,,3,,,3,,1,,14
3131,Neighborhood Market,RIALTO CA,CA,515,61,,2,1,1,,2,1,,2,3,1,,3,,1,,17
3133,Neighborhood Market,LA PUENTE CA,CA,515,61,,2,2,1,,1,6,,,4,,,3,,2,,21
3143,Neighborhood Market,TUCSON CAMINO SECO AZ,AZ,9,61,,2,2,,,,2,,,2,,,3,,4,,15
3144,Neighborhood Market,MILWAUKIE OR,OR,550,61,,3,1,,,,3,,,3,1,,3,,1,,15
3145,Neighborhood Market,VANCOUVER GRAND WA,WA,550,61,,2,,,,2,2,,4,2,1,,3,,2,,18
3146,Neighborhood Market,CORVALLIS OR,OR,550,61,,2,,,,,1,,,2,1,,3,,3,,12
3147,Neighborhood Market,SIMI VALLEY TAPO CA,CA,481,61,,3,,,,1,6,,,1,,,3,,1,1,16
3151,Supercenter,OMAHA 50TH & AMES NE,NE,432,47,,3,,1,,,2,,6,1,2,,3,,3,,21
3152,Neighborhood Market,OMAHA 90TH & LAKE NE,NE,491,61,,4,,,,,2,,,1,1,,3,,2,,13
3153,Neighborhood Market,OMAHA 168TH ST & HARRISON,NE,491,61,1,3,1,,,1,6,,,1,2,,3,,3,,21
3155,Neighborhood Market,DERBY KS,KS,491,61,,2,1,,,,2,,,1,1,,3,,1,,11
3156,Neighborhood Market,HAMPTON MERCURY VA,VA,502,59,,3,1,,,,2,,2,2,1,,3,,1,,15
3157,Neighborhood Market,NEWPORT NEWS HARPERSVILLE,VA,502,59,,2,1,1,,2,5,,2,2,,,3,,3,,21
3161,Neighborhood Market,SOUTH PASEDENA FL,FL,548,72,,3,2,,,,3,,2,1,2,,3,,2,,18
3162,Neighborhood Market,ORLANDO MICHIGAN FL,FL,96,72,,3,1,,,2,,,2,1,1,,3,,1,,14
3163,Supercenter,HOLLYWOOD FL,FL,553,9,1,1,1,3,,6,5,2,4,3,2,,4,6,3,,41
3164,Neighborhood Market,BENTONVILLE AR,AR,534,72,2,3,,1,,,5,,,2,1,,3,,1,,18
3166,Neighborhood Market,CHICAGO KENWOOD IL,IL,495,59,,3,,,,,,,,1,,,,,1,,5
3168,Neighborhood Market,CONWAY AR,AR,537,72,,3,,,,,2,,,2,,,3,,1,,11
3170,Supercenter,ELGIN TX,TX,83,5,3,4,1,2,,3,3,,6,1,1,,3,,4,,31
3173,Neighborhood Market,LA VISTA 96TH & GILES NE,NE,491,61,,2,1,,,1,,,,1,2,,3,,4,,14
3175,Neighborhood Market,COLORADO SPRINGS AUSTIN B,CO,490,61,,2,,,,2,4,,2,3,2,,3,,1,,19
3177,Supercenter,FORT COLLINS S CO,CO,378,54,,3,1,,,,3,,4,1,1,,3,,2,1,19
3178,Neighborhood Market,GRESHAM POWELL OR,OR,550,61,,4,,,,,3,,2,1,2,,3,,1,,16
3179,Neighborhood Market,THOUSAND OAKS CA,CA,481,61,,3,,,,,3,,,1,,,3,,2,,12
3180,Supercenter,SOUTHGATE CA,CA,446,57,4,4,1,,,2,5,,2,1,,,4,6,,1,30
3183,Neighborhood Market,HOMESTEAD FL,FL,103,72,,2,1,,,2,4,,2,1,,,3,,1,,16
3184,Neighborhood Market,HOOVER LORNA RD AL,AL,544,72,3,3,1,,,3,4,,,4,,,3,,3,,24
3185,Neighborhood Market,HUNTSVILLE JORDAN LANE AL,AL,566,59,,3,,,,,3,,3,2,,,3,,1,,15
3191,Supercenter,PICKENS SC,SC,35,2,4,3,1,1,,3,5,,,3,2,,3,,1,,26
3198,Neighborhood Market,CARROLLTON OLD DENTON & H,TX,561,64,,2,,1,,2,2,,,2,1,,3,,1,,14
3199,Neighborhood Market,PLANO PARK & SHILOH TX,TX,504,64,,4,1,,,,2,,,2,1,,3,,2,,15
3202,Neighborhood Market,OKLAHOMA CITY OK,OK,533,64,,2,2,,,,5,,4,3,2,,3,,4,,25
3204,Neighborhood Market,CEDAR HILL BELT LINE TX,TX,561,64,,3,2,,,3,4,,,4,1,,3,,1,,21
3206,Supercenter,LIMA OH,OH,222,21,5,2,,3,,7,5,,6,1,2,,3,,4,,38
3234,Supercenter,"ROGERSVILLE, TN",TN,123,2,5,3,2,,,2,2,,8,2,2,,3,,4,,33
3235,Supercenter,"NORTH MIAMI BEACH, FL",FL,553,9,5,1,,2,,2,5,,,3,1,,3,,3,,25
3243,Supercenter,BONSACK VA,VA,312,75,4,2,1,,3,6,4,,,1,,,3,,,,24
3251,Supercenter,"WASHINGTON, OH",OH,218,21,4,2,,2,,2,4,,2,1,,,3,,4,,24
3253,Supercenter,"EDINBORO, PA",PA,228,17,8,1,1,1,,,5,,2,1,1,,3,5,,2,30
3268,Supercenter,"ANTIGO, WI",WI,440,53,5,1,1,,,3,5,,,3,2,,3,,3,,26
3270,Supercenter,"WYTHEVILLE, VA",VA,311,20,4,3,2,1,,4,3,,4,1,2,,3,6,1,1,35
3271,Supercenter,"CALERA, AL",AL,13,14,6,3,,2,,6,2,,4,1,,,3,,3,,30
3273,Supercenter,OVERLAND PARK (S) KS,KS,362,40,4,1,1,1,,2,,,,3,2,,,,3,,17
3275,Neighborhood Market,"EDMOND (W), OK",OK,533,64,1,3,,3,6,3,6,2,,1,2,,3,3,1,,34
3280,Supercenter,"ROCHESTER, NY",NY,192,17,3,4,1,3,,4,,,4,2,2,,,,4,,27
3282,Supercenter,"LOGAN, OH",OH,218,21,6,3,1,1,,3,5,,8,4,1,,3,,2,,37
3286,Supercenter,HICKORY CREEK/DENTON TX,TX,52,5,5,3,1,3,,3,2,,,2,2,,3,1,3,2,30
3287,Neighborhood Market,"LEWISVILLE, TX",TX,504,64,2,3,,,,1,,,2,1,2,,3,,4,,18
3294,Supercenter,"LOUISVILLE (SE), KY",KY,242,41,2,3,2,2,,5,3,,,1,2,,3,,2,1,26
3299,Neighborhood Market,CHESAPEAKE KEMPSVILLE VA,VA,502,59,2,3,2,,,3,4,,,2,2,,3,,3,,24
3304,Supercenter,"REIDSVILLE, NC",NC,298,26,4,3,,1,,6,3,,10,2,2,,3,,2,1,37
3305,Supercenter,"MAYODAN, NC",NC,298,26,,3,2,1,,4,2,,,4,1,,3,,2,1,23
3309,Supercenter,"JACKSONVILLE(CLINTON), FL",FL,98,3,2,3,1,,3,2,2,,8,3,1,,3,4,5,,37
3314,Neighborhood Market,"GLENDALE, AZ",AZ,510,61,,3,1,,,2,5,,6,2,2,,3,,2,,26
3315,Neighborhood Market,"PHOENIX, AZ",AZ,510,61,,2,2,,,,2,,2,1,2,,3,,4,,18
3330,Neighborhood Market,CHESAPEAKE CEDAR VA,VA,502,59,,3,2,,,3,5,,2,2,,,3,,5,,25
3338,Neighborhood Market,SPARTANBURG CEDAR SPRINGS,SC,497,59,,2,,,,3,3,,2,3,1,,3,,3,,20
3340,Neighborhood Market,TULSA(FAIRGROUNDS) OK,OK,507,64,,2,,,,2,4,,,4,1,,3,,3,,19
3341,Neighborhood Market,"DALLAS, TX",TX,561,64,,4,1,1,,2,4,,,2,1,,3,1,2,,21
3354,Neighborhood Market,"HENDERSON, NV",NV,397,61,2,3,,,,2,1,,2,1,,,3,1,4,,19
3356,Neighborhood Market,"LAS VEGAS (WARM SPRI), NV",NV,397,61,,3,,,,2,2,,,1,,,3,,2,,13
3357,Neighborhood Market,"TUCSON, AZ",AZ,9,61,,2,,,,1,,,2,1,2,,,,2,,10
3364,Supercenter,"WEST ST. PAUL, MN",MN,423,52,3,2,2,1,,2,,,2,1,2,,,3,3,,21
3371,Supercenter,"CHARLOTTE (W), NC",NC,306,4,6,3,2,3,6,9,,2,2,2,2,,3,2,3,,45
3383,Supercenter,"AMARILLO (SC), TX",TX,70,46,4,3,,2,6,6,4,2,8,4,1,,3,,2,,45
3392,Neighborhood Market,BEDFORD TX,TX,58,64,1,3,2,,,,1,,,4,1,,3,,4,,19
3394,Supercenter,"ATLANTIC, IA",IA,413,52,3,1,1,,,,2,,2,1,1,,3,,2,,16
3397,Supercenter,"MIAMI GARDENS, FL",FL,553,9,7,3,,1,,5,5,,2,3,1,,3,,1,,31
3404,Supercenter,ROSEVILLE MN,MN,422,52,2,1,1,1,,3,4,,2,4,1,,3,,1,,23
3408,Supercenter,"CARSON CITY, NV",NV,392,56,2,2,2,1,8,3,2,2,4,3,2,,3,2,2,,38
3411,Neighborhood Market,FAYETTEVILLE HOKE LOOP NC,NC,500,59,,3,1,,,2,4,,2,1,1,,3,1,1,,19
