STORE,ITEM_NUMBER,UPC,DEPARTMENT,ITEM_DESCRIPTION,RETAIL_PRICE,VENDOR_ID,VENDOR_NAME,ONHAND_QTY
1822,7000034,706055057630.00,5,THE LOST MEDALLION,13.99,542654,WAL-MART IMPORT,-2
2072,7000037,706055057630.00,5,THE LOST MEDALLON,13.99,542654,WAL-MART IMPORT,0
1129,7000234,812822021780.00,31,TOT DALIX,13.99,413356,WALMART.COM,0
1129,7000107,742803671410.00,34,LADIES SWEATER FANTA,13.99,413356,WALMART.COM,0
1610,7000050,7319963160100.00,34,KNIT TOP,13.99,163314,WAL MART STORES INC,0
1993,7000094,7827773355680.00,34,SHIRT,13.99,419183,WALMART CORPORATE LEARNING CTR,-1
595,7000096,7848539869630.00,69,FANTASLOOK W,13.99,413356,WALMART.COM,0
595,7000100,6379871360590.00,69,WOMEN CASUAL,13.99,413356,WALMART.COM,0
595,7000101,6379871361410.00,69,WOMEN CASUAL,13.99,413356,WALMART.COM,0
595,7000102,6379871363250.00,69,WOMEN CASUAL,13.99,413356,WALMART.COM,0
2157,7000331,195187934760.00,69,ONE STEP UP,13.99,413356,WALMART.COM,0
776,7000006,607772280280.00,98,CLEANING KIT,52.39,791082,"DECOPAC, INC.",1
2782,7000132,607772280280.00,98,EPSON CLN KIT,52.39,791082,"DECOPAC, INC.",2
2469,7000089,74734298700.00,40,TRIPLE ANT OINT,1.2,122663,MCKESSON,0
2067,7000035,77210709520.00,32,IG ROW COCKT,8.88,228163,K & M ASSOCIATES LP,-1
547,7000115,607772217640.00,98,HAT,11.44,543412,DECOART INC,1
776,7000094,607772217640.00,98,MEGA HAT GRADUATE,11.44,791082,"DECOPAC, INC.",4
1705,7000103,607772217640.00,98,MEGA HAT GRAD,11.44,791082,"DECOPAC, INC.",1
2157,7000213,607772217640.00,98,MEGA HAT GRADUATE,11.44,791082,"DECOPAC, INC.",3
2626,7000060,607772217640.00,98,MEGA HAT GRADUATE,11.44,791082,"DECOPAC, INC.",1
2782,7000035,607772217640.00,98,MEGA HAT GRAD,11.44,791082,"DECOPAC, INC.",2
5930,7000049,607772217640.00,98,MEGA HAT GRAD,11.44,791082,"DECOPAC, INC.",0
5808,7000017,785578137970.00,16,525 SQUARE PLANTER,14,860655,JEFFREY R. WILLIAMSON,0
2366,7000014,490450434350.00,23,T SHIRT,14,419183,WALMART CORPORATE LEARNING CTR,0
2423,7000227,400032483660.00,32,SIZEUP 1 PLATA 3MM,14,56077,ZAAK LLC,20
2423,7000199,400032483280.00,32,SIZEUP 2 PLATA 3MM-,14,56077,ZAAK LLC,40
3179,7000034,30625250780.00,67,ROSE LOVE U,14,265523,BALLOONS ARE EVERYWHERE,-2
3518,7000003,400070058150.00,94,SPECIAL GIFT,14,413356,WALMART.COM,0
2215,7000021,194900656600.00,31,LEATHER PURSE,398,413356,WALMART.COM,0
3716,7000014,38259106190.00,92,SUGAR,3.77,233858,FLAVOR 1ST GROWERS & PACKERS,-7
1705,7000006,21466042540.00,98,PRINT ON,11.45,791082,"DECOPAC, INC.",11
2782,7000109,14963009190.00,98,FLOWER LIFTER,1.22,791082,"DECOPAC, INC.",7
2072,7000174,745109945030.00,34,HI MS BLOCKED BOTTON,14.02,604414,MAUI AND SONS,7
2423,7000154,41331039520.00,92,PR RIGATONI,1.23,585462,GOYA DE PUERTO RICO INC,0
2782,7000007,607772217060.00,98,LAYON-BEE CUTIES,8.91,791082,"DECOPAC, INC.",2
768,7000007,842957125270.00,19,BCP SEWING MACHINE,54.99,413356,WALMART.COM,0
4601,7000276,266354219420.00,67,BALLOON,3.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000283,266353018000.00,67,BALLOON,3.8,265523,BALLOONS ARE EVERYWHERE,16
4601,7000285,266354279990.00,67,BALLOON,3.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000289,805181574960.00,67,BALLOON,3.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000290,266353238190.00,67,BALLOON,3.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000291,266354238610.00,67,BALLOON,3.8,265523,BALLOONS ARE EVERYWHERE,0
1822,7000266,78780105040.00,38,STRESSCALM 60,11.48,271612,DROGUERIA BETANCES INC,-6
842,7000137,7660630159850.00,16,LG PRAYING ANGEL,55,830062,ATHENS STONECASTING,2
429,7000738,796995051370.00,71,BARSTOOLS,55,520192,HILLSDALE FURNITURE LLC,0
595,7000000,9210929327060.00,69,VEVOR,62.68,163314,WAL MART STORES INC,0
3360,7000010,78746846850.00,9,SOLO MONOCULAR 8X36,119,163314,WAL MART STORES INC,0
5124,7000024,26635800500.00,67,ORANGE BALLOON,1.25,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000027,26635385900.00,67,GRAY BALLOON,1.25,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000028,26635368060.00,67,SILVER,1.25,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000029,26635224390.00,67,LIMEGREEN BALLOON,1.25,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000032,26635800490.00,67,YELLOW HEART BALLOON,1.25,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000033,26635105570.00,67,GREEN BALLOON,1.25,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000035,26635368090.00,67,PURPLE,1.25,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000037,26635399020.00,67,YELLOW GOLD BALLOON,1.25,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000044,30625863720.00,67,BALLOON,1.25,419183,WALMART CORPORATE LEARNING CTR,0
3716,7000075,7441008166770.00,79,HAS JBO GDE,6.37,535232,KIMBERLY CLARK PUERTO RICO INC,0
2469,7000067,74837506360.00,38,LIOTHY SOD TB,14.05,122663,MCKESSON,-1
595,7000046,95000510.00,94,6 ROSE ARRANGEMENT,31.97,542654,WAL-MART IMPORT,-1
776,7000322,44224015900.00,40,after bite,3.82,122663,MCKESSON,0
547,7000090,97954979530.00,46,STEAM SETTER,31.98,413356,WALMART.COM,0
5802,7000960,51131999920.00,82,STICKS SECURELY,3.83,546742,3M PUERTO RICO INC,16
595,7000019,6169434444520.00,69,NELEUS WOMEN,31.99,413356,WALMART.COM,0
595,7000080,6169434435780.00,69,NELEUS WOMEN,31.99,413356,WALMART.COM,0
595,7000081,6169434436390.00,69,NELEUS WOMEN,31.99,413356,WALMART.COM,0
595,7000097,761571828690.00,69,BAMBOO MATTRESS PROT,31.99,413356,WALMART.COM,0
1166,7000026,7335698441730.00,7,COSTWAY 12V,159.99,413356,WALMART.COM,0
5124,7000034,26635368250.00,67,ROSEGOLD BALLOON,1.28,419183,WALMART CORPORATE LEARNING CTR,0
2157,7000244,607772093500.00,98,CAKE FOAM-7 38 X11,1.28,791082,"DECOPAC, INC.",3
1822,7000069,888295273080.00,5,ATENCION ATENCION,8.96,542654,WAL-MART IMPORT,0
2626,7000115,607772088230.00,98,RINGS 3D BASEBALL,8.96,791082,"DECOPAC, INC.",6
1166,7000018,1502610.00,99,4 OZ BERRY OVAL,32,122663,MCKESSON,0
5802,7000203,84691131680.00,77,ESTUFA RA724 KWH,416,469873,HAIER APPLIANCES CARIBBEAN AND,2
3716,7000043,862270900350.00,38,JERR 30U 29G,1.29,77602,CARDINAL INDUSTRIES INC,0
3716,7000187,786227640530.00,38,SURECOMF 12CC 6MM,1.29,77602,CARDINAL INDUSTRIES INC,-392
3716,7000022,862270901050.00,38,JERR 1 CC 29G,1.29,77602,CARDINAL INDUSTRIES INC,-26
3716,7000173,786227641030.00,38,SURE COMFORT 1CC 6MM,1.29,77602,CARDINAL INDUSTRIES INC,-113
171,7000006,8400116472340.00,18,FALL DOORMAT,8.97,163314,WAL MART STORES INC,0
171,7000007,8400116265740.00,18,FALL DOORMAT,8.97,163314,WAL MART STORES INC,0
171,7000014,840011628090.00,18,WINTER FLAG,8.97,163314,WAL MART STORES INC,0
171,7000023,840011627230.00,18,WINTER FLAG,8.97,163314,WAL MART STORES INC,0
171,7000054,840011616410.00,18,WINTER FLAG,8.97,163314,WAL MART STORES INC,0
4582,7000304,802443521770.00,18,NECK GAITER,8.97,548003,GULF COAST PANAMA JACK INC,0
407,7000308,727541122280.00,19,GLITTER STETSON,8.97,265523,BALLOONS ARE EVERYWHERE,0
1822,7000097,9781423134490.00,21,BLOODY VALENTINE,8.97,542654,WAL-MART IMPORT,0
2423,7000054,855765001060.00,25,SHOE CLNR KIT,8.97,542654,WAL-MART IMPORT,-1
3716,7000069,52800675170.00,46,ARGAN OIL HAIRSPRAY,8.97,597885,CESAR CASTILLO INC,-3
407,7000073,71444239990.00,67,OMBRE CUPCAKE,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000088,30625251180.00,67,CHOCL CAKE,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000109,30625252870.00,67,HB BUTTERFLY,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000139,30625252040.00,67,B DAY BALLOON,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000140,26635448590.00,67,HB PRESENT,8.97,265523,BALLOONS ARE EVERYWHERE,-8
407,7000150,30625251330.00,67,GET WELL SOON BALLOO,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000193,754431299130.00,67,LRG BALLOON,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000011,30625252840.00,67,HB LEOPARD,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000006,30625358500.00,67,RB BANNER BD,8.97,102254,CHERYL LANKFORD,-5
407,7000005,30625252810.00,67,BL WH CAKE,8.97,102254,CHERYL LANKFORD,0
407,7000001,30625252770.00,67,BD HAT,8.97,102254,CHERYL LANKFORD,-2
407,7002693,26635384800.00,67,AST OF ROCKET,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000727,26635417000.00,67,GET WELL,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000545,26635425560.00,67,KOALA,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000046,681070109920.00,67,LY HEART,8.97,102254,CHERYL LANKFORD,0
407,7000050,26635427320.00,67,MS BAL,8.97,265523,BALLOONS ARE EVERYWHERE,-1
407,7000057,681070112960.00,67,ASTRONAUT,8.97,102254,CHERYL LANKFORD,-6
407,7000058,681070812900.00,67,RED WHITE HEART,8.97,102254,CHERYL LANKFORD,0
407,7000313,26635454390.00,67,MD,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000314,26635454440.00,67,MD,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000328,26635454410.00,67,MD,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000330,26635454370.00,67,MD,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000060,681070118100.00,67,BD CAKE,8.97,102254,CHERYL LANKFORD,-6
407,7000336,26635417370.00,67,BD STARS,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000062,26635304830.00,67,WATERMELON,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000063,30625250910.00,67,VD,8.97,102254,CHERYL LANKFORD,0
407,7000064,30625250900.00,67,VD,8.97,102254,CHERYL LANKFORD,0
407,7000388,26635428930.00,67,UNICORN BALLOON,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000398,26635422260.00,67,STAR WARS BALLOON,8.97,265523,BALLOONS ARE EVERYWHERE,-3
407,7000411,30625251260.00,67,BD BRIGHT BLAST,8.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000429,26635410030.00,67,B DAY RAINBOW BALLOO,8.97,265523,BALLOONS ARE EVERYWHERE,-2
407,7000438,26635378040.00,67,BALLOON,8.97,265523,BALLOONS ARE EVERYWHERE,0
5416,7000089,30625851250.00,67,CHAIN HEARTS BALLOON,8.97,413356,WALMART.COM,20
5416,7000105,71444166510.00,67,CANDY BOX BALLOON,8.97,413356,WALMART.COM,6
5416,7000034,306253592450.00,67,MIGHTY CHOC STRAW,8.97,102254,CHERYL LANKFORD,30
5808,7000035,8845018450.00,67,BLACK TIN LOVE,8.97,542654,WAL-MART IMPORT,3
2469,7000081,74539256890.00,38,ULTRAMIC GRIS TAB,172.81,122663,MCKESSON,-1
2626,7000020,607772110700.00,98,TIP,1.3,791082,"DECOPAC, INC.",1
34,7000111,6077721182560.00,98,DINO PALS,3.86,791082,"DECOPAC, INC.",6
2626,7000117,6077721182560.00,98,DINOSAUR PALS,3.86,791082,"DECOPAC, INC.",1
1822,7000093,859713536050.00,5,LOS CANTORES DE PR,8.98,542654,WAL-MART IMPORT,3
1129,7000068,23000008980.00,23,BLACK MICKEY SHIRT,8.98,542654,WAL-MART IMPORT,-1
2072,7000260,400070002600.00,23,NAVY CUTTER,8.98,542654,WAL-MART IMPORT,-1
1610,7000045,489396639370.00,24,BOYS PANT,8.98,163314,WAL MART STORES INC,0
5808,7000044,681070855140.00,67,BIG BALLOON,8.98,542654,WAL-MART IMPORT,0
5808,7000045,681070855150.00,67,BIG BALLOON,8.98,542654,WAL-MART IMPORT,0
2072,7000095,793573080070.00,92,PR BORICUA GRANO,8.98,779071,PEPSI COLA PR DISTRIBUTING LLC,-20
4508,7000090,840045509450.00,94,BOX,8.98,413356,WALMART.COM,0
2157,7000087,607772284600.00,81,LL,39.7,791082,"DECOPAC, INC.",0
1540,7000101,10719301110.00,3,7X10 BOOK,8.99,318613,PENROD HIAWATHA COMPANY,6
2102,7000180,10719488570.00,3,KEY TIE DYE SUNGLASS,8.99,318613,PENROD HIAWATHA COMPANY,5
1610,7000047,19619693260.00,26,TODDLER SWIM,8.99,163314,WAL MART STORES INC,0
3226,7000229,818098023370.00,46,PERFUME,8.99,413356,WALMART.COM,0
2626,7000004,10343959060.00,72,EPSON T822,72.99,970467,EPSON AMERICA INC,0
5802,7000059,761635203670.00,94,JUMBO BLUE SUNBELLE,3.88,258533,AGRO PRODUCE PUERTO RICO INC,-117
2423,7000067,72600054020.00,95,PR HERR CHESSE STICK,3.88,519855,ROVIRA FOODS INC,0
4337,7000050,30625359700.00,3,UNICORN RAINBOW,9,265523,BALLOONS ARE EVERYWHERE,0
4337,7000057,30625251170.00,3,WISHES STAR,9,265523,BALLOONS ARE EVERYWHERE,1
4337,7000096,30625252310.00,3,FOOTBALL TRIO,9,265523,BALLOONS ARE EVERYWHERE,2
4337,7003733,91451497100.00,3,VALENTINES,9,265523,BALLOONS ARE EVERYWHERE,29
4337,7000272,91451497310.00,3,PRINCESS PROFIT PACK,9,542654,WAL-MART IMPORT,11
4337,7000507,26635408250.00,3,LOVE YOUMOM WREATH,9,265523,BALLOONS ARE EVERYWHERE,2
1313,7000002,30625356410.00,18,VDAY BALLOON,9,56432,SEA HARVEST SEAFOOD COMPANY,-3
1313,7000005,30625852950.00,18,VDAY BALLOON,9,56432,SEA HARVEST SEAFOOD COMPANY,-2
1313,7000006,30625851260.00,18,VDAY BALLOON,9,56432,SEA HARVEST SEAFOOD COMPANY,-2
1313,7000007,30625855420.00,18,VDAY BALLOON,9,56432,SEA HARVEST SEAFOOD COMPANY,-1
1313,7000021,30625851250.00,18,VDAY HEART BALLOON,9,56432,SEA HARVEST SEAFOOD COMPANY,0
1313,7000024,30625857970.00,18,VDAY GOLD HEART,9,56432,SEA HARVEST SEAFOOD COMPANY,-3
1129,7000182,23000580060.00,23,YELLOW MENS BASKETBA,9,542654,WAL-MART IMPORT,-1
1129,7000183,23000368090.00,23,GREY MENS BASKETBALL,9,542654,WAL-MART IMPORT,-1
3273,7000031,556917250.00,25,CHIEFS SLIPPERS,9,542654,WAL-MART IMPORT,0
1514,7000035,433645031010.00,31,PURSE,9,163314,WAL MART STORES INC,0
1129,7000159,341739080.00,34,BLUE SWEATPANTS,9,542654,WAL-MART IMPORT,0
765,7000143,306252507190.00,67,VALNTINRAINBOBALLOON,9,102254,CHERYL LANKFORD,20
768,7000271,26635454510.00,67,BALLOON,9,226523,IGEN SRL,-3
3179,7000038,26635407050.00,67,BDAY MINNIE,9,265523,BALLOONS ARE EVERYWHERE,0
3179,7000039,26635407000.00,67,BDAY MICKEY,9,265523,BALLOONS ARE EVERYWHERE,-1
3179,7000045,30625358600.00,67,MAGICAL BDAY,9,542654,WAL-MART IMPORT,-1
3179,7000049,26635404620.00,67,ULTRASHAPE HEARTS,9,265523,BALLOONS ARE EVERYWHERE,-1
3179,7000057,26635418080.00,67,BANNER BDAY,9,265523,BALLOONS ARE EVERYWHERE,0
3179,7000064,26635399560.00,67,BDAY HAT,9,542654,WAL-MART IMPORT,-2
3179,7000671,26635404590.00,67,GOLD GARLAND,9,265523,BALLOONS ARE EVERYWHERE,-4
4508,7000533,3382393000.00,94,VASE,9,851456,MARCELINO G GARCIA,33
1474,7000003,190780812020.00,72,HP 64XL 2PK INK COMB,73,952341,HP INC,-1
2423,7000030,70847028140.00,95,PR MONSTER,1.33,685446,CC1 LIMITED PARTNERSHIP.,0
547,7000044,607772254430.00,98,RING-CUTE BUNNY FACE,21.81,543412,DECOART INC,6
1345,7000042,792850901150.00,46,BURTS BEES GINLIM,6.47,222474,WAL-MART,-1
2626,7000065,607772275450.00,98,LAYON THANKFUL GREAT,6.47,791082,"DECOPAC, INC.",2
547,7000117,607772285480.00,98,LAYOM,9.03,791082,"DECOPAC, INC.",1
547,7000118,21466057260.00,98,LAYON,9.03,791082,"DECOPAC, INC.",2
776,7000092,607772285480.00,98,LAYON GRAD ASST,9.03,791082,"DECOPAC, INC.",3
1705,7000101,607772285480.00,98,LAYON GRAD ICON,9.03,791082,"DECOPAC, INC.",1
2157,7000245,607772285480.00,98,LAYON-GRADUATION ICO,9.03,791082,"DECOPAC, INC.",1
2626,7000061,607772285480.00,98,LAYON GRADUATE ICON,9.03,791082,"DECOPAC, INC.",1
2782,7000042,607772285480.00,98,LAYON GRAD ICON,9.03,791082,"DECOPAC, INC.",1
1705,7000096,607772288580.00,98,RINGS,14.15,791082,"DECOPAC, INC.",2
2439,7000010,6975211430420.00,16,COASTWAY 45FT SNOW,49.99,413356,WALMART.COM,0
5416,7000070,194809156730.00,23,DC TEAM HOODY,49.99,183064,DALLAS COWBOYS MERCHANDISING,1
1610,7000039,381139165050.00,34,BLAZER,49.99,163314,WAL MART STORES INC,0
2423,7000073,7804674840080.00,94,PR BLUEBERRIES,3.92,258533,AGRO PRODUCE PUERTO RICO INC,-293
2469,7000053,74587174180.00,38,DRYSOL DAB-O-MATIC,11.6,122663,MCKESSON,-1
2211,7000040,768681282220.00,74,MINI FRIDGE,50,413356,WALMART.COM,0
1902,7000086,607772581990.00,98,WEDDING CAKE COMP,50,791082,"DECOPAC, INC.",8
595,7000084,6092079782990.00,69,IMOUNTEK UNI,6.49,413356,WALMART.COM,0
429,7000001,1599010.00,38,PEDIACLEAR,39.77,122663,MCKESSON,16
2541,7000001,1326330.00,40,NON WOVEN SPONGES,1.38,12266,IMPORT-AURA INTERNATIONAL MANU,2
4508,7000013,7500435139180.00,13,DOWNY BABY,6.5,335265,EAGLE FOODS COMPANY,0
4508,7000059,7500435126140.00,13,downy floral,6.5,335265,EAGLE FOODS COMPANY,0
4508,7000110,7500435175760.00,13,D ROMNCE,6.5,335265,EAGLE FOODS COMPANY,0
3716,7000031,8432967197380.00,19,SPANISH COTTON,6.5,63201,NEW PORT SALES INC,4
3716,7000030,8432967197390.00,19,SPANISH COTTON,6.5,63201,NEW PORT SALES INC,2
1129,7000215,34000650000.00,34,FANATASLOOK,6.5,542654,WAL-MART IMPORT,0
1296,7000006,670000006500.00,67,HEART LRG BOX,6.5,542654,WAL-MART IMPORT,0
1296,7000046,21812181210.00,67,FISH BOWL VASE,6.5,542654,WAL-MART IMPORT,0
1995,7000644,26635345260.00,67,BDAY MARQUEE HOLO,6.5,542654,WAL-MART IMPORT,2
3179,7000058,26635408110.00,67,HUMMINGBIRD,6.5,542654,WAL-MART IMPORT,-1
547,7000113,607772229430.00,98,FUSIOM,6.5,228570,FREIXENET DE MEXICO SA CV,2
2157,7000224,607772229430.00,98,FUSION-MIX GRADUATIO,6.5,791082,"DECOPAC, INC.",9
2782,7000010,607772228570.00,98,FUSIONMIX PATRIOTIC,6.5,791082,"DECOPAC, INC.",3
547,7000038,817987004290.00,98,CHOCOLATE-MIKADO,70.5,791082,"DECOPAC, INC.",1
2626,7000145,817987004290.00,98,CHOCO MIKADO DARKWH,70.5,791082,"DECOPAC, INC.",1
1822,7000037,51131999920.00,3,POCKET STICKS,3.96,542654,WAL-MART IMPORT,-2
2423,7000185,37117042980.00,5,LIES I TOLD MY LIL S,3.96,542654,WAL-MART IMPORT,1
2423,7000184,888295495030.00,5,PAN AMERIAN NAT 2016,3.96,542654,WAL-MART IMPORT,1
5808,7000013,52329410220.00,67,BALLON,3.96,222474,WAL-MART,1
115,7000112,607772266980.00,98,BABY SHARK FAMILYFUN,3.96,791082,"DECOPAC, INC.",3
2626,7000012,607772273320.00,98,BUBBLE GUM,11.64,791082,"DECOPAC, INC.",1
407,7000245,727541223970.00,19,MINI POM,3.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000259,727541070010.00,19,TRINKET PACK,3.97,102254,CHERYL LANKFORD,0
407,7000281,727541070090.00,19,SM KIT,3.97,102254,CHERYL LANKFORD,0
407,7000283,727541070020.00,19,SMALL KIT,3.97,102254,CHERYL LANKFORD,0
407,7000285,727541122480.00,19,SMALL KIT,3.97,102254,CHERYL LANKFORD,0
407,7000300,727541122520.00,19,COW BELL,3.97,102254,CHERYL LANKFORD,-1
407,7000310,727541224910.00,19,WRIST MUM,3.97,102254,CHERYL LANKFORD,0
407,7000331,727541242910.00,19,GLITTER FOAM,3.97,102254,CHERYL LANKFORD,0
3716,7000033,19650440.00,19,MERCHANDISE,3.97,128,IMPORT-KEN-TEX SALES INC,10
2423,7000104,7500383001490.00,21,HANDY MANNY,3.97,542654,WAL-MART IMPORT,1
7261,7000009,86598017050.00,40,DONT MESS WITH TEXAS,3.97,319004,SMITH-SOUTHWESTERN INC,-3
7261,7000004,86598014090.00,40,MAGNET TX MAP ACRYLI,3.97,319004,SMITH-SOUTHWESTERN INC,0
407,7000179,30625260980.00,67,HFD BALLOON,3.97,102254,CHERYL LANKFORD,0
407,7000188,681070853530.00,67,GRAD BALLOON,3.97,102254,CHERYL LANKFORD,-2
407,7000215,30625261750.00,67,HFD BALLOON,3.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000221,30625262270.00,67,BOSSS DAY,3.97,265523,BALLOONS ARE EVERYWHERE,-19
407,7000061,26635417890.00,67,BDAY CANDLES,3.97,265523,BALLOONS ARE EVERYWHERE,0
407,7000362,26635405750.00,67,L Y HEART,3.97,265523,BALLOONS ARE EVERYWHERE,0
1296,7000216,840045508880.00,67,VAL 65 HRT ACRYLIC,3.97,542654,WAL-MART IMPORT,-10
3623,7000153,26635298570.00,67,VAL BEACH BALL,3.97,58259,WALMART INHOME,14
4272,7000025,26635423090.00,67,V DAY BALLOON,3.97,282504,LOFTUS INTERNATIONAL,1
4272,7000033,30625260740.00,67,V DAYBALLOON,3.97,282504,LOFTUS INTERNATIONAL,0
4272,7000055,26635451220.00,67,V DAYBALLON,3.97,282504,LOFTUS INTERNATIONAL,2
2423,7000193,685995050320.00,91,EMOANADILLACARNEY QU,3.97,445718,CENTURY FROZEN FOODS LLC.,0
3716,7000013,631203221280.00,94,BLUEBERRIES,3.97,258533,AGRO PRODUCE PUERTO RICO INC,-120
2157,7000169,607772227060.00,81,FUSION MIX,6.53,791082,"DECOPAC, INC.",10
1705,7000007,607772227060.00,98,MIX,6.53,791082,"DECOPAC, INC.",13
2782,7000118,607772227060.00,98,FUSION MIX UNICORN,6.53,791082,"DECOPAC, INC.",5
1296,7000066,78514707070.00,16,DON JUAN CARON,3.98,335265,EAGLE FOODS COMPANY,267
2072,7000115,400070001150.00,23,THE NOTORIOS,3.98,542654,WAL-MART IMPORT,-1
2072,7000117,400070001170.00,23,WAIMEA,3.98,542654,WAL-MART IMPORT,-1
2211,7000042,8809849008070.00,33,WN KID TOUGH T,3.98,64679,SHINHWA CORP.,-2
2211,7000041,8809849007470.00,33,NB BLU SHIRT,3.98,77355,SHINWON EBENEZER USA INC,-1
4272,7000016,8809952263780.00,33,WN SS KID TOUGH TEE,3.98,543703,WALMART DC 7084,-1
4272,7000015,8809952263580.00,33,WN SS KID TOUGH TEE,3.98,543703,WALMART DC 7084,-1
4272,7000020,8809952263680.00,33,WN SS KID TOUGH TEE,3.98,543703,WALMART DC 7084,-1
4272,7000070,8809952263980.00,33,WN SS KID TOUGH TEE,3.98,543703,WALMART DC 7084,-1
5095,7000081,8809849014280.00,33,TOUGH TEE,3.98,222474,WAL-MART,-1
5095,7000080,8809849014080.00,33,TOUGH TEE,3.98,222474,WAL-MART,-1
5095,7000078,8809849014380.00,33,TOUCH TEE,3.98,222474,WAL-MART,-1
3623,7000021,26521021350.00,67,MOTHERS DAY BLOONS,3.98,31328,WAL-MART PUERTO RICO INC.,-378
3623,7000183,681070861310.00,67,FATHERS DAY BALLOON,3.98,6695,ANAGRAM INTERNATIONAL INC,0
3623,7000184,26635174270.00,67,BALLOON,3.98,6695,ANAGRAM INTERNATIONAL INC,0
3623,7000008,71444711000.00,67,BALLOON,3.98,6695,ANAGRAM INTERNATIONAL INC,0
3623,7000196,677645147170.00,67,PINK LOVE YOU BALLOO,3.98,58259,WALMART INHOME,40
3623,7000192,681070199440.00,67,VALENTINES,3.98,58259,WALMART INHOME,68
3623,7000190,52329140410.00,67,HART BALLOON,3.98,58259,WALMART INHOME,0
3623,7000189,681070861500.00,67,BALLOON,3.98,6695,ANAGRAM INTERNATIONAL INC,0
3623,7000154,71444275120.00,67,BUBBLE VAL,3.98,58259,WALMART INHOME,10
3623,7000156,52329141680.00,67,I LOVE YOU BALLOON,3.98,58259,WALMART INHOME,73
3623,7000161,52329413410.00,67,HALLOWEEN,3.98,58259,WALMART INHOME,9
3623,7000162,681070880440.00,67,HALLOWEEN BALLOON,3.98,58259,WALMART INHOME,8
3623,7000163,26635316340.00,67,TICK OR TREAT,3.98,58259,WALMART INHOME,4
3623,7000165,71444184010.00,67,HALLOWEEN,3.98,58259,WALMART INHOME,2
3623,7000166,26635359150.00,67,HAPPY HALLOOWEE,3.98,58259,WALMART INHOME,5
3623,7000167,48419893100.00,67,COMUNION,3.98,58259,WALMART INHOME,3
3623,7000168,52329146670.00,67,THANK YOU BALLOON,3.98,58259,WALMART INHOME,3
3623,7000169,52329162340.00,67,PUMKIN BALLOON,3.98,58259,WALMART INHOME,8
3623,7000170,26635381470.00,67,HOLLOWEEN,3.98,58259,WALMART INHOME,4
3623,7000171,26635139850.00,67,LAND OF THE FREE,3.98,58259,WALMART INHOME,1
3623,7000172,26635197170.00,67,8042024,3.98,58259,WALMART INHOME,1
3623,7000173,26635302970.00,67,FLAG BALLOON,3.98,58259,WALMART INHOME,0
3623,7000174,71444258710.00,67,TOY STORY BALLOON,3.98,58259,WALMART INHOME,0
3623,7000176,717742268430.00,67,THANK YOU BALLOON,3.98,58259,WALMART INHOME,1
3623,7000178,30625868280.00,67,HAPPY BIRTHDAY,3.98,58259,WALMART INHOME,3
5686,7000043,26635418120.00,67,SPARKLEBALLOON,3.98,265523,BALLOONS ARE EVERYWHERE,0
5808,7000047,3658697350.00,67,MOM B,3.98,222474,WAL-MART,0
5808,7000005,52329624410.00,67,BALLOON,3.98,542654,WAL-MART IMPORT,-25
5808,7000028,16759356270.00,67,BALLOON,3.98,542654,WAL-MART IMPORT,0
5808,7000033,81070843700.00,67,BALLOON,3.98,542654,WAL-MART IMPORT,0
5808,7000034,52329084410.00,67,GRAD BALLOON,3.98,542654,WAL-MART IMPORT,0
5808,7000036,52329186140.00,67,GRAD BALLOON,3.98,542654,WAL-MART IMPORT,0
