Store,Market,Region,BU,Final Tier,Details
466,147,12,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
467,52,5,SOUTWEST BU,Tier 2 - GM Pause,
468,47,44,SOUTWEST BU,Tier 2 - GM Pause,
469,66,13,SOUTWEST BU,Tier 2 - GM Pause,
470,78,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
471,49,5,SOUTWEST BU,Tier 2 - GM Pause,
472,356,44,SOUTWEST BU,Tier 1 - ISA On in Total Store,Per MM request
473,85,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
475,83,5,SOUTWEST BU,Tier 2 - GM Pause,
476,81,5,SOUTWEST BU,Tier 2 - GM Pause,
477,119,2,SOUTHEAST BU,Tier 2 - GM Pause,
478,77,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
479,349,44,SOUTWEST BU,Tier 2 - GM Pause,
480,275,25,NORTH BU,Tier 2 - GM Pause,
481,273,25,NORTH BU,Tier 2 - GM Pause,
482,61,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
483,8,14,SOUTHEAST BU,Tier 2 - GM Pause,
484,411,47,WEST BU,Tier 2 - GM Pause,
485,129,13,SOUTWEST BU,Tier 2 - GM Pause,RVP request
486,362,40,NORTH BU,Tier 2 - GM Pause,
488,97,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
489,128,13,SOUTWEST BU,Tier 2 - GM Pause,MM request
490,78,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
491,253,41,NORTH BU,Tier 1 - ISA On in Total Store,
492,273,25,NORTH BU,Tier 2 - GM Pause,
493,260,41,NORTH BU,Tier 1 - ISA On in Total Store,
494,16,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
495,138,14,SOUTHEAST BU,Tier 2 - GM Pause,
497,242,41,NORTH BU,Tier 2 - GM Pause,
498,134,13,SOUTWEST BU,Tier 2 - GM Pause,
499,344,44,SOUTWEST BU,Tier 2 - GM Pause,
500,505,46,SOUTWEST BU,Tier 2 - GM Pause,
501,141,13,SOUTWEST BU,Tier 2 - GM Pause,
502,129,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
503,84,6,SOUTWEST BU,Tier 2 - GM Pause,
504,61,6,SOUTWEST BU,Tier 2 - GM Pause,
505,134,13,SOUTWEST BU,Tier 2 - GM Pause,
506,273,25,NORTH BU,Tier 2 - GM Pause,
507,260,41,NORTH BU,Tier 2 - GM Pause,
508,506,6,SOUTWEST BU,Tier 2 - GM Pause,
510,21,2,SOUTHEAST BU,Tier 2 - GM Pause,
511,38,4,EAST BU,Tier 2 - GM Pause,
512,505,46,SOUTWEST BU,Tier 2 - GM Pause,
513,73,46,SOUTWEST BU,Tier 2 - GM Pause,
514,39,2,SOUTHEAST BU,Tier 2 - GM Pause,
515,18,2,SOUTHEAST BU,Tier 2 - GM Pause,
516,45,5,SOUTWEST BU,Tier 2 - GM Pause,
517,353,44,SOUTWEST BU,Tier 1 - ISA On in Total Store,Per RVP direction
518,26,2,SOUTHEAST BU,Tier 2 - GM Pause,
519,260,41,NORTH BU,Tier 3 - Total Store ISA Pause,
520,25,2,SOUTHEAST BU,Tier 2 - GM Pause,
521,66,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
522,60,6,SOUTWEST BU,Tier 2 - GM Pause,
523,46,5,SOUTWEST BU,Tier 2 - GM Pause,
524,84,6,SOUTWEST BU,Tier 2 - GM Pause,
525,549,72,NHM BU,Tier 1 - ISA On in Total Store,
526,242,41,NORTH BU,Tier 2 - GM Pause,
527,61,6,SOUTWEST BU,Tier 2 - GM Pause,
528,115,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
529,61,6,SOUTWEST BU,Tier 2 - GM Pause,
530,327,42,SOUTHEAST BU,Tier 2 - GM Pause,
531,132,13,SOUTWEST BU,Tier 2 - GM Pause,
532,130,13,SOUTWEST BU,Tier 2 - GM Pause,
533,132,13,SOUTWEST BU,Tier 2 - GM Pause,
535,74,5,SOUTWEST BU,Tier 2 - GM Pause,
536,74,5,SOUTWEST BU,Tier 2 - GM Pause,
537,73,46,SOUTWEST BU,Tier 2 - GM Pause,
538,93,3,SOUTHEAST BU,Tier 2 - GM Pause,
539,134,13,SOUTWEST BU,Tier 2 - GM Pause,
540,129,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
541,128,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,MM request
542,129,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
543,132,13,SOUTWEST BU,Tier 2 - GM Pause,
544,353,44,SOUTWEST BU,Tier 2 - GM Pause,
545,258,41,NORTH BU,Tier 2 - GM Pause,
546,62,6,SOUTWEST BU,Tier 2 - GM Pause,
547,114,9,SOUTHEAST BU,Tier 2 - GM Pause,
548,25,2,SOUTHEAST BU,Tier 2 - GM Pause,
549,71,46,SOUTWEST BU,Tier 2 - GM Pause,
550,273,25,NORTH BU,Tier 1 - ISA On in Total Store,
551,93,3,SOUTHEAST BU,Tier 2 - GM Pause,
552,258,41,NORTH BU,Tier 2 - GM Pause,
553,125,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,MM Requested
554,88,46,SOUTWEST BU,Tier 2 - GM Pause,
555,32,3,SOUTHEAST BU,Tier 2 - GM Pause,
556,28,3,SOUTHEAST BU,Tier 2 - GM Pause,
557,407,47,WEST BU,Tier 2 - GM Pause,
558,407,47,WEST BU,Tier 1 - ISA On in Total Store,
559,418,52,WEST BU,Tier 1 - ISA On in Total Store,
560,360,40,NORTH BU,Tier 2 - GM Pause,
561,76,5,SOUTWEST BU,Tier 2 - GM Pause,
562,2,14,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
563,94,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
564,344,44,SOUTWEST BU,Tier 2 - GM Pause,
565,55,5,SOUTWEST BU,Tier 2 - GM Pause,
566,580,25,NORTH BU,Tier 1 - ISA On in Total Store,
567,85,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
568,152,41,NORTH BU,Tier 2 - GM Pause,
569,257,41,NORTH BU,Tier 2 - GM Pause,
571,260,41,NORTH BU,Tier 3 - Total Store ISA Pause,
572,46,5,SOUTWEST BU,Tier 2 - GM Pause,
573,361,40,NORTH BU,Tier 2 - GM Pause,
574,37,4,EAST BU,Tier 2 - GM Pause,
575,24,2,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
576,345,44,SOUTWEST BU,Tier 2 - GM Pause,
577,362,40,NORTH BU,Tier 2 - GM Pause,
578,123,2,SOUTHEAST BU,Tier 2 - GM Pause,
579,94,3,SOUTHEAST BU,Tier 2 - GM Pause,Per MM
580,116,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
581,414,52,WEST BU,Tier 1 - ISA On in Total Store,
582,94,3,SOUTHEAST BU,Tier 2 - GM Pause,
583,121,2,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
584,260,41,NORTH BU,Tier 2 - GM Pause,
585,42,4,EAST BU,Tier 2 - GM Pause,
586,37,4,EAST BU,Tier 2 - GM Pause,
587,152,41,NORTH BU,Tier 2 - GM Pause,
588,27,3,SOUTHEAST BU,Tier 2 - GM Pause,
589,256,41,NORTH BU,Tier 2 - GM Pause,
590,48,5,SOUTWEST BU,Tier 2 - GM Pause,
591,259,41,NORTH BU,Tier 2 - GM Pause,
592,406,47,WEST BU,Tier 2 - GM Pause,
593,28,3,SOUTHEAST BU,Tier 2 - GM Pause,
594,22,2,SOUTHEAST BU,Tier 2 - GM Pause,
595,569,6,SOUTWEST BU,Tier 2 - GM Pause,
596,271,25,NORTH BU,Tier 1 - ISA On in Total Store,
598,429,47,WEST BU,Tier 2 - GM Pause,
599,124,4,EAST BU,Tier 2 - GM Pause,
600,70,46,SOUTWEST BU,Tier 2 - GM Pause,
601,74,5,SOUTWEST BU,Tier 2 - GM Pause,
602,68,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
603,278,25,NORTH BU,Tier 2 - GM Pause,
604,7,14,SOUTHEAST BU,Tier 2 - GM Pause,
605,29,4,EAST BU,Tier 3 - Total Store ISA Pause,
606,29,4,EAST BU,Tier 1 - ISA On in Total Store,
607,349,44,SOUTWEST BU,Tier 2 - GM Pause,
608,73,46,SOUTWEST BU,Tier 2 - GM Pause,
609,275,25,NORTH BU,Tier 2 - GM Pause,
610,76,5,SOUTWEST BU,Tier 2 - GM Pause,
611,387,46,SOUTWEST BU,Tier 2 - GM Pause,
612,273,25,NORTH BU,Tier 2 - GM Pause,
613,94,3,SOUTHEAST BU,Tier 2 - GM Pause,
614,16,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
615,26,2,SOUTHEAST BU,Tier 2 - GM Pause,
616,38,4,EAST BU,Tier 3 - Total Store ISA Pause,
617,580,25,NORTH BU,Tier 1 - ISA On in Total Store,
618,26,2,SOUTHEAST BU,Tier 2 - GM Pause,
619,119,2,SOUTHEAST BU,Tier 2 - GM Pause,
620,124,4,EAST BU,Tier 2 - GM Pause,
621,37,4,EAST BU,Tier 2 - GM Pause,
622,344,44,SOUTWEST BU,Tier 2 - GM Pause,
623,118,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
624,39,2,SOUTHEAST BU,Tier 2 - GM Pause,
625,37,4,EAST BU,Tier 2 - GM Pause,
626,73,46,SOUTWEST BU,Tier 2 - GM Pause,
627,38,4,EAST BU,Tier 2 - GM Pause,
628,36,4,EAST BU,Tier 2 - GM Pause,
629,42,4,EAST BU,Tier 2 - GM Pause,
630,38,4,EAST BU,Tier 2 - GM Pause,
631,35,2,SOUTHEAST BU,Tier 2 - GM Pause,
632,36,4,EAST BU,Tier 2 - GM Pause,"Requested by Wayne McFarland, Jr., Region 17 Ops C."
633,279,25,NORTH BU,Tier 1 - ISA On in Total Store,
634,38,4,EAST BU,Tier 2 - GM Pause,
635,29,4,EAST BU,Tier 2 - GM Pause,
636,279,25,NORTH BU,Tier 1 - ISA On in Total Store,
637,429,47,WEST BU,Tier 1 - ISA On in Total Store,
638,42,4,EAST BU,Tier 2 - GM Pause,
639,28,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
640,35,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
641,35,2,SOUTHEAST BU,Tier 2 - GM Pause,
642,38,4,EAST BU,Tier 2 - GM Pause,
643,37,4,EAST BU,Tier 2 - GM Pause,
644,39,2,SOUTHEAST BU,Tier 2 - GM Pause,
645,433,47,WEST BU,Tier 2 - GM Pause,
646,415,52,WEST BU,Tier 1 - ISA On in Total Store,
647,414,52,WEST BU,Tier 1 - ISA On in Total Store,
648,339,40,NORTH BU,Tier 1 - ISA On in Total Store,
649,92,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
651,66,13,SOUTWEST BU,Tier 2 - GM Pause,
652,406,47,WEST BU,Tier 2 - GM Pause,
653,253,41,NORTH BU,Tier 1 - ISA On in Total Store,
655,253,41,NORTH BU,Tier 1 - ISA On in Total Store,
656,151,12,SOUTHEAST BU,Tier 2 - GM Pause,
657,152,41,NORTH BU,Tier 2 - GM Pause,
658,120,2,SOUTHEAST BU,Tier 2 - GM Pause,
659,153,12,SOUTHEAST BU,Tier 2 - GM Pause,
660,137,12,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
661,137,12,SOUTHEAST BU,Tier 2 - GM Pause,
662,137,12,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
663,119,2,SOUTHEAST BU,Tier 2 - GM Pause,
664,406,47,WEST BU,Tier 2 - GM Pause,
665,257,41,NORTH BU,Tier 2 - GM Pause,
666,115,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
667,151,12,SOUTHEAST BU,Tier 2 - GM Pause,
668,152,41,NORTH BU,Tier 2 - GM Pause,
669,120,2,SOUTHEAST BU,Tier 2 - GM Pause,
670,2,14,SOUTHEAST BU,Tier 2 - GM Pause,
671,152,41,NORTH BU,Tier 2 - GM Pause,
672,122,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
673,149,12,SOUTHEAST BU,Tier 2 - GM Pause,
674,152,41,NORTH BU,Tier 2 - GM Pause,
675,146,41,NORTH BU,Tier 3 - Total Store ISA Pause,
676,121,2,SOUTHEAST BU,Tier 2 - GM Pause,
677,146,41,NORTH BU,Tier 2 - GM Pause,
678,123,2,SOUTHEAST BU,Tier 2 - GM Pause,
680,123,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
681,3,14,SOUTHEAST BU,Tier 2 - GM Pause,
682,151,12,SOUTHEAST BU,Tier 2 - GM Pause,
683,147,12,SOUTHEAST BU,Tier 2 - GM Pause,
684,147,12,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
685,123,2,SOUTHEAST BU,Tier 2 - GM Pause,
686,28,3,SOUTHEAST BU,Tier 2 - GM Pause,
687,121,2,SOUTHEAST BU,Tier 2 - GM Pause,
688,153,12,SOUTHEAST BU,Tier 2 - GM Pause,
689,257,41,NORTH BU,Tier 2 - GM Pause,
690,124,4,EAST BU,Tier 2 - GM Pause,
691,3,14,SOUTHEAST BU,Tier 2 - GM Pause,
692,260,41,NORTH BU,Tier 2 - GM Pause,
693,259,41,NORTH BU,Tier 2 - GM Pause,
694,254,41,NORTH BU,Tier 2 - GM Pause,
695,149,12,SOUTHEAST BU,Tier 2 - GM Pause,
696,258,41,NORTH BU,Tier 2 - GM Pause,
697,93,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
698,119,2,SOUTHEAST BU,Tier 2 - GM Pause,
699,136,12,SOUTHEAST BU,Tier 2 - GM Pause,
700,8,14,SOUTHEAST BU,Tier 2 - GM Pause,
701,254,41,NORTH BU,Tier 2 - GM Pause,
702,259,41,NORTH BU,Tier 3 - Total Store ISA Pause,
703,67,6,SOUTWEST BU,Tier 2 - GM Pause,
705,89,9,SOUTHEAST BU,Tier 2 - GM Pause,
706,114,9,SOUTHEAST BU,Tier 2 - GM Pause,
707,136,12,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
708,140,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,RVP request
709,256,41,NORTH BU,Tier 3 - Total Store ISA Pause,
710,153,12,SOUTHEAST BU,Tier 2 - GM Pause,
711,257,41,NORTH BU,Tier 2 - GM Pause,
712,5,12,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
713,114,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
714,327,42,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
715,11,14,SOUTHEAST BU,Tier 2 - GM Pause,
716,136,12,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
718,114,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
719,257,41,NORTH BU,Tier 2 - GM Pause,
720,260,41,NORTH BU,Tier 2 - GM Pause,
721,118,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
722,22,2,SOUTHEAST BU,Tier 2 - GM Pause,
723,7,14,SOUTHEAST BU,Tier 2 - GM Pause,
724,123,2,SOUTHEAST BU,Tier 2 - GM Pause,
725,114,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
726,10,14,SOUTHEAST BU,Tier 2 - GM Pause,
727,22,2,SOUTHEAST BU,Tier 2 - GM Pause,
728,29,4,EAST BU,Tier 2 - GM Pause,
729,256,41,NORTH BU,Tier 1 - ISA On in Total Store,
730,10,14,SOUTHEAST BU,Tier 2 - GM Pause,
731,11,14,SOUTHEAST BU,Tier 2 - GM Pause,
733,10,14,SOUTHEAST BU,Tier 2 - GM Pause,
734,7,14,SOUTHEAST BU,Tier 2 - GM Pause,
735,151,12,SOUTHEAST BU,Tier 2 - GM Pause,
736,253,41,NORTH BU,Tier 1 - ISA On in Total Store,
737,151,12,SOUTHEAST BU,Tier 2 - GM Pause,
738,147,12,SOUTHEAST BU,Tier 2 - GM Pause,
739,258,41,NORTH BU,Tier 2 - GM Pause,
740,7,14,SOUTHEAST BU,Tier 2 - GM Pause,
741,121,2,SOUTHEAST BU,Tier 2 - GM Pause,
742,124,4,EAST BU,Tier 2 - GM Pause,
743,353,44,SOUTWEST BU,Tier 2 - GM Pause,
744,59,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
745,19,2,SOUTHEAST BU,Tier 2 - GM Pause,
746,76,5,SOUTWEST BU,Tier 2 - GM Pause,
747,341,25,NORTH BU,Tier 1 - ISA On in Total Store,
748,414,52,WEST BU,Tier 1 - ISA On in Total Store,
749,414,52,WEST BU,Tier 1 - ISA On in Total Store,
750,415,52,WEST BU,Tier 1 - ISA On in Total Store,
751,413,52,WEST BU,Tier 1 - ISA On in Total Store,
752,63,6,SOUTWEST BU,Tier 2 - GM Pause,
753,415,52,WEST BU,Tier 1 - ISA On in Total Store,
754,30,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
755,70,46,SOUTWEST BU,Tier 2 - GM Pause,
756,120,2,SOUTHEAST BU,Tier 2 - GM Pause,
757,77,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
758,32,3,SOUTHEAST BU,Tier 2 - GM Pause,
759,116,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
760,256,41,NORTH BU,Tier 1 - ISA On in Total Store,
761,129,13,SOUTWEST BU,Tier 2 - GM Pause,
762,2,14,SOUTHEAST BU,Tier 2 - GM Pause,
764,11,14,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
765,87,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
766,137,12,SOUTHEAST BU,Tier 2 - GM Pause,
767,101,3,SOUTHEAST BU,Tier 2 - GM Pause,
768,65,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
769,115,9,SOUTHEAST BU,Tier 2 - GM Pause,
770,406,47,WEST BU,Tier 1 - ISA On in Total Store,
771,92,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
772,64,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
773,134,13,SOUTWEST BU,Tier 2 - GM Pause,
774,433,47,WEST BU,Tier 2 - GM Pause,
775,279,25,NORTH BU,Tier 2 - GM Pause,
776,432,47,WEST BU,Tier 2 - GM Pause,
777,66,13,SOUTWEST BU,Tier 2 - GM Pause,
778,118,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
779,114,9,SOUTHEAST BU,Tier 2 - GM Pause,
780,25,2,SOUTHEAST BU,Tier 2 - GM Pause,
781,81,5,SOUTWEST BU,Tier 2 - GM Pause,
782,88,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
783,359,40,NORTH BU,Tier 2 - GM Pause,
784,418,52,WEST BU,Tier 1 - ISA On in Total Store,
785,141,13,SOUTWEST BU,Tier 2 - GM Pause,
786,264,25,NORTH BU,Tier 2 - GM Pause,
787,22,2,SOUTHEAST BU,Tier 2 - GM Pause,
788,328,42,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
789,583,5,SOUTWEST BU,Tier 2 - GM Pause,
790,429,47,WEST BU,Tier 1 - ISA On in Total Store,
791,78,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
792,279,25,NORTH BU,Tier 2 - GM Pause,
793,70,46,SOUTWEST BU,Tier 2 - GM Pause,
794,409,44,SOUTWEST BU,Tier 2 - GM Pause,
795,39,2,SOUTHEAST BU,Tier 2 - GM Pause,
796,279,25,NORTH BU,Tier 1 - ISA On in Total Store,
797,418,52,WEST BU,Tier 2 - GM Pause,
798,273,25,NORTH BU,Tier 2 - GM Pause,
799,406,47,WEST BU,Tier 2 - GM Pause,
800,89,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
801,360,40,NORTH BU,Tier 2 - GM Pause,
802,263,53,NORTH BU,Tier 1 - ISA On in Total Store,
803,128,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
804,48,5,SOUTWEST BU,Tier 2 - GM Pause,
805,340,40,NORTH BU,Tier 2 - GM Pause,
806,387,46,SOUTWEST BU,Tier 2 - GM Pause,
807,50,5,SOUTWEST BU,Tier 2 - GM Pause,
808,61,6,SOUTWEST BU,Tier 2 - GM Pause,
809,10,14,SOUTHEAST BU,Tier 2 - GM Pause,
810,426,52,WEST BU,Tier 1 - ISA On in Total Store,
811,118,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
812,70,46,SOUTWEST BU,Tier 2 - GM Pause,
813,81,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
814,107,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
815,336,40,NORTH BU,Tier 2 - GM Pause,
816,141,13,SOUTWEST BU,Tier 2 - GM Pause,RVP request
817,90,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
818,15,14,SOUTHEAST BU,Tier 2 - GM Pause,
819,105,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
820,359,40,NORTH BU,Tier 1 - ISA On in Total Store,
821,71,46,SOUTWEST BU,Tier 2 - GM Pause,
822,70,46,SOUTWEST BU,Tier 2 - GM Pause,
823,345,44,SOUTWEST BU,Tier 1 - ISA On in Total Store,
824,385,46,SOUTWEST BU,Tier 2 - GM Pause,
825,257,41,NORTH BU,Tier 1 - ISA On in Total Store,
826,375,46,SOUTWEST BU,Tier 2 - GM Pause,
827,45,5,SOUTWEST BU,Tier 2 - GM Pause,
828,251,25,NORTH BU,Tier 1 - ISA On in Total Store,
829,385,46,SOUTWEST BU,Tier 2 - GM Pause,
830,279,25,NORTH BU,Tier 1 - ISA On in Total Store,
831,385,46,SOUTWEST BU,Tier 2 - GM Pause,
833,271,25,NORTH BU,Tier 2 - GM Pause,
834,360,40,NORTH BU,Tier 2 - GM Pause,
835,385,46,SOUTWEST BU,Tier 2 - GM Pause,
836,28,3,SOUTHEAST BU,Tier 2 - GM Pause,
837,333,40,NORTH BU,Tier 1 - ISA On in Total Store,
838,345,44,SOUTWEST BU,Tier 2 - GM Pause,
839,130,13,SOUTWEST BU,Tier 2 - GM Pause,
840,554,59,NHM BU,Tier 1 - ISA On in Total Store,
841,415,52,WEST BU,Tier 1 - ISA On in Total Store,
842,389,47,WEST BU,Tier 2 - GM Pause,
843,27,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
844,262,25,NORTH BU,Tier 2 - GM Pause,
845,357,40,NORTH BU,Tier 1 - ISA On in Total Store,
846,85,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
847,441,53,NORTH BU,Tier 1 - ISA On in Total Store,
848,144,12,SOUTHEAST BU,Tier 2 - GM Pause,
849,59,6,SOUTWEST BU,Tier 2 - GM Pause,
850,385,46,SOUTWEST BU,Tier 2 - GM Pause,
851,387,46,SOUTWEST BU,Tier 2 - GM Pause,
852,262,25,NORTH BU,Tier 3 - Total Store ISA Pause,
853,1,14,SOUTHEAST BU,Tier 2 - GM Pause,
854,246,21,NORTH BU,Tier 2 - GM Pause,
855,22,2,SOUTHEAST BU,Tier 2 - GM Pause,
856,22,2,SOUTHEAST BU,Tier 2 - GM Pause,
857,94,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
858,97,3,SOUTHEAST BU,Tier 2 - GM Pause,
859,116,9,SOUTHEAST BU,Tier 2 - GM Pause,
860,94,3,SOUTHEAST BU,Tier 2 - GM Pause,
861,71,46,SOUTWEST BU,Tier 2 - GM Pause,
862,28,3,SOUTHEAST BU,Tier 2 - GM Pause,
863,10,14,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
864,28,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
865,87,6,SOUTWEST BU,Tier 2 - GM Pause,
866,1,14,SOUTHEAST BU,Tier 2 - GM Pause,
867,429,47,WEST BU,Tier 2 - GM Pause,
868,387,46,SOUTWEST BU,Tier 2 - GM Pause,
869,375,46,SOUTWEST BU,Tier 2 - GM Pause,
870,580,25,NORTH BU,Tier 1 - ISA On in Total Store,
871,333,40,NORTH BU,Tier 1 - ISA On in Total Store,
872,62,6,SOUTWEST BU,Tier 2 - GM Pause,
873,375,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
874,141,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
875,140,13,SOUTWEST BU,Tier 2 - GM Pause,RVP request
876,127,42,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
877,309,26,EAST BU,Tier 2 - GM Pause,
878,24,2,SOUTHEAST BU,Tier 2 - GM Pause,
879,152,41,NORTH BU,Tier 2 - GM Pause,
880,50,5,SOUTWEST BU,Tier 2 - GM Pause,
881,41,4,EAST BU,Tier 1 - ISA On in Total Store,
882,425,53,NORTH BU,Tier 2 - GM Pause,
884,249,25,NORTH BU,Tier 2 - GM Pause,
885,433,47,WEST BU,Tier 1 - ISA On in Total Store,
886,426,52,WEST BU,Tier 1 - ISA On in Total Store,
887,141,13,SOUTWEST BU,Tier 2 - GM Pause,RVP Request
888,334,42,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
889,27,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
890,91,9,SOUTHEAST BU,Tier 2 - GM Pause,
891,279,25,NORTH BU,Tier 2 - GM Pause,
892,414,52,WEST BU,Tier 3 - Total Store ISA Pause,Per PL -BU visit 9.20
893,349,44,SOUTWEST BU,Tier 2 - GM Pause,
894,356,44,SOUTWEST BU,Tier 2 - GM Pause,
895,336,40,NORTH BU,Tier 1 - ISA On in Total Store,
896,49,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
897,73,46,SOUTWEST BU,Tier 2 - GM Pause,
898,73,46,SOUTWEST BU,Tier 2 - GM Pause,
899,27,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
900,70,46,SOUTWEST BU,Tier 2 - GM Pause,
901,77,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
902,251,25,NORTH BU,Tier 2 - GM Pause,
903,140,13,SOUTWEST BU,Tier 3 - Total Store ISA Pause,RVP request
904,1,14,SOUTHEAST BU,Tier 2 - GM Pause,
905,379,47,WEST BU,Tier 2 - GM Pause,
906,384,46,SOUTWEST BU,Tier 2 - GM Pause,
907,32,3,SOUTHEAST BU,Tier 2 - GM Pause,
908,90,9,SOUTHEAST BU,Tier 2 - GM Pause,
909,125,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,MM Requested
910,442,53,NORTH BU,Tier 2 - GM Pause,
911,128,13,SOUTWEST BU,Tier 2 - GM Pause,
912,125,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,MM Requested
913,425,53,NORTH BU,Tier 2 - GM Pause,
914,322,42,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
915,62,6,SOUTWEST BU,Tier 2 - GM Pause,
916,141,13,SOUTWEST BU,Tier 3 - Total Store ISA Pause,
917,81,5,SOUTWEST BU,Tier 2 - GM Pause,
918,46,5,SOUTWEST BU,Tier 2 - GM Pause,
919,15,14,SOUTHEAST BU,Tier 2 - GM Pause,
920,554,59,NHM BU,Tier 1 - ISA On in Total Store,
921,388,54,WEST BU,Tier 1 - ISA On in Total Store,
922,243,25,NORTH BU,Tier 3 - Total Store ISA Pause,
923,482,25,NORTH BU,Tier 3 - Total Store ISA Pause,
924,378,54,WEST BU,Tier 2 - GM Pause,
925,114,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
927,71,46,SOUTWEST BU,Tier 2 - GM Pause,
928,98,3,SOUTHEAST BU,Tier 2 - GM Pause,
929,107,9,SOUTHEAST BU,Tier 2 - GM Pause,
930,8,14,SOUTHEAST BU,Tier 2 - GM Pause,
931,92,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
932,16,3,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
933,263,53,NORTH BU,Tier 1 - ISA On in Total Store,
934,1,14,SOUTHEAST BU,Tier 2 - GM Pause,
935,130,13,SOUTWEST BU,Tier 2 - GM Pause,RVP request
936,273,25,NORTH BU,Tier 2 - GM Pause,
