Store,,MAY,73,YTD,74,MAY,75,YTD,76,MAY,77,YTD,78,MAY,79,YTD,80,MAY,81,YTD,82,MAY,83,YTD,84,MAY,85,YTD,86,MAY,87,YTD,88,MAY,89,YTD,90,MAY,91,YTD,92
4410,,-3.08%,R,4.18%,,34.63%,G,51.81%,G,38.56%,G,23.76%,G,3.56%,,31.58%,G,3,,21,,28.39%,,35.20%,,35,G,220,G,64.95%,,61.48%,,0:30:37,G,0:34:40,G,797/2577,,295/2577,G
Total,B,-2.84%,R,2.36%,,7.41%,R,14.77%,,11.21%,,8.49%,,-1.41%,R,12.92%,,1.13,G,0.86,G,31.99%,,34.22%,,0.58,G,0.77,G,74.30%,G,71.11%,G,0:44:35,,0:47:08,,315/394,,220/394,
1034,,18.20%,G,11.78%,G,58.54%,G,37.28%,G,44.17%,G,25.38%,G,32.10%,G,21.33%,,15,,56,,26.95%,R,30.40%,,12,G,54,G,81.89%,G,87.52%,G,0:33:04,G,0:32:30,G,20/2577,G,136/2577,G
1209,,-6.79%,R,-1.00%,R,-6.35%,R,4.45%,R,-9.19%,R,-8.94%,R,-14.24%,R,5.83%,,2,,12,,23.25%,R,23.20%,R,2,,16,,38.64%,,34.67%,,1:05:39,R,1:03:22,R,2538/2577,R,2414/2577,R
1464,,5.93%,,19.62%,G,39.63%,G,61.78%,G,59.80%,G,47.90%,G,17.16%,,40.53%,G,1,R,6,R,30.34%,,38.03%,,2,,5,R,14.65%,R,27.02%,R,0:47:32,,0:43:42,,610/2577,,191/2577,G
4274,,14.35%,G,13.40%,G,39.16%,G,35.08%,G,21.16%,G,4.95%,,30.19%,G,44.48%,G,73,G,193,G,37.66%,,38.79%,,22,G,108,G,63.82%,,51.21%,,0:56:09,,0:50:23,,143/2577,G,237/2577,G
5085,,-0.38%,,5.15%,,9.63%,,15.32%,,-0.89%,,0.14%,,7.90%,,16.95%,,0,R,38,,45.99%,,47.40%,,3,,34,,15.88%,R,14.26%,R,0:39:43,,0:40:53,,1841/2577,,1256/2577,
5298,,15.50%,G,16.06%,G,63.73%,G,76.26%,G,53.31%,G,67.12%,G,76.22%,G,60.94%,G,5,,12,,29.76%,,27.19%,R,2,,20,,27.78%,R,19.39%,R,0:49:06,,0:48:47,,178/2577,G,194/2577,G
5481,,7.37%,,13.04%,G,36.42%,G,45.19%,G,28.11%,G,29.97%,G,12.73%,,31.08%,,59,G,165,G,33.15%,,40.53%,,45,G,117,G,51.18%,,38.40%,,0:31:15,G,0:34:20,G,182/2577,G,39/2577,G
Total,B,6.64%,G,10.19%,G,28.63%,G,33.60%,G,23.78%,G,19.02%,G,17.34%,,27.46%,G,0.71,,0.57,,32.74%,,35.61%,,0.41,G,0.42,G,41.43%,,39.05%,R,0:44:51,,0:44:01,,30/394,G,12/394,G
1027,,1.56%,,-0.05%,,42.01%,G,14.34%,,3.56%,,-12.74%,R,44.89%,G,40.63%,G,39,G,93,,26.67%,R,34.23%,,1,R,5,R,68.82%,,61.09%,,0:40:52,,0:42:05,,619/2577,,1614/2577,
1156,,0.63%,,4.06%,,27.02%,,30.11%,G,26.48%,G,26.53%,G,19.91%,,17.52%,,25,,83,,40.25%,,39.66%,,1,R,8,,87.00%,G,88.29%,G,0:37:18,,0:35:55,G,617/2577,,514/2577,G
2005,,-5.78%,R,1.58%,,2.40%,R,7.02%,,-4.71%,,-4.91%,,-11.85%,R,-2.34%,R,8,,197,G,49.76%,G,50.44%,G,5,,14,,95.52%,G,90.72%,G,0:52:20,,0:53:17,,2200/2577,R,1923/2577,
3371,,-8.22%,R,-1.85%,R,-15.82%,R,-12.43%,R,2.08%,,-13.90%,R,-22.32%,R,-16.12%,R,9,,37,,23.04%,R,25.05%,R,0,R,6,R,31.12%,,36.24%,,0:49:04,,0:51:09,,2508/2577,R,2516/2577,R
Total,B,-2.92%,R,1.22%,R,12.43%,,9.87%,R,4.16%,,-2.61%,R,2.18%,R,5.42%,R,0.65,,0.85,G,36.35%,,38.64%,,0.06,R,0.07,R,73.98%,G,71.38%,G,0:45:52,,0:46:16,,318/394,R,351/394,R
1322,,-5.01%,R,-0.56%,R,-19.21%,R,-0.20%,R,35.51%,G,13.95%,,-30.84%,R,-18.50%,R,1,R,6,R,14.68%,R,33.37%,,14,G,42,,36.57%,,58.37%,,0:37:59,,0:50:02,,2278/2577,R,2207/2577,R
1552,,9.60%,G,6.76%,,47.57%,G,50.01%,G,30.16%,G,31.05%,G,26.09%,,24.76%,,77,G,205,G,44.58%,,40.69%,,15,G,37,,81.77%,G,54.02%,,0:41:43,,0:43:07,,37/2577,G,200/2577,G
1849,,3.47%,,15.61%,G,17.55%,,56.34%,G,13.87%,,22.91%,G,9.86%,,52.80%,G,19,,47,,24.36%,R,26.52%,R,4,,17,,40.77%,,58.99%,,0:23:41,G,0:27:07,G,982/2577,,45/2577,G
2472,,-6.91%,R,-4.55%,R,-7.18%,R,-7.54%,R,-2.22%,,-16.00%,R,-3.82%,R,5.54%,,4,,18,,31.13%,,26.20%,R,5,,23,,59.38%,,56.59%,,0:41:27,,0:40:26,,2334/2577,R,2400/2577,R
2793,,-8.57%,R,-0.54%,R,3.00%,R,17.04%,,12.09%,,19.66%,G,5.11%,,8.63%,,1,R,21,,40.36%,,37.40%,,4,,16,,19.10%,R,24.52%,R,0:51:08,,0:47:37,,2214/2577,R,1628/2577,
3503,,7.29%,,10.86%,G,12.68%,,25.29%,,21.78%,G,21.57%,G,0.75%,,17.60%,,0,R,11,,24.66%,R,25.92%,R,0,R,21,,90.09%,G,80.78%,G,0:41:56,,0:37:41,,1264/2577,,464/2577,G
3626,,17.89%,G,10.96%,G,126.12%,G,44.02%,G,-3.54%,,14.61%,,95.11%,G,19.31%,,0,R,1,R,20.37%,R,18.42%,R,1,R,10,,32.89%,,35.49%,,0:52:15,,0:48:40,,474/2577,G,570/2577,
6789,,3.77%,,6.64%,,7.35%,,17.99%,,26.07%,G,4.37%,,0.24%,,14.22%,,33,G,134,G,25.18%,R,27.16%,R,5,,28,,64.61%,,63.55%,,0:39:46,,0:44:50,,1380/2577,,1022/2577,
Total,B,2.47%,,5.36%,,16.11%,,23.28%,,15.02%,G,14.18%,G,7.14%,,12.77%,,0.54,,0.46,,28.08%,R,28.70%,R,0.19,,0.20,,54.96%,,55.48%,,0:40:54,G,0:41:45,,173/394,,83/394,
877,,4.38%,,6.93%,,14.96%,,10.81%,,10.61%,,-7.57%,R,-4.41%,R,16.45%,,4,,15,,29.39%,,27.08%,R,2,,7,,91.35%,G,88.88%,G,0:28:51,G,0:28:37,G,1194/2577,,1402/2577,
1010,,-1.42%,,2.17%,,-11.32%,R,2.70%,R,3.98%,,8.70%,,-8.62%,R,-2.07%,R,1,R,1,R,19.96%,R,21.40%,R,3,,5,R,31.03%,,31.90%,,0:57:05,,0:51:29,,2432/2577,R,2275/2577,R
1097,,-0.16%,,-0.64%,R,28.37%,,23.83%,,8.06%,,18.02%,G,41.49%,G,34.27%,G,11,,21,,26.59%,R,22.49%,R,5,,10,,42.08%,,41.65%,,0:43:56,,0:42:16,,919/2577,,1176/2577,
1133,,3.48%,,7.27%,,-2.04%,R,16.34%,,-11.20%,R,-0.52%,,-4.40%,R,21.91%,,0,R,0,R,27.63%,R,30.98%,,0,R,1,R,60.75%,,60.69%,,0:46:37,,0:45:52,,2231/2577,R,1353/2577,
1255,,-0.08%,,-10.46%,R,6.79%,,-13.56%,R,-3.54%,,-5.53%,,30.38%,G,-24.27%,R,3,,9,R,14.86%,R,17.53%,R,4,,10,,31.56%,,21.37%,R,0:31:38,G,0:33:13,G,1764/2577,,2501/2577,R
3700,,6.58%,,11.60%,G,15.20%,,21.93%,,7.03%,,9.47%,,10.47%,,19.43%,,0,R,29,,39.85%,,37.98%,,4,,13,,33.41%,,31.26%,,1:12:05,R,1:06:33,R,1438/2577,,880/2577,
5063,,-2.41%,,1.55%,,5.43%,,3.86%,R,2.10%,,-1.59%,,31.46%,G,25.35%,,16,,67,,26.50%,R,31.09%,,3,,12,,2.91%,R,7.85%,R,0:49:26,,0:56:55,,1994/2577,,2098/2577,R
Total,B,2.02%,,3.61%,,7.60%,R,9.74%,R,1.58%,,0.32%,,12.13%,,11.48%,,0.16,R,0.17,R,27.18%,R,28.38%,R,0.10,R,0.07,R,37.86%,R,38.70%,R,0:44:52,,0:45:07,,340/394,R,352/394,R
&nbsp;,B,0.45%,R,3.36%,,12.17%,R,14.58%,R,8.28%,G,4.11%,,6.52%,,10.60%,R,0.47,,0.42,,31.64%,,33.60%,,0.19,,0.22,,51.08%,,50.84%,,0:43:00,G,0:43:36,,30/34,R,31/34,R
1875,,-0.07%,,2.31%,,4.11%,,6.24%,,-20.13%,R,-26.16%,R,8.66%,,16.64%,,2,,55,,41.48%,,39.47%,,2,,25,,44.70%,,41.70%,,1:34:19,R,1:41:30,R,2259/2577,R,2137/2577,R
2435,,11.63%,G,11.02%,G,49.32%,G,46.97%,G,-0.49%,,-5.77%,,63.61%,G,81.50%,G,18,,51,,22.84%,R,23.17%,R,2,,4,R,62.33%,,55.18%,,0:51:22,,0:48:08,,378/2577,G,483/2577,G
3481,,1.75%,,2.67%,,5.65%,,20.84%,,-5.71%,,-2.68%,,5.91%,,24.34%,,37,G,183,G,30.96%,,35.96%,,0,R,3,R,83.25%,G,82.86%,G,1:00:14,,1:02:13,,1965/2577,,1321/2577,
3490,,6.77%,,10.70%,G,22.31%,,23.41%,,26.48%,G,18.93%,G,15.97%,,31.26%,,68,G,95,,31.04%,,31.56%,,0,R,0,R,24.52%,R,18.92%,R,0:55:44,,0:56:36,,874/2577,,722/2577,
Total,B,4.55%,,6.12%,,17.59%,,21.52%,,-1.88%,R,-6.25%,R,18.04%,,30.70%,G,1.01,G,0.80,,33.14%,,33.71%,,0.03,R,0.07,R,50.14%,,46.80%,,1:01:04,R,1:01:31,R,195/394,,160/394,
1525,,4.55%,,6.51%,,30.43%,,60.41%,G,52.61%,G,57.17%,G,-1.83%,,20.86%,,4,,34,,22.61%,R,36.69%,,3,,11,,64.63%,,79.62%,G,0:39:25,,0:34:56,G,731/2577,,233/2577,G
2295,,4.89%,,6.02%,,22.75%,,25.85%,,11.67%,,11.64%,,14.92%,,26.15%,,4,,32,,22.28%,R,32.53%,,3,,35,,25.00%,R,28.49%,R,0:47:51,,0:43:55,,1111/2577,,727/2577,
7032,,7.01%,,9.77%,G,21.63%,,36.99%,G,-8.75%,R,9.95%,,60.51%,G,54.46%,G,10,,83,,36.44%,,39.14%,,4,,14,,41.01%,,30.63%,,1:02:55,R,0:58:40,,1007/2577,,403/2577,G
Total,B,5.40%,,7.34%,G,24.16%,G,37.01%,G,11.67%,,18.88%,G,23.69%,G,33.89%,G,0.19,R,0.41,,27.85%,R,35.90%,,0.11,,0.17,,40.33%,,40.75%,,0:50:07,,0:47:03,,90/394,,32/394,G
1682,,2.57%,,4.59%,,27.63%,,16.11%,,21.91%,G,13.02%,,5.03%,,9.93%,,9,,28,,37.33%,,47.78%,,2,,8,,18.36%,R,22.25%,R,0:54:48,,1:01:14,,1056/2577,,1484/2577,
1759,,-1.07%,,0.16%,,3.72%,,10.85%,,2.48%,,4.01%,,-4.20%,R,0.20%,R,0,R,1,R,27.22%,R,32.96%,,1,R,2,R,38.29%,,44.08%,,0:48:36,,0:50:13,,2266/2577,R,2163/2577,R
3214,,-6.63%,R,-2.34%,R,-13.93%,R,-13.17%,R,-21.48%,R,-21.55%,R,-7.81%,R,-0.28%,R,17,,90,,39.46%,,44.67%,,11,,58,G,75.68%,,66.68%,,0:54:14,,0:54:48,,2403/2577,R,2333/2577,R
3219,,16.13%,G,19.80%,G,72.71%,G,111.99%,G,70.78%,G,80.73%,G,43.13%,G,82.53%,G,6,,17,,31.13%,,32.12%,,4,,32,,89.24%,G,89.89%,G,0:47:03,,0:51:46,,65/2577,G,57/2577,G
3265,,1.56%,,1.59%,,12.77%,,9.32%,,3.41%,,4.90%,,6.75%,,11.83%,,2,,23,,35.52%,,34.18%,,0,R,7,,29.52%,,26.62%,R,0:54:37,,1:01:52,,1850/2577,,2075/2577,R
3831,,7.51%,,4.53%,,42.06%,G,31.23%,G,66.81%,G,44.47%,G,16.82%,,11.64%,,3,,63,,43.00%,,42.46%,,0,R,2,R,14.40%,R,16.55%,R,0:27:36,G,0:28:22,G,300/2577,G,645/2577,
Total,B,3.05%,,4.35%,,16.89%,,17.37%,,13.00%,G,10.31%,G,6.79%,,13.38%,,0.20,R,0.31,,34.81%,,37.56%,,0.10,R,0.15,,42.70%,,42.83%,,0:48:19,,0:52:39,,213/394,,225/394,
1811,,-6.61%,R,-2.20%,R,3.33%,,4.28%,R,-1.24%,,-10.65%,R,2.15%,,5.06%,,0,R,0,R,40.13%,,47.64%,,3,,15,,36.57%,,35.06%,,0:58:07,,1:09:22,R,2331/2577,R,2407/2577,R
3216,,-8.16%,R,-1.29%,R,-1.49%,R,1.23%,R,-3.56%,,-11.00%,R,-8.17%,R,13.01%,,8,,51,,44.86%,,44.82%,,7,,28,,53.75%,,46.98%,,0:53:37,,0:53:26,,2312/2577,R,2209/2577,R
5253,,4.16%,,11.52%,G,25.75%,,19.49%,,19.51%,G,-2.61%,,18.49%,,33.37%,G,10,,34,,44.75%,,42.70%,,3,,13,,45.86%,,49.67%,,0:59:55,,0:56:07,,809/2577,,869/2577,
5488,,-1.63%,,3.85%,,35.95%,G,39.12%,G,20.53%,G,18.36%,G,35.83%,G,69.14%,G,30,G,95,,39.26%,,29.89%,,9,,9,,71.93%,,49.86%,,0:36:14,,0:38:44,,459/2577,G,455/2577,G
5922,,0.07%,,-3.94%,R,23.01%,,11.07%,,-0.41%,,-8.58%,R,53.28%,G,24.51%,,17,,27,,27.96%,,35.65%,,2,,4,R,38.54%,,34.90%,,0:30:31,G,0:38:58,,1024/2577,,2006/2577,
Total,B,-2.87%,R,1.78%,R,14.13%,,12.85%,,4.22%,,-4.49%,R,15.51%,,27.97%,G,0.42,,0.35,,40.09%,,39.88%,,0.15,,0.12,R,50.27%,,44.52%,,0:48:26,,0:52:56,,285/394,,323/394,R
1424,,5.45%,,8.87%,,31.40%,G,26.29%,,23.01%,G,6.70%,,10.34%,,20.07%,,0,R,8,R,32.15%,,34.11%,,3,,65,G,44.81%,,47.59%,,0:41:13,,0:40:21,,690/2577,,609/2577,
2160,,6.59%,,-3.02%,R,17.08%,,15.33%,,-18.52%,R,-10.06%,R,26.55%,,13.17%,,2,,10,,26.79%,R,29.70%,R,1,R,5,R,26.34%,R,20.48%,R,0:24:06,G,0:19:40,G,1200/2577,,1951/2577,
2808,,-7.02%,R,0.16%,,13.47%,,14.15%,,-14.57%,R,-4.66%,,36.59%,G,32.33%,G,3,,6,R,28.22%,,30.70%,,3,,19,,64.42%,,54.27%,,0:49:35,,0:53:10,,1918/2577,,1819/2577,
2821,,-1.30%,,-3.19%,R,-0.49%,R,-3.74%,R,-14.29%,R,-15.94%,R,7.14%,,5.49%,,10,,52,,21.60%,R,25.74%,R,7,,50,G,18.40%,R,26.42%,R,0:54:58,,0:55:49,,2305/2577,R,2443/2577,R
Total,B,0.43%,,1.45%,R,15.48%,,13.35%,,-5.16%,R,-4.63%,R,19.31%,,18.09%,,0.12,R,0.16,R,27.38%,R,30.25%,R,0.11,,0.29,,41.81%,,40.14%,R,0:43:47,,0:43:48,,292/394,,326/394,R
1833,,-5.64%,R,-2.51%,R,2.06%,R,3.13%,R,3.08%,,-1.84%,,-3.46%,,-1.40%,R,9,,24,,33.54%,,41.39%,,2,,30,,42.43%,,45.79%,,0:51:28,,0:52:03,,2284/2577,R,2267/2577,R
2136,,11.38%,G,12.63%,G,34.34%,G,51.96%,G,41.92%,G,35.44%,G,15.40%,,39.99%,G,13,,84,,39.50%,,37.18%,,40,G,188,G,73.49%,,68.14%,,0:43:14,,0:46:14,,165/2577,G,48/2577,G
2438,,0.99%,,2.61%,,31.60%,G,22.50%,,13.51%,,5.52%,,20.95%,,26.42%,,3,,5,R,32.74%,,36.01%,,1,R,12,,37.04%,,30.96%,,0:29:58,G,0:35:53,G,794/2577,,1136/2577,
2520,,6.10%,,1.25%,,25.98%,,16.30%,,17.06%,,-1.34%,,0.82%,,12.40%,,1,R,6,R,36.44%,,32.06%,,1,R,5,R,63.36%,,64.79%,,0:45:47,,0:37:17,,876/2577,,1677/2577,
5343,,1.29%,,4.84%,,10.59%,,17.82%,,2.06%,,9.27%,,2.22%,,9.68%,,2,,17,,30.69%,,33.42%,,2,,11,,33.38%,,40.34%,,1:02:20,R,0:57:56,,2018/2577,,1490/2577,
Total,B,2.38%,,3.68%,,19.57%,,19.24%,,12.72%,G,5.91%,,7.04%,,14.90%,,0.18,R,0.23,R,34.11%,,36.16%,,0.30,,0.41,G,47.32%,,47.83%,,0:45:49,,0:45:13,,165/394,,184/394,
2436,,2.76%,,6.60%,,26.19%,,35.98%,G,16.42%,,9.15%,,26.39%,,57.84%,G,8,,19,,19.73%,R,19.71%,R,1,R,1,R,51.72%,,55.47%,,0:42:41,,0:46:54,,854/2577,,641/2577,
2850,,-0.73%,,-3.88%,R,-1.49%,R,5.11%,R,-3.69%,,-4.15%,,-4.53%,R,5.61%,,3,,10,,27.93%,,29.15%,R,5,,12,,85.47%,G,74.91%,,0:29:53,G,0:27:51,G,2043/2577,,2146/2577,R
3720,,0.38%,,3.26%,,73.67%,G,70.69%,G,91.01%,G,45.43%,G,7.86%,,11.40%,,0,R,2,R,18.43%,R,21.00%,R,3,,14,,66.71%,,71.06%,,0:44:31,,0:41:56,,730/2577,,682/2577,
Total,B,0.87%,,2.11%,,25.64%,G,31.15%,G,15.55%,G,7.22%,,9.92%,,20.64%,,0.12,R,0.09,R,20.97%,R,22.47%,R,0.10,R,0.08,R,66.02%,,67.22%,G,0:36:12,G,0:34:10,G,124/394,,116/394,
1243,,-1.90%,,7.40%,,16.43%,,41.12%,G,6.95%,,34.86%,G,-4.25%,R,21.61%,,9,,17,,25.74%,R,30.65%,,0,R,2,R,91.12%,G,80.36%,G,0:33:32,G,0:29:13,G,1583/2577,,345/2577,G
1292,,-8.54%,R,-5.59%,R,-14.00%,R,-7.59%,R,-25.12%,R,-28.33%,R,-5.01%,R,-0.75%,R,0,R,4,R,28.60%,,32.01%,,2,,12,,19.46%,R,22.76%,R,0:50:50,,0:53:47,,2546/2577,R,2546/2577,R
1652,,0.62%,,7.61%,,11.96%,,22.82%,,7.37%,,10.10%,,-6.74%,R,14.50%,,16,,91,,24.65%,R,28.34%,R,14,G,82,G,77.03%,,68.18%,,0:36:19,,0:35:28,G,1529/2577,,567/2577,
2312,,-3.89%,R,-4.21%,R,-3.82%,R,2.78%,R,-5.58%,,-7.67%,R,-0.65%,,3.89%,,4,,11,,23.16%,R,26.51%,R,1,R,12,,21.37%,R,27.05%,R,0:40:42,,0:48:53,,2396/2577,R,2436/2577,R
2337,,-3.75%,R,-0.24%,R,13.50%,,14.77%,,2.77%,,2.59%,,0.00%,,10.83%,,27,,32,,36.90%,,23.61%,R,2,,5,R,49.27%,,62.45%,,0:36:58,,0:36:12,,1707/2577,,1738/2577,
2762,,-0.82%,,-1.30%,R,14.26%,,6.38%,,-3.95%,,-13.13%,R,0.16%,,7.54%,,6,,15,,29.22%,,25.77%,R,5,,10,,29.69%,,21.04%,R,0:54:16,,1:04:40,R,1959/2577,,2423/2577,R
3243,,8.44%,G,7.71%,,48.91%,G,33.00%,G,23.68%,G,10.40%,,34.82%,G,32.99%,G,3,,6,R,29.58%,,30.76%,,0,R,4,R,79.07%,,79.05%,G,0:53:04,,0:53:28,,356/2577,G,647/2577,
Total,B,-1.44%,R,1.40%,R,9.56%,,12.92%,,-1.81%,R,-2.39%,R,2.29%,R,11.77%,,0.30,,0.21,R,28.14%,R,28.62%,R,0.11,,0.15,,50.24%,,50.01%,,0:43:10,,0:44:47,,358/394,R,354/394,R
1465,,3.68%,,5.29%,,30.36%,,23.09%,,24.88%,G,7.76%,,4.46%,,17.33%,,0,R,5,R,24.44%,R,19.52%,R,3,,13,,43.25%,,46.10%,,0:39:59,,0:43:38,,875/2577,,1121/2577,
1486,,3.44%,,2.51%,,9.93%,,13.98%,,6.51%,,9.67%,,23.52%,,10.51%,,1,R,7,R,18.26%,R,17.26%,R,3,,9,,29.66%,,28.43%,R,0:38:52,,0:41:53,,1539/2577,,1745/2577,
1934,,3.16%,,5.39%,,9.06%,,14.28%,,-6.94%,,1.00%,,6.22%,,11.86%,,1,R,9,R,16.79%,R,21.21%,R,0,R,3,R,8.40%,R,7.89%,R,0:44:29,,0:50:25,,2023/2577,,1820/2577,
2705,,4.17%,,3.90%,,64.00%,G,24.73%,,37.30%,G,3.01%,,27.18%,,15.16%,,8,,96,,30.00%,,30.28%,,0,R,9,,50.00%,,65.72%,,0:41:58,,0:43:11,,408/2577,G,1049/2577,
3768,,-0.01%,,1.80%,,16.01%,,15.28%,,1.83%,,4.13%,,0.58%,,-1.60%,R,5,,16,,13.62%,R,14.41%,R,3,,10,,93.77%,G,91.80%,G,0:47:08,,0:49:14,,1677/2577,,1818/2577,
Total,B,2.88%,,3.74%,,23.44%,G,18.25%,,12.85%,G,5.74%,,11.66%,,9.61%,,0.10,R,0.22,R,20.24%,R,19.68%,R,0.06,R,0.07,R,48.03%,,50.12%,,0:41:59,,0:45:04,,138/394,,256/394,
1344,,6.36%,,7.27%,,37.94%,G,24.93%,,36.67%,G,10.78%,,15.54%,,21.82%,,7,,19,,24.08%,R,30.58%,,0,R,8,,64.64%,,53.68%,,0:46:55,,0:47:52,,538/2577,,834/2577,
1399,,-0.43%,,2.56%,,17.73%,,5.24%,R,7.48%,,-3.98%,,9.98%,,15.45%,,0,R,3,R,44.54%,,45.15%,,0,R,6,R,43.83%,,43.54%,,1:23:58,R,1:22:55,R,1758/2577,,2188/2577,R
1726,,6.58%,,7.28%,,20.36%,,18.40%,,15.10%,,4.57%,,14.83%,,23.02%,,39,G,80,,26.67%,R,28.25%,R,43,G,86,G,32.78%,,35.96%,,0:37:58,,0:39:32,,686/2577,,867/2577,
2565,,7.34%,,8.34%,,25.38%,,29.90%,,21.63%,G,12.85%,,-2.67%,,22.34%,,39,G,39,,19.35%,R,17.74%,R,28,G,29,,35.62%,,31.90%,,0:31:48,G,0:35:53,G,587/2577,,506/2577,G
2807,,7.44%,,4.19%,,44.86%,G,17.74%,,7.60%,,-11.77%,R,32.81%,G,14.07%,,6,,16,,17.26%,R,21.80%,R,1,R,3,R,47.92%,,51.15%,,0:27:16,G,0:37:05,,357/2577,G,1593/2577,
4682,,6.40%,,9.37%,G,51.32%,G,52.17%,G,7.98%,,-3.05%,,32.22%,G,37.58%,G,7,,64,,21.83%,R,24.86%,R,5,,63,G,76.34%,,68.14%,,1:01:37,,1:00:25,,514/2577,G,440/2577,G
5117,,1.29%,,4.09%,,-10.11%,R,2.90%,R,-13.91%,R,-11.02%,R,-17.54%,R,-0.14%,R,0,R,0,R,23.52%,R,29.91%,,3,,40,,34.76%,,51.36%,,0:42:29,,0:47:19,,2389/2577,R,2174/2577,R
Total,B,4.83%,,6.21%,,23.21%,G,19.80%,,11.69%,,1.11%,,9.73%,,19.31%,,0.45,,0.26,,26.42%,R,28.99%,R,0.37,,0.28,,48.04%,,47.06%,,0:45:07,,0:47:37,,80/394,,161/394,
1981,,0.91%,,1.17%,,26.24%,,22.42%,,23.12%,G,11.61%,,17.48%,,13.54%,,9,,40,,26.58%,R,31.04%,,2,,10,,59.50%,,63.79%,,0:39:25,,0:39:11,,856/2577,,1176/2577,
2799,,1553.67%,G,116.14%,G,34111.86%,G,177.27%,G,,,101.99%,G,17475.00%,G,212.32%,G,0,R,0,R,22.62%,R,26.47%,R,0,R,1,R,15.08%,R,8.51%,R,0:41:11,,0:43:32,,309/2577,G,223/2577,G
2853,,-2.83%,R,-0.89%,R,7.49%,,20.33%,,4.58%,,18.29%,G,4.64%,,4.48%,,0,R,21,,26.96%,R,30.49%,,0,R,6,R,47.27%,,59.50%,,0:42:15,,0:38:22,,2090/2577,R,1453/2577,
Total,B,39.78%,G,19.82%,G,54.56%,G,38.61%,G,39.32%,G,24.55%,G,70.47%,G,40.70%,G,0.10,R,0.17,R,25.31%,R,29.31%,R,0.02,R,0.05,R,40.45%,,43.60%,,0:41:00,,0:39:42,G,14/394,G,20/394,G
&nbsp;,B,4.01%,,4.81%,,19.69%,,19.61%,,8.55%,G,3.90%,,12.93%,,19.27%,,0.30,R,0.29,R,29.67%,R,31.46%,R,0.15,R,0.18,R,47.72%,,47.18%,,0:46:09,,0:47:24,,9/34,,12/34,
1705,,-2.98%,R,4.87%,,23.97%,,20.16%,,27.88%,G,22.64%,G,14.25%,,12.21%,,9,,55,,13.41%,R,12.93%,R,0,R,5,R,76.24%,,83.67%,G,0:36:05,,0:36:29,,1140/2577,,972/2577,
1830,,10.04%,G,12.96%,G,50.24%,G,53.04%,G,33.33%,G,8.18%,,50.00%,G,69.21%,G,2,,5,R,15.59%,R,23.28%,R,3,,6,R,48.12%,,53.36%,,0:23:15,G,0:26:05,G,139/2577,G,215/2577,G
2166,,1.53%,,10.43%,G,16.72%,,30.82%,G,-6.70%,,11.76%,,20.39%,,27.83%,,45,G,251,G,31.71%,,39.63%,,8,,26,,29.55%,,34.74%,,0:57:21,,0:49:41,,1511/2577,,365/2577,G
2581,,-2.17%,,9.50%,G,-3.38%,R,12.71%,,7.49%,,3.02%,,-2.81%,,16.86%,,15,,44,,34.89%,,36.50%,,3,,9,,37.94%,,37.02%,,0:43:03,,0:48:42,,2134/2577,R,1282/2577,
2911,,-4.68%,R,3.35%,,-1.03%,R,17.95%,,-28.88%,R,-5.57%,,11.16%,,15.73%,,4,,9,R,52.30%,G,55.28%,G,0,R,5,R,91.21%,G,97.21%,G,0:47:57,,0:38:05,,2226/2577,R,1275/2577,
3332,,1.52%,,8.72%,,25.13%,,34.02%,G,20.00%,G,5.59%,,8.47%,,13.35%,,18,,122,G,46.41%,,54.87%,G,53,G,309,G,88.28%,G,88.73%,G,0:43:12,,0:45:01,,644/2577,,298/2577,G
5242,,-1.66%,,-0.38%,R,10.23%,,6.69%,,12.46%,,-6.05%,,20.93%,,12.62%,,3,,22,,25.39%,R,41.41%,,8,,43,,56.88%,,63.78%,,0:50:11,,0:49:53,,1684/2577,,2009/2577,
Total,B,0.03%,,6.91%,,12.63%,,21.84%,,2.80%,,2.83%,,14.23%,,19.46%,,0.44,,0.60,,32.50%,,39.40%,,0.35,,0.48,G,60.71%,,65.56%,,0:46:16,,0:44:05,,270/394,,60/394,G
1673,,-4.23%,R,-1.11%,R,-0.63%,R,0.28%,R,-10.46%,R,-14.31%,R,9.20%,,6.67%,,4,,52,,22.51%,R,21.89%,R,2,,26,,41.81%,,39.63%,,0:26:28,G,0:27:51,G,2209/2577,R,2212/2577,R
3280,,-1.09%,,-7.36%,R,20.87%,,-12.92%,R,4.58%,,-27.10%,R,0.17%,,-12.50%,R,0,R,0,R,13.89%,R,14.19%,R,2,,3,R,11.81%,R,8.75%,R,0:32:10,G,0:50:33,,1661/2577,,2568/2577,R
3842,,-6.94%,R,0.93%,,-7.17%,R,1.89%,R,-21.20%,R,-13.41%,R,-11.83%,R,6.24%,,1,R,12,,21.89%,R,18.42%,R,1,R,3,R,48.16%,,28.99%,R,0:45:13,,0:48:43,,2511/2577,R,2406/2577,R
Total,B,-4.29%,R,-2.38%,R,1.48%,R,-2.76%,R,-10.47%,R,-18.10%,R,-1.97%,R,0.15%,R,0.05,R,0.18,R,19.72%,R,18.42%,R,0.05,R,0.09,R,35.21%,R,26.88%,R,0:34:34,G,0:43:41,,390/394,R,391/394,R
