Store #,Format,City,State,Rx Freq,October Rx,November Rx,December Rx,Service Provider,Phone Number
4137,SUP,Tacoma,WA,Sweep,,4,,CHES,844-367-5240
3705,SUP,Yelm,WA,Sweep,,11,,CHES,844-367-5240
5273,SUP,Sequim,WA,Sweep,,11,,CHES,844-367-5240
2007,SUP,Moses Lake,WA,Sweep,28,,,CHES,844-367-5240
2476,SUP,College Place,WA,Sweep,21,,,CHES,844-367-5240
3217,SUP,Othello,WA,Sweep,28,,,CHES,844-367-5240
3261,SUP,Richland,WA,Sweep,21,,,CHES,844-367-5240
5883,SUP,Spokane Valley,WA,Sweep,,11,,CHES,844-367-5240
2865,WM,Spokane,WA,Sweep,,11,,CHES,844-367-5240
2006,SUP,Clarkston,WA,Sweep,,4,,CHES,844-367-5240
2101,SUP,Kennewick,WA,Sweep,28,,,CHES,844-367-5240
2241,SUP,Sunnyside,WA,Sweep,21,,,CHES,844-367-5240
5078,SUP,Yakima,WA,Sweep,21,,,CHES,844-367-5240
2269,SUP,Yakima,WA,Sweep,21,,,CHES,844-367-5240
2549,SUP,Spokane,WA,Sweep,,4,,CHES,844-367-5240
4394,SUP,Spokane,WA,Sweep,,11,,CHES,844-367-5240
1870,SUP,Pullman,WA,Sweep,,4,,CHES,844-367-5240
1947,SUP,Omak,WA,Sweep,,11,,CHES,844-367-5240
2016,SUP,Colville,WA,Sweep,,4,,CHES,844-367-5240
2187,SUP,Wenatchee,WA,Sweep,,4,,CHES,844-367-5240
2539,SUP,Spokane Valley,WA,Sweep,,4,,CHES,844-367-5240
3260,SUP,Ephrata,WA,Sweep,,11,,CHES,844-367-5240
3380,SUP,Pasco,WA,Sweep,21,,,CHES,844-367-5240
3754,SUP,Chelan,WA,Sweep,,4,,CHES,844-367-5240
