Store Number,Link,Number of Scales,Tracking for Scales Shipment,Power/Data Install Date,Power/Data Install Vendor,Scale Install Date,Scale Install Vendor,Floorplan,Give Feedback
69,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0069_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/24/2023,Telaid,6/30/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
70,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0070_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/24/2023,Wachter,10/26/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
71,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0071_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/12/2023,Wachter,10/6/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
72,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0072_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/19/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
73,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0073_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,Scales installed on 1 working port. Others need resolution.  780466379974; 780466375648; 780466378165; 780466378864,7/28/2023,Telaid,7/13/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
74,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0074_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/22/2023,Wachter,10/24/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
75,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0075_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/4/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
76,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0076_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/21/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
77,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0077_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/16/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
78,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0078_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,12/12/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
80,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0080_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/6/2023,Telaid,8/16/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
81,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0081_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/4/2023,Telaid,8/24/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
82,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0082_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/8/2023,Telaid,8/7/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
83,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0083_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/22/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
85,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0085_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/21/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
86,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0086_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,12/7/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
87,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0087_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/24/2023,Wachter,8/28/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
88,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0088_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/2/2023,Telaid,10/10/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
89,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0089_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/27/2023,Telaid,8/7/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
90,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0090_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,781647448702; 781647445416; 781647445416; 781647447029,7/16/2023,Telaid,8/8/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
91,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0091_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/28/2023,Wachter,10/4/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
92,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0092_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,TBD,Telaid,6/28/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
93,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0093_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/6/2023,Wachter,8/16/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
94,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0094_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,TBD,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
95,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0095_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/1/2023,Telaid,7/10/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
96,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0096_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/26/2023,Telaid,8/8/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
97,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0097_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/17/2023,Wachter,8/17/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
98,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0098_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/21/2023,Wachter,10/16/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
99,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0099_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/15/2023,Telaid,8/24/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
101,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0101_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/13/2023,Telaid,9/20/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
102,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0102_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/14/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
103,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0103_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/17/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
104,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0104_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/10/2023,Wachter,8/14/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
105,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0105_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,781752875216; 781752877756; 781752878590; 781752880167,8/9/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
106,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0106_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/22/2023,Wachter,8/29/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
107,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0107_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/21/2023,Wachter,9/5/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
108,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0108_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,"1 port bad, scales removed from boxes, lockdown kits missing. 780532696260; 780532694521; 780532695311; 780532695469",7/17/2023,Telaid,7/17/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
109,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0109_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/16/2023,Telaid,8/30/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
110,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0110_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/16/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
111,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0111_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/12/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
112,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0112_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/28/2023,Wachter,9/6/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
113,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0113_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/1/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
114,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0114_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/6/2023,Wachter,9/26/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
115,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0115_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/29/2023,Wachter,9/11/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
118,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0118_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/15/2023,Wachter,9/13/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
119,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0119_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,10/10/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
120,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0120_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,781454589013; 781454589539; 781454591414; 781454592189,7/9/2023,Wachter,8/1/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
121,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0121_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/2/2023,Telaid,9/15/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
122,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0122_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/24/2023,Telaid,10/2/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
123,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0123_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/12/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
124,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0124_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/19/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
125,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0125_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/12/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
126,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0126_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/18/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
127,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0127_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/24/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
128,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0128_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/3/2023,Wachter,10/9/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
129,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0129_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/28/2023,Telaid,8/11/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
130,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0130_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/1/2023,Telaid,9/14/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
131,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0131_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,12/4/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
132,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0132_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/28/2023,Telaid,10/19/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
133,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0133_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/8/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
134,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0134_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/5/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
135,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0135_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/23/2023,Telaid,9/6/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
137,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/0137_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/10/2023,Telaid,10/31/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
