Region,Market,Store Nbr,Bucket,Tier,Details
13,130,532,>90%,Tier 1,ISA On in Total Store
13,132,533,>90%,Tier 1,ISA On in Total Store
5,74,535,>90%,Tier 1,ISA On in Total Store
5,74,536,>90%,Tier 1,ISA On in Total Store
46,73,537,"> 80%, < 90%",Tier 2,GM Pause
3,93,538,"> 80%, < 90%",Tier 2,GM Pause
13,134,539,>90%,Tier 1,ISA On in Total Store
13,129,540,"> 80%, < 90%",Tier 2,GM Pause
13,129,542,>90%,Tier 1,ISA On in Total Store
13,132,543,>90%,Tier 1,ISA On in Total Store
44,353,544,>90%,Tier 1,ISA On in Total Store
41,258,545,< 80%,Tier 3,Total Store ISA Pause
6,62,546,"> 80%, < 90%",Tier 2,GM Pause
9,114,547,"> 80%, < 90%",Tier 2,GM Pause
2,25,548,"> 80%, < 90%",Tier 2,GM Pause
46,71,549,>90%,Tier 1,ISA On in Total Store
25,273,550,>90%,Tier 1,ISA On in Total Store
3,93,551,"> 80%, < 90%",Tier 2,GM Pause
41,258,552,"> 80%, < 90%",Tier 2,GM Pause
13,125,553,>90%,Tier 1,ISA On in Total Store
46,88,554,"> 80%, < 90%",Tier 2,GM Pause
3,32,555,>90%,Tier 1,ISA On in Total Store
3,28,556,>90%,Tier 1,ISA On in Total Store
47,407,557,>90%,Tier 1,ISA On in Total Store
47,407,558,"> 80%, < 90%",Tier 2,GM Pause
52,418,559,"> 80%, < 90%",Tier 2,GM Pause
40,360,560,< 80%,Tier 3,Total Store ISA Pause
5,76,561,"> 80%, < 90%",Tier 2,GM Pause
14,2,562,>90%,Tier 1,ISA On in Total Store
3,94,563,>90%,Tier 1,ISA On in Total Store
44,344,564,"> 80%, < 90%",Tier 2,GM Pause
5,55,565,>90%,Tier 1,ISA On in Total Store
25,580,566,>90%,Tier 1,ISA On in Total Store
6,85,567,"> 80%, < 90%",Tier 2,GM Pause
41,152,568,< 80%,Tier 3,Total Store ISA Pause
41,257,569,>90%,Tier 1,ISA On in Total Store
41,260,571,>90%,Tier 1,ISA On in Total Store
5,46,572,"> 80%, < 90%",Tier 2,GM Pause
40,361,573,"> 80%, < 90%",Tier 2,GM Pause
4,37,574,"> 80%, < 90%",Tier 2,GM Pause
2,24,575,>90%,Tier 1,ISA On in Total Store
44,345,576,"> 80%, < 90%",Tier 2,GM Pause
40,362,577,"> 80%, < 90%",Tier 2,GM Pause
2,123,578,>90%,Tier 1,ISA On in Total Store
3,94,579,"> 80%, < 90%",Tier 2,GM Pause
9,116,580,"> 80%, < 90%",Tier 2,GM Pause
52,414,581,< 80%,Tier 3,Total Store ISA Pause
3,94,582,"> 80%, < 90%",Tier 2,GM Pause
2,121,583,>90%,Tier 1,ISA On in Total Store
41,260,584,"> 80%, < 90%",Tier 2,GM Pause
4,42,585,>90%,Tier 1,ISA On in Total Store
4,37,586,"> 80%, < 90%",Tier 2,GM Pause
41,152,587,"> 80%, < 90%",Tier 2,GM Pause
3,27,588,>90%,Tier 1,ISA On in Total Store
41,256,589,"> 80%, < 90%",Tier 2,GM Pause
5,48,590,"> 80%, < 90%",Tier 2,GM Pause
41,259,591,"> 80%, < 90%",Tier 2,GM Pause
47,406,592,< 80%,Tier 3,Total Store ISA Pause
3,28,593,"> 80%, < 90%",Tier 2,GM Pause
2,22,594,"> 80%, < 90%",Tier 2,GM Pause
6,569,595,"> 80%, < 90%",Tier 2,GM Pause
25,271,596,>90%,Tier 1,ISA On in Total Store
47,429,598,"> 80%, < 90%",Tier 2,GM Pause
4,124,599,"> 80%, < 90%",Tier 2,GM Pause
46,70,600,>90%,Tier 1,ISA On in Total Store
5,74,601,>90%,Tier 1,ISA On in Total Store
6,68,602,>90%,Tier 1,ISA On in Total Store
25,278,603,"> 80%, < 90%",Tier 2,GM Pause
14,7,604,>90%,Tier 1,ISA On in Total Store
4,29,605,>90%,Tier 1,ISA On in Total Store
4,29,606,< 80%,Tier 3,Total Store ISA Pause
44,349,607,"> 80%, < 90%",Tier 2,GM Pause
46,73,608,"> 80%, < 90%",Tier 2,GM Pause
25,275,609,"> 80%, < 90%",Tier 2,GM Pause
5,76,610,"> 80%, < 90%",Tier 2,GM Pause
46,387,611,"> 80%, < 90%",Tier 2,GM Pause
25,273,612,"> 80%, < 90%",Tier 2,GM Pause
3,94,613,"> 80%, < 90%",Tier 2,GM Pause
3,16,614,>90%,Tier 1,ISA On in Total Store
2,26,615,"> 80%, < 90%",Tier 2,GM Pause
4,38,616,"> 80%, < 90%",Tier 2,GM Pause
25,580,617,"> 80%, < 90%",Tier 2,GM Pause
2,26,618,"> 80%, < 90%",Tier 2,GM Pause
2,119,619,"> 80%, < 90%",Tier 2,GM Pause
4,124,620,< 80%,Tier 3,Total Store ISA Pause
4,37,621,< 80%,Tier 3,Total Store ISA Pause
44,344,622,"> 80%, < 90%",Tier 2,GM Pause
9,118,623,>90%,Tier 1,ISA On in Total Store
2,39,624,"> 80%, < 90%",Tier 2,GM Pause
4,37,625,"> 80%, < 90%",Tier 2,GM Pause
46,73,626,< 80%,Tier 3,Total Store ISA Pause
4,38,627,"> 80%, < 90%",Tier 2,GM Pause
4,36,628,< 80%,Tier 3,Total Store ISA Pause
4,42,629,"> 80%, < 90%",Tier 2,GM Pause
4,38,630,>90%,Tier 1,ISA On in Total Store
2,35,631,"> 80%, < 90%",Tier 2,GM Pause
4,36,632,< 80%,Tier 3,Total Store ISA Pause
25,279,633,>90%,Tier 1,ISA On in Total Store
4,38,634,"> 80%, < 90%",Tier 2,GM Pause
4,29,635,>90%,Tier 1,ISA On in Total Store
25,279,636,>90%,Tier 1,ISA On in Total Store
47,429,637,"> 80%, < 90%",Tier 2,GM Pause
4,42,638,< 80%,Tier 3,Total Store ISA Pause
3,28,639,< 80%,Tier 3,Total Store ISA Pause
2,35,640,"> 80%, < 90%",Tier 2,GM Pause
2,35,641,>90%,Tier 1,ISA On in Total Store
4,38,642,>90%,Tier 1,ISA On in Total Store
4,37,643,"> 80%, < 90%",Tier 2,GM Pause
2,39,644,"> 80%, < 90%",Tier 2,GM Pause
47,433,645,>90%,Tier 1,ISA On in Total Store
52,415,646,"> 80%, < 90%",Tier 2,GM Pause
52,414,647,"> 80%, < 90%",Tier 2,GM Pause
40,339,648,>90%,Tier 1,ISA On in Total Store
9,92,649,"> 80%, < 90%",Tier 2,GM Pause
13,66,651,>90%,Tier 1,ISA On in Total Store
47,406,652,"> 80%, < 90%",Tier 2,GM Pause
41,253,653,"> 80%, < 90%",Tier 2,GM Pause
41,253,655,"> 80%, < 90%",Tier 2,GM Pause
12,151,656,"> 80%, < 90%",Tier 2,GM Pause
41,152,657,"> 80%, < 90%",Tier 2,GM Pause
2,120,658,>90%,Tier 1,ISA On in Total Store
12,153,659,>90%,Tier 1,ISA On in Total Store
12,137,660,>90%,Tier 1,ISA On in Total Store
12,137,661,"> 80%, < 90%",Tier 2,GM Pause
12,137,662,"> 80%, < 90%",Tier 2,GM Pause
2,119,663,"> 80%, < 90%",Tier 2,GM Pause
47,406,664,>90%,Tier 1,ISA On in Total Store
41,257,665,>90%,Tier 1,ISA On in Total Store
9,115,666,"> 80%, < 90%",Tier 2,GM Pause
12,151,667,"> 80%, < 90%",Tier 2,GM Pause
41,152,668,"> 80%, < 90%",Tier 2,GM Pause
2,120,669,"> 80%, < 90%",Tier 2,GM Pause
14,2,670,"> 80%, < 90%",Tier 2,GM Pause
41,152,671,>90%,Tier 1,ISA On in Total Store
2,122,672,"> 80%, < 90%",Tier 2,GM Pause
12,149,673,"> 80%, < 90%",Tier 2,GM Pause
41,152,674,"> 80%, < 90%",Tier 2,GM Pause
41,146,675,"> 80%, < 90%",Tier 2,GM Pause
2,121,676,>90%,Tier 1,ISA On in Total Store
41,146,677,"> 80%, < 90%",Tier 2,GM Pause
2,123,678,>90%,Tier 1,ISA On in Total Store
2,123,680,"> 80%, < 90%",Tier 2,GM Pause
14,3,681,>90%,Tier 1,ISA On in Total Store
12,151,682,< 80%,Tier 3,Total Store ISA Pause
12,147,683,"> 80%, < 90%",Tier 2,GM Pause
12,147,684,>90%,Tier 1,ISA On in Total Store
2,123,685,"> 80%, < 90%",Tier 2,GM Pause
3,28,686,< 80%,Tier 3,Total Store ISA Pause
2,121,687,>90%,Tier 1,ISA On in Total Store
12,153,688,"> 80%, < 90%",Tier 2,GM Pause
41,257,689,>90%,Tier 1,ISA On in Total Store
4,124,690,< 80%,Tier 3,Total Store ISA Pause
14,3,691,"> 80%, < 90%",Tier 2,GM Pause
41,260,692,>90%,Tier 1,ISA On in Total Store
41,259,693,"> 80%, < 90%",Tier 2,GM Pause
41,254,694,>90%,Tier 1,ISA On in Total Store
12,149,695,>90%,Tier 1,ISA On in Total Store
41,258,696,"> 80%, < 90%",Tier 2,GM Pause
3,93,697,"> 80%, < 90%",Tier 2,GM Pause
2,119,698,>90%,Tier 1,ISA On in Total Store
12,136,699,>90%,Tier 1,ISA On in Total Store
14,8,700,"> 80%, < 90%",Tier 2,GM Pause
41,254,701,>90%,Tier 1,ISA On in Total Store
41,259,702,>90%,Tier 1,ISA On in Total Store
6,67,703,"> 80%, < 90%",Tier 2,GM Pause
9,89,705,"> 80%, < 90%",Tier 2,GM Pause
9,114,706,"> 80%, < 90%",Tier 2,GM Pause
12,136,707,< 80%,Tier 3,Total Store ISA Pause
13,140,708,< 80%,Tier 3,Total Store ISA Pause
41,256,709,"> 80%, < 90%",Tier 2,GM Pause
12,153,710,>90%,Tier 1,ISA On in Total Store
41,257,711,"> 80%, < 90%",Tier 2,GM Pause
12,5,712,"> 80%, < 90%",Tier 2,GM Pause
9,114,713,"> 80%, < 90%",Tier 2,GM Pause
42,327,714,>90%,Tier 1,ISA On in Total Store
14,11,715,"> 80%, < 90%",Tier 2,GM Pause
12,136,716,>90%,Tier 1,ISA On in Total Store
9,114,718,"> 80%, < 90%",Tier 2,GM Pause
41,257,719,>90%,Tier 1,ISA On in Total Store
41,260,720,>90%,Tier 1,ISA On in Total Store
9,118,721,"> 80%, < 90%",Tier 2,GM Pause
2,22,722,"> 80%, < 90%",Tier 2,GM Pause
14,7,723,"> 80%, < 90%",Tier 2,GM Pause
2,123,724,"> 80%, < 90%",Tier 2,GM Pause
9,114,725,>90%,Tier 1,ISA On in Total Store
14,10,726,>90%,Tier 1,ISA On in Total Store
2,22,727,"> 80%, < 90%",Tier 2,GM Pause
4,29,728,>90%,Tier 1,ISA On in Total Store
41,256,729,"> 80%, < 90%",Tier 2,GM Pause
14,10,730,>90%,Tier 1,ISA On in Total Store
14,11,731,"> 80%, < 90%",Tier 2,GM Pause
14,10,733,>90%,Tier 1,ISA On in Total Store
14,7,734,>90%,Tier 1,ISA On in Total Store
12,151,735,"> 80%, < 90%",Tier 2,GM Pause
41,253,736,"> 80%, < 90%",Tier 2,GM Pause
12,151,737,"> 80%, < 90%",Tier 2,GM Pause
12,147,738,< 80%,Tier 3,Total Store ISA Pause
41,258,739,>90%,Tier 1,ISA On in Total Store
14,7,740,>90%,Tier 1,ISA On in Total Store
2,121,741,"> 80%, < 90%",Tier 2,GM Pause
4,124,742,"> 80%, < 90%",Tier 2,GM Pause
44,353,743,>90%,Tier 1,ISA On in Total Store
6,59,744,>90%,Tier 1,ISA On in Total Store
2,19,745,"> 80%, < 90%",Tier 2,GM Pause
5,76,746,"> 80%, < 90%",Tier 2,GM Pause
25,341,747,>90%,Tier 1,ISA On in Total Store
52,414,748,"> 80%, < 90%",Tier 2,GM Pause
52,414,749,"> 80%, < 90%",Tier 2,GM Pause
52,415,750,"> 80%, < 90%",Tier 2,GM Pause
52,413,751,< 80%,Tier 3,Total Store ISA Pause
6,63,752,>90%,Tier 1,ISA On in Total Store
52,415,753,"> 80%, < 90%",Tier 2,GM Pause
3,30,754,"> 80%, < 90%",Tier 2,GM Pause
46,70,755,"> 80%, < 90%",Tier 2,GM Pause
2,120,756,< 80%,Tier 3,Total Store ISA Pause
6,77,757,>90%,Tier 1,ISA On in Total Store
3,32,758,>90%,Tier 1,ISA On in Total Store
9,116,759,"> 80%, < 90%",Tier 2,GM Pause
41,256,760,"> 80%, < 90%",Tier 2,GM Pause
13,129,761,"> 80%, < 90%",Tier 2,GM Pause
14,2,762,"> 80%, < 90%",Tier 2,GM Pause
14,11,764,"> 80%, < 90%",Tier 2,GM Pause
6,87,765,>90%,Tier 1,ISA On in Total Store
12,137,766,"> 80%, < 90%",Tier 2,GM Pause
3,101,767,"> 80%, < 90%",Tier 2,GM Pause
6,65,768,"> 80%, < 90%",Tier 2,GM Pause
9,115,769,< 80%,Tier 3,Total Store ISA Pause
47,406,770,>90%,Tier 1,ISA On in Total Store
9,92,771,< 80%,Tier 3,Total Store ISA Pause
6,64,772,>90%,Tier 1,ISA On in Total Store
13,134,773,"> 80%, < 90%",Tier 2,GM Pause
47,433,774,>90%,Tier 1,ISA On in Total Store
25,279,775,"> 80%, < 90%",Tier 2,GM Pause
47,432,776,"> 80%, < 90%",Tier 2,GM Pause
13,66,777,"> 80%, < 90%",Tier 2,GM Pause
9,118,778,"> 80%, < 90%",Tier 2,GM Pause
9,114,779,"> 80%, < 90%",Tier 2,GM Pause
2,25,780,>90%,Tier 1,ISA On in Total Store
5,81,781,>90%,Tier 1,ISA On in Total Store
46,88,782,"> 80%, < 90%",Tier 2,GM Pause
40,359,783,>90%,Tier 1,ISA On in Total Store
52,418,784,"> 80%, < 90%",Tier 2,GM Pause
13,141,785,"> 80%, < 90%",Tier 2,GM Pause
25,264,786,>90%,Tier 1,ISA On in Total Store
2,22,787,"> 80%, < 90%",Tier 2,GM Pause
42,328,788,"> 80%, < 90%",Tier 2,GM Pause
5,583,789,"> 80%, < 90%",Tier 2,GM Pause
47,429,790,>90%,Tier 1,ISA On in Total Store
6,78,791,"> 80%, < 90%",Tier 2,GM Pause
25,279,792,>90%,Tier 1,ISA On in Total Store
46,70,793,>90%,Tier 1,ISA On in Total Store
44,409,794,>90%,Tier 1,ISA On in Total Store
2,39,795,"> 80%, < 90%",Tier 2,GM Pause
25,279,796,>90%,Tier 1,ISA On in Total Store
52,418,797,"> 80%, < 90%",Tier 2,GM Pause
25,273,798,"> 80%, < 90%",Tier 2,GM Pause
47,406,799,"> 80%, < 90%",Tier 2,GM Pause
9,89,800,>90%,Tier 1,ISA On in Total Store
40,360,801,"> 80%, < 90%",Tier 2,GM Pause
53,263,802,< 80%,Tier 3,Total Store ISA Pause
13,128,803,>90%,Tier 1,ISA On in Total Store
5,48,804,< 80%,Tier 3,Total Store ISA Pause
40,340,805,"> 80%, < 90%",Tier 2,GM Pause
46,387,806,"> 80%, < 90%",Tier 2,GM Pause
5,50,807,"> 80%, < 90%",Tier 2,GM Pause
6,61,808,>90%,Tier 1,ISA On in Total Store
14,10,809,"> 80%, < 90%",Tier 2,GM Pause
52,426,810,"> 80%, < 90%",Tier 2,GM Pause
9,118,811,"> 80%, < 90%",Tier 2,GM Pause
46,70,812,>90%,Tier 1,ISA On in Total Store
5,81,813,>90%,Tier 1,ISA On in Total Store
9,107,814,>90%,Tier 1,ISA On in Total Store
40,336,815,>90%,Tier 1,ISA On in Total Store
13,141,816,>90%,Tier 1,ISA On in Total Store
9,90,817,"> 80%, < 90%",Tier 2,GM Pause
14,15,818,"> 80%, < 90%",Tier 2,GM Pause
9,105,819,>90%,Tier 1,ISA On in Total Store
40,359,820,>90%,Tier 1,ISA On in Total Store
46,71,821,< 80%,Tier 3,Total Store ISA Pause
46,70,822,>90%,Tier 1,ISA On in Total Store
44,345,823,"> 80%, < 90%",Tier 2,GM Pause
46,385,824,"> 80%, < 90%",Tier 2,GM Pause
41,257,825,>90%,Tier 1,ISA On in Total Store
46,375,826,>90%,Tier 1,ISA On in Total Store
5,45,827,"> 80%, < 90%",Tier 2,GM Pause
25,251,828,>90%,Tier 1,ISA On in Total Store
46,385,829,>90%,Tier 1,ISA On in Total Store
25,279,830,"> 80%, < 90%",Tier 2,GM Pause
46,385,831,>90%,Tier 1,ISA On in Total Store
25,271,833,>90%,Tier 1,ISA On in Total Store
40,360,834,"> 80%, < 90%",Tier 2,GM Pause
46,385,835,>90%,Tier 1,ISA On in Total Store
3,28,836,< 80%,Tier 3,Total Store ISA Pause
40,333,837,"> 80%, < 90%",Tier 2,GM Pause
44,345,838,"> 80%, < 90%",Tier 2,GM Pause
13,130,839,>90%,Tier 1,ISA On in Total Store
59,554,840,"> 80%, < 90%",Tier 2,GM Pause
52,415,841,>90%,Tier 1,ISA On in Total Store
47,389,842,"> 80%, < 90%",Tier 2,GM Pause
3,27,843,"> 80%, < 90%",Tier 2,GM Pause
25,262,844,"> 80%, < 90%",Tier 2,GM Pause
40,357,845,< 80%,Tier 3,Total Store ISA Pause
6,85,846,"> 80%, < 90%",Tier 2,GM Pause
53,441,847,"> 80%, < 90%",Tier 2,GM Pause
12,144,848,>90%,Tier 1,ISA On in Total Store
6,59,849,>90%,Tier 1,ISA On in Total Store
46,385,850,>90%,Tier 1,ISA On in Total Store
46,387,851,"> 80%, < 90%",Tier 2,GM Pause
25,262,852,"> 80%, < 90%",Tier 2,GM Pause
14,1,853,"> 80%, < 90%",Tier 2,GM Pause
21,246,854,"> 80%, < 90%",Tier 2,GM Pause
2,22,855,>90%,Tier 1,ISA On in Total Store
2,22,856,>90%,Tier 1,ISA On in Total Store
3,94,857,"> 80%, < 90%",Tier 2,GM Pause
3,97,858,"> 80%, < 90%",Tier 2,GM Pause
9,116,859,>90%,Tier 1,ISA On in Total Store
3,94,860,"> 80%, < 90%",Tier 2,GM Pause
46,71,861,>90%,Tier 1,ISA On in Total Store
3,28,862,"> 80%, < 90%",Tier 2,GM Pause
14,10,863,>90%,Tier 1,ISA On in Total Store
3,28,864,"> 80%, < 90%",Tier 2,GM Pause
6,87,865,>90%,Tier 1,ISA On in Total Store
14,1,866,>90%,Tier 1,ISA On in Total Store
47,429,867,"> 80%, < 90%",Tier 2,GM Pause
46,387,868,"> 80%, < 90%",Tier 2,GM Pause
46,375,869,>90%,Tier 1,ISA On in Total Store
25,580,870,"> 80%, < 90%",Tier 2,GM Pause
40,333,871,< 80%,Tier 3,Total Store ISA Pause
6,62,872,"> 80%, < 90%",Tier 2,GM Pause
46,375,873,>90%,Tier 1,ISA On in Total Store
13,141,874,>90%,Tier 1,ISA On in Total Store
13,140,875,>90%,Tier 1,ISA On in Total Store
42,127,876,"> 80%, < 90%",Tier 2,GM Pause
26,309,877,>90%,Tier 1,ISA On in Total Store
2,24,878,>90%,Tier 1,ISA On in Total Store
41,152,879,"> 80%, < 90%",Tier 2,GM Pause
5,50,880,>90%,Tier 1,ISA On in Total Store
4,41,881,>90%,Tier 1,ISA On in Total Store
53,425,882,"> 80%, < 90%",Tier 2,GM Pause
25,249,884,"> 80%, < 90%",Tier 2,GM Pause
47,433,885,< 80%,Tier 3,Total Store ISA Pause
52,426,886,< 80%,Tier 3,Total Store ISA Pause
13,141,887,>90%,Tier 1,ISA On in Total Store
42,334,888,>90%,Tier 1,ISA On in Total Store
3,27,889,"> 80%, < 90%",Tier 2,GM Pause
9,91,890,"> 80%, < 90%",Tier 2,GM Pause
25,279,891,>90%,Tier 1,ISA On in Total Store
52,414,892,< 80%,Tier 3,Total Store ISA Pause
44,349,893,< 80%,Tier 3,Total Store ISA Pause
44,356,894,"> 80%, < 90%",Tier 2,GM Pause
40,336,895,>90%,Tier 1,ISA On in Total Store
5,49,896,>90%,Tier 1,ISA On in Total Store
46,73,897,"> 80%, < 90%",Tier 2,GM Pause
46,73,898,"> 80%, < 90%",Tier 2,GM Pause
3,27,899,>90%,Tier 1,ISA On in Total Store
46,70,900,>90%,Tier 1,ISA On in Total Store
6,77,901,"> 80%, < 90%",Tier 2,GM Pause
25,251,902,"> 80%, < 90%",Tier 2,GM Pause
13,140,903,"> 80%, < 90%",Tier 2,GM Pause
14,1,904,"> 80%, < 90%",Tier 2,GM Pause
47,379,905,>90%,Tier 1,ISA On in Total Store
46,384,906,"> 80%, < 90%",Tier 2,GM Pause
3,32,907,>90%,Tier 1,ISA On in Total Store
9,90,908,>90%,Tier 1,ISA On in Total Store
13,125,909,>90%,Tier 1,ISA On in Total Store
53,442,910,>90%,Tier 1,ISA On in Total Store
13,125,912,>90%,Tier 1,ISA On in Total Store
53,425,913,"> 80%, < 90%",Tier 2,GM Pause
42,322,914,"> 80%, < 90%",Tier 2,GM Pause
6,62,915,>90%,Tier 1,ISA On in Total Store
13,141,916,>90%,Tier 1,ISA On in Total Store
5,81,917,>90%,Tier 1,ISA On in Total Store
5,46,918,>90%,Tier 1,ISA On in Total Store
14,15,919,>90%,Tier 1,ISA On in Total Store
59,554,920,>90%,Tier 1,ISA On in Total Store
54,388,921,"> 80%, < 90%",Tier 2,GM Pause
25,243,922,"> 80%, < 90%",Tier 2,GM Pause
25,482,923,"> 80%, < 90%",Tier 2,GM Pause
54,378,924,>90%,Tier 1,ISA On in Total Store
9,114,925,"> 80%, < 90%",Tier 2,GM Pause
46,71,927,>90%,Tier 1,ISA On in Total Store
3,98,928,"> 80%, < 90%",Tier 2,GM Pause
9,107,929,>90%,Tier 1,ISA On in Total Store
14,8,930,>90%,Tier 1,ISA On in Total Store
9,92,931,>90%,Tier 1,ISA On in Total Store
3,16,932,>90%,Tier 1,ISA On in Total Store
53,263,933,>90%,Tier 1,ISA On in Total Store
14,1,934,"> 80%, < 90%",Tier 2,GM Pause
13,130,935,>90%,Tier 1,ISA On in Total Store
25,273,936,"> 80%, < 90%",Tier 2,GM Pause
2,26,937,>90%,Tier 1,ISA On in Total Store
14,8,938,>90%,Tier 1,ISA On in Total Store
5,76,939,"> 80%, < 90%",Tier 2,GM Pause
5,479,940,>90%,Tier 1,ISA On in Total Store
9,116,941,>90%,Tier 1,ISA On in Total Store
9,89,942,"> 80%, < 90%",Tier 2,GM Pause
9,91,943,>90%,Tier 1,ISA On in Total Store
14,15,944,< 80%,Tier 3,Total Store ISA Pause
46,71,945,"> 80%, < 90%",Tier 2,GM Pause
44,350,947,>90%,Tier 1,ISA On in Total Store
4,304,948,"> 80%, < 90%",Tier 2,GM Pause
12,145,950,>90%,Tier 1,ISA On in Total Store
6,85,951,"> 80%, < 90%",Tier 2,GM Pause
3,27,952,"> 80%, < 90%",Tier 2,GM Pause
54,378,953,>90%,Tier 1,ISA On in Total Store
13,141,954,>90%,Tier 1,ISA On in Total Store
9,91,955,>90%,Tier 1,ISA On in Total Store
9,92,956,>90%,Tier 1,ISA On in Total Store
25,279,957,"> 80%, < 90%",Tier 2,GM Pause
53,263,958,"> 80%, < 90%",Tier 2,GM Pause
9,89,959,"> 80%, < 90%",Tier 2,GM Pause
3,93,960,>90%,Tier 1,ISA On in Total Store
13,129,961,>90%,Tier 1,ISA On in Total Store
47,389,962,>90%,Tier 1,ISA On in Total Store
5,48,963,"> 80%, < 90%",Tier 2,GM Pause
46,505,964,"> 80%, < 90%",Tier 2,GM Pause
53,438,965,"> 80%, < 90%",Tier 2,GM Pause
46,375,966,>90%,Tier 1,ISA On in Total Store
9,104,967,"> 80%, < 90%",Tier 2,GM Pause
9,116,968,"> 80%, < 90%",Tier 2,GM Pause
13,143,969,"> 80%, < 90%",Tier 2,GM Pause
13,143,970,>90%,Tier 1,ISA On in Total Store
53,438,971,< 80%,Tier 3,Total Store ISA Pause
5,479,972,>90%,Tier 1,ISA On in Total Store
9,92,973,< 80%,Tier 3,Total Store ISA Pause
9,92,974,>90%,Tier 1,ISA On in Total Store
44,350,975,>90%,Tier 1,ISA On in Total Store
42,135,976,"> 80%, < 90%",Tier 2,GM Pause
3,98,977,< 80%,Tier 3,Total Store ISA Pause
47,406,978,"> 80%, < 90%",Tier 2,GM Pause
53,438,979,< 80%,Tier 3,Total Store ISA Pause
54,378,980,>90%,Tier 1,ISA On in Total Store
14,138,981,"> 80%, < 90%",Tier 2,GM Pause
53,425,982,< 80%,Tier 3,Total Store ISA Pause
47,391,984,"> 80%, < 90%",Tier 2,GM Pause
52,418,985,"> 80%, < 90%",Tier 2,GM Pause
54,388,986,"> 80%, < 90%",Tier 2,GM Pause
9,105,987,>90%,Tier 1,ISA On in Total Store
9,104,988,>90%,Tier 1,ISA On in Total Store
14,14,990,"> 80%, < 90%",Tier 2,GM Pause
14,1,991,"> 80%, < 90%",Tier 2,GM Pause
44,356,992,"> 80%, < 90%",Tier 2,GM Pause
47,407,993,< 80%,Tier 3,Total Store ISA Pause
9,104,994,"> 80%, < 90%",Tier 2,GM Pause
25,251,995,>90%,Tier 1,ISA On in Total Store
25,251,996,>90%,Tier 1,ISA On in Total Store
59,485,998,>90%,Tier 1,ISA On in Total Store
6,86,999,>90%,Tier 1,ISA On in Total Store
6,569,1000,"> 80%, < 90%",Tier 2,GM Pause
47,389,1001,"> 80%, < 90%",Tier 2,GM Pause
25,580,1002,>90%,Tier 1,ISA On in Total Store
25,262,1003,>90%,Tier 1,ISA On in Total Store
9,115,1004,"> 80%, < 90%",Tier 2,GM Pause
52,426,1005,< 80%,Tier 3,Total Store ISA Pause
3,27,1006,>90%,Tier 1,ISA On in Total Store
53,438,1007,"> 80%, < 90%",Tier 2,GM Pause
54,378,1008,"> 80%, < 90%",Tier 2,GM Pause
40,333,1009,"> 80%, < 90%",Tier 2,GM Pause
26,309,1010,< 80%,Tier 3,Total Store ISA Pause
4,29,1011,"> 80%, < 90%",Tier 2,GM Pause
53,444,1012,"> 80%, < 90%",Tier 2,GM Pause
25,251,1013,< 80%,Tier 3,Total Store ISA Pause
40,361,1014,"> 80%, < 90%",Tier 2,GM Pause
46,505,1015,"> 80%, < 90%",Tier 2,GM Pause
13,129,1016,>90%,Tier 1,ISA On in Total Store
4,38,1017,"> 80%, < 90%",Tier 2,GM Pause
3,28,1018,"> 80%, < 90%",Tier 2,GM Pause
47,389,1019,"> 80%, < 90%",Tier 2,GM Pause
53,425,1020,"> 80%, < 90%",Tier 2,GM Pause
40,339,1021,>90%,Tier 1,ISA On in Total Store
5,45,1022,"> 80%, < 90%",Tier 2,GM Pause
20,311,1023,"> 80%, < 90%",Tier 2,GM Pause
3,30,1024,>90%,Tier 1,ISA On in Total Store
13,141,1025,>90%,Tier 1,ISA On in Total Store
25,580,1026,"> 80%, < 90%",Tier 2,GM Pause
4,306,1027,>90%,Tier 1,ISA On in Total Store
25,278,1028,"> 80%, < 90%",Tier 2,GM Pause
9,104,1029,>90%,Tier 1,ISA On in Total Store
4,38,1030,>90%,Tier 1,ISA On in Total Store
14,15,1032,>90%,Tier 1,ISA On in Total Store
25,243,1033,>90%,Tier 1,ISA On in Total Store
4,305,1034,"> 80%, < 90%",Tier 2,GM Pause
4,42,1035,"> 80%, < 90%",Tier 2,GM Pause
2,294,1036,>90%,Tier 1,ISA On in Total Store
4,36,1037,>90%,Tier 1,ISA On in Total Store
53,425,1038,>90%,Tier 1,ISA On in Total Store
4,304,1039,>90%,Tier 1,ISA On in Total Store
6,65,1040,"> 80%, < 90%",Tier 2,GM Pause
6,569,1041,>90%,Tier 1,ISA On in Total Store
6,85,1042,"> 80%, < 90%",Tier 2,GM Pause
44,350,1043,>90%,Tier 1,ISA On in Total Store
5,45,1044,>90%,Tier 1,ISA On in Total Store
47,379,1045,>90%,Tier 1,ISA On in Total Store
46,88,1046,< 80%,Tier 3,Total Store ISA Pause
2,22,1047,"> 80%, < 90%",Tier 2,GM Pause
41,257,1048,>90%,Tier 1,ISA On in Total Store
46,71,1051,>90%,Tier 1,ISA On in Total Store
14,11,1052,"> 80%, < 90%",Tier 2,GM Pause
41,242,1053,"> 80%, < 90%",Tier 2,GM Pause
47,411,1054,"> 80%, < 90%",Tier 2,GM Pause
5,583,1055,"> 80%, < 90%",Tier 2,GM Pause
44,353,1056,"> 80%, < 90%",Tier 2,GM Pause
