STORE_NUMBER,DC_NUMBER,WMT ITEM NUMBER,ITEM DESCRIPTION,CASE QUANTITY,RETURN AUTHORIZATION
5965,6092,655628553,STEM ANT RCH FLY 12Z,22,8055803095
21,6069,655628553,STEM ANT RCH FLY 12Z,30,8804892782
161,6066,655628553,STEM ANT RCH FLY 12Z,29,8854892710
1064,6070,655628553,STEM ANT RCH FLY 12Z,29,9355573091
2150,7033,676499866,GLD AER 1CT APPLE,54,7310183776
4697,7045,655123567,GLD OIL CASH 7CT,15,8705682839
5105,7045,655123567,GLD OIL CASH 7CT,13,8705682836
5057,6066,655123567,GLD OIL CASH 7CT,15,8854892719
406,6066,655123567,GLD OIL CASH 7CT,15,8854892724
3453,6043,655123567,GLD OIL CASH 7CT,14,8310402832
2637,6080,655123567,GLD OIL CASH 7CT,15,9155485309
4340,7033,655123567,GLD OIL CASH 7CT,16,7310183748
1479,6092,655123567,GLD OIL CASH 7CT,14,8055803148
5082,6024,655123567,GLD OIL CASH 7CT,18,8310603082
2244,6024,655123567,GLD OIL CASH 7CT,15,8310603084
5239,7034,655123567,GLD OIL CASH 7CT,15,6905383138
2795,6023,655123567,GLD OIL CASH 7CT,15,7955803128
5753,6023,655123567,GLD OIL CASH 7CT,15,7955803129
2438,6023,655123567,GLD OIL CASH 7CT,15,7955803130
1963,6021,655123567,GLD OIL CASH 7CT,16,4708974090
4430,6031,655123567,GLD OIL CASH 7CT,14,6710182914
2857,6035,655123567,GLD OIL CASH 7CT,14,5405573049
4337,6031,655123567,GLD OIL CASH 7CT,13,6710182909
297,7036,655123658,GLD OIL HAW 7CT,15,2655962616
849,7036,655123658,GLD OIL HAW 7CT,15,2655962614
5091,7036,655123658,GLD OIL HAW 7CT,15,2655962617
194,7036,655123658,GLD OIL HAW 7CT,15,2655962618
3597,6092,655123658,GLD OIL HAW 7CT,15,8055803110
1736,7034,655123658,GLD OIL HAW 7CT,13,6905383113
2996,6068,655123658,GLD OIL HAW 7CT,15,7405683643
777,6048,655123658,GLD OIL HAW 7CT,15,7205382651
807,6068,655123658,GLD OIL HAW 7CT,16,7405683647
2648,6026,655123658,GLD OIL HAW 7CT,14,7155383003
2583,6080,655123658,GLD OIL HAW 7CT,14,9155485308
1071,6069,655123658,GLD OIL HAW 7CT,16,8804892896
1549,6031,655123658,GLD OIL HAW 7CT,13,6710182923
4340,7033,655123658,GLD OIL HAW 7CT,16,7310183748
5191,6036,655123658,GLD OIL HAW 7CT,16,1403955491
151,6094,655123658,GLD OIL HAW 7CT,15,8372502003
912,6011,655123658,GLD OIL HAW 7CT,15,8255802606
120,6066,655123658,GLD OIL HAW 7CT,16,8854892699
3621,6054,659086496,MURPHY OIL SOAP 90OZ,13,1316751980
1544,7045,659086496,MURPHY OIL SOAP 90OZ,13,8705682869
2204,6092,659086496,MURPHY OIL SOAP 90OZ,11,8055803170
639,6010,659086496,MURPHY OIL SOAP 90OZ,5,8355802678
3564,7034,659086496,MURPHY OIL SOAP 90OZ,12,6905383096
5731,7045,655703783,MRCLN FRK UNSTOP SK,25,8705682821
2871,7034,655703783,MRCLN FRK UNSTOP SK,24,6905383089
410,6066,655703783,MRCLN FRK UNSTOP SK,26,8854892720
5099,7026,655703783,MRCLN FRK UNSTOP SK,27,6955382710
1527,6023,655703783,MRCLN FRK UNSTOP SK,25,7955803116
2385,6037,655703783,MRCLN FRK UNSTOP SK,24,7255383046
2287,6027,655703783,MRCLN FRK UNSTOP SK,20,7110483068
1111,6070,655703783,MRCLN FRK UNSTOP SK,23,9355573095
1906,6030,655703782,MRCL FRK LEM SK RF,26,6855383084
2050,7033,655703782,MRCL FRK LEM SK RF,25,7310183790
5476,7034,655703782,MRCL FRK LEM SK RF,28,6905383119
1781,6038,655703782,MRCL FRK LEM SK RF,20,8005683022
7280,6006,655533604,GAIN ORIG EZS 24.3OZ,19,7205682772
3661,6012,655533604,GAIN ORIG EZS 24.3OZ,18,9955572863
5325,7038,655533604,GAIN ORIG EZS 24.3OZ,18,7110182967
1541,7038,655533604,GAIN ORIG EZS 24.3OZ,19,7110182969
1021,6069,655533604,GAIN ORIG EZS 24.3OZ,19,8804892893
1995,7026,655533604,GAIN ORIG EZS 24.3OZ,18,6955382733
5227,7045,655533604,GAIN ORIG EZS 24.3OZ,16,8705682873
2549,6037,655533604,GAIN ORIG EZS 24.3OZ,22,7255383028
794,6035,655534701,DAWN EZ AB APL 14.7,4,5405573087
2588,6027,655534701,DAWN EZ AB APL 14.7,27,7110483106
1981,6023,655534701,DAWN EZ AB APL 14.7,23,7955803137
1087,7038,655534701,DAWN EZ AB APL 14.7,26,7110182974
264,6066,655534701,DAWN EZ AB APL 14.7,21,8854892733
970,6011,655534701,DAWN EZ AB APL 14.7,23,8255802609
5968,6023,655534693,DAWN U EZS AB ORG 22,17,7955803072
3259,7026,655534693,DAWN U EZS AB ORG 22,22,6955382697
1279,7036,655534693,DAWN U EZS AB ORG 22,22,2655962719
796,6092,655534693,DAWN U EZS AB ORG 22,22,8055803191
1315,6019,655534693,DAWN U EZS AB ORG 22,19,2556062990
2208,6080,655534693,DAWN U EZS AB ORG 22,22,9155485323
2537,6026,655534693,DAWN U EZS AB ORG 22,22,7155383000
3495,6066,655533626,GAIN ORIGINAL 90OZ,9,8854892725
277,6068,655533626,GAIN ORIGINAL 90OZ,38,7405683577
4284,6019,655533626,GAIN ORIGINAL 90OZ,8,2556062951
905,6019,655533626,GAIN ORIGINAL 90OZ,8,2556062948
2175,6094,655533626,GAIN ORIGINAL 90OZ,9,8372502044
3188,6054,655533626,GAIN ORIGINAL 90OZ,37,1316752026
5294,6080,655533626,GAIN ORIGINAL 90OZ,34,9155485339
2405,6027,655533626,GAIN ORIGINAL 90OZ,9,7110483078
1329,6092,655533626,GAIN ORIGINAL 90OZ,37,8055803193
4678,7026,655533626,GAIN ORIGINAL 90OZ,8,6955382687
1292,7045,655533626,GAIN ORIGINAL 90OZ,9,8705682888
31,6094,658085521,CASC COMP FRESH 43CT,11,8372501942
6300,6068,658085521,CASC COMP FRESH 43CT,12,7405683540
6397,7038,658085521,CASC COMP FRESH 43CT,11,7110182930
815,6069,658085521,CASC COMP FRESH 43CT,11,8804892862
5446,7045,658085521,CASC COMP FRESH 43CT,12,8705682856
886,6009,658085521,CASC COMP FRESH 43CT,12,1366751788
4048,6048,658085521,CASC COMP FRESH 43CT,11,7205382636
3136,6012,658085521,CASC COMP FRESH 43CT,11,9955572893
1314,6054,658085521,CASC COMP FRESH 43CT,12,1316752031
3403,6054,658085521,CASC COMP FRESH 43CT,12,1316752038
1314,6054,658085521,CASC COMP FRESH 43CT,12,1316752059
3403,6054,658085521,CASC COMP FRESH 43CT,12,1316752061
5772,7035,658085521,CASC COMP FRESH 43CT,10,9905573814
3228,6027,658085521,CASC COMP FRESH 43CT,12,7110483038
224,6069,658085521,CASC COMP FRESH 43CT,12,8804892877
4239,6026,658085521,CASC COMP FRESH 43CT,26,7155382959
722,6054,658085521,CASC COMP FRESH 43CT,11,1316752037
722,6054,658085521,CASC COMP FRESH 43CT,11,1316752062
200,6009,655351286,EQ NPR LAV 16OZ,13,5254112771
2812,6025,655351286,EQ NPR LAV 16OZ,24,4504112587
4370,6026,655351286,EQ NPR LAV 16OZ,19,4004112581
3267,6035,655351286,EQ NPR LAV 16OZ,23,4604112620
5056,6048,655351286,EQ NPR LAV 16OZ,11,4554112083
909,6048,655351286,EQ NPR LAV 16OZ,12,4554112084
4112,6016,655351286,EQ NPR LAV 16OZ,12,4304112691
2250,6017,655351286,EQ NPR LAV 16OZ,23,4607662358
1702,7038,657462114,ELLO 3.4C 2PK COLRLK,10,4566135311
5077,6080,657462114,ELLO 3.4C 2PK COLRLK,9,5854227775
5178,6080,657462114,ELLO 3.4C 2PK COLRLK,10,5854227776
2335,7039,657462114,ELLO 3.4C 2PK COLRLK,9,6709037212
5438,7039,657462114,ELLO 3.4C 2PK COLRLK,11,6709037210
1176,7039,657462114,ELLO 3.4C 2PK COLRLK,9,6709037211
3716,7035,655561525,OT 30QT COOLER GRY,16,6437272066
2767,6031,655561525,OT 30QT COOLER GRY,15,7483680358
906,6031,655561525,OT 30QT COOLER GRY,14,7483680359
5803,7035,655561526,OT 10QT COOLER GRY,21,6437272064
3589,7026,655561526,OT 10QT COOLER GRY,15,7983011215
3469,6080,655561526,OT 10QT COOLER GRY,17,8337611565
3708,6026,655561526,OT 10QT COOLER GRY,21,7533670414
4284,6019,655561526,OT 10QT COOLER GRY,14,5032421798
5497,6038,655024431,"BST 2"" ANG BRUSH",5,7955543275
2629,6030,665113677,"GOOD 1"" AS POLYBRUSH",11,9455633232
5492,6012,665113677,"GOOD 1"" AS POLYBRUSH",11,9005633776
1994,6038,655024434,"BST 1.5"" ANG BRUSH",4,7955543273
3017,6066,657966052,DF 4.5LB FIRELOGS,132,5432691556
5200,7034,657966052,DF 4.5LB FIRELOGS,134,4283750296
1626,6094,655627416,MS 3 TIER PLAS CART,25,4209466217
137,6094,655627416,MS 3 TIER PLAS CART,18,4209466218
5858,6031,655627416,MS 3 TIER PLAS CART,26,3204265001
1400,6054,655627416,MS 3 TIER PLAS CART,25,1003706138
647,6009,655627416,MS 3 TIER PLAS CART,21,9654575388
5115,6009,655627416,MS 3 TIER PLAS CART,23,9654575389
793,6012,655627416,MS 3 TIER PLAS CART,25,5554955571
348,6018,657463540,MS 1.5IN MTOP F,6,4254254455
19,6018,657463540,MS 1.5IN MTOP F,5,4254254456
2834,6068,657463540,MS 1.5IN MTOP F,5,4303705271
3492,6035,657463540,MS 1.5IN MTOP F,4,3504184855
1720,6054,657463540,MS 1.5IN MTOP F,5,1753604401
1035,6070,657463540,MS 1.5IN MTOP F,4,8604244552
1209,6070,657463540,MS 1.5IN MTOP F,3,8604244554
5085,6070,657463540,MS 1.5IN MTOP F,4,8604244551
5320,6070,657463540,MS 1.5IN MTOP F,3,8604244550
948,6070,657463540,MS 1.5IN MTOP F,5,8604244553
2359,6027,657463540,MS 1.5IN MTOP F,5,4253705441
2446,6080,657463540,MS 1.5IN MTOP F,4,3104224420
3514,6027,657463540,MS 1.5IN MTOP F,4,4253705443
4612,6080,657463540,MS 1.5IN MTOP F,4,3104224421
1136,6048,657463540,MS 1.5IN MTOP F,5,8704244634
4679,6048,657463540,MS 1.5IN MTOP F,4,8704244635
1016,6048,657463540,MS 1.5IN MTOP F,5,8704244636
2300,6027,657463540,MS 1.5IN MTOP F,5,4253705442
2294,6080,657463540,MS 1.5IN MTOP F,4,3104224422
1301,7045,657463540,MS 1.5IN MTOP F,5,3554914220
1335,7045,657463540,MS 1.5IN MTOP F,6,3554914224
1344,7045,657463540,MS 1.5IN MTOP F,6,3554914222
2083,7045,657463540,MS 1.5IN MTOP F,5,3554914221
5358,7045,657463540,MS 1.5IN MTOP F,6,3554914223
2445,7034,657463540,MS 1.5IN MTOP F,3,3504914259
5130,7034,657463540,MS 1.5IN MTOP F,4,3504914260
5944,7034,657463540,MS 1.5IN MTOP F,3,3504914261
1977,7034,657463540,MS 1.5IN MTOP F,5,3504914262
45,6018,657463540,MS 1.5IN MTOP F,5,4254254460
1767,6040,657463540,MS 1.5IN MTOP F,4,4354254532
586,6040,657463540,MS 1.5IN MTOP F,6,4354254529
4273,6040,657463540,MS 1.5IN MTOP F,6,4354254533
5254,6040,657463540,MS 1.5IN MTOP F,3,4354254528
1191,6040,657463540,MS 1.5IN MTOP F,4,4354254531
1321,6040,657463540,MS 1.5IN MTOP F,4,4354254527
1037,6040,657463540,MS 1.5IN MTOP F,5,4354254530
123,6094,657463541,MS 1.5IN MTOP T/TXL,4,6409025428
141,6094,657463541,MS 1.5IN MTOP T/TXL,4,6409025429
178,6094,657463541,MS 1.5IN MTOP T/TXL,10,6409025431
838,6094,657463541,MS 1.5IN MTOP T/TXL,4,6409025430
5261,6094,657463541,MS 1.5IN MTOP T/TXL,5,6409025432
1825,7045,657463541,MS 1.5IN MTOP T/TXL,4,3554914211
2337,7045,657463541,MS 1.5IN MTOP T/TXL,4,3554914212
2566,7045,657463541,MS 1.5IN MTOP T/TXL,5,3554914219
3344,7045,657463541,MS 1.5IN MTOP T/TXL,5,3554914210
3639,7045,657463541,MS 1.5IN MTOP T/TXL,3,3554914216
4638,7045,657463541,MS 1.5IN MTOP T/TXL,4,3554914213
5228,7045,657463541,MS 1.5IN MTOP T/TXL,4,3554914215
5319,7045,657463541,MS 1.5IN MTOP T/TXL,6,3554914217
6951,7045,657463541,MS 1.5IN MTOP T/TXL,3,3554914214
1406,7045,657463541,MS 1.5IN MTOP T/TXL,5,3554914218
449,6048,657463541,MS 1.5IN MTOP T/TXL,3,8704244632
457,6048,657463541,MS 1.5IN MTOP T/TXL,3,8704244633
1135,6040,657463541,MS 1.5IN MTOP T/TXL,3,4354254520
1236,6040,657463541,MS 1.5IN MTOP T/TXL,3,4354254518
1321,6040,657463541,MS 1.5IN MTOP T/TXL,3,4354254512
1953,6040,657463541,MS 1.5IN MTOP T/TXL,3,4354254513
2929,6040,657463541,MS 1.5IN MTOP T/TXL,5,4354254514
3595,6040,657463541,MS 1.5IN MTOP T/TXL,4,4354254517
4273,6040,657463541,MS 1.5IN MTOP T/TXL,3,4354254516
4384,6040,657463541,MS 1.5IN MTOP T/TXL,6,4354254515
4459,6040,657463541,MS 1.5IN MTOP T/TXL,3,4354254511
511,6040,657463541,MS 1.5IN MTOP T/TXL,3,4354254519
6879,6040,657463541,MS 1.5IN MTOP T/TXL,4,4354254521
2225,6030,657463541,MS 1.5IN MTOP T/TXL,7,3204224615
3773,6068,657463541,MS 1.5IN MTOP T/TXL,6,4303705273
1043,6068,657463541,MS 1.5IN MTOP T/TXL,4,4303705274
1151,6035,657463541,MS 1.5IN MTOP T/TXL,4,3504184859
1599,6035,657463541,MS 1.5IN MTOP T/TXL,4,3504184856
1943,6035,657463541,MS 1.5IN MTOP T/TXL,9,3504184861
2490,6035,657463541,MS 1.5IN MTOP T/TXL,5,3504184857
3278,6035,657463541,MS 1.5IN MTOP T/TXL,5,3504184860
4475,6035,657463541,MS 1.5IN MTOP T/TXL,3,3504184858
1857,6027,657463541,MS 1.5IN MTOP T/TXL,3,4253705445
2506,6027,657463541,MS 1.5IN MTOP T/TXL,6,4253705444
677,6018,657463541,MS 1.5IN MTOP T/TXL,3,4254254458
2575,6018,657463541,MS 1.5IN MTOP T/TXL,5,4254254459
2503,6080,657463541,MS 1.5IN MTOP T/TXL,3,3104224423
588,6010,657463541,MS 1.5IN MTOP T/TXL,7,8654244254
3119,6010,657463541,MS 1.5IN MTOP T/TXL,3,8654244255
2860,6010,657463541,MS 1.5IN MTOP T/TXL,5,8654244256
2575,6018,657463541,MS 1.5IN MTOP T/TXL,5,4254254464
677,6018,657463541,MS 1.5IN MTOP T/TXL,3,4254254463
2,6094,657463557,MS 1.5IN MTOP K,8,6409025426
4,6094,657463557,MS 1.5IN MTOP K,6,6409025427
2790,7045,657463557,MS 1.5IN MTOP K,8,3554914208
2809,7045,657463557,MS 1.5IN MTOP K,8,3554914209
5879,6070,657463557,MS 1.5IN MTOP K,5,8604244548
4521,6070,657463557,MS 1.5IN MTOP K,7,8604244549
1056,6068,657463557,MS 1.5IN MTOP K,7,4303705272
632,6040,657463557,MS 1.5IN MTOP K,7,4354254523
1135,6040,657463557,MS 1.5IN MTOP K,6,4354254524
1392,6040,657463557,MS 1.5IN MTOP K,8,4354254525
4564,6040,657463557,MS 1.5IN MTOP K,7,4354254522
1921,7034,657463557,MS 1.5IN MTOP K,9,3504914258
5229,7034,657463557,MS 1.5IN MTOP K,8,3504914257
1964,6030,655203070,NTV COCONUT&VAN BW3Z,28,9305573003
3255,6092,655246167,DOVE CHERRY 4BAR,18,4103733098
1610,6038,655246167,DOVE CHERRY 4BAR,16,8953712978
964,6012,655246167,DOVE CHERRY 4BAR,17,4905682311
1771,6043,655246167,DOVE CHERRY 4BAR,18,7755682930
3516,7033,655246167,DOVE CHERRY 4BAR,18,8703715793
2334,7034,655534593,OLAY BW EXFOLIATE33Z,28,7605683338
1121,6010,655534593,OLAY BW EXFOLIATE33Z,23,7555682327
2341,6030,655534593,OLAY BW EXFOLIATE33Z,23,9305572994
569,6066,655534447,OS WC BW EAGLFNGS24Z,45,8908512669
3403,6054,655534447,OS WC BW EAGLFNGS24Z,45,4066710878
2365,6080,655534447,OS WC BW EAGLFNGS24Z,42,9654048836
3350,7033,655534379,OS SWGR BW TWIN 48Z,19,8703715813
1847,7035,655534379,OS SWGR BW TWIN 48Z,20,9953825366
3837,7039,655534379,OS SWGR BW TWIN 48Z,20,5953792646
118,6006,655534442,OLAY BW RNWGRETNL20Z,40,8755682521
41,6094,655534553,OLAY BW ORHBLKCNT33Z,27,7805602122
2641,6080,655534553,OLAY BW ORHBLKCNT33Z,23,9654048797
390,6066,655534614,OS WC BW KRKNGARD24Z,42,8908512605
4444,7035,655534614,OS WC BW KRKNGARD24Z,43,9953825360
1366,7039,655534614,OS WC BW KRKNGARD24Z,44,5953792674
3912,6080,655534614,OS WC BW KRKNGARD24Z,45,9654048809
3163,7038,655534614,OS WC BW KRKNGARD24Z,45,7805683074
1559,7033,655534614,OS WC BW KRKNGARD24Z,40,8703715775
3461,6054,655534915,OS RC BW CPTN 24Z,41,4066710888
796,6092,655534915,OS RC BW CPTN 24Z,45,4103733147
709,6066,655534915,OS RC BW CPTN 24Z,44,8908512651
709,6066,655534915,OS RC BW CPTN 24Z,44,8908512666
358,6094,664488430,OS WC BW DRGNBL33.4Z,28,7805602143
1467,6066,664488430,OS WC BW DRGNBL33.4Z,26,8908512620
1112,6054,664488430,OS WC BW DRGNBL33.4Z,27,4066710929
2236,7034,664488430,OS WC BW DRGNBL33.4Z,26,7605683314
4049,6092,655246164,AXE DK TEMP BW 32OZ,30,4103733121
3205,6054,655246164,AXE DK TEMP BW 32OZ,31,4066710925
392,6094,655534549,OLAY UM BW COCBTR33Z,28,7805602145
6878,6006,655534549,OLAY UM BW COCBTR33Z,28,8755682610
745,6054,655534549,OLAY UM BW COCBTR33Z,26,4066710936
745,6054,655534549,OLAY UM BW COCBTR33Z,26,4066710952
1975,6030,655534577,OS WC BW BEARGLV 24Z,47,9305573002
1783,6066,655534577,OS WC BW BEARGLV 24Z,44,8908512623
767,7035,655534462,OLAY BW NRSHYACID20Z,37,9953825367
1660,7033,655534462,OLAY BW NRSHYACID20Z,40,8703715783
264,6066,655534462,OLAY BW NRSHYACID20Z,36,8908512612
164,6006,657313629,GAIN FLGS OX WD 60CT,37,7205682785
5427,6069,657313629,GAIN FLGS OX WD 60CT,7,8804892849
363,6069,657313629,GAIN FLGS OX WD 60CT,6,8804892851
3407,6031,657313629,GAIN FLGS OX WD 60CT,9,6710182901
3725,6092,657313629,GAIN FLGS OX WD 60CT,10,8055803122
1741,7034,657313629,GAIN FLGS OX WD 60CT,7,6905383111
5470,6027,657313629,GAIN FLGS OX WD 60CT,8,7110483044
2923,6019,657313629,GAIN FLGS OX WD 60CT,8,2556062931
1617,6019,657313629,GAIN FLGS OX WD 60CT,7,2556062933
2270,7026,657313629,GAIN FLGS OX WD 60CT,8,6955382719
1342,6048,657313629,GAIN FLGS OX WD 60CT,38,7205382649
2543,6080,657313629,GAIN FLGS OX WD 60CT,9,9155485360
2245,7033,657313629,GAIN FLGS OX WD 60CT,37,7310183764
921,6019,657313629,GAIN FLGS OX WD 60CT,9,2556062935
823,6094,657313629,GAIN FLGS OX WD 60CT,34,8372502057
5099,7026,657775508,GV CRISPY DILLIES,39,1105144436
436,6069,657859611,ALW RAD TEEN 42CT,15,9605572445
4465,7036,657859611,ALW RAD TEEN 42CT,14,1605611985
5451,7038,657859611,ALW RAD TEEN 42CT,14,7805683061
1508,6019,657859611,ALW RAD TEEN 42CT,12,9953812833
2205,6027,657859611,ALW RAD TEEN 42CT,13,8753713357
2506,6027,657859611,ALW RAD TEEN 42CT,14,8753713358
1872,7026,657859611,ALW RAD TEEN 42CT,13,4955682641
1835,6080,657859611,ALW RAD TEEN 42CT,14,9654048831
5291,6070,657859611,ALW RAD TEEN 42CT,14,8055602717
1755,6026,657859611,ALW RAD TEEN 42CT,15,7554053126
3597,6092,657859611,ALW RAD TEEN 42CT,12,4103733078
826,6031,657859611,ALW RAD TEEN 42CT,16,8155602499
2479,7033,657859611,ALW RAD TEEN 42CT,13,8703715864
2005,6070,657859611,ALW RAD TEEN 42CT,15,8055602716
601,6012,657859611,ALW RAD TEEN 42CT,13,4905682348
5944,7034,657859616,ALW RAD SZ3 30CT,23,7605683259
1821,6070,657859616,ALW RAD SZ3 30CT,9,8055602665
3017,6066,657859616,ALW RAD SZ3 30CT,12,8908512627
2106,6026,657859616,ALW RAD SZ3 30CT,12,7554053151
3090,6026,657859616,ALW RAD SZ3 30CT,11,7554053152
2402,7026,657859616,ALW RAD SZ3 30CT,13,4955682642
201,6069,657859616,ALW RAD SZ3 30CT,10,9605572411
5859,6021,671617341,ALW RAD SZ4 36 CT,128,5908596045
314,6006,671617341,ALW RAD SZ4 36 CT,15,8755682533
222,6069,671617341,ALW RAD SZ4 36 CT,15,9605572435
4145,6070,671617341,ALW RAD SZ4 36 CT,17,8055602675
4521,6070,671617341,ALW RAD SZ4 36 CT,14,8055602676
5275,6054,671617341,ALW RAD SZ4 36 CT,33,4066710930
626,6012,671617341,ALW RAD SZ4 36 CT,18,4905682326
5281,6080,671617341,ALW RAD SZ4 36 CT,13,9654048832
1292,7045,671617341,ALW RAD SZ4 36 CT,17,8625810850
1323,6092,671617341,ALW RAD SZ4 36 CT,18,4103733145
2145,6080,671617341,ALW RAD SZ4 36 CT,16,9654048833
4240,6068,671617341,ALW RAD SZ4 36 CT,20,9721540827
3,6054,657859614,ALW PUR CTN SZ3 22CT,14,4066710858
780,6054,657859614,ALW PUR CTN SZ3 22CT,17,4066710859
1350,7045,657859614,ALW PUR CTN SZ3 22CT,11,8625810814
254,6066,657859614,ALW PUR CTN SZ3 22CT,15,8908512610
5487,6070,657859614,ALW PUR CTN SZ3 22CT,13,8055602660
5060,7039,657859614,ALW PUR CTN SZ3 22CT,15,5953792643
1524,6023,657859614,ALW PUR CTN SZ3 22CT,15,6208592477
3872,6019,657859614,ALW PUR CTN SZ3 22CT,16,9953812832
2158,6030,657859614,ALW PUR CTN SZ3 22CT,14,9305572993
4387,6030,657859614,ALW PUR CTN SZ3 22CT,13,9305572988
919,6010,657859614,ALW PUR CTN SZ3 22CT,12,7555682356
2804,6094,657859614,ALW PUR CTN SZ3 22CT,17,7805602159
4627,6068,657859614,ALW PUR CTN SZ3 22CT,14,9721540792
2253,7033,657859614,ALW PUR CTN SZ3 22CT,13,8703715834
1193,6011,657859614,ALW PUR CTN SZ3 22CT,15,8255602183
201,6069,657859615,ALW RAD SZ2 SUP 48CT,14,9605572411
3564,7034,657859615,ALW RAD SZ2 SUP 48CT,12,7605683270
1377,7039,657859615,ALW RAD SZ2 SUP 48CT,16,5953792627
1810,6080,657859615,ALW RAD SZ2 SUP 48CT,82,9654048806
861,6012,657859615,ALW RAD SZ2 SUP 48CT,15,4905682314
2176,7038,657859615,ALW RAD SZ2 SUP 48CT,14,7805683069
3167,6048,657859615,ALW RAD SZ2 SUP 48CT,15,8356072059
5253,6023,657859615,ALW RAD SZ2 SUP 48CT,13,6208592486
5847,6023,657859615,ALW RAD SZ2 SUP 48CT,16,6208592483
5968,6023,657859615,ALW RAD SZ2 SUP 48CT,14,6208592482
937,6054,657859615,ALW RAD SZ2 SUP 48CT,13,4066710910
1339,6070,657859615,ALW RAD SZ2 SUP 48CT,17,8055602712
1779,6092,657859615,ALW RAD SZ2 SUP 48CT,15,4103733111
5959,7036,657859615,ALW RAD SZ2 SUP 48CT,14,1605611946
4383,6043,657859615,ALW RAD SZ2 SUP 48CT,12,7755682925
1772,6026,657859615,ALW RAD SZ2 SUP 48CT,17,7554053137
1477,7045,657859615,ALW RAD SZ2 SUP 48CT,14,8625810823
172,6069,657859615,ALW RAD SZ2 SUP 48CT,16,9605572412
2205,6027,657859615,ALW RAD SZ2 SUP 48CT,14,8753713357
1366,7039,657859610,TPX PRL SUP+ 66CT,12,5953792631
3831,6023,657859610,TPX PRL SUP+ 66CT,17,6208592470
1517,7038,657859610,TPX PRL SUP+ 66CT,18,7805683070
3403,6054,657859610,TPX PRL SUP+ 66CT,18,4066710878
3597,6092,657859610,TPX PRL SUP+ 66CT,16,4103733078
2641,6080,657859610,TPX PRL SUP+ 66CT,15,9654048797
5476,7034,657859610,TPX PRL SUP+ 66CT,18,7605683304
3780,7034,657859622,TPX RAD R/S 52CT,13,7605683279
464,7036,657859622,TPX RAD R/S 52CT,15,1605611986
3572,7036,657859622,TPX RAD R/S 52CT,16,1605611983
1437,6012,657859622,TPX RAD R/S 52CT,15,4905682304
1525,6023,657859622,TPX RAD R/S 52CT,13,6208592476
615,6054,657859622,TPX RAD R/S 52CT,14,4066710932
1287,6070,657859622,TPX RAD R/S 52CT,16,8055602710
1339,6070,657859622,TPX RAD R/S 52CT,13,8055602712
2208,6080,657859622,TPX RAD R/S 52CT,16,9654048819
101,6069,657859622,TPX RAD R/S 52CT,16,9605572406
4653,6019,662209533,DREFT LQ FREE 92OZ,20,2556062906
1346,6011,662209533,DREFT LQ FREE 92OZ,23,8255802598
3400,6092,662209533,DREFT LQ FREE 92OZ,16,8055803121
3826,6012,662209533,DREFT LQ FREE 92OZ,19,9955572866
2547,6080,662209533,DREFT LQ FREE 92OZ,19,9155485365
504,7036,662209533,DREFT LQ FREE 92OZ,22,2655962684
47,6094,657313645,GAIN FLGS OX WD 31CT,16,8372501935
5692,6094,657313645,GAIN FLGS OX WD 31CT,17,8372501944
22,6094,657313645,GAIN FLGS OX WD 31CT,15,8372501943
1373,6054,657313645,GAIN FLGS OX WD 31CT,16,1316751989
4435,6066,657313645,GAIN FLGS OX WD 31CT,15,8854892745
3202,6068,657313645,GAIN FLGS OX WD 31CT,15,7405683611
3653,6068,657313645,GAIN FLGS OX WD 31CT,16,7405683612
2237,7038,657313645,GAIN FLGS OX WD 31CT,16,7110182976
2005,6070,657313645,GAIN FLGS OX WD 31CT,15,9355573144
3313,6019,657313645,GAIN FLGS OX WD 31CT,16,2556062923
295,6069,671172855,TIDE FBSPORT PS 105Z,6,8804892839
2888,6027,671172855,TIDE FBSPORT PS 105Z,8,7110483025
1376,6066,671172855,TIDE FBSPORT PS 105Z,7,8854892723
1740,6092,671172855,TIDE FBSPORT PS 105Z,7,8055803127
1897,6092,671172855,TIDE FBSPORT PS 105Z,16,8055803128
1508,6019,671172855,TIDE FBSPORT PS 105Z,7,2556063027
2399,6030,671172855,TIDE FBSPORT PS 105Z,6,6855383077
3835,6006,671172855,TIDE FBSPORT PS 105Z,15,7205682811
947,6068,671172855,TIDE FBSPORT PS 105Z,6,7405683598
1901,7026,671172855,TIDE FBSPORT PS 105Z,9,6955382727
7294,6068,657756992,AH 100.5OZ BABY,7,7405683542
5957,6019,657756992,AH 100.5OZ BABY,8,2556062895
3771,6031,657756992,AH 100.5OZ BABY,10,6710182904
3309,7035,657756992,AH 100.5OZ BABY,7,9905573828
913,6009,657756992,AH 100.5OZ BABY,9,1366751787
2679,6043,657756992,AH 100.5OZ BABY,8,8310402847
1809,6043,657756992,AH 100.5OZ BABY,8,8310402848
2221,6069,657756992,AH 100.5OZ BABY,7,8804892895
1012,7039,657756992,AH 100.5OZ BABY,9,7855602695
4615,6094,657756992,AH 100.5OZ BABY,9,8372502018
1497,6092,657756992,AH 100.5OZ BABY,9,8055803169
1682,6023,655998969,TH SCRUB VANILLA,19,6208592464
3582,6019,655998969,TH SCRUB VANILLA,18,9953812819
2362,6024,656676042,TH BODY WSH MORROSE,8,8366740954
