DC,BANNER ,CATEGORY ,Pick Type,ITEM #,ITEM DESC,Ti ,Hi , Pack Height 
6084,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
6085,WM,CUT FLORAL,FPP,579770224,BQ MD XL MIX 9B BC,1,1,25
6085,WM,CUT FLORAL,FPP,658791708,RS MD 12ST RSE 9B MF,1,1,25
6085,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6085,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6085,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6085,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6085,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6085,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6085,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6085,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6085,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6085,WM,CUT FLORAL,FPP,599974174,BQ MD MEGA MIX 9B CH,1,1,25
6085,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6085,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6085,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6090,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6090,WM,CUT FLORAL,FPP,658791817,RS MD 12ST RSE 9B FP,1,1,25
6090,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6090,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6090,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6090,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6090,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6090,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6090,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6090,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6090,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6090,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6090,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6090,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6090,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6090,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
6091,WM,CUT FLORAL,FPP,579770232,BQ MD XL MIX 9B CR,1,1,25
6091,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6091,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
6091,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6091,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6091,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6091,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6091,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6091,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6091,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6091,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6091,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6091,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6091,WM,CUT FLORAL,FPP,599977042,BQ MD MEGA MIX 9B RF,1,1,25
6091,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6091,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6091,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6095,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
6095,WM,CUT FLORAL,FPP,599934343,RS MD RSES 9B DI,1,1,25
6095,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6095,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6095,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6095,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6095,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6095,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6095,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6095,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6095,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6095,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6095,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6095,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
6095,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
6095,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6096,WM,CUT FLORAL,FPP,599974156,BQ MD XL MIX 9B RD,1,1,25
6096,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
6096,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6096,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6096,WM,CUT FLORAL,FPP,599974156,BQ MD XL MIX 9B RD,1,1,25
6096,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6096,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6096,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6096,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6096,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6096,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6096,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6096,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6096,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6096,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6096,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
6097,WM,CUT FLORAL,FPP,579770232,BQ MD XL MIX 9B CR,1,1,25
6097,WM,CUT FLORAL,FPP,658791817,RS MD 12ST RSE 9B FP,1,1,25
6097,WM,CUT FLORAL,FPP,579770230,BQ MD XL MIX DD CR,1,1,79
6097,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6097,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
6097,WM,CUT FLORAL,FPP,579770230,BQ MD XL MIX DD CR,1,1,79
6097,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6097,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
6097,WM,CUT FLORAL,FPP,579770230,BQ MD XL MIX DD CR,1,1,79
6097,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6097,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
6097,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
6097,WM,CUT FLORAL,FPP,579770230,BQ MD XL MIX DD CR,1,1,79
6097,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6097,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
6099,WM,CUT FLORAL,FPP,579770259,BQ MD XL MIX 9B UB,1,1,25
6099,WM,CUT FLORAL,FPP,658791817,RS MD 12ST RSE 9B FP,1,1,25
6099,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6099,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6099,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6099,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6099,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6099,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6099,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6099,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6099,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6099,WM,CUT FLORAL,FPP,658873739,BQ MD MEGA MIX 9B FF,1,1,25
6099,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6099,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6099,WM,CUT FLORAL,FPP,658419903,AR MD GNG MIX 54 BC,1,1,25
6858,WM,CUT FLORAL,FPP,579770256,BQ MD XL MIX 9B SB,1,1,25
6858,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6858,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6858,WM,CUT FLORAL,FPP,658791817,RS MD 12ST RSE 9B FP,1,1,25
6858,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6858,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6858,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6858,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6858,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6858,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6858,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6858,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6858,WM,CUT FLORAL,FPP,599974174,BQ MD MEGA MIX 9B CH,1,1,25
6858,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
6858,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
6858,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
6858,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
7010,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
7010,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
7010,WM,CUT FLORAL,FPP,599934343,RS MD RSES 9B DI,1,1,25
7010,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
7010,WM,CUT FLORAL,FPP,599974166,BQ MD XLMIX LA 9B FF,1,1,25
7010,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
7010,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
7010,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7010,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
7010,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
7010,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7010,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
7010,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
7010,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7010,WM,CUT FLORAL,FPP,658873739,BQ MD MEGA MIX 9B FF,1,1,25
7010,WM,CUT FLORAL,FPP,658873740,BQ MD MEGAMIXLA9B FF,1,1,25
7010,WM,CUT FLORAL,FPP,659086592,AR MD GNGMIX LA54 FF,1,1,25
7010,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
7010,WM,CUT FLORAL,FPP,599934350,RS MD RSES DD DI,1,1,79
7010,WM,CUT FLORAL,FPP,599974167,BQ MD XLMIX LA DD FF,1,1,79
7010,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7010,WM,CUT FLORAL,FPP,659086592,AR MD GNGMIX LA54 FF,1,1,25
7012,WM,CUT FLORAL,FPP,658791817,RS MD 12ST RSE 9B FP,1,1,25
7012,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7012,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
7012,WM,CUT FLORAL,FPP,599977251,RS MD 12ST RSE DD UB,1,1,79
7012,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7012,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
7012,WM,CUT FLORAL,FPP,599977251,RS MD 12ST RSE DD UB,1,1,79
7012,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7012,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
7012,WM,CUT FLORAL,FPP,599977251,RS MD 12ST RSE DD UB,1,1,79
7012,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7012,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
7012,WM,CUT FLORAL,FPP,599977251,RS MD 12ST RSE DD UB,1,1,79
7013,WM,CUT FLORAL,FPP,579770224,BQ MD XL MIX 9B BC,1,1,25
7013,WM,CUT FLORAL,FPP,599974171,RS MD 12ST RSE 9B BC,1,1,25
7013,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7013,WM,CUT FLORAL,FPP,579770224,BQ MD XL MIX 9B BC,1,1,25
7013,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7013,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7013,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7013,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7013,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7013,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7013,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7013,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7013,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
7013,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7013,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7013,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7014,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
7014,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7014,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7014,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7014,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7014,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7014,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7014,WM,CUT FLORAL,FPP,599974174,BQ MD MEGA MIX 9B CH,1,1,25
7014,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7014,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7015,WM,CUT FLORAL,FPP,599974148,BQ MD XL MIX DD EF,1,1,79
7015,WM,CUT FLORAL,FPP,599974156,BQ MD XL MIX 9B RD,1,1,25
7015,WM,CUT FLORAL,FPP,651110735,RS MD 12ST RSE DD G2,1,1,79
7015,WM,CUT FLORAL,FPP,658791798,RS MD 12ST RSE 9B G2,1,1,25
7015,WM,CUT FLORAL,FPP,599974148,BQ MD XL MIX DD EF,1,1,79
7015,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7015,WM,CUT FLORAL,FPP,651110735,RS MD 12ST RSE DD G2,1,1,79
7015,WM,CUT FLORAL,FPP,599974148,BQ MD XL MIX DD EF,1,1,79
7015,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7015,WM,CUT FLORAL,FPP,651110735,RS MD 12ST RSE DD G2,1,1,79
7015,WM,CUT FLORAL,FPP,599974148,BQ MD XL MIX DD EF,1,1,79
7015,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7015,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
7015,WM,CUT FLORAL,FPP,651110735,RS MD 12ST RSE DD G2,1,1,79
7015,WM,CUT FLORAL,FPP,599974148,BQ MD XL MIX DD EF,1,1,79
7015,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7015,WM,CUT FLORAL,FPP,651110735,RS MD 12ST RSE DD G2,1,1,79
7016,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7016,WM,CUT FLORAL,FPP,579770224,BQ MD XL MIX 9B BC,1,1,25
7016,WM,CUT FLORAL,FPP,599974139,RS MD 12ST RSE 9B GF,1,1,25
7016,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7016,WM,CUT FLORAL,FPP,599974151,RS MD 12ST RSE DD EF,1,1,79
7016,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7016,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7016,WM,CUT FLORAL,FPP,599974151,RS MD 12ST RSE DD EF,1,1,79
7016,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7016,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7016,WM,CUT FLORAL,FPP,599974151,RS MD 12ST RSE DD EF,1,1,79
7016,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7016,WM,CUT FLORAL,FPP,599977042,BQ MD MEGA MIX 9B RF,1,1,25
7016,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7016,WM,CUT FLORAL,FPP,599974151,RS MD 12ST RSE DD EF,1,1,79
7016,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7017,WM,CUT FLORAL,FPP,658791846,RS MD 12ST RSE 9B UB,1,1,25
7017,WM,CUT FLORAL,FPP,563059991,RS MD 12ST RSE DD MF,1,1,84
7017,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7017,WM,CUT FLORAL,FPP,563059991,RS MD 12ST RSE DD MF,1,1,84
7017,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7017,WM,CUT FLORAL,FPP,563059991,RS MD 12ST RSE DD MF,1,1,84
7017,WM,CUT FLORAL,FPP,599977042,BQ MD MEGA MIX 9B RF,1,1,25
7017,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7017,WM,CUT FLORAL,FPP,563059991,RS MD 12ST RSE DD MF,1,1,84
7017,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7018,WM,CUT FLORAL,FPP,579770259,BQ MD XL MIX 9B UB,1,1,25
7018,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
7018,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7018,WM,CUT FLORAL,FPP,579770259,BQ MD XL MIX 9B UB,1,1,25
7018,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7018,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7018,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7018,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7018,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7018,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7018,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7018,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7018,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
7018,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7018,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7018,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
7019,WM,CUT FLORAL,FPP,579770232,BQ MD XL MIX 9B CR,1,1,25
7019,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7019,WM,CUT FLORAL,FPP,599974139,RS MD 12ST RSE 9B GF,1,1,25
7019,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
7019,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7019,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7019,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
7019,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7019,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7019,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
7019,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7019,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7019,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
7019,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
7019,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7019,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7019,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
7021,WM,CUT FLORAL,FPP,599976806,RS MD 12ST RSE 9B CR,1,1,25
7021,WM,CUT FLORAL,FPP,658898794,BQ MD XL MIX 9B VF,1,1,25
7021,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7021,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
7021,WM,CUT FLORAL,FPP,658898794,BQ MD XL MIX 9B VF,1,1,25
7021,WM,CUT FLORAL,FPP,658898796,BQ MD XL MIX DD VF,1,1,79
7021,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7021,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
7021,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7021,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
7021,WM,CUT FLORAL,FPP,658898796,BQ MD XL MIX DD VF,1,1,79
7021,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7021,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
7021,WM,CUT FLORAL,FPP,658898796,BQ MD XL MIX DD VF,1,1,79
7023,WM,CUT FLORAL,FPP,599974139,RS MD 12ST RSE 9B GF,1,1,25
7023,WM,CUT FLORAL,FPP,599974156,BQ MD XL MIX 9B RD,1,1,25
7023,WM,CUT FLORAL,FPP,593017512,BQ MDAY XL MIX DD RD,1,1,79
7023,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7023,WM,CUT FLORAL,FPP,599974156,BQ MD XL MIX 9B RD,1,1,25
7023,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
7023,WM,CUT FLORAL,FPP,593017512,BQ MDAY XL MIX DD RD,1,1,79
7023,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7023,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
7023,WM,CUT FLORAL,FPP,593017512,BQ MDAY XL MIX DD RD,1,1,79
7023,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7023,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
7023,WM,CUT FLORAL,FPP,658873739,BQ MD MEGA MIX 9B FF,1,1,25
7023,WM,CUT FLORAL,FPP,593017512,BQ MDAY XL MIX DD RD,1,1,79
7023,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7023,WM,CUT FLORAL,FPP,650819874,RS MD 12ST RSE DD GF,1,1,79
7024,WM,CUT FLORAL,FPP,658898797,BQ MD XL MIX 9B FP,1,1,25
7024,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7024,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7024,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
7024,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7024,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7024,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7024,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7024,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7024,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7024,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7024,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
7024,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7024,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7024,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7030,WM,CUT FLORAL,FPP,579770232,BQ MD XL MIX 9B CR,1,1,25
