Store ,Market ,Region,Rollout Phase ,Fixture Arrival Week,Execution Set Week,Total Fixture Pallets
2133,82,5,TBD,TBD,TBD,TBD
2134,306,4,Oct-22,37,38,4
2135,190,17,TBD,TBD,TBD,TBD
2136,291,75,TBD,TBD,TBD,TBD
2137,296,26,Oct-22,37,38,5
2138,181,16,TBD,TBD,TBD,TBD
2139,157,16,Oct-22,39,40,4
2140,180,16,Oct-22,39,40,3
2141,166,22,TBD,TBD,TBD,TBD
2142,184,16,Oct-22,35,36,5
2143,179,16,TBD,TBD,TBD,TBD
2144,173,17,Oct-22,37,38,3
2145,168,22,Oct-22,35,36,5
2146,189,17,Oct-22,35,36,3
2147,383,54,Oct-22,37,38,4
2149,216,20,Oct-22,35,36,4
2150,458,57,TBD,TBD,TBD,TBD
2151,109,9,Oct-22,35,36,4
2152,188,17,Oct-22,35,36,4
2153,183,16,Oct-22,37,38,5
2154,24,2,TBD,TBD,TBD,TBD
2155,156,16,Oct-22,39,40,3
2156,171,17,Oct-22,37,38,4
2157,160,16,Oct-22,39,40,4
2158,156,16,Oct-22,35,36,5
2159,194,17,Oct-22,37,38,4
2160,290,75,Oct-22,37,38,3
2161,511,56,Oct-22,39,40,4
2163,173,17,Oct-22,37,38,4
2164,194,17,TBD,TBD,TBD,TBD
2166,191,17,Oct-22,35,36,3
2167,167,22,Oct-22,39,40,3
2169,232,22,Oct-22,37,38,5
2170,162,17,Oct-22,37,38,4
2174,154,16,Oct-22,35,36,4
2175,333,40,TBD,TBD,TBD,TBD
2176,107,9,Oct-22,39,40,3
2177,459,57,Oct-22,39,40,5
2178,179,16,TBD,TBD,TBD,TBD
2180,157,16,Oct-22,37,38,4
2181,463,57,Oct-22,37,38,4
2183,180,16,TBD,TBD,TBD,TBD
2184,160,16,Oct-22,35,36,5
2185,232,22,Oct-22,37,38,4
2187,473,60,Oct-22,35,36,4
2188,469,60,TBD,TBD,TBD,TBD
2189,392,56,TBD,TBD,TBD,TBD
2190,453,56,Oct-22,39,40,4
2191,207,19,TBD,TBD,TBD,TBD
2192,436,53,Oct-22,37,38,4
2193,208,20,Oct-22,39,40,5
2194,283,75,TBD,TBD,TBD,TBD
2195,178,22,Oct-22,37,38,4
2196,472,60,TBD,TBD,TBD,TBD
2197,208,20,Oct-22,39,40,4
2198,423,52,Oct-22,35,36,3
2199,216,20,Oct-22,35,36,4
2200,162,17,Oct-22,39,40,4
2201,505,46,TBD,TBD,TBD,TBD
2202,180,16,Oct-22,35,36,4
2204,267,25,TBD,TBD,TBD,TBD
2205,233,22,Oct-22,39,40,4
2206,466,57,TBD,TBD,TBD,TBD
2207,403,54,Oct-22,37,38,3
2208,226,17,Oct-22,37,38,4
2209,216,20,Oct-22,39,40,5
2210,195,17,Oct-22,35,36,4
2211,208,20,Oct-22,37,38,4
2213,340,40,TBD,TBD,TBD,TBD
2214,41,4,Oct-22,39,40,4
2215,265,25,TBD,TBD,TBD,TBD
2218,466,57,TBD,TBD,TBD,TBD
2221,333,40,TBD,TBD,TBD,TBD
2222,157,16,Oct-22,37,38,4
2223,585,47,Oct-22,37,38,4
2224,181,16,Oct-22,37,38,4
2225,161,16,Oct-22,35,36,3
2227,159,16,Oct-22,39,40,3
2228,154,16,Oct-22,39,40,4
2230,237,22,Oct-22,37,38,5
2231,279,25,TBD,TBD,TBD,TBD
2232,163,17,Oct-22,35,36,5
2233,280,75,Oct-22,39,40,5
2234,189,17,Oct-22,35,36,4
2236,167,22,TBD,TBD,TBD,TBD
2237,118,9,Oct-22,37,38,3
2238,200,19,Oct-22,37,38,4
2239,86,6,Oct-22,39,40,4
2240,#N/A,#N/A,TBD,TBD,TBD,TBD
2241,475,60,Oct-22,35,36,3
2242,464,57,Oct-22,39,40,3
2243,478,60,TBD,TBD,TBD,TBD
2244,316,20,Oct-22,39,40,5
2245,460,57,Oct-22,35,36,5
2247,299,26,Oct-22,35,36,4
2248,293,75,Oct-22,39,40,5
2249,467,60,TBD,TBD,TBD,TBD
2250,225,21,Oct-22,39,40,5
2251,484,57,Oct-22,37,38,3
2252,168,22,TBD,TBD,TBD,TBD
2253,458,57,TBD,TBD,TBD,TBD
2254,165,22,Oct-22,35,36,2
2255,232,22,Oct-22,35,36,3
2256,296,26,Oct-22,37,38,5
2257,67,6,Oct-22,35,36,5
2258,283,75,TBD,TBD,TBD,TBD
2259,383,54,TBD,TBD,TBD,TBD
2261,161,16,TBD,TBD,TBD,TBD
2262,190,17,Oct-22,37,38,4
2263,167,22,Oct-22,35,36,4
2264,189,17,Oct-22,37,38,4
2265,35,2,Oct-22,37,38,4
2266,214,20,TBD,TBD,TBD,TBD
2267,156,16,Oct-22,39,40,3
2269,473,60,Oct-22,37,38,4
2270,375,46,Oct-22,37,38,4
2271,440,53,Oct-22,35,36,3
2272,285,75,Oct-22,37,38,3
2273,205,19,Oct-22,37,38,4
2274,424,52,Oct-22,39,40,4
2275,239,21,TBD,TBD,TBD,TBD
2276,238,19,TBD,TBD,TBD,TBD
2277,449,57,Oct-22,37,38,4
2278,228,17,TBD,TBD,TBD,TBD
2279,282,75,Oct-22,37,38,5
2280,451,56,TBD,TBD,TBD,TBD
2281,235,20,Oct-22,35,36,5
2282,162,17,Oct-22,35,36,3
2283,161,16,TBD,TBD,TBD,TBD
2284,173,17,Oct-22,37,38,4
2285,189,17,Oct-22,37,38,4
2286,171,17,Oct-22,35,36,4
2287,229,20,Oct-22,39,40,5
2288,462,57,Oct-22,35,36,3
2289,154,16,Oct-22,35,36,3
2291,458,57,TBD,TBD,TBD,TBD
2292,484,57,TBD,TBD,TBD,TBD
2293,585,47,TBD,TBD,TBD,TBD
2294,174,17,Oct-22,39,40,4
2295,287,75,Oct-22,39,40,4
2297,448,57,Oct-22,37,38,4
2299,163,17,Oct-22,35,36,4
2300,227,20,Oct-22,39,40,4
2302,#N/A,#N/A,TBD,TBD,TBD,TBD
2306,11,14,Oct-22,39,40,5
2307,582,54,Oct-22,39,40,5
2308,470,60,TBD,TBD,TBD,TBD
2309,221,21,TBD,TBD,TBD,TBD
2310,123,2,Oct-22,35,36,4
2311,248,21,Oct-22,35,36,4
2312,312,75,Oct-22,39,40,4
2313,209,20,Oct-22,39,40,4
2314,470,60,TBD,TBD,TBD,TBD
2315,478,60,TBD,TBD,TBD,TBD
2316,214,20,TBD,TBD,TBD,TBD
2317,472,60,Oct-22,37,38,4
2318,231,22,TBD,TBD,TBD,TBD
2319,472,60,TBD,TBD,TBD,TBD
2320,468,56,TBD,TBD,TBD,TBD
2321,470,60,TBD,TBD,TBD,TBD
2322,145,12,Oct-22,37,38,4
2323,215,20,Oct-22,35,36,3
2325,472,60,Oct-22,39,40,4
2326,194,17,TBD,TBD,TBD,TBD
2329,156,16,Oct-22,35,36,2
2330,183,16,Oct-22,35,36,4
2331,162,17,Oct-22,35,36,4
2332,181,16,Oct-22,39,40,4
2333,445,57,Oct-22,35,36,3
2334,233,22,Oct-22,37,38,4
2335,441,53,TBD,TBD,TBD,TBD
2336,159,16,Oct-22,37,38,4
2337,312,75,Oct-22,39,40,3
2338,196,53,Oct-22,39,40,4
2339,246,21,Oct-22,37,38,5
2340,233,22,Oct-22,39,40,5
2341,159,16,Oct-22,39,40,3
2346,#N/A,#N/A,TBD,TBD,TBD,TBD
2348,36,4,Oct-22,35,36,4
2350,207,19,Oct-22,37,38,4
2351,188,17,Oct-22,39,40,5
2352,424,52,TBD,TBD,TBD,TBD
2354,205,19,Oct-22,37,38,5
2355,195,17,Oct-22,39,40,5
2357,283,75,TBD,TBD,TBD,TBD
2358,196,53,TBD,TBD,TBD,TBD
2359,209,20,Oct-22,35,36,4
2360,23,2,TBD,TBD,TBD,TBD
2361,215,20,Oct-22,39,40,4
2362,209,20,Oct-22,35,36,4
2365,174,17,Oct-22,37,38,3
2366,160,16,Oct-22,37,38,4
2367,419,52,Oct-22,39,40,3
2368,174,17,Oct-22,39,40,4
2369,181,16,Oct-22,39,40,3
2370,188,17,Oct-22,39,40,5
2371,163,17,Oct-22,39,40,4
2373,161,16,Oct-22,39,40,3
2385,514,60,Oct-22,37,38,4
2386,154,16,Oct-22,37,38,4
2387,114,9,Oct-22,39,40,4
2388,239,21,TBD,TBD,TBD,TBD
2398,183,16,TBD,TBD,TBD,TBD
2399,184,16,Oct-22,39,40,5
2400,218,21,Oct-22,35,36,4
2401,484,57,Oct-22,35,36,4
2402,392,56,TBD,TBD,TBD,TBD
2403,514,60,Oct-22,39,40,5
2404,87,6,Oct-22,37,38,4
2405,194,17,Oct-22,37,38,5
2412,293,75,Oct-22,35,36,4
2417,196,53,Oct-22,39,40,3
2418,455,56,Oct-22,37,38,3
2419,285,75,TBD,TBD,TBD,TBD
2420,235,20,Oct-22,37,38,5
2421,436,53,TBD,TBD,TBD,TBD
2422,477,60,Oct-22,35,36,3
2423,#N/A,#N/A,TBD,TBD,TBD,TBD
2424,187,17,TBD,TBD,TBD,TBD
2426,217,21,Oct-22,39,40,5
2427,52,5,Oct-22,35,36,5
2428,409,44,TBD,TBD,TBD,TBD
2429,223,21,TBD,TBD,TBD,TBD
2432,433,47,Oct-22,39,40,3
2434,196,53,TBD,TBD,TBD,TBD
2435,282,75,Oct-22,35,36,3
2436,293,75,Oct-22,37,38,3
2437,286,75,TBD,TBD,TBD,TBD
2438,291,75,TBD,TBD,TBD,TBD
2439,60,6,Oct-22,37,38,3
2440,294,2,Oct-22,37,38,2
2441,223,21,Oct-22,37,38,4
2443,430,54,Oct-22,35,36,3
2444,189,17,TBD,TBD,TBD,TBD
2445,170,22,Oct-22,35,36,4
2446,170,22,TBD,TBD,TBD,TBD
2447,225,21,Oct-22,35,36,5
2448,423,52,Oct-22,37,38,3
2449,#N/A,#N/A,TBD,TBD,TBD,TBD
2450,471,60,Oct-22,35,36,3
2452,444,53,TBD,TBD,TBD,TBD
2453,392,56,TBD,TBD,TBD,TBD
2455,383,54,Oct-22,39,40,4
2457,455,56,Oct-22,37,38,4
2458,451,56,Oct-22,39,40,3
2459,115,9,Oct-22,37,38,3
2460,285,75,TBD,TBD,TBD,TBD
2463,53,5,Oct-22,35,36,3
2464,454,56,Oct-22,39,40,3
2469,467,60,Oct-22,35,36,3
2471,217,21,Oct-22,37,38,5
2472,308,26,Oct-22,37,38,4
2473,470,60,TBD,TBD,TBD,TBD
2474,320,75,Oct-22,37,38,3
2475,20,2,Oct-22,37,38,5
2476,475,60,Oct-22,39,40,5
2477,468,56,Oct-22,35,36,3
2479,459,57,Oct-22,35,36,4
2480,226,17,Oct-22,37,38,4
2481,232,22,Oct-22,39,40,4
2482,371,46,Oct-22,39,40,4
2483,394,57,TBD,TBD,TBD,TBD
2484,118,9,Oct-22,39,40,3
2485,474,60,TBD,TBD,TBD,TBD
2490,362,40,Oct-22,37,38,4
2491,246,21,Oct-22,37,38,4
2492,475,60,TBD,TBD,TBD,TBD
2493,200,19,Oct-22,35,36,4
2494,460,57,Oct-22,35,36,4
2495,466,57,Oct-22,37,38,4
2496,124,4,Oct-22,35,36,4
2497,174,17,TBD,TBD,TBD,TBD
2501,#N/A,#N/A,TBD,TBD,TBD,TBD
2502,231,22,Oct-22,39,40,4
2503,174,17,TBD,TBD,TBD,TBD
2504,188,17,Oct-22,37,38,4
2505,62,6,Oct-22,39,40,4
2506,215,20,Oct-22,37,38,4
2507,447,57,Oct-22,39,40,4
2508,399,56,TBD,TBD,TBD,TBD
2509,439,53,TBD,TBD,TBD,TBD
2510,440,53,Oct-22,37,38,3
2511,582,54,Oct-22,37,38,4
2512,369,46,Oct-22,37,38,4
2513,18,2,TBD,TBD,TBD,TBD
2514,285,75,TBD,TBD,TBD,TBD
2515,371,46,TBD,TBD,TBD,TBD
2516,514,60,Oct-22,39,40,4
2517,466,57,Oct-22,37,38,4
2518,558,22,Oct-22,37,38,4
2519,233,22,Oct-22,37,38,4
2520,291,75,TBD,TBD,TBD,TBD
2522,196,53,Oct-22,39,40,3
2523,464,57,Oct-22,37,38,5
2526,446,57,TBD,TBD,TBD,TBD
2527,460,57,TBD,TBD,TBD,TBD
2528,232,22,Oct-22,37,38,3
2529,289,75,Oct-22,37,38,4
2530,181,16,TBD,TBD,TBD,TBD
2531,164,17,TBD,TBD,TBD,TBD
2532,263,53,TBD,TBD,TBD,TBD
2533,14,14,TBD,TBD,TBD,TBD
2534,7,14,TBD,TBD,TBD,TBD
2535,232,22,Oct-22,39,40,4
2536,581,57,Oct-22,35,36,3
2537,457,56,Oct-22,37,38,4
2538,478,60,TBD,TBD,TBD,TBD
2539,474,60,TBD,TBD,TBD,TBD
2540,229,20,Oct-22,35,36,3
2541,208,20,TBD,TBD,TBD,TBD
2542,222,21,TBD,TBD,TBD,TBD
2543,226,17,TBD,TBD,TBD,TBD
2544,238,19,TBD,TBD,TBD,TBD
2545,196,53,Oct-22,35,36,3
2546,464,57,Oct-22,39,40,4
2547,164,17,TBD,TBD,TBD,TBD
2548,316,20,Oct-22,39,40,2
2549,474,60,TBD,TBD,TBD,TBD
2550,476,60,Oct-22,37,38,4
2551,280,75,TBD,TBD,TBD,TBD
2552,476,60,Oct-22,39,40,4
2553,453,56,Oct-22,35,36,5
2554,368,46,Oct-22,35,36,4
2555,284,75,Oct-22,39,40,5
2556,447,57,TBD,TBD,TBD,TBD
2557,447,57,Oct-22,37,38,5
2558,206,19,Oct-22,39,40,4
2559,206,19,Oct-22,35,36,5
2560,285,75,Oct-22,39,40,3
2561,228,17,Oct-22,37,38,4
2562,406,47,TBD,TBD,TBD,TBD
2563,580,25,TBD,TBD,TBD,TBD
2564,286,75,TBD,TBD,TBD,TBD
2565,315,75,Oct-22,39,40,4
2566,280,75,Oct-22,35,36,3
2567,200,19,Oct-22,39,40,4
2568,446,57,TBD,TBD,TBD,TBD
2571,514,60,Oct-22,37,38,4
2572,218,21,TBD,TBD,TBD,TBD
2574,234,22,Oct-22,35,36,4
2575,326,42,TBD,TBD,TBD,TBD
2576,316,20,Oct-22,39,40,3
2577,281,75,Oct-22,35,36,4
2579,429,47,TBD,TBD,TBD,TBD
2580,300,26,TBD,TBD,TBD,TBD
2581,191,17,Oct-22,39,40,5
2582,174,17,TBD,TBD,TBD,TBD
2583,172,17,TBD,TBD,TBD,TBD
2584,20,2,Oct-22,37,38,4
2585,173,17,Oct-22,35,36,4
2586,195,17,Oct-22,37,38,3
2587,326,42,TBD,TBD,TBD,TBD
2588,235,20,Oct-22,37,38,5
2591,109,9,Oct-22,37,38,4
2592,394,57,TBD,TBD,TBD,TBD
2593,396,57,TBD,TBD,TBD,TBD
2594,471,60,Oct-22,35,36,4
2595,471,60,TBD,TBD,TBD,TBD
2596,471,60,Oct-22,37,38,5
2597,228,17,TBD,TBD,TBD,TBD
2598,454,56,Oct-22,35,36,4
2599,86,6,Oct-22,37,38,5
2600,339,40,TBD,TBD,TBD,TBD
2603,227,20,TBD,TBD,TBD,TBD
2604,174,17,Oct-22,35,36,4
2605,218,21,Oct-22,39,40,3
2607,383,54,TBD,TBD,TBD,TBD
2608,382,54,TBD,TBD,TBD,TBD
2609,465,57,TBD,TBD,TBD,TBD
2610,316,20,Oct-22,37,38,4
2611,235,20,Oct-22,37,38,5
2612,505,46,TBD,TBD,TBD,TBD
2613,213,19,Oct-22,39,40,2
2614,168,22,Oct-22,37,38,5
2615,27,3,TBD,TBD,TBD,TBD
2616,339,40,TBD,TBD,TBD,TBD
2617,392,56,TBD,TBD,TBD,TBD
2618,203,19,Oct-22,39,40,4
2619,204,19,TBD,TBD,TBD,TBD
2620,202,19,TBD,TBD,TBD,TBD
2621,446,57,TBD,TBD,TBD,TBD
2626,101,3,TBD,TBD,TBD,TBD
2627,112,9,Oct-22,35,36,4
2628,260,41,TBD,TBD,TBD,TBD
2629,156,16,Oct-22,39,40,4
2630,28,3,Oct-22,37,38,3
2631,197,19,Oct-22,37,38,5
2633,175,17,Oct-22,39,40,5
2634,180,16,Oct-22,37,38,3
2636,466,57,Oct-22,35,36,4
2637,164,17,TBD,TBD,TBD,TBD
2638,259,41,Oct-22,39,40,3
2639,181,16,Oct-22,37,38,3
2640,157,16,TBD,TBD,TBD,TBD
2641,168,22,Oct-22,37,38,4
2642,423,52,Oct-22,35,36,4
2643,422,52,Oct-22,37,38,4
2644,204,19,Oct-22,37,38,4
2645,314,75,TBD,TBD,TBD,TBD
2646,317,20,TBD,TBD,TBD,TBD
2647,286,75,Oct-22,37,38,3
2648,511,56,Oct-22,37,38,4
2649,50,5,Oct-22,39,40,4
2650,166,22,TBD,TBD,TBD,TBD
2651,175,17,Oct-22,39,40,3
2652,384,46,Oct-22,35,36,3
2653,71,46,TBD,TBD,TBD,TBD
2654,257,41,TBD,TBD,TBD,TBD
2656,375,46,TBD,TBD,TBD,TBD
2658,444,53,TBD,TBD,TBD,TBD
2659,183,16,Oct-22,39,40,3
2660,157,16,TBD,TBD,TBD,TBD
2662,317,20,TBD,TBD,TBD,TBD
2663,237,22,TBD,TBD,TBD,TBD
2664,231,22,TBD,TBD,TBD,TBD
2665,125,13,Oct-22,37,38,3
2666,219,21,Oct-22,37,38,4
2667,55,5,TBD,TBD,TBD,TBD
2668,435,53,TBD,TBD,TBD,TBD
2671,373,46,Oct-22,39,40,5
2672,389,47,Oct-22,35,36,2
2674,228,17,Oct-22,35,36,3
2678,201,19,Oct-22,37,38,4
2679,247,21,Oct-22,39,40,5
2680,201,19,Oct-22,39,40,4
2681,180,16,TBD,TBD,TBD,TBD
2682,181,16,Oct-22,35,36,2
2683,154,16,Oct-22,37,38,4
2684,216,20,Oct-22,39,40,2
2687,35,2,Oct-22,37,38,4
2688,45,5,Oct-22,35,36,4
2690,137,12,Oct-22,39,40,4
2691,243,25,TBD,TBD,TBD,TBD
2692,206,19,Oct-22,39,40,5
2693,205,19,TBD,TBD,TBD,TBD
2694,340,40,TBD,TBD,TBD,TBD
2695,89,9,TBD,TBD,TBD,TBD
2696,320,75,TBD,TBD,TBD,TBD
2697,452,56,Oct-22,37,38,4
2700,203,19,TBD,TBD,TBD,TBD
2702,333,40,TBD,TBD,TBD,TBD
2703,38,4,Oct-22,39,40,4
2704,298,26,Oct-22,35,36,3
2705,314,75,Oct-22,39,40,2
2706,125,13,Oct-22,37,38,4
2708,460,57,Oct-22,37,38,4
2710,469,60,TBD,TBD,TBD,TBD
2711,469,60,TBD,TBD,TBD,TBD
2712,37,4,Oct-22,37,38,4
2713,3,14,Oct-22,39,40,4
2714,426,52,TBD,TBD,TBD,TBD
2715,143,13,Oct-22,39,40,4
2716,415,52,Oct-22,37,38,4
2717,141,13,Oct-22,37,38,3
2718,64,6,Oct-22,35,36,3
2719,163,17,Oct-22,39,40,4
2720,140,13,Oct-22,37,38,5
2721,#N/A,#N/A,TBD,TBD,TBD,TBD
2722,469,60,TBD,TBD,TBD,TBD
2723,2,14,TBD,TBD,TBD,TBD
2724,63,6,Oct-22,37,38,4
2725,217,21,Oct-22,37,38,5
2726,219,21,Oct-22,35,36,4
2727,110,9,Oct-22,35,36,4
2728,275,25,TBD,TBD,TBD,TBD
2729,378,54,Oct-22,39,40,3
2730,301,26,Oct-22,37,38,3
2732,22,2,TBD,TBD,TBD,TBD
2733,32,3,TBD,TBD,TBD,TBD
2734,353,44,Oct-22,39,40,3
2735,454,56,Oct-22,35,36,4
2739,14,14,Oct-22,39,40,3
2740,112,9,TBD,TBD,TBD,TBD
2747,161,16,Oct-22,35,36,5
2748,1,14,TBD,TBD,TBD,TBD
2749,124,4,TBD,TBD,TBD,TBD
2751,380,47,Oct-22,39,40,4
2752,585,47,Oct-22,37,38,3
2753,18,2,TBD,TBD,TBD,TBD
2754,30,3,TBD,TBD,TBD,TBD
2755,140,13,TBD,TBD,TBD,TBD
2756,280,75,Oct-22,37,38,3
2757,151,12,Oct-22,37,38,3
2758,181,16,TBD,TBD,TBD,TBD
2760,14,14,TBD,TBD,TBD,TBD
2761,311,20,TBD,TBD,TBD,TBD
2762,312,75,TBD,TBD,TBD,TBD
2763,569,6,Oct-22,37,38,3
2764,414,52,TBD,TBD,TBD,TBD
2765,569,6,Oct-22,37,38,3
2766,370,46,Oct-22,37,38,4
2767,372,46,Oct-22,37,38,5
2768,372,46,Oct-22,37,38,4
2769,87,6,Oct-22,39,40,3
2771,246,21,TBD,TBD,TBD,TBD
2772,300,26,TBD,TBD,TBD,TBD
2774,217,21,Oct-22,35,36,4
2777,368,46,Oct-22,37,38,4
2778,373,46,Oct-22,35,36,3
2780,399,56,TBD,TBD,TBD,TBD
2781,399,56,TBD,TBD,TBD,TBD
2782,400,56,TBD,TBD,TBD,TBD
2783,260,41,TBD,TBD,TBD,TBD
2784,407,47,TBD,TBD,TBD,TBD
2785,192,17,TBD,TBD,TBD,TBD
2786,482,25,Oct-22,35,36,4
2787,249,25,Oct-22,39,40,5
2788,482,25,Oct-22,37,38,5
2789,108,9,Oct-22,39,40,5
2790,280,75,TBD,TBD,TBD,TBD
2791,285,75,Oct-22,37,38,3
2792,316,20,TBD,TBD,TBD,TBD
2793,308,26,Oct-22,39,40,5
2794,405,46,TBD,TBD,TBD,TBD
2795,287,75,Oct-22,39,40,3
2796,111,9,TBD,TBD,TBD,TBD
2797,154,16,Oct-22,35,36,2
2799,508,75,Oct-22,35,36,4
2803,352,44,Oct-22,37,38,4
2804,352,44,Oct-22,35,36,5
2805,314,75,Oct-22,35,36,2
2806,42,4,Oct-22,39,40,4
2807,315,75,Oct-22,37,38,3
2808,290,75,Oct-22,39,40,5
2809,320,75,TBD,TBD,TBD,TBD
2810,316,20,TBD,TBD,TBD,TBD
2811,21,2,TBD,TBD,TBD,TBD
2812,425,53,Oct-22,37,38,4
2813,440,53,TBD,TBD,TBD,TBD
2814,110,9,TBD,TBD,TBD,TBD
2815,268,25,TBD,TBD,TBD,TBD
2816,267,25,Oct-22,37,38,4
2817,238,19,TBD,TBD,TBD,TBD
2818,238,19,TBD,TBD,TBD,TBD
2819,248,21,TBD,TBD,TBD,TBD
2820,421,52,Oct-22,37,38,2
2821,290,75,Oct-22,35,36,5
2822,131,13,Oct-22,37,38,3
2823,216,20,Oct-22,35,36,3
2825,175,17,Oct-22,35,36,4
2827,418,52,Oct-22,35,36,4
2828,435,53,TBD,TBD,TBD,TBD
2830,166,22,Oct-22,35,36,4
2831,400,56,TBD,TBD,TBD,TBD
2832,29,4,TBD,TBD,TBD,TBD
2833,320,75,TBD,TBD,TBD,TBD
2834,50,5,Oct-22,37,38,3
2836,299,26,TBD,TBD,TBD,TBD
2838,396,57,TBD,TBD,TBD,TBD
2841,558,22,Oct-22,35,36,4
2842,461,57,Oct-22,39,40,4
2843,89,9,TBD,TBD,TBD,TBD
2844,188,17,Oct-22,35,36,4
2845,296,26,Oct-22,39,40,3
2846,144,12,Oct-22,39,40,4
2847,433,47,TBD,TBD,TBD,TBD
2849,316,20,Oct-22,35,36,2
2850,293,75,Oct-22,37,38,3
2852,216,20,Oct-22,39,40,4
2853,508,75,TBD,TBD,TBD,TBD
2854,162,17,Oct-22,37,38,4
2855,362,40,Oct-22,35,36,4
2856,361,40,TBD,TBD,TBD,TBD
2857,360,40,Oct-22,35,36,3
2859,194,17,Oct-22,35,36,5
2860,29,4,Oct-22,37,38,4
2861,399,56,TBD,TBD,TBD,TBD
2862,399,56,TBD,TBD,TBD,TBD
2864,506,6,Oct-22,37,38,4
2865,474,60,TBD,TBD,TBD,TBD
2866,203,19,Oct-22,39,40,3
2867,203,19,Oct-22,37,38,5
2869,203,19,Oct-22,39,40,5
2871,558,22,Oct-22,39,40,3
2872,197,19,Oct-22,37,38,5
2873,206,19,Oct-22,35,36,4
2874,189,17,Oct-22,39,40,5
2881,90,9,TBD,TBD,TBD,TBD
2882,422,52,Oct-22,39,40,4
2883,56,5,Oct-22,39,40,4
2884,394,57,TBD,TBD,TBD,TBD
2885,161,16,Oct-22,39,40,3
2886,484,57,Oct-22,39,40,5
2888,233,22,Oct-22,37,38,3
2889,415,52,Oct-22,39,40,4
2890,32,3,TBD,TBD,TBD,TBD
2891,73,46,Oct-22,37,38,4
2892,376,47,Oct-22,39,40,3
2893,410,44,Oct-22,37,38,2
2894,280,75,TBD,TBD,TBD,TBD
2897,173,17,Oct-22,35,36,3
2898,162,17,TBD,TBD,TBD,TBD
2899,163,17,TBD,TBD,TBD,TBD
2900,163,17,Oct-22,39,40,3
2901,154,16,Oct-22,39,40,4
2902,159,16,TBD,TBD,TBD,TBD
2903,157,16,Oct-22,39,40,4
2904,159,16,Oct-22,37,38,3
2905,164,17,TBD,TBD,TBD,TBD
2906,171,17,Oct-22,35,36,3
2908,309,26,TBD,TBD,TBD,TBD
2909,228,17,Oct-22,37,38,3
2910,208,20,Oct-22,39,40,5
2911,191,17,TBD,TBD,TBD,TBD
2912,197,19,Oct-22,37,38,5
2913,129,13,Oct-22,37,38,3
2914,215,20,Oct-22,35,36,4
2915,171,17,Oct-22,39,40,3
2916,172,17,TBD,TBD,TBD,TBD
2917,171,17,Oct-22,37,38,4
2918,51,5,Oct-22,37,38,4
2920,101,3,TBD,TBD,TBD,TBD
2921,401,54,Oct-22,35,36,4
2922,366,46,TBD,TBD,TBD,TBD
2923,382,54,Oct-22,37,38,3
2924,384,46,Oct-22,35,36,5
2925,453,56,Oct-22,35,36,3
2926,56,5,TBD,TBD,TBD,TBD
2927,476,60,Oct-22,35,36,3
2928,36,4,Oct-22,35,36,4
2929,310,26,Oct-22,37,38,5
2931,285,75,Oct-22,35,36,3
2932,122,2,TBD,TBD,TBD,TBD
2933,317,20,Oct-22,39,40,2
2934,273,25,TBD,TBD,TBD,TBD
2935,413,52,TBD,TBD,TBD,TBD
2936,442,53,Oct-22,35,36,5
2937,419,52,TBD,TBD,TBD,TBD
2938,132,13,Oct-22,39,40,5
2939,140,13,Oct-22,35,36,4
2941,24,2,TBD,TBD,TBD,TBD
2945,233,22,Oct-22,37,38,4
2946,109,9,Oct-22,39,40,4
2947,476,60,Oct-22,35,36,4
2948,484,57,Oct-22,35,36,3
2950,448,57,Oct-22,37,38,5
2951,448,57,Oct-22,39,40,4
2952,460,57,Oct-22,39,40,4
2953,160,16,Oct-22,35,36,4
2954,173,17,TBD,TBD,TBD,TBD
2955,362,40,Oct-22,39,40,4
2956,262,25,TBD,TBD,TBD,TBD
2957,412,52,Oct-22,35,36,3
2958,439,53,TBD,TBD,TBD,TBD
2959,206,19,Oct-22,39,40,3
2962,108,9,Oct-22,35,36,4
2963,108,9,Oct-22,39,40,4
2964,156,16,Oct-22,37,38,4
2965,163,17,Oct-22,37,38,4
2966,215,20,Oct-22,35,36,4
2967,225,21,Oct-22,35,36,4
2968,243,25,TBD,TBD,TBD,TBD
2973,51,5,Oct-22,39,40,4
2978,44,5,TBD,TBD,TBD,TBD
2980,479,5,TBD,TBD,TBD,TBD
2985,449,57,TBD,TBD,TBD,TBD
2986,439,53,TBD,TBD,TBD,TBD
2987,109,9,Oct-22,35,36,3
2988,120,2,TBD,TBD,TBD,TBD
2989,511,56,Oct-22,35,36,4
2990,430,54,Oct-22,37,38,3
2991,82,5,TBD,TBD,TBD,TBD
2992,190,17,TBD,TBD,TBD,TBD
2993,62,6,Oct-22,39,40,4
2994,360,40,Oct-22,35,36,3
2996,53,5,TBD,TBD,TBD,TBD
3004,268,25,TBD,TBD,TBD,TBD
3008,23,2,TBD,TBD,TBD,TBD
3014,49,5,TBD,TBD,TBD,TBD
3017,151,12,TBD,TBD,TBD,TBD
3018,389,47,TBD,TBD,TBD,TBD
3035,283,75,TBD,TBD,TBD,TBD
3044,50,5,Oct-22,37,38,5
3053,471,60,Oct-22,39,40,3
3055,345,44,Oct-22,37,38,3
3056,506,6,Oct-22,39,40,3
3057,506,6,Oct-22,39,40,3
3058,86,6,Oct-22,37,38,3
3059,140,13,Oct-22,39,40,3
