Reg,BU,Market,Store Number,Threshold Met?
53,E,196,1542,No
12,A,120,5173,Yes
3,A,28,593,No
11,A,136,1074,No
22,F,232,2185,No
2,A,26,3403,No
26,F,305,5745,No
47,M,411,26,No
42,A,328,281,No
60,M,475,1817,No
13,B,128,4129,No
5,B,44,5147,Yes
41,E,251,4235,No
13,B,66,777,No
53,E,441,1799,No
40,E,336,29,No
13,B,68,3591,No
44,B,356,894,Yes
22,F,233,2888,No
9,A,118,3387,No
26,F,308,3503,No
13,B,503,214,No
52,M,414,892,No
12,A,151,406,No
58,M,365,1474,No
53,E,440,5090,No
19,E,204,1428,No
44,B,350,147,No
5,B,45,265,No
21,E,218,1519,No
56,M,400,1905,No
2,A,21,1121,No
14,A,8,4318,No
54,M,389,1001,No
53,E,196,2338,No
22,F,234,1886,No
46,B,384,1397,Yes
4,F,35,631,No
5,B,45,6467,No
52,M,419,1757,Yes
21,E,259,1478,No
4,F,294,2440,No
41,E,254,1263,Yes
44,B,353,277,No
52,M,424,1999,No
76,F,320,1522,No
47,M,430,2443,No
12,A,121,676,No
14,A,7,2534,No
14,A,1,6173,No
13,B,141,816,No
53,E,441,1305,No
42,A,135,307,No
17,F,173,2284,Yes
44,B,344,150,No
76,F,286,3344,No
12,A,122,2065,No
46,B,371,3771,Yes
52,M,424,2274,No
3,A,28,2630,No
47,M,433,645,No
16,F,187,2116,No
26,F,302,1300,No
2,A,25,459,No
5,B,48,3431,No
20,E,316,2610,No
22,F,234,5469,No
53,E,444,1012,No
54,M,389,842,No
42,A,127,376,Yes
2,A,21,3627,Yes
4,F,39,396,No
60,M,471,2596,Yes
75,F,312,3243,No
11,A,137,662,No
20,E,229,1770,No
21,E,259,2638,No
9,A,91,890,Yes
11,A,138,981,No
12,A,5,306,No
9,A,92,5455,Yes
2,A,18,515,No
41,E,254,5728,No
26,F,299,5743,No
22,F,233,1529,Yes
9,A,110,6397,Yes
14,A,1,866,No
11,A,146,177,No
5,B,50,880,Yes
14,A,3,681,No
46,B,370,5190,No
20,E,216,2209,No
16,F,180,2046,No
47,M,381,1617,No
4,F,300,2772,No
21,E,246,3851,No
47,M,430,2990,No
3,A,112,5036,Yes
75,F,315,4682,No
4,F,35,5487,No
4,F,294,1217,No
14,A,8,483,No
5,B,55,565,No
44,B,349,269,No
19,E,213,1429,No
47,M,430,1685,No
22,F,285,2791,Yes
47,M,381,1315,No
20,E,258,739,No
52,M,419,1929,No
54,M,391,1896,No
4,F,310,3595,No
3,A,28,639,No
47,M,427,1534,No
47,M,406,372,No
25,E,262,844,No
60,M,472,2121,No
19,E,205,1987,No
3,A,104,5772,No
60,M,473,1947,No
21,E,259,1140,No
3,A,114,547,Yes
47,M,407,43,No
7,B,70,5216,No
26,F,302,1298,No
54,M,378,953,No
19,E,202,5160,Yes
20,E,258,1259,No
41,E,256,1165,No
7,B,86,3888,No
9,A,107,929,Yes
44,B,344,134,No
75,F,289,3216,No
57,M,449,1583,No
9,A,90,2881,Yes
4,F,310,6958,No
12,A,122,1320,No
46,B,375,966,No
4,F,37,5705,No
11,A,140,2755,No
76,F,280,2233,Yes
11,A,146,335,Yes
9,A,92,649,No
16,F,159,2336,No
44,B,349,113,No
22,F,284,1741,No
5,B,49,5288,No
42,A,324,85,No
2,A,22,856,No
46,B,387,806,Yes
7,B,71,945,No
14,A,3,1201,No
46,B,387,5166,No
75,F,312,1292,No
47,M,407,558,No
14,A,15,1032,No
60,M,469,2722,No
54,M,378,2729,No
21,E,246,1329,No
4,F,41,881,No
21,E,239,1728,Yes
54,M,389,3382,No
2,A,18,5812,No
11,A,147,393,No
21,E,259,1569,No
13,B,141,1025,No
5,B,45,412,No
13,B,66,331,No
58,M,365,1364,No
26,F,304,1290,No
20,E,216,2823,No
57,M,581,5394,No
54,M,401,1699,No
21,E,239,1758,No
5,B,583,259,No
14,A,8,424,No
5,B,45,1044,No
11,A,137,5703,No
6,B,61,529,No
58,M,458,2253,Yes
21,E,219,3580,No
4,F,310,2929,No
26,F,296,1287,No
42,A,325,261,No
53,E,440,1931,No
11,A,4,258,No
40,E,272,435,No
22,F,285,1890,Yes
76,F,280,2756,Yes
12,A,123,724,No
13,B,143,1066,No
47,M,407,557,No
9,A,553,1590,Yes
13,B,141,916,Yes
16,F,157,1762,No
3,A,101,767,No
54,M,401,1888,No
76,F,280,1703,No
44,B,344,221,No
21,E,247,1378,No
40,E,359,40,No
2,A,18,1070,No
19,E,205,4243,No
76,F,228,3281,No
2,A,25,520,No
54,M,403,3232,No
14,A,3,301,Yes
40,E,336,89,No
40,E,360,2857,No
22,F,284,3802,No
12,A,152,879,No
47,M,382,1778,No
12,A,122,1194,No
44,B,409,3283,No
7,B,81,781,No
11,A,329,45,Yes
12,A,151,3017,No
6,B,60,3500,Yes
44,B,352,2803,No
11,A,11,715,Yes
52,M,421,1473,No
3,A,27,1072,No
17,F,226,2064,No
56,M,400,2782,No
41,E,482,1655,No
54,M,401,4272,No
19,E,205,2693,No
26,F,302,3864,No
46,B,368,5369,No
21,E,246,1962,No
5,B,45,251,No
7,B,81,3319,No
52,M,419,3233,No
56,M,450,1983,Yes
3,A,94,579,Yes
5,B,45,827,No
20,E,235,2611,No
20,E,311,1302,No
16,F,183,2330,No
20,E,229,1820,No
26,F,308,6789,No
44,B,349,1148,No
53,E,440,1908,Yes
14,A,1,1212,No
7,B,78,5898,Yes
4,F,294,1242,No
20,E,216,1937,No
3,A,93,1847,Yes
53,E,436,5432,No
75,F,291,2438,No
26,F,308,2793,No
13,B,128,911,Yes
47,M,429,1460,No
3,A,93,4368,No
44,B,353,7326,No
14,A,15,818,No
41,E,254,299,Yes
54,M,401,3454,No
12,A,5,314,No
12,A,123,678,No
54,M,403,3568,No
44,B,352,389,No
41,E,580,1783,No
13,B,143,1260,No
56,M,468,1834,No
47,M,381,1461,No
6,B,85,322,No
57,M,470,5274,No
12,A,119,663,No
14,A,16,1284,No
7,B,505,5947,No
58,M,458,5023,Yes
7,B,73,537,Yes
60,M,472,2037,No
4,F,38,634,No
44,B,344,392,No
14,A,15,3439,No
19,E,213,1986,No
40,E,361,1014,Yes
47,M,430,1483,No
9,A,90,817,Yes
6,B,61,808,No
22,F,237,4348,No
57,M,394,2884,No
13,B,46,399,No
11,A,136,699,No
56,M,399,1951,No
26,F,306,2005,No
76,F,231,3228,No
7,B,81,1303,No
12,A,122,1319,No
3,A,89,942,Yes
3,A,101,2626,No
76,F,320,1714,No
26,F,299,5046,No
20,E,208,2193,No
75,F,291,2136,No
5,B,55,4164,No
56,M,399,3093,No
40,E,333,2702,No
12,A,124,2496,No
4,F,41,4521,No
9,A,107,814,No
25,E,273,481,No
12,A,151,735,No
42,A,321,16,No
22,F,234,1850,No
76,F,194,2159,Yes
4,F,300,4273,No
57,M,405,4678,No
22,F,234,1823,No
7,B,569,456,No
4,F,38,511,No
2,A,25,5252,No
75,F,315,1350,No
60,M,478,2243,No
76,F,283,2194,No
21,E,259,1139,No
26,F,302,7179,No
14,A,10,809,No
58,M,460,2708,No
53,E,436,1446,No
47,M,430,1500,No
25,E,278,603,No
14,A,1,904,No
14,A,15,1362,No
53,E,196,2434,No
60,M,474,2539,Yes
13,B,129,1016,No
52,M,424,1633,Yes
2,A,30,754,No
52,M,419,1447,No
57,M,470,2321,No
60,M,474,2485,No
5,B,479,5247,No
7,B,506,508,No
41,E,249,884,No
5,B,45,2688,No
9,A,118,623,Yes
42,A,321,125,No
6,B,61,462,No
22,F,232,2528,No
11,A,137,766,No
7,B,73,608,Yes
11,A,137,660,No
13,B,46,180,No
4,F,35,2265,No
11,A,147,268,No
53,E,196,2545,No
53,E,425,913,No
6,B,60,5116,No
56,M,468,1880,No
11,A,146,677,No
58,M,458,2150,No
7,B,88,3518,No
56,M,400,1900,No
41,E,243,922,No
58,M,463,1859,No
58,M,458,5305,Yes
16,F,179,1856,No
20,E,229,2287,No
16,F,154,2174,Yes
21,E,218,3486,No
20,E,258,1247,No
12,A,121,741,No
19,E,202,1836,No
26,F,299,1321,No
2,A,18,1403,No
5,B,52,5707,No
53,E,439,1828,No
13,B,131,2822,No
11,A,144,2846,No
3,A,28,836,No
76,F,280,4423,No
22,F,232,2169,No
25,E,275,1690,No
26,F,299,1237,No
3,A,94,1079,No
16,F,179,2013,No
41,E,254,1341,No
42,A,324,3230,No
46,B,373,4451,No
5,B,76,6929,No
21,E,247,2679,No
76,F,194,2405,No
41,E,257,719,No
14,A,14,1224,Yes
47,M,430,1520,No
75,F,288,3265,Yes
2,A,32,1367,No
12,A,151,656,No
41,E,271,216,No
5,B,48,228,No
53,E,440,2271,No
42,A,322,144,No
9,A,110,5854,Yes
9,A,116,3347,No
20,E,229,1568,No
60,M,475,2476,No
58,M,365,5342,No
47,M,430,1535,Yes
57,M,396,2593,Yes
41,E,253,653,No
26,F,309,1097,No
20,E,311,1023,No
21,E,218,2605,No
56,M,468,2477,No
40,E,333,379,No
20,E,216,1782,No
9,A,90,5250,No
3,A,93,960,No
47,M,381,1412,No
20,E,209,2359,No
22,F,232,1887,No
52,M,426,810,No
46,B,375,869,No
60,M,475,2101,Yes
60,M,475,2006,No
16,F,187,1871,No
54,M,389,1019,No
7,B,569,595,No
9,A,110,1680,Yes
17,F,190,1835,Yes
44,B,353,517,No
12,A,123,685,No
2,A,21,3,No
53,E,440,2813,No
20,E,216,2199,No
14,A,3,315,No
3,A,112,3418,No
20,E,229,2540,No
16,F,188,2844,No
26,F,302,1355,No
17,F,190,2992,No
3,A,28,864,No
40,E,360,560,Yes
44,B,356,472,No
40,E,333,2221,No
44,B,347,90,No
5,B,45,3764,No
4,F,35,1123,No
60,M,475,3380,Yes
12,A,152,308,No
2,A,18,3485,No
17,F,226,2480,No
22,F,284,5039,No
44,B,349,479,No
21,E,248,1570,No
5,B,48,963,No
40,E,333,1009,No
12,A,5,6878,No
12,A,152,5175,No
47,M,407,35,No
54,M,378,5051,Yes
4,F,300,1767,No
19,E,213,1448,No
54,M,401,2921,Yes
5,B,45,516,No
20,E,208,2063,No
3,A,89,2695,No
41,E,260,571,No
52,M,415,753,No
4,F,37,574,Yes
6,B,59,744,No
20,E,311,1763,No
16,F,179,1924,No
7,B,81,381,No
57,M,405,1439,No
58,M,364,3730,No
44,B,350,947,No
58,M,364,1299,No
40,E,333,444,Yes
14,A,15,5845,No
53,E,439,1982,No
9,A,116,5035,No
47,M,383,1872,No
76,F,280,2357,Yes
4,F,310,1774,No
11,A,147,684,No
14,A,7,1134,No
54,M,401,1708,No
41,E,243,1160,No
25,E,275,200,No
60,M,473,2007,No
3,A,89,705,Yes
13,B,132,531,No
19,E,238,1479,No
44,B,344,622,No
22,F,237,1607,No
53,E,440,1453,Yes
46,B,387,5155,Yes
42,A,326,2587,No
60,M,469,2074,No
40,E,341,256,No
12,A,124,599,No
14,A,2,5113,No
21,E,218,2400,No
20,E,208,2910,No
4,F,41,4440,No
3,A,114,718,Yes
54,M,582,5167,No
2,A,21,1400,Yes
17,F,226,2024,No
17,F,163,2371,Yes
44,B,350,185,No
47,M,427,1567,No
3,A,101,3308,No
46,B,372,3833,No
46,B,373,4430,No
16,F,187,1994,No
76,F,231,1765,No
12,A,152,671,No
46,B,368,3407,No
12,A,119,3835,No
40,E,335,37,No
3,A,94,860,No
11,A,147,683,No
44,B,347,22,No
14,A,2,7280,No
22,F,234,3633,No
7,B,73,2891,No
44,B,351,31,No
21,E,247,1978,No
7,B,88,554,No
12,A,124,690,No
54,M,582,4068,No
57,M,396,5101,No
44,B,409,794,No
7,B,88,447,No
5,B,52,4627,Yes
47,M,430,1538,No
46,B,366,5031,No
20,E,229,3223,No
44,B,356,4615,No
40,E,333,4381,No
46,B,384,5430,Yes
20,E,235,2420,No
4,F,300,1348,No
47,M,406,664,No
9,A,118,721,No
41,E,249,1141,No
56,M,400,5494,No
12,A,122,672,No
4,F,42,2806,No
3,A,89,4262,No
20,E,208,2541,No
12,A,123,680,No
76,F,231,2663,No
76,F,231,2059,No
57,M,470,2473,No
9,A,110,2814,Yes
13,B,128,989,Yes
40,E,357,14,No
52,M,412,2957,No
22,F,237,1769,No
57,M,405,3220,No
11,A,147,192,No
7,B,505,3136,No
57,M,470,3290,No
56,M,399,2508,Yes
12,A,120,1215,No
60,M,474,3511,No
14,A,14,3484,No
44,B,356,1597,No
7,B,81,407,No
44,B,47,427,No
9,A,115,1004,Yes
76,F,228,2561,No
4,F,310,1155,No
57,M,394,3351,Yes
9,A,105,819,Yes
47,M,383,2259,No
5,B,55,260,No
13,B,503,275,No
47,M,430,1604,Yes
52,M,412,1632,No
13,B,143,1346,No
25,E,275,1454,No
5,B,583,5987,No
60,M,475,3261,No
3,A,104,1213,No
9,A,90,1086,No
54,M,389,1273,No
6,B,59,6579,No
53,E,436,2192,No
12,A,149,673,No
52,M,424,2352,No
41,E,253,491,No
42,A,322,2,No
13,B,503,163,No
47,M,429,1585,No
76,F,228,1656,No
41,E,580,870,No
3,A,94,582,Yes
13,B,141,501,No
47,M,427,4352,Yes
42,A,334,17,No
54,M,391,4335,No
21,E,247,1304,No
7,B,505,964,No
58,M,365,4325,No
3,A,93,697,Yes
13,B,128,541,No
46,B,366,1324,No
44,B,352,4195,No
56,M,399,2780,Yes
42,A,323,4,No
4,F,294,1036,No
9,A,115,666,No
12,A,149,1075,No
54,M,388,5099,No
11,A,146,410,No
46,B,375,2270,No
60,M,474,3472,No
40,E,357,46,No
22,F,233,2340,No
53,E,438,1669,No
56,M,400,1995,No
40,E,335,19,No
4,F,37,586,No
3,A,104,967,No
57,M,449,5337,Yes
9,A,107,1087,Yes
46,B,368,2777,No
12,A,152,657,No
75,F,288,1759,No
13,B,134,505,No
76,F,320,1544,No
17,F,190,2262,No
47,M,382,1956,Yes
42,A,323,100,No
5,B,48,220,No
20,E,215,2914,No
12,A,152,674,No
46,B,367,1149,No
42,A,321,141,No
20,E,258,1505,No
6,B,87,865,No
5,B,52,6963,No
7,B,70,755,No
26,F,298,1132,No
5,B,76,610,No
44,B,350,151,No
42,A,328,119,No
44,B,356,4637,No
9,A,116,1203,No
40,E,340,1514,No
5,B,479,5764,No
22,F,232,1794,No
75,F,508,1981,No
20,E,215,2966,No
3,A,104,1104,No
3,A,114,706,No
5,B,55,5191,No
13,B,130,532,No
4,F,36,2928,No
44,B,344,499,No
4,F,36,1146,No
21,E,259,1426,No
41,E,257,711,No
76,F,231,2502,No
13,B,46,345,No
3,A,93,5326,No
40,E,361,184,No
44,B,345,823,No
76,F,228,2597,No
58,M,364,1230,No
41,E,256,709,No
53,E,440,2127,No
20,E,235,2019,No
17,F,226,2208,No
7,B,74,535,No
52,M,419,1654,No
75,F,291,1852,Yes
44,B,47,131,No
47,M,429,867,No
12,A,119,698,Yes
47,M,382,1508,No
53,E,438,1679,No
40,E,335,188,No
46,B,385,3732,No
75,F,282,1875,Yes
75,F,291,5343,No
40,E,272,936,No
44,B,350,975,No
16,F,180,1868,Yes
14,A,3,691,No
53,E,438,5373,No
12,A,5,712,No
47,M,382,2923,Yes
47,M,430,1543,No
41,E,580,1026,No
57,M,470,3478,Yes
5,B,48,371,No
12,A,152,668,No
4,F,37,2712,Yes
20,E,216,3262,No
40,E,336,101,No
46,B,387,868,No
21,E,218,1564,No
54,M,391,3582,No
13,B,68,400,No
42,A,328,157,No
3,A,98,928,No
5,B,479,5316,No
3,A,93,1297,No
3,A,114,1245,Yes
56,M,400,3897,No
54,M,391,5123,No
46,B,387,4601,No
14,A,14,1222,Yes
7,B,505,2612,No
44,B,345,168,No
54,M,582,1572,No
7,B,505,2201,Yes
20,E,215,1812,No
13,B,143,2715,No
7,B,505,5717,No
44,B,47,417,No
44,B,351,231,No
14,A,7,734,No
44,B,347,10,No
3,A,28,862,No
60,M,467,2249,No
56,M,399,2781,No
12,A,120,1458,Yes
12,A,5,298,No
53,E,438,1202,No
13,B,46,398,No
54,M,401,5234,No
46,B,366,1411,No
26,F,301,1527,No
47,M,383,1901,No
11,A,329,36,No
11,A,11,287,No
5,B,48,5359,No
13,B,503,140,No
20,E,208,2197,No
46,B,366,1612,Yes
44,B,347,130,No
46,B,375,826,No
41,E,257,689,No
7,B,505,3763,No
14,A,15,919,Yes
44,B,347,12,No
44,B,47,148,No
20,E,258,1113,No
4,F,37,5087,No
53,E,439,2958,No
22,F,233,2519,No
47,M,382,1485,No
13,B,143,970,No
54,M,403,4438,No
7,B,71,821,No
9,A,90,4332,Yes
3,A,104,994,No
9,A,118,2237,No
46,B,373,3751,No
7,B,81,813,No
7,B,88,461,No
40,E,336,219,No
3,A,94,1182,No
46,B,368,5429,No
40,E,335,69,No
44,B,345,838,No
20,E,216,2078,No
44,B,349,5071,No
20,E,216,2115,No
4,F,294,1663,No
5,B,479,421,No
7,B,505,512,Yes
7,B,505,1015,Yes
3,A,89,5299,No
20,E,229,1885,No
40,E,333,15,No
56,M,400,1878,No
22,F,237,2049,No
44,B,350,129,No
12,A,149,3495,No
47,M,429,598,No
20,E,227,1739,Yes
47,M,427,1636,No
46,B,387,1306,No
40,E,361,61,No
40,E,336,21,No
11,A,137,661,No
42,A,325,58,No
14,A,2,670,No
44,B,349,1116,No
7,B,505,500,No
57,M,405,2051,No
76,F,231,2318,No
9,A,110,2091,Yes
47,M,427,1565,No
76,F,320,2027,Yes
14,A,15,944,No
12,A,149,264,No
9,A,90,5420,Yes
47,M,430,3872,No
3,A,114,725,Yes
56,M,400,1902,Yes
12,A,121,687,No
42,A,328,11,No
44,B,345,41,No
12,A,123,578,No
76,F,231,1935,Yes
44,B,351,103,No
46,B,367,1240,No
7,B,71,549,No
46,B,384,906,No
54,M,403,1440,No
46,B,366,1218,Yes
9,A,90,5214,No
57,M,405,1438,No
14,A,14,990,No
29,A,801,2423,Yes
29,A,811,2449,Yes
29,A,801,2346,Yes
