Store,Store Type,MFC Store,Possession date,RDC,FASH DC,Import DC,Return Center,City,State,GM SQFT,Total SQFT,Start Date,End Date,SubDivision,Phase 1 Date,Phase 2 Date,Phase 3 Date
4521,SUP,,,6070,6014,8980,8092,LEXINGTON (S),SC,"142,673","203,819",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
4524,WNM,,,6017,6022,7067,9193,LOUISVILLE (WEST),KY,"5,959","39,728",8/13/2024,1/27/2025,O,4/7/2025,10/31/2026,2/29/2028
4525,WNM,,,7035,6014,6061,8092,HINESVILLE,GA,"6,168","41,117",8/13/2024,1/27/2025,O,7/1/2026,10/1/2027,#N/A
4526,SUP,,,7036,6005,7042,9153,HOUSTON (NORTHLINE),TX,"129,664","185,234",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
4527,WNM,,,7035,6014,6061,8092,WAYCROSS,GA,"6,168","41,117",8/13/2024,1/27/2025,O,7/1/2026,10/1/2027,#N/A
4528,WNM,,,6006,7842,7067,8092,DALTON,GA,"6,168","41,117",8/13/2024,1/27/2025,O,8/22/2024,4/2/2026,8/2/2027
4529,SUP,,,6092,6022,7078,9193,NEW LENOX,IL,"124,290","177,557",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
4530,WNM,,,7035,6014,6061,8092,SAVANNAH,GA,"6,168","41,117",8/13/2024,1/27/2025,O,7/1/2026,10/1/2027,#N/A
4531,SUP,,,6092,6022,7078,9193,ROMEOVILLE,IL,"142,790","203,986",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
4533,SUP,,,6018,7842,7067,9153,OAKLAND,TN,"107,401","153,430",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
4538,SUP,,,7036,6005,7042,9153,HOUSTON (FRY ROAD),TX,"143,531","205,044",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
4540,SUP,,,6043,6022,7078,9193,FOWLERVILLE,MI,"128,912","184,160",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
4543,SUP,,,6031,6029,6060,9195,PARKER,AZ,"78,635","104,846",8/13/2024,1/27/2025,M,6/30/2025,10/30/2026,#N/A
4545,WNM,,,6040,6014,8980,8092,WILSON (N),NC,"6,168","41,117",8/13/2024,1/27/2025,O,8/15/2024,12/22/2025,4/22/2027
4546,WNM,,,7038,6014,6061,8092,VERO BEACH,FL,"6,822","45,480",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4553,SUP,,,6035,7842,7042,9193,KANSAS CITY(BLUERDG),MO,"138,231","197,473",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
4554,SUP,,,6016,6005,7042,9153,AUSTIN (NORTHCROSS),TX,"73,467","97,956",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
4556,SUP,,,6010,6014,6061,8092,SAVANNAH (MALL),GA,"88,353","117,804",8/13/2024,1/27/2025,F,5/4/2023,1/6/2025,5/6/2026
4557,SUP,,,6031,6029,6060,9195,LAS VEGAS (MCLEOD),NV,"90,135","120,180",8/13/2024,1/27/2025,M,6/30/2025,10/30/2026,#N/A
4558,SUP,,,6054,6014,6061,8092,COVINGTON  (W),GA,"110,855","147,806",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
4560,WNM,,,7038,6014,6061,8092,WEST PALM BEACH (OKE),FL,"7,618","50,788",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4561,WNM,,,7035,6014,6061,8092,JACKSONVILLE,FL,"6,168","41,117",8/13/2024,1/27/2025,O,7/1/2026,10/1/2027,#N/A
4563,WNM,,,7038,6014,6061,8092,DANIA BEACH,FL,"6,233","41,550",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4564,SUP,,,6040,6014,8980,8092,GOLDSBORO (W),NC,"128,876","184,109",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
4565,WNM,,,7035,6014,6061,8092,THE VILLAGES (S),FL,"6,601","44,006",8/13/2024,1/27/2025,O,7/1/2026,10/1/2027,#N/A
4567,SUP,,,6019,6029,7042,9195,THORNTON (QUEBEC),CO,"140,036","200,052",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
4568,SUP,,,6009,7842,7078,9193,BLAIR,NE,"74,684","99,578",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
4569,SUP,,,6025,6022,7078,9193,BOTTINEAU,ND,"74,902","99,869",8/13/2024,1/27/2025,M,10/12/2023,4/6/2025,8/6/2026
4570,SUP,,,6080,6041,6088,9196,NAPANOCH,NY,"93,750","125,000",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
4574,SUP,,,6070,6014,8980,8092,CONCORD (MILLS),NC,"127,067","181,524",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
4577,WNM,,,6048,6005,7067,9153,RUSTON,LA,"6,168","41,117",8/13/2024,1/27/2025,O,11/1/2026,2/1/2028,#N/A
4579,WNM,,,6094,7842,7042,9153,FORT SMITH (S),AR,"6,168","41,117",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4580,WNM,,,6006,7842,7067,8092,VESTAVIA HILLS,AL,"7,876","52,506",8/13/2024,1/27/2025,O,8/22/2024,4/2/2026,8/2/2027
4581,SUP,,,6011,7842,7067,9153,MOBILE (DAWES),AL,"91,360","121,813",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
4582,WNM,,,6011,7842,7067,9153,NAVARRE,FL,"7,437","49,580",8/13/2024,1/27/2025,O,2/29/2024,9/12/2025,1/12/2027
4583,SUP,,,6070,6014,8980,8092,GREENVILLE (NE),SC,"96,843","129,124",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
4585,WNM,,,6094,7842,7042,9153,OWASSO (116TH),OK,"6,168","41,117",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4586,WNM,,,6011,7842,7067,9153,BILOXI (POPPS FERRY),MS,"6,347","42,311",8/13/2024,1/27/2025,O,2/29/2024,9/12/2025,1/12/2027
4588,SUP,,,6020,6014,6061,8092,ORLANDO (PRINCETON),FL,"123,418","176,311",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
4589,WNM,,,6066,6022,7067,9193,CLARKSVILLE,TN,"6,347","42,311",8/13/2024,1/27/2025,O,7/1/2027,10/1/2028,#N/A
4590,SUP,,,6035,7842,7042,9193,LEES SUMMIT,MO,"106,938","152,768",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
4591,WNM,,,6066,6022,7067,9193,CLARKSVILLE,TN,"6,168","41,117",8/13/2024,1/27/2025,O,7/1/2027,10/1/2028,#N/A
4593,SUP,,,6070,6014,8980,8092,ROCK HILL,SC,"123,444","176,348",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
4594,SUP,,,6070,6014,8980,8092,CHERRYVILLE,NC,"107,435","153,479",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
4595,WNM,,,7038,6014,6061,8092,PLANTATION,FL,"5,613","37,419",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4597,SUP,,,6038,6041,6088,9196,NORTH TONAWANDA,NY,"129,718","185,312",8/13/2024,1/27/2025,F,8/15/2024,10/24/2025,2/24/2027
4599,SUP,,,6019,6029,7042,9195,TIMNATH,CO,"137,425","196,321",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
4600,SUP,,,6035,7842,7042,9193,GRETNA,NE,"106,336","151,908",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
4601,SUP,,,6012,7842,7042,9153,LAS CRUCES (N),NM,"128,902","184,146",8/13/2024,1/27/2025,B,12/18/2024,6/18/2026,10/18/2027
4603,WNM,,,6031,6029,6060,9195,TUCSON (CRAYCROFT),AZ,"5,953","39,690",8/13/2024,1/27/2025,O,6/30/2025,10/30/2026,#N/A
4605,WNM,,,6036,6005,7042,9153,TYLER (JACKSONVILLE),TX,"6,168","41,117",8/13/2024,1/27/2025,O,2/16/2023,12/5/2024,4/5/2026
4606,SUP,,,6009,7842,7078,9193,OSCEOLA,IA,"74,686","99,581",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
4607,WNM,,,6017,6022,7067,9193,LEXINGTON (PALOMAR),KY,"5,501","36,676",8/13/2024,1/27/2025,O,4/7/2025,10/31/2026,2/29/2028
4609,SUP,,,6017,6022,7067,9193,CINCINNATI (COLERAIN),OH,"128,174","183,106",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
4611,SUP,,,6035,7842,7042,9193,SHAWNEE,KS,"110,839","147,785",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
4612,SUP,,,6080,6041,6088,9196,HAMBURG,PA,"108,577","155,110",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
4615,SUP,,,6094,7842,7042,9153,GLENPOOL,OK,"141,159","201,655",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
4616,SUP,,,6054,6014,6061,8092,CLEVELAND,GA,"109,966","157,094",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
4617,WNM,,,7038,6014,6061,8092,POMPANO BEACH,FL,"8,853","59,021",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4618,WNM,,,7036,6005,7042,9153,LEAGUE CITY,TX,"6,168","41,117",8/13/2024,1/27/2025,O,4/1/2028,7/1/2029,#N/A
4619,WNM,,,6006,7842,7067,8092,TUPELO,MS,"6,861","45,739",8/13/2024,1/27/2025,O,8/22/2024,4/2/2026,8/2/2027
4623,SUP,,,6023,6014,6088,8092,NEWPORT NEWS (S),VA,"123,418","176,312",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
4625,WNM,,,6012,7842,7042,9153,GARDEN CITY,KS,"6,168","41,117",8/13/2024,1/27/2025,O,12/18/2024,6/18/2026,10/18/2027
4626,WNM,,,6035,7842,7042,9193,JUNCTION CITY,KS,"6,168","41,117",8/13/2024,1/27/2025,O,8/15/2024,1/26/2026,5/26/2027
4627,SUP,,,6068,7842,7042,9153,DENTON (NW),TX,"131,726","188,180",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
4631,SUP,,,6092,6022,7078,9193,HAMMOND (N),IN,"127,578","182,254",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
4635,SUP,,,6039,6022,8980,8092,CLINTON,TN,"131,076","187,251",8/13/2024,1/27/2025,A,11/2/2023,4/18/2025,8/18/2026
4636,SUP,,,6023,6014,6088,8092,APPOMATTOX,VA,"74,706","99,608",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
4637,SUP,,,6094,7842,7042,9153,BROKEN ARROW (EAST),OK,"123,445","176,350",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
4638,SUP,,,7045,6041,8980,9196,RUCKERSVILLE,VA,"110,855","147,806",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
4639,SUP,,,6019,6029,7042,9195,ELIZABETH,CO,"105,284","150,406",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
4641,SUP,,,6092,6022,7078,9193,HUNTLEY,IL,"123,445","176,350",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
4643,SUP,,,6027,6041,6088,9196,ECONOMY,PA,"111,421","148,561",8/13/2024,1/27/2025,E,7/25/2024,11/24/2025,3/24/2027
4644,SUP,,,6027,6041,6088,9196,MOON TOWNSHIP,PA,"105,742","151,060",8/13/2024,1/27/2025,E,7/25/2024,11/24/2025,3/24/2027
4648,WNM,,,6011,7842,7067,9153,MOBILE (PROVIDENCE),AL,"6,319","42,129",8/13/2024,1/27/2025,O,2/29/2024,9/12/2025,1/12/2027
4653,SUP,,,6019,6029,7042,9195,CHEYENNE,WY,"127,007","181,439",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
4654,WNM,,,6018,7842,7067,9153,MARION,AR,"6,168","41,117",8/13/2024,1/27/2025,O,3/17/2025,11/13/2026,3/13/2028
4655,WNM,,,6094,7842,7042,9153,BROKEN ARROW (ALBANY),OK,"6,168","41,117",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4657,WNM,,,6011,7842,7067,9153,MOBILE (HILLCREST),AL,"5,999","39,995",8/13/2024,1/27/2025,O,2/29/2024,9/12/2025,1/12/2027
4659,WNM,,,6048,6005,7067,9153,BATON ROUGE (LEE),LA,"8,439","56,259",8/13/2024,1/27/2025,O,11/1/2026,2/1/2028,#N/A
4660,SUP,,,6043,6022,7078,9193,CLINTON,MI,"123,787","176,839",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
4664,SUP,,,6040,6014,8980,8092,CONWAY,SC,"106,212","151,731",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
4667,WNM,,,6020,6014,6061,8092,CLEARWATER (HIGHLAND),FL,"5,959","39,729",8/13/2024,1/27/2025,O,5/1/2022,9/1/2024,In Progress
4672,WNM,,,6054,6014,6061,8092,MONTGOMERY (FEDERAL DRIVE),AL,"6,168","41,117",8/13/2024,1/27/2025,O,4/1/2027,7/1/2028,#N/A
4673,WNM,,,6054,6014,6061,8092,AUBURN (N),AL,"6,168","41,117",8/13/2024,1/27/2025,O,4/1/2027,7/1/2028,#N/A
4674,WNM,,,6036,6005,7042,9153,NACOGDOCHES (UNIVERSITY),TX,"6,168","41,117",8/13/2024,1/27/2025,O,2/16/2023,12/5/2024,4/5/2026
4676,WNM,,,6012,7842,7042,9153,ALBUQUERQUE (LADERA),NM,"6,288","41,921",8/13/2024,1/27/2025,O,12/18/2024,6/18/2026,10/18/2027
4677,SUP,,,7039,6022,7078,9193,MUSKEGO,WI,"106,847","152,639",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
4678,SUP,,,7026,6029,6060,9195,HURRICANE,UT,"107,401","153,430",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
4679,SUP,,,6048,6005,7067,9153,DENHAM SPRINGS (WATSON),LA,"110,855","147,806",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
4681,SUP,,,6020,6014,6061,8092,TAMPA (GANDY),FL,"106,592","142,122",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
4682,SUP,,,7045,6041,8980,9196,GORDONSVILLE,VA,"109,543","156,490",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
4683,SUP,,,6048,6005,7067,9153,BATON ROUGE (BURBANK),LA,"108,076","154,395",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
4686,WNM,,,6094,7842,7042,9153,BENTONVILLE (I STREET),AR,"6,177","41,179",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4687,SUP,,,7034,6041,6088,9196,KING OF PRUSSIA (HD),PA,"95,000","126,666",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
4689,SUP,,,7026,6029,6060,9195,CEDAR HILLS,UT,"95,380","127,173",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
4690,SUP,,,6020,6014,6061,8092,ST PETERSBURG (C),FL,"80,315","107,087",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
4691,WNM,,,6054,6014,6061,8092,MONTGOMERY,AL,"6,347","42,311",8/13/2024,1/27/2025,O,4/1/2027,7/1/2028,#N/A
4692,WNM,,,6006,7842,7067,8092,EAST RIDGE,TN,"6,168","41,117",8/13/2024,1/27/2025,O,8/22/2024,4/2/2026,8/2/2027
4695,SUP,,,6069,7842,7067,9193,GODFREY,IL,"110,854","147,806",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
4696,SUP,,,7026,6029,6060,9195,HEBER CITY,UT,"75,144","100,192",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
4697,SUP,,,7045,6041,8980,9196,LYNCHBURG (N),VA,"124,293","177,561",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
4699,SUP,,,6092,6022,7078,9193,STREATOR,IL,"90,598","120,798",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
4700,WNM,,,7026,6029,6060,9195,PLEASANT GROVE,UT,"6,177","41,179",8/13/2024,1/27/2025,O,7/1/2027,10/1/2028,#N/A
4706,WNM,,,7026,6029,6060,9195,MAGNA,UT,"6,177","41,179",8/13/2024,1/27/2025,O,7/1/2027,10/1/2028,#N/A
4734,SUP,,,6019,6029,7042,9195,ARVADA (E),CO,"103,739","138,319",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
4747,WNM,,,6019,6029,7042,9195,NORTHGLENN (WASHINGTON),CO,"6,090","40,601",8/13/2024,1/27/2025,O,12/8/2025,3/8/2027,7/8/2028
4756,WNM,,,6006,7842,7067,8092,ALABASTER,AL,"6,168","41,117",8/13/2024,1/27/2025,O,8/22/2024,4/2/2026,8/2/2027
4757,WNM,,,6037,6029,6060,9195,LACEY (S),WA,"6,177","41,180",8/13/2024,1/27/2025,O,2/1/2024,7/8/2025,11/8/2026
4759,WNM,,,6026,6029,6060,9195,CITRUS HEIGHTS,CA,"5,782","38,546",8/13/2024,1/27/2025,O,3/12/2025,9/17/2026,1/17/2028
4762,WNM,,,7033,6029,6060,9195,DIAMOND BAR,CA,"6,113","40,755",8/13/2024,1/27/2025,O,10/1/2027,1/1/2029,#N/A
4826,WNM,,,7038,6014,6061,8092,DAVIE,FL,"5,656","37,709",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4848,WNM,,,6070,6014,8980,8092,CHARLOTTE,NC,"6,852","45,681",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
4849,SUP,,,6025,6022,7078,9193,MOUNTAIN IRON,MN,"130,179","185,970",8/13/2024,1/27/2025,M,10/12/2023,4/6/2025,8/6/2026
4865,SUP,,,6025,6022,7078,9193,SIOUX FALLS (NW),SD,"130,159","185,942",8/13/2024,1/27/2025,M,10/12/2023,4/6/2025,8/6/2026
4916,DOT,,,6068,7842,7042,9153,FORT WORTH,TX,,,8/13/2024,1/27/2025,W,4/1/2028,7/1/2029,#N/A
5003,SUP,,,6019,6029,7042,9195,PAGOSA SPRINGS,CO,"70,315","93,753",8/13/2024,1/27/2025,B,12/8/2025,3/8/2027,7/8/2028
5005,WNM,,,7035,6014,6061,8092,JACKSONVILLE (WILSON),FL,"6,079","40,526",8/13/2024,1/27/2025,O,7/1/2026,10/1/2027,#N/A
5007,WNM,,,6026,6029,6060,9195,VACAVILLE (NUT TREE),CA,"6,784","45,225",8/13/2024,1/27/2025,O,3/12/2025,9/17/2026,1/17/2028
5008,WNM,,,7033,6029,6060,9195,HEMET,CA,"6,826","45,509",8/13/2024,1/27/2025,O,10/1/2027,1/1/2029,#N/A
5010,WOC,,,6054,6014,6061,8092,ATLANTA,GA,"3,661","3,661",8/13/2024,1/27/2025,O,4/1/2027,7/1/2028,#N/A
5012,SUP,,,7034,6041,6088,9196,HAMILTON,NJ,"106,415","152,021",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
5013,WNM,,,6070,6014,8980,8092,HIGH POINT (WENDOVER),NC,"6,319","42,129",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
5014,WNM,,,6070,6014,8980,8092,GREENSBORO (HOLDEN),NC,"5,300","35,336",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
5018,VIR,,,6010,6014,6061,8092,,CHL,,,8/13/2024,1/27/2025,,5/4/2023,1/6/2025,5/6/2026
5021,WNM,,,6068,7842,7042,9153,DALLAS (GUS),TX,"5,986","39,910",8/13/2024,1/27/2025,O,4/1/2028,7/1/2029,#N/A
5022,SUP,,,6048,6005,7067,9153,NEW ORLEANS (HRI),LA,"141,315","201,878",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
5023,SUP,,,7033,6029,6060,9195,NATIONAL CITY,CA,"100,793","134,390",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
5025,SUP,,,6043,6022,7078,9193,FORT WAYNE (E),IN,"145,249","207,499",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
5027,SUP,,,6027,6041,6088,9196,LANCASTER,NY,"105,229","150,327",8/13/2024,1/27/2025,F,7/25/2024,11/24/2025,3/24/2027
5028,SUP,,,6043,6022,7078,9193,TOLEDO (CENTRAL),OH,"147,528","210,755",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
5029,SUP,,,6043,6022,7078,9193,OREGON,OH,"148,046","211,495",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
5030,SUP,,,6043,6022,7078,9193,TOLEDO (NW),OH,"147,258","210,368",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
5031,SUP,,,6031,6029,6060,9195,TUCSON,AZ,"142,535","203,622",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
5032,EXP,,,6021,6029,6060,9195,BUENA PARK,CA,"149,461","149,461",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
5033,SUP,,,6019,6029,7042,9195,FORT MORGAN,CO,"109,404","156,291",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
5034,SUP,,,7038,6014,6061,8092,FORT MYERS,FL,"147,585","210,835",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
5035,SUP,,,6020,6014,6061,8092,MULBERRY,FL,"146,397","209,139",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
5036,SUP,,,6020,6014,6061,8092,TAMPA (GUNN),FL,"144,871","206,959",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
5037,SUP,,,7035,6014,6061,8092,YULEE,FL,"110,454","157,791",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
5039,SUP,,,7034,6041,6088,9196,CAMDEN,DE,"144,567","206,524",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
5040,EXP,,,6027,6041,6088,9196,CARNEGIE,PA,"134,838","134,838",8/13/2024,1/27/2025,E,7/25/2024,11/24/2025,3/24/2027
5041,SUP,,,6037,6029,6060,9195,BONNEY LAKE,WA,"145,137","207,338",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
5043,WNM,,,6018,7842,7067,9153,MEMPHIS,TN,"7,331","48,875",8/13/2024,1/27/2025,O,3/17/2025,11/13/2026,3/13/2028
5044,SUP,,,7039,6022,7078,9193,GALENA,IL,"80,517","107,356",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
5045,SUP,,,7036,6005,7042,9153,HOUSTON (SPG CYP),TX,"145,263","207,518",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
5046,SUP,,,6040,6014,8980,8092,CLAYTON,NC,"142,535","203,622",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
5047,EXP,,,7034,6041,6088,9196,AUDUBON,NJ,"135,543","135,543",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
5048,SUP,,,6043,6022,7078,9193,NEW HUDSON,MI,"152,917","218,453",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
5049,SUP,,,6019,6029,7042,9195,LITTLETON (SW),CO,"132,370","189,100",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
5051,SUP,,,6019,6029,7042,9195,GREELEY (N),CO,"144,926","207,037",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
5054,SUP,,,7035,6014,6061,8092,JACKSONVILLE (ATLAN),FL,"142,535","203,622",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
5055,SUP,,,7038,6014,6061,8092,NAPLES (SE),FL,"144,871","206,959",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
5056,SUP,,,6048,6005,7067,9153,PRAIRIEVILLE,LA,"145,249","207,498",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
5057,SUP,,,6066,6022,7067,9193,MURFREESBORO (E),TN,"142,535","203,622",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
5058,SUP,,,6066,6022,7067,9193,NASHVILLE (M'BORO),TN,"144,061","205,802",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
5059,WNM,,,6066,6022,7067,9193,HOPKINSVILLE,KY,"6,601","44,006",8/13/2024,1/27/2025,O,7/1/2027,10/1/2028,#N/A
5060,SUP,,,7039,6022,7078,9193,ALGONQUIN,IL,"134,630","192,328",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
5062,WNM,,,6054,6014,6061,8092,AUBURN (E),AL,"6,168","41,117",8/13/2024,1/27/2025,O,4/1/2027,7/1/2028,#N/A
5063,SUP,,,6070,6014,8980,8092,CHARLOTTE (MATTHEWS),NC,"144,566","206,523",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
5064,SUP,,,6043,6022,7078,9193,KALAMAZOO (COMSTOCK),MI,"134,690","192,415",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
5065,SUP,,,6043,6022,7078,9193,KALAMAZOO (NW),MI,"155,544","222,206",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
5066,SUP,,,6024,6022,8980,9193,AVON,OH,"128,280","183,257",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
5070,SUP,,,7033,6029,6060,9195,LAS VEGAS (SW2),NV,"156,451","223,502",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
5071,SUP,,,6068,7842,7042,9153,LAWTON,OK,"132,028","188,611",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
5072,EXP,,11/18/2024,6021,6029,6060,9195,LOS ANGELES (SO BAY),CA,"144,828","144,828",8/13/2024,1/27/2025,M,1/6/2026,4/6/2027,8/6/2028
5073,EXP,,,6037,6029,6060,9195,COVINGTON,WA,"135,875","135,875",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
5075,SUP,,,7033,6029,6060,9195,OCEANSIDE,CA,"99,291","132,388",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
5076,SUP,,,6030,6041,6088,9196,BREWER,ME,"110,880","158,400",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
5077,EXP,,,6080,6041,6088,9196,BOONTON,NJ,"134,462","134,462",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
5078,SUP,,,6037,6029,6060,9195,YAKIMA (W),WA,"142,626","203,752",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
5079,SUP,,,6011,7842,7067,9153,PASS CHRISTIAN,MS,"107,466","153,523",8/13/2024,1/27/2025,B,2/29/2024,9/12/2025,1/12/2027
5080,SUP,,,6068,7842,7042,9153,HURST,TX,"145,321","207,602",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
5081,WNM,,,6048,6005,7067,9153,MERAUX,LA,"6,168","41,117",8/13/2024,1/27/2025,O,11/1/2026,2/1/2028,#N/A
5082,SUP,,,6024,6022,8980,9193,PARMA,OH,"125,987","179,982",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
5085,SUP,,,6070,6014,8980,8092,BELMONT,NC,"128,785","183,978",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
